,Spots Like Forty,Energizer Miss,Sweptail,Cumbria Dave,Venetian Fury
09-01-2023 17:53:35.684794,"(5.5, 12.0, 7.707692307692308)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:36.522244,"(5.5, 12.0, 7.707692307692308)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:37.381261,"(5.5, 12.0, 7.707692307692308)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:38.318017,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:39.180197,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:40.098979,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:40.920139,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:41.718859,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:42.526644,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:43.384420,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:44.315500,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:45.213486,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:46.164500,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:47.041259,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:47.870881,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:48.697721,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:49.527610,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:50.479387,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:51.483989,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:52.454027,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:53.450232,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:54.363633,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:55.202181,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:56.061468,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:56.913947,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:57.827374,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:58.698376,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:53:59.590091,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:00.547263,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:01.500314,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:02.394062,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:03.197767,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:03.989209,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:04.917697,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:05.856794,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:06.964890,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:07.853930,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:08.769861,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:09.679019,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:10.668154,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:11.547600,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:12.401244,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:13.283339,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:14.369478,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:15.419390,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:16.412590,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:17.283916,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:18.209761,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:19.300569,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:20.356990,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:21.261791,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:22.168122,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:22.986619,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:24.133988,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:25.190324,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:26.107674,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:27.003617,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:28.051279,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:28.971014,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:29.833515,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:30.692822,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:31.524400,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:32.423639,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:33.385698,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:34.216685,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:35.155727,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:36.121586,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:37.115304,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:38.087634,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:39.034217,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:39.877223,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:40.872887,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:41.802591,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:42.727854,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:43.615232,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:44.460366,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:45.401900,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:46.357260,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:47.340696,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:48.315369,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:49.188955,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:50.058226,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:51.018639,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:51.931740,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:52.839361,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:53.680929,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:54.687486,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:55.643067,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:56.566043,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:57.540019,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:58.515197,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:54:59.458284,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:00.439798,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:01.365030,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:02.202133,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:03.109781,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:04.096338,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:05.083574,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:06.039784,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:06.914818,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:07.815628,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:08.696616,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:09.552394,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:10.565741,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:11.727665,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:12.585076,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:13.612250,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:14.602874,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:15.756955,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:16.689889,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:17.828483,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:18.821847,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:19.696696,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:20.678406,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:21.632979,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:22.612707,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:23.551389,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:24.466671,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:25.345602,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:26.188593,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:27.046290,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:27.934326,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:28.816599,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 20.0)","(5.5, 8.8, 8.292307692307693)"
09-01-2023 17:55:29.739272,"(5.5, 12.0, 6.510000000000001)","(2.1, 2.38, 2.3608)","(3.1, 5.5, 3.5833333333333335)","(11.0, 21.0, 18.625)","(5.5, 8.8, 8.292307692307693)"
