,Rocky Reef,Jonah Love,Canent Percy,Hes Got Swagger,Go Jack,Kinloch Cutie,Bobby Rissole
09-01-2023 18:34:07.894110,"(2.05, 3.15, 2.9025)","(5.5, 9.6, 6.5125)","(71.0, 520.0, 474.0)","(2.6, 3.3, 2.8022222222222224)","(51.0, 350.0, 186.36363636363637)","(6.5, 14.0, 9.488888888888889)","(21.0, 95.0, 49.0)"
09-01-2023 18:34:08.950638,"(2.05, 3.15, 2.9025)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.3, 2.8022222222222224)","(51.0, 350.0, 186.36363636363637)","(6.5, 14.0, 9.488888888888889)","(21.0, 95.0, 55.5)"
09-01-2023 18:34:10.010754,"(2.05, 3.15, 2.754)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.3, 2.8022222222222224)","(51.0, 350.0, 186.36363636363637)","(6.5, 14.0, 9.488888888888889)","(21.0, 85.0, 42.0)"
09-01-2023 18:34:11.073090,"(2.05, 3.15, 2.754)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.3, 2.8022222222222224)","(51.0, 350.0, 186.36363636363637)","(6.5, 14.0, 9.488888888888889)","(21.0, 90.0, 61.400000000000006)"
09-01-2023 18:34:12.088667,"(2.05, 3.15, 2.9125)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.3, 2.8022222222222224)","(51.0, 350.0, 186.36363636363637)","(6.5, 14.0, 9.488888888888889)","(21.0, 85.0, 61.400000000000006)"
09-01-2023 18:34:13.114528,"(2.05, 3.15, 2.9125)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.3, 2.8022222222222224)","(51.0, 350.0, 186.36363636363637)","(6.5, 14.0, 9.488888888888889)","(21.0, 85.0, 61.400000000000006)"
09-01-2023 18:34:14.177526,"(2.05, 3.15, 2.9125)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.3, 2.8022222222222224)","(51.0, 350.0, 186.36363636363637)","(6.5, 14.0, 9.488888888888889)","(21.0, 85.0, 61.400000000000006)"
09-01-2023 18:34:15.211489,"(2.05, 3.15, 2.45)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 411.0)","(2.6, 3.3, 2.8022222222222224)","(51.0, 350.0, 186.36363636363637)","(6.5, 14.0, 9.488888888888889)","(21.0, 85.0, 61.400000000000006)"
09-01-2023 18:34:16.276216,"(2.05, 3.15, 2.45)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 411.0)","(2.6, 3.3, 2.8022222222222224)","(51.0, 350.0, 186.36363636363637)","(6.5, 14.0, 9.488888888888889)","(21.0, 85.0, 42.0)"
09-01-2023 18:34:17.395689,"(2.05, 3.15, 2.8875)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 411.0)","(2.6, 3.3, 2.8022222222222224)","(51.0, 350.0, 186.36363636363637)","(6.5, 14.0, 9.488888888888889)","(21.0, 90.0, 51.875)"
09-01-2023 18:34:18.542600,"(2.05, 3.15, 2.8875)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 411.0)","(2.6, 3.3, 2.8022222222222224)","(51.0, 350.0, 186.36363636363637)","(6.5, 14.0, 9.488888888888889)","(21.0, 95.0, 64.4)"
09-01-2023 18:34:19.623353,"(2.05, 3.15, 2.738)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 411.0)","(2.6, 3.3, 2.8022222222222224)","(51.0, 350.0, 186.36363636363637)","(6.5, 14.0, 9.488888888888889)","(21.0, 90.0, 64.4)"
09-01-2023 18:34:20.704629,"(2.05, 3.15, 2.738)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 411.0)","(2.6, 3.3, 2.8022222222222224)","(51.0, 350.0, 186.36363636363637)","(6.5, 14.0, 9.488888888888889)","(21.0, 90.0, 64.4)"
09-01-2023 18:34:21.777742,"(2.05, 3.15, 2.45)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 411.0)","(2.6, 3.3, 3.208965517241379)","(51.0, 350.0, 186.36363636363637)","(6.5, 14.0, 8.862499999999999)","(21.0, 90.0, 64.4)"
09-01-2023 18:34:22.863139,"(2.05, 3.15, 2.754)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 411.0)","(2.6, 3.3, 3.2305263157894735)","(51.0, 350.0, 186.36363636363637)","(6.5, 13.5, 8.788888888888888)","(21.0, 90.0, 47.33333333333333)"
09-01-2023 18:34:23.933550,"(2.05, 3.15, 2.754)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 411.0)","(2.6, 3.3, 3.2305263157894735)","(51.0, 350.0, 186.36363636363637)","(6.5, 13.5, 8.788888888888888)","(21.0, 90.0, 47.33333333333333)"
09-01-2023 18:34:24.950538,"(2.05, 3.15, 2.665)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 411.0)","(2.6, 3.3, 2.7311111111111113)","(51.0, 350.0, 186.36363636363637)","(6.5, 13.0, 11.8)","(21.0, 90.0, 47.33333333333333)"
09-01-2023 18:34:26.060278,"(2.05, 3.15, 2.665)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 411.0)","(2.6, 3.3, 2.7311111111111113)","(51.0, 340.0, 211.11111111111111)","(6.5, 13.0, 11.8)","(21.0, 90.0, 47.33333333333333)"
09-01-2023 18:34:27.067431,"(2.05, 3.15, 2.77)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 411.0)","(2.6, 3.3, 2.7311111111111113)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.8)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:28.080532,"(2.05, 3.15, 2.77)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 411.0)","(2.6, 3.3, 2.7311111111111113)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 12.488888888888889)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:29.111193,"(2.05, 3.15, 2.9125)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 411.0)","(2.6, 3.2, 2.696)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 10.8)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:30.129775,"(2.05, 3.15, 2.685)","(5.5, 9.6, 7.209677419354839)","(71.0, 450.0, 474.0)","(2.6, 3.2, 2.9050000000000002)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 10.8)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:31.185518,"(2.05, 3.15, 2.685)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.15, 3.0952)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 10.8)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:32.276420,"(2.05, 3.15, 2.685)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.3, 2.81)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 10.8)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:33.357326,"(2.05, 3.15, 2.685)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.25, 3.0804)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 10.8)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:34.429485,"(2.05, 3.15, 2.685)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.25, 3.128)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.533333333333333)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:35.533606,"(2.05, 3.15, 2.685)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.2, 3.130526315789474)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.533333333333333)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:36.698535,"(2.05, 3.15, 2.685)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.2, 3.130526315789474)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.533333333333333)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:37.843647,"(2.05, 3.15, 2.685)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.2, 2.8144444444444443)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.533333333333333)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:38.998833,"(2.05, 3.15, 2.685)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.25, 2.8144444444444443)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.533333333333333)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:40.152162,"(2.05, 3.15, 2.685)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.25, 2.787857142857143)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.533333333333333)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:41.259965,"(2.05, 3.15, 2.9175)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.15, 3.082307692307692)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 10.8)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:42.343462,"(2.05, 3.15, 2.786)","(5.5, 9.6, 7.209677419354839)","(71.0, 520.0, 474.0)","(2.6, 3.1, 3.082307692307692)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.533333333333333)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:43.397131,"(2.05, 3.15, 2.786)","(5.5, 9.6, 6.252380952380952)","(71.0, 520.0, 474.0)","(2.6, 3.1, 3.14)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.533333333333333)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:44.443592,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.318181818181818)","(71.0, 520.0, 474.0)","(2.6, 3.2, 3.14)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.533333333333333)","(21.0, 90.0, 52.2)"
09-01-2023 18:34:45.434237,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.318181818181818)","(71.0, 520.0, 474.0)","(2.6, 3.2, 3.14)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.533333333333333)","(21.0, 90.0, 50.55555555555556)"
09-01-2023 18:34:46.431016,"(2.05, 3.15, 2.9225)","(5.5, 9.6, 6.318181818181818)","(71.0, 520.0, 474.0)","(2.6, 2.8, 2.785454545454545)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.533333333333333)","(21.0, 80.0, 50.55555555555556)"
09-01-2023 18:34:47.459884,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.543478260869565)","(71.0, 520.0, 474.0)","(2.6, 3.15, 3.121132075471698)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.533333333333333)","(21.0, 80.0, 49.46153846153846)"
09-01-2023 18:34:48.501136,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.543478260869565)","(71.0, 520.0, 474.0)","(2.6, 3.15, 3.121132075471698)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.533333333333333)","(21.0, 100.0, 72.33333333333334)"
09-01-2023 18:34:49.572124,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.543478260869565)","(71.0, 520.0, 474.0)","(2.6, 3.15, 3.14)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 11.533333333333333)","(21.0, 95.0, 72.33333333333334)"
09-01-2023 18:34:50.673828,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.2, 3.14)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 95.0, 45.25)"
09-01-2023 18:34:51.819030,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.2, 3.14)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 49.17647058823529)"
09-01-2023 18:34:52.960898,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.2, 3.121132075471698)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 49.17647058823529)"
09-01-2023 18:34:54.104906,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.15, 3.121132075471698)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 49.17647058823529)"
09-01-2023 18:34:55.295062,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 468.8888888888889)","(2.6, 3.15, 3.14)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 49.17647058823529)"
09-01-2023 18:34:56.350565,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 468.8888888888889)","(2.6, 3.2, 3.14)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 49.17647058823529)"
09-01-2023 18:34:57.476898,"(2.05, 3.15, 2.9175)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.2, 3.14)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 49.17647058823529)"
09-01-2023 18:34:58.622815,"(2.05, 3.15, 2.786)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.2, 3.121132075471698)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 49.17647058823529)"
09-01-2023 18:34:59.741292,"(2.05, 3.15, 2.786)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.15, 3.121132075471698)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 45.25)"
09-01-2023 18:35:00.843673,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.15, 3.121132075471698)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 45.25)"
09-01-2023 18:35:01.942259,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.15, 3.121132075471698)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 45.25)"
09-01-2023 18:35:02.994168,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.2, 3.14)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 45.25)"
09-01-2023 18:35:04.057838,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.15, 3.0796551724137933)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 45.25)"
09-01-2023 18:35:05.132070,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 385.38461538461536)","(2.6, 3.15, 3.0739622641509436)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 45.25)"
09-01-2023 18:35:06.229458,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 530.0, 474.0)","(2.6, 3.1, 3.0739622641509436)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 45.25)"
09-01-2023 18:35:07.312641,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.1, 3.0796551724137933)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 45.25)"
09-01-2023 18:35:08.496787,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.15, 3.0796551724137933)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 45.25)"
09-01-2023 18:35:09.679479,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.15, 3.0796551724137933)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 45.25)"
09-01-2023 18:35:10.883738,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.15, 3.0739622641509436)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 45.25)"
09-01-2023 18:35:12.164923,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.1, 3.0739622641509436)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 45.25)"
09-01-2023 18:35:13.448687,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 474.0)","(2.6, 3.1, 3.0796551724137933)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 100.0, 57.22222222222222)"
09-01-2023 18:35:14.690844,"(2.05, 3.15, 2.786)","(5.5, 9.6, 6.678947368421053)","(71.0, 520.0, 378.46153846153845)","(2.6, 3.15, 3.0796551724137933)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 95.0, 57.22222222222222)"
09-01-2023 18:35:15.893882,"(2.05, 3.15, 2.786)","(5.5, 9.6, 6.423529411764706)","(71.0, 520.0, 378.46153846153845)","(2.6, 3.15, 3.0796551724137933)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 95.0, 57.22222222222222)"
09-01-2023 18:35:17.037701,"(2.05, 3.15, 2.685)","(5.5, 9.6, 6.423529411764706)","(71.0, 500.0, 456.0)","(2.6, 3.15, 3.0233333333333334)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 95.0, 57.22222222222222)"
09-01-2023 18:35:18.125842,"(2.05, 3.25, 2.4072727272727272)","(5.5, 9.6, 6.6)","(71.0, 500.0, 456.0)","(2.6, 3.1, 3.036551724137931)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 95.0, 47.92307692307692)"
09-01-2023 18:35:19.208063,"(2.05, 3.2, 2.71)","(5.5, 9.6, 7.2)","(71.0, 500.0, 456.0)","(2.6, 3.1, 3.0507142857142857)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 95.0, 47.92307692307692)"
09-01-2023 18:35:20.291094,"(2.05, 3.2, 2.71)","(5.5, 9.4, 6.8100000000000005)","(71.0, 500.0, 307.5)","(2.6, 3.1, 2.985217391304348)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 95.0, 47.92307692307692)"
09-01-2023 18:35:21.413558,"(2.05, 3.25, 2.7350000000000003)","(5.5, 9.4, 6.88)","(71.0, 500.0, 307.5)","(2.6, 3.1, 2.985217391304348)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 95.0, 47.92307692307692)"
09-01-2023 18:35:22.584071,"(2.05, 3.25, 2.7350000000000003)","(5.5, 9.4, 7.3)","(71.0, 500.0, 307.5)","(2.6, 3.1, 2.9915)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 95.0, 69.0)"
09-01-2023 18:35:23.777493,"(2.05, 3.25, 2.7350000000000003)","(5.5, 9.4, 7.241666666666667)","(71.0, 500.0, 350.7692307692308)","(2.6, 3.05, 2.9915)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 90.0, 72.28571428571429)"
09-01-2023 18:35:24.988463,"(2.05, 3.25, 2.7350000000000003)","(5.5, 9.4, 6.88)","(71.0, 480.0, 296.25)","(2.6, 3.05, 2.985217391304348)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 90.0, 72.28571428571429)"
09-01-2023 18:35:26.270414,"(2.05, 3.25, 2.7350000000000003)","(5.5, 9.4, 6.95)","(71.0, 480.0, 296.25)","(2.6, 3.1, 3.0148387096774196)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 90.0, 72.28571428571429)"
09-01-2023 18:35:27.482380,"(2.05, 3.25, 2.3784615384615386)","(5.5, 9.4, 6.7727272727272725)","(71.0, 480.0, 296.25)","(2.6, 3.1, 3.0148387096774196)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 90.0, 72.28571428571429)"
09-01-2023 18:35:28.661407,"(2.05, 3.25, 2.3784615384615386)","(5.5, 9.4, 6.7727272727272725)","(71.0, 480.0, 296.25)","(2.6, 3.1, 3.0082142857142857)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 90.0, 72.28571428571429)"
09-01-2023 18:35:29.778397,"(2.05, 3.25, 2.3784615384615386)","(5.5, 9.4, 6.7727272727272725)","(71.0, 480.0, 284.0)","(2.6, 3.05, 3.0082142857142857)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 90.0, 72.28571428571429)"
09-01-2023 18:35:30.855305,"(2.05, 3.25, 2.3784615384615386)","(5.5, 9.4, 6.7727272727272725)","(71.0, 480.0, 284.0)","(2.6, 3.05, 3.0082142857142857)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 90.0, 69.0)"
09-01-2023 18:35:31.892298,"(2.05, 3.25, 2.3784615384615386)","(5.5, 9.4, 6.7727272727272725)","(71.0, 450.0, 411.0)","(2.6, 3.05, 3.0148387096774196)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 90.0, 69.0)"
09-01-2023 18:35:32.965204,"(2.05, 3.25, 2.3784615384615386)","(5.5, 9.4, 6.7727272727272725)","(71.0, 450.0, 411.0)","(2.6, 3.1, 3.0148387096774196)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 9.857142857142858)","(21.0, 90.0, 69.0)"
09-01-2023 18:35:34.111041,"(2.05, 3.25, 2.3784615384615386)","(5.5, 9.4, 6.7727272727272725)","(71.0, 450.0, 411.0)","(2.6, 3.1, 3.024571428571429)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 10.292307692307691)","(21.0, 90.0, 69.0)"
09-01-2023 18:35:35.226256,"(2.05, 3.25, 2.3487500000000003)","(5.5, 9.4, 6.68)","(71.0, 450.0, 411.0)","(2.6, 3.1, 3.0082142857142857)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 10.375)","(21.0, 90.0, 69.0)"
09-01-2023 18:35:36.363232,"(2.05, 3.15, 2.7939999999999996)","(5.5, 9.4, 6.7727272727272725)","(71.0, 450.0, 411.0)","(2.6, 3.05, 2.974516129032258)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 10.5)","(21.0, 90.0, 69.0)"
09-01-2023 18:35:37.555894,"(2.05, 3.15, 2.5285714285714285)","(5.5, 9.4, 6.7727272727272725)","(71.0, 450.0, 411.0)","(2.6, 3.05, 3.0082142857142857)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 10.5)","(21.0, 90.0, 69.0)"
09-01-2023 18:35:38.772429,"(2.05, 3.15, 2.5285714285714285)","(5.5, 9.4, 6.7727272727272725)","(71.0, 450.0, 411.0)","(2.6, 3.05, 3.0082142857142857)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 10.5)","(21.0, 90.0, 69.0)"
09-01-2023 18:35:39.940629,"(2.05, 3.15, 2.5285714285714285)","(5.5, 9.4, 6.68)","(71.0, 450.0, 411.0)","(2.6, 3.05, 2.968125)","(51.0, 340.0, 181.8181818181818)","(6.5, 13.0, 10.75)","(21.0, 90.0, 69.0)"
09-01-2023 18:35:41.181340,"(2.05, 3.15, 2.5285714285714285)","(5.5, 9.4, 6.68)","(71.0, 450.0, 411.0)","(2.6, 3.0, 2.968125)","(51.0, 340.0, 181.8181818181818)","(6.5, 12.5, 10.75)","(21.0, 90.0, 69.0)"
09-01-2023 18:35:42.357154,"(2.05, 3.15, 2.5285714285714285)","(5.5, 9.4, 6.68)","(71.0, 450.0, 411.0)","(2.6, 3.0, 2.968125)","(51.0, 340.0, 181.8181818181818)","(6.5, 12.5, 10.16)","(21.0, 90.0, 69.0)"
09-01-2023 18:35:43.480785,"(2.05, 3.15, 2.5285714285714285)","(5.5, 9.4, 6.68)","(71.0, 450.0, 411.0)","(2.6, 3.0, 3.024571428571429)","(51.0, 340.0, 181.8181818181818)","(6.5, 12.5, 9.575)","(21.0, 90.0, 69.0)"
09-01-2023 18:35:44.577791,"(2.05, 3.15, 2.5285714285714285)","(5.5, 9.4, 6.68)","(71.0, 450.0, 411.0)","(2.6, 3.1, 3.024571428571429)","(51.0, 340.0, 181.8181818181818)","(6.5, 12.5, 9.575)","(21.0, 90.0, 48.66666666666667)"
09-01-2023 18:35:45.595279,"(2.05, 3.15, 2.5285714285714285)","(5.5, 9.4, 6.68)","(71.0, 450.0, 260.0)","(2.6, 3.1, 2.9871794871794872)","(51.0, 340.0, 100.0)","(6.5, 12.5, 9.575)","(21.0, 90.0, 48.66666666666667)"
09-01-2023 18:35:46.669999,"(2.05, 3.15, 2.5285714285714285)","(5.5, 9.4, 6.68)","(71.0, 470.0, 150.0)","(2.6, 3.1, 2.7725)","(51.0, 340.0, 100.0)","(6.5, 12.5, 9.566666666666666)","(21.0, 90.0, 48.66666666666667)"
09-01-2023 18:35:47.808911,"(2.05, 3.15, 2.5285714285714285)","(5.5, 9.4, 6.490909090909091)","(71.0, 470.0, 150.0)","(2.6, 3.05, 3.0124999999999997)","(51.0, 340.0, 100.0)","(6.5, 11.5, 9.56)","(21.0, 90.0, 48.66666666666667)"
09-01-2023 18:35:49.012687,"(2.05, 3.15, 2.5285714285714285)","(5.5, 9.4, 6.490909090909091)","(71.0, 450.0, 255.0)","(2.6, 3.05, 3.0593220338983054)","(51.0, 340.0, 100.0)","(6.5, 11.0, 9.56)","(21.0, 90.0, 48.66666666666667)"
09-01-2023 18:35:50.205005,"(2.05, 3.15, 2.5285714285714285)","(5.5, 9.4, 6.490909090909091)","(71.0, 440.0, 255.0)","(2.6, 3.1, 3.0593220338983054)","(51.0, 340.0, 100.0)","(6.5, 11.0, 9.56)","(21.0, 90.0, 48.66666666666667)"
09-01-2023 18:35:51.489877,"(2.05, 3.15, 2.61875)","(5.5, 9.4, 6.490909090909091)","(71.0, 440.0, 255.0)","(2.6, 3.1, 3.0593220338983054)","(51.0, 340.0, 100.0)","(6.5, 11.0, 9.56)","(21.0, 90.0, 48.66666666666667)"
