,Danspur,Hardyo,Ringside,Sure Strategy,Corvo,Quest For Honor,Time To Dazzle,Lucky Jackson,Stampede Warrior,The Enzo,Mondial Express,Aisle Six
12-01-2023 14:06:13.702975,"(7.5, 8.6, 7.980952380952381)","(9.0, 19.5, 19.1)","(4.6, 5.5, 5.341463414634147)","(11.0, 15.0, 14.333333333333334)","(26.0, 70.0, 47.333333333333336)","(12.0, 21.0, 17.25)","(4.6, 5.4, 5.272727272727273)","(13.0, 14.0, 12.571428571428571)","(7.5, 10.0, 9.866666666666667)","(21.0, 40.0, 29.333333333333332)","(21.0, 27.0, 25.952380952380953)","(17.0, 34.0, 31.833333333333332)"
12-01-2023 14:06:15.250313,"(7.0, 8.6, 8.044444444444444)","(10.0, 19.5, 19.1)","(4.6, 5.5, 5.341463414634147)","(11.0, 15.0, 14.333333333333334)","(26.0, 70.0, 53.0)","(12.0, 18.5, 16.863636363636363)","(4.6, 5.4, 5.272727272727273)","(13.0, 14.0, 12.571428571428571)","(7.5, 10.0, 9.866666666666667)","(21.0, 40.0, 29.333333333333332)","(21.0, 27.0, 25.952380952380953)","(17.0, 20.0, 19.833333333333332)"
12-01-2023 14:06:16.944037,"(7.0, 8.6, 8.044444444444444)","(10.0, 19.5, 19.1)","(4.6, 5.5, 5.341463414634147)","(11.0, 15.0, 14.333333333333334)","(26.0, 70.0, 53.0)","(12.0, 18.5, 16.666666666666668)","(4.6, 5.4, 5.272727272727273)","(13.0, 14.0, 13.25)","(7.5, 10.0, 9.866666666666667)","(21.0, 40.0, 29.333333333333332)","(21.0, 27.0, 25.952380952380953)","(17.0, 20.0, 23.833333333333332)"
12-01-2023 14:06:18.492844,"(7.0, 8.6, 8.133333333333333)","(10.0, 19.5, 19.1)","(4.6, 5.5, 5.341463414634147)","(11.0, 15.0, 14.428571428571429)","(26.0, 70.0, 44.5)","(12.0, 18.0, 15.357142857142858)","(4.6, 5.4, 5.272727272727273)","(13.0, 14.0, 13.25)","(7.5, 10.0, 9.5)","(21.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 26.0, 23.833333333333332)"
12-01-2023 14:06:20.125389,"(7.0, 8.4, 8.133333333333333)","(10.0, 19.5, 19.1)","(4.6, 5.5, 5.341463414634147)","(11.0, 15.0, 14.6)","(26.0, 70.0, 44.5)","(12.0, 17.5, 16.166666666666668)","(4.6, 5.4, 5.272727272727273)","(13.0, 14.0, 13.25)","(7.5, 10.0, 9.5)","(21.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 26.0, 23.833333333333332)"
12-01-2023 14:06:21.719866,"(7.0, 8.4, 8.08)","(10.0, 19.5, 18.928571428571427)","(4.6, 5.5, 5.341463414634147)","(11.0, 15.0, 14.428571428571429)","(26.0, 70.0, 44.5)","(12.0, 17.0, 16.833333333333332)","(4.6, 5.4, 5.272727272727273)","(13.0, 14.0, 13.25)","(7.5, 10.0, 9.5)","(21.0, 40.0, 34.666666666666664)","(21.0, 27.0, 25.952380952380953)","(17.0, 26.0, 23.833333333333332)"
12-01-2023 14:06:23.413146,"(7.0, 8.4, 8.08)","(10.0, 19.5, 18.928571428571427)","(4.6, 5.5, 5.355555555555555)","(11.0, 15.0, 14.428571428571429)","(26.0, 70.0, 44.5)","(12.0, 17.5, 16.833333333333332)","(4.6, 5.4, 5.272727272727273)","(13.0, 14.5, 13.25)","(7.5, 10.0, 9.5)","(21.0, 40.0, 34.666666666666664)","(21.0, 27.0, 25.952380952380953)","(17.0, 26.0, 23.166666666666668)"
12-01-2023 14:06:24.891803,"(7.0, 8.4, 8.08)","(10.0, 19.5, 16.785714285714285)","(4.6, 5.5, 5.36734693877551)","(11.0, 15.0, 14.6)","(26.0, 70.0, 44.5)","(12.0, 17.5, 16.833333333333332)","(4.6, 5.4, 5.272727272727273)","(13.0, 14.5, 13.307692307692308)","(7.5, 10.0, 9.5)","(21.0, 40.0, 34.666666666666664)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 20.785714285714285)"
12-01-2023 14:06:26.416794,"(7.0, 8.4, 8.08)","(10.0, 20.0, 17.5)","(4.6, 5.5, 5.36734693877551)","(11.0, 15.0, 14.6)","(26.0, 70.0, 53.0)","(12.0, 17.5, 16.833333333333332)","(4.6, 5.4, 5.272727272727273)","(13.0, 14.0, 13.307692307692308)","(7.5, 10.0, 9.5)","(21.0, 40.0, 34.666666666666664)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 20.785714285714285)"
12-01-2023 14:06:27.855798,"(7.0, 8.4, 8.08)","(10.0, 19.5, 17.68181818181818)","(4.6, 5.5, 5.36734693877551)","(11.0, 15.0, 14.25)","(26.0, 70.0, 53.0)","(12.0, 17.5, 16.833333333333332)","(4.6, 5.4, 5.272727272727273)","(13.0, 14.0, 13.307692307692308)","(7.5, 10.0, 9.733333333333333)","(21.0, 40.0, 34.666666666666664)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 21.25)"
12-01-2023 14:06:29.340716,"(7.5, 8.4, 8.08)","(10.0, 19.0, 16.857142857142858)","(4.6, 5.5, 5.36734693877551)","(11.0, 15.0, 14.25)","(26.0, 70.0, 53.0)","(12.0, 17.5, 16.833333333333332)","(4.6, 5.4, 5.272727272727273)","(12.0, 14.0, 13.307692307692308)","(7.5, 10.0, 9.733333333333333)","(20.0, 40.0, 34.666666666666664)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 21.25)"
12-01-2023 14:06:30.892094,"(7.5, 8.4, 8.08)","(10.0, 19.0, 16.857142857142858)","(4.6, 5.5, 5.3522727272727275)","(11.0, 15.0, 14.25)","(26.0, 70.0, 53.0)","(12.0, 17.5, 16.25)","(4.6, 5.4, 5.272727272727273)","(12.0, 14.0, 13.0)","(7.5, 10.0, 9.733333333333333)","(20.0, 40.0, 34.666666666666664)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 21.25)"
12-01-2023 14:06:32.499558,"(7.5, 8.4, 8.08)","(10.0, 19.0, 16.857142857142858)","(4.6, 5.5, 5.414285714285715)","(11.0, 15.0, 14.25)","(26.0, 70.0, 53.0)","(12.0, 17.5, 15.375)","(4.6, 5.4, 5.272727272727273)","(12.0, 14.0, 11.75)","(7.5, 10.0, 9.733333333333333)","(20.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 20.944444444444443)"
12-01-2023 14:06:34.060343,"(7.5, 8.4, 8.08)","(10.0, 19.0, 17.25)","(4.6, 5.5, 5.36734693877551)","(11.0, 15.0, 14.25)","(26.0, 70.0, 65.14285714285714)","(12.0, 17.5, 15.55)","(4.6, 5.4, 6.218181818181818)","(12.0, 14.0, 12.0)","(7.5, 10.0, 9.675)","(20.0, 40.0, 37.09090909090909)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 20.428571428571427)"
12-01-2023 14:06:35.613056,"(7.5, 8.4, 8.085714285714285)","(10.0, 18.5, 16.714285714285715)","(4.6, 5.5, 5.392631578947369)","(11.0, 15.0, 14.25)","(26.0, 70.0, 53.0)","(12.0, 17.5, 16.0)","(4.6, 6.6, 5.953333333333333)","(12.0, 13.5, 12.59090909090909)","(7.5, 10.5, 9.675)","(20.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 20.428571428571427)"
12-01-2023 14:06:37.232215,"(7.5, 8.6, 7.742857142857143)","(10.0, 18.5, 16.714285714285715)","(4.6, 5.5, 5.392631578947369)","(11.0, 15.0, 14.25)","(26.0, 70.0, 53.0)","(12.0, 17.5, 16.31818181818182)","(4.6, 7.2, 6.066666666666666)","(12.0, 13.5, 12.59090909090909)","(7.5, 10.5, 9.8)","(20.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 20.428571428571427)"
12-01-2023 14:06:38.753710,"(7.5, 8.6, 7.742857142857143)","(10.0, 18.5, 17.25)","(4.6, 5.5, 5.392631578947369)","(11.0, 15.0, 14.25)","(26.0, 70.0, 53.0)","(12.0, 18.5, 17.0)","(4.6, 7.2, 5.8578947368421055)","(12.0, 13.5, 12.59090909090909)","(7.5, 10.0, 9.8)","(20.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 20.428571428571427)"
12-01-2023 14:06:40.429591,"(7.5, 8.6, 8.0)","(10.0, 18.5, 17.25)","(4.6, 5.5, 5.2)","(11.0, 15.0, 14.25)","(26.0, 70.0, 53.0)","(12.0, 18.0, 17.5)","(4.6, 7.2, 6.233333333333333)","(12.0, 13.5, 12.166666666666666)","(7.5, 10.0, 9.8)","(20.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 20.428571428571427)"
12-01-2023 14:06:42.180742,"(7.5, 8.4, 8.0)","(10.0, 18.5, 17.25)","(4.6, 5.4, 5.114285714285715)","(11.0, 15.0, 14.25)","(26.0, 70.0, 53.0)","(12.0, 18.5, 17.285714285714285)","(4.6, 6.6, 6.15)","(12.0, 13.5, 12.166666666666666)","(7.5, 10.0, 9.8)","(20.0, 40.0, 32.0)","(21.0, 27.0, 25.8)","(17.0, 24.0, 20.428571428571427)"
12-01-2023 14:06:44.094009,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.4, 5.114285714285715)","(11.0, 15.0, 14.25)","(26.0, 70.0, 45.666666666666664)","(12.0, 18.0, 17.285714285714285)","(4.6, 6.4, 6.042857142857144)","(12.0, 13.5, 12.166666666666666)","(7.5, 10.0, 9.5)","(20.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 20.071428571428573)"
12-01-2023 14:06:45.960169,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.4, 5.114285714285715)","(11.0, 15.0, 14.25)","(26.0, 65.0, 45.666666666666664)","(12.0, 18.0, 17.285714285714285)","(4.6, 6.4, 6.2214285714285715)","(12.0, 13.5, 12.166666666666666)","(7.5, 10.0, 9.5)","(20.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 22.235294117647058)"
12-01-2023 14:06:47.600703,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.4, 5.114285714285715)","(11.0, 15.0, 14.25)","(26.0, 65.0, 44.0)","(12.0, 18.0, 16.666666666666668)","(4.6, 6.4, 6.2214285714285715)","(12.0, 13.5, 12.166666666666666)","(7.5, 10.0, 9.5)","(20.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:06:49.213981,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.4, 5.114285714285715)","(11.0, 15.0, 14.25)","(26.0, 60.0, 44.0)","(12.0, 18.0, 16.333333333333332)","(4.6, 6.4, 6.0875)","(12.0, 13.5, 12.166666666666666)","(7.5, 10.0, 9.733333333333333)","(20.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:06:50.884075,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.4, 5.114285714285715)","(11.0, 15.0, 14.25)","(26.0, 60.0, 45.666666666666664)","(12.0, 18.0, 16.333333333333332)","(4.6, 6.4, 6.233333333333333)","(12.0, 13.5, 12.166666666666666)","(7.5, 10.0, 9.733333333333333)","(21.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 22.235294117647058)"
12-01-2023 14:06:52.400937,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.4, 5.114285714285715)","(11.0, 15.0, 14.428571428571429)","(26.0, 65.0, 45.666666666666664)","(12.0, 18.0, 16.333333333333332)","(4.6, 6.4, 6.28)","(12.0, 13.5, 12.166666666666666)","(7.5, 10.0, 9.733333333333333)","(21.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:06:53.956525,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.4, 5.114285714285715)","(11.0, 15.0, 14.428571428571429)","(26.0, 65.0, 45.666666666666664)","(12.0, 18.0, 16.333333333333332)","(4.6, 6.4, 6.28)","(12.0, 13.5, 12.166666666666666)","(7.5, 10.0, 9.733333333333333)","(21.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:06:55.564654,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.4, 5.114285714285715)","(11.0, 15.0, 14.428571428571429)","(26.0, 65.0, 45.666666666666664)","(12.0, 18.0, 16.333333333333332)","(4.6, 6.4, 6.28)","(12.0, 13.5, 12.166666666666666)","(7.5, 10.0, 9.733333333333333)","(21.0, 40.0, 32.0)","(21.0, 27.0, 25.8)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:06:57.133868,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.4, 5.114285714285715)","(11.0, 15.0, 14.428571428571429)","(26.0, 65.0, 45.666666666666664)","(12.0, 18.0, 16.333333333333332)","(4.6, 6.4, 6.28)","(12.0, 13.5, 12.166666666666666)","(7.5, 10.0, 9.733333333333333)","(21.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:06:58.688645,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.4, 5.114285714285715)","(11.0, 15.0, 14.25)","(26.0, 65.0, 45.666666666666664)","(12.0, 18.0, 16.333333333333332)","(4.6, 6.4, 6.28)","(12.0, 13.5, 12.166666666666666)","(7.5, 10.0, 9.733333333333333)","(21.0, 40.0, 32.0)","(21.0, 27.0, 25.952380952380953)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:07:00.348360,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.4, 5.114285714285715)","(11.0, 15.0, 14.25)","(26.0, 65.0, 45.666666666666664)","(12.0, 18.0, 16.22222222222222)","(4.6, 6.4, 6.329411764705883)","(12.0, 13.5, 12.166666666666666)","(7.5, 10.0, 9.733333333333333)","(21.0, 40.0, 32.0)","(21.0, 27.0, 26.25)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:07:01.941076,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.4, 5.114285714285715)","(11.0, 15.0, 14.25)","(26.0, 65.0, 45.666666666666664)","(12.0, 18.0, 16.333333333333332)","(4.6, 6.4, 6.329411764705883)","(12.0, 13.5, 12.833333333333334)","(7.5, 10.0, 9.733333333333333)","(21.0, 40.0, 32.0)","(21.0, 27.0, 26.25)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:07:03.504758,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.4, 5.022222222222222)","(11.0, 15.0, 14.25)","(26.0, 65.0, 45.666666666666664)","(12.0, 18.0, 16.75)","(4.6, 6.4, 6.34)","(12.0, 13.5, 12.59090909090909)","(7.5, 10.0, 9.733333333333333)","(21.0, 40.0, 29.333333333333332)","(21.0, 27.0, 26.25)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:07:05.148656,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.1, 5.083529411764705)","(11.0, 15.0, 14.428571428571429)","(26.0, 65.0, 45.666666666666664)","(12.0, 18.0, 16.75)","(4.6, 6.4, 6.4)","(12.0, 13.5, 12.59090909090909)","(7.5, 10.0, 9.733333333333333)","(21.0, 40.0, 29.333333333333332)","(21.0, 27.0, 26.25)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:07:06.703625,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.1, 5.083529411764705)","(11.0, 15.0, 14.428571428571429)","(26.0, 65.0, 45.666666666666664)","(12.0, 18.0, 16.75)","(4.6, 6.6, 6.5)","(12.0, 13.5, 12.59090909090909)","(7.5, 10.0, 9.733333333333333)","(21.0, 40.0, 29.333333333333332)","(21.0, 27.0, 26.25)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:07:08.261530,"(7.5, 8.4, 8.044444444444444)","(10.0, 18.5, 17.25)","(4.6, 5.1, 5.081395348837209)","(11.0, 15.0, 14.428571428571429)","(26.0, 65.0, 45.666666666666664)","(12.0, 18.0, 16.75)","(4.6, 6.6, 6.5)","(12.0, 13.5, 12.59090909090909)","(7.5, 10.0, 9.733333333333333)","(21.0, 40.0, 29.333333333333332)","(21.0, 27.0, 26.25)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:07:09.798643,"(7.5, 8.4, 7.699999999999999)","(10.0, 18.5, 17.25)","(4.6, 5.1, 5.081395348837209)","(11.0, 15.0, 14.428571428571429)","(26.0, 65.0, 45.666666666666664)","(12.0, 18.0, 16.75)","(4.6, 6.6, 6.82)","(12.0, 13.5, 12.59090909090909)","(7.5, 10.0, 9.733333333333333)","(21.0, 40.0, 29.333333333333332)","(21.0, 27.0, 26.25)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:07:11.415214,"(7.5, 8.4, 8.176923076923076)","(10.0, 18.5, 18.1875)","(4.6, 5.1, 5.081395348837209)","(11.0, 15.0, 14.428571428571429)","(26.0, 65.0, 57.333333333333336)","(12.0, 18.0, 16.46153846153846)","(4.6, 7.0, 6.969230769230769)","(12.0, 13.5, 12.59090909090909)","(7.5, 10.0, 9.524999999999999)","(21.0, 40.0, 37.33333333333333)","(21.0, 27.0, 26.25)","(17.0, 24.0, 22.57142857142857)"
12-01-2023 14:07:13.044442,"(7.5, 8.2, 7.377777777777778)","(10.0, 18.5, 17.96153846153846)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 65.0, 58.42857142857143)","(12.0, 18.0, 16.46153846153846)","(4.6, 7.2, 6.425)","(12.0, 13.5, 11.928571428571429)","(7.5, 10.5, 9.515789473684212)","(21.0, 40.0, 37.33333333333333)","(21.0, 27.0, 26.25)","(17.0, 24.0, 20.136363636363637)"
12-01-2023 14:07:14.606663,"(7.5, 8.0, 7.44)","(10.0, 18.5, 17.647058823529413)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 65.0, 58.42857142857143)","(12.0, 18.0, 16.46153846153846)","(4.6, 6.8, 6.533333333333333)","(12.0, 13.0, 11.928571428571429)","(7.5, 10.5, 9.675)","(21.0, 40.0, 37.33333333333333)","(21.0, 27.0, 26.25)","(17.0, 24.0, 20.25)"
12-01-2023 14:07:16.408666,"(7.5, 8.0, 7.5285714285714285)","(10.0, 18.0, 17.25)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 65.0, 53.25)","(12.0, 18.0, 16.46153846153846)","(4.6, 6.8, 6.5)","(12.0, 13.0, 11.928571428571429)","(7.5, 10.5, 9.675)","(21.0, 40.0, 35.77777777777778)","(21.0, 27.0, 26.25)","(17.0, 24.0, 20.166666666666668)"
12-01-2023 14:07:18.092080,"(7.5, 8.0, 7.5285714285714285)","(10.0, 18.0, 17.25)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 60.0, 77.83333333333334)","(12.0, 18.0, 16.46153846153846)","(4.6, 6.8, 6.114285714285714)","(12.0, 13.0, 11.928571428571429)","(7.5, 10.5, 9.825)","(21.0, 38.0, 35.77777777777778)","(21.0, 27.0, 26.25)","(17.0, 22.0, 17.416666666666668)"
12-01-2023 14:07:19.747272,"(7.5, 8.0, 7.5285714285714285)","(10.0, 18.0, 17.25)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 85.0, 58.4)","(12.0, 18.0, 16.46153846153846)","(4.6, 6.8, 6.523076923076923)","(12.0, 13.0, 11.928571428571429)","(7.5, 10.5, 9.825)","(21.0, 38.0, 35.0)","(21.0, 27.0, 26.25)","(17.0, 22.0, 19.25)"
12-01-2023 14:07:21.470736,"(7.5, 8.0, 7.5285714285714285)","(10.0, 18.0, 17.36842105263158)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.428571428571429)","(26.0, 80.0, 58.4)","(12.0, 18.0, 16.46153846153846)","(4.6, 6.8, 6.523076923076923)","(12.0, 13.0, 12.368421052631579)","(7.5, 10.5, 9.825)","(21.0, 38.0, 35.0)","(21.0, 27.0, 26.25)","(17.0, 22.0, 20.42105263157895)"
12-01-2023 14:07:23.034486,"(7.5, 8.0, 7.879310344827586)","(10.0, 18.0, 17.25)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 80.0, 58.4)","(12.0, 18.0, 16.46153846153846)","(4.6, 6.8, 6.581818181818182)","(12.0, 12.5, 14.975)","(7.5, 10.5, 10.189655172413794)","(21.0, 38.0, 35.0)","(21.0, 27.0, 25.823529411764707)","(17.0, 21.0, 20.25)"
12-01-2023 14:07:24.749892,"(7.5, 8.0, 7.86)","(10.0, 18.0, 17.25)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 80.0, 58.4)","(12.0, 18.0, 16.46153846153846)","(4.6, 6.8, 6.581818181818182)","(12.0, 15.5, 14.785714285714285)","(7.5, 10.5, 10.189655172413794)","(21.0, 38.0, 35.0)","(21.0, 27.0, 25.823529411764707)","(17.0, 21.0, 19.4375)"
12-01-2023 14:07:26.418839,"(7.5, 8.0, 7.86)","(10.0, 18.0, 14.59090909090909)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 80.0, 69.2)","(12.0, 18.0, 16.75)","(4.6, 6.8, 6.581818181818182)","(12.0, 15.0, 14.785714285714285)","(7.5, 10.5, 10.189655172413794)","(21.0, 38.0, 35.0)","(21.0, 27.0, 26.076923076923077)","(17.0, 20.0, 19.4375)"
12-01-2023 14:07:27.987721,"(7.5, 8.0, 7.538461538461538)","(10.0, 17.5, 16.25)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 80.0, 58.4)","(12.0, 18.0, 16.75)","(4.8, 6.8, 6.666666666666666)","(12.0, 15.0, 14.166666666666666)","(7.5, 10.5, 9.675)","(20.0, 38.0, 35.0)","(21.0, 27.0, 26.076923076923077)","(17.0, 20.0, 18.5)"
12-01-2023 14:07:29.484594,"(7.5, 7.6, 7.538461538461538)","(10.0, 17.0, 15.636363636363637)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.428571428571429)","(26.0, 80.0, 58.4)","(12.0, 18.0, 16.75)","(4.8, 6.8, 6.666666666666666)","(12.0, 14.5, 13.805555555555555)","(7.5, 10.5, 9.675)","(20.0, 38.0, 35.0)","(21.0, 27.0, 26.076923076923077)","(17.0, 20.0, 18.75)"
12-01-2023 14:07:31.037633,"(7.5, 7.6, 7.538461538461538)","(10.0, 17.0, 16.347826086956523)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.428571428571429)","(26.0, 80.0, 69.2)","(12.0, 18.0, 16.75)","(4.8, 6.8, 6.666666666666666)","(12.0, 14.5, 13.805555555555555)","(7.5, 10.5, 9.675)","(20.0, 38.0, 35.0)","(21.0, 27.0, 26.076923076923077)","(17.0, 20.0, 18.75)"
12-01-2023 14:07:32.590737,"(7.5, 7.6, 7.538461538461538)","(10.0, 17.0, 15.5)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 80.0, 58.4)","(12.0, 18.0, 16.75)","(4.8, 6.8, 6.654545454545454)","(12.0, 14.5, 13.805555555555555)","(7.5, 10.5, 9.825)","(20.0, 38.0, 35.0)","(21.0, 27.0, 26.076923076923077)","(17.0, 20.0, 18.75)"
12-01-2023 14:07:34.153126,"(7.5, 7.6, 7.538461538461538)","(10.0, 16.5, 16.0)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 80.0, 59.5)","(12.0, 18.0, 16.75)","(4.8, 6.8, 6.658823529411764)","(12.0, 14.5, 13.805555555555555)","(7.5, 10.5, 9.825)","(20.0, 38.0, 35.0)","(21.0, 27.0, 26.076923076923077)","(17.0, 20.0, 18.75)"
12-01-2023 14:07:35.680971,"(7.5, 7.6, 7.4645161290322575)","(10.0, 16.5, 16.0)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 75.0, 50.5)","(12.0, 18.0, 16.75)","(4.8, 6.8, 6.658823529411764)","(12.0, 14.5, 13.805555555555555)","(7.5, 10.5, 9.825)","(20.0, 38.0, 36.75)","(21.0, 27.0, 26.076923076923077)","(17.0, 20.0, 23.875)"
12-01-2023 14:07:37.265031,"(7.5, 7.6, 7.533333333333333)","(10.0, 16.5, 15.625)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.428571428571429)","(26.0, 70.0, 50.5)","(12.0, 18.0, 16.46153846153846)","(4.8, 6.8, 6.658823529411764)","(12.0, 14.5, 12.928571428571429)","(7.5, 10.5, 9.825)","(20.0, 38.0, 36.75)","(21.0, 27.0, 26.076923076923077)","(17.0, 26.0, 24.785714285714285)"
12-01-2023 14:07:38.846584,"(7.5, 7.6, 7.533333333333333)","(10.0, 16.0, 15.625)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 70.0, 50.5)","(12.0, 18.0, 16.75)","(4.8, 6.8, 6.533333333333333)","(12.0, 14.0, 13.444444444444445)","(7.5, 10.5, 9.825)","(20.0, 38.0, 36.75)","(21.0, 27.0, 26.076923076923077)","(17.0, 24.0, 23.07142857142857)"
12-01-2023 14:07:40.401075,"(7.5, 7.6, 7.533333333333333)","(10.0, 16.0, 15.625)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 70.0, 50.5)","(12.0, 18.0, 16.214285714285715)","(4.8, 6.8, 6.533333333333333)","(12.0, 14.0, 13.444444444444445)","(7.5, 10.5, 9.825)","(20.0, 38.0, 36.75)","(21.0, 27.0, 26.076923076923077)","(17.0, 23.0, 20.5)"
12-01-2023 14:07:41.949924,"(7.5, 7.6, 7.533333333333333)","(10.0, 16.0, 15.625)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 70.0, 50.5)","(12.0, 18.0, 16.214285714285715)","(4.8, 6.8, 6.533333333333333)","(12.0, 14.0, 12.875)","(7.5, 10.5, 9.825)","(20.0, 38.0, 36.75)","(21.0, 27.0, 26.076923076923077)","(17.0, 23.0, 19.954545454545453)"
12-01-2023 14:07:43.561039,"(7.5, 7.6, 7.533333333333333)","(10.0, 16.0, 15.625)","(4.6, 5.1, 5.080952380952381)","(11.0, 15.0, 14.25)","(26.0, 70.0, 50.5)","(12.0, 18.0, 16.214285714285715)","(4.8, 6.8, 6.533333333333333)","(12.0, 14.0, 12.785714285714286)","(7.5, 10.5, 10.189655172413794)","(20.0, 38.0, 36.75)","(21.0, 27.0, 26.076923076923077)","(17.0, 22.0, 24.558823529411764)"
12-01-2023 14:07:45.155298,"(7.5, 7.6, 7.518181818181818)","(10.0, 16.0, 15.625)","(4.6, 5.1, 4.988372093023256)","(11.0, 15.0, 14.25)","(26.0, 70.0, 60.25)","(12.0, 18.0, 16.214285714285715)","(4.8, 6.8, 6.533333333333333)","(12.0, 13.5, 13.3)","(7.5, 10.5, 9.524999999999999)","(20.0, 38.0, 36.75)","(21.0, 27.0, 26.0)","(17.0, 23.0, 22.166666666666668)"
