,Memumsmedad,Mungerannie,My Prediction,Nahnah Not Me,Star Of Kongo,Tyita,Grinzinger Castle,Italian Virtuoso,Sobart,Golden Beauty,Young Trella,Dupont
10-01-2023 13:46:44.977821,"(18.0, 40.0, 36.95238095238095)","(61.0, 120.0, 112.5)","(101.0, 380.0, 230.0)","(41.0, 65.0, 61.66666666666667)","(10.0, 14.0, 13.590909090909092)","(2.2, 2.66, 2.633571428571429)","(7.0, 9.6, 9.399999999999999)","(6.0, 6.8, 6.769230769230769)","(61.0, 200.0, 140.0)","(13.0, 32.0, 28.823529411764707)","(101.0, 470.0, 360.0)","(4.8, 5.3, 5.2384615384615385)"
10-01-2023 13:46:46.730255,"(18.0, 40.0, 36.95238095238095)","(61.0, 120.0, 112.5)","(101.0, 380.0, 230.0)","(41.0, 65.0, 61.66666666666667)","(10.0, 14.0, 13.833333333333334)","(2.2, 2.66, 2.633571428571429)","(7.0, 9.6, 9.399999999999999)","(6.0, 6.8, 6.769230769230769)","(61.0, 200.0, 140.0)","(13.0, 32.0, 28.823529411764707)","(101.0, 470.0, 360.0)","(4.8, 5.3, 5.2384615384615385)"
10-01-2023 13:46:48.411303,"(18.0, 40.0, 36.95238095238095)","(61.0, 120.0, 112.5)","(101.0, 380.0, 275.0)","(41.0, 65.0, 55.0)","(10.0, 14.0, 13.8)","(2.2, 2.66, 2.633571428571429)","(7.0, 9.6, 9.399999999999999)","(6.0, 6.8, 6.722222222222222)","(61.0, 200.0, 140.0)","(13.0, 32.0, 28.823529411764707)","(101.0, 470.0, 360.0)","(4.8, 5.3, 5.2384615384615385)"
10-01-2023 13:46:49.968598,"(18.0, 40.0, 36.95238095238095)","(61.0, 120.0, 112.5)","(101.0, 380.0, 290.0)","(41.0, 65.0, 55.0)","(10.0, 14.0, 14.2)","(2.2, 2.66, 2.6349152542372885)","(7.0, 9.6, 9.399999999999999)","(6.0, 6.8, 6.722222222222222)","(61.0, 200.0, 140.0)","(13.0, 32.0, 28.823529411764707)","(101.0, 470.0, 360.0)","(4.8, 5.3, 5.2439024390243905)"
10-01-2023 13:46:51.498388,"(18.0, 40.0, 36.95238095238095)","(61.0, 120.0, 112.5)","(101.0, 370.0, 290.0)","(41.0, 65.0, 55.0)","(10.0, 14.5, 14.428571428571429)","(2.2, 2.66, 2.6349152542372885)","(7.0, 9.6, 9.399999999999999)","(6.0, 6.8, 6.722222222222222)","(61.0, 200.0, 140.0)","(13.0, 32.0, 28.823529411764707)","(101.0, 470.0, 360.0)","(4.8, 5.3, 5.2439024390243905)"
10-01-2023 13:46:53.136234,"(18.0, 40.0, 37.0)","(61.0, 120.0, 112.5)","(101.0, 370.0, 290.0)","(41.0, 65.0, 55.0)","(10.0, 15.0, 14.391304347826086)","(2.2, 2.66, 2.6349152542372885)","(7.0, 9.6, 9.304347826086957)","(6.0, 6.8, 6.722222222222222)","(61.0, 200.0, 140.0)","(13.0, 32.0, 28.08695652173913)","(101.0, 470.0, 360.0)","(4.8, 5.3, 5.2439024390243905)"
10-01-2023 13:46:54.817577,"(18.0, 40.0, 39.333333333333336)","(61.0, 120.0, 112.5)","(101.0, 360.0, 284.0)","(41.0, 65.0, 55.0)","(10.0, 15.0, 14.391304347826086)","(2.2, 2.66, 2.5894444444444447)","(7.0, 9.4, 9.304347826086957)","(6.0, 6.8, 6.729411764705882)","(61.0, 200.0, 140.0)","(13.0, 32.0, 28.08695652173913)","(101.0, 470.0, 360.0)","(4.8, 5.3, 5.2439024390243905)"
10-01-2023 13:46:56.392027,"(18.0, 40.0, 39.333333333333336)","(61.0, 120.0, 112.5)","(101.0, 360.0, 240.0)","(41.0, 65.0, 55.0)","(10.0, 15.0, 14.391304347826086)","(2.2, 2.6, 2.5894444444444447)","(7.0, 9.4, 9.304347826086957)","(6.0, 7.0, 6.729411764705882)","(61.0, 200.0, 140.0)","(13.0, 32.0, 28.08695652173913)","(101.0, 470.0, 360.0)","(4.8, 5.3, 5.2439024390243905)"
10-01-2023 13:46:57.903824,"(18.0, 40.0, 39.333333333333336)","(61.0, 120.0, 112.5)","(101.0, 360.0, 240.0)","(41.0, 65.0, 55.0)","(10.0, 15.0, 14.391304347826086)","(2.2, 2.6, 2.5894444444444447)","(7.0, 9.4, 9.304347826086957)","(6.0, 7.0, 6.729411764705882)","(61.0, 200.0, 140.0)","(13.0, 32.0, 28.08695652173913)","(101.0, 470.0, 360.0)","(4.8, 5.3, 5.2439024390243905)"
10-01-2023 13:46:59.497635,"(18.0, 40.0, 39.333333333333336)","(61.0, 120.0, 112.5)","(101.0, 360.0, 240.0)","(41.0, 65.0, 55.0)","(10.0, 15.0, 14.391304347826086)","(2.2, 2.6, 2.5894444444444447)","(7.0, 9.4, 9.304347826086957)","(6.0, 7.0, 6.729411764705882)","(61.0, 200.0, 140.0)","(13.0, 32.0, 28.08695652173913)","(101.0, 470.0, 360.0)","(4.8, 5.3, 5.2439024390243905)"
10-01-2023 13:47:01.168667,"(18.0, 40.0, 39.333333333333336)","(61.0, 120.0, 112.5)","(101.0, 360.0, 240.0)","(41.0, 65.0, 55.0)","(10.0, 15.0, 14.5)","(2.2, 2.6, 2.5894444444444447)","(7.0, 9.4, 9.304347826086957)","(6.0, 7.0, 6.729411764705882)","(61.0, 200.0, 140.0)","(13.0, 32.0, 28.08695652173913)","(101.0, 470.0, 360.0)","(4.8, 5.3, 5.2439024390243905)"
10-01-2023 13:47:02.720458,"(18.0, 40.0, 39.333333333333336)","(61.0, 120.0, 106.66666666666667)","(101.0, 360.0, 240.0)","(41.0, 65.0, 55.0)","(10.0, 15.0, 14.5)","(2.2, 2.6, 2.5894444444444447)","(7.0, 9.4, 9.304347826086957)","(6.0, 7.0, 6.729411764705882)","(61.0, 200.0, 140.0)","(13.0, 32.0, 28.25)","(101.0, 470.0, 360.0)","(4.8, 5.3, 5.2439024390243905)"
10-01-2023 13:47:04.203501,"(18.0, 40.0, 39.333333333333336)","(61.0, 120.0, 106.66666666666667)","(101.0, 360.0, 240.0)","(41.0, 65.0, 55.0)","(10.0, 15.0, 14.5)","(2.2, 2.6, 2.582105263157895)","(7.0, 9.4, 9.304347826086957)","(6.0, 7.0, 6.729411764705882)","(61.0, 200.0, 140.0)","(13.0, 32.0, 28.25)","(101.0, 470.0, 360.0)","(4.8, 5.3, 5.2425)"
10-01-2023 13:47:05.747099,"(18.0, 40.0, 39.333333333333336)","(61.0, 120.0, 106.66666666666667)","(101.0, 360.0, 240.0)","(41.0, 65.0, 55.0)","(10.0, 15.0, 14.5)","(2.2, 2.6, 2.5773094170403588)","(7.0, 9.4, 9.304347826086957)","(6.0, 7.0, 6.741935483870968)","(61.0, 200.0, 140.0)","(13.0, 32.0, 28.25)","(101.0, 470.0, 360.0)","(4.8, 5.3, 5.257407407407407)"
