,Spring Maple,Tuta Yankee,Point To Point,Spring Rock,Springview Magic,Bundy Prize,Duelling Banjos,Nando Sid
06-01-2023 15:50:46.269040,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.5)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 125.45454545454545)"
06-01-2023 15:50:47.375747,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.5)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 63.33333333333333)"
06-01-2023 15:50:48.397265,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.5)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:50:49.681356,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.5)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:50:50.905616,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.5)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:50:52.074004,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 18.18181818181818)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:50:53.293551,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:50:54.510261,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:50:55.502693,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:50:56.630051,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:50:57.744598,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:50:58.953566,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:00.024582,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:01.163834,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:02.233063,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:03.453290,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:04.634447,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:05.836497,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:06.940684,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:08.127554,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:09.322728,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:10.655203,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:12.005285,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:13.193201,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:14.424298,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:15.516074,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:16.824461,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:17.996222,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:19.114043,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:20.228233,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.666666666666668)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:21.261096,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 18.18181818181818)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:22.305839,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 18.18181818181818)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:23.601038,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:24.716008,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:25.742196,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:26.755977,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:27.895840,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:28.907972,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.9)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:29.987932,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:31.071960,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:32.326074,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:33.336052,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:34.410951,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:35.438802,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:36.432226,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:37.429681,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:38.396810,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:39.577647,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:40.690261,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:41.739129,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:42.801147,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:43.938768,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:44.978824,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:46.149753,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:47.289327,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:48.330547,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:49.446402,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:50.503111,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:51.576981,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:52.739008,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.65)","(9.0, 21.0, 11.0)","(2.9, 5.2, 3.85625)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:53.867214,"(3.0, 4.8, 3.3)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 5.870588235294118)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.973076923076923)","(9.0, 21.0, 11.0)","(2.9, 5.2, 4.1761904761904765)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:54.960820,"(3.0, 4.8, 3.236842105263158)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 6.15)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.973076923076923)","(9.0, 21.0, 11.0)","(2.9, 5.2, 4.1761904761904765)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:56.056890,"(3.0, 4.8, 3.236842105263158)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 6.15)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.973076923076923)","(9.0, 21.0, 11.0)","(2.9, 5.2, 4.1761904761904765)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:57.082463,"(3.0, 4.8, 3.2325)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 6.614285714285714)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.973076923076923)","(9.0, 21.0, 11.0)","(2.9, 5.2, 4.1761904761904765)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:58.069918,"(3.0, 4.8, 3.2325)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 6.614285714285714)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.973076923076923)","(9.0, 21.0, 11.0)","(2.9, 5.2, 4.1761904761904765)","(51.0, 200.0, 60.0)"
06-01-2023 15:51:59.225880,"(3.0, 4.8, 3.2325)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 6.614285714285714)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.973076923076923)","(9.0, 21.0, 11.0)","(2.9, 5.2, 4.1761904761904765)","(51.0, 200.0, 60.0)"
06-01-2023 15:52:00.479198,"(3.0, 4.8, 3.2325)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 6.614285714285714)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.973076923076923)","(9.0, 21.0, 11.0)","(2.9, 5.2, 4.1761904761904765)","(51.0, 200.0, 60.0)"
06-01-2023 15:52:01.478511,"(3.0, 4.8, 3.2325)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 6.614285714285714)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.973076923076923)","(9.0, 21.0, 11.0)","(2.9, 5.2, 4.1761904761904765)","(51.0, 200.0, 60.0)"
06-01-2023 15:52:02.637564,"(3.0, 4.8, 3.2325)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 6.614285714285714)","(31.0, 100.0, 51.785714285714285)","(3.7, 5.7, 4.973076923076923)","(9.0, 21.0, 15.545454545454545)","(2.9, 5.2, 4.1761904761904765)","(51.0, 200.0, 173.33333333333331)"
06-01-2023 15:52:03.839523,"(3.0, 4.8, 3.2325)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.4, 6.614285714285714)","(31.0, 100.0, 82.92307692307692)","(3.7, 5.7, 4.675)","(9.0, 21.0, 18.42857142857143)","(2.9, 5.2, 3.3)","(51.0, 200.0, 179.28571428571428)"
06-01-2023 15:52:05.084995,"(3.0, 4.7, 4.478571428571429)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.2, 7.3999999999999995)","(31.0, 95.0, 49.66666666666667)","(3.7, 5.7, 5.358333333333333)","(9.0, 20.0, 19.214285714285715)","(2.9, 5.1, 3.3)","(51.0, 190.0, 179.28571428571428)"
06-01-2023 15:52:06.201367,"(3.0, 4.7, 3.975)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.2, 7.3999999999999995)","(31.0, 95.0, 49.66666666666667)","(3.7, 5.7, 5.358333333333333)","(9.0, 20.0, 19.214285714285715)","(2.9, 5.1, 3.3)","(51.0, 190.0, 179.28571428571428)"
06-01-2023 15:52:07.271789,"(3.0, 4.7, 3.975)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.2, 7.3999999999999995)","(31.0, 95.0, 49.66666666666667)","(3.7, 5.7, 5.358333333333333)","(9.0, 20.0, 19.266666666666666)","(2.9, 5.0, 4.05)","(51.0, 190.0, 179.28571428571428)"
06-01-2023 15:52:08.343022,"(3.0, 4.7, 4.441666666666666)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.2, 7.3999999999999995)","(31.0, 95.0, 49.66666666666667)","(3.7, 5.7, 5.358333333333333)","(9.0, 20.0, 19.266666666666666)","(2.9, 5.2, 3.275)","(51.0, 190.0, 179.28571428571428)"
06-01-2023 15:52:09.461420,"(3.0, 4.5, 4.1625)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.2, 8.81111111111111)","(31.0, 95.0, 75.57142857142857)","(3.7, 5.7, 5.300000000000001)","(9.0, 20.0, 17.84)","(2.9, 5.2, 3.8411764705882354)","(51.0, 190.0, 179.28571428571428)"
06-01-2023 15:52:10.579889,"(3.0, 4.5, 4.128571428571429)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.2, 7.5)","(31.0, 95.0, 75.57142857142857)","(3.7, 5.7, 5.5)","(9.0, 20.0, 19.1)","(2.9, 5.2, 3.873529411764706)","(51.0, 190.0, 179.28571428571428)"
06-01-2023 15:52:12.017208,"(3.0, 4.6, 4.345454545454546)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.2, 7.5)","(31.0, 95.0, 75.57142857142857)","(3.7, 5.7, 4.725)","(9.0, 20.0, 19.364705882352943)","(2.9, 5.2, 3.2769230769230773)","(51.0, 190.0, 179.28571428571428)"
06-01-2023 15:52:13.177986,"(3.0, 4.6, 4.345454545454546)","(101.0, 650.0, 555.8333333333334)","(5.5, 9.2, 7.5)","(31.0, 95.0, 75.57142857142857)","(3.7, 5.7, 4.725)","(9.0, 20.0, 19.509090909090908)","(2.9, 5.2, 3.2555555555555555)","(51.0, 190.0, 151.42857142857144)"
06-01-2023 15:52:14.347048,"(3.0, 4.6, 4.435294117647059)","(101.0, 650.0, 593.5)","(5.5, 9.2, 7.5)","(31.0, 95.0, 75.57142857142857)","(3.7, 5.7, 4.725)","(9.0, 20.0, 14.7)","(2.9, 5.2, 3.2555555555555555)","(51.0, 190.0, 151.42857142857144)"
06-01-2023 15:52:15.874034,"(3.0, 4.6, 4.435294117647059)","(101.0, 650.0, 593.5)","(5.5, 9.2, 7.5)","(31.0, 95.0, 75.57142857142857)","(3.7, 5.7, 4.725)","(9.0, 20.0, 19.184615384615384)","(2.9, 5.2, 4.1)","(51.0, 190.0, 151.42857142857144)"
06-01-2023 15:52:17.063439,"(3.0, 4.6, 4.384615384615384)","(101.0, 650.0, 593.5)","(5.5, 9.2, 7.5)","(31.0, 95.0, 75.57142857142857)","(3.7, 5.7, 4.725)","(9.0, 20.0, 19.184615384615384)","(2.9, 5.0, 4.871428571428572)","(51.0, 190.0, 151.42857142857144)"
06-01-2023 15:52:18.205350,"(3.0, 4.6, 4.384615384615384)","(101.0, 650.0, 593.5)","(5.5, 9.2, 7.5)","(31.0, 95.0, 75.57142857142857)","(3.7, 5.7, 4.725)","(9.0, 20.0, 19.184615384615384)","(2.9, 5.0, 4.835714285714285)","(51.0, 190.0, 151.42857142857144)"
06-01-2023 15:52:19.303133,"(3.0, 4.6, 4.3545454545454545)","(101.0, 650.0, 593.5)","(5.5, 9.2, 7.5)","(31.0, 95.0, 75.57142857142857)","(3.7, 5.7, 4.725)","(9.0, 20.0, 14.8)","(2.9, 5.1, 4.199999999999999)","(51.0, 190.0, 151.42857142857144)"
06-01-2023 15:52:20.502629,"(3.0, 4.6, 4.3545454545454545)","(101.0, 650.0, 593.5)","(5.5, 9.2, 7.5)","(31.0, 95.0, 75.57142857142857)","(3.7, 5.7, 4.725)","(9.0, 20.0, 14.8)","(2.9, 5.1, 3.9)","(51.0, 190.0, 151.42857142857144)"
06-01-2023 15:52:21.640053,"(3.0, 4.6, 4.3545454545454545)","(101.0, 650.0, 593.5)","(5.5, 9.2, 7.5)","(31.0, 95.0, 75.57142857142857)","(3.7, 5.7, 4.725)","(9.0, 20.0, 14.8)","(2.9, 5.1, 3.9)","(51.0, 190.0, 151.42857142857144)"
06-01-2023 15:52:22.783404,"(3.0, 4.6, 4.3545454545454545)","(101.0, 650.0, 593.5)","(5.5, 9.2, 7.5)","(31.0, 95.0, 75.57142857142857)","(3.7, 5.7, 4.725)","(9.0, 20.0, 14.8)","(2.9, 5.1, 3.9)","(51.0, 190.0, 151.42857142857144)"
