,Zenani,Bronze Mile,Fascinate Model,Lakota,Apache Teepee,Send It Tiger,Ready To Wiggle,Banebridge
10-01-2023 20:39:10.723750,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:12.011993,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:13.267946,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:14.479912,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:15.684214,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:16.713140,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:17.822622,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:18.891592,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:20.114041,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:21.183481,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:22.225592,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:23.294729,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:24.385199,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:25.492110,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:26.637240,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:27.736951,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:28.882296,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:30.005925,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:31.238407,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:32.584212,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:34.011091,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:35.304305,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:36.594832,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:37.720888,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:39.089144,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:40.511024,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:41.715466,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:42.946680,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:44.091649,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:45.395640,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:46.683009,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:47.942861,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:49.222650,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:50.409412,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:51.556265,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:52.768415,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 37.2)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 12.057142857142857)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:54.035092,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:55.188613,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:56.388092,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:57.682968,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:39:58.998031,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:00.261990,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:01.505297,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:02.661975,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:03.802919,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:04.879773,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:06.001547,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:07.201589,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:08.313718,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:09.437133,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:10.474240,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:11.655668,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:13.090492,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:14.477470,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:15.878933,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:17.326444,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:18.451208,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:19.732324,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:20.955391,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:22.226465,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:23.338916,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:24.421184,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:25.577398,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:26.735814,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:27.899572,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:29.019459,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:30.116135,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:31.367339,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:32.636902,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:33.887210,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:35.118195,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:36.246500,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:37.451614,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:38.652845,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:39.904509,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:41.175739,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:42.441716,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:43.698883,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:45.102866,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:46.337497,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:47.480399,"(2.7, 4.0, 2.98)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:48.911163,"(2.7, 4.0, 3.01)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:50.272099,"(2.7, 4.0, 3.01)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:51.586813,"(2.7, 4.0, 3.01)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:52.735401,"(2.7, 4.0, 3.01)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:53.789185,"(2.7, 4.0, 3.01)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:55.121380,"(2.7, 4.0, 3.01)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:56.421257,"(2.7, 4.0, 3.01)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
10-01-2023 20:40:57.755626,"(2.7, 4.0, 3.01)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 6.2, 3.79375)","(71.0, 570.0, 257.5)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 11.733333333333334)","(5.0, 8.8, 7.36)"
