,Zenani,Bronze Mile,Fascinate Model,Lakota,Apache Teepee,Send It Tiger,Ready To Wiggle,Banebridge
10-01-2023 20:35:50.316513,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:35:51.488368,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:35:53.028441,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:35:54.230010,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:35:55.333998,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:35:56.572769,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:35:57.936305,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:35:59.220093,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:00.370176,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:01.525206,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:02.703508,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:03.834318,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:05.130330,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:06.613531,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:08.113620,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:09.841784,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:11.624082,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:13.073085,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:14.546970,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:15.735543,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:16.905166,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:18.052255,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:19.217192,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:20.409213,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:21.692812,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:23.270719,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:24.532183,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:25.903234,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:27.236488,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:28.523383,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:29.845658,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:30.984168,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:32.197388,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:33.318951,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:34.461234,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 5.888888888888888)","(7.5, 16.5, 8.3625)","(5.0, 12.5, 5.863636363636363)"
10-01-2023 20:36:35.517520,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 8.2, 6.43125)","(7.5, 16.5, 9.466666666666667)","(5.0, 12.5, 5.92)"
10-01-2023 20:36:36.622351,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 71.51724137931035)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:37.809704,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:39.021207,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:40.280074,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:41.468862,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:42.877561,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:44.051255,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:45.163734,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:46.263289,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:47.366748,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:48.710499,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:49.928306,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:51.226259,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:52.373914,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:53.383757,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:54.459518,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:55.561519,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:56.695033,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:57.762327,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:36:58.998671,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:00.233672,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:01.475577,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:02.599188,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:03.702340,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:04.934278,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:06.050840,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:07.142836,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:08.234241,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:09.456609,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:10.681687,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:11.840638,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:12.942521,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:14.024045,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:15.196549,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:16.382053,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:17.551701,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:18.572492,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:19.705656,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:20.855227,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:22.034937,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:23.099201,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:24.208206,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:25.374490,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:26.471277,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:27.559578,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:28.643765,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:29.707101,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:30.860224,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:31.986298,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
10-01-2023 20:37:33.039661,"(2.7, 4.5, 3.01875)","(41.0, 340.0, 190.0)","(21.0, 90.0, 42.0)","(3.3, 5.0, 3.6222222222222222)","(71.0, 570.0, 506.875)","(4.4, 7.4, 5.733333333333333)","(7.5, 14.0, 9.466666666666667)","(5.0, 8.8, 7.36)"
