,Melinke,Dissmagic,Drink Then Kiss,Fine Things,Rocknrollprincess,Cato Lake,Coldenkim,Piwhane,Warringah Storm,Lone Raider
04-01-2023 13:58:39.468977,"(3.0, 4.3, 4.279999999999999)","(5.5, 7.0, 6.466666666666667)","(5.5, 7.4, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:40.674793,"(3.0, 4.4, 4.37)","(5.5, 7.0, 6.75)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:41.969582,"(3.0, 4.4, 4.37)","(5.5, 7.0, 6.666666666666667)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:43.388703,"(3.0, 4.4, 4.37)","(5.5, 7.0, 6.666666666666667)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:44.858054,"(3.0, 4.4, 4.37)","(5.5, 7.0, 6.666666666666667)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:46.202295,"(3.0, 4.4, 4.37)","(5.5, 7.0, 6.666666666666667)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:47.497611,"(3.0, 4.4, 4.37)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:48.684421,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:49.819155,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:50.976084,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:52.263132,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:53.549189,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:54.800292,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:56.078069,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:57.361381,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 236.66666666666669)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 216.66666666666666)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 266.6666666666667)","(51.0, 280.0, 140.0)"
04-01-2023 13:58:58.671990,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 390.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 330.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 480.0, 263.3333333333333)","(51.0, 280.0, 136.66666666666669)"
04-01-2023 13:58:59.931079,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 270.0, 136.66666666666669)"
04-01-2023 13:59:01.300399,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 270.0, 136.66666666666669)"
04-01-2023 13:59:02.467535,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 270.0, 136.66666666666669)"
04-01-2023 13:59:03.687115,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 270.0, 136.66666666666669)"
04-01-2023 13:59:04.963840,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 270.0, 136.66666666666669)"
04-01-2023 13:59:06.262284,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 270.0, 136.66666666666669)"
04-01-2023 13:59:07.496766,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 270.0, 133.33333333333334)"
04-01-2023 13:59:08.769827,"(3.0, 4.4, 4.389655172413794)","(5.5, 7.0, 6.857142857142857)","(5.5, 7.6, 7.3999999999999995)","(11.0, 20.0, 16.875)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.871428571428571)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 13:59:10.090700,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.733333333333333)","(5.5, 7.6, 7.352941176470589)","(11.0, 20.0, 16.666666666666668)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.785714285714286)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 13:59:11.413503,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.733333333333333)","(5.5, 7.4, 7.352941176470589)","(11.0, 20.0, 16.666666666666668)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.785714285714286)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 13:59:12.708341,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.733333333333333)","(5.5, 7.4, 7.352941176470589)","(11.0, 20.0, 16.666666666666668)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.785714285714286)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 13:59:13.953506,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.733333333333333)","(5.5, 7.4, 7.352941176470589)","(11.0, 20.0, 16.666666666666668)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.785714285714286)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 13:59:15.233476,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.733333333333333)","(5.5, 7.4, 7.352941176470589)","(11.0, 20.0, 16.666666666666668)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.785714285714286)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 13:59:16.430824,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.733333333333333)","(5.5, 7.4, 7.352941176470589)","(11.0, 20.0, 16.666666666666668)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.785714285714286)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 13:59:17.628847,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.733333333333333)","(5.5, 7.4, 7.352941176470589)","(11.0, 20.0, 16.666666666666668)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.785714285714286)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 13:59:18.831825,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.733333333333333)","(5.5, 7.4, 7.352941176470589)","(11.0, 20.0, 16.666666666666668)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.785714285714286)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 13:59:19.979527,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.5)","(5.5, 7.4, 7.352941176470589)","(11.0, 20.0, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.785714285714286)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 13:59:21.207944,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.5)","(5.5, 7.4, 7.352941176470589)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.785714285714286)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 13:59:22.445725,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.5)","(5.5, 7.4, 7.352941176470589)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.785714285714286)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 13:59:23.741867,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.5)","(5.5, 7.4, 7.352941176470589)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.785714285714286)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 13:59:25.043515,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.5)","(5.5, 7.4, 7.352941176470589)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.785714285714286)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 133.33333333333334)"
04-01-2023 13:59:26.364169,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.742857142857143)","(5.5, 7.4, 7.352941176470589)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.775)","(101.0, 470.0, 263.3333333333333)","(51.0, 260.0, 150.0)"
04-01-2023 13:59:27.647493,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.742857142857143)","(5.5, 7.4, 7.352941176470589)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.775)","(101.0, 470.0, 263.3333333333333)","(51.0, 310.0, 150.0)"
04-01-2023 13:59:28.893126,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.742857142857143)","(5.5, 7.4, 7.352941176470589)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.775)","(101.0, 470.0, 263.3333333333333)","(51.0, 310.0, 150.0)"
04-01-2023 13:59:30.094937,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.742857142857143)","(5.5, 7.4, 7.352941176470589)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.775)","(101.0, 470.0, 263.3333333333333)","(51.0, 310.0, 150.0)"
04-01-2023 13:59:31.291827,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.742857142857143)","(5.5, 7.4, 7.352941176470589)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.775)","(101.0, 470.0, 263.3333333333333)","(51.0, 310.0, 150.0)"
04-01-2023 13:59:32.480881,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.742857142857143)","(5.5, 7.4, 7.352941176470589)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.775)","(101.0, 470.0, 263.3333333333333)","(51.0, 310.0, 150.0)"
04-01-2023 13:59:33.674965,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.742857142857143)","(5.5, 7.4, 7.352941176470589)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.321052631578947)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.775)","(101.0, 470.0, 263.3333333333333)","(51.0, 310.0, 150.0)"
04-01-2023 13:59:34.867682,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.742857142857143)","(5.5, 7.4, 7.352941176470589)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.307692307692308)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.1, 4.79)","(101.0, 470.0, 263.3333333333333)","(51.0, 310.0, 146.66666666666669)"
04-01-2023 13:59:36.112189,"(3.0, 4.3, 4.280645161290322)","(5.5, 7.0, 6.614285714285715)","(5.5, 7.2, 7.133333333333334)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.307692307692308)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.0, 4.79)","(101.0, 470.0, 263.3333333333333)","(51.0, 300.0, 146.66666666666669)"
04-01-2023 13:59:37.397018,"(3.0, 4.3, 4.280645161290322)","(5.5, 7.0, 6.614285714285715)","(5.5, 7.2, 7.12)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.307692307692308)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.0, 4.79)","(101.0, 470.0, 263.3333333333333)","(51.0, 300.0, 146.66666666666669)"
04-01-2023 13:59:38.665004,"(3.0, 4.3, 4.280645161290322)","(5.5, 7.0, 6.614285714285715)","(5.5, 7.2, 7.12)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.307692307692308)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.0, 4.79)","(101.0, 470.0, 263.3333333333333)","(51.0, 300.0, 146.66666666666669)"
04-01-2023 13:59:39.981128,"(3.0, 4.3, 4.280645161290322)","(5.5, 7.0, 6.614285714285715)","(5.5, 7.2, 7.12)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.307692307692308)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.0, 4.79)","(101.0, 470.0, 263.3333333333333)","(51.0, 300.0, 146.66666666666669)"
04-01-2023 13:59:41.231231,"(3.0, 4.3, 4.280645161290322)","(5.5, 7.0, 6.614285714285715)","(5.5, 7.2, 7.12)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.307692307692308)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.0, 4.79)","(101.0, 470.0, 263.3333333333333)","(51.0, 300.0, 146.66666666666669)"
04-01-2023 13:59:42.443997,"(3.0, 4.3, 4.280645161290322)","(5.5, 7.0, 6.614285714285715)","(5.5, 7.2, 7.12)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.307692307692308)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.0, 4.79)","(101.0, 470.0, 263.3333333333333)","(51.0, 300.0, 146.66666666666669)"
04-01-2023 13:59:43.664773,"(3.0, 4.3, 4.280645161290322)","(5.5, 7.0, 6.614285714285715)","(5.5, 7.2, 7.12)","(11.0, 19.5, 16.35)","(101.0, 380.0, 233.33333333333331)","(4.8, 7.4, 7.307692307692308)","(101.0, 320.0, 213.33333333333334)","(4.2, 5.0, 4.79)","(101.0, 470.0, 263.3333333333333)","(51.0, 300.0, 146.66666666666669)"
04-01-2023 13:59:44.823363,"(3.0, 4.3, 4.280645161290322)","(5.5, 7.0, 6.614285714285715)","(5.5, 7.2, 7.12)","(11.0, 19.5, 16.35)","(101.0, 370.0, 230.0)","(4.8, 7.4, 7.307692307692308)","(101.0, 310.0, 210.0)","(4.2, 5.0, 4.79)","(101.0, 460.0, 260.0)","(51.0, 290.0, 143.33333333333331)"
04-01-2023 13:59:46.049575,"(3.0, 4.3, 4.280645161290322)","(5.5, 7.0, 6.614285714285715)","(5.5, 7.2, 7.12)","(11.0, 19.5, 16.35)","(101.0, 370.0, 230.0)","(4.8, 7.4, 7.307692307692308)","(101.0, 310.0, 210.0)","(4.2, 5.0, 4.79)","(101.0, 460.0, 260.0)","(51.0, 290.0, 143.33333333333331)"
04-01-2023 13:59:47.291727,"(3.0, 4.3, 4.280645161290322)","(5.5, 7.0, 6.614285714285715)","(5.5, 7.2, 7.12)","(11.0, 19.5, 16.35)","(101.0, 370.0, 230.0)","(4.8, 7.4, 7.307692307692308)","(101.0, 310.0, 210.0)","(4.2, 5.0, 4.79)","(101.0, 460.0, 260.0)","(51.0, 290.0, 143.33333333333331)"
04-01-2023 13:59:48.501017,"(3.0, 4.3, 4.280645161290322)","(5.5, 7.0, 6.614285714285715)","(5.5, 7.2, 7.342857142857143)","(11.0, 19.5, 16.35)","(101.0, 370.0, 230.0)","(4.8, 7.4, 7.357746478873239)","(101.0, 310.0, 210.0)","(4.2, 5.0, 4.775)","(101.0, 460.0, 260.0)","(51.0, 290.0, 143.33333333333331)"
04-01-2023 13:59:49.716549,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.6869565217391305)","(5.5, 7.4, 7.342857142857143)","(11.0, 19.5, 16.35)","(101.0, 370.0, 230.0)","(4.8, 7.4, 7.357746478873239)","(101.0, 310.0, 210.0)","(4.2, 5.1, 4.775)","(101.0, 460.0, 260.0)","(51.0, 290.0, 143.33333333333331)"
04-01-2023 13:59:50.907773,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.6869565217391305)","(5.5, 7.4, 7.342857142857143)","(11.0, 19.5, 16.35)","(101.0, 370.0, 230.0)","(4.8, 7.4, 7.357746478873239)","(101.0, 310.0, 210.0)","(4.2, 5.1, 4.775)","(101.0, 460.0, 260.0)","(51.0, 290.0, 143.33333333333331)"
04-01-2023 13:59:52.118460,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.6869565217391305)","(5.5, 7.4, 7.342857142857143)","(11.0, 19.5, 16.35)","(101.0, 370.0, 230.0)","(4.8, 7.4, 7.357746478873239)","(101.0, 310.0, 210.0)","(4.2, 5.1, 4.775)","(101.0, 460.0, 260.0)","(51.0, 290.0, 143.33333333333331)"
04-01-2023 13:59:53.412687,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.6869565217391305)","(5.5, 7.4, 7.342857142857143)","(11.0, 19.5, 16.35)","(101.0, 370.0, 226.66666666666669)","(4.8, 7.4, 7.357746478873239)","(101.0, 310.0, 206.66666666666666)","(4.2, 5.1, 4.775)","(101.0, 460.0, 256.6666666666667)","(51.0, 290.0, 143.33333333333331)"
04-01-2023 13:59:54.773291,"(3.0, 4.4, 4.370967741935484)","(5.5, 7.0, 6.9)","(5.5, 7.4, 7.12)","(11.0, 19.5, 16.35)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.114285714285715)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.1, 4.85)","(101.0, 450.0, 256.6666666666667)","(51.0, 290.0, 143.33333333333331)"
04-01-2023 13:59:56.077983,"(3.0, 4.4, 4.362500000000001)","(5.5, 6.8, 6.725)","(5.5, 7.2, 7.12)","(11.0, 19.5, 16.35)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.114285714285715)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.0, 4.85)","(101.0, 450.0, 256.6666666666667)","(51.0, 290.0, 143.33333333333331)"
04-01-2023 13:59:57.313725,"(3.0, 4.4, 4.362500000000001)","(5.5, 6.8, 6.725)","(5.5, 7.2, 6.7405405405405405)","(11.0, 19.5, 16.35)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.114285714285715)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.0, 4.85)","(101.0, 450.0, 256.6666666666667)","(51.0, 290.0, 143.33333333333331)"
04-01-2023 13:59:58.547269,"(3.0, 4.4, 4.362500000000001)","(5.5, 6.8, 6.725)","(5.5, 7.0, 6.7405405405405405)","(11.0, 19.5, 16.35)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.114285714285715)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.0, 4.85)","(101.0, 450.0, 256.6666666666667)","(51.0, 290.0, 143.33333333333331)"
04-01-2023 13:59:59.749284,"(3.0, 4.4, 4.362500000000001)","(5.5, 6.8, 6.725)","(5.5, 7.0, 6.7405405405405405)","(11.0, 19.5, 16.35)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.114285714285715)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.0, 4.85)","(101.0, 450.0, 256.6666666666667)","(51.0, 290.0, 143.33333333333331)"
04-01-2023 14:00:00.953312,"(3.0, 4.4, 4.362500000000001)","(5.5, 6.8, 6.725)","(5.5, 7.0, 6.7405405405405405)","(11.0, 19.5, 16.35)","(101.0, 360.0, 226.66666666666669)","(4.8, 7.4, 7.114285714285715)","(101.0, 300.0, 206.66666666666666)","(4.2, 5.0, 4.85)","(101.0, 450.0, 256.6666666666667)","(51.0, 290.0, 140.0)"
