,Sweet Kathlene,Just A Jester,Confer,Daintree Lad,All To Mac,Sweaty Hand,Big City Nights
07-01-2023 09:25:16.305752,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:17.277325,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:18.209303,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:19.128716,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:20.068975,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:21.014369,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:22.011825,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:23.036348,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:24.009260,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:25.004964,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:25.901989,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:26.822567,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:27.797240,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:28.755840,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:29.680567,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:30.597013,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:31.494864,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:32.498067,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:33.480050,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:34.492046,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:35.459884,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:36.368041,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:37.335672,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:38.342384,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:39.309593,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:40.295589,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:41.188599,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.184615384615384)"
07-01-2023 09:25:42.187541,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.228571428571428)"
07-01-2023 09:25:43.188462,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 15.222222222222221)"
07-01-2023 09:25:44.258221,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 15.222222222222221)"
07-01-2023 09:25:45.299060,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:46.300355,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:47.282081,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 8.189473684210526)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:48.238646,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:49.210559,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:50.224591,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:51.239601,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:52.183856,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:53.100045,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:54.063443,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:55.089496,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:56.089820,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:57.079983,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:58.030776,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:59.025536,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:25:59.986175,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:01.013678,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:02.030561,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:02.977357,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:03.894050,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:04.863478,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:05.865905,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:06.845736,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:07.863257,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:08.834127,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:09.812377,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:10.824772,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:11.831585,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:12.834157,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:13.780870,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:14.695045,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 14.6)"
07-01-2023 09:26:15.680713,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 15.4)"
07-01-2023 09:26:16.668023,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:17.658180,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:18.642620,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:19.618520,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:20.623545,"(3.0, 4.3, 3.409259259259259)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:21.606375,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:22.646841,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:23.664211,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:24.611399,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:25.510527,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:26.490068,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:27.475114,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:28.503278,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:29.493689,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:30.412108,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:31.410767,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:32.408729,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:33.434967,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:34.424077,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:35.347820,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:36.280911,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:37.239205,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:38.215719,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:39.245827,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:40.190129,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:41.168397,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:42.166764,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:43.365365,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
07-01-2023 09:26:44.595749,"(3.0, 4.3, 3.2543478260869563)","(5.5, 9.6, 8.962962962962962)","(4.4, 8.0, 6.875)","(5.0, 9.4, 7.948387096774194)","(51.0, 410.0, 101.66666666666666)","(5.5, 9.2, 7.628571428571428)","(5.5, 21.0, 17.123076923076923)"
