,Blue Bloodz,Sabotage,Shesfeelinspecial,Reds Star Deal,Charlie My Boy,Mister Galvinator,Certainlycallitin,Heavenly Sea
11-01-2023 19:39:55.112071,"(1.5, 1.91, 1.8477777777777777)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.9, 4.4625)","(101.0, 210.0, 163.33333333333334)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:39:56.292944,"(1.5, 1.91, 1.8477777777777777)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.9, 4.4625)","(101.0, 210.0, 163.33333333333334)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:39:57.445976,"(1.5, 1.91, 1.8477777777777777)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.9, 4.4625)","(101.0, 210.0, 163.33333333333334)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:39:58.598602,"(1.5, 1.91, 1.8477777777777777)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.9, 4.4625)","(101.0, 210.0, 182.0)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:39:59.720710,"(1.5, 1.91, 1.8477777777777777)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.9, 4.550000000000001)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:00.889569,"(1.5, 1.91, 1.8477777777777777)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:02.002012,"(1.5, 1.91, 1.8477777777777777)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:03.104347,"(1.5, 1.91, 1.8477777777777777)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:04.191608,"(1.5, 1.91, 1.8477777777777777)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:05.266467,"(1.5, 1.91, 1.8477777777777777)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:06.365990,"(1.5, 1.91, 1.8477777777777777)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:07.444667,"(1.5, 1.91, 1.8477777777777777)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:08.539024,"(1.5, 1.91, 1.8477777777777777)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:09.664219,"(1.5, 1.91, 1.8204)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:10.775615,"(1.5, 1.91, 1.8477777777777777)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:11.877573,"(1.5, 1.9, 1.8416666666666666)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:12.973417,"(1.5, 1.89, 1.8355555555555556)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:14.008677,"(1.5, 1.89, 1.8233333333333333)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:15.027878,"(1.5, 1.88, 1.8279999999999998)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:16.175657,"(1.5, 1.88, 1.8279999999999998)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:17.259790,"(1.5, 1.88, 1.8279999999999998)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:18.365234,"(1.5, 1.88, 1.8279999999999998)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:19.519554,"(1.5, 1.88, 1.8279999999999998)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 173.33333333333334)"
11-01-2023 19:40:20.615687,"(1.5, 1.88, 1.818095238095238)","(6.5, 11.0, 9.95)","(51.0, 95.0, 90.625)","(3.2, 4.8, 4.5)","(101.0, 210.0, 196.66666666666669)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 145.35714285714286)"
11-01-2023 19:40:21.657976,"(1.5, 1.88, 1.818095238095238)","(6.5, 11.0, 9.32)","(51.0, 95.0, 88.0)","(3.2, 4.8, 4.5)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 9.8)","(51.0, 110.0, 85.0)","(71.0, 190.0, 159.0909090909091)"
11-01-2023 19:40:22.707504,"(1.5, 1.88, 1.818095238095238)","(6.5, 11.0, 9.32)","(51.0, 95.0, 86.0)","(3.2, 4.8, 4.542857142857143)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 85.0)","(71.0, 180.0, 150.9090909090909)"
11-01-2023 19:40:23.764903,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 95.0, 86.0)","(3.2, 4.8, 4.542857142857143)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 85.0)","(71.0, 170.0, 150.9090909090909)"
11-01-2023 19:40:24.844796,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 95.0, 86.0)","(3.2, 4.8, 4.542857142857143)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 9.45)","(51.0, 110.0, 85.0)","(71.0, 170.0, 150.9090909090909)"
11-01-2023 19:40:26.008773,"(1.5, 1.87, 1.7783333333333333)","(6.5, 11.0, 9.32)","(51.0, 95.0, 85.2)","(3.2, 4.8, 4.542857142857143)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 9.45)","(51.0, 110.0, 85.0)","(71.0, 170.0, 150.9090909090909)"
11-01-2023 19:40:27.106847,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 95.0, 85.2)","(3.2, 4.8, 4.542857142857143)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 85.0)","(71.0, 170.0, 150.9090909090909)"
11-01-2023 19:40:28.314579,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 95.0, 85.2)","(3.2, 4.8, 4.542857142857143)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 85.0)","(71.0, 170.0, 150.9090909090909)"
11-01-2023 19:40:29.503519,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 95.0, 85.2)","(3.2, 4.8, 4.542857142857143)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 98.0)","(71.0, 170.0, 150.9090909090909)"
11-01-2023 19:40:30.726421,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 95.0, 56.5)","(3.2, 4.8, 4.760000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 9.45)","(51.0, 110.0, 82.5)","(71.0, 170.0, 150.9090909090909)"
11-01-2023 19:40:31.980675,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 60.0, 58.25)","(3.2, 4.9, 4.760000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 82.5)","(71.0, 170.0, 150.9090909090909)"
11-01-2023 19:40:33.195028,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 60.0, 74.58333333333333)","(3.2, 4.9, 4.760000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 82.5)","(71.0, 170.0, 150.9090909090909)"
11-01-2023 19:40:34.347459,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 95.0, 74.58333333333333)","(3.2, 4.9, 4.8125)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 82.5)","(71.0, 170.0, 128.0)"
11-01-2023 19:40:35.481337,"(1.5, 1.87, 1.7783333333333333)","(6.5, 11.0, 9.32)","(51.0, 95.0, 74.58333333333333)","(3.2, 4.9, 4.8125)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 9.45)","(51.0, 110.0, 82.5)","(71.0, 170.0, 128.0)"
11-01-2023 19:40:36.548870,"(1.5, 1.87, 1.7783333333333333)","(6.5, 11.0, 9.32)","(51.0, 90.0, 80.22222222222223)","(3.2, 4.9, 4.8125)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 82.5)","(71.0, 170.0, 128.0)"
11-01-2023 19:40:37.712234,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 90.0, 69.6923076923077)","(3.2, 4.9, 4.8125)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 82.5)","(71.0, 170.0, 128.0)"
11-01-2023 19:40:38.785131,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 90.0, 69.6923076923077)","(3.2, 4.9, 4.8125)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 82.5)","(71.0, 170.0, 128.0)"
11-01-2023 19:40:39.884684,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 90.0, 69.6923076923077)","(3.2, 4.9, 4.8125)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 82.5)","(71.0, 170.0, 128.0)"
11-01-2023 19:40:41.039961,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 90.0, 69.6923076923077)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 82.5)","(71.0, 170.0, 142.72727272727275)"
11-01-2023 19:40:42.157972,"(1.5, 1.87, 1.7783333333333333)","(6.5, 11.0, 9.32)","(51.0, 90.0, 69.6923076923077)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 9.45)","(51.0, 110.0, 82.5)","(71.0, 160.0, 142.72727272727275)"
11-01-2023 19:40:43.302766,"(1.5, 1.87, 1.7783333333333333)","(6.5, 11.0, 9.32)","(51.0, 90.0, 67.0909090909091)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 82.5)","(71.0, 160.0, 134.54545454545456)"
11-01-2023 19:40:44.399191,"(1.5, 1.87, 1.8276923076923077)","(6.5, 11.0, 9.32)","(51.0, 90.0, 63.333333333333336)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:40:45.524342,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:40:46.653124,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2375)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:40:47.760118,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:40:48.892908,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.228571428571428)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:40:50.086944,"(1.5, 1.87, 1.815)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.228571428571428)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:40:51.235043,"(1.5, 1.86, 1.8266666666666667)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 9.35)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:40:52.405278,"(1.5, 1.86, 1.81)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2125)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:40:53.574877,"(1.5, 1.86, 1.8266666666666667)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2125)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:40:54.699490,"(1.5, 1.86, 1.8266666666666667)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2125)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:40:55.712952,"(1.5, 1.86, 1.8266666666666667)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2125)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:40:56.712574,"(1.5, 1.86, 1.8266666666666667)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2125)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:40:57.713896,"(1.5, 1.86, 1.8266666666666667)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 9.35)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:40:58.840849,"(1.5, 1.86, 1.8266666666666667)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2125)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:40:59.983771,"(1.5, 1.86, 1.8266666666666667)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:41:01.139638,"(1.5, 1.86, 1.8266666666666667)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.228571428571428)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:41:02.299766,"(1.5, 1.86, 1.8266666666666667)","(6.5, 11.0, 9.32)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2125)","(51.0, 110.0, 82.5)","(71.0, 150.0, 134.54545454545456)"
11-01-2023 19:41:03.526958,"(1.5, 1.86, 1.8266666666666667)","(6.5, 11.0, 9.733333333333333)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.228571428571428)","(51.0, 110.0, 82.5)","(71.0, 150.0, 123.84615384615384)"
11-01-2023 19:41:04.739983,"(1.5, 1.86, 1.8266666666666667)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 76.25)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.228571428571428)","(51.0, 110.0, 82.5)","(71.0, 150.0, 123.84615384615384)"
11-01-2023 19:41:05.949366,"(1.5, 1.86, 1.8266666666666667)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 66.0)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 82.5)","(71.0, 150.0, 86.0)"
11-01-2023 19:41:07.086298,"(1.5, 1.86, 1.8292307692307692)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 97.5)","(71.0, 150.0, 96.66666666666667)"
11-01-2023 19:41:08.167524,"(1.5, 1.86, 1.8292307692307692)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.833333333333334)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 97.5)","(71.0, 150.0, 105.55555555555556)"
11-01-2023 19:41:09.306100,"(1.5, 1.86, 1.8292307692307692)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 97.5)","(71.0, 150.0, 105.55555555555556)"
11-01-2023 19:41:10.398560,"(1.5, 1.86, 1.8292307692307692)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 97.5)","(71.0, 150.0, 105.55555555555556)"
11-01-2023 19:41:11.903018,"(1.5, 1.86, 1.8292307692307692)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 97.5)","(71.0, 150.0, 105.55555555555556)"
11-01-2023 19:41:13.191143,"(1.5, 1.86, 1.8292307692307692)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 97.5)","(71.0, 150.0, 105.55555555555556)"
11-01-2023 19:41:14.394540,"(1.5, 1.86, 1.8292307692307692)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 97.5)","(71.0, 150.0, 105.55555555555556)"
11-01-2023 19:41:15.678225,"(1.5, 1.86, 1.8292307692307692)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 91.66666666666666)","(71.0, 150.0, 136.66666666666669)"
11-01-2023 19:41:16.843495,"(1.5, 1.86, 1.8162500000000001)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 91.66666666666666)","(71.0, 170.0, 130.0)"
11-01-2023 19:41:17.968893,"(1.5, 1.86, 1.8162500000000001)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 91.66666666666666)","(71.0, 160.0, 130.0)"
11-01-2023 19:41:19.274398,"(1.5, 1.86, 1.8162500000000001)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 91.66666666666666)","(71.0, 160.0, 130.0)"
11-01-2023 19:41:20.528101,"(1.5, 1.86, 1.8162500000000001)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 91.66666666666666)","(71.0, 160.0, 130.0)"
11-01-2023 19:41:21.617798,"(1.5, 1.86, 1.8162500000000001)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 91.66666666666666)","(71.0, 160.0, 130.0)"
11-01-2023 19:41:22.700371,"(1.5, 1.86, 1.8162500000000001)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 91.66666666666666)","(71.0, 160.0, 130.0)"
11-01-2023 19:41:23.791442,"(1.5, 1.86, 1.8162500000000001)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 91.66666666666666)","(71.0, 160.0, 134.0)"
11-01-2023 19:41:24.866845,"(1.5, 1.86, 1.8162500000000001)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 91.66666666666666)","(71.0, 150.0, 134.0)"
11-01-2023 19:41:26.031413,"(1.5, 1.86, 1.8162500000000001)","(6.5, 10.5, 9.733333333333333)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 91.66666666666666)","(71.0, 150.0, 134.0)"
11-01-2023 19:41:27.181413,"(1.5, 1.86, 1.8162500000000001)","(6.5, 11.5, 10.4)","(51.0, 80.0, 69.28571428571428)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 91.66666666666666)","(71.0, 150.0, 116.66666666666666)"
11-01-2023 19:41:28.319631,"(1.5, 1.86, 1.8162500000000001)","(6.5, 11.0, 10.066666666666666)","(51.0, 80.0, 72.10526315789474)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 91.66666666666666)","(71.0, 140.0, 116.66666666666666)"
11-01-2023 19:41:29.572067,"(1.5, 1.86, 1.8162500000000001)","(6.5, 11.0, 9.0)","(51.0, 80.0, 64.375)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 91.66666666666666)","(71.0, 140.0, 116.66666666666666)"
11-01-2023 19:41:30.728204,"(1.5, 1.86, 1.8162500000000001)","(6.5, 11.0, 9.0)","(51.0, 80.0, 73.42105263157895)","(3.2, 4.9, 4.800000000000001)","(101.0, 210.0, 186.66666666666666)","(8.0, 10.5, 10.2625)","(51.0, 110.0, 91.66666666666666)","(71.0, 140.0, 116.66666666666666)"
