,Beach Magic,Animado,The General Nz,Woodlea Diego Nz,Rollyarrrz Nz,Katacha Man,Jaccka Wally Nz,The Irish Eagle,Prince Joy,Blackjack Bart
07-01-2023 19:46:09.255242,"(9.0, 11.5, 11.131578947368421)","(1.45, 1.65, 1.6309615384615384)","(16.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 49.22222222222222)","(31.0, 99999, 99990)","(17.0, 25.0, 22.807692307692307)","(8.5, 12.5, 12.021739130434783)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:10.486194,"(9.0, 11.5, 11.125)","(1.45, 1.65, 1.6225)","(16.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 49.85714285714286)","(31.0, 99999, 99990)","(17.0, 25.0, 22.807692307692307)","(8.5, 12.5, 12.107142857142858)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:11.683448,"(9.0, 11.5, 11.086206896551724)","(1.45, 1.65, 1.6225)","(16.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 49.85714285714286)","(31.0, 99999, 99990)","(17.0, 25.0, 22.807692307692307)","(8.5, 12.5, 12.107142857142858)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:12.878107,"(9.0, 11.5, 11.086206896551724)","(1.45, 1.65, 1.6217142857142859)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 49.85714285714286)","(31.0, 99999, 99990)","(17.0, 25.0, 23.19047619047619)","(8.5, 12.5, 12.107142857142858)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:14.088472,"(9.0, 11.5, 11.129032258064516)","(1.45, 1.65, 1.6373846153846152)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 44.6)","(31.0, 99999, 99990)","(17.0, 25.0, 23.19047619047619)","(8.5, 12.5, 12.041666666666666)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:15.334090,"(9.0, 11.5, 11.089285714285714)","(1.45, 1.65, 1.6373846153846152)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 44.6)","(31.0, 99999, 99990)","(17.0, 25.0, 23.19047619047619)","(8.5, 12.5, 12.107142857142858)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:16.551356,"(9.0, 11.5, 11.089285714285714)","(1.45, 1.65, 1.6376190476190475)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 44.6)","(31.0, 99999, 99990)","(17.0, 25.0, 23.416666666666668)","(8.5, 12.5, 12.26595744680851)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:17.759917,"(9.0, 11.5, 11.089285714285714)","(1.45, 1.64, 1.6273170731707318)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 44.6)","(31.0, 99999, 99990)","(17.0, 25.0, 23.48)","(8.5, 12.5, 12.195652173913043)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:19.015107,"(9.0, 11.5, 11.129032258064516)","(1.45, 1.64, 1.6273170731707318)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 44.6)","(31.0, 99999, 99990)","(17.0, 25.0, 23.48)","(8.5, 12.5, 12.195652173913043)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:20.270997,"(9.0, 11.5, 11.129032258064516)","(1.45, 1.64, 1.6387096774193548)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 44.6)","(31.0, 99999, 99990)","(17.0, 25.0, 23.48)","(8.5, 12.5, 12.11111111111111)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:21.577676,"(9.0, 11.5, 11.129032258064516)","(1.45, 1.64, 1.6427419354838708)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 44.6)","(31.0, 99999, 99990)","(17.0, 25.0, 23.48)","(8.5, 12.5, 12.033333333333333)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:22.875397,"(9.0, 11.5, 11.080645161290322)","(1.45, 1.65, 1.6427419354838708)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 44.6)","(31.0, 99999, 99990)","(17.0, 25.0, 23.48)","(8.5, 12.5, 12.11111111111111)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:24.203096,"(9.0, 11.5, 11.129032258064516)","(1.45, 1.65, 1.6190909090909091)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 44.6)","(31.0, 99999, 99990)","(17.0, 25.0, 23.48)","(8.5, 12.5, 12.15)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:25.515528,"(9.0, 11.5, 11.129032258064516)","(1.45, 1.65, 1.6215384615384616)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 44.6)","(31.0, 99999, 99990)","(17.0, 25.0, 23.48)","(8.5, 12.5, 12.11111111111111)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:26.792909,"(9.0, 11.5, 11.129032258064516)","(1.45, 1.64, 1.6247945205479453)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 44.6)","(31.0, 99999, 99990)","(17.0, 25.0, 23.48)","(8.5, 12.5, 12.11111111111111)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:28.137248,"(9.0, 11.0, 10.83984375)","(1.45, 1.64, 1.6247945205479453)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 44.6)","(31.0, 99999, 99990)","(18.0, 25.0, 23.48)","(8.5, 12.5, 12.15)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:29.361644,"(9.0, 11.0, 10.831967213114755)","(1.45, 1.64, 1.6255844155844157)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 44.6)","(31.0, 99999, 99990)","(18.0, 25.0, 23.48)","(8.5, 12.5, 12.346153846153847)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:30.636181,"(9.0, 11.0, 10.325)","(1.45, 1.64, 1.6384210526315788)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 44.6)","(31.0, 99999, 99990)","(18.0, 25.0, 23.48)","(8.5, 13.0, 12.678571428571429)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:31.846246,"(9.0, 11.0, 10.363636363636363)","(1.45, 1.64, 1.6125)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 46.333333333333336)","(31.0, 99999, 99990)","(18.0, 25.0, 23.545454545454547)","(8.5, 13.0, 13.014705882352942)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:33.046641,"(9.0, 11.0, 10.666666666666666)","(1.45, 1.65, 1.6218750000000002)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 46.333333333333336)","(31.0, 99999, 99990)","(18.0, 25.0, 23.64)","(8.5, 13.5, 13.041666666666666)","(41.0, 70.0, 66.66666666666667)"
07-01-2023 19:46:34.252238,"(9.0, 11.0, 10.775862068965518)","(1.45, 1.64, 1.6321739130434783)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 46.333333333333336)","(31.0, 99999, 99990)","(18.0, 25.0, 23.454545454545453)","(8.5, 13.5, 13.041666666666666)","(41.0, 70.0, 66.66666666666667)"
07-01-2023 19:46:35.501013,"(9.0, 11.0, 10.61111111111111)","(1.45, 1.64, 1.6315625)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 46.333333333333336)","(31.0, 99999, 99990)","(18.0, 25.0, 23.692307692307693)","(8.5, 13.5, 13.25)","(41.0, 70.0, 66.66666666666667)"
07-01-2023 19:46:36.691402,"(9.0, 11.0, 10.583333333333334)","(1.45, 1.6, 1.598809523809524)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 46.333333333333336)","(31.0, 99999, 99990)","(18.0, 25.0, 23.692307692307693)","(8.5, 13.5, 13.25)","(41.0, 70.0, 66.66666666666667)"
07-01-2023 19:46:37.839593,"(9.0, 11.0, 10.55952380952381)","(1.45, 1.6, 1.5967567567567569)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 46.333333333333336)","(31.0, 99999, 99990)","(18.0, 25.0, 23.903225806451612)","(8.5, 13.5, 12.9)","(41.0, 70.0, 66.66666666666667)"
07-01-2023 19:46:39.059570,"(9.0, 11.0, 10.525641025641026)","(1.45, 1.6, 1.5935064935064935)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 46.333333333333336)","(31.0, 99999, 99990)","(18.0, 25.0, 23.866666666666667)","(8.5, 13.5, 13.172727272727272)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:40.270607,"(9.0, 11.0, 10.54320987654321)","(1.45, 1.6, 1.5935064935064935)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 46.333333333333336)","(31.0, 99999, 99990)","(18.0, 25.0, 23.866666666666667)","(8.5, 13.5, 13.172727272727272)","(41.0, 70.0, 66.0)"
07-01-2023 19:46:41.486006,"(9.0, 11.0, 10.564705882352941)","(1.45, 1.6, 1.5935064935064935)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 46.333333333333336)","(31.0, 99999, 99990)","(18.0, 25.0, 23.774193548387096)","(8.5, 13.5, 13.14)","(41.0, 70.0, 65.0)"
07-01-2023 19:46:42.761070,"(9.0, 11.0, 10.631578947368421)","(1.45, 1.6, 1.592857142857143)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 59.75)","(31.0, 99999, 99990)","(18.0, 25.0, 23.88235294117647)","(8.5, 13.5, 13.642857142857142)","(41.0, 70.0, 65.0)"
07-01-2023 19:46:44.019265,"(9.0, 11.0, 10.61111111111111)","(1.45, 1.6, 1.5804444444444445)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 65.0, 60.333333333333336)","(31.0, 99999, 99990)","(18.0, 25.0, 23.8125)","(8.5, 14.0, 13.615384615384615)","(41.0, 70.0, 65.0)"
07-01-2023 19:46:45.274340,"(9.0, 11.0, 10.61111111111111)","(1.45, 1.6, 1.5719689119170985)","(17.0, 99999, 99990)","(20.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 65.0, 56.44444444444444)","(31.0, 99999, 99990)","(18.0, 25.0, 23.97142857142857)","(8.5, 14.0, 13.19047619047619)","(41.0, 70.0, 65.0)"
07-01-2023 19:46:46.550429,"(9.0, 11.0, 10.631578947368421)","(1.45, 1.59, 1.5719689119170985)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 60.0, 52.61538461538461)","(31.0, 99999, 99990)","(18.0, 25.0, 23.97142857142857)","(8.5, 14.0, 13.19047619047619)","(41.0, 70.0, 65.0)"
07-01-2023 19:46:47.860665,"(9.0, 11.0, 10.636363636363637)","(1.45, 1.58, 1.5724444444444445)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 60.0, 52.46153846153846)","(31.0, 99999, 99990)","(18.0, 25.0, 23.97142857142857)","(8.5, 14.0, 13.736842105263158)","(41.0, 70.0, 60.0)"
07-01-2023 19:46:49.128138,"(9.0, 11.0, 10.783333333333333)","(1.45, 1.57, 1.560958904109589)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 51.7)","(31.0, 99999, 99990)","(18.0, 25.0, 23.97142857142857)","(8.5, 14.0, 14.875)","(41.0, 70.0, 56.666666666666664)"
07-01-2023 19:46:50.427586,"(9.0, 11.0, 10.82258064516129)","(1.45, 1.56, 1.553068783068783)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 48.25)","(31.0, 99999, 99990)","(18.0, 25.0, 23.56)","(8.5, 15.0, 14.75)","(41.0, 70.0, 56.666666666666664)"
07-01-2023 19:46:51.706877,"(9.0, 11.0, 10.842105263157894)","(1.45, 1.56, 1.5507971014492754)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 51.4)","(31.0, 99999, 99990)","(18.0, 25.0, 23.857142857142858)","(8.5, 15.0, 14.25)","(41.0, 70.0, 56.666666666666664)"
07-01-2023 19:46:52.935511,"(9.0, 11.0, 10.842105263157894)","(1.45, 1.57, 1.5507971014492754)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 55.0, 63.75)","(31.0, 99999, 99990)","(18.0, 25.0, 23.56)","(8.5, 15.0, 14.196428571428571)","(41.0, 70.0, 56.666666666666664)"
07-01-2023 19:46:54.164280,"(9.0, 11.0, 10.681159420289855)","(1.45, 1.59, 1.5823076923076924)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 65.0, 63.75)","(31.0, 99999, 99990)","(18.0, 25.0, 23.56)","(8.5, 15.0, 14.196428571428571)","(41.0, 70.0, 60.0)"
07-01-2023 19:46:55.368468,"(9.0, 11.0, 10.698630136986301)","(1.45, 1.59, 1.5803030303030303)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 65.0, 63.63636363636364)","(31.0, 99999, 99990)","(18.0, 25.0, 23.7)","(8.5, 15.0, 14.447368421052632)","(41.0, 70.0, 62.0)"
07-01-2023 19:46:56.554284,"(9.0, 11.0, 10.698630136986301)","(1.45, 1.59, 1.5897546012269939)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 65.0, 63.63636363636364)","(31.0, 99999, 99990)","(18.0, 24.0, 23.7)","(9.0, 14.5, 14.447368421052632)","(41.0, 70.0, 62.0)"
07-01-2023 19:46:57.791769,"(9.0, 11.0, 10.698630136986301)","(1.45, 1.6, 1.5971891891891892)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 65.0, 63.63636363636364)","(31.0, 99999, 99990)","(18.0, 24.0, 23.666666666666668)","(9.0, 14.5, 14.22)","(41.0, 70.0, 62.0)"
07-01-2023 19:46:59.001596,"(9.0, 11.0, 10.698630136986301)","(1.45, 1.6, 1.598)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 65.0, 63.63636363636364)","(31.0, 99999, 99990)","(18.0, 23.0, 22.25)","(9.0, 14.5, 14.30952380952381)","(41.0, 70.0, 62.0)"
07-01-2023 19:47:00.215272,"(9.0, 11.0, 10.63768115942029)","(1.45, 1.59, 1.5861609907120744)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 65.0, 63.63636363636364)","(31.0, 99999, 99990)","(18.0, 23.0, 22.285714285714285)","(9.0, 14.5, 13.983333333333333)","(41.0, 70.0, 66.66666666666667)"
07-01-2023 19:47:01.385975,"(9.0, 10.5, 10.490196078431373)","(1.45, 1.59, 1.5846446280991737)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 65.0, 69.25)","(31.0, 99999, 99990)","(18.0, 23.0, 22.75)","(9.0, 14.0, 14.185714285714285)","(41.0, 70.0, 68.47826086956522)"
07-01-2023 19:47:02.616941,"(9.0, 11.0, 10.67741935483871)","(1.45, 1.59, 1.588663967611336)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 70.0, 69.25)","(31.0, 99999, 99990)","(18.0, 23.0, 22.75)","(9.0, 14.5, 14.403225806451612)","(41.0, 75.0, 62.5)"
07-01-2023 19:47:03.833604,"(9.0, 11.5, 10.69718309859155)","(1.45, 1.59, 1.5725581395348838)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 70.0, 69.25)","(31.0, 99999, 99990)","(18.0, 24.0, 22.25)","(9.0, 14.5, 14.433333333333334)","(41.0, 75.0, 66.25)"
07-01-2023 19:47:05.017504,"(9.0, 11.0, 10.724137931034482)","(1.45, 1.57, 1.5664102564102564)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 70.0, 69.25)","(31.0, 99999, 99990)","(18.0, 24.0, 22.25)","(9.0, 14.5, 14.433333333333334)","(41.0, 70.0, 69.0)"
07-01-2023 19:47:06.363043,"(9.0, 11.0, 10.724137931034482)","(1.45, 1.57, 1.567605633802817)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 70.0, 69.25)","(31.0, 99999, 99990)","(18.0, 24.0, 23.16)","(9.0, 14.5, 14.433333333333334)","(41.0, 70.0, 60.0)"
07-01-2023 19:47:07.685170,"(9.0, 11.0, 10.724137931034482)","(1.45, 1.57, 1.567605633802817)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 70.0, 69.28571428571429)","(31.0, 99999, 99990)","(18.0, 24.0, 22.727272727272727)","(9.0, 14.5, 14.433333333333334)","(41.0, 70.0, 66.66666666666667)"
07-01-2023 19:47:08.945029,"(9.0, 11.0, 10.782608695652174)","(1.45, 1.57, 1.5672972972972974)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 70.0, 69.28571428571429)","(31.0, 99999, 99990)","(18.0, 24.0, 22.727272727272727)","(9.0, 15.0, 14.089285714285714)","(41.0, 70.0, 66.66666666666667)"
07-01-2023 19:47:10.147311,"(9.0, 11.0, 10.75)","(1.45, 1.57, 1.5672972972972974)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 70.0, 73.88888888888889)","(31.0, 99999, 99990)","(18.0, 24.0, 22.88888888888889)","(9.0, 15.0, 13.875)","(41.0, 70.0, 65.0)"
07-01-2023 19:47:11.433206,"(9.0, 11.0, 10.615384615384615)","(1.45, 1.58, 1.6190428211586902)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 75.0, 73.88888888888889)","(31.0, 99999, 99990)","(18.0, 24.0, 23.142857142857142)","(9.0, 15.0, 14.0)","(41.0, 70.0, 65.0)"
07-01-2023 19:47:12.695306,"(9.0, 11.0, 10.615384615384615)","(1.45, 1.62, 1.621518026565465)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 75.0, 72.89473684210526)","(31.0, 99999, 99990)","(18.0, 24.0, 23.36842105263158)","(9.0, 14.5, 12.56578947368421)","(41.0, 70.0, 60.714285714285715)"
07-01-2023 19:47:13.980264,"(9.0, 10.5, 10.38888888888889)","(1.45, 1.63, 1.5793689320388349)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 75.0, 78.61111111111111)","(31.0, 99999, 99990)","(18.0, 24.0, 24.294117647058822)","(9.0, 13.0, 13.25)","(41.0, 75.0, 53.125)"
07-01-2023 19:47:15.284796,"(9.0, 9.8, 9.613235294117647)","(1.45, 1.62, 1.567741935483871)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 80.0, 70.0)","(31.0, 99999, 99990)","(18.0, 25.0, 23.8)","(9.0, 14.5, 13.914893617021276)","(41.0, 75.0, 58.333333333333336)"
07-01-2023 19:47:16.648992,"(9.0, 11.0, 9.723076923076924)","(1.45, 1.55, 1.5736363636363637)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 80.0, 70.0)","(31.0, 99999, 99990)","(18.0, 25.0, 23.636363636363637)","(9.0, 14.0, 13.84375)","(41.0, 75.0, 62.5)"
07-01-2023 19:47:17.885195,"(9.0, 11.5, 9.3)","(1.45, 1.61, 1.5714285714285714)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 80.0, 71.66666666666667)","(31.0, 99999, 99990)","(18.0, 25.0, 24.333333333333332)","(9.0, 14.5, 11.375)","(41.0, 75.0, 66.47058823529412)"
07-01-2023 19:47:19.157132,"(9.0, 9.4, 10.236363636363636)","(1.45, 1.58, 1.58)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 85.0, 71.66666666666667)","(31.0, 99999, 99990)","(18.0, 26.0, 24.333333333333332)","(9.0, 12.5, 12.241935483870968)","(41.0, 80.0, 67.5)"
07-01-2023 19:47:20.419319,"(9.0, 11.0, 10.236363636363636)","(1.45, 1.6, 1.58)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 85.0, 75.0)","(31.0, 99999, 99990)","(18.0, 26.0, 25.5)","(9.0, 12.5, 11.724137931034482)","(41.0, 80.0, 72.85714285714286)"
07-01-2023 19:47:21.589751,"(9.0, 10.0, 9.703703703703704)","(1.45, 1.58, 1.5747619047619048)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 85.0, 75.0)","(31.0, 99999, 99990)","(18.0, 26.0, 25.5)","(9.0, 12.0, 11.833333333333334)","(41.0, 80.0, 73.33333333333333)"
07-01-2023 19:47:22.759932,"(9.0, 10.0, 9.6375)","(1.45, 1.58, 1.5742105263157895)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 85.0, 75.0)","(31.0, 99999, 99990)","(18.0, 26.0, 25.5)","(9.0, 12.0, 11.833333333333334)","(41.0, 80.0, 73.33333333333333)"
07-01-2023 19:47:23.942890,"(9.0, 10.0, 9.636363636363637)","(1.45, 1.57, 1.5623)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 85.0, 75.0)","(31.0, 99999, 99990)","(18.0, 26.0, 25.5)","(9.0, 12.0, 11.833333333333334)","(41.0, 80.0, 70.0)"
07-01-2023 19:47:25.176343,"(9.0, 10.5, 9.9)","(1.45, 1.57, 1.5623)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 85.0, 75.0)","(31.0, 99999, 99990)","(18.0, 27.0, 26.142857142857142)","(9.0, 12.5, 12.235714285714286)","(41.0, 80.0, 70.0)"
07-01-2023 19:47:26.374163,"(9.0, 10.5, 9.9375)","(1.45, 1.57, 1.5623)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 85.0, 75.0)","(31.0, 99999, 99990)","(18.0, 27.0, 26.142857142857142)","(9.0, 12.5, 12.235714285714286)","(41.0, 80.0, 72.5)"
07-01-2023 19:47:27.587227,"(9.0, 11.0, 9.651851851851852)","(1.45, 1.57, 1.557863247863248)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 85.0, 75.0)","(31.0, 99999, 99990)","(18.0, 27.0, 26.0)","(9.0, 12.5, 12.229508196721312)","(41.0, 80.0, 70.0)"
07-01-2023 19:47:28.809566,"(9.0, 11.0, 9.651851851851852)","(1.45, 1.56, 1.5508695652173914)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 85.0, 75.0)","(31.0, 99999, 99990)","(18.0, 27.0, 26.0)","(9.0, 12.5, 12.229508196721312)","(41.0, 80.0, 70.0)"
07-01-2023 19:47:30.045907,"(9.0, 10.5, 10.284615384615385)","(1.45, 1.57, 1.5423728813559323)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 85.0, 76.0)","(31.0, 99999, 99990)","(18.0, 27.0, 26.2)","(9.0, 12.5, 12.321428571428571)","(41.0, 80.0, 70.0)"
07-01-2023 19:47:31.283620,"(9.0, 11.0, 9.95483870967742)","(1.45, 1.56, 1.5521951219512196)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 85.0, 80.0)","(31.0, 99999, 99990)","(18.0, 27.0, 25.75)","(9.0, 12.5, 12.652173913043478)","(41.0, 80.0, 67.0)"
07-01-2023 19:47:32.609713,"(9.0, 9.6, 9.377777777777776)","(1.45, 1.59, 1.5671428571428572)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 85.0, 77.0)","(31.0, 99999, 99990)","(20.0, 27.0, 26.77777777777778)","(9.0, 13.0, 12.754545454545454)","(51.0, 85.0, 73.33333333333333)"
07-01-2023 19:47:33.882477,"(8.5, 11.0, 10.2)","(1.4, 1.53, 1.5016417910447761)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 95.0, 75.0)","(31.0, 99999, 99990)","(20.0, 29.0, 26.2)","(9.0, 13.0, 12.797619047619047)","(51.0, 90.0, 80.0)"
07-01-2023 19:47:35.170569,"(8.5, 11.5, 11.130434782608695)","(1.4, 1.51, 1.4761764705882352)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 90.0, 81.66666666666667)","(31.0, 99999, 99990)","(20.0, 29.0, 26.2)","(9.0, 13.0, 12.784090909090908)","(51.0, 95.0, 80.0)"
07-01-2023 19:47:36.518740,"(8.5, 11.5, 10.85)","(1.4, 1.54, 1.6238461538461537)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 90.0, 55.833333333333336)","(31.0, 99999, 99990)","(20.0, 29.0, 15.454545454545455)","(9.0, 13.0, 10.459999999999999)","(51.0, 95.0, 88.0)"
07-01-2023 19:47:37.776642,"(8.5, 12.5, 7.733333333333333)","(1.4, 1.64, 1.638450704225352)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 95.0, 55.833333333333336)","(31.0, 99999, 99990)","(20.0, 30.0, 15.454545454545455)","(9.0, 15.5, 10.459999999999999)","(51.0, 140.0, 111.2)"
07-01-2023 19:47:38.977721,"(8.5, 12.5, 7.733333333333333)","(1.4, 1.64, 1.638450704225352)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 95.0, 62.0)","(31.0, 99999, 99990)","(20.0, 30.0, 21.5)","(9.0, 15.5, 10.459999999999999)","(51.0, 130.0, 111.2)"
07-01-2023 19:47:40.226212,"(8.5, 12.5, 7.733333333333333)","(1.4, 1.63, 1.6286624203821656)","(18.0, 99999, 99990)","(21.0, 99999, 99990)","(21.0, 99999, 99990)","(41.0, 90.0, 69.0)","(31.0, 99999, 99990)","(20.0, 29.0, 16.0)","(9.0, 15.5, 11.299999999999999)","(51.0, 130.0, 111.2)"
