,Dusty Old Road,Prince Of Egypt,Officer Rod,We Are Cousins,Cool Summer,Run Topper
12-01-2023 14:11:21.922533,"(5.5, 7.2, 6.945)","(4.2, 5.2, 5.111111111111112)","(2.2, 2.64, 2.6272463768115943)","(20.0, 28.0, 26.285714285714285)","(3.9, 4.6, 4.409836065573771)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:22.922008,"(5.5, 7.2, 6.945)","(4.2, 5.2, 5.111111111111112)","(2.2, 2.64, 2.6272463768115943)","(20.0, 28.0, 26.285714285714285)","(3.9, 4.6, 4.409375000000001)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:23.926635,"(5.5, 7.2, 6.962790697674419)","(4.2, 5.2, 5.055555555555555)","(2.2, 2.64, 2.6229508196721314)","(20.0, 28.0, 26.37837837837838)","(3.9, 4.6, 4.433802816901409)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:25.001899,"(5.5, 7.2, 6.962790697674419)","(4.2, 5.2, 5.051282051282051)","(2.2, 2.64, 2.615813953488372)","(20.0, 28.0, 26.37837837837838)","(3.9, 4.6, 4.433802816901409)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:26.220134,"(5.5, 7.2, 6.962790697674419)","(4.2, 5.2, 5.062068965517241)","(2.2, 2.64, 2.6133333333333333)","(20.0, 28.0, 26.285714285714285)","(3.9, 4.6, 4.448571428571428)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:27.279246,"(5.5, 7.2, 6.945)","(4.2, 5.2, 5.062068965517241)","(2.2, 2.62, 2.6133333333333333)","(20.0, 28.0, 26.285714285714285)","(3.9, 4.6, 4.478048780487805)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:28.431414,"(5.5, 7.2, 6.9397590361445785)","(4.2, 5.2, 5.136)","(2.2, 2.62, 2.6073684210526316)","(20.0, 28.0, 26.285714285714285)","(3.9, 4.6, 4.478048780487805)","(51.0, 80.0, 73.07692307692308)"
12-01-2023 14:11:29.441993,"(5.5, 7.2, 6.945)","(4.2, 5.2, 5.111111111111112)","(2.2, 2.62, 2.6)","(20.0, 28.0, 26.37837837837838)","(3.9, 4.6, 4.4735632183908045)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:11:30.489372,"(5.5, 7.2, 6.935064935064935)","(4.2, 5.2, 5.138888888888889)","(2.2, 2.62, 2.586315789473684)","(20.0, 28.0, 26.37837837837838)","(3.9, 4.6, 4.469565217391304)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:11:31.699235,"(5.5, 7.2, 6.9904761904761905)","(4.2, 5.2, 5.138888888888889)","(2.2, 2.6, 2.586315789473684)","(20.0, 28.0, 26.61904761904762)","(3.9, 4.6, 4.469565217391304)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:11:33.025400,"(5.5, 7.4, 7.093023255813954)","(4.2, 5.2, 5.123529411764706)","(2.2, 2.6, 2.5720430107526884)","(20.0, 27.0, 26.8)","(3.9, 4.6, 4.481012658227848)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:11:34.228089,"(5.5, 7.2, 7.08235294117647)","(4.2, 5.2, 5.162162162162162)","(2.2, 2.6, 2.5764705882352943)","(20.0, 28.0, 26.523809523809526)","(3.9, 4.6, 4.47948717948718)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:11:35.291146,"(5.5, 7.2, 7.060869565217391)","(4.2, 5.2, 5.162162162162162)","(2.2, 2.58, 2.5764705882352943)","(20.0, 27.0, 26.032258064516128)","(3.9, 4.6, 4.465789473684211)","(51.0, 80.0, 73.57142857142857)"
12-01-2023 14:11:36.403973,"(5.5, 7.4, 7.235)","(4.2, 5.2, 5.051851851851852)","(2.2, 2.58, 2.5547368421052634)","(20.0, 27.0, 26.11764705882353)","(3.9, 4.6, 4.461728395061728)","(51.0, 80.0, 70.0)"
12-01-2023 14:11:37.678453,"(5.5, 7.4, 7.241935483870968)","(4.2, 5.2, 5.066666666666666)","(2.2, 2.58, 2.5561904761904763)","(20.0, 27.0, 26.11764705882353)","(3.9, 4.6, 4.493023255813953)","(51.0, 80.0, 74.0)"
12-01-2023 14:11:39.038127,"(5.5, 7.4, 7.241935483870968)","(4.2, 5.2, 5.128571428571429)","(2.2, 2.58, 2.5630508474576272)","(20.0, 27.0, 26.11764705882353)","(3.9, 4.6, 4.502127659574468)","(51.0, 80.0, 74.0)"
12-01-2023 14:11:40.293087,"(5.5, 7.4, 7.219607843137255)","(4.2, 5.2, 5.128571428571429)","(2.2, 2.58, 2.563846153846154)","(20.0, 27.0, 26.032258064516128)","(3.9, 4.6, 4.514285714285714)","(51.0, 80.0, 74.0)"
12-01-2023 14:11:41.383200,"(5.5, 7.4, 7.158139534883721)","(4.2, 5.2, 5.127272727272727)","(2.2, 2.58, 2.563846153846154)","(20.0, 27.0, 26.032258064516128)","(3.9, 4.6, 4.435820895522388)","(51.0, 80.0, 74.0)"
12-01-2023 14:11:42.479257,"(5.5, 7.4, 7.214814814814815)","(4.2, 5.2, 5.127272727272727)","(2.2, 2.58, 2.5611111111111113)","(20.0, 27.0, 26.11764705882353)","(3.9, 4.6, 4.451851851851852)","(51.0, 80.0, 74.0)"
12-01-2023 14:11:43.600781,"(5.5, 7.4, 7.28)","(4.2, 5.2, 5.122222222222223)","(2.2, 2.58, 2.5757894736842104)","(20.0, 27.0, 26.11764705882353)","(3.9, 4.6, 4.448275862068965)","(51.0, 80.0, 74.0)"
12-01-2023 14:11:44.754375,"(5.5, 7.4, 7.3125)","(4.2, 5.2, 5.122222222222223)","(2.2, 2.58, 2.568)","(20.0, 27.0, 26.11764705882353)","(3.9, 4.6, 4.430769230769231)","(51.0, 80.0, 74.0)"
12-01-2023 14:11:45.865336,"(5.5, 7.4, 7.348387096774194)","(4.2, 5.2, 5.122222222222223)","(2.2, 2.58, 2.568)","(20.0, 27.0, 25.5)","(3.9, 4.6, 4.432876712328768)","(51.0, 80.0, 74.0)"
12-01-2023 14:11:47.037680,"(5.5, 7.4, 7.336)","(4.2, 5.2, 5.053333333333334)","(2.2, 2.58, 2.5690909090909093)","(20.0, 27.0, 26.424242424242426)","(3.9, 4.6, 4.432876712328768)","(51.0, 80.0, 74.0)"
12-01-2023 14:11:48.185984,"(5.5, 7.4, 7.361904761904762)","(4.2, 5.2, 5.053333333333334)","(2.2, 2.58, 2.5615384615384618)","(20.0, 27.0, 26.482758620689655)","(3.9, 4.6, 4.451724137931034)","(51.0, 80.0, 74.0)"
12-01-2023 14:11:49.322439,"(5.5, 7.8, 7.446153846153846)","(4.2, 5.2, 5.08421052631579)","(2.2, 2.58, 2.5662857142857143)","(20.0, 27.0, 26.53125)","(3.9, 4.5, 4.444897959183673)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:11:50.575384,"(5.5, 7.6, 7.544444444444444)","(4.2, 5.1, 5.06)","(2.2, 2.58, 2.5683333333333334)","(20.0, 27.0, 26.566666666666666)","(3.9, 4.5, 4.402898550724638)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:11:51.766020,"(5.5, 7.6, 7.511111111111111)","(4.2, 5.1, 5.06)","(2.2, 2.58, 2.566478873239437)","(20.0, 27.0, 26.566666666666666)","(3.9, 4.5, 4.391935483870967)","(51.0, 80.0, 73.33333333333333)"
12-01-2023 14:11:52.824188,"(5.5, 7.6, 7.46875)","(4.2, 5.2, 5.109090909090909)","(2.2, 2.58, 2.566478873239437)","(20.0, 27.0, 26.38095238095238)","(3.9, 4.5, 4.396610169491526)","(51.0, 80.0, 69.0909090909091)"
12-01-2023 14:11:54.014546,"(5.5, 7.6, 7.412121212121212)","(4.2, 5.2, 5.146341463414634)","(2.2, 2.58, 2.5345454545454547)","(20.0, 27.0, 26.258064516129032)","(3.9, 4.5, 4.400884955752212)","(51.0, 80.0, 67.14285714285714)"
12-01-2023 14:11:55.078619,"(5.5, 7.6, 7.446153846153846)","(4.2, 5.3, 5.176923076923076)","(2.2, 2.56, 2.5090225563909776)","(20.0, 27.0, 26.17241379310345)","(3.9, 4.5, 4.410948905109489)","(51.0, 80.0, 66.875)"
12-01-2023 14:11:56.141819,"(5.5, 7.6, 7.48)","(4.2, 5.3, 5.211111111111111)","(2.2, 2.54, 2.5090909090909093)","(20.0, 27.0, 25.303030303030305)","(3.9, 4.5, 4.416438356164384)","(51.0, 80.0, 70.0)"
12-01-2023 14:11:57.289174,"(5.5, 7.6, 7.48)","(4.2, 5.3, 5.202272727272727)","(2.2, 2.54, 2.5038709677419355)","(20.0, 27.0, 24.6)","(3.9, 4.5, 4.428787878787879)","(51.0, 75.0, 70.0)"
12-01-2023 14:11:58.371947,"(5.5, 7.8, 7.7407407407407405)","(4.2, 5.3, 5.202272727272727)","(2.2, 2.52, 2.5038709677419355)","(20.0, 27.0, 25.344827586206897)","(3.9, 4.5, 4.428787878787879)","(51.0, 75.0, 70.0)"
12-01-2023 14:11:59.425580,"(5.5, 7.8, 7.67906976744186)","(4.2, 5.3, 5.207692307692308)","(2.2, 2.52, 2.5147826086956524)","(20.0, 27.0, 25.555555555555557)","(3.9, 4.5, 4.425454545454546)","(51.0, 75.0, 70.0)"
12-01-2023 14:12:00.577775,"(5.5, 7.6, 7.571428571428571)","(4.2, 5.3, 5.207692307692308)","(2.2, 2.52, 2.5090909090909093)","(20.0, 26.0, 25.857142857142858)","(3.9, 4.5, 4.4361702127659575)","(51.0, 75.0, 68.33333333333333)"
12-01-2023 14:12:01.657439,"(5.5, 7.6, 7.571428571428571)","(4.2, 5.3, 5.207692307692308)","(2.2, 2.52, 2.5090909090909093)","(20.0, 26.0, 25.470588235294116)","(3.9, 4.5, 4.416279069767442)","(51.0, 75.0, 67.5)"
12-01-2023 14:12:02.787505,"(5.5, 7.8, 7.7625)","(4.2, 5.3, 5.199999999999999)","(2.2, 2.54, 2.5296969696969698)","(20.0, 27.0, 25.851063829787233)","(3.9, 4.5, 4.416666666666667)","(51.0, 75.0, 67.5)"
12-01-2023 14:12:03.861864,"(5.5, 7.8, 7.704761904761905)","(4.2, 5.3, 5.198795180722891)","(2.2, 2.54, 2.5296969696969698)","(20.0, 27.0, 25.851063829787233)","(3.9, 4.5, 4.416666666666667)","(51.0, 75.0, 67.5)"
12-01-2023 14:12:05.094515,"(5.5, 7.8, 7.620689655172414)","(4.2, 5.3, 5.188607594936709)","(2.2, 2.58, 2.5564556962025318)","(20.0, 27.0, 25.666666666666668)","(3.9, 4.5, 4.364)","(51.0, 75.0, 67.5)"
12-01-2023 14:12:06.272461,"(5.5, 7.8, 7.655555555555556)","(4.2, 5.3, 5.201123595505618)","(2.2, 2.58, 2.566015037593985)","(20.0, 26.0, 25.526315789473685)","(3.9, 4.5, 4.368085106382979)","(51.0, 75.0, 67.5)"
12-01-2023 14:12:07.421792,"(5.5, 7.8, 7.632258064516129)","(4.2, 5.3, 5.209677419354838)","(2.2, 2.58, 2.566993006993007)","(20.0, 26.0, 25.526315789473685)","(3.9, 4.5, 4.411475409836066)","(51.0, 75.0, 67.5)"
12-01-2023 14:12:08.573792,"(6.0, 7.8, 7.647058823529412)","(4.2, 5.3, 5.206666666666666)","(2.2, 2.58, 2.5790697674418603)","(21.0, 26.0, 25.4)","(3.9, 4.5, 4.41044776119403)","(51.0, 75.0, 67.5)"
12-01-2023 14:12:09.968704,"(6.0, 7.8, 7.655555555555556)","(4.2, 5.2, 5.1475)","(2.2, 2.56, 2.561818181818182)","(21.0, 26.0, 25.38235294117647)","(3.9, 4.5, 4.413846153846154)","(51.0, 75.0, 67.5)"
12-01-2023 14:12:11.127088,"(6.0, 7.8, 7.624390243902439)","(4.2, 5.2, 5.1475)","(2.2, 2.58, 2.572)","(21.0, 26.0, 25.38235294117647)","(3.9, 4.5, 4.41304347826087)","(51.0, 75.0, 71.0)"
12-01-2023 14:12:12.524959,"(6.0, 7.8, 7.678787878787879)","(4.2, 5.2, 5.145679012345679)","(2.2, 2.56, 2.5525)","(21.0, 26.0, 25.363636363636363)","(3.9, 4.5, 4.381318681318681)","(51.0, 75.0, 67.14285714285714)"
12-01-2023 14:12:13.661541,"(6.0, 7.8, 7.670967741935484)","(4.2, 5.2, 5.145679012345679)","(2.2, 2.56, 2.5525)","(21.0, 26.0, 25.352941176470587)","(3.9, 4.5, 4.419354838709677)","(51.0, 75.0, 65.83333333333333)"
12-01-2023 14:12:14.801508,"(6.0, 7.8, 7.670967741935484)","(4.2, 5.2, 5.145679012345679)","(2.2, 2.56, 2.556825396825397)","(21.0, 26.0, 25.352941176470587)","(3.9, 4.5, 4.397058823529411)","(51.0, 75.0, 81.875)"
12-01-2023 14:12:15.818943,"(6.0, 7.8, 7.7176470588235295)","(4.2, 5.2, 5.141573033707865)","(2.2, 2.54, 2.5379591836734696)","(21.0, 27.0, 26.870967741935484)","(3.9, 4.5, 4.398507462686567)","(51.0, 85.0, 83.14814814814815)"
12-01-2023 14:12:16.971203,"(6.0, 7.8, 7.706666666666667)","(4.2, 5.2, 5.146835443037975)","(2.2, 2.54, 2.536756756756757)","(21.0, 30.0, 27.928571428571427)","(3.9, 4.5, 4.401492537313433)","(51.0, 85.0, 83.14814814814815)"
12-01-2023 14:12:18.105653,"(6.0, 7.8, 7.670588235294118)","(4.2, 5.2, 5.1505882352941175)","(2.2, 2.54, 2.536756756756757)","(21.0, 28.0, 27.928571428571427)","(3.9, 4.5, 4.3915662650602405)","(51.0, 85.0, 83.27586206896552)"
12-01-2023 14:12:19.223605,"(6.0, 7.8, 7.670588235294118)","(4.2, 5.2, 5.1558441558441555)","(2.2, 2.54, 2.5380000000000003)","(21.0, 28.0, 27.928571428571427)","(3.9, 4.5, 4.398701298701298)","(51.0, 85.0, 83.27586206896552)"
12-01-2023 14:12:20.432034,"(6.0, 7.8, 7.670967741935484)","(4.2, 5.2, 5.1558441558441555)","(2.2, 2.54, 2.503030303030303)","(21.0, 28.0, 27.928571428571427)","(3.9, 4.5, 4.415151515151515)","(51.0, 85.0, 84.10714285714286)"
12-01-2023 14:12:21.540387,"(6.0, 7.8, 7.711111111111111)","(4.2, 5.2, 5.158024691358024)","(2.2, 2.52, 2.4919540229885055)","(21.0, 28.0, 27.928571428571427)","(3.9, 4.5, 4.376056338028169)","(51.0, 85.0, 84.19354838709677)"
12-01-2023 14:12:22.508332,"(6.0, 7.8, 7.766666666666667)","(4.2, 5.2, 5.166197183098592)","(2.2, 2.52, 2.4919540229885055)","(21.0, 28.0, 27.928571428571427)","(3.9, 4.5, 4.376056338028169)","(51.0, 85.0, 84.19354838709677)"
12-01-2023 14:12:23.478864,"(6.0, 8.0, 7.822222222222222)","(4.2, 5.2, 5.166197183098592)","(2.2, 2.5, 2.4936363636363637)","(21.0, 29.0, 27.8)","(3.8, 4.4, 4.387096774193549)","(51.0, 85.0, 84.19354838709677)"
12-01-2023 14:12:24.602530,"(6.0, 8.0, 7.781818181818181)","(4.2, 5.2, 5.1499999999999995)","(2.2, 2.5, 2.478918918918919)","(21.0, 28.0, 27.92)","(3.8, 4.4, 4.387096774193549)","(51.0, 85.0, 84.19354838709677)"
12-01-2023 14:12:25.676571,"(6.0, 8.0, 7.742857142857143)","(4.2, 5.3, 5.225)","(2.2, 2.48, 2.478918918918919)","(21.0, 28.0, 27.846153846153847)","(3.8, 4.4, 4.384615384615385)","(51.0, 85.0, 84.19354838709677)"
12-01-2023 14:12:26.801566,"(6.0, 8.0, 7.742857142857143)","(4.2, 5.5, 5.381632653061224)","(2.2, 2.48, 2.47625)","(21.0, 28.0, 27.846153846153847)","(3.8, 4.4, 4.344)","(51.0, 85.0, 84.19354838709677)"
12-01-2023 14:12:27.948541,"(6.0, 8.0, 7.742857142857143)","(4.2, 5.4, 5.354761904761905)","(2.2, 2.48, 2.477894736842105)","(21.0, 29.0, 27.945945945945947)","(3.8, 4.4, 4.2953488372093025)","(51.0, 85.0, 84.21875)"
12-01-2023 14:12:29.062604,"(6.0, 7.8, 7.7542857142857144)","(4.2, 5.4, 5.365277777777778)","(2.2, 2.56, 2.5586285714285717)","(21.0, 28.0, 26.964285714285715)","(3.8, 4.4, 4.280434782608696)","(51.0, 85.0, 80.96774193548387)"
12-01-2023 14:12:30.169658,"(6.0, 7.6, 7.561904761904762)","(4.2, 5.5, 5.407894736842105)","(2.2, 2.56, 2.558730158730159)","(21.0, 27.0, 27.5609756097561)","(3.8, 4.3, 4.272549019607843)","(51.0, 85.0, 80.6896551724138)"
12-01-2023 14:12:31.234604,"(6.0, 7.6, 7.526315789473684)","(4.2, 5.5, 5.472368421052631)","(2.2, 2.56, 2.5219417475728156)","(21.0, 28.0, 26.705882352941178)","(3.8, 4.3, 4.256060606060606)","(51.0, 85.0, 77.5925925925926)"
12-01-2023 14:12:32.319700,"(6.0, 7.8, 7.48421052631579)","(4.2, 5.5, 5.4765625)","(2.2, 2.6, 9998.5)","(21.0, 27.0, 9998.5)","(3.8, 4.4, 9998.5)","(51.0, 85.0, 9998.5)"
12-01-2023 14:12:33.345107,"(6.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(21.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(51.0, 99998, 9998.5)"
12-01-2023 14:12:34.331208,"(6.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(21.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(51.0, 99998, 9998.5)"
12-01-2023 14:12:35.287210,"(6.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(21.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(51.0, 99998, 9998.5)"
12-01-2023 14:12:36.292525,"(6.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(21.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(51.0, 99998, 9998.5)"
12-01-2023 14:12:37.280725,"(6.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(21.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(51.0, 99998, 9998.5)"
12-01-2023 14:12:38.356244,"(6.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(21.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(51.0, 99998, 9998.5)"
12-01-2023 14:12:39.500896,"(6.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(21.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(51.0, 99998, 9998.5)"
12-01-2023 14:12:40.526018,"(6.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(21.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(51.0, 99998, 9998.5)"
12-01-2023 14:12:41.602817,"(6.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(21.0, 99998, 9998.5)","(3.8, 99998, 9998.5)","(51.0, 99998, 9998.5)"
