,Delightful Anna,Attahua Ace,Blissfull Identity,Marley Bromac,Seven Rippin Aces,Shes So Brave,Rippin Good Feelin,Spruce Loose,Wotnow Swanee,Betterthankkylie
15-12-2022 12:22:39.690781,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 48.142857142857146)","(21.0, 60.0, 26.666666666666668)","(101.0, 670.0, 441.15384615384613)","(10.0, 20.0, 17.422222222222224)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 40.8)"
15-12-2022 12:22:40.797739,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 48.142857142857146)","(21.0, 60.0, 26.666666666666668)","(101.0, 670.0, 441.15384615384613)","(10.0, 20.0, 17.422222222222224)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 40.8)"
15-12-2022 12:22:42.067395,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 48.142857142857146)","(21.0, 60.0, 26.666666666666668)","(101.0, 670.0, 441.15384615384613)","(10.0, 20.0, 17.422222222222224)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 40.8)"
15-12-2022 12:22:43.219170,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 48.142857142857146)","(21.0, 60.0, 26.666666666666668)","(101.0, 670.0, 441.15384615384613)","(10.0, 20.0, 17.422222222222224)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 40.8)"
15-12-2022 12:22:44.374542,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 48.142857142857146)","(21.0, 60.0, 26.666666666666668)","(101.0, 670.0, 441.15384615384613)","(10.0, 20.0, 17.422222222222224)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 40.8)"
15-12-2022 12:22:45.686229,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 48.142857142857146)","(21.0, 60.0, 26.666666666666668)","(101.0, 670.0, 441.15384615384613)","(10.0, 20.0, 17.422222222222224)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 40.8)"
15-12-2022 12:22:46.880157,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 48.142857142857146)","(21.0, 60.0, 26.666666666666668)","(101.0, 670.0, 441.15384615384613)","(10.0, 20.0, 17.422222222222224)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 40.8)"
15-12-2022 12:22:47.994925,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 48.142857142857146)","(21.0, 60.0, 26.666666666666668)","(101.0, 670.0, 441.15384615384613)","(10.0, 20.0, 17.422222222222224)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 40.8)"
15-12-2022 12:22:49.069581,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 48.142857142857146)","(21.0, 60.0, 26.666666666666668)","(101.0, 670.0, 441.15384615384613)","(10.0, 20.0, 17.422222222222224)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:22:50.194130,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 26.666666666666668)","(101.0, 670.0, 372.5)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:22:51.287232,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 26.666666666666668)","(101.0, 670.0, 372.5)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:22:52.336041,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:22:53.386535,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:22:54.477827,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:22:55.632533,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:22:57.008779,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:22:58.162141,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:22:59.286288,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:00.494239,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:01.750929,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:02.893432,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:04.434018,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:05.826804,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:07.007567,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:08.297575,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:09.433810,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:10.555128,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:11.642594,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:12.794301,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:13.985845,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:15.145775,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:16.318117,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:17.575373,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:18.976898,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:20.198027,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:21.404277,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:22.561937,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:23.818304,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:25.035170,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:26.205145,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:27.423957,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:28.658190,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:29.852947,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:30.993069,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:32.138681,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:33.484462,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:34.754656,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:36.162704,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:37.300379,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:38.666765,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:39.974378,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:41.173633,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:42.285179,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:43.442919,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:44.690205,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:45.889629,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:47.027060,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:48.191107,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:49.439793,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:50.697539,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:51.838342,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:53.128351,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:54.407620,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:55.622678,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:56.952039,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 3.773333333333333)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:58.325048,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 5.6, 4.486486486486486)","(20.0, 55.0, 47.8)"
15-12-2022 12:23:59.510453,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 6.4, 4.486486486486486)","(20.0, 55.0, 47.8)"
15-12-2022 12:24:00.704649,"(3.6, 5.9, 4.3)","(4.8, 8.4, 6.96)","(4.8, 9.0, 7.733333333333333)","(20.0, 60.0, 32.333333333333336)","(21.0, 60.0, 33.333333333333336)","(101.0, 670.0, 466.66666666666663)","(10.0, 20.0, 18.55)","(21.0, 65.0, 52.42857142857143)","(3.1, 6.4, 3.466666666666667)","(20.0, 55.0, 47.8)"
