,Manila Aurora,Moment To Shiver,Stranger Within,Call Me Trinity,West On Blossom,Spider Venom,Mongolian Tiger,Sand Cruiser
11-01-2023 21:28:46.330216,"(4.8, 7.8, 6.833333333333333)","(31.0, 140.0, 85.0)","(7.5, 9.4, 8.454545454545455)","(8.5, 19.5, 16.825)","(5.0, 9.6, 8.3)","(4.8, 6.6, 5.475)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.9, 2.74)"
11-01-2023 21:28:47.841711,"(4.8, 7.8, 6.68)","(31.0, 140.0, 85.0)","(7.5, 9.4, 8.454545454545455)","(8.5, 19.5, 15.3)","(5.0, 9.6, 8.3)","(4.8, 6.6, 5.475)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.9, 2.74)"
11-01-2023 21:28:49.170026,"(4.8, 7.8, 6.68)","(31.0, 140.0, 85.0)","(7.5, 9.4, 8.454545454545455)","(8.5, 19.5, 12.633333333333333)","(5.0, 9.6, 8.3)","(4.8, 6.6, 5.475)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.9, 2.74)"
11-01-2023 21:28:50.457292,"(4.8, 7.8, 6.68)","(31.0, 140.0, 85.0)","(7.5, 9.4, 8.454545454545455)","(8.5, 19.5, 12.633333333333333)","(5.0, 9.6, 8.3)","(4.8, 6.6, 5.475)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.9, 3.16)"
11-01-2023 21:28:51.583682,"(4.8, 7.8, 6.68)","(31.0, 140.0, 85.0)","(7.5, 9.4, 8.454545454545455)","(8.5, 19.5, 12.633333333333333)","(5.0, 9.6, 8.3)","(4.8, 6.6, 5.475)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.9, 3.16)"
11-01-2023 21:28:52.715873,"(4.8, 7.8, 6.68)","(31.0, 140.0, 85.0)","(7.5, 9.4, 8.454545454545455)","(8.5, 19.5, 12.633333333333333)","(5.0, 9.6, 8.3)","(4.8, 6.6, 5.475)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.9, 3.16)"
11-01-2023 21:28:53.754145,"(4.8, 7.8, 6.8999999999999995)","(31.0, 140.0, 85.0)","(7.5, 9.4, 8.454545454545455)","(8.5, 19.5, 12.633333333333333)","(5.0, 9.6, 8.3)","(4.8, 6.6, 5.475)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.9, 3.16)"
11-01-2023 21:28:54.794650,"(4.8, 7.8, 6.8999999999999995)","(31.0, 140.0, 85.0)","(7.5, 9.4, 8.454545454545455)","(8.5, 19.5, 12.633333333333333)","(5.0, 9.6, 8.3)","(4.8, 6.6, 5.475)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.9, 3.16)"
11-01-2023 21:28:55.831191,"(4.8, 7.8, 6.8999999999999995)","(31.0, 140.0, 85.0)","(7.5, 9.4, 8.454545454545455)","(8.5, 19.5, 12.633333333333333)","(5.0, 9.6, 8.3)","(4.8, 6.6, 5.475)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.9, 3.16)"
11-01-2023 21:28:56.903034,"(4.8, 7.8, 6.8999999999999995)","(31.0, 140.0, 85.0)","(7.5, 9.2, 8.666666666666666)","(8.5, 19.5, 12.633333333333333)","(5.0, 9.6, 8.3)","(4.8, 6.6, 5.475)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.9, 3.021904761904762)"
11-01-2023 21:28:58.087169,"(4.8, 7.8, 6.8999999999999995)","(31.0, 140.0, 85.0)","(7.5, 9.4, 9.075)","(8.5, 19.5, 12.633333333333333)","(5.0, 9.6, 8.3)","(4.8, 6.6, 6.685714285714286)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.9, 3.8485714285714288)"
11-01-2023 21:28:59.192251,"(4.8, 7.8, 6.76)","(31.0, 140.0, 85.0)","(7.5, 9.4, 9.075)","(8.5, 19.5, 12.633333333333333)","(5.0, 9.6, 8.3)","(4.8, 7.0, 6.685714285714286)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.8485714285714288)"
11-01-2023 21:29:00.351366,"(4.8, 7.8, 7.025)","(31.0, 140.0, 85.0)","(7.5, 9.4, 9.075)","(8.5, 19.5, 12.633333333333333)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.0, 6.706666666666667)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:01.582641,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.2, 8.083333333333334)","(8.5, 19.5, 14.35)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.0, 6.706666666666667)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:02.756102,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 14.35)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.0, 6.706666666666667)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:03.931655,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 14.35)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.0, 6.706666666666667)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:05.090098,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 14.35)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.0, 6.706666666666667)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:06.250975,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 14.35)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.0, 7.226666666666667)","(31.0, 200.0, 116.0)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:07.364982,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 14.35)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.6, 7.226666666666667)","(31.0, 200.0, 116.0)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:08.421949,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 14.35)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.6, 7.0)","(31.0, 200.0, 116.0)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:09.600014,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 14.35)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.6, 7.15)","(31.0, 200.0, 116.0)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:10.744418,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 14.35)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.6, 7.15)","(31.0, 200.0, 116.0)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:11.867530,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.633333333333333)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.6, 7.15)","(31.0, 200.0, 77.85714285714286)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:12.972946,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.6, 7.15)","(31.0, 200.0, 77.85714285714286)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:14.111601,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.6, 7.15)","(31.0, 200.0, 77.85714285714286)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:15.240823,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.6, 7.15)","(31.0, 200.0, 77.85714285714286)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:16.333713,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 16.0)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.6, 6.958823529411765)","(31.0, 200.0, 77.85714285714286)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:17.399969,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 16.0)","(5.0, 9.6, 8.485714285714286)","(4.8, 8.4, 7.483333333333333)","(31.0, 200.0, 77.85714285714286)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:18.481146,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 16.0)","(5.0, 9.6, 8.485714285714286)","(4.8, 8.0, 6.511111111111111)","(31.0, 200.0, 77.85714285714286)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:19.569824,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 77.85714285714286)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:20.556548,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:21.600087,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:22.623854,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:23.787768,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:24.802908,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:25.804016,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:26.802759,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:27.838325,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:28.843417,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:29.851133,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 16.0)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:30.864445,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:31.937151,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:33.002238,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:34.126598,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:35.197624,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:36.277767,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:37.432814,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.511111111111111)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:38.520227,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 5.690909090909091)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:39.645756,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 14.35)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 5.976470588235294)","(31.0, 200.0, 105.55555555555556)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:40.787878,"(4.8, 7.8, 6.8)","(31.0, 140.0, 85.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 7.133333333333333)","(31.0, 200.0, 110.0)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:41.892507,"(4.8, 7.8, 6.8)","(31.0, 130.0, 81.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.6, 7.133333333333333)","(31.0, 200.0, 146.36363636363637)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:42.990264,"(4.8, 7.8, 6.8)","(31.0, 130.0, 68.75)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.485714285714286)","(4.8, 7.8, 6.657142857142857)","(31.0, 190.0, 146.36363636363637)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:44.185951,"(4.8, 7.8, 6.8)","(31.0, 130.0, 81.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.262500000000001)","(4.8, 7.8, 6.657142857142857)","(31.0, 190.0, 101.57894736842105)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:45.328540,"(4.8, 8.0, 6.222222222222222)","(31.0, 130.0, 81.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 9.8, 8.485714285714286)","(4.8, 7.8, 6.657142857142857)","(31.0, 200.0, 101.57894736842105)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:46.424797,"(4.8, 7.8, 6.8)","(31.0, 130.0, 81.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 9.6, 8.366666666666667)","(4.8, 7.8, 6.866666666666666)","(31.0, 200.0, 101.57894736842105)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:47.511529,"(4.8, 8.2, 7.066666666666666)","(31.0, 150.0, 91.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 10.5, 8.088888888888889)","(4.8, 7.8, 6.938461538461539)","(31.0, 200.0, 101.57894736842105)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:48.553648,"(4.8, 8.2, 7.066666666666666)","(31.0, 150.0, 91.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 10.0, 8.62857142857143)","(4.8, 7.8, 7.879999999999999)","(31.0, 200.0, 101.57894736842105)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:49.640649,"(4.8, 8.2, 7.066666666666666)","(31.0, 150.0, 91.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 9.8, 8.62857142857143)","(4.8, 8.2, 7.6)","(31.0, 200.0, 101.57894736842105)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:50.611594,"(4.8, 8.2, 7.066666666666666)","(31.0, 150.0, 91.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 200.0, 101.57894736842105)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:51.624968,"(4.8, 8.2, 7.066666666666666)","(31.0, 150.0, 91.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 200.0, 84.5)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:52.581657,"(4.8, 8.2, 7.066666666666666)","(31.0, 150.0, 91.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 200.0, 84.5)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:53.570993,"(4.8, 8.2, 7.066666666666666)","(31.0, 150.0, 91.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 200.0, 84.5)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:54.559580,"(4.8, 8.2, 7.066666666666666)","(31.0, 150.0, 91.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 200.0, 84.5)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:55.719584,"(4.8, 8.2, 7.066666666666666)","(31.0, 150.0, 91.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 200.0, 84.5)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:56.855926,"(4.8, 8.2, 7.066666666666666)","(31.0, 150.0, 91.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 200.0, 84.5)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:57.958625,"(4.8, 8.2, 7.066666666666666)","(31.0, 150.0, 91.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 200.0, 84.5)","(2.4, 4.8, 3.15)"
11-01-2023 21:29:59.119851,"(4.8, 8.2, 7.066666666666666)","(31.0, 150.0, 91.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 200.0, 84.5)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:00.260137,"(4.8, 8.0, 5.963636363636364)","(31.0, 150.0, 91.0)","(7.5, 8.8, 7.800000000000001)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 200.0, 84.5)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:01.491657,"(4.8, 8.0, 5.963636363636364)","(31.0, 150.0, 91.0)","(7.5, 8.8, 9.075)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 200.0, 122.0)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:02.596757,"(4.8, 8.0, 5.963636363636364)","(31.0, 140.0, 78.28571428571428)","(7.5, 9.4, 8.1)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 140.0, 122.0)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:03.717476,"(4.8, 8.0, 5.963636363636364)","(31.0, 130.0, 90.80000000000001)","(7.5, 9.2, 8.0)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 140.0, 122.0)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:04.862625,"(4.8, 8.0, 5.963636363636364)","(31.0, 140.0, 78.28571428571428)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 140.0, 126.75)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:06.052677,"(4.8, 8.0, 5.963636363636364)","(31.0, 140.0, 78.28571428571428)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 140.0, 118.8)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:07.270040,"(4.8, 8.0, 5.963636363636364)","(31.0, 140.0, 78.28571428571428)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 140.0, 118.8)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:08.461700,"(4.8, 8.0, 5.963636363636364)","(31.0, 140.0, 113.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 140.0, 118.8)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:09.573765,"(4.8, 8.0, 5.963636363636364)","(31.0, 140.0, 113.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 140.0, 118.8)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:10.680083,"(4.8, 8.0, 5.963636363636364)","(31.0, 140.0, 113.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 140.0, 118.8)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:11.793398,"(4.8, 8.0, 5.963636363636364)","(31.0, 140.0, 122.33333333333334)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 140.0, 118.8)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:12.818658,"(4.8, 8.0, 5.963636363636364)","(31.0, 140.0, 122.33333333333334)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 140.0, 118.8)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:13.853824,"(4.8, 8.0, 5.963636363636364)","(31.0, 140.0, 122.33333333333334)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 140.0, 118.8)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:14.939646,"(4.8, 8.0, 5.963636363636364)","(31.0, 140.0, 122.33333333333334)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 140.0, 118.8)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:15.992171,"(4.8, 8.0, 5.963636363636364)","(31.0, 140.0, 122.33333333333334)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 140.0, 118.8)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:17.058929,"(4.8, 8.0, 5.963636363636364)","(31.0, 140.0, 122.33333333333334)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 7.6)","(31.0, 140.0, 158.8)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:18.156213,"(4.8, 8.0, 5.963636363636364)","(31.0, 160.0, 139.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.4, 6.387499999999999)","(31.0, 190.0, 158.8)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:19.253858,"(4.8, 8.0, 5.963636363636364)","(31.0, 160.0, 139.0)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.2, 5.68235294117647)","(31.0, 190.0, 158.8)","(2.4, 4.8, 3.15)"
11-01-2023 21:30:20.678840,"(4.8, 8.0, 5.963636363636364)","(31.0, 170.0, 91.14285714285714)","(7.5, 9.0, 8.083333333333334)","(8.5, 19.5, 12.9)","(5.0, 10.0, 7.654545454545454)","(4.8, 8.4, 6.262499999999999)","(31.0, 190.0, 118.8)","(2.4, 4.8, 3.15)"
