,Elles Shadow,Sweet She Is,Ema Rock,Black Jag,Shadow Doll,Zipping Randy,Lads On Tour,Aussie Ophira
09-01-2023 17:10:40.685273,"(61.0, 510.0, 285.0)","(16.0, 80.0, 49.75)","(1.35, 1.99, 1.591)","(5.5, 10.0, 9.088888888888889)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 14.0, 9.09090909090909)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:41.861714,"(61.0, 510.0, 285.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 10.0, 9.088888888888889)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 14.0, 9.09090909090909)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:42.902961,"(61.0, 510.0, 285.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 10.0, 9.088888888888889)","(21.0, 90.0, 66.2)","(91.0, 610.0, 176.66666666666669)","(7.0, 14.0, 9.09090909090909)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:43.945214,"(61.0, 510.0, 285.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 10.0, 9.088888888888889)","(21.0, 160.0, 79.14285714285714)","(91.0, 610.0, 176.66666666666669)","(7.0, 14.0, 9.09090909090909)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:44.989075,"(61.0, 510.0, 285.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 10.0, 9.088888888888889)","(21.0, 150.0, 83.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 14.0, 10.266666666666667)","(9.0, 23.0, 14.875)"
09-01-2023 17:10:46.065315,"(61.0, 510.0, 285.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 10.0, 9.3125)","(21.0, 140.0, 83.0)","(91.0, 610.0, 350.0)","(7.0, 14.0, 8.727272727272727)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:47.194121,"(61.0, 510.0, 285.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.777777777777779)","(21.0, 140.0, 83.0)","(91.0, 610.0, 350.0)","(7.0, 14.0, 9.272727272727273)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:48.239015,"(61.0, 510.0, 285.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.6, 8.777777777777779)","(21.0, 140.0, 83.0)","(91.0, 610.0, 350.0)","(7.0, 14.0, 9.272727272727273)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:49.341774,"(61.0, 510.0, 285.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 130.0, 62.0)","(91.0, 610.0, 350.0)","(7.0, 14.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:50.468741,"(61.0, 510.0, 285.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 110.0, 62.0)","(91.0, 610.0, 350.0)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:51.526753,"(61.0, 510.0, 285.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 110.0, 63.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:52.548392,"(61.0, 510.0, 285.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 100.0, 63.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:53.523984,"(61.0, 510.0, 285.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 110.0, 62.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:54.581646,"(61.0, 510.0, 285.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 110.0, 62.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:55.618972,"(61.0, 520.0, 290.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 110.0, 62.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:56.594047,"(61.0, 520.0, 290.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 110.0, 62.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:57.640878,"(61.0, 520.0, 290.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 110.0, 60.5)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:58.667650,"(61.0, 520.0, 290.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:10:59.747714,"(61.0, 520.0, 290.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:11:00.777434,"(61.0, 520.0, 290.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:11:01.766955,"(61.0, 520.0, 290.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:11:03.109187,"(61.0, 520.0, 290.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:11:04.502435,"(61.0, 520.0, 290.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:11:05.640551,"(61.0, 520.0, 290.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:11:06.973428,"(61.0, 520.0, 290.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:11:08.098671,"(61.0, 520.0, 290.0)","(16.0, 80.0, 49.75)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 95.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:11:09.253230,"(61.0, 520.0, 290.0)","(16.0, 80.0, 71.35714285714286)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:11:10.337117,"(61.0, 520.0, 290.0)","(16.0, 80.0, 71.35714285714286)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:11:11.572900,"(61.0, 520.0, 290.0)","(16.0, 80.0, 71.35714285714286)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:11:12.829597,"(61.0, 520.0, 213.33333333333334)","(16.0, 80.0, 48.0)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:11:13.966529,"(61.0, 510.0, 210.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.200000000000001)","(9.0, 23.0, 14.333333333333332)"
09-01-2023 17:11:15.272394,"(61.0, 500.0, 280.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 8.885714285714284)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:16.455303,"(61.0, 500.0, 280.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:17.511181,"(61.0, 500.0, 280.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 235.0)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:18.585389,"(61.0, 500.0, 148.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 172.5)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:19.629801,"(61.0, 500.0, 148.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:20.711188,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:21.764329,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:22.855931,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:24.085241,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:25.172017,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:26.230900,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:27.260822,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:28.306187,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:29.332953,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:30.422930,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:31.471096,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:32.479422,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:33.510948,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:34.544068,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 260.0)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:35.599476,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 350.0)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:36.609905,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 350.0)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:37.633012,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 350.0)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:38.683722,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 350.0)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:39.718959,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 350.0)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:40.741912,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 9.057142857142857)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:41.825579,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 13.0, 10.433333333333334)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:42.914555,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.4)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 14.5, 10.433333333333334)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:44.015923,"(61.0, 420.0, 240.0)","(16.0, 80.0, 71.07142857142857)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 14.5, 9.72)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:44.998154,"(61.0, 420.0, 240.0)","(16.0, 80.0, 71.07142857142857)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:46.070789,"(61.0, 420.0, 240.0)","(16.0, 80.0, 71.07142857142857)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:47.128865,"(61.0, 420.0, 240.0)","(16.0, 80.0, 71.07142857142857)","(1.35, 1.98, 1.5085714285714285)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:48.369006,"(61.0, 420.0, 240.0)","(16.0, 80.0, 71.07142857142857)","(1.35, 1.98, 1.54)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:49.475420,"(61.0, 420.0, 240.0)","(16.0, 80.0, 71.07142857142857)","(1.35, 1.98, 1.54)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 23.0, 12.285714285714286)"
09-01-2023 17:11:50.650461,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.5)","(1.35, 1.98, 1.54)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:11:52.028900,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.5)","(1.35, 1.98, 1.54)","(5.5, 9.8, 8.0)","(21.0, 90.0, 74.0)","(91.0, 610.0, 235.0)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:11:53.147829,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.5)","(1.35, 1.98, 1.54)","(5.5, 9.8, 8.0)","(21.0, 90.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:11:54.219521,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.5)","(1.35, 1.98, 1.54)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:11:55.272531,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.5)","(1.35, 1.98, 1.54)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:11:56.392519,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.5)","(1.35, 1.98, 1.54)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:11:57.446416,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.5)","(1.35, 1.98, 1.54)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:11:58.495678,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.5)","(1.35, 1.98, 1.54)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:11:59.558321,"(61.0, 420.0, 240.0)","(16.0, 80.0, 67.5)","(1.35, 1.97, 1.6099999999999999)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 350.0)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:12:00.666234,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.5)","(1.35, 1.97, 1.6099999999999999)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 350.0)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:12:01.807398,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.5)","(1.35, 1.97, 1.6099999999999999)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:12:02.968820,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.5)","(1.35, 1.97, 1.6099999999999999)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:12:04.135372,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.5)","(1.35, 1.97, 1.6099999999999999)","(5.5, 9.8, 8.0)","(21.0, 95.0, 55.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:12:05.326006,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.5)","(1.35, 1.97, 1.6099999999999999)","(5.5, 9.8, 8.0)","(21.0, 95.0, 70.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:12:06.438215,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.5)","(1.35, 1.97, 1.6099999999999999)","(5.5, 9.8, 8.0)","(21.0, 130.0, 70.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:12:07.570264,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.5)","(1.35, 1.97, 1.6099999999999999)","(5.5, 9.8, 8.0)","(21.0, 130.0, 70.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.72)","(9.0, 20.0, 15.25)"
09-01-2023 17:12:08.674736,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.5)","(1.35, 1.97, 1.6099999999999999)","(5.5, 9.8, 8.0)","(21.0, 130.0, 70.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 15.0, 9.271428571428572)","(9.0, 20.0, 15.25)"
09-01-2023 17:12:09.752078,"(61.0, 490.0, 275.0)","(16.0, 80.0, 67.5)","(1.35, 1.97, 1.6099999999999999)","(5.5, 9.8, 8.0)","(21.0, 130.0, 70.57142857142857)","(91.0, 610.0, 176.66666666666669)","(7.0, 14.5, 10.266666666666667)","(9.0, 20.0, 15.25)"
09-01-2023 17:12:10.852349,"(61.0, 500.0, 148.0)","(16.0, 80.0, 71.14285714285714)","(1.35, 1.97, 1.6099999999999999)","(5.5, 9.8, 8.0)","(21.0, 130.0, 54.36363636363637)","(91.0, 610.0, 350.0)","(7.0, 14.0, 10.266666666666667)","(9.0, 20.0, 15.25)"
09-01-2023 17:12:12.052158,"(61.0, 490.0, 275.0)","(16.0, 80.0, 71.14285714285714)","(1.35, 1.97, 1.6099999999999999)","(5.5, 9.8, 8.0)","(21.0, 130.0, 54.36363636363637)","(91.0, 610.0, 350.0)","(7.0, 14.0, 10.266666666666667)","(9.0, 20.0, 15.25)"
09-01-2023 17:12:13.184461,"(61.0, 490.0, 275.0)","(16.0, 80.0, 71.14285714285714)","(1.35, 1.97, 1.6099999999999999)","(5.5, 9.8, 8.0)","(21.0, 130.0, 54.36363636363637)","(91.0, 610.0, 350.0)","(7.0, 14.0, 10.266666666666667)","(9.0, 20.0, 15.25)"
09-01-2023 17:12:14.295823,"(61.0, 490.0, 275.0)","(16.0, 80.0, 71.14285714285714)","(1.35, 1.97, 1.6099999999999999)","(5.5, 9.8, 8.0)","(21.0, 130.0, 54.36363636363637)","(91.0, 610.0, 350.0)","(7.0, 14.0, 10.266666666666667)","(9.0, 20.0, 15.25)"
