,Oklahoma Heat,Mistys Fool,Dancing Devil,Gospel Buzz,Gamma Ray,Great Realization,Our Silver Temple,Georges Vision,Ears To Me
08-12-2022 13:21:38.257858,"(21.0, 46.0, 33.333333333333336)","(3.5, 4.0, 3.96)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:39.726764,"(21.0, 46.0, 36.5)","(3.5, 4.0, 3.96)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:41.104582,"(21.0, 46.0, 36.5)","(3.5, 4.0, 3.96)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 254.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:42.445216,"(21.0, 46.0, 36.5)","(3.5, 4.0, 3.96)","(3.0, 3.8, 3.5782608695652174)","(31.0, 690.0, 177.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:43.839288,"(21.0, 46.0, 36.5)","(3.5, 4.0, 3.96)","(3.0, 3.8, 3.5782608695652174)","(31.0, 600.0, 177.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:45.458286,"(21.0, 46.0, 36.5)","(3.5, 4.0, 3.96)","(3.0, 3.8, 3.5782608695652174)","(31.0, 600.0, 177.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:46.998397,"(21.0, 46.0, 36.5)","(3.5, 4.0, 3.966666666666667)","(3.0, 3.8, 3.5782608695652174)","(31.0, 600.0, 277.7142857142857)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:48.531830,"(21.0, 42.0, 30.75)","(3.5, 4.0, 3.966666666666667)","(3.0, 3.8, 3.5782608695652174)","(31.0, 600.0, 277.7142857142857)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:50.380241,"(21.0, 42.0, 30.75)","(3.5, 4.0, 3.966666666666667)","(3.0, 3.8, 3.5782608695652174)","(31.0, 600.0, 277.7142857142857)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.5, 13.75)","(8.5, 15.0, 14.0)"
08-12-2022 13:21:52.040104,"(21.0, 42.0, 30.75)","(3.5, 4.0, 3.966666666666667)","(3.0, 3.8, 3.5782608695652174)","(31.0, 600.0, 273.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.5, 13.75)","(8.5, 15.0, 14.666666666666666)"
08-12-2022 13:21:53.519685,"(21.0, 42.0, 30.75)","(3.5, 4.0, 3.966666666666667)","(3.0, 3.8, 3.5782608695652174)","(31.0, 510.0, 273.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.5, 13.75)","(8.5, 15.5, 14.666666666666666)"
08-12-2022 13:21:54.969499,"(21.0, 42.0, 30.0)","(3.5, 4.0, 3.966666666666667)","(3.0, 3.8, 3.5782608695652174)","(31.0, 510.0, 273.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.5, 13.0)","(8.5, 15.5, 14.666666666666666)"
08-12-2022 13:21:56.413577,"(21.0, 42.0, 30.0)","(3.5, 4.0, 3.966666666666667)","(3.0, 3.8, 3.5782608695652174)","(31.0, 510.0, 273.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.555555555555555)","(8.5, 15.5, 14.666666666666666)"
08-12-2022 13:21:57.836607,"(21.0, 42.0, 30.0)","(3.5, 4.0, 3.966666666666667)","(3.0, 3.8, 3.5782608695652174)","(31.0, 510.0, 273.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.555555555555555)","(8.5, 15.5, 14.666666666666666)"
08-12-2022 13:21:59.281347,"(21.0, 42.0, 30.0)","(3.5, 4.0, 4.05)","(3.0, 3.8, 3.5782608695652174)","(31.0, 510.0, 273.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.555555555555555)","(8.5, 15.5, 14.666666666666666)"
08-12-2022 13:22:00.724387,"(21.0, 42.0, 29.75)","(3.5, 4.1, 4.033333333333333)","(3.0, 3.8, 3.5782608695652174)","(31.0, 510.0, 273.0)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.555555555555555)","(8.5, 15.5, 14.666666666666666)"
08-12-2022 13:22:02.197660,"(21.0, 38.0, 29.75)","(3.5, 4.2, 4.033333333333333)","(3.0, 3.8, 3.5782608695652174)","(31.0, 510.0, 331.5)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.555555555555555)","(8.5, 15.5, 14.9)"
08-12-2022 13:22:03.693514,"(21.0, 38.0, 29.75)","(3.5, 4.2, 4.033333333333333)","(3.0, 3.8, 3.5782608695652174)","(31.0, 510.0, 331.5)","(8.0, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.555555555555555)","(8.5, 15.5, 14.9)"
08-12-2022 13:22:05.125811,"(21.0, 38.0, 29.75)","(3.5, 4.2, 4.033333333333333)","(3.0, 3.8, 3.5782608695652174)","(31.0, 510.0, 331.5)","(7.5, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.555555555555555)","(9.0, 15.5, 15.227272727272727)"
08-12-2022 13:22:06.586784,"(21.0, 38.0, 29.75)","(3.5, 4.2, 4.033333333333333)","(3.0, 3.8, 3.5782608695652174)","(31.0, 510.0, 306.85714285714283)","(7.5, 10.0, 9.84)","(26.0, 80.0, 50.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.0)","(9.0, 15.5, 15.166666666666666)"
08-12-2022 13:22:08.058466,"(21.0, 38.0, 29.75)","(3.5, 4.2, 4.033333333333333)","(3.0, 3.8, 3.6833333333333336)","(31.0, 510.0, 380.72727272727275)","(7.5, 10.0, 9.84)","(26.0, 80.0, 63.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 15.5, 15.3)"
08-12-2022 13:22:09.465278,"(21.0, 38.0, 35.0)","(3.5, 4.2, 4.033333333333333)","(3.0, 3.75, 3.6833333333333336)","(31.0, 510.0, 391.5)","(7.5, 10.0, 9.84)","(26.0, 80.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 15.5, 15.3)"
08-12-2022 13:22:10.944581,"(21.0, 40.0, 36.5)","(3.5, 4.2, 4.033333333333333)","(3.0, 3.75, 3.6833333333333336)","(31.0, 510.0, 391.5)","(7.5, 10.0, 9.84)","(26.0, 75.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 15.5, 15.3)"
08-12-2022 13:22:12.400272,"(21.0, 38.0, 36.5)","(3.5, 4.2, 4.1230769230769235)","(3.0, 3.75, 3.5100000000000002)","(31.0, 510.0, 367.8)","(7.5, 10.0, 9.815384615384616)","(26.0, 75.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 15.5, 15.3)"
08-12-2022 13:22:13.861375,"(21.0, 38.0, 36.5)","(3.5, 4.2, 4.1230769230769235)","(3.0, 3.75, 3.6333333333333333)","(31.0, 510.0, 273.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 75.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 15.5, 15.3)"
08-12-2022 13:22:15.191258,"(21.0, 42.0, 38.0)","(3.5, 4.2, 4.1230769230769235)","(3.0, 3.75, 3.6333333333333333)","(31.0, 510.0, 273.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 75.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 15.5, 15.3)"
08-12-2022 13:22:16.535791,"(21.0, 42.0, 38.0)","(3.5, 4.2, 4.128571428571429)","(3.0, 3.75, 3.6333333333333333)","(31.0, 510.0, 273.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 75.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 15.5, 15.3)"
08-12-2022 13:22:17.944036,"(21.0, 42.0, 37.0)","(3.5, 4.2, 4.128571428571429)","(3.0, 3.75, 3.628846153846154)","(31.0, 510.0, 346.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 75.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 15.5, 15.083333333333334)"
08-12-2022 13:22:19.358578,"(21.0, 42.0, 37.0)","(3.5, 4.2, 4.128571428571429)","(3.0, 3.75, 3.628846153846154)","(31.0, 500.0, 384.5)","(7.5, 10.0, 9.815384615384616)","(26.0, 75.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 15.5, 15.083333333333334)"
08-12-2022 13:22:20.774997,"(21.0, 42.0, 37.0)","(3.5, 4.2, 4.128571428571429)","(3.0, 3.75, 3.628846153846154)","(31.0, 500.0, 259.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 75.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 15.5, 15.083333333333334)"
08-12-2022 13:22:22.129561,"(21.0, 42.0, 37.0)","(3.5, 4.2, 4.04)","(3.0, 3.75, 3.628846153846154)","(31.0, 480.0, 362.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 75.0, 75.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 15.5, 15.083333333333334)"
08-12-2022 13:22:23.578608,"(21.0, 42.0, 39.5)","(3.5, 4.2, 4.04)","(3.0, 3.75, 3.628846153846154)","(31.0, 470.0, 362.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 90.0, 65.5)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 15.5, 15.083333333333334)"
08-12-2022 13:22:24.975699,"(21.0, 42.0, 39.5)","(3.5, 4.2, 4.04)","(3.0, 3.75, 3.628846153846154)","(31.0, 470.0, 362.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 85.0, 65.5)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 15.5, 15.083333333333334)"
08-12-2022 13:22:26.476817,"(21.0, 42.0, 39.5)","(3.5, 4.2, 4.04)","(3.0, 3.75, 3.683333333333333)","(31.0, 470.0, 362.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 85.0, 68.66666666666667)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 15.5, 15.125)"
08-12-2022 13:22:27.985856,"(21.0, 42.0, 39.5)","(3.5, 4.2, 4.04)","(3.0, 3.75, 3.5473684210526315)","(31.0, 470.0, 362.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 80.0, 65.5)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.285714285714286)","(9.0, 15.5, 14.333333333333334)"
08-12-2022 13:22:29.500099,"(21.0, 42.0, 39.5)","(3.5, 4.2, 4.04)","(3.0, 3.75, 3.5575)","(31.0, 470.0, 362.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 85.0, 65.5)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.5)","(9.0, 15.0, 14.333333333333334)"
08-12-2022 13:22:30.965236,"(21.0, 42.0, 39.5)","(3.5, 4.2, 4.04)","(3.0, 3.75, 3.5575)","(31.0, 470.0, 362.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 85.0, 75.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.5)","(9.0, 15.0, 14.333333333333334)"
08-12-2022 13:22:33.159425,"(21.0, 42.0, 41.6)","(3.5, 4.2, 4.04)","(3.0, 3.75, 3.5575)","(31.0, 470.0, 253.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 90.0, 72.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.5)","(9.0, 15.0, 14.333333333333334)"
08-12-2022 13:22:35.078069,"(21.0, 48.0, 39.714285714285715)","(3.5, 4.2, 4.04)","(3.0, 3.75, 3.5575)","(31.0, 470.0, 253.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 85.0, 68.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 12.75)","(9.0, 15.0, 14.333333333333334)"
08-12-2022 13:22:36.881176,"(21.0, 50.0, 33.333333333333336)","(3.5, 4.2, 4.04)","(3.0, 3.75, 3.508620689655172)","(31.0, 470.0, 253.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 90.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 12.75)","(9.0, 14.5, 14.0)"
08-12-2022 13:22:38.691623,"(21.0, 46.0, 33.333333333333336)","(3.5, 4.2, 4.04)","(3.0, 3.75, 3.535)","(31.0, 470.0, 253.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 80.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 12.75)","(9.0, 14.5, 14.0)"
08-12-2022 13:22:40.461735,"(21.0, 46.0, 33.333333333333336)","(3.5, 4.2, 4.04)","(3.0, 3.7, 3.535)","(31.0, 470.0, 253.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 80.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 12.75)","(9.0, 14.5, 14.227272727272727)"
08-12-2022 13:22:42.102400,"(21.0, 46.0, 33.333333333333336)","(3.5, 4.2, 4.04)","(3.0, 3.7, 3.517391304347826)","(31.0, 470.0, 253.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 80.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 12.75)","(9.0, 14.5, 14.071428571428571)"
08-12-2022 13:22:43.748614,"(21.0, 46.0, 33.333333333333336)","(3.5, 4.2, 4.04)","(3.0, 3.7, 3.517391304347826)","(31.0, 470.0, 253.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 80.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 12.833333333333334)","(9.0, 14.5, 14.071428571428571)"
08-12-2022 13:22:45.270245,"(21.0, 46.0, 33.333333333333336)","(3.5, 4.2, 4.05)","(3.0, 3.7, 3.517391304347826)","(31.0, 470.0, 253.0)","(7.5, 10.0, 9.815384615384616)","(26.0, 80.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.5, 13.0)","(9.0, 14.5, 13.625)"
08-12-2022 13:22:46.763829,"(21.0, 46.0, 31.75)","(3.5, 4.2, 4.05)","(3.0, 3.7, 3.517391304347826)","(31.0, 470.0, 296.4)","(7.5, 10.0, 9.815384615384616)","(26.0, 80.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.0)","(9.0, 14.0, 13.375)"
08-12-2022 13:22:48.262289,"(21.0, 46.0, 31.75)","(3.5, 4.2, 4.05)","(3.0, 3.7, 3.484375)","(31.0, 470.0, 296.4)","(7.5, 10.0, 9.815384615384616)","(26.0, 80.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.0)","(9.0, 14.0, 13.285714285714286)"
08-12-2022 13:22:49.788590,"(21.0, 46.0, 31.75)","(3.5, 4.2, 4.003030303030303)","(3.0, 3.7, 3.484375)","(31.0, 470.0, 296.4)","(7.5, 10.0, 9.815384615384616)","(26.0, 80.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.0)","(9.0, 14.0, 13.5)"
08-12-2022 13:22:51.237040,"(21.0, 46.0, 30.8)","(3.5, 4.1, 4.033333333333333)","(3.0, 3.7, 3.484375)","(31.0, 470.0, 296.4)","(7.5, 10.0, 9.815384615384616)","(26.0, 80.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.0)","(9.0, 14.0, 13.285714285714286)"
08-12-2022 13:22:52.625027,"(21.0, 46.0, 29.428571428571427)","(3.5, 4.1, 4.033333333333333)","(3.0, 3.7, 3.484375)","(31.0, 470.0, 296.4)","(7.5, 10.0, 10.258823529411764)","(26.0, 80.0, 65.33333333333333)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 14.0, 12.75)"
08-12-2022 13:22:53.979962,"(21.0, 44.0, 28.857142857142858)","(3.5, 4.1, 4.033333333333333)","(3.0, 3.7, 3.484375)","(31.0, 470.0, 296.4)","(7.5, 11.0, 10.128571428571428)","(26.0, 80.0, 49.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 13.5, 12.75)"
08-12-2022 13:22:55.321572,"(21.0, 40.0, 31.333333333333332)","(3.5, 4.1, 4.033333333333333)","(3.0, 3.7, 3.47741935483871)","(31.0, 470.0, 296.4)","(7.5, 10.5, 10.128571428571428)","(26.0, 75.0, 53.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 13.5, 12.75)"
08-12-2022 13:22:56.629149,"(21.0, 40.0, 31.333333333333332)","(3.5, 4.1, 4.033333333333333)","(3.0, 3.7, 3.517391304347826)","(31.0, 470.0, 296.4)","(7.5, 10.5, 10.252380952380953)","(26.0, 70.0, 53.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.0)","(9.0, 13.5, 12.75)"
08-12-2022 13:22:57.987035,"(21.0, 40.0, 31.333333333333332)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.4692307692307693)","(31.0, 470.0, 296.4)","(7.5, 10.5, 10.06)","(26.0, 70.0, 53.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 13.5, 13.078947368421053)","(9.0, 13.5, 12.75)"
08-12-2022 13:22:59.220265,"(21.0, 40.0, 31.333333333333332)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.4692307692307693)","(31.0, 470.0, 296.4)","(7.5, 10.5, 10.06)","(26.0, 70.0, 53.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.5, 12.625)","(9.0, 13.5, 12.75)"
08-12-2022 13:23:00.530148,"(21.0, 40.0, 31.333333333333332)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.4692307692307693)","(31.0, 470.0, 296.4)","(7.5, 10.5, 9.85)","(26.0, 70.0, 53.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.5, 13.25)","(9.0, 13.5, 12.666666666666666)"
08-12-2022 13:23:01.858715,"(21.0, 38.0, 29.75)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.4692307692307693)","(31.0, 470.0, 296.4)","(7.5, 10.0, 9.85)","(26.0, 70.0, 53.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.25)","(9.0, 13.0, 12.666666666666666)"
08-12-2022 13:23:03.320700,"(21.0, 38.0, 28.625)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.4692307692307693)","(31.0, 470.0, 253.0)","(7.5, 10.0, 9.68)","(26.0, 70.0, 53.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.25)","(9.0, 13.0, 12.666666666666666)"
08-12-2022 13:23:04.743988,"(21.0, 40.0, 28.625)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.4692307692307693)","(31.0, 470.0, 253.0)","(7.5, 10.0, 9.68)","(26.0, 70.0, 52.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.25)","(9.0, 13.0, 12.666666666666666)"
08-12-2022 13:23:06.108349,"(21.0, 40.0, 27.75)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.4692307692307693)","(31.0, 470.0, 397.66666666666663)","(7.5, 10.0, 9.68)","(26.0, 70.0, 53.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.25)","(9.0, 13.0, 12.666666666666666)"
08-12-2022 13:23:07.443234,"(21.0, 40.0, 27.75)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.475)","(31.0, 470.0, 397.66666666666663)","(7.5, 10.0, 9.68)","(26.0, 70.0, 53.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.25)","(9.0, 13.0, 12.666666666666666)"
08-12-2022 13:23:08.821990,"(21.0, 40.0, 27.75)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.475)","(31.0, 470.0, 397.66666666666663)","(7.5, 10.0, 10.364705882352942)","(26.0, 70.0, 54.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 12.892857142857142)","(9.0, 13.0, 12.277777777777779)"
08-12-2022 13:23:10.264929,"(21.0, 40.0, 27.75)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.475)","(31.0, 470.0, 253.0)","(7.5, 11.0, 10.153333333333332)","(26.0, 70.0, 54.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.5, 12.892857142857142)","(9.0, 12.5, 12.277777777777779)"
08-12-2022 13:23:11.718981,"(21.0, 40.0, 27.75)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.475)","(31.0, 470.0, 253.0)","(7.5, 10.5, 10.153333333333332)","(26.0, 70.0, 53.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.5, 12.892857142857142)","(9.0, 12.5, 12.277777777777779)"
08-12-2022 13:23:13.065513,"(21.0, 40.0, 30.666666666666668)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.475)","(31.0, 470.0, 253.0)","(7.5, 10.5, 10.153333333333332)","(26.0, 70.0, 53.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.5, 12.892857142857142)","(9.0, 12.5, 12.277777777777779)"
08-12-2022 13:23:14.423208,"(21.0, 40.0, 30.666666666666668)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.475)","(31.0, 470.0, 253.0)","(7.5, 10.5, 9.633333333333333)","(26.0, 70.0, 53.0)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.5, 13.25)","(9.0, 12.5, 12.277777777777779)"
08-12-2022 13:23:15.704732,"(21.0, 40.0, 30.666666666666668)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.475)","(31.0, 470.0, 253.0)","(7.5, 10.5, 9.766666666666667)","(26.0, 70.0, 62.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.25)","(9.0, 12.5, 12.277777777777779)"
08-12-2022 13:23:16.998158,"(21.0, 40.0, 36.8)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.475)","(31.0, 470.0, 253.0)","(7.5, 10.5, 9.766666666666667)","(26.0, 70.0, 62.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.25)","(9.0, 12.5, 14.5625)"
08-12-2022 13:23:18.352991,"(21.0, 40.0, 36.8)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.484375)","(31.0, 470.0, 296.4)","(7.5, 10.0, 9.84)","(26.0, 70.0, 62.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.25)","(9.0, 15.0, 13.5)"
08-12-2022 13:23:19.679419,"(21.0, 40.0, 36.8)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.484375)","(31.0, 470.0, 296.4)","(7.5, 10.5, 10.225)","(26.0, 70.0, 62.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.25)","(9.0, 15.0, 13.5)"
08-12-2022 13:23:20.998890,"(21.0, 40.0, 35.0)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.484375)","(31.0, 470.0, 296.4)","(7.5, 10.5, 10.225)","(26.0, 70.0, 62.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.25)","(9.0, 15.0, 13.5)"
08-12-2022 13:23:22.360721,"(21.0, 40.0, 35.0)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.484375)","(31.0, 470.0, 296.4)","(7.5, 10.5, 10.17)","(26.0, 70.0, 62.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.09375)","(9.0, 15.0, 13.5)"
08-12-2022 13:23:23.623264,"(21.0, 40.0, 35.0)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.484375)","(31.0, 470.0, 296.4)","(7.5, 10.5, 10.17)","(26.0, 70.0, 62.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.5, 13.09375)","(9.0, 15.0, 13.5)"
08-12-2022 13:23:24.935397,"(21.0, 40.0, 35.0)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.484375)","(31.0, 470.0, 296.4)","(7.5, 10.5, 9.9)","(26.0, 70.0, 62.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.5, 13.25)","(9.0, 15.0, 12.833333333333334)"
08-12-2022 13:23:26.211927,"(21.0, 40.0, 35.0)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.517391304347826)","(31.0, 470.0, 296.4)","(7.5, 10.5, 9.9)","(26.0, 70.0, 62.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.25)","(9.0, 14.5, 12.833333333333334)"
08-12-2022 13:23:27.525764,"(21.0, 40.0, 35.0)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.49)","(31.0, 470.0, 296.4)","(7.5, 10.5, 9.9)","(26.0, 70.0, 62.666666666666664)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.25)","(9.0, 14.5, 12.833333333333334)"
08-12-2022 13:23:28.945733,"(21.0, 40.0, 35.0)","(3.5, 4.1, 4.05)","(3.0, 3.7, 3.49)","(31.0, 470.0, 195.0)","(7.5, 10.5, 9.9)","(26.0, 70.0, 72.66666666666667)","(5.0, 7.2, 6.9714285714285715)","(10.0, 14.0, 13.25)","(9.0, 14.5, 12.833333333333334)"
