,Come Along Jeffrey,Pythagoras,Sir Maximus,Francine,Zion,A Good Yarn,Dance Of Thunder,Outstanding Reward,Sugar And Sweet,Fabians Spirit,Snappy Lil Thing
08-12-2022 15:43:06.629476,"(3.4, 5.2, 4.881818181818182)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 16.291666666666668)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.321428571428571)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 51.5)","(26.0, 55.0, 50.75)"
08-12-2022 15:43:08.215783,"(3.4, 5.1, 4.885714285714285)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 16.291666666666668)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.321428571428571)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 51.5)","(26.0, 55.0, 50.75)"
08-12-2022 15:43:09.836374,"(3.4, 5.1, 4.885714285714285)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 16.291666666666668)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.321428571428571)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 51.5)","(26.0, 55.0, 50.75)"
08-12-2022 15:43:11.469969,"(3.4, 5.1, 4.885714285714285)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 16.291666666666668)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.321428571428571)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 51.5)","(26.0, 55.0, 50.75)"
08-12-2022 15:43:13.139917,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 16.291666666666668)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.321428571428571)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 51.5)","(26.0, 55.0, 50.75)"
08-12-2022 15:43:14.805870,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 16.291666666666668)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.5)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 51.5)","(26.0, 55.0, 50.75)"
08-12-2022 15:43:16.461144,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 16.291666666666668)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.75)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 50.333333333333336)","(26.0, 55.0, 46.5)"
08-12-2022 15:43:18.108167,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 16.291666666666668)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.75)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 50.333333333333336)","(26.0, 55.0, 39.8)"
08-12-2022 15:43:19.726656,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 16.291666666666668)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.75)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 50.333333333333336)","(26.0, 55.0, 39.8)"
08-12-2022 15:43:21.292793,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 14.9)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.75)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 50.333333333333336)","(26.0, 55.0, 39.8)"
08-12-2022 15:43:22.898475,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 14.9)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.75)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 50.333333333333336)","(26.0, 55.0, 40.666666666666664)"
08-12-2022 15:43:24.450893,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 14.9)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.75)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 50.333333333333336)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:26.003940,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 14.9)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.75)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 50.333333333333336)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:27.478539,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 14.9)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.75)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 50.333333333333336)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:28.940209,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 14.9)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.75)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 50.333333333333336)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:30.467493,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 14.9)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.75)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 50.333333333333336)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:32.021264,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.0, 11.866666666666667)","(11.0, 16.5, 14.785714285714286)","(11.0, 15.0, 14.208333333333334)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 13.75)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 50.333333333333336)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:33.625682,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.0, 12.11111111111111)","(11.0, 16.5, 14.785714285714286)","(11.0, 15.0, 14.227272727272727)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:35.167553,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.11111111111111)","(11.0, 16.5, 14.785714285714286)","(11.0, 15.0, 14.227272727272727)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:36.694745,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.0625)","(11.0, 16.5, 14.785714285714286)","(11.0, 15.0, 14.227272727272727)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:38.086332,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.0625)","(11.0, 16.5, 14.785714285714286)","(11.0, 15.0, 14.227272727272727)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:39.523840,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.0625)","(11.0, 16.5, 14.785714285714286)","(11.0, 15.0, 14.227272727272727)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:40.979425,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.0625)","(11.0, 16.5, 14.785714285714286)","(11.0, 15.0, 14.227272727272727)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:42.438192,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.1)","(11.0, 16.5, 15.0)","(11.0, 15.0, 14.227272727272727)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:43.958212,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.1)","(11.0, 16.5, 15.0)","(11.0, 15.0, 14.227272727272727)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:45.466740,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.1)","(11.0, 16.5, 15.0)","(11.0, 15.0, 14.227272727272727)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:46.992702,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.1)","(11.0, 16.5, 15.0)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:48.538286,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.1)","(11.0, 16.0, 14.714285714285714)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:50.106883,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.1)","(11.0, 16.0, 14.714285714285714)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:43:51.558706,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.1)","(11.0, 16.0, 14.714285714285714)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.75)"
08-12-2022 15:43:53.079867,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.1)","(11.0, 16.0, 14.714285714285714)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:43:54.730163,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.1)","(11.0, 16.0, 14.5)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.6692307692307695)","(11.0, 14.5, 14.055555555555555)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:43:56.619956,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.5)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:43:58.361085,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.5)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:43:59.887383,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.5)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:44:01.374713,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:44:02.856493,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:44:04.359004,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:44:05.842061,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:44:07.257600,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:44:08.730126,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:44:10.232062,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 15.5, 15.0)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:44:11.684634,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 15.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:44:13.204365,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 18.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:44:14.662105,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 18.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:44:16.127965,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 18.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:44:17.577143,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 18.5, 15.038461538461538)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.75)"
08-12-2022 15:44:19.084387,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 18.5, 15.5)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 55.0, 40.666666666666664)"
08-12-2022 15:44:20.521552,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 18.0, 16.1)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:44:22.001180,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 17.5, 16.1)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:44:23.492040,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 17.5, 16.1)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:44:25.000763,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 17.5, 16.1)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:44:26.392336,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 17.5, 16.1)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:44:27.780700,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 17.5, 15.75)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:44:29.173944,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 17.5, 15.75)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:44:30.537280,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 17.5, 15.75)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:44:31.880828,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 17.5, 15.75)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:44:33.208834,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 17.5, 15.75)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:44:34.522471,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 17.5, 15.75)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:44:35.845077,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 17.5, 15.75)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:44:37.138301,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 17.5, 15.75)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.166666666666666)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:44:38.529198,"(3.4, 5.1, 4.928571428571429)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 17.5, 15.75)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.558823529411764)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
08-12-2022 15:44:39.831044,"(3.4, 5.1, 4.963636363636363)","(10.0, 12.5, 12.25)","(11.0, 15.5, 14.3)","(11.0, 15.0, 14.055555555555555)","(4.0, 4.7, 4.683333333333334)","(11.0, 14.5, 13.5)","(10.0, 17.5, 15.75)","(7.5, 9.6, 9.525)","(13.0, 16.0, 15.625)","(51.0, 55.0, 52.8)","(26.0, 50.0, 40.666666666666664)"
