,Secret Reaction,Miss Boudica,Altair Star,Special Lady,Good Day Sunshine Nz,Dont Look,Eye Better,Foxy Rose,Bramante Steps,Caruba
10-01-2023 18:46:29.360174,"(15.0, 46.0, 43.0)","(1.3, 1.38, 1.35125)","(81.0, 140.0, 122.5)","(5.0, 11.0, 10.781818181818183)","(9.0, 99999, 99990)","(21.0, 40.0, 31.894736842105264)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 85.0, 64.16666666666667)"
10-01-2023 18:46:30.562256,"(15.0, 46.0, 43.0)","(1.3, 1.37, 1.3325)","(81.0, 160.0, 122.5)","(5.0, 12.5, 10.9)","(9.0, 99999, 99990)","(21.0, 40.0, 31.894736842105264)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 85.0, 64.16666666666667)"
10-01-2023 18:46:31.755666,"(15.0, 46.0, 43.0)","(1.3, 1.37, 1.3325)","(81.0, 160.0, 120.0)","(5.0, 12.0, 10.533333333333333)","(9.0, 99999, 99990)","(21.0, 40.0, 35.0)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 85.0, 64.16666666666667)"
10-01-2023 18:46:32.943895,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3360869565217393)","(81.0, 160.0, 120.0)","(5.0, 12.0, 10.533333333333333)","(9.0, 99999, 99990)","(21.0, 38.0, 33.90909090909091)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 85.0, 66.25)"
10-01-2023 18:46:34.098946,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3360869565217393)","(81.0, 160.0, 120.0)","(5.0, 12.0, 10.533333333333333)","(9.0, 99999, 99990)","(21.0, 38.0, 33.90909090909091)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 85.0, 66.25)"
10-01-2023 18:46:35.357457,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3410344827586207)","(81.0, 160.0, 120.0)","(5.0, 12.0, 11.216666666666667)","(9.0, 99999, 99990)","(21.0, 38.0, 33.90909090909091)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 85.0, 66.25)"
10-01-2023 18:46:36.666309,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3433333333333335)","(81.0, 160.0, 120.0)","(5.0, 11.5, 11.216666666666667)","(9.0, 99999, 99990)","(21.0, 38.0, 35.0)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 85.0, 65.0)"
10-01-2023 18:46:37.892130,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3341176470588236)","(81.0, 160.0, 106.66666666666667)","(5.0, 11.5, 11.216666666666667)","(9.0, 99999, 99990)","(21.0, 38.0, 35.0)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 85.0, 65.0)"
10-01-2023 18:46:39.192013,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3341176470588236)","(81.0, 150.0, 103.33333333333333)","(5.0, 11.5, 11.216666666666667)","(9.0, 99999, 99990)","(21.0, 38.0, 35.0)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 85.0, 65.0)"
10-01-2023 18:46:40.420974,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3341176470588236)","(81.0, 150.0, 103.33333333333333)","(5.0, 11.5, 11.216666666666667)","(9.0, 99999, 99990)","(21.0, 38.0, 35.0)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 85.0, 65.0)"
10-01-2023 18:46:41.641827,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3341176470588236)","(81.0, 150.0, 115.0)","(5.0, 11.5, 10.8)","(9.0, 99999, 99990)","(21.0, 38.0, 35.92307692307692)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 85.0, 65.0)"
10-01-2023 18:46:42.838022,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3408695652173914)","(81.0, 150.0, 115.0)","(5.0, 11.0, 10.8)","(9.0, 99999, 99990)","(21.0, 38.0, 35.92307692307692)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 85.0, 65.0)"
10-01-2023 18:46:44.139302,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3408695652173914)","(81.0, 150.0, 125.0)","(5.0, 11.0, 10.8)","(9.0, 99999, 99990)","(21.0, 38.0, 35.92307692307692)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 85.0, 65.0)"
10-01-2023 18:46:45.643866,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3408695652173914)","(81.0, 150.0, 125.0)","(5.0, 11.0, 10.8)","(9.0, 99999, 99990)","(21.0, 38.0, 35.92307692307692)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 85.0, 65.0)"
10-01-2023 18:46:46.955402,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3408695652173914)","(81.0, 150.0, 124.0)","(5.0, 11.0, 10.8)","(9.0, 99999, 99990)","(21.0, 38.0, 31.129032258064516)","(21.0, 55.0, 43.333333333333336)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 110.0, 78.75)"
10-01-2023 18:46:48.301701,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3408695652173914)","(81.0, 150.0, 124.0)","(5.0, 11.0, 10.383333333333333)","(9.0, 99999, 99990)","(21.0, 40.0, 31.129032258064516)","(21.0, 50.0, 43.333333333333336)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 110.0, 84.0)"
10-01-2023 18:46:49.734457,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.347777777777778)","(81.0, 150.0, 124.0)","(5.0, 10.5, 10.383333333333333)","(9.0, 99999, 99990)","(21.0, 40.0, 31.129032258064516)","(21.0, 50.0, 43.333333333333336)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 100.0, 81.0)"
10-01-2023 18:46:51.283363,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3466666666666667)","(81.0, 150.0, 120.0)","(5.0, 10.5, 10.383333333333333)","(9.0, 99999, 99990)","(21.0, 40.0, 31.129032258064516)","(21.0, 50.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 95.0, 81.0)"
10-01-2023 18:46:52.527802,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.3466666666666667)","(81.0, 150.0, 120.0)","(5.0, 10.5, 10.383333333333333)","(9.0, 99999, 99990)","(21.0, 40.0, 31.129032258064516)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 95.0, 81.0)"
10-01-2023 18:46:53.825402,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.343076923076923)","(81.0, 150.0, 120.0)","(5.0, 10.5, 10.383333333333333)","(9.0, 99999, 99990)","(21.0, 40.0, 31.129032258064516)","(21.0, 55.0, 45.0)","(71.0, 140.0, 106.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 95.0, 81.0)"
10-01-2023 18:46:55.073967,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.34)","(81.0, 150.0, 120.0)","(5.0, 10.5, 10.8)","(9.0, 99999, 99990)","(21.0, 40.0, 31.129032258064516)","(21.0, 55.0, 45.0)","(71.0, 140.0, 98.33333333333333)","(71.0, 190.0, 130.0)","(31.0, 95.0, 81.0)"
10-01-2023 18:46:56.320803,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.34)","(81.0, 150.0, 120.0)","(5.0, 14.0, 12.5)","(9.0, 99999, 99990)","(21.0, 40.0, 31.129032258064516)","(21.0, 55.0, 45.0)","(71.0, 140.0, 98.33333333333333)","(71.0, 190.0, 130.0)","(31.0, 95.0, 81.0)"
10-01-2023 18:46:57.530403,"(15.0, 46.0, 43.0)","(1.3, 1.36, 1.336923076923077)","(81.0, 150.0, 120.0)","(5.0, 13.0, 11.153846153846153)","(9.0, 99999, 99990)","(21.0, 40.0, 35.75)","(21.0, 55.0, 45.0)","(71.0, 140.0, 98.33333333333333)","(71.0, 190.0, 130.0)","(31.0, 95.0, 97.5)"
10-01-2023 18:46:58.723623,"(15.0, 46.0, 41.2)","(1.3, 1.36, 1.336923076923077)","(81.0, 150.0, 120.0)","(5.0, 13.0, 11.25)","(9.0, 99999, 99990)","(21.0, 38.0, 35.75)","(21.0, 55.0, 45.0)","(71.0, 140.0, 98.33333333333333)","(71.0, 190.0, 130.0)","(31.0, 110.0, 97.5)"
10-01-2023 18:46:59.924563,"(15.0, 46.0, 41.2)","(1.3, 1.36, 1.336923076923077)","(81.0, 150.0, 120.0)","(5.0, 13.0, 11.25)","(9.0, 99999, 99990)","(21.0, 38.0, 35.75)","(21.0, 55.0, 45.0)","(71.0, 140.0, 98.33333333333333)","(71.0, 190.0, 130.0)","(31.0, 110.0, 97.5)"
10-01-2023 18:47:01.174177,"(15.0, 46.0, 41.2)","(1.3, 1.36, 1.336923076923077)","(81.0, 150.0, 120.0)","(5.0, 13.0, 11.11111111111111)","(9.0, 99999, 99990)","(21.0, 38.0, 34.25)","(21.0, 55.0, 45.0)","(71.0, 140.0, 98.33333333333333)","(71.0, 190.0, 130.0)","(31.0, 110.0, 93.125)"
10-01-2023 18:47:02.392332,"(15.0, 44.0, 41.5)","(1.3, 1.36, 1.3325714285714287)","(81.0, 140.0, 110.0)","(5.0, 12.0, 10.833333333333334)","(9.0, 99999, 99990)","(21.0, 36.0, 34.25)","(21.0, 55.0, 45.0)","(71.0, 140.0, 120.0)","(71.0, 190.0, 130.0)","(31.0, 110.0, 90.0)"
10-01-2023 18:47:03.629644,"(15.0, 44.0, 38.0)","(1.3, 1.36, 1.336923076923077)","(81.0, 140.0, 110.0)","(5.0, 12.0, 10.833333333333334)","(9.0, 99999, 99990)","(21.0, 36.0, 34.25)","(21.0, 55.0, 45.0)","(71.0, 150.0, 110.0)","(71.0, 190.0, 130.0)","(31.0, 100.0, 97.14285714285714)"
10-01-2023 18:47:04.861111,"(15.0, 44.0, 38.0)","(1.3, 1.36, 1.336923076923077)","(81.0, 140.0, 110.0)","(5.0, 12.0, 11.11111111111111)","(9.0, 99999, 99990)","(21.0, 36.0, 34.25)","(21.0, 55.0, 45.0)","(71.0, 150.0, 110.0)","(71.0, 190.0, 130.0)","(31.0, 110.0, 97.14285714285714)"
10-01-2023 18:47:06.119939,"(15.0, 44.0, 38.0)","(1.3, 1.36, 1.336923076923077)","(81.0, 140.0, 110.0)","(5.0, 12.0, 10.833333333333334)","(9.0, 99999, 99990)","(21.0, 36.0, 34.25)","(21.0, 55.0, 45.0)","(71.0, 150.0, 110.0)","(71.0, 190.0, 130.0)","(31.0, 110.0, 93.125)"
10-01-2023 18:47:07.362558,"(15.0, 44.0, 38.0)","(1.3, 1.36, 1.3281481481481483)","(81.0, 140.0, 102.5)","(5.0, 12.0, 10.833333333333334)","(9.0, 99999, 99990)","(21.0, 36.0, 34.25)","(21.0, 55.0, 45.0)","(71.0, 150.0, 110.0)","(71.0, 190.0, 130.0)","(31.0, 110.0, 93.125)"
10-01-2023 18:47:08.535574,"(15.0, 44.0, 38.0)","(1.3, 1.36, 1.3281481481481483)","(81.0, 140.0, 101.42857142857143)","(5.0, 12.0, 11.25)","(9.0, 99999, 99990)","(21.0, 36.0, 31.0625)","(21.0, 55.0, 45.0)","(71.0, 150.0, 110.0)","(71.0, 190.0, 130.0)","(31.0, 110.0, 93.33333333333333)"
10-01-2023 18:47:09.704330,"(15.0, 44.0, 38.61538461538461)","(1.3, 1.36, 1.3281481481481483)","(81.0, 130.0, 103.33333333333333)","(5.0, 12.0, 11.25)","(9.0, 99999, 99990)","(21.0, 40.0, 31.0625)","(21.0, 55.0, 45.0)","(71.0, 150.0, 110.0)","(71.0, 190.0, 130.0)","(31.0, 110.0, 93.33333333333333)"
10-01-2023 18:47:10.836328,"(15.0, 44.0, 38.61538461538461)","(1.3, 1.36, 1.3281481481481483)","(81.0, 130.0, 103.33333333333333)","(5.0, 12.0, 11.142857142857142)","(9.0, 99999, 99990)","(21.0, 40.0, 31.0625)","(21.0, 55.0, 45.0)","(71.0, 150.0, 110.0)","(71.0, 190.0, 130.0)","(31.0, 110.0, 76.25)"
10-01-2023 18:47:12.048841,"(15.0, 44.0, 38.61538461538461)","(1.3, 1.36, 1.3281481481481483)","(81.0, 130.0, 103.33333333333333)","(5.0, 12.0, 11.333333333333334)","(9.0, 99999, 99990)","(21.0, 40.0, 34.4)","(21.0, 55.0, 45.0)","(71.0, 150.0, 110.0)","(71.0, 190.0, 130.0)","(31.0, 110.0, 76.25)"
10-01-2023 18:47:13.233164,"(15.0, 44.0, 38.61538461538461)","(1.3, 1.36, 1.3275862068965518)","(81.0, 130.0, 105.0)","(5.0, 11.5, 11.0)","(9.0, 99999, 99990)","(21.0, 38.0, 34.4)","(21.0, 55.0, 45.0)","(71.0, 130.0, 116.66666666666667)","(71.0, 190.0, 130.0)","(31.0, 110.0, 76.25)"
10-01-2023 18:47:14.385795,"(15.0, 44.0, 38.0)","(1.3, 1.36, 1.3275862068965518)","(81.0, 120.0, 105.0)","(5.0, 11.5, 11.0)","(9.0, 99999, 99990)","(21.0, 38.0, 34.44444444444444)","(21.0, 55.0, 45.0)","(71.0, 130.0, 105.0)","(71.0, 190.0, 130.0)","(31.0, 110.0, 76.25)"
10-01-2023 18:47:15.556900,"(15.0, 44.0, 38.0)","(1.3, 1.36, 1.3275862068965518)","(81.0, 120.0, 108.33333333333333)","(5.0, 11.5, 10.666666666666666)","(9.0, 99999, 99990)","(21.0, 38.0, 34.0)","(21.0, 55.0, 45.0)","(71.0, 120.0, 105.0)","(71.0, 190.0, 130.0)","(31.0, 110.0, 76.25)"
10-01-2023 18:47:16.682389,"(12.0, 44.0, 38.0)","(1.3, 1.35, 1.326)","(101.0, 120.0, 108.33333333333333)","(5.0, 11.0, 10.666666666666666)","(9.0, 99999, 99990)","(21.0, 38.0, 32.30769230769231)","(21.0, 55.0, 45.0)","(71.0, 120.0, 105.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 80.0)"
10-01-2023 18:47:17.945135,"(12.0, 44.0, 38.0)","(1.3, 1.35, 1.326)","(101.0, 120.0, 100.0)","(5.0, 11.0, 10.666666666666666)","(9.0, 99999, 99990)","(21.0, 40.0, 32.30769230769231)","(21.0, 55.0, 45.0)","(71.0, 120.0, 105.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 82.5)"
10-01-2023 18:47:19.214915,"(12.0, 44.0, 38.0)","(1.3, 1.35, 1.326)","(101.0, 110.0, 100.0)","(5.0, 11.0, 10.666666666666666)","(9.0, 99999, 99990)","(21.0, 40.0, 32.30769230769231)","(21.0, 55.0, 45.0)","(71.0, 120.0, 105.0)","(81.0, 190.0, 130.0)","(41.0, 100.0, 82.5)"
10-01-2023 18:47:20.387905,"(12.0, 44.0, 38.0)","(1.3, 1.35, 1.326)","(101.0, 110.0, 100.0)","(5.0, 11.0, 12.0)","(9.0, 99999, 99990)","(21.0, 40.0, 32.30769230769231)","(21.0, 55.0, 45.0)","(71.0, 120.0, 105.0)","(81.0, 190.0, 130.0)","(41.0, 100.0, 82.5)"
10-01-2023 18:47:21.569407,"(12.0, 44.0, 38.0)","(1.3, 1.35, 1.326)","(101.0, 110.0, 99.28571428571429)","(5.0, 13.5, 11.523076923076923)","(9.0, 99999, 99990)","(21.0, 40.0, 32.30769230769231)","(21.0, 55.0, 45.0)","(71.0, 120.0, 105.0)","(81.0, 190.0, 130.0)","(41.0, 100.0, 95.0)"
10-01-2023 18:47:22.720353,"(12.0, 44.0, 38.0)","(1.3, 1.35, 1.326)","(101.0, 110.0, 102.5)","(5.0, 13.0, 11.523076923076923)","(9.0, 99999, 99990)","(21.0, 40.0, 33.2)","(21.0, 55.0, 45.0)","(71.0, 120.0, 105.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 95.0)"
10-01-2023 18:47:23.868744,"(12.0, 44.0, 38.0)","(1.3, 1.35, 1.326)","(101.0, 110.0, 98.0)","(5.0, 13.0, 10.857142857142858)","(9.0, 99999, 99990)","(21.0, 38.0, 33.2)","(21.0, 55.0, 45.0)","(71.0, 120.0, 105.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 95.0)"
10-01-2023 18:47:25.019100,"(12.0, 44.0, 38.0)","(1.3, 1.35, 1.326)","(101.0, 110.0, 98.0)","(5.0, 12.5, 11.666666666666666)","(9.0, 99999, 99990)","(21.0, 38.0, 33.2)","(21.0, 55.0, 45.0)","(71.0, 120.0, 105.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 95.0)"
10-01-2023 18:47:26.191873,"(12.0, 44.0, 38.0)","(1.3, 1.35, 1.3475000000000001)","(101.0, 110.0, 102.0)","(5.0, 12.5, 11.666666666666666)","(9.0, 99999, 99990)","(21.0, 38.0, 33.2)","(21.0, 55.0, 45.0)","(71.0, 120.0, 105.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 103.33333333333334)"
10-01-2023 18:47:27.379547,"(12.0, 44.0, 38.0)","(1.3, 1.35, 1.3475000000000001)","(101.0, 120.0, 102.0)","(5.0, 12.5, 11.11111111111111)","(9.0, 99999, 99990)","(21.0, 38.0, 33.2)","(21.0, 55.0, 45.0)","(71.0, 120.0, 105.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 103.33333333333334)"
10-01-2023 18:47:28.620265,"(12.0, 44.0, 38.0)","(1.3, 1.35, 1.3475000000000001)","(101.0, 120.0, 102.0)","(5.0, 12.5, 11.666666666666666)","(9.0, 99999, 99990)","(21.0, 38.0, 33.2)","(21.0, 55.0, 45.0)","(71.0, 120.0, 105.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 103.33333333333334)"
10-01-2023 18:47:29.830415,"(12.0, 44.0, 38.0)","(1.3, 1.35, 1.3475000000000001)","(101.0, 120.0, 97.5)","(5.0, 12.0, 10.350000000000001)","(9.0, 99999, 99990)","(21.0, 38.0, 32.30769230769231)","(21.0, 55.0, 45.0)","(71.0, 120.0, 105.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 103.33333333333334)"
10-01-2023 18:47:31.110949,"(12.0, 44.0, 38.0)","(1.3, 1.36, 1.346)","(101.0, 120.0, 96.66666666666667)","(5.0, 12.0, 11.175)","(9.0, 99999, 99990)","(21.0, 40.0, 32.30769230769231)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 103.33333333333334)"
10-01-2023 18:47:32.350978,"(12.0, 44.0, 38.0)","(1.3, 1.36, 1.3483333333333334)","(101.0, 120.0, 96.66666666666667)","(5.0, 12.0, 10.9)","(9.0, 99999, 99990)","(21.0, 40.0, 34.0)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 105.71428571428572)"
10-01-2023 18:47:33.591279,"(12.0, 44.0, 38.0)","(1.3, 1.36, 1.3483333333333334)","(101.0, 120.0, 105.45454545454545)","(5.0, 12.0, 11.014285714285714)","(9.0, 99999, 99990)","(21.0, 38.0, 34.0)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 120.0, 98.57142857142857)"
10-01-2023 18:47:34.818601,"(12.0, 44.0, 38.0)","(1.3, 1.36, 1.3426923076923079)","(101.0, 120.0, 105.45454545454545)","(5.0, 11.5, 11.014285714285714)","(9.0, 99999, 99990)","(21.0, 38.0, 34.0)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 98.57142857142857)"
10-01-2023 18:47:36.004978,"(12.0, 44.0, 38.0)","(1.3, 1.36, 1.3426923076923079)","(101.0, 120.0, 105.45454545454545)","(5.0, 11.5, 11.014285714285714)","(9.0, 99999, 99990)","(21.0, 38.0, 32.30769230769231)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 98.57142857142857)"
10-01-2023 18:47:37.222820,"(12.0, 44.0, 38.0)","(1.3, 1.36, 1.3426923076923079)","(101.0, 120.0, 105.45454545454545)","(5.0, 11.5, 12.061111111111112)","(9.0, 99999, 99990)","(21.0, 40.0, 32.30769230769231)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 80.0)"
10-01-2023 18:47:38.423388,"(12.0, 44.0, 38.0)","(1.3, 1.36, 1.3426923076923079)","(101.0, 120.0, 105.45454545454545)","(5.0, 13.5, 12.0)","(9.0, 99999, 99990)","(21.0, 40.0, 32.30769230769231)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 80.0)"
10-01-2023 18:47:39.642742,"(12.0, 44.0, 38.0)","(1.3, 1.36, 1.3426923076923079)","(101.0, 120.0, 105.45454545454545)","(5.0, 13.0, 11.652631578947368)","(9.0, 99999, 99990)","(21.0, 40.0, 32.30769230769231)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 80.0)"
10-01-2023 18:47:40.863654,"(12.0, 44.0, 38.0)","(1.3, 1.36, 1.3426923076923079)","(101.0, 120.0, 96.66666666666667)","(5.0, 13.0, 10.714285714285714)","(9.0, 99999, 99990)","(21.0, 40.0, 36.285714285714285)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 80.0)"
10-01-2023 18:47:42.045516,"(12.0, 40.0, 36.4)","(1.3, 1.36, 1.3426923076923079)","(101.0, 120.0, 96.66666666666667)","(5.0, 12.5, 11.363636363636363)","(9.0, 99999, 99990)","(21.0, 38.0, 36.285714285714285)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 80.0)"
10-01-2023 18:47:43.218635,"(12.0, 40.0, 36.4)","(1.3, 1.35, 1.3457142857142859)","(101.0, 120.0, 96.66666666666667)","(5.0, 12.5, 11.363636363636363)","(9.0, 99999, 99990)","(21.0, 38.0, 36.285714285714285)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 80.0)"
10-01-2023 18:47:44.426698,"(12.0, 40.0, 36.4)","(1.3, 1.35, 1.3445454545454547)","(91.0, 120.0, 96.66666666666667)","(5.0, 12.5, 11.875)","(9.0, 99999, 99990)","(21.0, 38.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 80.0)"
10-01-2023 18:47:45.689172,"(12.0, 40.0, 36.4)","(1.3, 1.35, 1.3445454545454547)","(91.0, 120.0, 97.14285714285714)","(5.0, 12.0, 11.333333333333334)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 80.0)"
10-01-2023 18:47:46.924781,"(12.0, 40.0, 36.4)","(1.3, 1.35, 1.3457142857142859)","(91.0, 120.0, 105.45454545454545)","(5.0, 12.0, 11.5)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 110.0, 76.66666666666667)"
10-01-2023 18:47:48.152162,"(12.0, 40.0, 36.4)","(1.3, 1.35, 1.3445454545454547)","(91.0, 120.0, 105.45454545454545)","(5.0, 12.0, 11.666666666666666)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 100.0, 76.66666666666667)"
10-01-2023 18:47:49.426328,"(12.0, 40.0, 36.4)","(1.3, 1.35, 1.3445454545454547)","(91.0, 120.0, 105.45454545454545)","(5.0, 12.0, 11.277777777777779)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 100.0, 76.66666666666667)"
10-01-2023 18:47:50.657017,"(12.0, 40.0, 36.4)","(1.3, 1.35, 1.3445454545454547)","(91.0, 120.0, 104.44444444444444)","(5.0, 11.5, 11.277777777777779)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 100.0, 75.0)"
10-01-2023 18:47:51.826941,"(12.0, 40.0, 36.4)","(1.3, 1.35, 1.3457142857142859)","(91.0, 120.0, 104.44444444444444)","(5.0, 11.5, 11.277777777777779)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 95.0, 75.0)"
10-01-2023 18:47:52.992259,"(12.0, 40.0, 36.4)","(1.3, 1.35, 1.3457142857142859)","(91.0, 120.0, 104.44444444444444)","(5.0, 11.5, 11.277777777777779)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 95.0, 75.0)"
10-01-2023 18:47:54.241058,"(12.0, 40.0, 36.4)","(1.3, 1.35, 1.3445454545454547)","(91.0, 120.0, 104.44444444444444)","(5.0, 11.5, 11.9)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 95.0, 75.0)"
10-01-2023 18:47:55.491841,"(12.0, 40.0, 36.4)","(1.3, 1.35, 1.3445454545454547)","(91.0, 120.0, 104.44444444444444)","(5.0, 12.5, 11.9)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 95.0, 75.0)"
10-01-2023 18:47:56.756006,"(12.0, 40.0, 37.0)","(1.3, 1.35, 1.3425)","(91.0, 120.0, 104.44444444444444)","(5.0, 12.5, 11.9)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 95.0, 75.0)"
10-01-2023 18:47:57.971532,"(12.0, 40.0, 37.0)","(1.3, 1.35, 1.3362500000000002)","(91.0, 120.0, 104.44444444444444)","(5.0, 12.5, 11.666666666666666)","(9.0, 99999, 99990)","(21.0, 40.0, 33.333333333333336)","(21.0, 55.0, 45.0)","(71.0, 120.0, 100.0)","(81.0, 190.0, 130.0)","(41.0, 95.0, 75.0)"
