,Realaide,Top Boy,Vantan Express,Danezel,Sequin Dress,Rose Of Duporth,The Brumby
08-01-2023 14:27:16.385498,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.287903225806452)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 140.0, 120.0)"
08-01-2023 14:27:17.522295,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 140.0, 120.0)"
08-01-2023 14:27:18.582043,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 140.0, 120.0)"
08-01-2023 14:27:19.622651,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 140.0, 120.0)"
08-01-2023 14:27:20.616591,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 140.0, 120.0)"
08-01-2023 14:27:21.608550,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 140.0, 120.0)"
08-01-2023 14:27:22.614171,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 140.0, 120.0)"
08-01-2023 14:27:23.581921,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 140.0, 120.0)"
08-01-2023 14:27:24.517599,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 140.0, 120.0)"
08-01-2023 14:27:25.429585,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 6.75)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 140.0, 120.0)"
08-01-2023 14:27:26.454052,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 6.75)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 140.0, 120.0)"
08-01-2023 14:27:27.503638,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 6.75)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 140.0, 120.0)"
08-01-2023 14:27:28.564060,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 6.75)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 140.0, 120.0)"
08-01-2023 14:27:29.629470,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 6.75)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:30.638318,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 6.75)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:31.650565,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 6.75)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:32.613818,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 6.75)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:33.643892,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 6.75)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:34.630867,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 6.75)","(4.4, 5.2, 4.95)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:35.657975,"(15.0, 30.0, 25.57894736842105)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 6.75)","(4.4, 5.5, 4.983333333333333)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:36.612709,"(15.0, 30.0, 19.5)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 4.983333333333333)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:37.584767,"(15.0, 30.0, 19.5)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 4.983333333333333)","(10.0, 19.5, 15.642857142857142)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:38.543113,"(15.0, 30.0, 19.5)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 4.983333333333333)","(10.0, 19.5, 17.0)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:39.551879,"(15.0, 30.0, 19.5)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:40.650499,"(15.0, 30.0, 19.5)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:41.706662,"(15.0, 30.0, 19.5)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:42.772503,"(15.0, 30.0, 19.5)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:43.798511,"(15.0, 30.0, 19.5)","(2.9, 3.45, 3.306837606837607)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:44.858457,"(15.0, 30.0, 19.5)","(2.9, 3.45, 3.1783783783783783)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:45.877304,"(15.0, 30.0, 19.5)","(2.9, 3.45, 3.1783783783783783)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:46.896365,"(15.0, 30.0, 19.5)","(2.9, 3.45, 3.1783783783783783)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:47.953352,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.45, 3.1783783783783783)","(5.0, 7.8, 6.75)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:48.968491,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.45, 3.1783783783783783)","(5.0, 7.8, 6.75)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:49.967075,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.45, 3.1783783783783783)","(5.0, 7.8, 6.75)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:50.965431,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.45, 3.1783783783783783)","(5.0, 7.8, 6.75)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:51.944660,"(15.0, 30.0, 25.058823529411764)","(2.9, 3.45, 3.1783783783783783)","(5.0, 7.8, 6.75)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:52.926757,"(15.0, 25.0, 23.384615384615383)","(2.9, 3.45, 3.1783783783783783)","(5.0, 7.8, 6.75)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:53.945416,"(15.0, 25.0, 23.384615384615383)","(2.9, 3.45, 3.1783783783783783)","(5.0, 7.8, 6.75)","(4.4, 5.4, 4.974074074074075)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:54.972193,"(15.0, 25.0, 23.384615384615383)","(2.9, 3.45, 3.166901408450704)","(5.0, 7.8, 6.75)","(4.4, 5.4, 4.94)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:55.967202,"(15.0, 25.0, 23.384615384615383)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:56.936522,"(15.0, 25.0, 23.384615384615383)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:57.925486,"(15.0, 25.0, 23.384615384615383)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:58.966388,"(15.0, 25.0, 23.384615384615383)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:27:59.984295,"(15.0, 25.0, 23.384615384615383)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:01.060976,"(15.0, 25.0, 23.384615384615383)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:02.085012,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:03.091460,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:04.095207,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:05.053252,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:06.058940,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:07.054050,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:08.025138,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:09.000907,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:09.975567,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:11.057668,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:12.096406,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.309243697478992)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:13.167064,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.309243697478992)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:14.219740,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.309243697478992)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:15.294002,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.309243697478992)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:16.319327,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.309243697478992)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:17.313720,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.309243697478992)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:18.382826,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.309243697478992)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:19.416622,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.309243697478992)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:20.392557,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.309243697478992)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:21.449301,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.309243697478992)","(5.0, 7.8, 6.75)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:22.441089,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:23.374303,"(15.0, 24.0, 23.0)","(2.9, 3.45, 3.2072463768115944)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:24.355649,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.201980198019802)","(5.0, 7.8, 7.258064516129032)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.930769230769231)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:25.425591,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.201980198019802)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.2, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:26.503891,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:27.610038,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:28.665985,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:29.710165,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:30.730133,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:31.744887,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:32.738287,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:33.741095,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:34.684090,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:35.638364,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:36.643791,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:37.669355,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:38.723923,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:39.839031,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:40.897839,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:41.987484,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:42.989697,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:43.990616,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:44.902654,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:45.935525,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:46.939028,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.21651376146789)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:47.978482,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.216589861751152)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:49.056193,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.216589861751152)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:50.075372,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.216589861751152)","(5.0, 7.8, 7.1)","(4.4, 5.4, 5.016666666666667)","(10.0, 19.0, 16.5)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:51.124662,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.216589861751152)","(5.0, 7.8, 7.1)","(4.4, 5.3, 5.06)","(10.0, 19.0, 14.0)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
08-01-2023 14:28:52.143287,"(15.0, 24.0, 23.0)","(2.9, 3.4, 3.216589861751152)","(5.0, 7.8, 7.1)","(4.4, 5.3, 5.06)","(10.0, 16.5, 14.0)","(3.4, 4.1, 3.9214285714285713)","(31.0, 130.0, 120.0)"
