,My Catalina,Starburst Candy,Just A Brew,Major Sentence,Donnington Girl,Lederhosen Boy,Rumour Is
12-01-2023 17:44:21.345472,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:22.524593,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:23.729280,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:24.875037,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:26.095479,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:27.264729,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:28.429722,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:29.711854,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:30.997829,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:32.269888,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:33.492459,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:34.759141,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:35.994556,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:37.104520,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:38.246067,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:39.440746,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:40.631086,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:41.826787,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:43.139645,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:44.393940,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:45.636920,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:46.909406,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:48.155544,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:49.321588,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:50.511429,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:51.746213,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:52.821766,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:54.047377,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:55.297210,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:56.531362,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:57.739775,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:44:59.033432,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:00.382138,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 4.0249999999999995)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:01.613930,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.6, 3.974358974358974)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:02.827242,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.974358974358974)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:04.074807,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.974358974358974)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:05.336470,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.974358974358974)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:06.572430,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.974358974358974)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:07.828139,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.974358974358974)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:09.055664,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 4.381818181818182)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:10.292792,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.4, 3.988888888888889)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:11.594844,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.988888888888889)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:12.828370,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.988888888888889)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:14.020999,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.988888888888889)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:15.320158,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.988888888888889)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:16.628225,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.988888888888889)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:17.887921,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.988888888888889)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:19.096309,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.988888888888889)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:20.404063,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.988888888888889)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:21.657068,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 4.052173913043479)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:22.965581,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.4, 4.052173913043479)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:24.254160,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.4, 3.69)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:25.529930,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.4, 3.69)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:26.935239,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.4, 3.8886363636363637)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:28.382984,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.4, 4.054166666666667)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:30.081062,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.4, 4.054166666666667)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:31.561632,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.4, 4.03695652173913)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:33.207920,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.4, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:34.797365,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:36.109339,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:37.484847,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:38.872473,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:40.122693,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 114.28571428571429)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:41.375802,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:42.756787,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:44.110498,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:45.374650,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:46.613959,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:48.077486,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:49.795463,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:51.112573,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:52.450483,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:53.826788,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:55.126722,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:56.433043,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:57.706938,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:45:58.952350,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:00.254961,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:01.455909,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:02.592670,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:03.913881,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:05.185655,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 4.672000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:06.493177,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:07.776941,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 6.1000000000000005)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:09.021277,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 5.12)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:10.251105,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 5.12)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:11.496295,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 5.12)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:13.122558,"(1.75, 2.72, 2.17)","(10.0, 20.0, 18.94)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 5.12)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:14.343927,"(1.75, 2.72, 2.17)","(10.0, 20.0, 17.92)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 4.727272727272727)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:15.644916,"(1.75, 2.72, 2.17)","(10.0, 20.0, 17.92)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 4.727272727272727)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:16.947832,"(1.75, 2.72, 2.17)","(10.0, 20.0, 17.5)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 5.0285714285714285)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:18.017994,"(1.75, 2.72, 2.17)","(10.0, 20.0, 17.5)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 5.0285714285714285)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:19.205133,"(1.75, 2.72, 2.17)","(10.0, 20.0, 17.5)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 4.800000000000001)","(14.0, 32.0, 21.72222222222222)"
12-01-2023 17:46:20.552593,"(1.75, 2.72, 2.17)","(10.0, 20.0, 17.96)","(41.0, 310.0, 85.81818181818181)","(41.0, 440.0, 105.0)","(3.7, 5.5, 3.9444444444444446)","(4.2, 6.4, 4.800000000000001)","(14.0, 32.0, 21.72222222222222)"
