,Tobias,One For Luck,Stimo Command,Krypto Maizie,Bumpy Johnson,Gagan Dolly,Magic Mavis,Harrison House
04-01-2023 13:33:39.071261,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.444444444444445)"
04-01-2023 13:33:40.125057,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.444444444444445)"
04-01-2023 13:33:41.192492,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 5.016666666666667)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.444444444444445)"
04-01-2023 13:33:42.230694,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 5.0874999999999995)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.444444444444445)"
04-01-2023 13:33:43.309351,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.79)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.444444444444445)"
04-01-2023 13:33:44.458419,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.79)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.444444444444445)"
04-01-2023 13:33:45.571121,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.79)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.266666666666667)"
04-01-2023 13:33:46.645025,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.79)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 12.95)"
04-01-2023 13:33:47.734721,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.79)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:33:48.821930,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.79)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:33:49.960659,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:33:51.109218,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:33:52.253587,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:33:53.340614,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:33:54.358194,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:33:55.397442,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:33:56.445397,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:33:57.471830,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:33:58.562206,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.79)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:33:59.811180,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.79)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:34:00.883741,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.79)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:34:01.963983,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.79)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:34:03.144410,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.79)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:34:04.337858,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.79)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.75)"
04-01-2023 13:34:05.464722,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.79)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.636363636363637)"
04-01-2023 13:34:06.599494,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.79)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.636363636363637)"
04-01-2023 13:34:07.744294,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.636363636363637)"
04-01-2023 13:34:08.912371,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.636363636363637)"
04-01-2023 13:34:09.999367,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.636363636363637)"
04-01-2023 13:34:11.088178,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.636363636363637)"
04-01-2023 13:34:12.417907,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.636363636363637)"
04-01-2023 13:34:13.519154,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.636363636363637)"
04-01-2023 13:34:14.565268,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.636363636363637)"
04-01-2023 13:34:15.689930,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:16.767782,"(6.5, 13.0, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 7.0, 4.62)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:17.884517,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:19.022275,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:20.210736,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:21.400929,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:22.556485,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:23.625907,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:24.665338,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:25.726717,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:26.766780,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:27.804706,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:28.887421,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:29.895219,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:30.906617,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:31.962145,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 16.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 41.36363636363636)","(9.0, 23.0, 11.685714285714287)"
04-01-2023 13:34:33.070951,"(6.5, 12.5, 11.714285714285715)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5718750000000004)","(12.0, 24.0, 16.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 41.36363636363636)","(9.0, 23.0, 11.685714285714287)"
04-01-2023 13:34:34.162437,"(6.5, 12.5, 11.714285714285715)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.4, 3.5270833333333336)","(12.0, 24.0, 16.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 41.36363636363636)","(9.0, 23.0, 11.685714285714287)"
04-01-2023 13:34:35.207194,"(6.5, 12.5, 11.714285714285715)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.5270833333333336)","(12.0, 24.0, 16.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 41.36363636363636)","(9.0, 23.0, 11.685714285714287)"
04-01-2023 13:34:36.285686,"(6.5, 12.5, 11.714285714285715)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 16.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 41.36363636363636)","(9.0, 23.0, 11.685714285714287)"
04-01-2023 13:34:37.575875,"(6.5, 12.5, 11.714285714285715)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 16.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 41.36363636363636)","(9.0, 23.0, 11.685714285714287)"
04-01-2023 13:34:38.853092,"(6.5, 12.5, 11.714285714285715)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 16.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 41.36363636363636)","(9.0, 23.0, 11.685714285714287)"
04-01-2023 13:34:40.014646,"(6.5, 12.5, 11.714285714285715)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 16.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 41.36363636363636)","(9.0, 23.0, 11.685714285714287)"
04-01-2023 13:34:41.178727,"(6.5, 12.5, 11.714285714285715)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:42.299558,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:43.506665,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:44.750524,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 11.0)"
04-01-2023 13:34:45.885776,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 15.4)"
04-01-2023 13:34:46.958216,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 21.0, 15.4)"
04-01-2023 13:34:48.096489,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 21.0, 15.4)"
04-01-2023 13:34:49.247151,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 21.0, 15.4)"
04-01-2023 13:34:50.381807,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 21.0, 15.4)"
04-01-2023 13:34:51.520235,"(6.5, 12.5, 12.0)","(3.7, 5.5, 5.1033333333333335)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 21.0, 15.4)"
04-01-2023 13:34:52.671451,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 21.0, 15.4)"
04-01-2023 13:34:53.803029,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 21.0, 15.4)"
04-01-2023 13:34:55.027362,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 21.0, 15.4)"
04-01-2023 13:34:56.243635,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 21.0, 10.815384615384616)"
04-01-2023 13:34:57.666169,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:34:59.055163,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:00.393872,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:01.875603,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:03.288554,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:04.619425,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:05.796933,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:07.046520,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:08.314661,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:09.620412,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:10.860477,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:12.104967,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:13.292155,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:14.571679,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:15.827517,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:17.147400,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:18.510991,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
04-01-2023 13:35:19.798080,"(6.5, 12.5, 12.041666666666666)","(3.7, 5.5, 5.116129032258065)","(4.0, 6.8, 5.76)","(3.3, 5.3, 3.524)","(12.0, 24.0, 20.0)","(10.0, 25.0, 12.5)","(19.0, 60.0, 33.0)","(9.0, 23.0, 10.742857142857144)"
