,Velocity Touched,Tiffany Twisted,Secret Angel,Book Book,In The Thirties,Old Ace Banner,Context,Blazing Bob
05-01-2023 12:24:05.116656,"(4.6, 8.0, 7.875862068965517)","(51.0, 220.0, 150.0)","(21.0, 70.0, 68.44827586206897)","(31.0, 170.0, 168.57142857142858)","(51.0, 230.0, 210.0)","(31.0, 160.0, 156.66666666666666)","(1.95, 2.1, 2.0940000000000003)","(2.5, 2.9, 2.8866666666666667)"
05-01-2023 12:24:06.226723,"(4.6, 8.0, 7.875862068965517)","(51.0, 220.0, 150.0)","(21.0, 70.0, 65.83333333333333)","(31.0, 170.0, 168.57142857142858)","(51.0, 230.0, 210.0)","(31.0, 160.0, 156.66666666666666)","(1.95, 2.1, 2.088)","(2.5, 2.88, 2.8415384615384616)"
05-01-2023 12:24:07.256756,"(4.6, 8.0, 7.875862068965517)","(51.0, 220.0, 150.0)","(21.0, 70.0, 65.83333333333333)","(31.0, 170.0, 168.57142857142858)","(51.0, 230.0, 210.0)","(31.0, 160.0, 156.66666666666666)","(1.95, 2.1, 2.055)","(2.5, 2.88, 2.8415384615384616)"
05-01-2023 12:24:08.267815,"(4.6, 8.0, 7.875862068965517)","(51.0, 220.0, 150.0)","(21.0, 70.0, 65.83333333333333)","(31.0, 170.0, 168.57142857142858)","(51.0, 230.0, 210.0)","(31.0, 160.0, 156.66666666666666)","(1.95, 2.1, 2.065714285714286)","(2.5, 2.88, 2.824444444444444)"
05-01-2023 12:24:09.385954,"(4.6, 8.0, 7.875862068965517)","(51.0, 220.0, 150.0)","(21.0, 70.0, 65.83333333333333)","(31.0, 170.0, 168.57142857142858)","(51.0, 230.0, 210.0)","(31.0, 160.0, 158.75)","(1.95, 2.1, 2.055)","(2.5, 2.88, 2.8415384615384616)"
05-01-2023 12:24:10.473294,"(4.6, 8.0, 7.875862068965517)","(51.0, 220.0, 150.0)","(21.0, 70.0, 65.83333333333333)","(31.0, 170.0, 168.57142857142858)","(51.0, 230.0, 210.0)","(31.0, 160.0, 158.75)","(1.95, 2.1, 2.065714285714286)","(2.5, 2.88, 2.8415384615384616)"
05-01-2023 12:24:11.571194,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.83333333333333)","(51.0, 170.0, 168.8)","(71.0, 230.0, 210.0)","(51.0, 170.0, 167.5)","(1.85, 2.08, 2.0628571428571427)","(2.4, 2.88, 2.9059999999999997)"
05-01-2023 12:24:12.596045,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.83333333333333)","(51.0, 170.0, 168.75)","(71.0, 230.0, 210.0)","(51.0, 170.0, 167.77777777777777)","(1.85, 2.08, 2.0700000000000003)","(2.4, 2.96, 2.8762499999999998)"
05-01-2023 12:24:13.565782,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.83333333333333)","(51.0, 170.0, 168.75)","(71.0, 230.0, 210.0)","(51.0, 170.0, 167.77777777777777)","(1.85, 2.08, 2.0700000000000003)","(2.4, 2.92, 2.8762499999999998)"
05-01-2023 12:24:14.592316,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.83333333333333)","(51.0, 170.0, 168.75)","(71.0, 230.0, 210.0)","(51.0, 170.0, 167.77777777777777)","(1.85, 2.06, 2.036)","(2.4, 2.92, 2.8366666666666664)"
05-01-2023 12:24:15.598791,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.83333333333333)","(51.0, 170.0, 168.75)","(71.0, 230.0, 210.0)","(51.0, 170.0, 167.77777777777777)","(1.85, 2.06, 2.075555555555556)","(2.4, 2.92, 2.82)"
05-01-2023 12:24:16.784802,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 141.25)","(26.0, 70.0, 65.83333333333333)","(51.0, 170.0, 168.75)","(71.0, 230.0, 220.0)","(51.0, 200.0, 186.66666666666666)","(1.85, 2.12, 2.0634782608695654)","(2.4, 2.92, 2.873846153846154)"
05-01-2023 12:24:17.956628,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.83333333333333)","(51.0, 170.0, 168.75)","(71.0, 230.0, 221.66666666666669)","(51.0, 200.0, 180.0)","(1.85, 2.12, 2.0477777777777777)","(2.4, 2.92, 2.8771428571428572)"
05-01-2023 12:24:19.302536,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.83333333333333)","(51.0, 170.0, 168.75)","(71.0, 230.0, 221.66666666666669)","(51.0, 190.0, 180.0)","(1.85, 2.12, 2.0533333333333332)","(2.4, 2.92, 2.8791666666666664)"
05-01-2023 12:24:20.486469,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.83333333333333)","(51.0, 170.0, 168.75)","(71.0, 230.0, 221.66666666666669)","(51.0, 190.0, 180.0)","(1.85, 2.12, 2.0700000000000003)","(2.4, 2.9, 2.86875)"
05-01-2023 12:24:21.535224,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.71428571428571)","(51.0, 170.0, 168.75)","(71.0, 230.0, 221.66666666666669)","(51.0, 190.0, 180.0)","(1.85, 2.12, 2.0700000000000003)","(2.4, 2.9, 2.8583333333333334)"
05-01-2023 12:24:22.508142,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 64.61538461538461)","(51.0, 170.0, 168.57142857142858)","(71.0, 230.0, 220.0)","(51.0, 190.0, 180.0)","(1.85, 2.14, 2.0507692307692307)","(2.4, 2.9, 2.8583333333333334)"
05-01-2023 12:24:23.552176,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 64.61538461538461)","(51.0, 170.0, 168.57142857142858)","(71.0, 230.0, 220.0)","(51.0, 190.0, 180.0)","(1.85, 2.14, 2.0507692307692307)","(2.4, 2.9, 2.8583333333333334)"
05-01-2023 12:24:24.534963,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.71428571428571)","(51.0, 170.0, 168.75)","(71.0, 230.0, 221.66666666666669)","(51.0, 190.0, 180.0)","(1.85, 2.14, 2.0552941176470587)","(2.4, 2.9, 2.8499999999999996)"
05-01-2023 12:24:25.650273,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.71428571428571)","(51.0, 170.0, 168.75)","(71.0, 230.0, 221.66666666666669)","(51.0, 190.0, 180.0)","(1.85, 2.14, 2.078823529411765)","(2.4, 2.9, 2.8499999999999996)"
05-01-2023 12:24:26.725197,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.71428571428571)","(51.0, 170.0, 168.75)","(71.0, 230.0, 221.66666666666669)","(51.0, 190.0, 180.0)","(1.85, 2.12, 2.078823529411765)","(2.4, 2.9, 2.8499999999999996)"
05-01-2023 12:24:27.843483,"(5.0, 8.0, 7.875862068965517)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.71428571428571)","(51.0, 170.0, 168.75)","(71.0, 230.0, 210.0)","(51.0, 200.0, 186.66666666666666)","(1.85, 2.12, 2.1)","(2.4, 2.9, 2.8814814814814813)"
05-01-2023 12:24:28.891732,"(5.0, 8.0, 7.85)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.71428571428571)","(51.0, 170.0, 168.75)","(71.0, 230.0, 210.0)","(51.0, 200.0, 186.66666666666666)","(1.85, 2.12, 2.1)","(2.4, 2.9, 2.8814814814814813)"
05-01-2023 12:24:30.028853,"(5.0, 8.0, 7.85)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.71428571428571)","(51.0, 170.0, 168.75)","(71.0, 230.0, 210.0)","(51.0, 200.0, 186.66666666666666)","(1.85, 2.12, 2.1125000000000003)","(2.4, 2.9, 2.86875)"
05-01-2023 12:24:31.127555,"(5.0, 8.0, 7.85)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.71428571428571)","(51.0, 170.0, 168.75)","(71.0, 230.0, 210.0)","(51.0, 200.0, 186.66666666666666)","(1.85, 2.12, 2.1)","(2.4, 2.9, 2.8814814814814813)"
05-01-2023 12:24:32.260524,"(5.0, 8.0, 7.85)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.71428571428571)","(51.0, 170.0, 168.57142857142858)","(71.0, 230.0, 210.0)","(51.0, 200.0, 186.66666666666666)","(1.85, 2.12, 2.1)","(2.4, 2.9, 2.86875)"
05-01-2023 12:24:33.391102,"(5.0, 8.0, 7.85)","(61.0, 220.0, 150.0)","(26.0, 70.0, 65.71428571428571)","(51.0, 170.0, 168.57142857142858)","(71.0, 230.0, 210.0)","(51.0, 200.0, 186.66666666666666)","(1.85, 2.12, 2.0831578947368423)","(2.4, 2.9, 2.848275862068965)"
05-01-2023 12:24:34.514101,"(5.0, 8.0, 7.85)","(61.0, 220.0, 160.0)","(26.0, 70.0, 65.71428571428571)","(51.0, 170.0, 168.57142857142858)","(71.0, 230.0, 210.0)","(51.0, 200.0, 186.66666666666666)","(1.85, 2.14, 2.082608695652174)","(2.4, 2.94, 2.8368421052631576)"
05-01-2023 12:24:35.582793,"(5.0, 8.0, 7.85)","(61.0, 230.0, 185.0)","(26.0, 70.0, 65.71428571428571)","(51.0, 170.0, 168.57142857142858)","(71.0, 230.0, 210.0)","(51.0, 200.0, 186.66666666666666)","(1.85, 2.14, 2.0833333333333335)","(2.4, 2.94, 2.831304347826087)"
05-01-2023 12:24:36.627649,"(5.0, 8.0, 7.85)","(61.0, 230.0, 185.0)","(26.0, 70.0, 65.71428571428571)","(51.0, 170.0, 168.57142857142858)","(71.0, 230.0, 210.0)","(51.0, 200.0, 186.66666666666666)","(1.85, 2.14, 2.0833333333333335)","(2.4, 2.92, 2.831304347826087)"
05-01-2023 12:24:37.658808,"(5.0, 8.0, 7.85)","(61.0, 230.0, 185.0)","(26.0, 70.0, 66.36363636363636)","(51.0, 170.0, 168.57142857142858)","(71.0, 230.0, 210.0)","(51.0, 200.0, 186.66666666666666)","(1.85, 2.14, 2.0745454545454547)","(2.4, 2.92, 2.827272727272727)"
05-01-2023 12:24:38.812784,"(5.0, 8.0, 7.85)","(61.0, 230.0, 185.0)","(26.0, 70.0, 66.36363636363636)","(51.0, 170.0, 168.57142857142858)","(71.0, 230.0, 210.0)","(51.0, 200.0, 186.66666666666666)","(1.85, 2.14, 2.0745454545454547)","(2.4, 2.92, 2.827272727272727)"
05-01-2023 12:24:39.914181,"(5.0, 8.0, 7.85)","(61.0, 230.0, 185.0)","(26.0, 70.0, 66.75675675675676)","(51.0, 170.0, 168.57142857142858)","(71.0, 230.0, 210.0)","(51.0, 200.0, 186.66666666666666)","(1.85, 2.14, 2.0854545454545454)","(2.4, 2.82, 2.8049999999999997)"
05-01-2023 12:24:41.085676,"(5.0, 8.0, 7.85)","(61.0, 230.0, 185.0)","(26.0, 70.0, 66.75675675675676)","(51.0, 170.0, 168.57142857142858)","(71.0, 230.0, 210.0)","(51.0, 200.0, 186.66666666666666)","(1.85, 2.14, 2.1114285714285717)","(2.4, 2.82, 2.767272727272727)"
05-01-2023 12:24:42.150475,"(5.0, 8.0, 7.87027027027027)","(61.0, 230.0, 206.66666666666666)","(26.0, 70.0, 67.14285714285714)","(51.0, 170.0, 168.8)","(71.0, 230.0, 227.5)","(51.0, 200.0, 190.0)","(1.85, 2.14, 2.1114285714285717)","(2.4, 2.8, 2.751764705882353)"
05-01-2023 12:24:43.217001,"(5.0, 8.0, 7.894117647058823)","(61.0, 230.0, 185.0)","(26.0, 70.0, 66.84210526315789)","(51.0, 170.0, 168.8)","(71.0, 230.0, 227.5)","(51.0, 200.0, 190.0)","(1.85, 2.14, 2.112727272727273)","(2.4, 2.78, 2.75)"
05-01-2023 12:24:44.287940,"(5.0, 8.0, 7.894117647058823)","(61.0, 230.0, 185.0)","(26.0, 70.0, 66.84210526315789)","(51.0, 170.0, 168.8)","(71.0, 230.0, 228.75)","(51.0, 200.0, 190.0)","(1.85, 2.14, 2.106)","(2.4, 2.76, 2.751764705882353)"
05-01-2023 12:24:45.337312,"(5.0, 8.0, 7.905263157894737)","(61.0, 290.0, 235.0)","(26.0, 70.0, 65.55555555555556)","(51.0, 170.0, 167.14285714285714)","(71.0, 230.0, 228.75)","(51.0, 200.0, 194.28571428571428)","(1.85, 2.14, 2.106)","(2.4, 2.78, 2.751764705882353)"
05-01-2023 12:24:46.524933,"(5.0, 8.0, 7.925)","(61.0, 230.0, 213.33333333333334)","(26.0, 70.0, 65.55555555555556)","(51.0, 170.0, 163.33333333333334)","(71.0, 230.0, 228.75)","(51.0, 200.0, 192.0)","(1.85, 2.14, 2.106)","(2.4, 2.78, 2.7525)"
05-01-2023 12:24:47.682057,"(5.0, 8.0, 7.953846153846154)","(61.0, 230.0, 213.33333333333334)","(26.0, 70.0, 65.55555555555556)","(51.0, 170.0, 163.33333333333334)","(71.0, 230.0, 228.0)","(51.0, 200.0, 192.0)","(1.85, 2.14, 2.1075)","(2.4, 2.78, 2.7581818181818183)"
05-01-2023 12:24:48.859513,"(5.0, 8.0, 7.953846153846154)","(61.0, 230.0, 213.33333333333334)","(26.0, 70.0, 66.92307692307692)","(51.0, 170.0, 163.33333333333334)","(81.0, 230.0, 210.0)","(51.0, 200.0, 192.0)","(1.85, 2.14, 2.1218867924528304)","(2.4, 2.78, 2.732)"
05-01-2023 12:24:49.998530,"(5.0, 8.0, 7.953846153846154)","(61.0, 230.0, 213.33333333333334)","(26.0, 70.0, 66.92307692307692)","(51.0, 170.0, 163.33333333333334)","(81.0, 230.0, 210.0)","(51.0, 200.0, 192.0)","(1.85, 2.14, 2.1218867924528304)","(2.4, 2.78, 2.732857142857143)"
05-01-2023 12:24:51.102506,"(5.0, 8.0, 7.947058823529412)","(61.0, 230.0, 190.0)","(26.0, 70.0, 67.6470588235294)","(51.0, 170.0, 168.8)","(81.0, 350.0, 270.6666666666667)","(51.0, 200.0, 180.0)","(1.85, 2.14, 2.1218867924528304)","(2.4, 2.78, 2.795)"
05-01-2023 12:24:52.195095,"(5.0, 8.0, 7.947058823529412)","(61.0, 230.0, 185.0)","(26.0, 70.0, 67.6470588235294)","(51.0, 170.0, 168.8)","(81.0, 350.0, 159.0909090909091)","(51.0, 200.0, 190.0)","(1.85, 2.12, 2.083389830508475)","(2.4, 2.82, 2.861081081081081)"
05-01-2023 12:24:53.278561,"(5.0, 8.0, 7.84)","(61.0, 230.0, 213.33333333333334)","(26.0, 70.0, 67.77777777777777)","(51.0, 170.0, 166.66666666666666)","(81.0, 350.0, 235.71428571428572)","(51.0, 200.0, 192.0)","(1.85, 2.1, 2.075555555555556)","(2.4, 2.88, 2.851153846153846)"
05-01-2023 12:24:54.368000,"(5.0, 8.0, 7.82)","(61.0, 220.0, 200.0)","(26.0, 70.0, 67.77777777777777)","(51.0, 220.0, 190.0)","(81.0, 340.0, 240.0)","(51.0, 200.0, 195.0)","(1.85, 2.08, 2.090526315789474)","(2.4, 2.88, 2.8578378378378377)"
05-01-2023 12:24:55.485771,"(5.0, 8.0, 7.866666666666666)","(61.0, 220.0, 196.0)","(26.0, 70.0, 67.77777777777777)","(51.0, 220.0, 181.1764705882353)","(81.0, 330.0, 227.33333333333334)","(51.0, 200.0, 195.0)","(1.85, 2.1, 2.0894117647058823)","(2.4, 2.86, 2.857083333333333)"
05-01-2023 12:24:56.626816,"(5.0, 8.0, 7.866666666666666)","(61.0, 220.0, 190.0)","(26.0, 70.0, 67.77777777777777)","(51.0, 220.0, 168.57142857142858)","(81.0, 330.0, 225.0)","(51.0, 200.0, 195.0)","(1.85, 2.1, 2.0894117647058823)","(2.4, 2.88, 2.857083333333333)"
05-01-2023 12:24:57.769895,"(5.0, 8.2, 7.999999999999999)","(61.0, 220.0, 190.0)","(26.0, 70.0, 67.77777777777777)","(51.0, 220.0, 180.0)","(81.0, 330.0, 233.75)","(51.0, 200.0, 190.0)","(1.85, 2.1, 2.0742857142857143)","(2.4, 2.88, 2.807272727272727)"
05-01-2023 12:24:58.824656,"(5.0, 8.0, 7.7)","(61.0, 220.0, 193.33333333333334)","(26.0, 70.0, 67.71428571428571)","(51.0, 220.0, 175.0)","(81.0, 330.0, 233.75)","(51.0, 200.0, 190.0)","(1.85, 2.08, 2.0742857142857143)","(2.4, 2.88, 2.807272727272727)"
05-01-2023 12:24:59.829377,"(5.0, 8.0, 7.642857142857142)","(61.0, 220.0, 160.0)","(26.0, 70.0, 68.47826086956522)","(51.0, 220.0, 196.66666666666666)","(81.0, 330.0, 233.75)","(51.0, 200.0, 190.0)","(1.85, 2.1, 2.09)","(2.4, 2.86, 2.8215999999999997)"
05-01-2023 12:25:00.993015,"(5.0, 8.0, 7.636363636363637)","(71.0, 220.0, 151.42857142857142)","(26.0, 70.0, 68.93939393939394)","(51.0, 220.0, 155.3846153846154)","(81.0, 330.0, 233.75)","(51.0, 200.0, 195.0)","(1.85, 2.1, 2.091)","(2.4, 2.86, 2.8309090909090906)"
05-01-2023 12:25:02.192520,"(5.0, 7.8, 7.766666666666667)","(71.0, 220.0, 206.66666666666666)","(26.0, 70.0, 69.0)","(51.0, 220.0, 183.07692307692307)","(81.0, 330.0, 227.33333333333334)","(51.0, 200.0, 195.0)","(1.85, 2.1, 2.0894117647058823)","(2.4, 2.86, 2.8309090909090906)"
05-01-2023 12:25:03.411654,"(5.0, 7.8, 7.766666666666667)","(71.0, 230.0, 206.66666666666666)","(26.0, 70.0, 69.0)","(51.0, 220.0, 183.07692307692307)","(71.0, 330.0, 248.94736842105263)","(51.0, 200.0, 195.0)","(1.85, 2.1, 2.0761904761904764)","(2.4, 2.86, 2.8309090909090906)"
05-01-2023 12:25:04.600293,"(5.0, 7.8, 7.766666666666667)","(71.0, 230.0, 218.33333333333331)","(26.0, 70.0, 69.0)","(51.0, 220.0, 183.07692307692307)","(71.0, 330.0, 248.94736842105263)","(51.0, 200.0, 195.0)","(1.85, 2.08, 2.075555555555556)","(2.4, 2.86, 2.8362962962962963)"
05-01-2023 12:25:05.754625,"(5.0, 8.0, 7.747368421052632)","(71.0, 230.0, 218.33333333333331)","(26.0, 70.0, 69.0)","(51.0, 220.0, 183.07692307692307)","(71.0, 330.0, 248.94736842105263)","(51.0, 200.0, 195.0)","(1.85, 2.08, 2.075555555555556)","(2.4, 2.86, 2.8362962962962963)"
05-01-2023 12:25:06.873221,"(5.0, 8.0, 7.5600000000000005)","(71.0, 230.0, 212.5)","(26.0, 70.0, 69.0)","(51.0, 220.0, 183.07692307692307)","(71.0, 330.0, 238.69565217391306)","(51.0, 200.0, 195.0)","(1.85, 2.08, 2.075555555555556)","(2.4, 2.88, 2.8527272727272726)"
05-01-2023 12:25:08.031580,"(5.0, 8.0, 7.266666666666667)","(71.0, 230.0, 185.0)","(26.0, 70.0, 68.93939393939394)","(51.0, 220.0, 196.66666666666666)","(71.0, 330.0, 238.69565217391306)","(51.0, 200.0, 195.0)","(1.85, 2.08, 2.0742857142857143)","(2.4, 2.88, 2.8387499999999997)"
05-01-2023 12:25:09.084459,"(5.0, 8.0, 7.266666666666667)","(71.0, 230.0, 185.0)","(26.0, 70.0, 68.93939393939394)","(51.0, 220.0, 196.66666666666666)","(71.0, 330.0, 238.69565217391306)","(51.0, 200.0, 195.0)","(1.85, 2.08, 2.06)","(2.4, 2.88, 2.8425)"
05-01-2023 12:25:10.095465,"(5.0, 8.0, 7.933333333333334)","(71.0, 230.0, 205.0)","(26.0, 70.0, 69.0)","(51.0, 220.0, 183.07692307692307)","(71.0, 330.0, 227.3684210526316)","(51.0, 200.0, 196.0)","(1.85, 2.08, 2.0723076923076924)","(2.4, 2.88, 2.8525)"
05-01-2023 12:25:11.154419,"(5.0, 8.0, 7.933333333333334)","(71.0, 230.0, 205.0)","(26.0, 70.0, 69.11764705882354)","(51.0, 220.0, 191.76470588235293)","(71.0, 330.0, 227.3684210526316)","(51.0, 200.0, 197.5)","(1.85, 2.08, 2.070666666666667)","(2.4, 2.88, 2.8387499999999997)"
05-01-2023 12:25:12.336884,"(5.0, 8.2, 7.822222222222222)","(71.0, 230.0, 205.0)","(26.0, 85.0, 79.35897435897436)","(51.0, 210.0, 195.0)","(71.0, 330.0, 227.3684210526316)","(51.0, 200.0, 197.5)","(1.85, 2.1, 2.072)","(2.4, 2.88, 2.838378378378378)"
05-01-2023 12:25:13.518477,"(5.0, 8.2, 7.859999999999999)","(71.0, 230.0, 205.0)","(26.0, 85.0, 79.35897435897436)","(51.0, 210.0, 205.0)","(71.0, 330.0, 227.3684210526316)","(51.0, 200.0, 197.5)","(1.85, 2.08, 2.085)","(2.4, 2.84, 2.838421052631579)"
05-01-2023 12:25:14.720669,"(5.0, 8.2, 7.859999999999999)","(71.0, 230.0, 213.33333333333334)","(26.0, 85.0, 79.35897435897436)","(51.0, 210.0, 195.0)","(71.0, 330.0, 187.5)","(51.0, 200.0, 197.5)","(1.85, 2.1, 2.084)","(2.4, 2.84, 2.854)"
05-01-2023 12:25:15.848119,"(5.0, 8.2, 7.859999999999999)","(71.0, 230.0, 213.33333333333334)","(26.0, 85.0, 79.35897435897436)","(51.0, 210.0, 195.0)","(71.0, 330.0, 187.5)","(51.0, 200.0, 197.5)","(1.85, 2.1, 2.084)","(2.4, 2.86, 2.854)"
05-01-2023 12:25:16.964709,"(5.0, 8.2, 7.438095238095238)","(71.0, 230.0, 190.0)","(26.0, 85.0, 79.05405405405405)","(51.0, 210.0, 207.6)","(71.0, 330.0, 227.3684210526316)","(51.0, 200.0, 180.0)","(1.85, 2.1, 2.076)","(2.35, 2.86, 2.8385365853658535)"
05-01-2023 12:25:17.990786,"(5.0, 8.0, 7.7)","(71.0, 230.0, 185.0)","(26.0, 85.0, 79.05405405405405)","(51.0, 210.0, 207.6)","(71.0, 330.0, 227.3684210526316)","(51.0, 200.0, 180.0)","(1.85, 2.1, 2.0541176470588236)","(2.35, 2.84, 2.853333333333333)"
05-01-2023 12:25:19.057767,"(5.0, 8.0, 7.942857142857143)","(71.0, 230.0, 210.0)","(26.0, 85.0, 79.05405405405405)","(51.0, 210.0, 195.0)","(71.0, 330.0, 227.3684210526316)","(51.0, 200.0, 192.0)","(1.85, 2.06, 2.0541176470588236)","(2.35, 2.86, 2.853333333333333)"
05-01-2023 12:25:20.140353,"(5.0, 8.0, 7.966666666666667)","(71.0, 230.0, 210.0)","(26.0, 85.0, 79.05405405405405)","(51.0, 210.0, 195.0)","(71.0, 330.0, 227.3684210526316)","(51.0, 200.0, 196.36363636363637)","(1.85, 2.06, 2.0526315789473686)","(2.35, 2.86, 2.853333333333333)"
05-01-2023 12:25:21.315748,"(5.0, 8.0, 7.966666666666667)","(71.0, 230.0, 218.0)","(26.0, 85.0, 79.05405405405405)","(51.0, 210.0, 205.0)","(71.0, 330.0, 227.3684210526316)","(51.0, 200.0, 196.36363636363637)","(1.85, 2.06, 2.0541176470588236)","(2.35, 2.86, 2.854285714285714)"
05-01-2023 12:25:22.428837,"(5.5, 8.0, 7.966666666666667)","(61.0, 250.0, 223.33333333333334)","(31.0, 85.0, 79.21052631578948)","(61.0, 210.0, 200.0)","(81.0, 330.0, 227.3684210526316)","(61.0, 200.0, 197.5)","(1.85, 2.06, 2.065)","(2.4, 2.86, 2.854285714285714)"
05-01-2023 12:25:23.490364,"(5.5, 8.2, 7.827586206896552)","(61.0, 250.0, 191.8181818181818)","(31.0, 85.0, 79.21052631578948)","(61.0, 210.0, 204.0)","(81.0, 330.0, 227.3684210526316)","(61.0, 200.0, 197.5)","(1.85, 2.08, 2.0700000000000003)","(2.4, 2.86, 2.854285714285714)"
05-01-2023 12:25:24.469837,"(5.5, 8.2, 7.736363636363636)","(61.0, 230.0, 215.0)","(31.0, 85.0, 79.21052631578948)","(61.0, 210.0, 204.0)","(81.0, 330.0, 227.3684210526316)","(61.0, 200.0, 197.5)","(1.85, 2.08, 2.075)","(2.4, 2.86, 2.854285714285714)"
05-01-2023 12:25:25.604243,"(5.5, 8.2, 7.581818181818182)","(61.0, 230.0, 190.0)","(31.0, 85.0, 79.21052631578948)","(61.0, 210.0, 190.0)","(81.0, 330.0, 227.3684210526316)","(61.0, 200.0, 197.5)","(1.85, 2.08, 2.076)","(2.4, 2.86, 2.854285714285714)"
05-01-2023 12:25:26.807562,"(5.5, 7.6, 7.242857142857143)","(61.0, 230.0, 190.0)","(31.0, 85.0, 79.73684210526315)","(61.0, 210.0, 200.0)","(81.0, 330.0, 232.5)","(61.0, 200.0, 198.66666666666666)","(1.85, 2.08, 2.0961290322580646)","(2.4, 2.86, 2.8049999999999997)"
05-01-2023 12:25:28.024424,"(5.5, 7.6, 7.242857142857143)","(61.0, 230.0, 205.0)","(31.0, 85.0, 81.3157894736842)","(61.0, 210.0, 200.0)","(81.0, 330.0, 235.26315789473685)","(61.0, 200.0, 226.36363636363637)","(1.85, 2.1, 2.0945454545454547)","(2.4, 2.86, 2.83)"
05-01-2023 12:25:29.233017,"(5.5, 7.6, 7.28421052631579)","(61.0, 230.0, 210.0)","(31.0, 85.0, 81.3157894736842)","(61.0, 210.0, 200.0)","(81.0, 330.0, 235.26315789473685)","(61.0, 230.0, 226.36363636363637)","(1.85, 2.1, 2.0954545454545457)","(2.4, 2.84, 2.838260869565217)"
05-01-2023 12:25:30.460044,"(5.5, 7.6, 7.2785714285714285)","(61.0, 230.0, 210.0)","(31.0, 85.0, 82.22222222222223)","(61.0, 210.0, 200.0)","(81.0, 330.0, 235.26315789473685)","(61.0, 230.0, 226.36363636363637)","(1.85, 2.12, 2.1025806451612903)","(2.4, 2.84, 2.8355555555555556)"
05-01-2023 12:25:31.620772,"(5.5, 7.6, 7.275862068965517)","(61.0, 230.0, 220.0)","(31.0, 85.0, 82.22222222222223)","(61.0, 210.0, 200.0)","(81.0, 330.0, 242.0)","(61.0, 230.0, 226.36363636363637)","(1.85, 2.12, 2.1195683453237413)","(2.4, 2.84, 2.835)"
05-01-2023 12:25:32.683326,"(5.5, 7.6, 7.275862068965517)","(61.0, 230.0, 220.0)","(31.0, 85.0, 81.875)","(61.0, 210.0, 200.0)","(81.0, 330.0, 242.0)","(61.0, 230.0, 226.36363636363637)","(1.85, 2.12, 2.1195683453237413)","(2.4, 2.84, 2.816)"
05-01-2023 12:25:33.720116,"(5.5, 7.2, 6.8538461538461535)","(61.0, 230.0, 200.0)","(31.0, 85.0, 82.22222222222223)","(61.0, 210.0, 205.55555555555554)","(81.0, 330.0, 251.42857142857142)","(61.0, 230.0, 224.28571428571428)","(1.85, 2.12, 2.1193684210526316)","(2.4, 2.82, 2.818139534883721)"
05-01-2023 12:25:34.760265,"(5.5, 7.2, 6.8538461538461535)","(61.0, 230.0, 200.0)","(31.0, 85.0, 82.22222222222223)","(61.0, 210.0, 206.66666666666669)","(81.0, 330.0, 268.8888888888889)","(61.0, 230.0, 224.28571428571428)","(1.85, 2.12, 2.1193684210526316)","(2.4, 2.82, 2.799512195121951)"
05-01-2023 12:25:35.951624,"(5.5, 7.2, 7.004347826086956)","(61.0, 230.0, 220.0)","(31.0, 85.0, 82.22222222222223)","(61.0, 210.0, 205.0)","(81.0, 330.0, 188.33333333333334)","(61.0, 230.0, 225.0)","(1.85, 2.12, 2.137777777777778)","(2.4, 2.8, 2.811111111111111)"
