,Fly To Eden,Tralee Beth,Remember Always,Oak Barrel,Whispering Misty,Act Of Kindness,Nora Carat,Hot Temper
11-01-2023 09:20:05.280192,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 60.33333333333333)","(5.0, 9.0, 8.5625)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 19.652631578947368)"
11-01-2023 09:20:06.331932,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 60.33333333333333)","(5.0, 9.0, 8.5625)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 19.652631578947368)"
11-01-2023 09:20:07.429559,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 60.33333333333333)","(5.0, 9.0, 8.5625)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 19.652631578947368)"
11-01-2023 09:20:08.535967,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 60.33333333333333)","(5.0, 9.0, 8.5625)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 19.652631578947368)"
11-01-2023 09:20:09.674031,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 60.33333333333333)","(5.0, 9.0, 8.5625)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 19.652631578947368)"
11-01-2023 09:20:10.786388,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 60.33333333333333)","(5.0, 9.0, 8.5625)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 19.652631578947368)"
11-01-2023 09:20:11.911796,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 60.33333333333333)","(5.0, 9.0, 8.5625)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 19.652631578947368)"
11-01-2023 09:20:12.998859,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 60.33333333333333)","(5.0, 9.0, 8.5625)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 19.652631578947368)"
11-01-2023 09:20:14.069488,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 60.33333333333333)","(5.0, 9.0, 8.5625)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 19.652631578947368)"
11-01-2023 09:20:15.169122,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 60.33333333333333)","(5.0, 9.0, 8.5625)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 19.652631578947368)"
11-01-2023 09:20:16.294194,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 60.33333333333333)","(5.0, 9.0, 8.5625)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 19.652631578947368)"
11-01-2023 09:20:17.498861,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 60.33333333333333)","(5.0, 9.0, 8.5625)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 19.652631578947368)"
11-01-2023 09:20:18.710257,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 60.33333333333333)","(5.0, 9.0, 8.5625)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 19.652631578947368)"
11-01-2023 09:20:19.937398,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 60.33333333333333)","(5.0, 9.0, 8.5625)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 19.652631578947368)"
11-01-2023 09:20:21.161865,"(4.6, 9.4, 5.566666666666666)","(2.0, 2.04, 2.0393893129770992)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:22.367650,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:23.541740,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:24.772343,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:25.867452,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:27.217227,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:28.489731,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:29.738527,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:30.972387,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:32.130610,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:33.329307,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:34.448798,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:35.641915,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:36.858892,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:38.050048,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:39.224609,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:40.421036,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:41.516258,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:42.572958,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:43.655940,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:44.790195,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:45.991913,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:47.099906,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:48.219192,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:49.357943,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:50.520062,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:51.719830,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:52.943718,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:54.185248,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:55.445242,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 28.76923076923077)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:56.650270,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 28.76923076923077)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:57.848652,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:20:58.988275,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:00.156674,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:01.404925,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:02.651844,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:03.913363,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:05.215267,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:06.463396,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:07.803495,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:09.153419,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:10.475443,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:11.696179,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:12.907390,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:14.271307,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:15.509711,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:16.876283,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:18.240314,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:19.443659,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:21.561518,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:22.860763,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:24.157534,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:25.443324,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:26.851886,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:28.380928,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:29.788572,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:31.123783,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:32.412220,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:33.764298,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:35.017424,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:36.415201,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:38.003196,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 18.214285714285715)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.5)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:39.349967,"(4.6, 9.4, 8.764864864864865)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:40.708388,"(4.6, 9.4, 5.733333333333333)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:42.038435,"(4.6, 9.4, 5.733333333333333)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:43.461865,"(4.6, 9.4, 5.733333333333333)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:44.802432,"(4.6, 9.4, 8.764864864864865)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
11-01-2023 09:21:46.203756,"(4.6, 9.4, 6.114285714285714)","(2.0, 2.04, 2.0393924050632912)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 61.5625)","(5.0, 9.0, 8.565891472868216)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 31.333333333333332)","(8.0, 21.0, 12.600000000000001)"
