,Fly To Eden,Tralee Beth,Remember Always,Oak Barrel,Whispering Misty,Act Of Kindness,Nora Carat,Hot Temper
11-01-2023 09:13:18.715634,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394606741573034)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:20.135118,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394606741573034)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:21.349738,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394606741573034)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:22.533248,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394606741573034)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:23.656461,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394606741573034)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:24.738512,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394606741573034)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:25.880235,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394606741573034)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:27.027238,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394606741573034)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:28.313304,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:29.586388,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:30.760143,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:31.903246,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:33.041015,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:34.171086,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:35.451552,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:36.757885,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:38.269513,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:39.573948,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:41.122209,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:42.382884,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:43.508572,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:44.650575,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:45.818320,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:47.113458,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:48.444781,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:49.711511,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:50.780692,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:51.870394,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:52.865887,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:54.041355,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:55.215370,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:56.491385,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:57.834541,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:13:58.917721,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:00.048454,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 57.30769230769231)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:01.099799,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 28.06818181818182)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:02.231778,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:03.320331,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:04.495284,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:05.667200,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:06.798369,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:07.926404,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:08.999169,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:10.118817,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:11.286896,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:12.435133,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:13.589853,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:14.743182,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:15.868114,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:16.999406,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:18.115025,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:19.163100,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:20.266932,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:21.413885,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:22.551347,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:23.712854,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:24.785989,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:25.903012,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:26.993895,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:28.103650,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:29.215778,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:30.515349,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:31.779511,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:33.048155,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:34.226263,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:35.358817,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:36.472376,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:37.552762,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:38.657533,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:39.721597,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:40.869247,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:41.966611,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:43.094340,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:44.312951,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:45.474767,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:46.557989,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:47.671357,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:48.703855,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:49.771169,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:50.868416,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
11-01-2023 09:14:51.903331,"(4.6, 9.6, 8.24468085106383)","(2.0, 2.04, 2.0394117647058825)","(13.0, 30.0, 19.6875)","(21.0, 80.0, 60.33333333333333)","(5.0, 8.6, 7.433333333333334)","(13.0, 28.0, 18.9375)","(13.0, 38.0, 30.794117647058822)","(8.0, 21.0, 14.7)"
