,Bold Prophet,Danncity,Wojtek,Luckee Floran,The Frenchman,Lead Guitar,Reactionary,Butterflyrock,American Agent,Go Go Gracie,Pio Kerri
08-12-2022 15:27:22.512931,"(9.0, 14.0, 13.461538461538462)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 11.75)","(101.0, 390.0, 274.0)","(14.0, 29.0, 21.0)","(26.0, 100.0, 85.23076923076923)","(31.0, 55.0, 40.75)","(1.95, 2.2, 2.1836363636363636)","(8.0, 13.0, 12.2)","(6.5, 9.0, 7.88)"
08-12-2022 15:27:23.973367,"(9.0, 14.0, 13.461538461538462)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 11.75)","(101.0, 390.0, 274.0)","(14.0, 29.0, 21.0)","(26.0, 100.0, 85.23076923076923)","(31.0, 55.0, 40.75)","(1.95, 2.2, 2.1836363636363636)","(8.0, 13.0, 12.3)","(6.5, 9.0, 7.88)"
08-12-2022 15:27:25.356372,"(9.0, 14.0, 13.461538461538462)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 11.75)","(101.0, 390.0, 274.0)","(14.0, 29.0, 27.153846153846153)","(26.0, 100.0, 85.23076923076923)","(31.0, 55.0, 40.75)","(1.95, 2.2, 2.1836363636363636)","(8.0, 13.0, 12.3)","(6.5, 9.0, 7.88)"
08-12-2022 15:27:27.009057,"(9.0, 14.0, 14.307692307692307)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 11.75)","(101.0, 390.0, 274.0)","(14.0, 29.0, 27.153846153846153)","(26.0, 100.0, 85.23076923076923)","(31.0, 55.0, 40.75)","(1.95, 2.2, 2.1836363636363636)","(8.0, 13.0, 12.3)","(6.5, 8.8, 7.84)"
08-12-2022 15:27:28.477426,"(9.0, 15.0, 13.53448275862069)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 11.75)","(101.0, 390.0, 274.0)","(14.0, 29.0, 27.153846153846153)","(26.0, 100.0, 85.23076923076923)","(31.0, 55.0, 40.75)","(1.95, 2.2, 2.2977777777777777)","(8.0, 13.0, 12.3)","(6.5, 8.8, 7.84)"
08-12-2022 15:27:30.013577,"(9.0, 14.5, 13.75)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 11.4375)","(101.0, 390.0, 274.0)","(14.0, 29.0, 27.083333333333336)","(26.0, 100.0, 85.23076923076923)","(31.0, 55.0, 40.75)","(1.95, 2.36, 2.3173913043478263)","(8.0, 13.0, 11.5)","(6.5, 8.8, 8.355555555555556)"
08-12-2022 15:27:31.404093,"(9.0, 14.0, 13.75)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.272727272727273)","(8.5, 13.0, 11.4375)","(101.0, 390.0, 274.0)","(14.0, 29.0, 27.083333333333336)","(26.0, 100.0, 85.23076923076923)","(31.0, 55.0, 40.75)","(1.95, 2.36, 2.3173913043478263)","(8.0, 13.0, 11.5)","(6.5, 8.8, 8.355555555555556)"
08-12-2022 15:27:32.818048,"(9.0, 14.0, 13.75)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 11.75)","(101.0, 390.0, 274.0)","(14.0, 29.0, 27.083333333333336)","(26.0, 100.0, 85.23076923076923)","(31.0, 55.0, 40.75)","(1.95, 2.36, 2.1950000000000003)","(8.0, 12.0, 11.5)","(6.5, 8.8, 8.355555555555556)"
08-12-2022 15:27:34.428595,"(9.0, 14.0, 13.75)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 11.75)","(101.0, 390.0, 274.0)","(14.0, 29.0, 27.0)","(26.0, 100.0, 85.23076923076923)","(31.0, 55.0, 40.75)","(1.95, 2.24, 2.1885714285714286)","(8.0, 12.0, 11.5)","(6.5, 8.8, 8.355555555555556)"
08-12-2022 15:27:35.945583,"(9.0, 14.0, 13.75)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 11.75)","(101.0, 390.0, 274.0)","(14.0, 29.0, 27.0)","(26.0, 100.0, 85.23076923076923)","(31.0, 55.0, 40.75)","(1.95, 2.24, 2.2399999999999998)","(8.0, 12.0, 11.533333333333333)","(6.5, 8.8, 8.355555555555556)"
08-12-2022 15:27:37.441873,"(9.0, 14.0, 13.75)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 11.75)","(101.0, 390.0, 274.0)","(14.0, 29.0, 27.0)","(26.0, 100.0, 85.23076923076923)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.21)","(8.0, 12.0, 11.533333333333333)","(6.5, 8.8, 8.355555555555556)"
08-12-2022 15:27:38.868037,"(9.0, 14.0, 13.75)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 10.45)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 27.42857142857143)","(26.0, 100.0, 62.8)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.168)","(8.0, 12.0, 11.533333333333333)","(6.5, 8.8, 7.733333333333333)"
08-12-2022 15:27:40.359446,"(9.0, 14.0, 13.5)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 10.733333333333333)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 27.42857142857143)","(26.0, 100.0, 62.8)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.21)","(8.0, 12.0, 11.533333333333333)","(6.5, 8.8, 7.692307692307692)"
08-12-2022 15:27:41.863156,"(9.0, 14.0, 13.583333333333334)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 10.733333333333333)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 27.42857142857143)","(26.0, 100.0, 62.8)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.21)","(8.0, 12.0, 11.533333333333333)","(6.5, 8.8, 7.692307692307692)"
08-12-2022 15:27:43.253730,"(9.0, 14.0, 12.88888888888889)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 10.733333333333333)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 27.42857142857143)","(26.0, 100.0, 62.8)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.21)","(8.0, 12.0, 11.533333333333333)","(6.5, 8.8, 7.692307692307692)"
08-12-2022 15:27:44.717467,"(9.0, 14.0, 12.88888888888889)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 12.271428571428572)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 27.42857142857143)","(26.0, 100.0, 79.33333333333334)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.21)","(8.0, 12.0, 11.533333333333333)","(6.5, 8.8, 7.692307692307692)"
08-12-2022 15:27:46.164430,"(9.0, 14.0, 12.88888888888889)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 12.271428571428572)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 27.842105263157897)","(26.0, 100.0, 79.33333333333334)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.21)","(8.0, 12.0, 11.116666666666667)","(6.5, 8.8, 7.699999999999999)"
08-12-2022 15:27:47.680468,"(9.0, 14.0, 12.88888888888889)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 12.271428571428572)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 27.842105263157897)","(26.0, 100.0, 79.33333333333334)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.21)","(8.0, 11.5, 11.222222222222221)","(6.5, 8.6, 7.714285714285714)"
08-12-2022 15:27:49.203242,"(9.0, 14.0, 12.88888888888889)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 10.257142857142858)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 22.0)","(26.0, 100.0, 81.4)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.2359999999999998)","(8.0, 12.0, 9.833333333333334)","(6.5, 8.4, 7.957142857142856)"
08-12-2022 15:27:50.572557,"(9.0, 14.0, 12.88888888888889)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 10.257142857142858)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 22.0)","(26.0, 100.0, 81.4)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.2359999999999998)","(8.0, 12.0, 9.833333333333334)","(6.5, 8.6, 7.957142857142856)"
08-12-2022 15:27:51.904415,"(9.0, 14.0, 12.88888888888889)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 10.090909090909092)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 22.0)","(26.0, 100.0, 81.4)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.2359999999999998)","(8.0, 12.0, 9.833333333333334)","(6.5, 8.6, 7.894117647058823)"
08-12-2022 15:27:53.640630,"(9.0, 15.0, 14.416666666666668)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 10.257142857142858)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 27.25)","(26.0, 100.0, 81.4)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.2359999999999998)","(8.0, 12.0, 11.0)","(6.5, 8.6, 7.894117647058823)"
08-12-2022 15:27:55.124847,"(9.0, 15.0, 14.416666666666668)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 10.257142857142858)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 25.0)","(26.0, 100.0, 90.0)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.2359999999999998)","(8.0, 12.0, 11.0)","(6.5, 8.6, 7.894117647058823)"
08-12-2022 15:27:56.704223,"(9.0, 15.0, 14.416666666666668)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 10.257142857142858)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 25.0)","(26.0, 100.0, 90.0)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.2359999999999998)","(8.0, 12.0, 11.290909090909091)","(6.5, 8.6, 7.71111111111111)"
08-12-2022 15:27:58.134977,"(9.0, 15.0, 14.416666666666668)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 10.090909090909092)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 25.0)","(26.0, 100.0, 90.0)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.2359999999999998)","(8.0, 12.0, 11.290909090909091)","(6.5, 8.6, 7.9125)"
08-12-2022 15:27:59.527483,"(9.0, 15.0, 14.416666666666668)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.0, 11.040000000000001)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 25.0)","(26.0, 100.0, 90.0)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.2359999999999998)","(8.0, 12.0, 11.290909090909091)","(6.5, 8.6, 7.984615384615385)"
08-12-2022 15:28:01.158743,"(9.0, 15.0, 14.416666666666668)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 16.0, 10.575000000000001)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 25.0)","(26.0, 100.0, 90.0)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.2073684210526316)","(8.0, 12.0, 10.885714285714286)","(6.5, 8.6, 7.984615384615385)"
08-12-2022 15:28:02.884392,"(9.0, 15.0, 14.416666666666668)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 16.0, 10.575000000000001)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 25.0)","(26.0, 100.0, 90.0)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.2073684210526316)","(8.0, 12.0, 10.885714285714286)","(6.5, 8.6, 7.984615384615385)"
08-12-2022 15:28:04.298948,"(9.0, 15.0, 14.416666666666668)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 16.0, 11.700000000000001)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 27.18181818181818)","(26.0, 100.0, 75.14285714285714)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.2563636363636363)","(8.0, 12.0, 11.290909090909091)","(6.5, 8.6, 7.9125)"
08-12-2022 15:28:05.791474,"(9.0, 15.0, 14.416666666666668)","(101.0, 390.0, 216.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 15.5, 10.614285714285716)","(101.0, 390.0, 203.33333333333331)","(14.0, 29.0, 27.18181818181818)","(26.0, 100.0, 75.14285714285714)","(31.0, 55.0, 40.75)","(1.95, 2.3, 2.2563636363636363)","(8.0, 12.0, 11.290909090909091)","(6.5, 8.6, 7.9125)"
08-12-2022 15:28:07.222782,"(9.0, 15.0, 14.416666666666668)","(101.0, 390.0, 213.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 15.5, 10.614285714285716)","(101.0, 390.0, 200.0)","(14.0, 29.0, 26.363636363636363)","(26.0, 100.0, 75.14285714285714)","(31.0, 55.0, 46.44444444444444)","(1.95, 2.3, 2.2657142857142856)","(8.0, 12.0, 11.290909090909091)","(6.5, 8.6, 7.9125)"
08-12-2022 15:28:08.569788,"(9.0, 15.0, 14.416666666666668)","(101.0, 380.0, 213.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 15.5, 10.614285714285716)","(101.0, 380.0, 200.0)","(14.0, 28.0, 26.363636363636363)","(26.0, 100.0, 75.14285714285714)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.3, 2.2399999999999998)","(8.0, 12.0, 11.290909090909091)","(6.5, 8.6, 7.9125)"
08-12-2022 15:28:09.940404,"(9.0, 15.0, 14.416666666666668)","(101.0, 380.0, 213.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 15.5, 10.614285714285716)","(101.0, 380.0, 200.0)","(14.0, 28.0, 26.363636363636363)","(26.0, 100.0, 75.14285714285714)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.3, 2.2399999999999998)","(8.0, 12.0, 11.290909090909091)","(6.5, 8.6, 7.9125)"
08-12-2022 15:28:11.481783,"(9.0, 15.0, 14.416666666666668)","(101.0, 380.0, 213.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 15.5, 10.614285714285716)","(101.0, 380.0, 200.0)","(14.0, 28.0, 26.363636363636363)","(26.0, 100.0, 75.14285714285714)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.3, 2.2399999999999998)","(8.0, 12.0, 11.290909090909091)","(6.5, 8.6, 7.9125)"
08-12-2022 15:28:12.899175,"(9.0, 15.0, 14.416666666666668)","(101.0, 380.0, 213.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 15.5, 11.700000000000001)","(101.0, 380.0, 200.0)","(14.0, 28.0, 26.363636363636363)","(26.0, 100.0, 75.14285714285714)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.3, 2.2399999999999998)","(8.0, 12.0, 11.28)","(6.5, 8.6, 7.907692307692308)"
08-12-2022 15:28:14.314650,"(9.0, 15.0, 14.416666666666668)","(101.0, 380.0, 213.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 15.5, 11.700000000000001)","(101.0, 380.0, 200.0)","(14.0, 28.0, 21.666666666666668)","(26.0, 100.0, 75.14285714285714)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.3, 2.2399999999999998)","(8.0, 12.0, 11.28)","(6.5, 8.4, 9.657142857142857)"
08-12-2022 15:28:15.630861,"(9.0, 15.0, 14.416666666666668)","(101.0, 380.0, 213.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 15.5, 10.161538461538463)","(101.0, 380.0, 200.0)","(14.0, 28.0, 21.666666666666668)","(26.0, 100.0, 75.14285714285714)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.3, 2.210909090909091)","(8.0, 12.0, 11.28)","(6.5, 10.0, 8.371428571428572)"
08-12-2022 15:28:16.971257,"(9.0, 15.0, 14.092592592592592)","(101.0, 380.0, 213.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.5, 10.161538461538463)","(101.0, 380.0, 200.0)","(14.0, 28.0, 21.666666666666668)","(26.0, 100.0, 75.14285714285714)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.3, 2.2253333333333334)","(8.0, 12.0, 11.28)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:18.331910,"(9.0, 15.0, 14.092592592592592)","(101.0, 380.0, 213.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.5, 10.322222222222223)","(101.0, 380.0, 200.0)","(14.0, 28.0, 21.666666666666668)","(26.0, 100.0, 75.14285714285714)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.3, 2.2253333333333334)","(8.0, 12.0, 11.28)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:19.702550,"(9.0, 15.0, 14.092592592592592)","(101.0, 380.0, 213.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.5, 10.322222222222223)","(101.0, 380.0, 200.0)","(14.0, 28.0, 21.666666666666668)","(26.0, 100.0, 78.25)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.3, 2.2563636363636363)","(8.0, 12.0, 11.077777777777778)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:21.173689,"(9.0, 15.0, 14.416666666666668)","(101.0, 380.0, 213.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.5, 10.322222222222223)","(101.0, 380.0, 196.66666666666669)","(14.0, 28.0, 21.333333333333332)","(26.0, 100.0, 78.25)","(31.0, 50.0, 44.888888888888886)","(1.95, 2.3, 2.2563636363636363)","(8.0, 11.5, 11.077777777777778)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:22.591318,"(9.0, 15.0, 14.416666666666668)","(101.0, 370.0, 210.0)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.5, 10.322222222222223)","(101.0, 370.0, 196.66666666666669)","(14.0, 27.0, 21.333333333333332)","(26.0, 100.0, 78.25)","(31.0, 48.0, 44.5)","(1.95, 2.3, 2.2563636363636363)","(8.0, 11.5, 11.077777777777778)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:24.358574,"(9.0, 15.0, 13.444444444444445)","(101.0, 370.0, 210.0)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.5, 10.322222222222223)","(101.0, 370.0, 196.66666666666669)","(14.0, 27.0, 21.333333333333332)","(26.0, 100.0, 78.25)","(31.0, 46.0, 44.5)","(1.95, 2.3, 2.2657142857142856)","(8.0, 11.5, 10.82)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:25.796381,"(9.0, 15.0, 13.444444444444445)","(101.0, 370.0, 210.0)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.5, 10.322222222222223)","(101.0, 370.0, 196.66666666666669)","(14.0, 27.0, 21.333333333333332)","(26.0, 100.0, 78.25)","(31.0, 46.0, 44.5)","(1.95, 2.3, 2.2563636363636363)","(8.0, 11.5, 11.122222222222222)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:27.882379,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 210.0)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.5, 10.161538461538463)","(101.0, 370.0, 196.66666666666669)","(14.0, 27.0, 21.333333333333332)","(26.0, 100.0, 78.25)","(31.0, 46.0, 44.5)","(1.95, 2.3, 2.2253333333333334)","(8.0, 13.5, 12.39)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:29.732195,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 210.0)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.5, 11.200000000000001)","(101.0, 370.0, 196.66666666666669)","(14.0, 27.0, 18.857142857142858)","(26.0, 100.0, 78.25)","(31.0, 46.0, 44.5)","(1.95, 2.3, 2.2253333333333334)","(8.0, 13.0, 11.666666666666668)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:31.624680,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 210.0)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 11.200000000000001)","(101.0, 370.0, 196.66666666666669)","(14.0, 27.0, 18.916666666666668)","(26.0, 100.0, 78.25)","(31.0, 46.0, 44.5)","(1.95, 2.3, 2.2563636363636363)","(8.0, 13.0, 11.666666666666668)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:33.291850,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 210.0)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 11.200000000000001)","(101.0, 370.0, 196.66666666666669)","(14.0, 26.0, 18.916666666666668)","(26.0, 100.0, 56.5)","(31.0, 46.0, 44.5)","(1.95, 2.3, 2.2563636363636363)","(8.0, 13.0, 11.523076923076923)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:34.793733,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 210.0)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 10.4)","(101.0, 370.0, 196.66666666666669)","(14.0, 26.0, 18.916666666666668)","(26.0, 100.0, 56.5)","(31.0, 46.0, 44.5)","(1.95, 2.3, 2.2563636363636363)","(8.0, 13.0, 11.523076923076923)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:36.408868,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 210.0)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 10.4)","(101.0, 370.0, 196.66666666666669)","(14.0, 26.0, 18.916666666666668)","(26.0, 100.0, 56.5)","(31.0, 46.0, 44.5)","(1.95, 2.3, 2.2563636363636363)","(8.0, 13.0, 11.08)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:38.056875,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 210.0)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 11.9)","(101.0, 370.0, 196.66666666666669)","(14.0, 26.0, 18.916666666666668)","(26.0, 100.0, 56.5)","(31.0, 46.0, 44.5)","(1.95, 2.3, 2.2563636363636363)","(8.0, 13.0, 11.08)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:39.509195,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 203.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 11.48)","(101.0, 370.0, 196.66666666666669)","(14.0, 26.0, 18.916666666666668)","(26.0, 100.0, 56.5)","(31.0, 46.0, 44.5)","(1.95, 2.3, 2.2253333333333334)","(8.0, 13.0, 11.08)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:40.992239,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 203.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 11.48)","(101.0, 370.0, 196.66666666666669)","(14.0, 26.0, 18.916666666666668)","(26.0, 100.0, 56.5)","(31.0, 46.0, 44.5)","(1.95, 2.3, 2.2073684210526316)","(8.0, 13.0, 11.08)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:42.542197,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 203.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 11.48)","(101.0, 370.0, 196.66666666666669)","(14.0, 26.0, 18.916666666666668)","(26.0, 100.0, 56.5)","(31.0, 46.0, 44.5)","(1.95, 2.3, 2.2073684210526316)","(8.0, 13.0, 11.08)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:44.111058,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 203.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 11.48)","(101.0, 370.0, 196.66666666666669)","(14.0, 26.0, 18.916666666666668)","(26.0, 100.0, 56.5)","(31.0, 46.0, 48.0)","(1.95, 2.3, 2.2563636363636363)","(8.0, 13.0, 11.08)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:45.676370,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 203.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 11.48)","(101.0, 370.0, 196.66666666666669)","(14.0, 26.0, 18.571428571428573)","(26.0, 100.0, 56.5)","(31.0, 50.0, 48.0)","(1.95, 2.3, 2.2563636363636363)","(8.0, 13.0, 11.0)","(6.5, 9.8, 8.569230769230769)"
08-12-2022 15:28:47.203456,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 203.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 11.48)","(101.0, 370.0, 196.66666666666669)","(14.0, 25.0, 18.571428571428573)","(26.0, 100.0, 56.5)","(31.0, 50.0, 48.0)","(1.95, 2.3, 2.2563636363636363)","(8.0, 12.5, 11.0)","(6.5, 9.8, 8.942857142857143)"
08-12-2022 15:28:48.628030,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 203.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 11.48)","(101.0, 370.0, 196.66666666666669)","(14.0, 25.0, 18.571428571428573)","(26.0, 100.0, 56.5)","(31.0, 50.0, 48.0)","(1.95, 2.3, 2.2563636363636363)","(8.0, 12.5, 11.0)","(6.5, 9.8, 8.942857142857143)"
08-12-2022 15:28:50.118183,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 203.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 11.48)","(101.0, 370.0, 196.66666666666669)","(14.0, 25.0, 18.571428571428573)","(26.0, 100.0, 56.5)","(31.0, 50.0, 48.0)","(1.95, 2.3, 2.2563636363636363)","(8.0, 12.5, 11.0)","(6.5, 9.8, 8.942857142857143)"
08-12-2022 15:28:51.695914,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 203.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 11.48)","(101.0, 370.0, 196.66666666666669)","(14.0, 25.0, 18.571428571428573)","(26.0, 100.0, 56.5)","(31.0, 50.0, 52.375)","(1.95, 2.3, 2.2563636363636363)","(8.0, 12.5, 11.0)","(6.5, 9.8, 8.942857142857143)"
08-12-2022 15:28:53.307605,"(9.0, 15.0, 12.958333333333334)","(101.0, 370.0, 203.33333333333331)","(9.0, 13.5, 12.428571428571429)","(8.5, 14.0, 11.48)","(101.0, 370.0, 196.66666666666669)","(14.0, 25.0, 18.571428571428573)","(26.0, 100.0, 56.5)","(31.0, 55.0, 52.375)","(1.95, 2.3, 2.2563636363636363)","(8.0, 12.5, 11.0)","(6.5, 9.8, 8.942857142857143)"
