,Bold Prophet,Danncity,Wojtek,Luckee Floran,The Frenchman,Lead Guitar,Reactionary,Butterflyrock,American Agent,Go Go Gracie,Pio Kerri
08-12-2022 15:29:37.577983,"(9.0, 15.0, 14.2)","(101.0, 350.0, 196.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.5, 13.227272727272727)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 46.0, 45.09090909090909)","(1.95, 2.32, 2.28)","(8.0, 12.5, 11.53125)","(6.5, 9.8, 9.266666666666667)"
08-12-2022 15:29:39.200456,"(9.0, 15.0, 14.2)","(101.0, 350.0, 196.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.5, 13.227272727272727)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 46.0, 45.09090909090909)","(1.95, 2.32, 2.28)","(8.0, 12.5, 11.53125)","(6.5, 9.8, 9.266666666666667)"
08-12-2022 15:29:40.860094,"(9.0, 15.0, 14.2)","(101.0, 350.0, 196.66666666666669)","(9.0, 13.5, 12.428571428571429)","(8.5, 13.5, 13.227272727272727)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 46.0, 45.09090909090909)","(1.95, 2.32, 2.28)","(8.0, 12.5, 11.53125)","(6.5, 9.8, 9.266666666666667)"
08-12-2022 15:29:42.529533,"(9.0, 15.0, 14.2)","(101.0, 350.0, 196.66666666666669)","(9.0, 13.5, 15.25)","(8.5, 13.5, 13.227272727272727)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 46.0, 45.09090909090909)","(1.95, 2.32, 2.28)","(8.0, 12.5, 11.53125)","(6.5, 9.8, 9.266666666666667)"
08-12-2022 15:29:44.192409,"(9.0, 15.0, 13.833333333333334)","(101.0, 350.0, 196.66666666666669)","(9.0, 18.5, 16.125)","(8.5, 13.5, 13.227272727272727)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 46.0, 45.09090909090909)","(1.95, 2.32, 2.28)","(8.0, 12.5, 11.53125)","(6.5, 9.8, 9.266666666666667)"
08-12-2022 15:29:45.824161,"(9.0, 15.0, 13.833333333333334)","(101.0, 350.0, 196.66666666666669)","(9.0, 17.5, 16.125)","(8.5, 13.5, 13.227272727272727)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 46.0, 45.09090909090909)","(1.95, 2.32, 2.28)","(8.0, 12.5, 11.53125)","(6.5, 9.8, 9.266666666666667)"
08-12-2022 15:29:47.461854,"(9.0, 15.0, 13.833333333333334)","(101.0, 350.0, 196.66666666666669)","(9.0, 17.5, 14.75)","(8.5, 13.5, 13.227272727272727)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 46.0, 45.09090909090909)","(1.95, 2.32, 2.28)","(8.0, 12.5, 11.53125)","(6.5, 9.8, 9.266666666666667)"
08-12-2022 15:29:49.045890,"(9.0, 15.0, 13.833333333333334)","(101.0, 350.0, 196.66666666666669)","(9.0, 17.5, 14.75)","(8.5, 13.5, 13.227272727272727)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 46.0, 45.09090909090909)","(1.95, 2.32, 2.28)","(8.0, 12.5, 11.53125)","(6.5, 9.8, 9.266666666666667)"
08-12-2022 15:29:50.532946,"(9.0, 15.0, 13.833333333333334)","(101.0, 350.0, 196.66666666666669)","(9.0, 17.5, 14.727272727272727)","(8.5, 13.5, 13.227272727272727)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 46.0, 45.09090909090909)","(1.95, 2.32, 2.28)","(8.0, 12.5, 11.53125)","(6.5, 9.8, 9.266666666666667)"
08-12-2022 15:29:52.114120,"(9.0, 15.0, 13.833333333333334)","(101.0, 350.0, 196.66666666666669)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 46.0, 45.09090909090909)","(1.95, 2.32, 2.3)","(8.0, 12.5, 11.53125)","(6.5, 9.8, 9.266666666666667)"
08-12-2022 15:29:53.949357,"(9.0, 15.0, 13.833333333333334)","(101.0, 350.0, 196.66666666666669)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 46.0, 45.09090909090909)","(1.95, 2.32, 2.3)","(8.0, 12.5, 11.53125)","(6.5, 9.8, 9.266666666666667)"
08-12-2022 15:29:55.743850,"(9.0, 15.0, 14.2)","(101.0, 350.0, 196.66666666666669)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 46.0, 45.09090909090909)","(1.95, 2.32, 2.2311111111111113)","(8.0, 12.5, 11.53125)","(6.5, 9.8, 8.959999999999999)"
08-12-2022 15:29:57.719051,"(9.0, 15.0, 14.2)","(101.0, 350.0, 196.66666666666669)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 46.0, 45.09090909090909)","(1.95, 2.32, 2.2311111111111113)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:29:59.437654,"(9.0, 15.0, 14.2)","(101.0, 350.0, 196.66666666666669)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 46.0, 46.90909090909091)","(1.95, 2.32, 2.2311111111111113)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:01.230440,"(9.0, 15.0, 14.2)","(101.0, 350.0, 196.66666666666669)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 350.0, 183.33333333333331)","(14.0, 23.0, 18.285714285714285)","(26.0, 95.0, 69.5)","(31.0, 48.0, 46.90909090909091)","(1.95, 2.32, 2.2311111111111113)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:02.861547,"(9.0, 15.0, 14.2)","(101.0, 350.0, 193.33333333333331)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 350.0, 180.0)","(14.0, 23.0, 17.833333333333332)","(26.0, 95.0, 69.5)","(31.0, 48.0, 46.90909090909091)","(1.95, 2.32, 2.2311111111111113)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:04.567500,"(9.0, 15.0, 14.2)","(101.0, 340.0, 193.33333333333331)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 340.0, 180.0)","(14.0, 22.0, 17.833333333333332)","(26.0, 95.0, 69.5)","(31.0, 48.0, 46.90909090909091)","(1.95, 2.32, 2.2311111111111113)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:06.237040,"(9.0, 15.0, 14.2)","(101.0, 340.0, 193.33333333333331)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 340.0, 180.0)","(14.0, 22.0, 17.833333333333332)","(26.0, 95.0, 69.5)","(31.0, 48.0, 46.90909090909091)","(1.95, 2.32, 2.2311111111111113)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:08.004919,"(9.0, 15.0, 14.2)","(101.0, 340.0, 193.33333333333331)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 340.0, 180.0)","(14.0, 22.0, 17.833333333333332)","(26.0, 95.0, 69.5)","(31.0, 48.0, 46.90909090909091)","(1.95, 2.32, 2.2311111111111113)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:09.655690,"(9.0, 15.0, 14.2)","(101.0, 340.0, 193.33333333333331)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 340.0, 180.0)","(14.0, 22.0, 17.833333333333332)","(26.0, 95.0, 69.5)","(31.0, 48.0, 46.90909090909091)","(1.95, 2.32, 2.2311111111111113)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:11.279823,"(9.0, 15.0, 14.2)","(101.0, 340.0, 193.33333333333331)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 340.0, 180.0)","(14.0, 22.0, 17.833333333333332)","(26.0, 95.0, 69.5)","(31.0, 48.0, 46.90909090909091)","(1.95, 2.32, 2.2584615384615385)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:12.863389,"(9.0, 15.0, 14.2)","(101.0, 340.0, 193.33333333333331)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 340.0, 180.0)","(14.0, 22.0, 17.833333333333332)","(26.0, 95.0, 69.5)","(31.0, 48.0, 46.90909090909091)","(1.95, 2.32, 2.2584615384615385)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:14.464728,"(9.0, 15.0, 14.2)","(101.0, 340.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 340.0, 176.66666666666669)","(14.0, 22.0, 17.833333333333332)","(26.0, 95.0, 69.5)","(31.0, 48.0, 46.76923076923077)","(1.95, 2.32, 2.2311111111111113)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:16.088119,"(9.0, 15.0, 14.2)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 330.0, 176.66666666666669)","(14.0, 22.0, 17.833333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.76923076923077)","(1.95, 2.32, 2.2311111111111113)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:17.762903,"(9.0, 15.0, 14.2)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 330.0, 176.66666666666669)","(14.0, 22.0, 17.833333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.76923076923077)","(1.95, 2.32, 2.2311111111111113)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:19.430762,"(9.0, 15.0, 14.2)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 330.0, 176.66666666666669)","(14.0, 22.0, 17.5625)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.76923076923077)","(1.95, 2.32, 2.2311111111111113)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:21.051711,"(9.0, 15.0, 14.2)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 17.5625)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.76923076923077)","(1.95, 2.32, 2.288)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:22.615522,"(9.0, 15.0, 14.2)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 17.5625)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.76923076923077)","(1.95, 2.32, 2.288)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:24.249370,"(9.0, 15.0, 14.2)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 17.5625)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.76923076923077)","(1.95, 2.32, 2.288)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:26.066071,"(9.0, 15.0, 14.2)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 17.5625)","(26.0, 95.0, 69.5)","(31.0, 50.0, 47.66666666666667)","(1.95, 2.32, 2.288)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:27.606661,"(9.0, 15.0, 14.2)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.25)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 17.5625)","(26.0, 95.0, 69.5)","(31.0, 50.0, 47.66666666666667)","(1.95, 2.32, 2.288)","(8.0, 12.5, 11.53125)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:29.144124,"(9.0, 15.0, 14.2)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 13.0)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.288)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.56)"
08-12-2022 15:30:30.696055,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:32.342403,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:34.250518,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:35.947308,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:37.796794,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:39.548402,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:41.164646,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:42.712290,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:44.388239,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:45.889671,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:47.441098,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:48.978437,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:50.491142,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:52.059791,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:53.589289,"(9.0, 15.0, 12.375)","(101.0, 330.0, 190.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.333333333333334)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 69.5)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:55.142746,"(9.0, 15.0, 12.147058823529411)","(101.0, 330.0, 134.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.52)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 62.33333333333333)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:56.676884,"(9.0, 14.5, 12.125)","(101.0, 330.0, 134.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.0)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 62.33333333333333)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:58.088793,"(9.0, 14.5, 12.125)","(101.0, 330.0, 134.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.0)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 19.333333333333332)","(26.0, 95.0, 62.33333333333333)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:30:59.548913,"(9.0, 14.0, 12.666666666666666)","(101.0, 330.0, 134.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.0)","(101.0, 330.0, 176.66666666666669)","(14.0, 21.0, 18.666666666666668)","(26.0, 95.0, 62.33333333333333)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:31:01.356690,"(9.0, 14.5, 12.147058823529411)","(101.0, 330.0, 134.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.0)","(101.0, 330.0, 176.66666666666669)","(14.0, 20.0, 18.666666666666668)","(26.0, 95.0, 62.33333333333333)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 9.916666666666668)","(6.5, 9.4, 8.32)"
08-12-2022 15:31:03.297497,"(9.0, 14.5, 12.147058823529411)","(101.0, 330.0, 134.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.75)","(101.0, 330.0, 176.66666666666669)","(14.0, 20.0, 18.666666666666668)","(26.0, 95.0, 62.33333333333333)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 10.175)","(6.5, 9.4, 8.32)"
08-12-2022 15:31:05.082947,"(9.0, 14.5, 12.147058823529411)","(101.0, 330.0, 134.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.75)","(101.0, 330.0, 176.66666666666669)","(14.0, 20.0, 18.666666666666668)","(26.0, 95.0, 62.33333333333333)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 10.175)","(6.5, 9.4, 8.32)"
08-12-2022 15:31:06.832839,"(9.0, 14.5, 12.147058823529411)","(101.0, 330.0, 134.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.75)","(101.0, 330.0, 176.66666666666669)","(14.0, 20.0, 18.666666666666668)","(26.0, 95.0, 62.33333333333333)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.3)","(8.0, 12.5, 10.175)","(6.5, 9.4, 8.32)"
08-12-2022 15:31:08.549780,"(9.0, 14.5, 12.119047619047619)","(101.0, 330.0, 134.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.75)","(101.0, 330.0, 176.66666666666669)","(14.0, 20.0, 18.666666666666668)","(26.0, 95.0, 62.33333333333333)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.22)","(8.0, 12.5, 10.175)","(6.5, 9.4, 8.32)"
08-12-2022 15:31:10.210145,"(9.0, 14.5, 12.666666666666666)","(101.0, 330.0, 134.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.75)","(101.0, 330.0, 176.66666666666669)","(14.0, 20.0, 18.666666666666668)","(26.0, 95.0, 62.33333333333333)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.22)","(8.0, 12.5, 10.175)","(6.5, 9.4, 8.32)"
08-12-2022 15:31:11.854391,"(9.0, 14.0, 12.285714285714286)","(101.0, 330.0, 134.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.75)","(101.0, 330.0, 176.66666666666669)","(14.0, 20.0, 18.666666666666668)","(26.0, 95.0, 62.33333333333333)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.2533333333333334)","(8.0, 12.5, 10.175)","(6.5, 9.4, 8.32)"
08-12-2022 15:31:13.374770,"(9.0, 14.0, 12.285714285714286)","(101.0, 330.0, 134.0)","(9.0, 17.0, 14.727272727272727)","(8.5, 13.5, 12.75)","(101.0, 330.0, 176.66666666666669)","(14.0, 20.0, 18.666666666666668)","(26.0, 95.0, 62.33333333333333)","(31.0, 50.0, 46.44444444444444)","(1.95, 2.32, 2.2533333333333334)","(8.0, 12.5, 10.175)","(6.5, 9.4, 8.32)"
08-12-2022 15:31:15.054151,"(9.0, 14.0, 12.285714285714286)","(101.0, 330.0, 112.5)","(9.0, 17.0, 13.7)","(8.5, 13.5, 13.25)","(101.0, 330.0, 176.66666666666669)","(14.0, 20.0, 18.5)","(26.0, 95.0, 81.25)","(31.0, 50.0, 38.57142857142857)","(1.95, 2.32, 2.247272727272727)","(8.0, 12.5, 10.175)","(6.5, 9.4, 8.32)"
08-12-2022 15:31:16.691551,"(9.0, 14.0, 12.285714285714286)","(101.0, 120.0, 112.5)","(9.0, 17.0, 13.7)","(8.5, 13.5, 13.25)","(101.0, 330.0, 176.66666666666669)","(14.0, 19.5, 17.59090909090909)","(26.0, 95.0, 87.36842105263159)","(31.0, 50.0, 38.57142857142857)","(1.95, 2.32, 2.297142857142857)","(8.0, 12.5, 10.175)","(6.5, 9.4, 8.32)"
08-12-2022 15:31:18.127921,"(9.0, 14.0, 12.285714285714286)","(101.0, 120.0, 112.5)","(9.0, 17.0, 13.7)","(8.5, 13.5, 13.25)","(101.0, 330.0, 176.66666666666669)","(14.0, 19.5, 17.59090909090909)","(26.0, 90.0, 87.36842105263159)","(31.0, 50.0, 38.0)","(1.95, 2.32, 2.297142857142857)","(8.0, 12.5, 10.175)","(6.5, 9.4, 8.32)"
08-12-2022 15:31:19.683834,"(9.0, 14.0, 12.285714285714286)","(101.0, 120.0, 112.5)","(9.0, 17.0, 13.7)","(8.5, 13.5, 13.25)","(101.0, 330.0, 176.66666666666669)","(14.0, 19.5, 17.59090909090909)","(26.0, 90.0, 87.36842105263159)","(31.0, 50.0, 38.0)","(1.95, 2.32, 2.297142857142857)","(8.0, 12.5, 10.175)","(6.5, 9.4, 8.32)"
