,Krafty Boy,Kezzamac,The Hustler Nz,Tulhurst Writer,Bomani,Shanerra Star Nz,A Rocknroll Star Nz,Roll The Seven,Tulhurst Terror,Shannonsideal
14-12-2022 18:48:24.387527,"(101.0, 560.0, 297.5)","(4.8, 7.6, 7.3999999999999995)","(3.2, 99999, 99990)","(26.0, 65.0, 58.4375)","(15.0, 17.5, 17.35)","(4.0, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 14.5, 14.375)","(7.5, 11.0, 10.22857142857143)","(13.0, 22.0, 21.4)"
14-12-2022 18:48:25.750397,"(101.0, 560.0, 297.5)","(4.8, 7.6, 7.375)","(3.2, 99999, 99990)","(26.0, 65.0, 59.75)","(15.0, 17.5, 17.045454545454547)","(4.0, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 14.5, 15.5)","(7.5, 11.0, 10.03076923076923)","(13.0, 22.0, 21.333333333333332)"
14-12-2022 18:48:27.195286,"(101.0, 550.0, 323.3333333333333)","(4.8, 9.0, 7.8)","(3.2, 99999, 99990)","(26.0, 65.0, 59.75)","(15.0, 18.0, 16.833333333333332)","(4.0, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 17.0, 15.5)","(7.5, 11.0, 8.803370786516854)","(13.0, 23.0, 21.333333333333332)"
14-12-2022 18:48:28.500472,"(101.0, 520.0, 313.3333333333333)","(4.8, 8.6, 7.433333333333334)","(3.2, 99999, 99990)","(26.0, 65.0, 62.35294117647059)","(15.0, 18.0, 16.833333333333332)","(4.0, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 17.0, 15.5)","(7.5, 9.4, 9.75)","(13.0, 23.0, 22.4)"
14-12-2022 18:48:29.772304,"(101.0, 520.0, 243.33333333333334)","(5.0, 8.4, 7.366666666666667)","(3.4, 99999, 99990)","(31.0, 65.0, 62.35294117647059)","(14.0, 18.0, 16.833333333333332)","(4.0, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 17.0, 16.705882352941178)","(7.5, 11.0, 9.947368421052632)","(14.0, 23.0, 22.4)"
14-12-2022 18:48:30.966255,"(101.0, 510.0, 243.33333333333334)","(5.0, 8.2, 7.366666666666667)","(3.4, 99999, 99990)","(31.0, 65.0, 62.35294117647059)","(14.0, 18.0, 17.125)","(4.0, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 17.0, 16.0)","(7.5, 11.0, 10.227272727272727)","(14.0, 23.0, 22.4)"
14-12-2022 18:48:32.270565,"(101.0, 490.0, 303.3333333333333)","(5.0, 8.0, 7.466666666666667)","(3.4, 99999, 99990)","(31.0, 65.0, 62.35294117647059)","(14.0, 18.0, 17.3)","(4.0, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 17.0, 16.1)","(7.5, 10.5, 9.055045871559633)","(14.0, 23.0, 23.8)"
14-12-2022 18:48:33.628184,"(91.0, 480.0, 264.0)","(5.0, 8.0, 7.333333333333334)","(3.2, 99999, 99990)","(31.0, 65.0, 60.0)","(14.0, 18.0, 17.3)","(4.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 17.0, 16.1)","(7.5, 10.0, 9.063157894736841)","(14.0, 24.0, 23.8)"
14-12-2022 18:48:34.938499,"(91.0, 470.0, 296.6666666666667)","(5.0, 8.0, 7.333333333333334)","(3.2, 99999, 99990)","(31.0, 65.0, 62.75)","(14.0, 18.0, 17.285714285714285)","(4.2, 99999, 99990)","(13.0, 99999, 99990)","(10.0, 17.0, 16.571428571428573)","(7.5, 10.0, 9.514285714285714)","(14.0, 24.0, 22.666666666666668)"
14-12-2022 18:48:36.238649,"(91.0, 460.0, 245.71428571428572)","(5.0, 7.8, 7.3)","(3.2, 99999, 99990)","(31.0, 65.0, 60.625)","(14.0, 17.5, 17.285714285714285)","(4.2, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 16.1)","(7.0, 9.8, 9.654545454545454)","(14.0, 26.0, 22.8)"
14-12-2022 18:48:37.543950,"(91.0, 460.0, 245.71428571428572)","(5.0, 7.8, 7.3)","(3.2, 99999, 99990)","(31.0, 65.0, 61.37931034482759)","(14.0, 17.5, 17.6)","(4.2, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 15.125)","(7.0, 9.8, 9.094736842105263)","(14.0, 26.0, 22.8)"
14-12-2022 18:48:38.934665,"(91.0, 460.0, 293.3333333333333)","(5.0, 7.8, 7.62)","(3.2, 99999, 99990)","(31.0, 65.0, 61.37931034482759)","(14.0, 18.0, 17.285714285714285)","(4.2, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 16.653846153846153)","(7.5, 10.0, 9.654545454545454)","(14.0, 26.0, 22.666666666666668)"
14-12-2022 18:48:40.333941,"(101.0, 450.0, 290.0)","(5.0, 7.8, 8.075)","(2.8, 99999, 99990)","(31.0, 65.0, 101.33333333333334)","(14.0, 17.5, 17.2)","(4.2, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 16.653846153846153)","(7.5, 9.8, 9.436363636363637)","(14.0, 23.0, 22.666666666666668)"
14-12-2022 18:48:41.743750,"(101.0, 450.0, 242.85714285714286)","(5.0, 9.2, 8.427272727272728)","(2.8, 99999, 99990)","(31.0, 120.0, 68.0)","(14.0, 17.5, 17.2)","(4.2, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 16.653846153846153)","(7.5, 9.8, 8.946341463414635)","(14.0, 23.0, 22.666666666666668)"
14-12-2022 18:48:43.053907,"(101.0, 440.0, 242.85714285714286)","(5.5, 9.0, 8.4)","(2.8, 99999, 99990)","(31.0, 120.0, 80.0)","(14.0, 17.5, 17.454545454545453)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 16.653846153846153)","(7.5, 10.0, 9.514285714285714)","(15.0, 23.0, 22.857142857142858)"
14-12-2022 18:48:44.328851,"(101.0, 410.0, 276.6666666666667)","(5.5, 8.8, 7.942857142857143)","(2.8, 99999, 99990)","(31.0, 120.0, 80.0)","(14.0, 18.0, 16.833333333333332)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 16.653846153846153)","(7.5, 9.8, 9.371428571428572)","(15.0, 23.0, 22.81818181818182)"
14-12-2022 18:48:45.577888,"(101.0, 400.0, 241.66666666666666)","(5.5, 8.8, 7.942857142857143)","(2.8, 99999, 99990)","(31.0, 120.0, 80.0)","(14.0, 18.0, 17.25)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 16.653846153846153)","(7.5, 9.6, 9.371428571428572)","(15.0, 23.0, 22.81818181818182)"
14-12-2022 18:48:46.862395,"(101.0, 400.0, 229.0)","(5.5, 8.8, 7.942857142857143)","(2.8, 99999, 99990)","(31.0, 120.0, 80.0)","(14.0, 17.5, 17.25)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 16.653846153846153)","(7.5, 9.6, 9.371428571428572)","(15.0, 23.0, 22.81818181818182)"
14-12-2022 18:48:48.194925,"(101.0, 400.0, 241.66666666666666)","(5.5, 8.8, 7.885714285714285)","(2.8, 99999, 99990)","(31.0, 120.0, 80.0)","(14.0, 17.5, 17.25)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 16.653846153846153)","(7.5, 9.6, 9.514285714285714)","(15.0, 23.0, 23.166666666666668)"
14-12-2022 18:48:49.607590,"(101.0, 380.0, 266.6666666666667)","(5.5, 8.6, 7.885714285714285)","(2.8, 99999, 99990)","(31.0, 120.0, 80.0)","(14.0, 18.0, 17.454545454545453)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 16.653846153846153)","(7.0, 9.8, 9.425)","(15.0, 24.0, 23.166666666666668)"
14-12-2022 18:48:50.913701,"(101.0, 380.0, 266.6666666666667)","(5.5, 8.6, 7.885714285714285)","(2.8, 99999, 99990)","(31.0, 120.0, 80.0)","(14.0, 18.0, 17.454545454545453)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 16.4)","(7.0, 9.8, 9.425)","(15.0, 24.0, 23.166666666666668)"
14-12-2022 18:48:52.182117,"(101.0, 380.0, 266.6666666666667)","(5.5, 8.6, 8.0)","(2.8, 99999, 99990)","(31.0, 120.0, 89.23076923076923)","(14.0, 18.0, 17.454545454545453)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 16.4)","(7.0, 9.8, 9.425)","(15.0, 24.0, 27.333333333333332)"
14-12-2022 18:48:53.482166,"(101.0, 380.0, 266.6666666666667)","(5.5, 8.6, 8.0)","(2.8, 99999, 99990)","(31.0, 120.0, 89.23076923076923)","(14.0, 18.0, 17.818181818181817)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 16.4)","(7.0, 9.8, 9.425)","(15.0, 30.0, 26.0)"
14-12-2022 18:48:54.809049,"(101.0, 470.0, 296.6666666666667)","(5.5, 8.6, 7.828571428571428)","(2.8, 99999, 99990)","(31.0, 120.0, 87.27272727272728)","(14.0, 18.5, 17.818181818181817)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 17.0, 16.4)","(7.0, 9.8, 9.425)","(15.0, 29.0, 27.333333333333332)"
14-12-2022 18:48:56.250105,"(91.0, 470.0, 296.6666666666667)","(5.5, 8.4, 7.828571428571428)","(2.6, 99999, 99990)","(41.0, 120.0, 87.27272727272728)","(14.0, 18.5, 17.818181818181817)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(11.0, 17.0, 16.4)","(7.5, 9.8, 9.425)","(16.0, 29.0, 27.333333333333332)"
14-12-2022 18:48:57.617846,"(91.0, 470.0, 296.6666666666667)","(5.5, 8.4, 7.699999999999999)","(2.6, 99999, 99990)","(41.0, 120.0, 87.27272727272728)","(14.0, 18.5, 17.818181818181817)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(11.0, 17.0, 16.4)","(7.5, 9.8, 9.32)","(16.0, 29.0, 27.333333333333332)"
14-12-2022 18:48:59.044321,"(91.0, 560.0, 326.6666666666667)","(5.5, 8.2, 7.699999999999999)","(2.6, 99999, 99990)","(41.0, 120.0, 87.27272727272728)","(14.0, 18.5, 17.642857142857142)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(11.0, 17.0, 16.4)","(7.5, 9.8, 9.5)","(16.0, 29.0, 27.333333333333332)"
14-12-2022 18:49:00.373045,"(91.0, 560.0, 326.6666666666667)","(5.5, 8.2, 7.699999999999999)","(2.6, 99999, 99990)","(41.0, 120.0, 87.27272727272728)","(14.0, 18.5, 17.954545454545453)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(11.0, 17.0, 16.7)","(7.5, 9.8, 9.5)","(16.0, 29.0, 27.333333333333332)"
14-12-2022 18:49:01.625137,"(91.0, 560.0, 326.6666666666667)","(5.5, 8.2, 7.673684210526315)","(2.6, 99999, 99990)","(41.0, 120.0, 87.27272727272728)","(14.0, 18.5, 17.954545454545453)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(11.0, 17.0, 16.7)","(7.5, 9.8, 9.24)","(16.0, 29.0, 27.0)"
14-12-2022 18:49:02.916174,"(91.0, 560.0, 323.3333333333333)","(5.5, 8.2, 7.673684210526315)","(2.6, 99999, 99990)","(41.0, 120.0, 101.25)","(14.0, 18.5, 17.954545454545453)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(11.0, 17.0, 16.7)","(7.5, 9.8, 9.0)","(16.0, 30.0, 25.2)"
14-12-2022 18:49:04.210349,"(91.0, 550.0, 323.3333333333333)","(5.5, 8.2, 7.673684210526315)","(2.6, 99999, 99990)","(41.0, 110.0, 102.66666666666666)","(14.0, 18.5, 17.041666666666668)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(11.0, 17.0, 17.11111111111111)","(7.5, 9.8, 9.5)","(16.0, 30.0, 25.333333333333332)"
14-12-2022 18:49:05.560314,"(91.0, 550.0, 323.3333333333333)","(5.5, 8.2, 7.8428571428571425)","(2.6, 99999, 99990)","(41.0, 110.0, 75.0)","(14.0, 18.5, 17.333333333333332)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(11.0, 18.5, 17.166666666666668)","(7.5, 9.8, 9.5)","(16.0, 30.0, 26.4)"
14-12-2022 18:49:06.805683,"(91.0, 550.0, 323.3333333333333)","(5.5, 8.2, 7.8428571428571425)","(2.6, 99999, 99990)","(41.0, 100.0, 76.66666666666667)","(14.0, 18.5, 16.90909090909091)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(11.0, 18.5, 16.9)","(7.5, 9.8, 9.200000000000001)","(16.0, 30.0, 26.4)"
14-12-2022 18:49:08.099758,"(91.0, 370.0, 263.3333333333333)","(5.5, 8.0, 7.5)","(2.6, 99999, 99990)","(41.0, 100.0, 81.33333333333334)","(14.0, 18.5, 16.90909090909091)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(11.0, 18.5, 16.928571428571427)","(7.5, 9.8, 9.2)","(16.0, 30.0, 26.4)"
14-12-2022 18:49:09.431444,"(91.0, 360.0, 285.0)","(5.5, 8.0, 7.775)","(2.6, 99999, 99990)","(41.0, 100.0, 91.25)","(14.0, 18.5, 17.40625)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(11.0, 18.0, 17.318181818181817)","(7.5, 9.8, 9.711111111111112)","(16.0, 30.0, 26.4)"
14-12-2022 18:49:10.781997,"(91.0, 360.0, 260.0)","(5.5, 8.0, 7.828571428571428)","(2.6, 99999, 99990)","(41.0, 95.0, 91.25)","(14.0, 18.5, 17.40625)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(11.0, 18.0, 17.5)","(7.5, 9.8, 9.711111111111112)","(16.0, 30.0, 26.4)"
14-12-2022 18:49:12.139750,"(91.0, 360.0, 260.0)","(5.5, 8.0, 7.828571428571428)","(2.6, 99999, 99990)","(41.0, 95.0, 91.25)","(14.0, 18.5, 16.90909090909091)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 18.0, 17.5)","(7.5, 9.8, 9.711111111111112)","(16.0, 30.0, 28.0)"
14-12-2022 18:49:13.444489,"(91.0, 360.0, 260.0)","(5.5, 8.0, 7.828571428571428)","(2.6, 99999, 99990)","(41.0, 95.0, 73.75)","(14.0, 18.5, 16.272727272727273)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 18.0, 17.357142857142858)","(7.5, 9.8, 9.711111111111112)","(16.0, 30.0, 35.36363636363636)"
14-12-2022 18:49:14.750401,"(91.0, 340.0, 253.33333333333334)","(5.5, 8.0, 7.828571428571428)","(2.6, 99999, 99990)","(41.0, 85.0, 73.75)","(14.0, 18.5, 16.333333333333332)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 18.0, 17.1)","(7.5, 9.8, 9.4)","(16.0, 44.0, 33.44444444444444)"
14-12-2022 18:49:16.061677,"(91.0, 340.0, 253.33333333333334)","(5.5, 8.0, 7.890909090909091)","(2.6, 99999, 99990)","(41.0, 85.0, 75.52631578947368)","(14.0, 16.5, 16.333333333333332)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 18.0, 17.1)","(7.5, 9.8, 9.4)","(16.0, 44.0, 33.8)"
14-12-2022 18:49:17.438345,"(91.0, 330.0, 270.0)","(5.5, 8.0, 7.85)","(2.6, 99999, 99990)","(41.0, 85.0, 72.5)","(14.0, 16.5, 16.333333333333332)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 18.0, 17.1)","(7.5, 9.8, 9.700000000000001)","(16.0, 36.0, 29.666666666666668)"
14-12-2022 18:49:18.779193,"(91.0, 320.0, 246.66666666666666)","(5.5, 8.0, 7.85)","(2.6, 99999, 99990)","(41.0, 85.0, 73.75)","(14.0, 16.5, 16.333333333333332)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 18.0, 17.25)","(7.5, 9.8, 9.707692307692309)","(16.0, 32.0, 29.5)"
14-12-2022 18:49:20.157202,"(91.0, 310.0, 243.33333333333334)","(5.5, 8.0, 7.890909090909091)","(2.6, 99999, 99990)","(41.0, 80.0, 68.0)","(14.0, 16.5, 16.333333333333332)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 18.0, 17.25)","(7.5, 9.8, 9.707692307692309)","(16.0, 32.0, 30.714285714285715)"
14-12-2022 18:49:21.507391,"(101.0, 310.0, 243.33333333333334)","(6.0, 8.0, 7.466666666666667)","(2.5, 99999, 99990)","(41.0, 80.0, 61.0)","(12.0, 16.5, 16.866666666666667)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 18.5, 15.675675675675675)","(7.5, 9.8, 9.38723404255319)","(16.0, 32.0, 31.076923076923077)"
14-12-2022 18:49:22.791744,"(101.0, 310.0, 243.33333333333334)","(6.0, 7.2, 6.933333333333334)","(2.5, 99999, 99990)","(41.0, 65.0, 61.0)","(12.0, 18.5, 16.866666666666667)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 16.0, 15.675675675675675)","(7.5, 10.0, 9.446153846153846)","(16.0, 32.0, 29.88235294117647)"
14-12-2022 18:49:24.103884,"(101.0, 300.0, 255.0)","(6.0, 7.6, 7.442105263157894)","(2.6, 99999, 99990)","(41.0, 65.0, 60.55555555555556)","(12.0, 18.5, 16.866666666666667)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 16.0, 15.675675675675675)","(7.5, 10.0, 9.38723404255319)","(16.0, 32.0, 30.4)"
14-12-2022 18:49:25.378503,"(101.0, 300.0, 255.0)","(6.0, 6.8, 5.575)","(2.6, 99999, 99990)","(41.0, 65.0, 60.55555555555556)","(12.0, 18.5, 16.866666666666667)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 16.0, 15.675675675675675)","(7.5, 10.0, 9.485714285714286)","(16.0, 32.0, 29.88235294117647)"
14-12-2022 18:49:26.813113,"(101.0, 290.0, 233.33333333333334)","(6.0, 6.4, 6.428571428571429)","(2.6, 99999, 99990)","(41.0, 65.0, 60.55555555555556)","(12.0, 18.5, 16.866666666666667)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 16.0, 15.647058823529411)","(7.5, 10.0, 9.485714285714286)","(16.0, 32.0, 30.4)"
14-12-2022 18:49:28.139888,"(101.0, 280.0, 233.33333333333334)","(6.0, 6.8, 6.428571428571429)","(2.6, 99999, 99990)","(41.0, 65.0, 60.55555555555556)","(12.0, 18.5, 16.866666666666667)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 16.0, 15.647058823529411)","(7.5, 10.0, 9.895)","(16.0, 32.0, 31.5)"
14-12-2022 18:49:29.468787,"(101.0, 280.0, 220.0)","(6.0, 6.8, 6.583333333333333)","(2.6, 99999, 99990)","(41.0, 65.0, 57.5)","(12.0, 18.5, 16.866666666666667)","(4.4, 99999, 99990)","(13.0, 99999, 99990)","(11.0, 16.0, 15.3)","(7.5, 10.0, 9.827142857142858)","(16.0, 32.0, 31.5)"
14-12-2022 18:49:30.738176,"(101.0, 270.0, 240.0)","(6.0, 6.8, 6.090909090909091)","(2.5, 99999, 99990)","(41.0, 65.0, 58.0)","(12.0, 18.5, 16.866666666666667)","(4.6, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 18.5, 15.857142857142858)","(7.5, 10.0, 9.827142857142858)","(17.0, 32.0, 31.5)"
14-12-2022 18:49:32.026596,"(101.0, 270.0, 240.0)","(6.0, 6.6, 6.0)","(2.5, 99999, 99990)","(41.0, 65.0, 58.0)","(12.0, 18.5, 16.166666666666668)","(4.6, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 18.0, 16.214285714285715)","(7.5, 10.0, 9.831944444444446)","(17.0, 32.0, 28.0)"
14-12-2022 18:49:33.380078,"(101.0, 270.0, 240.0)","(5.5, 6.4, 6.142857142857143)","(2.5, 99999, 99990)","(41.0, 60.0, 57.77777777777778)","(12.0, 18.5, 15.833333333333334)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 18.0, 16.166666666666668)","(7.5, 10.0, 9.831944444444446)","(17.0, 30.0, 27.5)"
14-12-2022 18:49:34.782983,"(101.0, 270.0, 240.0)","(5.5, 6.6, 6.91764705882353)","(2.5, 99999, 99990)","(41.0, 60.0, 57.77777777777778)","(12.0, 16.0, 15.833333333333334)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 17.5, 15.944444444444445)","(7.5, 10.0, 9.831944444444446)","(17.0, 30.0, 27.5)"
14-12-2022 18:49:36.275832,"(101.0, 270.0, 250.0)","(5.5, 7.0, 6.891666666666667)","(2.5, 99999, 99990)","(41.0, 60.0, 57.77777777777778)","(12.0, 16.0, 15.833333333333334)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 17.5, 16.333333333333332)","(7.5, 10.0, 9.831944444444446)","(17.0, 30.0, 27.5)"
14-12-2022 18:49:37.586176,"(101.0, 310.0, 240.0)","(5.5, 7.0, 6.6125)","(2.5, 99999, 99990)","(41.0, 60.0, 55.714285714285715)","(12.0, 16.0, 15.833333333333334)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 17.5, 15.928571428571429)","(7.5, 10.0, 9.833576642335768)","(17.0, 30.0, 27.666666666666668)"
14-12-2022 18:49:38.878440,"(101.0, 280.0, 246.66666666666666)","(5.5, 6.8, 6.6125)","(2.5, 99999, 99990)","(41.0, 60.0, 59.14285714285714)","(12.0, 16.0, 15.833333333333334)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 17.0, 15.928571428571429)","(7.5, 10.0, 9.833576642335768)","(17.0, 29.0, 27.125)"
14-12-2022 18:49:40.096884,"(101.0, 280.0, 246.66666666666666)","(5.5, 6.8, 6.6125)","(2.5, 99999, 99990)","(41.0, 60.0, 54.0)","(12.0, 16.0, 15.833333333333334)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 17.0, 16.1)","(7.5, 10.0, 9.833576642335768)","(17.0, 29.0, 27.125)"
14-12-2022 18:49:41.408594,"(101.0, 280.0, 246.66666666666666)","(5.5, 6.8, 6.542857142857143)","(2.5, 99999, 99990)","(41.0, 60.0, 54.0)","(12.0, 16.0, 15.833333333333334)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 17.0, 16.1)","(7.5, 10.0, 9.852903225806452)","(17.0, 29.0, 27.125)"
14-12-2022 18:49:42.705404,"(101.0, 280.0, 246.66666666666666)","(5.5, 6.8, 6.542857142857143)","(2.5, 99999, 99990)","(41.0, 60.0, 54.0)","(12.0, 16.0, 15.833333333333334)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 17.0, 16.1)","(7.5, 10.0, 9.852903225806452)","(17.0, 29.0, 27.125)"
14-12-2022 18:49:44.057320,"(101.0, 280.0, 246.66666666666666)","(5.5, 6.8, 6.661538461538462)","(2.5, 99999, 99990)","(41.0, 60.0, 55.0)","(12.0, 18.5, 16.59090909090909)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 17.0, 17.166666666666668)","(7.5, 10.0, 9.93015873015873)","(17.0, 29.0, 27.2)"
14-12-2022 18:49:45.411027,"(101.0, 280.0, 246.66666666666666)","(5.5, 7.0, 6.582608695652174)","(2.5, 99999, 99990)","(41.0, 55.0, 54.0)","(12.0, 18.5, 16.59090909090909)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 18.5, 17.166666666666668)","(7.5, 10.0, 9.93015873015873)","(17.0, 28.0, 27.2)"
14-12-2022 18:49:46.690464,"(101.0, 280.0, 246.66666666666666)","(5.5, 7.0, 6.5200000000000005)","(2.5, 99999, 99990)","(41.0, 55.0, 54.0)","(12.0, 18.5, 16.59090909090909)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 18.5, 16.571428571428573)","(7.5, 10.0, 9.971428571428572)","(17.0, 28.0, 27.2)"
14-12-2022 18:49:47.971114,"(101.0, 310.0, 256.6666666666667)","(5.5, 7.2, 6.472727272727273)","(2.5, 99999, 99990)","(41.0, 55.0, 54.0)","(12.0, 18.5, 16.59090909090909)","(4.8, 99999, 99990)","(13.0, 99999, 99990)","(12.0, 18.0, 16.75)","(7.5, 10.0, 9.415189873417722)","(17.0, 28.0, 27.555555555555557)"
14-12-2022 18:49:49.324086,"(101.0, 280.0, 246.66666666666666)","(5.5, 6.6, 6.482352941176471)","(2.5, 99999, 99990)","(41.0, 55.0, 59.230769230769226)","(12.0, 18.5, 16.59090909090909)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(11.0, 17.5, 17.071428571428573)","(7.5, 9.8, 9.141176470588235)","(16.0, 28.0, 27.714285714285715)"
14-12-2022 18:49:50.697517,"(101.0, 280.0, 246.66666666666666)","(5.5, 6.6, 6.504761904761905)","(2.4, 99999, 99990)","(41.0, 65.0, 56.666666666666664)","(11.0, 18.5, 16.555555555555557)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(11.0, 17.5, 17.071428571428573)","(7.5, 9.8, 9.266666666666667)","(16.0, 30.0, 27.714285714285715)"
14-12-2022 18:49:52.087662,"(101.0, 280.0, 265.0)","(5.5, 6.4, 5.880645161290323)","(2.4, 99999, 99990)","(41.0, 65.0, 56.666666666666664)","(11.0, 18.5, 17.954545454545453)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(11.0, 18.5, 15.954545454545455)","(7.5, 9.8, 9.621276595744682)","(16.0, 30.0, 29.5)"
14-12-2022 18:49:53.447844,"(101.0, 280.0, 265.0)","(5.5, 6.4, 6.088888888888889)","(2.4, 99999, 99990)","(41.0, 65.0, 54.285714285714285)","(11.0, 18.5, 17.833333333333332)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(11.0, 18.5, 15.954545454545455)","(7.5, 9.8, 9.60909090909091)","(16.0, 32.0, 28.818181818181817)"
14-12-2022 18:49:54.734288,"(101.0, 340.0, 310.0)","(5.5, 6.6, 6.2)","(2.4, 99999, 99990)","(41.0, 65.0, 54.285714285714285)","(11.0, 18.0, 17.833333333333332)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(11.0, 18.5, 16.5)","(7.5, 9.8, 10.230769230769232)","(16.0, 32.0, 27.8)"
14-12-2022 18:49:56.043072,"(101.0, 340.0, 310.0)","(5.5, 6.8, 6.3090909090909095)","(2.4, 99999, 99990)","(41.0, 65.0, 55.714285714285715)","(11.0, 18.0, 17.75)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(11.0, 17.5, 16.6)","(7.5, 10.5, 10.317391304347826)","(18.0, 32.0, 27.333333333333332)"
14-12-2022 18:49:57.366774,"(101.0, 280.0, 271.42857142857144)","(5.5, 6.0, 5.909803921568628)","(2.4, 99999, 99990)","(41.0, 65.0, 58.57142857142857)","(11.0, 18.0, 18.346153846153847)","(5.0, 99999, 99990)","(12.0, 99999, 99990)","(11.0, 17.0, 16.3125)","(7.5, 10.5, 10.346938775510203)","(18.0, 30.0, 27.125)"
14-12-2022 18:49:58.702274,"(101.0, 340.0, 322.8571428571429)","(5.5, 6.0, 5.909803921568628)","(2.35, 99999, 99990)","(41.0, 65.0, 57.5)","(11.0, 19.5, 17.892857142857142)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(11.0, 18.5, 16.8125)","(7.5, 11.0, 10.142857142857142)","(17.0, 29.0, 28.25)"
14-12-2022 18:50:00.015783,"(101.0, 340.0, 303.3333333333333)","(5.5, 6.0, 5.904166666666667)","(2.35, 99999, 99990)","(41.0, 65.0, 56.5625)","(11.0, 19.5, 17.9375)","(5.5, 99999, 99990)","(12.0, 99999, 99990)","(11.0, 18.5, 17.055555555555557)","(7.5, 11.0, 10.1)","(17.0, 29.0, 28.625)"
