,Inotell,Jediah,Master At Arms,Portation,Sir Arminius,Social Group,De La Fayette
16-12-2022 14:48:49.434191,"(41.0, 120.0, 112.85714285714286)","(21.0, 34.0, 32.86666666666667)","(14.0, 22.0, 21.33783783783784)","(2.4, 2.7, 2.691851851851852)","(12.0, 16.5, 15.901574803149606)","(101.0, 750.0, 575.0)","(1.85, 2.08, 2.0829302325581396)"
16-12-2022 14:48:50.481480,"(41.0, 110.0, 103.82352941176471)","(21.0, 34.0, 32.86666666666667)","(16.0, 22.0, 21.33783783783784)","(2.4, 2.7, 2.691851851851852)","(12.0, 16.5, 15.901574803149606)","(101.0, 740.0, 562.0)","(1.85, 2.1, 2.082913043478261)"
16-12-2022 14:48:51.544925,"(41.0, 110.0, 105.71428571428571)","(21.0, 34.0, 32.86666666666667)","(16.0, 22.0, 21.33783783783784)","(2.4, 2.7, 2.6924675324675325)","(12.0, 16.5, 15.932835820895523)","(101.0, 730.0, 596.6666666666667)","(1.85, 2.1, 2.081931034482759)"
16-12-2022 14:48:52.575796,"(41.0, 110.0, 105.71428571428571)","(21.0, 34.0, 32.86666666666667)","(16.0, 22.0, 21.33783783783784)","(2.4, 2.7, 2.6924675324675325)","(12.0, 16.5, 15.932835820895523)","(101.0, 730.0, 596.6666666666667)","(1.85, 2.1, 2.081931034482759)"
16-12-2022 14:48:53.680530,"(41.0, 110.0, 105.71428571428571)","(21.0, 34.0, 32.86666666666667)","(16.0, 22.0, 21.363636363636363)","(2.4, 2.7, 2.6891764705882353)","(12.0, 16.5, 15.889312977099237)","(101.0, 720.0, 611.25)","(1.85, 2.1, 2.082725274725275)"
16-12-2022 14:48:54.820559,"(41.0, 110.0, 105.71428571428571)","(21.0, 34.0, 32.86666666666667)","(16.0, 22.0, 21.363636363636363)","(2.4, 2.7, 2.687222222222222)","(12.0, 16.5, 16.150602409638555)","(101.0, 720.0, 580.0)","(1.85, 2.1, 2.1200560224089635)"
16-12-2022 14:48:55.917873,"(41.0, 130.0, 126.25)","(21.0, 34.0, 33.06122448979592)","(16.0, 22.0, 21.48235294117647)","(2.4, 2.64, 2.631587301587302)","(12.0, 16.5, 16.150602409638555)","(101.0, 720.0, 590.0)","(1.85, 2.14, 2.118123324396783)"
16-12-2022 14:48:57.004612,"(41.0, 130.0, 126.66666666666667)","(21.0, 34.0, 33.06122448979592)","(16.0, 22.0, 21.319327731092436)","(2.4, 2.64, 2.633857142857143)","(12.0, 16.5, 16.150602409638555)","(101.0, 710.0, 502.0)","(1.85, 2.14, 2.116949152542373)"
16-12-2022 14:48:58.083330,"(41.0, 120.0, 109.23076923076923)","(21.0, 34.0, 32.57534246575342)","(16.0, 22.0, 21.205882352941178)","(2.4, 2.66, 2.649382716049383)","(12.0, 16.5, 16.150602409638555)","(101.0, 710.0, 502.0)","(1.85, 2.14, 2.120525059665871)"
16-12-2022 14:48:59.106028,"(41.0, 120.0, 107.05882352941177)","(21.0, 34.0, 32.54545454545455)","(16.0, 22.0, 21.205882352941178)","(2.4, 2.64, 2.6399)","(12.0, 16.5, 16.150602409638555)","(101.0, 700.0, 512.5)","(1.85, 2.14, 2.1254545454545455)"
16-12-2022 14:49:00.116606,"(41.0, 120.0, 103.82352941176471)","(21.0, 34.0, 32.206896551724135)","(16.0, 22.0, 21.181818181818183)","(2.4, 2.64, 2.6399)","(12.0, 16.5, 16.150602409638555)","(101.0, 700.0, 512.5)","(1.85, 2.14, 2.1254545454545455)"
16-12-2022 14:49:01.277009,"(41.0, 110.0, 106.25)","(21.0, 34.0, 32.651162790697676)","(16.0, 22.0, 21.1734693877551)","(2.4, 2.66, 2.6437500000000003)","(12.0, 16.5, 16.175531914893618)","(101.0, 690.0, 578.8888888888889)","(1.85, 2.12, 2.113288590604027)"
16-12-2022 14:49:02.309938,"(41.0, 110.0, 105.38461538461539)","(21.0, 34.0, 32.666666666666664)","(16.0, 22.0, 21.097826086956523)","(2.4, 2.68, 2.6641025641025644)","(12.0, 16.5, 16.175531914893618)","(101.0, 690.0, 578.8888888888889)","(1.85, 2.12, 2.113288590604027)"
16-12-2022 14:49:03.289302,"(41.0, 110.0, 108.5)","(21.0, 32.0, 31.5625)","(16.0, 21.0, 20.661290322580644)","(2.4, 2.68, 2.673)","(12.0, 16.5, 16.21604938271605)","(101.0, 680.0, 590.0)","(1.85, 2.12, 2.119831223628692)"
16-12-2022 14:49:04.289382,"(41.0, 110.0, 105.38461538461539)","(21.0, 32.0, 31.52542372881356)","(16.0, 21.0, 20.618181818181817)","(2.4, 2.66, 2.641639344262295)","(12.0, 16.5, 16.21604938271605)","(101.0, 680.0, 573.3333333333334)","(1.85, 2.14, 2.1307692307692307)"
16-12-2022 14:49:05.312234,"(41.0, 110.0, 105.71428571428571)","(21.0, 32.0, 31.52542372881356)","(16.0, 21.0, 20.523076923076925)","(2.4, 2.66, 2.641639344262295)","(12.0, 16.5, 16.166666666666668)","(101.0, 690.0, 648.3333333333333)","(1.85, 2.14, 2.1295061728395064)"
16-12-2022 14:49:06.413208,"(41.0, 110.0, 108.33333333333333)","(21.0, 32.0, 31.34375)","(16.0, 21.0, 20.5)","(2.4, 2.68, 2.645161290322581)","(12.0, 16.5, 16.166666666666668)","(101.0, 650.0, 556.6666666666666)","(1.85, 2.14, 2.1266968325791855)"
16-12-2022 14:49:07.507538,"(41.0, 120.0, 110.0)","(21.0, 32.0, 31.264705882352942)","(16.0, 21.0, 20.46268656716418)","(2.4, 2.68, 2.653636363636364)","(12.0, 16.5, 16.166666666666668)","(101.0, 650.0, 556.6666666666666)","(1.85, 2.14, 2.125)"
16-12-2022 14:49:08.545050,"(41.0, 140.0, 121.66666666666667)","(21.0, 34.0, 32.42424242424242)","(16.0, 21.0, 20.28985507246377)","(2.4, 2.7, 2.675030303030303)","(12.0, 17.0, 16.563218390804597)","(101.0, 770.0, 513.3333333333334)","(1.85, 2.1, 2.096568047337278)"
16-12-2022 14:49:09.549061,"(41.0, 130.0, 120.52631578947368)","(21.0, 34.0, 32.4)","(16.0, 21.0, 20.304347826086957)","(2.4, 2.66, 2.646666666666667)","(12.0, 17.0, 16.56875)","(101.0, 640.0, 573.3333333333333)","(1.85, 2.12, 2.1067741935483872)"
16-12-2022 14:49:10.575926,"(41.0, 120.0, 118.57142857142857)","(21.0, 34.0, 32.476190476190474)","(16.0, 21.0, 20.285714285714285)","(2.4, 2.66, 2.644580152671756)","(12.0, 17.0, 16.56875)","(101.0, 640.0, 602.8571428571429)","(1.85, 2.12, 2.114054054054054)"
16-12-2022 14:49:11.575395,"(41.0, 120.0, 118.82352941176471)","(21.0, 34.0, 32.79245283018868)","(16.0, 21.0, 20.384615384615383)","(2.4, 2.66, 2.648734693877551)","(12.0, 17.0, 16.638655462184875)","(101.0, 630.0, 602.8571428571429)","(1.85, 2.12, 2.114054054054054)"
16-12-2022 14:49:12.597041,"(41.0, 120.0, 115.0)","(21.0, 34.0, 32.79245283018868)","(16.0, 21.0, 20.384615384615383)","(2.4, 2.64, 2.6354066985645934)","(12.0, 17.0, 16.625)","(101.0, 630.0, 602.8571428571429)","(1.85, 2.12, 2.115740740740741)"
16-12-2022 14:49:13.674341,"(41.0, 100.0, 99.58333333333333)","(21.0, 34.0, 33.10526315789474)","(16.0, 21.0, 20.537634408602152)","(2.4, 2.68, 2.675294117647059)","(12.0, 17.0, 16.694117647058825)","(101.0, 740.0, 595.5555555555555)","(1.85, 2.1, 2.075876288659794)"
16-12-2022 14:49:14.781101,"(41.0, 120.0, 110.83333333333333)","(21.0, 34.0, 33.37777777777778)","(16.0, 21.0, 20.612244897959183)","(2.4, 2.68, 2.6932584269662923)","(12.0, 17.0, 17.166666666666668)","(101.0, 720.0, 512.0)","(1.85, 2.08, 2.0947116430903154)"
16-12-2022 14:49:15.983406,"(41.0, 110.0, 102.14285714285714)","(21.0, 36.0, 34.20224719101124)","(16.0, 21.0, 20.646464646464647)","(2.4, 2.7, 2.697724550898204)","(12.0, 17.5, 17.163636363636364)","(101.0, 720.0, 583.3333333333334)","(1.85, 2.1, 2.0934229576008274)"
16-12-2022 14:49:17.128074,"(41.0, 110.0, 102.14285714285714)","(21.0, 36.0, 34.20224719101124)","(16.0, 21.0, 20.529850746268657)","(2.4, 2.7, 2.6919230769230773)","(12.0, 17.5, 17.08888888888889)","(101.0, 690.0, 536.6666666666666)","(1.85, 2.1, 2.0953182308522114)"
16-12-2022 14:49:18.368187,"(41.0, 110.0, 102.14285714285714)","(21.0, 36.0, 34.20224719101124)","(16.0, 21.0, 20.529850746268657)","(2.4, 2.7, 2.691683168316832)","(12.0, 17.5, 16.849462365591396)","(101.0, 690.0, 616.0)","(1.85, 2.1, 2.094087719298246)"
16-12-2022 14:49:19.499919,"(41.0, 110.0, 101.75)","(21.0, 36.0, 34.20224719101124)","(16.0, 21.0, 20.529850746268657)","(2.4, 2.7, 2.691683168316832)","(12.0, 17.0, 16.849462365591396)","(101.0, 720.0, 590.0)","(1.85, 2.1, 2.0950964187327825)"
16-12-2022 14:49:20.603934,"(41.0, 110.0, 104.64285714285714)","(21.0, 36.0, 34.2)","(16.0, 21.0, 20.482993197278912)","(2.4, 2.7, 2.6886111111111113)","(12.0, 17.0, 16.83132530120482)","(101.0, 720.0, 577.1428571428571)","(1.85, 2.1, 2.0951239669421486)"
16-12-2022 14:49:21.733007,"(41.0, 100.0, 96.42857142857143)","(21.0, 36.0, 34.191489361702125)","(16.0, 21.0, 20.482993197278912)","(2.4, 2.7, 2.6902380952380955)","(12.0, 17.0, 16.829268292682926)","(101.0, 720.0, 620.0)","(1.85, 2.1, 2.094093067426401)"
16-12-2022 14:49:22.839439,"(41.0, 100.0, 95.45454545454545)","(21.0, 36.0, 34.191489361702125)","(16.0, 21.0, 20.482993197278912)","(2.4, 2.7, 2.6902380952380955)","(12.0, 17.0, 16.829268292682926)","(101.0, 720.0, 600.0)","(1.85, 2.1, 2.094106463878327)"
16-12-2022 14:49:23.965858,"(41.0, 95.0, 92.5)","(21.0, 36.0, 34.349514563106794)","(16.0, 21.0, 19.975609756097562)","(2.4, 2.72, 2.6994545454545458)","(12.0, 17.0, 16.829268292682926)","(101.0, 710.0, 647.1428571428571)","(1.85, 2.1, 2.0895446880269817)"
16-12-2022 14:49:25.068457,"(41.0, 95.0, 93.57142857142857)","(21.0, 36.0, 34.41121495327103)","(16.0, 21.0, 20.141304347826086)","(2.4, 2.7, 2.6997235023041477)","(12.0, 17.0, 16.829268292682926)","(101.0, 710.0, 606.6666666666666)","(1.85, 2.1, 2.089347079037801)"
16-12-2022 14:49:26.217812,"(41.0, 95.0, 94.16666666666667)","(21.0, 36.0, 34.38)","(16.0, 21.0, 19.93617021276596)","(2.4, 2.7, 2.7019607843137257)","(12.0, 17.0, 16.875)","(101.0, 700.0, 540.0)","(1.85, 2.1, 2.0926590198123045)"
16-12-2022 14:49:27.661165,"(41.0, 100.0, 97.08333333333333)","(21.0, 36.0, 34.15909090909091)","(16.0, 20.0, 20.147368421052633)","(2.4, 2.72, 2.7071604938271605)","(12.0, 17.0, 16.875)","(101.0, 700.0, 665.2173913043478)","(1.85, 2.1, 2.092294911734164)"
16-12-2022 14:49:28.909358,"(41.0, 100.0, 97.08333333333333)","(21.0, 36.0, 34.15909090909091)","(16.0, 21.0, 20.19)","(2.4, 2.72, 2.6975722543352605)","(12.0, 17.0, 16.875)","(101.0, 700.0, 607.3913043478261)","(1.85, 2.1, 2.0937514518002325)"
16-12-2022 14:49:30.108030,"(41.0, 100.0, 97.08333333333333)","(21.0, 36.0, 34.160919540229884)","(16.0, 21.0, 20.39097744360902)","(2.4, 2.7, 2.704864864864865)","(12.0, 17.0, 16.444444444444443)","(101.0, 630.0, 603.6363636363636)","(1.85, 2.1, 2.09352587244284)"
16-12-2022 14:49:31.306785,"(41.0, 100.0, 97.08333333333333)","(21.0, 36.0, 34.24175824175824)","(16.0, 21.0, 20.39097744360902)","(2.4, 2.72, 2.700754716981132)","(12.0, 16.5, 16.444444444444443)","(101.0, 620.0, 665.2173913043478)","(1.85, 2.1, 2.093997509339975)"
16-12-2022 14:49:32.530572,"(41.0, 95.0, 93.75)","(21.0, 36.0, 34.415841584158414)","(16.0, 21.0, 20.239583333333332)","(2.4, 2.72, 2.6913793103448276)","(12.0, 16.5, 16.433333333333334)","(101.0, 700.0, 664.0909090909091)","(1.85, 2.1, 2.1027480916030536)"
16-12-2022 14:49:33.757616,"(41.0, 95.0, 94.52380952380952)","(21.0, 36.0, 34.42424242424242)","(16.0, 21.0, 21.04901960784314)","(2.4, 2.7, 2.697218543046358)","(12.0, 16.5, 16.433333333333334)","(101.0, 690.0, 687.2727272727273)","(1.85, 2.12, 2.107239944521498)"
16-12-2022 14:49:35.026512,"(41.0, 100.0, 94.6)","(21.0, 36.0, 34.42424242424242)","(16.0, 22.0, 21.04901960784314)","(2.4, 2.7, 2.686857142857143)","(12.0, 16.5, 16.357142857142858)","(101.0, 690.0, 688.5714285714286)","(1.85, 2.12, 2.0974113475177307)"
16-12-2022 14:49:36.356925,"(41.0, 95.0, 90.83333333333333)","(21.0, 36.0, 34.42424242424242)","(16.0, 22.0, 21.674033149171272)","(2.4, 2.7, 2.686666666666667)","(12.0, 16.5, 16.404109589041095)","(101.0, 700.0, 577.7777777777778)","(1.85, 2.1, 2.0972296015180265)"
16-12-2022 14:49:37.619743,"(41.0, 95.0, 90.83333333333333)","(21.0, 36.0, 34.42424242424242)","(16.0, 22.0, 21.443636363636365)","(2.4, 2.7, 2.674089552238806)","(12.0, 16.5, 16.352941176470587)","(101.0, 600.0, 584.0)","(1.85, 2.1, 2.097724358974359)"
16-12-2022 14:49:38.983465,"(41.0, 90.0, 88.84615384615384)","(21.0, 36.0, 34.44)","(16.0, 22.0, 21.443636363636365)","(2.4, 2.68, 2.671748251748252)","(12.0, 16.5, 16.30952380952381)","(101.0, 590.0, 581.25)","(1.85, 2.1, 2.074018691588785)"
16-12-2022 14:49:40.273806,"(41.0, 90.0, 89.52380952380952)","(21.0, 36.0, 34.604166666666664)","(16.0, 23.0, 22.307692307692307)","(2.4, 2.72, 2.7322772277227725)","(12.0, 16.5, 17.164473684210527)","(101.0, 590.0, 625.7142857142857)","(1.85, 2.08, 2.0243589743589743)"
16-12-2022 14:49:41.526819,"(41.0, 100.0, 97.0)","(21.0, 36.0, 34.97727272727273)","(16.0, 23.0, 22.424242424242426)","(2.4, 2.74, 2.748245614035088)","(12.0, 17.5, 17.807692307692307)","(101.0, 630.0, 670.7142857142858)","(1.85, 2.04, 2.012642585551331)"
16-12-2022 14:49:42.956161,"(41.0, 100.0, 98.88888888888889)","(26.0, 36.0, 35.03225806451613)","(16.0, 23.0, 22.424242424242426)","(2.4, 2.76, 2.7415094339622645)","(12.0, 18.0, 18.020833333333332)","(101.0, 690.0, 673.3333333333334)","(1.85, 2.02, 1.9981164383561645)"
16-12-2022 14:49:44.401400,"(41.0, 100.0, 87.76315789473684)","(26.0, 36.0, 35.0)","(16.0, 23.0, 22.44295302013423)","(2.4, 2.76, 2.77015625)","(12.0, 18.5, 18.85)","(101.0, 700.0, 660.0)","(1.85, 2.0, 1.9727338129496403)"
16-12-2022 14:49:45.759127,"(41.0, 100.0, 89.56521739130434)","(26.0, 36.0, 34.97826086956522)","(16.0, 24.0, 23.03488372093023)","(2.4, 2.78, 2.824086021505376)","(12.0, 19.0, 18.76923076923077)","(101.0, 700.0, 666.25)","(1.85, 1.98, 1.9611458333333334)"
16-12-2022 14:49:47.109524,"(41.0, 95.0, 93.8)","(26.0, 36.0, 35.05494505494506)","(16.0, 23.0, 22.929577464788732)","(2.4, 2.84, 2.82220640569395)","(12.0, 19.0, 18.275862068965516)","(101.0, 700.0, 681.4285714285714)","(1.85, 1.97, 1.960103092783505)"
16-12-2022 14:49:48.515339,"(41.0, 95.0, 90.0)","(26.0, 36.0, 35.07692307692308)","(16.0, 23.0, 22.74074074074074)","(2.4, 2.84, 2.815399061032864)","(12.0, 18.5, 18.308823529411764)","(101.0, 710.0, 676.6666666666666)","(1.85, 1.97, 1.9620833333333334)"
16-12-2022 14:49:49.819464,"(41.0, 95.0, 87.72727272727273)","(26.0, 36.0, 35.07692307692308)","(16.0, 23.0, 22.74074074074074)","(2.4, 2.84, 2.815399061032864)","(12.0, 18.5, 18.308823529411764)","(101.0, 710.0, 690.0)","(1.85, 1.97, 1.9721875)"
16-12-2022 14:49:51.070696,"(41.0, 90.0, 88.63636363636364)","(26.0, 36.0, 35.18867924528302)","(16.0, 23.0, 23.041666666666668)","(2.4, 2.84, 2.83890243902439)","(12.0, 18.0, 16.99122807017544)","(101.0, 710.0, 692.0)","(1.85, 1.98, 1.9845283018867925)"
16-12-2022 14:49:52.299370,"(41.0, 95.0, 89.44444444444444)","(26.0, 36.0, 35.13333333333333)","(16.0, 24.0, 23.612903225806452)","(2.4, 2.84, 2.8620883534136543)","(12.0, 17.0, 16.905405405405407)","(101.0, 710.0, 707.5)","(1.85, 1.99, 1.9580608365019012)"
16-12-2022 14:49:53.517141,"(41.0, 90.0, 89.0909090909091)","(26.0, 36.0, 35.23255813953488)","(16.0, 24.0, 23.88535031847134)","(2.4, 2.88, 2.8620883534136543)","(12.0, 17.0, 16.905405405405407)","(101.0, 760.0, 707.5)","(1.85, 1.96, 1.9672164948453608)"
16-12-2022 14:49:54.865850,"(41.0, 95.0, 92.3913043478261)","(26.0, 36.0, 35.27710843373494)","(16.0, 24.0, 23.837349397590362)","(2.4, 2.88, 2.8439686684073107)","(12.0, 17.5, 16.92105263157895)","(101.0, 760.0, 730.0)","(1.85, 1.97, 1.9662686567164178)"
16-12-2022 14:49:56.201562,"(41.0, 95.0, 92.85714285714286)","(26.0, 36.0, 35.11827956989247)","(16.0, 24.0, 23.837349397590362)","(2.4, 2.86, 2.8481395348837206)","(12.0, 17.0, 16.93243243243243)","(101.0, 760.0, 737.5)","(1.85, 1.97, 1.9832183908045977)"
16-12-2022 14:49:57.925820,"(41.0, 95.0, 91.92307692307692)","(26.0, 36.0, 35.10344827586207)","(16.0, 24.0, 22.872180451127818)","(2.4, 2.86, 2.8335353535353534)","(12.0, 17.0, 16.958333333333332)","(101.0, 760.0, 737.5)","(1.85, 1.99, 1.984920634920635)"
16-12-2022 14:49:59.369710,"(41.0, 95.0, 91.92307692307692)","(26.0, 36.0, 35.10344827586207)","(16.0, 23.0, 22.872180451127818)","(2.4, 2.84, 2.8285993485342016)","(12.0, 17.0, 16.93421052631579)","(101.0, 760.0, 708.5714285714286)","(1.85, 1.99, 1.9800787401574802)"
16-12-2022 14:50:00.716520,"(41.0, 90.0, 87.8125)","(26.0, 36.0, 35.22727272727273)","(16.0, 23.0, 22.353535353535353)","(2.4, 2.86, 2.835)","(12.0, 17.0, 16.390243902439025)","(101.0, 760.0, 741.25)","(1.85, 1.99, 1.9813513513513514)"
16-12-2022 14:50:02.033057,"(41.0, 90.0, 88.46153846153847)","(26.0, 36.0, 35.22727272727273)","(16.0, 23.0, 22.473684210526315)","(2.4, 2.86, 2.842840909090909)","(12.0, 16.5, 16.453237410071942)","(101.0, 760.0, 700.0)","(1.85, 1.99, 1.9762135922330097)"
16-12-2022 14:50:03.320715,"(41.0, 90.0, 88.07692307692308)","(26.0, 36.0, 35.294117647058826)","(16.0, 23.0, 22.473684210526315)","(2.4, 2.86, 2.848058608058608)","(12.0, 17.0, 16.634408602150536)","(101.0, 760.0, 700.0)","(1.85, 1.98, 1.9638345864661655)"
16-12-2022 14:50:04.601540,"(41.0, 95.0, 93.33333333333333)","(26.0, 36.0, 35.63157894736842)","(16.0, 23.0, 22.626666666666665)","(2.4, 2.88, 2.864016064257028)","(12.0, 17.0, 16.716666666666665)","(101.0, 760.0, 680.5263157894736)","(1.85, 1.97, 1.9721140142517815)"
16-12-2022 14:50:05.796907,"(41.0, 90.0, 83.26530612244898)","(26.0, 36.0, 35.74683544303797)","(16.0, 23.0, 22.38888888888889)","(2.4, 2.88, 2.863664516129032)","(12.0, 17.0, 16.4375)","(101.0, 770.0, 717.6923076923077)","(1.85, 1.98, 1.9717717717717718)"
16-12-2022 14:50:07.028994,"(41.0, 90.0, 82.33333333333333)","(26.0, 36.0, 35.74683544303797)","(16.0, 23.0, 22.38888888888889)","(2.4, 2.88, 2.8616691068814055)","(12.0, 16.5, 16.446428571428573)","(101.0, 770.0, 708.1818181818181)","(1.85, 1.98, 1.973426294820717)"
16-12-2022 14:50:08.277944,"(41.0, 85.0, 83.82352941176471)","(21.0, 36.0, 35.74683544303797)","(16.0, 23.0, 22.38888888888889)","(2.4, 2.88, 2.8616691068814055)","(12.0, 16.5, 16.446428571428573)","(101.0, 770.0, 708.1818181818181)","(1.85, 1.98, 1.973426294820717)"
16-12-2022 14:50:09.585612,"(41.0, 90.0, 82.58620689655173)","(21.0, 36.0, 35.65217391304348)","(16.0, 23.0, 22.182795698924732)","(2.4, 2.88, 2.8615905743740795)","(12.0, 16.5, 15.821917808219178)","(101.0, 770.0, 703.8888888888889)","(1.85, 1.99, 1.982707423580786)"
16-12-2022 14:50:11.201222,"(41.0, 85.0, 83.75)","(21.0, 36.0, 35.52173913043478)","(16.0, 23.0, 22.49579831932773)","(2.4, 2.88, 2.864957983193277)","(12.0, 16.0, 14.761904761904763)","(101.0, 770.0, 724.2857142857143)","(1.85, 1.99, 1.98556338028169)"
16-12-2022 14:50:12.474699,"(41.0, 95.0, 90.55555555555556)","(21.0, 36.0, 35.83870967741935)","(16.0, 23.0, 22.589147286821706)","(2.4, 2.88, 2.8677667140825034)","(12.0, 15.0, 14.621212121212121)","(101.0, 770.0, 724.2857142857143)","(1.8, 2.0, 1.9900721153846155)"
16-12-2022 14:50:13.763554,"(41.0, 95.0, 92.6470588235294)","(21.0, 36.0, 35.83870967741935)","(16.0, 23.0, 22.612903225806452)","(2.4, 2.88, 2.872399232245681)","(12.0, 15.0, 14.6)","(101.0, 770.0, 722.9411764705883)","(1.8, 2.0, 1.9919033232628398)"
16-12-2022 14:50:15.439882,"(41.0, 85.0, 84.70588235294117)","(21.0, 36.0, 35.815384615384616)","(16.0, 23.0, 22.64179104477612)","(2.4, 2.88, 2.8871249999999997)","(12.0, 15.0, 14.791666666666666)","(101.0, 770.0, 722.9411764705883)","(1.8, 2.0, 1.987142857142857)"
16-12-2022 14:50:17.031858,"(41.0, 90.0, 89.84375)","(21.0, 38.0, 35.815384615384616)","(16.0, 23.0, 22.50887573964497)","(2.4, 2.9, 2.9196026490066225)","(12.0, 15.0, 14.382978723404255)","(101.0, 770.0, 722.9411764705883)","(1.8, 2.0, 1.988303886925795)"
16-12-2022 14:50:18.323251,"(41.0, 95.0, 92.38095238095238)","(21.0, 36.0, 35.78787878787879)","(16.0, 23.0, 22.50595238095238)","(2.4, 2.92, 2.930276679841897)","(12.0, 14.5, 14.254716981132075)","(101.0, 770.0, 739.5238095238095)","(1.8, 1.99, 1.9922406639004149)"
16-12-2022 14:50:19.570905,"(41.0, 95.0, 92.44186046511628)","(21.0, 36.0, 35.65)","(16.0, 23.0, 22.50595238095238)","(2.4, 2.94, 2.930276679841897)","(12.0, 14.5, 14.254716981132075)","(101.0, 770.0, 740.0)","(1.8, 2.0, 2.0024166666666665)"
16-12-2022 14:50:20.850887,"(41.0, 95.0, 93.33333333333333)","(21.0, 36.0, 35.644444444444446)","(16.0, 23.0, 22.48170731707317)","(2.4, 2.88, 2.8512)","(12.0, 14.5, 14.363636363636363)","(101.0, 770.0, 741.875)","(1.8, 2.02, 2.001732673267327)"
16-12-2022 14:50:22.251140,"(41.0, 95.0, 94.64285714285714)","(21.0, 38.0, 35.57798165137615)","(16.0, 23.0, 22.57792207792208)","(2.4, 2.92, 2.880366972477064)","(12.0, 14.5, 14.896907216494846)","(101.0, 770.0, 741.875)","(1.8, 2.02, 1.9948)"
16-12-2022 14:50:23.638504,"(41.0, 100.0, 94.0909090909091)","(21.0, 38.0, 35.66101694915254)","(16.0, 23.0, 22.598765432098766)","(2.4, 2.9, 2.880366972477064)","(12.0, 15.0, 14.85981308411215)","(101.0, 770.0, 713.75)","(1.8, 2.0, 1.994)"
16-12-2022 14:50:24.958896,"(41.0, 100.0, 94.54545454545455)","(21.0, 38.0, 35.66101694915254)","(16.0, 23.0, 22.598765432098766)","(2.4, 2.9, 2.8836170212765957)","(12.0, 15.0, 14.858490566037736)","(101.0, 770.0, 708.2352941176471)","(1.8, 2.0, 1.9851851851851852)"
16-12-2022 14:50:26.376557,"(41.0, 100.0, 94.54545454545455)","(21.0, 36.0, 35.81481481481482)","(16.0, 23.0, 22.573170731707318)","(2.4, 2.9, 2.8792842942345924)","(12.0, 15.0, 14.8659793814433)","(101.0, 770.0, 708.2352941176471)","(1.8, 1.99, 1.9921212121212122)"
16-12-2022 14:50:27.633871,"(41.0, 100.0, 94.54545454545455)","(21.0, 36.0, 35.84615384615385)","(16.0, 23.0, 22.570552147239265)","(2.4, 2.88, 2.8792842942345924)","(12.0, 15.0, 14.8659793814433)","(101.0, 770.0, 708.2352941176471)","(1.8, 2.02, 1.9921212121212122)"
16-12-2022 14:50:28.852920,"(41.0, 95.0, 93.75)","(21.0, 36.0, 35.95918367346939)","(16.0, 23.0, 22.621794871794872)","(2.4, 2.86, 2.8304347826086955)","(12.0, 15.0, 14.85483870967742)","(101.0, 770.0, 717.5)","(1.8, 2.02, 2.001813725490196)"
16-12-2022 14:50:30.188282,"(41.0, 95.0, 95.0)","(21.0, 36.0, 35.981651376146786)","(16.0, 23.0, 22.619631901840492)","(2.4, 2.86, 2.8427972027972026)","(12.0, 15.0, 15.098214285714286)","(101.0, 770.0, 708.75)","(1.8, 2.02, 1.9980634390651084)"
16-12-2022 14:50:31.462070,"(41.0, 100.0, 96.25)","(21.0, 38.0, 35.981651376146786)","(16.0, 23.0, 22.619631901840492)","(2.4, 2.86, 2.8427972027972026)","(12.0, 15.5, 15.098214285714286)","(101.0, 770.0, 708.75)","(1.8, 2.0, 1.9980634390651084)"
16-12-2022 14:50:32.793806,"(41.0, 100.0, 91.875)","(21.0, 36.0, 35.714285714285715)","(16.0, 23.0, 22.655172413793103)","(2.4, 2.86, 2.8478378378378375)","(12.0, 15.5, 15.25)","(101.0, 770.0, 716.6666666666666)","(1.8, 2.0, 1.9777227722772277)"
16-12-2022 14:50:34.455663,"(51.0, 100.0, 92.14285714285714)","(26.0, 38.0, 35.92857142857143)","(17.0, 23.0, 22.876923076923077)","(2.45, 2.88, 2.8421505376344083)","(13.0, 15.5, 15.423076923076923)","(101.0, 770.0, 716.6666666666666)","(1.8, 1.99, 1.982179487179487)"
16-12-2022 14:50:37.879687,"(51.0, 260.0, 167.5)","(26.0, 60.0, 43.0)","(17.0, 38.0, 25.4)","(2.45, 3.1, 3.0692307692307694)","(13.0, 27.0, 22.799999999999997)","(101.0, 99999, 5174.5)","(1.8, 2.02, 1.98)"
16-12-2022 14:50:39.382622,"(51.0, 260.0, 167.5)","(26.0, 60.0, 36.5)","(17.0, 38.0, 20.25)","(2.45, 3.1, 3.098)","(13.0, 27.0, 13.145833333333334)","(101.0, 99999, 6922.666666666667)","(1.8, 2.02, 2.0194011976047905)"
16-12-2022 14:50:40.775798,"(51.0, 200.0, 137.5)","(26.0, 46.0, 36.5)","(17.0, 23.0, 23.0)","(2.45, 3.1, 3.227777777777778)","(13.0, 13.5, 12.166666666666666)","(101.0, 99999, 6922.666666666667)","(1.8, 2.02, 2.026666666666667)"
16-12-2022 14:50:42.155867,"(51.0, 180.0, 127.5)","(26.0, 48.0, 33.333333333333336)","(17.0, 34.0, 25.75)","(2.45, 3.25, 3.172067039106145)","(13.0, 13.5, 12.5)","(101.0, 99999, 6922.666666666667)","(1.8, 2.04, 1.7438126540673788)"
