,Canya Moonshine,Zarr Oso,Freeney,Balts Obsession,Orson Black,Annabelle Rocks,Captain Turbot,Fat Jack
07-12-2022 19:00:27.380725,"(4.4, 8.8, 8.200000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 22.8)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:28.635299,"(4.4, 8.8, 8.200000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:29.907537,"(4.4, 8.8, 8.200000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:31.165706,"(4.4, 8.8, 8.200000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:32.415501,"(4.4, 8.8, 8.200000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 40.416666666666664)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:33.576584,"(4.4, 8.8, 8.200000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:34.697011,"(4.4, 8.8, 8.200000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:35.873337,"(4.4, 8.8, 8.200000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:37.038062,"(4.4, 8.8, 8.200000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:38.213682,"(4.4, 8.8, 8.200000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:39.355138,"(4.4, 8.8, 8.200000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:40.519195,"(4.4, 8.8, 6.75)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:41.635010,"(4.4, 8.8, 7.800000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:42.794985,"(4.4, 8.8, 7.800000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:43.947212,"(4.4, 8.8, 7.800000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:45.004618,"(4.4, 8.8, 7.800000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:46.188167,"(4.4, 8.8, 7.800000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:47.339528,"(4.4, 8.8, 7.800000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 40.416666666666664)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:48.395433,"(4.4, 8.8, 7.800000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 40.416666666666664)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:49.484058,"(4.4, 8.8, 7.800000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:50.557312,"(4.4, 8.8, 7.800000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:51.734311,"(4.4, 8.8, 7.800000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 29.46666666666667)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:52.927574,"(4.4, 8.8, 7.800000000000001)","(21.0, 65.0, 34.45454545454545)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:54.101693,"(4.4, 8.8, 7.800000000000001)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:55.250828,"(4.4, 8.8, 7.800000000000001)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:56.378248,"(4.4, 8.8, 7.800000000000001)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:57.495219,"(4.4, 8.8, 7.800000000000001)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.7)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:58.644943,"(4.4, 8.8, 7.800000000000001)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.792307692307691)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:00:59.811324,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 7.875)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:00.968355,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.792307692307691)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:02.043225,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.792307692307691)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:03.098964,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.792307692307691)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:04.329708,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.666666666666666)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:05.426166,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.0, 8.666666666666666)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:06.525915,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.0, 8.666666666666666)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:07.647554,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.0, 10.0375)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:08.856083,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 9.25)","(13.0, 42.0, 24.0)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:10.145216,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 11.0, 9.25)","(13.0, 42.0, 26.5)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:11.336304,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 11.0, 8.529411764705882)","(13.0, 44.0, 26.5)","(20.0, 55.0, 41.53846153846154)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:12.472512,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.523076923076923)","(13.0, 44.0, 28.6875)","(20.0, 55.0, 44.61538461538461)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:13.600707,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.0, 8.523076923076923)","(13.0, 44.0, 28.6875)","(20.0, 60.0, 44.61538461538461)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:14.892841,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.0, 8.523076923076923)","(13.0, 44.0, 26.18181818181818)","(20.0, 60.0, 44.61538461538461)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:16.178508,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.0, 8.836363636363636)","(13.0, 44.0, 26.18181818181818)","(20.0, 60.0, 44.61538461538461)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:17.400209,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.0, 8.55)","(13.0, 44.0, 26.545454545454547)","(20.0, 60.0, 44.61538461538461)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:18.604413,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 9.8, 8.55)","(13.0, 44.0, 26.545454545454547)","(20.0, 60.0, 44.61538461538461)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:19.823667,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 9.8, 8.55)","(13.0, 44.0, 26.545454545454547)","(20.0, 60.0, 44.61538461538461)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:20.943987,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 9.8, 9.154545454545454)","(13.0, 44.0, 26.545454545454547)","(20.0, 60.0, 44.61538461538461)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:22.139868,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.792307692307691)","(13.0, 44.0, 26.545454545454547)","(20.0, 60.0, 44.61538461538461)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:23.241090,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.666666666666666)","(13.0, 44.0, 26.545454545454547)","(20.0, 60.0, 44.61538461538461)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:24.523108,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.0, 8.666666666666666)","(13.0, 44.0, 26.545454545454547)","(20.0, 60.0, 44.61538461538461)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:25.753932,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.0, 8.666666666666666)","(13.0, 44.0, 26.545454545454547)","(20.0, 60.0, 44.61538461538461)","(21.0, 70.0, 34.36363636363636)"
07-12-2022 19:01:26.994565,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.0, 8.666666666666666)","(13.0, 44.0, 26.545454545454547)","(20.0, 60.0, 44.61538461538461)","(21.0, 70.0, 45.5)"
07-12-2022 19:01:28.207543,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.0, 10.475)","(13.0, 44.0, 26.545454545454547)","(20.0, 60.0, 44.61538461538461)","(21.0, 70.0, 37.5)"
07-12-2022 19:01:29.431448,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 11.0, 9.154545454545454)","(13.0, 44.0, 26.545454545454547)","(20.0, 60.0, 44.61538461538461)","(21.0, 65.0, 37.5)"
07-12-2022 19:01:30.642880,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 9.154545454545454)","(13.0, 44.0, 26.545454545454547)","(20.0, 60.0, 44.61538461538461)","(21.0, 65.0, 37.5)"
07-12-2022 19:01:31.896019,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 9.154545454545454)","(13.0, 44.0, 26.545454545454547)","(20.0, 60.0, 44.61538461538461)","(21.0, 65.0, 37.5)"
07-12-2022 19:01:33.138582,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 9.154545454545454)","(13.0, 44.0, 26.545454545454547)","(20.0, 60.0, 41.53846153846154)","(21.0, 65.0, 33.0)"
07-12-2022 19:01:34.405210,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.5, 8.666666666666666)","(13.0, 44.0, 26.545454545454547)","(20.0, 55.0, 41.53846153846154)","(21.0, 65.0, 33.0)"
07-12-2022 19:01:35.581550,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 10.0, 9.425)","(13.0, 44.0, 26.545454545454547)","(20.0, 55.0, 41.53846153846154)","(21.0, 65.0, 33.0)"
07-12-2022 19:01:36.684766,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 9.8, 9.425)","(13.0, 44.0, 26.545454545454547)","(20.0, 55.0, 41.53846153846154)","(21.0, 65.0, 33.0)"
07-12-2022 19:01:37.808309,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 9.8, 9.425)","(13.0, 44.0, 25.6)","(20.0, 55.0, 41.53846153846154)","(21.0, 65.0, 33.0)"
07-12-2022 19:01:39.094525,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 9.8, 9.425)","(13.0, 44.0, 25.6)","(20.0, 55.0, 41.53846153846154)","(21.0, 65.0, 33.0)"
07-12-2022 19:01:40.278226,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 9.8, 10.475)","(13.0, 44.0, 25.6)","(20.0, 55.0, 41.53846153846154)","(21.0, 65.0, 33.0)"
07-12-2022 19:01:41.426296,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.6626086956521737)","(7.5, 11.0, 9.25)","(13.0, 44.0, 25.6)","(20.0, 55.0, 41.53846153846154)","(21.0, 65.0, 33.0)"
07-12-2022 19:01:42.574419,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.688)","(7.5, 11.0, 8.958333333333332)","(13.0, 44.0, 25.6)","(20.0, 55.0, 41.53846153846154)","(21.0, 65.0, 33.0)"
07-12-2022 19:01:43.834740,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.68)","(7.5, 10.5, 9.6)","(13.0, 44.0, 25.6)","(20.0, 55.0, 41.53846153846154)","(21.0, 65.0, 33.0)"
07-12-2022 19:01:45.121397,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.68)","(7.5, 10.0, 9.6)","(13.0, 44.0, 25.6)","(20.0, 55.0, 41.53846153846154)","(21.0, 65.0, 33.0)"
07-12-2022 19:01:46.355435,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.3)","(1.65, 1.88, 1.7325)","(7.5, 10.0, 7.339344262295082)","(13.0, 44.0, 25.6)","(20.0, 55.0, 41.53846153846154)","(21.0, 65.0, 33.0)"
07-12-2022 19:01:47.567212,"(4.4, 9.0, 5.5875)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.75)","(1.65, 1.87, 1.666578947368421)","(7.5, 11.5, 8.792307692307691)","(13.0, 44.0, 29.846153846153847)","(20.0, 55.0, 41.53846153846154)","(21.0, 65.0, 29.588235294117645)"
07-12-2022 19:01:48.921965,"(4.4, 9.0, 6.126315789473685)","(21.0, 60.0, 50.75)","(7.5, 18.5, 17.75)","(1.65, 1.86, 1.685)","(7.5, 10.5, 8.666666666666666)","(13.0, 44.0, 29.846153846153847)","(20.0, 55.0, 38.66666666666667)","(21.0, 65.0, 36.33333333333333)"
07-12-2022 19:01:50.212619,"(4.4, 9.0, 6.126315789473685)","(21.0, 60.0, 50.75)","(7.5, 18.5, 16.0)","(1.65, 1.86, 1.685)","(7.5, 10.0, 8.666666666666666)","(13.0, 44.0, 29.846153846153847)","(20.0, 55.0, 38.66666666666667)","(21.0, 65.0, 36.33333333333333)"
07-12-2022 19:01:51.347936,"(4.4, 9.0, 6.126315789473685)","(21.0, 60.0, 50.75)","(7.5, 18.5, 16.0)","(1.65, 1.86, 1.685)","(7.5, 10.0, 8.666666666666666)","(13.0, 44.0, 29.846153846153847)","(20.0, 55.0, 38.66666666666667)","(21.0, 65.0, 36.33333333333333)"
07-12-2022 19:01:52.390703,"(4.4, 9.0, 6.126315789473685)","(21.0, 60.0, 50.75)","(7.5, 18.5, 16.0)","(1.65, 1.86, 1.685)","(7.5, 10.0, 8.666666666666666)","(13.0, 44.0, 29.846153846153847)","(20.0, 55.0, 38.66666666666667)","(21.0, 65.0, 36.33333333333333)"
07-12-2022 19:01:53.535794,"(4.4, 9.0, 6.126315789473685)","(21.0, 60.0, 50.75)","(7.5, 18.5, 16.0)","(1.65, 1.85, 1.7375)","(7.5, 11.0, 8.55)","(13.0, 44.0, 29.846153846153847)","(20.0, 55.0, 38.66666666666667)","(21.0, 65.0, 36.33333333333333)"
07-12-2022 19:01:55.051925,"(4.4, 9.0, 6.126315789473685)","(21.0, 60.0, 50.75)","(7.5, 18.5, 16.0)","(1.65, 1.85, 1.7375)","(7.5, 9.8, 8.433333333333334)","(13.0, 44.0, 29.846153846153847)","(20.0, 55.0, 38.66666666666667)","(21.0, 65.0, 36.33333333333333)"
07-12-2022 19:01:56.298932,"(4.4, 9.0, 6.126315789473685)","(21.0, 60.0, 50.75)","(7.5, 18.5, 16.0)","(1.65, 1.85, 1.7772727272727273)","(7.5, 9.6, 9.075)","(13.0, 44.0, 29.846153846153847)","(20.0, 55.0, 38.66666666666667)","(21.0, 65.0, 36.33333333333333)"
07-12-2022 19:01:57.607793,"(4.4, 9.0, 6.126315789473685)","(21.0, 60.0, 50.75)","(7.5, 18.5, 16.0)","(1.65, 1.85, 1.7608333333333333)","(7.5, 9.4, 9.154545454545454)","(13.0, 44.0, 29.846153846153847)","(20.0, 55.0, 38.66666666666667)","(21.0, 65.0, 36.33333333333333)"
07-12-2022 19:01:58.745013,"(4.4, 9.0, 6.126315789473685)","(21.0, 60.0, 50.75)","(7.5, 18.5, 16.0)","(1.65, 1.84, 1.733125)","(7.5, 10.5, 8.666666666666666)","(13.0, 44.0, 29.846153846153847)","(20.0, 55.0, 38.66666666666667)","(21.0, 65.0, 36.33333333333333)"
07-12-2022 19:01:59.985259,"(4.4, 9.0, 6.126315789473685)","(21.0, 60.0, 50.75)","(7.5, 18.5, 16.0)","(1.65, 1.84, 1.733125)","(7.5, 10.0, 8.666666666666666)","(13.0, 44.0, 29.846153846153847)","(20.0, 55.0, 38.66666666666667)","(21.0, 65.0, 36.33333333333333)"
07-12-2022 19:02:01.221487,"(4.4, 9.0, 6.126315789473685)","(21.0, 60.0, 50.75)","(7.5, 18.5, 15.166666666666666)","(1.65, 1.84, 1.770909090909091)","(7.5, 10.0, 8.666666666666666)","(13.0, 44.0, 29.846153846153847)","(20.0, 55.0, 38.66666666666667)","(21.0, 65.0, 36.33333333333333)"
07-12-2022 19:02:02.465023,"(4.4, 9.0, 6.126315789473685)","(21.0, 60.0, 50.75)","(7.5, 18.5, 15.166666666666666)","(1.65, 1.84, 1.72875)","(7.5, 10.0, 9.154545454545454)","(13.0, 44.0, 29.846153846153847)","(20.0, 55.0, 38.66666666666667)","(21.0, 65.0, 36.33333333333333)"
07-12-2022 19:02:03.549378,"(4.4, 9.0, 6.126315789473685)","(21.0, 60.0, 50.75)","(7.5, 18.5, 15.166666666666666)","(1.65, 1.83, 1.755)","(7.5, 10.5, 9.6)","(13.0, 44.0, 38.5)","(20.0, 55.0, 46.66666666666667)","(21.0, 65.0, 46.5)"
07-12-2022 19:02:04.721477,"(4.4, 8.8, 8.228571428571428)","(21.0, 60.0, 41.5)","(7.5, 18.5, 14.333333333333334)","(1.65, 1.83, 1.755)","(7.5, 10.0, 9.425)","(13.0, 42.0, 38.5)","(20.0, 50.0, 46.66666666666667)","(21.0, 50.0, 41.599999999999994)"
07-12-2022 19:02:06.156600,"(4.4, 8.8, 8.057142857142857)","(21.0, 60.0, 41.5)","(7.5, 18.5, 14.333333333333334)","(1.65, 1.83, 1.7025)","(7.5, 9.8, 9.425)","(13.0, 42.0, 38.5)","(20.0, 50.0, 46.66666666666667)","(21.0, 50.0, 41.599999999999994)"
