,Acapulco,Youre In Luck,Rumour Confirmed,Gabriella Maree,My Romper,Cyclone Summer,Ohana Ranadi
05-01-2023 13:52:37.757477,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 30.0)","(4.8, 8.2, 5.4)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.4, 3.7555555555555555)","(101.0, 650.0, 587.7777777777778)","(9.0, 20.0, 13.375)"
05-01-2023 13:52:38.889408,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 30.0)","(4.8, 8.2, 5.4)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.4, 3.7555555555555555)","(101.0, 650.0, 587.7777777777778)","(9.0, 20.0, 13.375)"
05-01-2023 13:52:39.943409,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 30.0)","(4.8, 8.2, 5.4)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.4, 3.7555555555555555)","(101.0, 650.0, 587.7777777777778)","(9.0, 20.0, 13.375)"
05-01-2023 13:52:41.018270,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 30.0)","(4.8, 8.2, 5.4)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.4, 3.7555555555555555)","(101.0, 650.0, 587.7777777777778)","(9.0, 20.0, 13.375)"
05-01-2023 13:52:42.001682,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 30.0)","(4.8, 8.2, 5.4)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.4, 3.7555555555555555)","(101.0, 650.0, 587.7777777777778)","(9.0, 20.0, 13.375)"
05-01-2023 13:52:43.094453,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 30.0)","(4.8, 8.2, 5.4)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.4, 3.7555555555555555)","(101.0, 650.0, 587.7777777777778)","(9.0, 20.0, 13.375)"
05-01-2023 13:52:44.084314,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 30.0)","(4.8, 8.2, 5.4)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.4, 3.7555555555555555)","(101.0, 650.0, 587.7777777777778)","(9.0, 20.0, 13.375)"
05-01-2023 13:52:45.063275,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 30.0)","(4.8, 8.2, 5.4)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.4, 3.7555555555555555)","(101.0, 650.0, 587.7777777777778)","(9.0, 20.0, 13.375)"
05-01-2023 13:52:46.146500,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 5.4)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.4, 3.7555555555555555)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:52:47.156283,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 5.4)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.4, 4.2615384615384615)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:52:48.312657,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.4, 4.6454545454545455)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:52:49.419696,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.3, 4.6454545454545455)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:52:50.495554,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.3, 4.6454545454545455)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:52:51.518747,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.3, 4.6454545454545455)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:52:52.479070,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.2, 5.086666666666667)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:52:53.451501,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.2, 5.086666666666667)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:52:54.514336,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.2, 5.011111111111111)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:52:55.565676,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.2, 5.011111111111111)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:52:56.611395,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.2, 5.011111111111111)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:52:57.561758,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.2, 5.011111111111111)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:52:58.573982,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.2, 5.011111111111111)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:52:59.591754,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.2, 5.011111111111111)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:53:00.655432,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.2, 5.011111111111111)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:53:01.752926,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.2, 5.011111111111111)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:53:02.879051,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.2, 5.011111111111111)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:53:03.914946,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 31.95)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2007142857142856)","(3.5, 5.2, 5.011111111111111)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:53:04.913506,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 29.0)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.16)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:53:05.850779,"(6.0, 13.5, 9.007692307692308)","(14.0, 34.0, 29.0)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.16)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 15.5)"
05-01-2023 13:53:06.885307,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.356842105263158)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:07.939471,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.314285714285714)","(2.15, 3.3, 2.356842105263158)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:08.987053,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.314285714285714)","(2.15, 3.3, 2.356842105263158)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:09.986854,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.314285714285714)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:10.986839,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:11.981043,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:12.988363,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:14.093499,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:15.212445,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:16.294951,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:17.386890,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:18.415512,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.87)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:19.362101,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.5)","(2.15, 3.3, 2.4709090909090907)","(3.5, 5.2, 4.87)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:20.423006,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.5)","(2.15, 3.3, 2.4709090909090907)","(3.5, 5.2, 5.16)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:21.424175,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.314285714285714)","(2.15, 3.3, 2.356842105263158)","(3.5, 5.2, 5.16)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:22.469882,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.314285714285714)","(2.15, 3.3, 2.356842105263158)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:23.607908,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.314285714285714)","(2.15, 3.3, 2.2458823529411767)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:24.639498,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:25.593938,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:26.631720,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:27.634687,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:28.674190,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:29.806272,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:30.837228,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:31.911909,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:32.934717,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:33.940520,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:34.887119,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:35.926876,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:36.982283,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:38.019851,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:39.080338,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:40.101837,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.4709090909090907)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:41.088663,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.5)","(2.15, 3.3, 2.356842105263158)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:42.005620,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.314285714285714)","(2.15, 3.3, 2.356842105263158)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:43.055059,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.314285714285714)","(2.15, 3.3, 2.356842105263158)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:44.122640,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.314285714285714)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:45.171349,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:46.221421,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:47.228907,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:48.233336,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:49.267232,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:50.333469,"(6.0, 13.5, 8.766666666666667)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.886666666666667)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:51.402002,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 29.125)","(4.8, 8.2, 6.644444444444444)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.1, 4.886666666666667)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 14.11111111111111)"
05-01-2023 13:53:52.510835,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 30.1)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.1, 5.078571428571429)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:53:53.654321,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 30.1)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:53:54.753014,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:53:55.830145,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:53:56.804188,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:53:57.736709,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:53:58.734881,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:53:59.852064,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:54:00.887928,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:54:01.941131,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:54:03.029043,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:54:04.062995,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:54:05.012987,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:54:06.103159,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:54:07.213193,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:54:08.283683,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:54:09.307054,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:54:10.375694,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
05-01-2023 13:54:11.393681,"(6.0, 13.5, 7.9799999999999995)","(14.0, 34.0, 27.5)","(4.8, 8.2, 6.257142857142856)","(2.15, 3.3, 2.2270588235294118)","(3.5, 5.2, 4.88125)","(101.0, 650.0, 556.6666666666666)","(9.0, 20.0, 11.333333333333332)"
