,Mr Mischief,Havisham,Saint Ay,Costero,Jumpin Jaguar,Mayksumnoise,Sorokin,There For You,Fighting Sweet,Peace Process,Under The Pump,Arlington Valley
07-01-2023 14:15:34.448880,"(3.6, 4.1, 4.0493421052631575)","(3.2, 3.7, 3.7354945054945055)","(10.0, 14.5, 14.178571428571429)","(7.5, 8.4, 8.27482993197279)","(11.0, 12.5, 12.444444444444445)","(26.0, 36.0, 35.371428571428574)","(51.0, 70.0, 66.0)","(21.0, 32.0, 30.545454545454547)","(17.0, 23.0, 23.796875)","(15.0, 19.0, 18.86842105263158)","(31.0, 36.0, 34.39344262295082)","(101.0, 190.0, 175.0)"
07-01-2023 14:15:36.141784,"(3.6, 4.1, 4.088405797101449)","(3.2, 3.75, 3.7441343424787132)","(10.0, 14.5, 13.904761904761905)","(7.5, 8.4, 8.146853146853147)","(11.0, 12.5, 12.184782608695652)","(26.0, 36.0, 35.91111111111111)","(51.0, 70.0, 63.07692307692308)","(21.0, 32.0, 28.846153846153847)","(17.0, 24.0, 22.622222222222224)","(15.0, 19.0, 18.86842105263158)","(31.0, 36.0, 34.34285714285714)","(101.0, 180.0, 175.0)"
07-01-2023 14:15:37.700128,"(3.6, 4.1, 4.053658536585366)","(3.2, 3.75, 3.7826)","(10.0, 14.5, 14.46808510638298)","(7.5, 8.2, 8.107246376811593)","(11.0, 12.5, 12.138211382113822)","(26.0, 36.0, 35.91111111111111)","(51.0, 70.0, 61.81818181818182)","(21.0, 29.0, 28.975609756097562)","(17.0, 24.0, 22.681818181818183)","(15.0, 19.0, 18.846153846153847)","(31.0, 36.0, 34.27906976744186)","(101.0, 180.0, 175.0)"
07-01-2023 14:15:39.269992,"(3.6, 4.1, 4.05203488372093)","(3.2, 3.8, 3.7958492975734353)","(10.0, 15.0, 14.11111111111111)","(7.5, 8.2, 7.741818181818181)","(11.0, 12.5, 12.126315789473685)","(26.0, 36.0, 34.75)","(51.0, 65.0, 61.92307692307692)","(21.0, 29.0, 28.974358974358974)","(17.0, 24.0, 22.857142857142858)","(15.0, 19.0, 18.916666666666668)","(31.0, 36.0, 34.21951219512195)","(101.0, 180.0, 175.55555555555554)"
07-01-2023 14:15:40.808936,"(3.6, 4.1, 3.9203703703703705)","(3.2, 3.8, 3.8272277227722773)","(10.0, 14.5, 14.380952380952381)","(7.5, 7.8, 7.73568281938326)","(11.0, 12.5, 12.494623655913978)","(26.0, 36.0, 36.56)","(51.0, 65.0, 80.0)","(21.0, 29.0, 29.88888888888889)","(17.0, 24.0, 23.7)","(15.0, 19.0, 18.940677966101696)","(31.0, 36.0, 34.04761904761905)","(101.0, 180.0, 172.5)"
07-01-2023 14:15:42.338832,"(3.6, 3.95, 3.909851301115242)","(3.2, 3.85, 3.824277456647399)","(10.0, 14.5, 13.67142857142857)","(7.5, 7.8, 7.742662116040956)","(11.0, 12.5, 12.475862068965517)","(26.0, 38.0, 37.27272727272727)","(51.0, 85.0, 76.0)","(21.0, 30.0, 27.482142857142858)","(17.0, 26.0, 24.078125)","(15.0, 19.0, 19.285714285714285)","(31.0, 36.0, 34.157303370786515)","(101.0, 190.0, 174.0909090909091)"
07-01-2023 14:15:43.824866,"(3.6, 3.95, 3.9)","(3.2, 3.85, 3.8814855875831484)","(11.0, 14.0, 13.514150943396226)","(7.5, 7.8, 7.7456953642384105)","(11.0, 12.5, 12.700636942675159)","(26.0, 38.0, 37.27272727272727)","(51.0, 85.0, 76.0)","(21.0, 28.0, 27.442307692307693)","(17.0, 26.0, 24.677419354838708)","(15.0, 19.5, 19.071428571428573)","(31.0, 36.0, 34.157303370786515)","(101.0, 190.0, 183.1707317073171)"
07-01-2023 14:15:45.376841,"(3.6, 3.9, 3.889776951672862)","(3.2, 3.9, 3.8789141414141413)","(11.0, 14.0, 13.181481481481482)","(7.5, 7.8, 7.795854922279792)","(11.0, 13.0, 12.74869109947644)","(26.0, 38.0, 37.368421052631575)","(51.0, 85.0, 76.42857142857143)","(21.0, 28.0, 26.476190476190474)","(17.0, 25.0, 24.666666666666668)","(15.0, 19.5, 19.071428571428573)","(31.0, 36.0, 34.215053763440864)","(101.0, 190.0, 182.82051282051282)"
07-01-2023 14:15:46.917257,"(3.6, 3.9, 3.8898876404494382)","(3.2, 3.9, 3.9434328358208957)","(11.0, 13.5, 13.03875968992248)","(7.5, 7.8, 7.861146496815286)","(11.0, 13.0, 12.675675675675675)","(26.0, 38.0, 36.2)","(51.0, 85.0, 77.17391304347827)","(21.0, 27.0, 26.685714285714287)","(17.0, 25.0, 24.09090909090909)","(15.0, 19.5, 19.228571428571428)","(31.0, 36.0, 34.19469026548673)","(101.0, 190.0, 182.22222222222223)"
07-01-2023 14:15:48.524926,"(3.6, 3.9, 3.8879310344827585)","(3.2, 3.95, 3.944476744186047)","(11.0, 13.5, 12.89080459770115)","(7.5, 8.0, 7.563870967741935)","(11.0, 13.0, 12.68918918918919)","(26.0, 38.0, 36.285714285714285)","(51.0, 85.0, 77.17391304347827)","(21.0, 28.0, 26.685714285714287)","(17.0, 25.0, 23.904761904761905)","(15.0, 19.5, 19.083333333333332)","(31.0, 36.0, 34.19469026548673)","(101.0, 190.0, 182.22222222222223)"
07-01-2023 14:15:50.115380,"(3.6, 3.9, 3.85)","(3.2, 3.95, 4.082081545064377)","(10.0, 13.5, 13.030973451327434)","(7.0, 7.6, 7.6786885245901635)","(11.0, 13.0, 12.945512820512821)","(26.0, 38.0, 36.666666666666664)","(51.0, 85.0, 80.71428571428571)","(21.0, 28.0, 27.34285714285714)","(18.0, 25.0, 23.866666666666667)","(15.0, 19.5, 19.370967741935484)","(31.0, 36.0, 34.32520325203252)","(101.0, 190.0, 179.03225806451613)"
07-01-2023 14:15:51.738489,"(3.6, 3.85, 3.810207612456747)","(3.2, 4.1, 4.0797136038186155)","(10.0, 13.5, 12.479166666666666)","(7.0, 7.8, 7.672448979591836)","(11.0, 13.0, 12.88974358974359)","(26.0, 38.0, 36.642857142857146)","(51.0, 85.0, 78.5)","(21.0, 28.0, 27.272727272727273)","(18.0, 24.0, 23.8125)","(15.0, 19.5, 19.34328358208955)","(31.0, 36.0, 34.3125)","(101.0, 180.0, 179.14285714285714)"
07-01-2023 14:15:53.264772,"(3.6, 3.85, 3.8051963048498845)","(3.3, 4.1, 4.091346153846153)","(11.0, 12.5, 12.352941176470589)","(7.0, 7.8, 7.626470588235294)","(11.0, 13.0, 12.896067415730338)","(26.0, 38.0, 36.34782608695652)","(51.0, 80.0, 78.5)","(21.0, 28.0, 27.272727272727273)","(18.0, 24.0, 23.434782608695652)","(15.0, 19.5, 19.171641791044777)","(31.0, 36.0, 34.32258064516129)","(101.0, 180.0, 179.14285714285714)"
07-01-2023 14:15:54.838138,"(3.6, 3.85, 3.7625)","(3.3, 4.1, 4.090756302521008)","(11.0, 12.5, 12.22972972972973)","(7.0, 7.8, 7.6262773722627735)","(11.0, 13.0, 12.939130434782609)","(26.0, 38.0, 36.27272727272727)","(51.0, 80.0, 78.63636363636364)","(21.0, 28.0, 27.17948717948718)","(18.0, 24.0, 23.434782608695652)","(15.0, 19.5, 19.128048780487806)","(31.0, 36.0, 34.32258064516129)","(101.0, 190.0, 184.28571428571428)"
07-01-2023 14:15:56.368378,"(3.6, 3.85, 3.7625)","(3.3, 4.1, 4.0791788856304985)","(10.0, 12.5, 12.331521739130435)","(7.0, 7.8, 7.710714285714285)","(11.0, 13.0, 13.0)","(26.0, 38.0, 37.08571428571429)","(51.0, 80.0, 75.625)","(21.0, 28.0, 27.464285714285715)","(17.0, 24.0, 23.697674418604652)","(15.0, 19.5, 19.254310344827587)","(31.0, 36.0, 34.53225806451613)","(101.0, 190.0, 181.42857142857142)"
07-01-2023 14:15:57.855352,"(3.6, 3.8, 3.710294117647059)","(3.3, 4.2, 4.253723404255319)","(10.0, 12.5, 12.353982300884956)","(7.0, 7.8, 7.7328519855595665)","(11.0, 13.5, 13.024647887323944)","(26.0, 38.0, 37.111111111111114)","(51.0, 80.0, 75.15625)","(21.0, 28.0, 27.53125)","(17.0, 24.0, 23.75925925925926)","(15.0, 19.5, 18.75862068965517)","(31.0, 36.0, 34.60606060606061)","(101.0, 190.0, 172.5)"
07-01-2023 14:15:59.399394,"(3.6, 3.75, 3.7007552870090636)","(3.3, 4.3, 4.193087557603687)","(11.0, 12.5, 12.337719298245615)","(7.0, 7.8, 7.786086956521739)","(11.0, 13.5, 13.057926829268293)","(26.0, 38.0, 36.666666666666664)","(51.0, 80.0, 75.17241379310344)","(21.0, 28.0, 27.565217391304348)","(18.0, 24.0, 23.836734693877553)","(16.0, 19.0, 18.75287356321839)","(31.0, 36.0, 34.63703703703704)","(101.0, 190.0, 171.66666666666666)"
07-01-2023 14:16:00.928682,"(3.6, 3.75, 3.7007552870090636)","(3.3, 4.2, 4.239792387543252)","(11.0, 12.5, 12.368421052631579)","(7.0, 7.8, 7.585)","(11.0, 13.5, 11.653395784543326)","(26.0, 38.0, 32.888888888888886)","(51.0, 80.0, 75.20833333333333)","(21.0, 28.0, 27.58823529411765)","(18.0, 24.0, 23.91111111111111)","(16.0, 19.5, 18.951219512195124)","(31.0, 36.0, 34.656716417910445)","(101.0, 190.0, 171.42857142857142)"
07-01-2023 14:16:02.477338,"(3.5, 3.75, 3.668181818181818)","(3.3, 4.3, 4.286666666666666)","(11.0, 12.5, 12.427966101694915)","(7.0, 7.6, 7.742268041237113)","(11.0, 12.0, 11.618778280542987)","(26.0, 36.0, 33.68421052631579)","(51.0, 80.0, 74.5945945945946)","(21.0, 28.0, 27.63768115942029)","(18.0, 24.0, 23.91304347826087)","(16.0, 19.0, 19.143939393939394)","(31.0, 36.0, 34.714285714285715)","(101.0, 180.0, 168.0)"
07-01-2023 14:16:03.943655,"(3.5, 3.75, 3.6953400503778338)","(3.3, 4.3, 4.286936936936937)","(11.0, 12.5, 12.400943396226415)","(7.0, 8.0, 7.7924999999999995)","(11.0, 12.0, 11.506211180124224)","(26.0, 34.0, 34.23255813953488)","(51.0, 80.0, 75.20833333333333)","(21.0, 28.0, 25.128205128205128)","(18.0, 24.0, 24.46875)","(16.0, 19.5, 18.95876288659794)","(31.0, 36.0, 34.772413793103446)","(101.0, 180.0, 168.88888888888889)"
07-01-2023 14:16:05.513230,"(3.5, 3.75, 3.6953400503778338)","(3.4, 4.3, 4.286936936936937)","(11.0, 12.5, 12.428571428571429)","(7.0, 7.8, 7.7785714285714285)","(11.0, 12.0, 11.448275862068966)","(26.0, 36.0, 34.16949152542373)","(51.0, 80.0, 75.17857142857143)","(21.0, 26.0, 25.354545454545455)","(18.0, 25.0, 24.53846153846154)","(15.0, 19.0, 19.102409638554217)","(31.0, 36.0, 34.83529411764706)","(101.0, 180.0, 173.75)"
07-01-2023 14:16:06.979680,"(3.5, 3.75, 3.7203125)","(3.4, 4.3, 4.289677419354838)","(11.0, 12.5, 12.428571428571429)","(7.0, 7.8, 7.7785714285714285)","(11.0, 11.5, 11.448275862068966)","(26.0, 36.0, 34.16949152542373)","(51.0, 80.0, 75.17857142857143)","(21.0, 26.0, 25.354545454545455)","(18.0, 25.0, 24.53846153846154)","(15.0, 19.5, 19.102409638554217)","(31.0, 36.0, 34.83529411764706)","(101.0, 180.0, 175.0)"
07-01-2023 14:16:08.454631,"(3.5, 3.8, 3.75619335347432)","(3.4, 4.6, 4.444479495268139)","(11.0, 13.0, 12.595744680851064)","(7.0, 7.8, 7.714537444933921)","(11.0, 11.5, 10.911764705882353)","(26.0, 36.0, 34.93023255813954)","(51.0, 75.0, 73.82978723404256)","(21.0, 26.0, 25.43103448275862)","(18.0, 25.0, 24.72)","(15.0, 19.5, 19.272727272727273)","(31.0, 36.0, 34.9585798816568)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 14:16:09.874045,"(3.4, 3.75, 3.710493827160494)","(3.4, 4.5, 4.30059880239521)","(11.0, 13.0, 12.588888888888889)","(7.0, 8.0, 7.696)","(11.0, 11.0, 10.8125)","(26.0, 38.0, 35.642857142857146)","(51.0, 80.0, 74.08163265306122)","(21.0, 26.0, 25.442477876106196)","(18.0, 25.0, 24.708333333333332)","(15.0, 19.5, 19.272727272727273)","(31.0, 36.0, 35.12751677852349)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 14:16:11.299962,"(3.4, 3.8, 3.710493827160494)","(3.4, 4.4, 4.30059880239521)","(11.0, 13.0, 12.657407407407407)","(7.0, 7.8, 7.776)","(11.0, 11.0, 10.876984126984127)","(26.0, 38.0, 35.96923076923077)","(51.0, 80.0, 69.46808510638297)","(21.0, 26.0, 25.521008403361343)","(18.0, 25.0, 24.854166666666668)","(15.0, 19.5, 19.422535211267604)","(31.0, 36.0, 35.160493827160494)","(101.0, 180.0, 175.0)"
07-01-2023 14:16:12.750851,"(3.5, 3.75, 3.7092592592592593)","(3.4, 4.4, 4.314285714285714)","(11.0, 13.0, 12.684659090909092)","(7.0, 7.8, 7.667619047619048)","(11.0, 11.0, 10.96031746031746)","(26.0, 38.0, 36.114285714285714)","(51.0, 80.0, 70.48076923076923)","(21.0, 26.0, 25.650943396226417)","(19.0, 25.0, 24.88135593220339)","(16.0, 19.5, 19.45054945054945)","(31.0, 36.0, 35.596638655462186)","(101.0, 180.0, 175.55555555555554)"
07-01-2023 14:16:14.389229,"(3.5, 3.75, 3.7092592592592593)","(3.4, 4.4, 4.3)","(11.0, 13.0, 12.754838709677419)","(7.0, 7.8, 7.653684210526316)","(11.0, 11.0, 10.9609375)","(26.0, 38.0, 36.114285714285714)","(51.0, 80.0, 68.05555555555556)","(21.0, 26.0, 25.6)","(19.0, 25.0, 24.890625)","(16.0, 19.5, 19.45054945054945)","(31.0, 36.0, 35.596638655462186)","(101.0, 180.0, 173.84615384615384)"
07-01-2023 14:16:16.015652,"(3.5, 3.75, 3.7041666666666666)","(3.4, 4.3, 4.324288840262582)","(11.0, 13.0, 12.754901960784313)","(7.0, 7.8, 7.742483660130719)","(10.0, 11.0, 10.955357142857142)","(26.0, 38.0, 35.625)","(51.0, 80.0, 69.58333333333333)","(21.0, 26.0, 25.616071428571427)","(19.0, 25.0, 24.934426229508198)","(16.0, 19.5, 19.375)","(31.0, 36.0, 35.596638655462186)","(101.0, 180.0, 173.84615384615384)"
07-01-2023 14:16:17.611418,"(3.5, 3.75, 3.7223237597911227)","(3.4, 4.4, 4.304249291784703)","(11.0, 13.0, 12.594444444444445)","(7.0, 7.8, 7.744827586206896)","(10.0, 11.0, 10.935897435897436)","(26.0, 36.0, 35.142857142857146)","(51.0, 75.0, 69.11764705882354)","(21.0, 26.0, 25.616071428571427)","(19.0, 25.0, 24.923076923076923)","(16.0, 19.5, 19.416666666666668)","(31.0, 36.0, 35.596638655462186)","(101.0, 180.0, 175.0)"
07-01-2023 14:16:19.446110,"(3.5, 3.75, 3.7482248520710058)","(3.4, 4.4, 4.332038834951456)","(11.0, 13.0, 12.540983606557377)","(7.0, 7.8, 7.916666666666667)","(10.0, 11.0, 11.109271523178808)","(26.0, 36.0, 28.8)","(51.0, 75.0, 71.34615384615384)","(21.0, 26.0, 25.802197802197803)","(19.0, 25.0, 25.51282051282051)","(16.0, 20.0, 19.511363636363637)","(31.0, 36.0, 35.88461538461539)","(101.0, 180.0, 176.42857142857142)"
07-01-2023 14:16:21.246843,"(3.5, 3.75, 3.7476190476190476)","(3.4, 4.4, 4.365298507462687)","(11.0, 13.0, 12.433673469387756)","(7.0, 8.0, 7.927659574468085)","(10.0, 11.5, 11.128930817610064)","(26.0, 36.0, 30.35)","(51.0, 75.0, 70.80882352941177)","(21.0, 26.0, 25.903225806451612)","(19.0, 26.0, 25.62)","(16.0, 20.0, 19.71951219512195)","(31.0, 36.0, 35.944954128440365)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 14:16:23.033182,"(3.5, 3.75, 3.765018315018315)","(3.4, 4.4, 4.365037593984963)","(11.0, 12.5, 12.10536398467433)","(7.0, 8.0, 7.884615384615384)","(10.0, 11.5, 11.098265895953757)","(26.0, 32.0, 30.2)","(51.0, 75.0, 70.80882352941177)","(21.0, 26.0, 25.88421052631579)","(19.0, 26.0, 25.08108108108108)","(16.0, 20.0, 19.64406779661017)","(31.0, 36.0, 35.947826086956525)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 14:16:24.738171,"(3.5, 3.8, 3.765018315018315)","(3.4, 4.4, 4.365037593984963)","(11.0, 12.5, 11.835416666666667)","(7.0, 8.0, 7.88)","(11.0, 11.5, 10.69626168224299)","(26.0, 32.0, 30.2)","(51.0, 75.0, 67.62295081967213)","(21.0, 26.0, 26.52238805970149)","(19.0, 26.0, 24.94736842105263)","(16.0, 20.0, 19.694444444444443)","(31.0, 36.0, 35.947826086956525)","(101.0, 180.0, 173.33333333333334)"
07-01-2023 14:16:26.469976,"(3.5, 3.8, 3.7604330708661418)","(3.4, 4.4, 4.365833333333334)","(11.0, 12.0, 12.055555555555555)","(7.0, 8.0, 7.798974358974359)","(11.0, 11.5, 10.923076923076923)","(26.0, 32.0, 30.41176470588235)","(51.0, 75.0, 67.62295081967213)","(21.0, 27.0, 26.523809523809526)","(19.0, 25.0, 24.94736842105263)","(16.0, 20.0, 19.725806451612904)","(31.0, 36.0, 35.947826086956525)","(101.0, 180.0, 173.92857142857142)"
07-01-2023 14:16:28.331756,"(3.4, 3.8, 3.696325878594249)","(3.4, 4.4, 4.393193717277487)","(11.0, 12.5, 12.1)","(7.0, 8.0, 7.8127272727272725)","(11.0, 11.0, 10.61111111111111)","(26.0, 32.0, 30.5)","(51.0, 75.0, 69.70588235294117)","(21.0, 27.0, 26.523809523809526)","(19.0, 25.0, 25.2183908045977)","(16.0, 20.0, 19.366071428571427)","(31.0, 36.0, 36.170212765957444)","(101.0, 180.0, 173.7037037037037)"
07-01-2023 14:16:30.055015,"(3.4, 3.7, 3.175)","(3.4, 4.4, 5.473684210526316)","(11.0, 12.5, 11.55)","(7.0, 8.0, 7.327272727272727)","(11.0, 11.0, 12.685714285714287)","(26.0, 32.0, 26.5)","(51.0, 70.0, 89.0)","(21.0, 27.0, 28.0)","(19.0, 26.0, 26.5)","(16.0, 19.5, 21.75)","(31.0, 38.0, 49.2)","(101.0, 200.0, 104.0)"
07-01-2023 14:16:31.795499,"(3.4, 3.5, 4.482352941176471)","(3.4, 6.4, 5.992156862745098)","(11.0, 13.5, 11.21111111111111)","(7.0, 7.6, 8.069565217391304)","(11.0, 15.0, 14.329787234042552)","(26.0, 29.0, 49.9)","(51.0, 130.0, 94.0)","(21.0, 42.0, 25.5)","(19.0, 40.0, 29.833333333333336)","(16.0, 30.0, 21.75)","(31.0, 55.0, 49.2)","(101.0, 200.0, 220.0)"
07-01-2023 14:16:33.316021,"(3.4, 4.8, 4.63936170212766)","(3.4, 6.4, 5.6)","(11.0, 12.5, 11.21111111111111)","(7.0, 8.2, 7.8428571428571425)","(11.0, 15.0, 9.628571428571428)","(26.0, 55.0, 52.875)","(51.0, 140.0, 94.0)","(21.0, 30.0, 25.5)","(19.0, 36.0, 29.833333333333336)","(16.0, 30.0, 22.8)","(31.0, 55.0, 53.099999999999994)","(101.0, 360.0, 220.0)"
07-01-2023 14:16:34.787980,"(3.4, 4.7, 4.338732394366197)","(3.4, 6.4, 4.5473684210526315)","(11.0, 12.5, 11.3)","(7.0, 8.2, 7.8428571428571425)","(11.0, 9.8, 9.628571428571428)","(26.0, 55.0, 44.8)","(51.0, 140.0, 94.0)","(21.0, 30.0, 29.333333333333332)","(19.0, 36.0, 29.833333333333336)","(16.0, 29.0, 22.8)","(31.0, 55.0, 51.54545454545455)","(101.0, 360.0, 220.0)"
07-01-2023 14:16:36.380799,"(3.4, 4.1, 3.9568181818181816)","(3.4, 5.7, 4.461038961038961)","(11.0, 12.5, 11.55)","(7.0, 8.2, 7.8428571428571425)","(11.0, 9.8, 9.628571428571428)","(26.0, 55.0, 44.8)","(51.0, 140.0, 78.66666666666667)","(21.0, 30.0, 30.5)","(19.0, 36.0, 29.833333333333336)","(16.0, 29.0, 23.2)","(31.0, 55.0, 51.54545454545455)","(101.0, 360.0, 220.0)"
07-01-2023 14:16:37.832589,"(3.4, 4.1, 3.9568181818181816)","(3.4, 5.1, 4.517543859649122)","(11.0, 13.5, 11.55)","(7.0, 8.2, 7.74)","(11.0, 9.8, 9.629999999999999)","(26.0, 55.0, 49.333333333333336)","(51.0, 140.0, 78.66666666666667)","(21.0, 40.0, 24.8)","(19.0, 36.0, 24.75)","(16.0, 29.0, 23.2)","(31.0, 55.0, 53.099999999999994)","(101.0, 360.0, 220.0)"
07-01-2023 14:16:39.448133,"(3.4, 4.7, 4.632142857142857)","(3.4, 5.1, 4.517543859649122)","(11.0, 13.5, 11.55)","(7.0, 7.8, 7.74)","(11.0, 9.8, 8.885714285714286)","(26.0, 55.0, 46.0)","(51.0, 140.0, 71.5)","(21.0, 40.0, 25.75)","(19.0, 32.0, 25.166666666666668)","(16.0, 29.0, 23.2)","(31.0, 55.0, 46.8)","(101.0, 360.0, 220.0)"
07-01-2023 14:16:40.968388,"(3.4, 4.7, 4.4625)","(3.4, 4.1, 4.008333333333333)","(11.0, 13.5, 11.1875)","(7.0, 7.8, 7.68)","(11.0, 9.0, 8.95)","(26.0, 50.0, 49.333333333333336)","(51.0, 95.0, 71.5)","(21.0, 40.0, 25.75)","(19.0, 29.0, 15.7)","(16.0, 29.0, 25.375)","(31.0, 48.0, 46.8)","(101.0, 360.0, 173.33333333333331)"
07-01-2023 14:16:42.456136,"(3.4, 4.7, 4.19)","(3.4, 4.1, 4.008333333333333)","(11.0, 13.5, 11.1875)","(7.0, 7.8, 7.68)","(11.0, 9.0, 8.95)","(26.0, 55.0, 49.333333333333336)","(51.0, 95.0, 71.5)","(21.0, 40.0, 25.75)","(19.0, 16.0, 15.7)","(16.0, 29.0, 25.375)","(31.0, 48.0, 46.8)","(101.0, 370.0, 173.33333333333331)"
07-01-2023 14:16:43.941453,"(3.4, 4.7, 3.85)","(3.4, 4.0, 3.7600000000000002)","(11.0, 13.5, 12.5)","(7.0, 8.2, 7.771428571428571)","(11.0, 9.8, 8.893333333333334)","(26.0, 38.0, 30.8)","(51.0, 95.0, 75.0)","(21.0, 40.0, 28.666666666666668)","(19.0, 28.0, 23.8)","(16.0, 26.0, 19.0)","(31.0, 48.0, 42.0)","(101.0, 360.0, 285.0)"
07-01-2023 14:16:45.468521,"(3.4, 4.2, 3.50873786407767)","(3.4, 4.0, 3.9873239436619716)","(11.0, 13.5, 19.52)","(7.0, 8.2, 8.1)","(11.0, 9.8, 8.893333333333334)","(26.0, 38.0, 30.8)","(51.0, 95.0, 75.0)","(21.0, 38.0, 32.0)","(19.0, 28.0, 23.8)","(16.0, 26.0, 19.0)","(31.0, 48.0, 42.0)","(101.0, 470.0, 220.0)"
07-01-2023 14:16:47.012313,"(3.4, 3.8, 3.50873786407767)","(3.4, 4.0, 4.044)","(11.0, 20.0, 18.685185185185183)","(7.0, 8.2, 8.066666666666666)","(11.0, 9.8, 7.627586206896551)","(26.0, 38.0, 29.428571428571427)","(51.0, 95.0, 146.66666666666666)","(21.0, 38.0, 32.75)","(19.0, 28.0, 26.125)","(16.0, 26.0, 19.125)","(31.0, 48.0, 42.0)","(101.0, 340.0, 318.57142857142856)"
07-01-2023 14:16:48.581259,"(3.4, 3.8, 3.5088669950738915)","(3.4, 4.1, 4.0430379746835445)","(11.0, 19.5, 18.791666666666668)","(7.0, 8.2, 8.09090909090909)","(11.0, 7.8, 7.63076923076923)","(26.0, 38.0, 28.4)","(51.0, 160.0, 140.0)","(21.0, 36.0, 29.5)","(19.0, 29.0, 21.125)","(16.0, 30.0, 19.25)","(31.0, 48.0, 43.0)","(101.0, 330.0, 318.57142857142856)"
07-01-2023 14:16:50.181189,"(3.4, 3.8, 3.467142857142857)","(3.4, 4.2, 4.115068493150685)","(11.0, 19.0, 18.75)","(7.0, 8.2, 7.647619047619047)","(11.0, 7.8, 7.658064516129032)","(26.0, 38.0, 34.8)","(51.0, 160.0, 150.0)","(21.0, 36.0, 30.8)","(19.0, 32.0, 28.666666666666668)","(16.0, 24.0, 22.333333333333332)","(31.0, 48.0, 44.0)","(101.0, 330.0, 215.0)"
07-01-2023 14:16:51.935663,"(3.4, 3.5, 3.4539473684210527)","(3.4, 4.2, 3.9651515151515153)","(11.0, 19.0, 13.375)","(7.0, 7.8, 7.678260869565217)","(11.0, 7.8, 9.1)","(26.0, 38.0, 32.0)","(51.0, 190.0, 160.0)","(21.0, 34.0, 30.333333333333332)","(19.0, 32.0, 25.0)","(16.0, 24.0, 19.5)","(31.0, 36.0, 31.333333333333332)","(101.0, 330.0, 176.66666666666669)"
07-01-2023 14:16:53.376568,"(3.4, 3.5, 3.4539473684210527)","(3.4, 4.2, 3.9651515151515153)","(11.0, 19.0, 13.352941176470589)","(7.0, 7.8, 7.615384615384615)","(11.0, 9.4, 8.52)","(26.0, 38.0, 30.666666666666668)","(51.0, 190.0, 160.0)","(21.0, 34.0, 30.0)","(19.0, 32.0, 25.0)","(16.0, 24.0, 19.75)","(31.0, 36.0, 31.714285714285715)","(101.0, 330.0, 205.0)"
07-01-2023 14:16:54.966309,"(3.4, 3.5, 3.325)","(3.4, 4.3, 4.275124378109453)","(11.0, 19.0, 14.555555555555555)","(7.0, 7.8, 7.644444444444444)","(11.0, 9.6, 8.52)","(26.0, 38.0, 41.72727272727273)","(51.0, 190.0, 160.0)","(21.0, 36.0, 31.666666666666664)","(19.0, 32.0, 27.166666666666664)","(16.0, 24.0, 22.583333333333336)","(31.0, 36.0, 31.714285714285715)","(101.0, 310.0, 202.5)"
07-01-2023 14:16:56.536324,"(3.4, 3.5, 3.365)","(3.4, 4.3, 4.644444444444445)","(11.0, 19.0, 16.0)","(7.0, 7.8, 7.7368421052631575)","(11.0, 9.6, 7.6240000000000006)","(26.0, 48.0, 41.8)","(51.0, 190.0, 160.0)","(21.0, 36.0, 26.666666666666668)","(19.0, 32.0, 25.6)","(16.0, 24.0, 20.5)","(31.0, 36.0, 31.714285714285715)","(101.0, 470.0, 433.3333333333333)"
07-01-2023 14:16:58.230008,"(3.4, 3.4, 3.305357142857143)","(3.4, 5.5, 4.833333333333333)","(11.0, 18.0, 14.555555555555555)","(7.0, 7.8, 7.933333333333334)","(11.0, 9.8, 7.643478260869566)","(26.0, 46.0, 41.8)","(51.0, 190.0, 160.0)","(21.0, 34.0, 28.0)","(19.0, 30.0, 16.0)","(16.0, 23.0, 22.642857142857142)","(31.0, 36.0, 32.666666666666664)","(101.0, 470.0, 415.55555555555554)"
07-01-2023 14:16:59.882625,"(3.4, 3.25, 3.2227272727272727)","(3.4, 5.1, 4.833333333333333)","(11.0, 19.0, 14.555555555555555)","(7.0, 8.6, 7.933333333333334)","(11.0, 9.8, 9.133333333333333)","(26.0, 46.0, 45.44444444444444)","(51.0, 190.0, 155.0)","(21.0, 38.0, 30.5)","(19.0, 16.5, 26.5)","(16.0, 28.0, 22.642857142857142)","(31.0, 36.0, 32.666666666666664)","(101.0, 450.0, 415.55555555555554)"
07-01-2023 14:17:01.685721,"(3.4, 3.25, 3.212142857142857)","(3.4, 5.1, 3.9515228426395943)","(11.0, 19.0, 16.176470588235293)","(7.0, 8.6, 7.9714285714285715)","(11.0, 9.6, 8.266666666666666)","(26.0, 48.0, 41.0)","(51.0, 190.0, 155.0)","(21.0, 38.0, 28.666666666666668)","(19.0, 32.0, 28.666666666666668)","(16.0, 28.0, 21.625)","(31.0, 36.0, 32.92307692307692)","(101.0, 450.0, 415.55555555555554)"
