,Little Burrito,Sketchy Zara,Winlock Too Much,Winlock Augustus,Molly And Me,Stay Humble,Askey,Typhoon Nellie
15-12-2022 15:40:13.238014,"(3.0, 4.6, 4.442105263157894)","(71.0, 500.0, 269.7058823529412)","(16.0, 34.0, 28.285714285714285)","(26.0, 50.0, 49.8)","(16.0, 32.0, 23.428571428571427)","(3.9, 4.5, 4.4)","(2.45, 2.72, 2.675555555555556)","(9.0, 22.0, 18.333333333333332)"
15-12-2022 15:40:14.288770,"(3.0, 4.6, 4.4125)","(71.0, 500.0, 269.7058823529412)","(16.0, 34.0, 27.157894736842106)","(26.0, 50.0, 49.8)","(16.0, 32.0, 23.428571428571427)","(3.9, 4.5, 4.4)","(2.45, 2.72, 2.662857142857143)","(9.0, 22.0, 18.15)"
15-12-2022 15:40:15.377747,"(3.0, 4.6, 4.4125)","(71.0, 500.0, 269.7058823529412)","(16.0, 34.0, 27.157894736842106)","(26.0, 50.0, 49.84)","(16.0, 32.0, 23.05263157894737)","(3.9, 4.5, 4.4)","(2.45, 2.72, 2.675555555555556)","(9.0, 22.0, 18.92)"
15-12-2022 15:40:16.482641,"(3.1, 4.6, 4.46875)","(71.0, 500.0, 269.7058823529412)","(16.0, 34.0, 26.5)","(26.0, 50.0, 49.84)","(16.0, 30.0, 23.6)","(3.9, 4.5, 4.375862068965517)","(2.45, 2.72, 2.662857142857143)","(9.0, 22.0, 18.92)"
15-12-2022 15:40:17.517752,"(3.1, 4.6, 4.5249999999999995)","(71.0, 490.0, 280.0)","(16.0, 34.0, 26.5)","(26.0, 50.0, 49.84)","(16.0, 30.0, 23.0)","(3.9, 4.5, 4.375862068965517)","(2.45, 2.72, 2.675555555555556)","(9.0, 22.0, 20.285714285714285)"
15-12-2022 15:40:18.614651,"(3.1, 4.6, 4.553846153846154)","(71.0, 490.0, 280.0)","(16.0, 34.0, 26.5)","(26.0, 60.0, 58.44444444444444)","(16.0, 30.0, 22.615384615384617)","(3.9, 4.5, 4.375862068965517)","(2.45, 2.72, 2.675555555555556)","(9.0, 22.0, 21.0)"
15-12-2022 15:40:19.784932,"(3.1, 4.6, 4.578571428571428)","(71.0, 490.0, 280.0)","(16.0, 34.0, 26.5)","(26.0, 60.0, 58.44444444444444)","(16.0, 30.0, 22.615384615384617)","(3.9, 4.5, 4.375862068965517)","(2.45, 2.72, 2.675555555555556)","(9.0, 22.0, 21.17241379310345)"
15-12-2022 15:40:20.861290,"(3.1, 4.6, 4.551515151515152)","(71.0, 490.0, 280.0)","(16.0, 34.0, 26.5)","(26.0, 60.0, 58.44444444444444)","(16.0, 30.0, 22.761904761904763)","(3.9, 4.5, 4.42)","(2.45, 2.72, 2.675555555555556)","(9.0, 22.0, 21.880000000000003)"
15-12-2022 15:40:21.949484,"(3.1, 4.5, 4.403846153846154)","(71.0, 490.0, 280.0)","(16.0, 34.0, 26.5)","(26.0, 50.0, 49.80952380952381)","(16.0, 30.0, 22.761904761904763)","(3.9, 4.5, 4.333333333333333)","(2.45, 2.72, 2.662857142857143)","(9.0, 23.0, 22.03448275862069)"
15-12-2022 15:40:23.025591,"(3.1, 4.5, 4.294117647058823)","(71.0, 110.0, 74.0)","(16.0, 34.0, 26.5)","(26.0, 50.0, 49.80952380952381)","(16.0, 30.0, 22.761904761904763)","(3.7, 4.5, 4.392857142857143)","(2.45, 2.72, 2.66)","(9.0, 23.0, 21.833333333333336)"
15-12-2022 15:40:24.155710,"(3.1, 4.5, 4.361538461538462)","(71.0, 110.0, 74.0)","(16.0, 34.0, 26.5)","(26.0, 50.0, 49.80952380952381)","(16.0, 30.0, 22.615384615384617)","(3.7, 4.5, 4.42)","(2.45, 2.72, 2.64)","(9.0, 23.0, 21.833333333333336)"
15-12-2022 15:40:25.188719,"(3.1, 4.5, 4.188888888888888)","(71.0, 110.0, 74.0)","(16.0, 34.0, 26.5)","(26.0, 50.0, 49.80952380952381)","(16.0, 30.0, 22.615384615384617)","(3.7, 4.5, 4.42)","(2.45, 2.72, 2.6133333333333333)","(9.0, 23.0, 21.833333333333336)"
15-12-2022 15:40:26.253633,"(3.2, 4.6, 4.569999999999999)","(51.0, 110.0, 73.07692307692308)","(16.0, 34.0, 26.5)","(26.0, 50.0, 49.80952380952381)","(16.0, 30.0, 22.615384615384617)","(3.7, 4.5, 4.42)","(2.4, 2.72, 2.6033333333333335)","(9.0, 23.0, 21.833333333333336)"
15-12-2022 15:40:27.363638,"(3.2, 4.6, 4.471212121212121)","(51.0, 110.0, 73.07692307692308)","(16.0, 34.0, 26.5)","(26.0, 60.0, 58.173913043478265)","(16.0, 30.0, 23.4)","(3.7, 4.5, 4.333333333333333)","(2.4, 2.72, 2.6)","(9.0, 23.0, 21.833333333333336)"
15-12-2022 15:40:28.491715,"(3.2, 4.6, 4.471212121212121)","(51.0, 110.0, 73.07692307692308)","(16.0, 34.0, 26.5)","(26.0, 60.0, 58.173913043478265)","(16.0, 29.0, 22.875)","(3.7, 4.5, 4.333333333333333)","(2.4, 2.7, 2.5885714285714285)","(9.0, 23.0, 21.833333333333336)"
15-12-2022 15:40:29.669833,"(3.2, 4.6, 4.449999999999999)","(51.0, 110.0, 73.07692307692308)","(16.0, 34.0, 26.5)","(26.0, 60.0, 49.80952380952381)","(16.0, 29.0, 22.875)","(3.7, 4.5, 4.392857142857143)","(2.4, 2.7, 2.5885714285714285)","(9.0, 23.0, 21.375)"
15-12-2022 15:40:30.811017,"(3.2, 4.6, 4.485714285714286)","(51.0, 110.0, 73.07692307692308)","(16.0, 34.0, 26.5)","(26.0, 50.0, 49.80952380952381)","(16.0, 29.0, 22.53846153846154)","(3.7, 4.5, 4.35)","(2.4, 2.7, 2.578181818181818)","(9.0, 23.0, 21.576923076923077)"
15-12-2022 15:40:31.912012,"(3.2, 4.6, 4.466666666666666)","(51.0, 110.0, 73.07692307692308)","(16.0, 34.0, 26.5)","(26.0, 50.0, 49.80952380952381)","(16.0, 29.0, 22.53846153846154)","(3.7, 4.5, 4.35)","(2.4, 2.68, 2.578181818181818)","(9.0, 22.0, 21.576923076923077)"
15-12-2022 15:40:33.084765,"(3.2, 4.6, 4.470967741935484)","(51.0, 110.0, 83.0)","(16.0, 34.0, 26.5)","(26.0, 50.0, 49.77777777777778)","(16.0, 29.0, 22.53846153846154)","(3.7, 4.5, 4.421052631578948)","(2.4, 2.68, 2.566923076923077)","(9.0, 23.0, 20.88235294117647)"
15-12-2022 15:40:34.215878,"(3.2, 4.6, 4.470967741935484)","(51.0, 110.0, 83.0)","(16.0, 34.0, 26.5)","(26.0, 50.0, 49.80952380952381)","(16.0, 29.0, 22.53846153846154)","(3.7, 4.5, 4.428571428571429)","(2.4, 2.68, 2.5654545454545454)","(9.0, 23.0, 19.0)"
15-12-2022 15:40:35.316077,"(3.2, 4.6, 4.470967741935484)","(51.0, 110.0, 83.0)","(16.0, 34.0, 26.5)","(26.0, 50.0, 49.80952380952381)","(16.0, 29.0, 22.53846153846154)","(3.7, 4.5, 4.428571428571429)","(2.4, 2.66, 2.5766666666666667)","(9.0, 23.0, 20.428571428571427)"
15-12-2022 15:40:36.459281,"(3.2, 4.6, 4.525925925925925)","(51.0, 110.0, 83.0)","(16.0, 34.0, 26.5)","(26.0, 60.0, 57.9)","(16.0, 29.0, 22.53846153846154)","(3.7, 4.5, 4.428571428571429)","(2.4, 2.66, 2.585)","(9.0, 23.0, 19.0)"
15-12-2022 15:40:37.458975,"(3.2, 4.6, 4.4799999999999995)","(51.0, 110.0, 83.0)","(16.0, 34.0, 26.5)","(26.0, 60.0, 57.9)","(16.0, 29.0, 22.53846153846154)","(3.7, 4.5, 4.428571428571429)","(2.4, 2.66, 2.585)","(9.0, 23.0, 20.428571428571427)"
15-12-2022 15:40:38.460486,"(3.2, 4.6, 4.552)","(51.0, 110.0, 83.0)","(16.0, 34.0, 26.5)","(26.0, 50.0, 49.80952380952381)","(16.0, 29.0, 22.666666666666668)","(3.7, 4.5, 4.428571428571429)","(2.4, 2.66, 2.585)","(9.0, 23.0, 19.0)"
15-12-2022 15:40:39.531567,"(3.2, 4.6, 4.3999999999999995)","(51.0, 110.0, 83.0)","(16.0, 34.0, 26.5)","(26.0, 60.0, 58.173913043478265)","(16.0, 29.0, 22.666666666666668)","(3.7, 4.5, 4.428571428571429)","(2.4, 2.66, 2.571111111111111)","(9.0, 23.0, 21.105263157894736)"
15-12-2022 15:40:40.532124,"(3.2, 4.6, 4.5249999999999995)","(51.0, 110.0, 88.4)","(16.0, 34.0, 26.5)","(26.0, 60.0, 57.9)","(16.0, 28.0, 23.6)","(3.7, 4.5, 4.428571428571429)","(2.4, 2.66, 2.571111111111111)","(9.0, 23.0, 21.5)"
15-12-2022 15:40:41.612339,"(3.2, 4.6, 4.5249999999999995)","(51.0, 110.0, 88.4)","(16.0, 34.0, 26.5)","(26.0, 60.0, 58.173913043478265)","(16.0, 28.0, 22.923076923076923)","(3.7, 4.5, 4.428571428571429)","(2.4, 2.66, 2.585)","(9.0, 23.0, 22.4)"
15-12-2022 15:40:42.633477,"(3.2, 4.6, 4.458823529411765)","(51.0, 110.0, 88.4)","(16.0, 34.0, 27.157894736842106)","(26.0, 60.0, 58.173913043478265)","(16.0, 28.0, 23.6)","(3.7, 4.5, 4.428571428571429)","(2.4, 2.66, 2.585)","(9.0, 23.0, 21.5)"
15-12-2022 15:40:43.644707,"(3.2, 4.6, 4.57391304347826)","(51.0, 110.0, 89.23076923076923)","(16.0, 34.0, 27.157894736842106)","(26.0, 60.0, 58.173913043478265)","(16.0, 28.0, 22.923076923076923)","(3.7, 4.5, 4.428571428571429)","(2.4, 2.66, 2.6028571428571428)","(9.0, 23.0, 21.5)"
15-12-2022 15:40:44.745775,"(3.2, 4.6, 4.542857142857143)","(51.0, 110.0, 89.23076923076923)","(17.0, 34.0, 27.75)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.333333333333332)","(3.7, 4.5, 4.428571428571429)","(2.4, 2.66, 2.5984615384615384)","(9.0, 23.0, 21.5)"
15-12-2022 15:40:45.766260,"(3.2, 4.6, 4.57391304347826)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 27.75)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.333333333333332)","(3.7, 4.5, 4.428571428571429)","(2.4, 2.66, 2.6225)","(9.0, 23.0, 21.5)"
15-12-2022 15:40:46.786272,"(3.2, 4.6, 4.530434782608696)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 27.75)","(26.0, 60.0, 57.9)","(16.0, 28.0, 23.82608695652174)","(3.7, 4.5, 4.428571428571429)","(2.4, 2.66, 2.6225)","(9.0, 23.0, 21.32)"
15-12-2022 15:40:47.858097,"(3.3, 4.6, 4.511111111111111)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 27.75)","(26.0, 60.0, 57.9)","(16.0, 28.0, 23.82608695652174)","(3.7, 4.5, 4.428571428571429)","(2.35, 2.66, 2.5984615384615384)","(10.0, 23.0, 20.724137931034484)"
15-12-2022 15:40:48.938100,"(3.3, 4.6, 4.553846153846154)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 27.75)","(26.0, 60.0, 57.9)","(16.0, 28.0, 23.82608695652174)","(3.7, 4.5, 4.428571428571429)","(2.35, 2.66, 2.6171428571428574)","(10.0, 23.0, 20.724137931034484)"
15-12-2022 15:40:50.104414,"(3.3, 4.6, 4.525)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 27.75)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.333333333333332)","(3.7, 4.5, 4.428571428571429)","(2.35, 2.66, 2.585)","(10.0, 23.0, 20.724137931034484)"
15-12-2022 15:40:51.245671,"(3.3, 4.6, 4.555555555555555)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 27.75)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.333333333333332)","(3.7, 4.5, 4.428571428571429)","(2.35, 2.66, 2.585)","(10.0, 23.0, 20.724137931034484)"
15-12-2022 15:40:52.328338,"(3.3, 4.6, 4.571428571428571)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 26.608695652173914)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.333333333333332)","(3.7, 4.5, 4.428571428571429)","(2.35, 2.66, 2.585)","(10.0, 23.0, 21.32)"
15-12-2022 15:40:53.452962,"(3.3, 4.6, 4.555555555555555)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 26.608695652173914)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.0)","(3.7, 4.5, 4.421052631578948)","(2.35, 2.68, 2.663076923076923)","(10.0, 23.0, 20.724137931034484)"
15-12-2022 15:40:54.629314,"(3.3, 4.6, 4.555555555555555)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 26.608695652173914)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.0)","(3.7, 4.5, 4.421052631578948)","(2.35, 2.68, 2.608)","(10.0, 23.0, 20.724137931034484)"
15-12-2022 15:40:55.762067,"(3.3, 4.6, 4.576923076923077)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 26.608695652173914)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.0)","(3.7, 4.5, 4.421052631578948)","(2.35, 2.68, 2.6350000000000002)","(10.0, 23.0, 20.8)"
15-12-2022 15:40:56.806464,"(3.3, 4.6, 4.574999999999999)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 26.608695652173914)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.0)","(3.7, 4.5, 4.382608695652174)","(2.35, 2.68, 2.6433333333333335)","(10.0, 23.0, 20.8)"
15-12-2022 15:40:57.817687,"(3.3, 4.6, 4.466666666666667)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 26.608695652173914)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.0)","(3.7, 4.5, 4.382608695652174)","(2.35, 2.68, 2.6433333333333335)","(10.0, 23.0, 20.8)"
15-12-2022 15:40:58.863663,"(3.3, 4.6, 4.5249999999999995)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 26.608695652173914)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.0)","(3.7, 4.5, 4.382608695652174)","(2.35, 2.68, 2.6433333333333335)","(10.0, 23.0, 20.8)"
15-12-2022 15:40:59.879450,"(3.3, 4.6, 4.415384615384615)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 26.608695652173914)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.0)","(3.7, 4.5, 4.382608695652174)","(2.35, 2.68, 2.6433333333333335)","(10.0, 23.0, 21.75)"
15-12-2022 15:41:00.961654,"(3.3, 4.6, 4.447619047619048)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 26.608695652173914)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.0)","(3.7, 4.5, 4.421052631578948)","(2.35, 2.68, 2.6433333333333335)","(10.0, 22.0, 21.75)"
15-12-2022 15:41:02.061987,"(3.3, 4.6, 4.553846153846154)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 26.608695652173914)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.0)","(3.7, 4.5, 4.382608695652174)","(2.35, 2.68, 2.6433333333333335)","(10.0, 22.0, 21.75)"
15-12-2022 15:41:03.122585,"(3.3, 4.6, 4.476923076923077)","(61.0, 110.0, 89.23076923076923)","(17.0, 34.0, 26.608695652173914)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.0)","(3.7, 4.5, 4.382608695652174)","(2.35, 2.68, 2.6433333333333335)","(10.0, 22.0, 21.75)"
15-12-2022 15:41:04.190214,"(3.3, 4.6, 4.483333333333333)","(61.0, 110.0, 88.33333333333334)","(17.0, 32.0, 30.857142857142858)","(26.0, 60.0, 57.9)","(16.0, 28.0, 24.0)","(3.7, 4.5, 4.421052631578948)","(2.35, 2.68, 2.6433333333333335)","(10.0, 22.0, 21.75)"
15-12-2022 15:41:05.302391,"(3.3, 4.6, 4.466666666666667)","(61.0, 110.0, 88.33333333333334)","(17.0, 32.0, 30.857142857142858)","(26.0, 60.0, 57.9)","(16.0, 28.0, 25.29032258064516)","(3.7, 4.5, 4.421052631578948)","(2.35, 2.68, 2.6433333333333335)","(10.0, 22.0, 21.67857142857143)"
15-12-2022 15:41:06.336415,"(3.3, 4.6, 4.514285714285714)","(61.0, 110.0, 88.33333333333334)","(17.0, 32.0, 30.857142857142858)","(26.0, 60.0, 57.9)","(16.0, 28.0, 25.29032258064516)","(3.7, 4.5, 4.421052631578948)","(2.35, 2.68, 2.6433333333333335)","(10.0, 22.0, 21.804347826086957)"
15-12-2022 15:41:07.377074,"(3.3, 4.7, 4.54516129032258)","(61.0, 110.0, 88.33333333333334)","(17.0, 32.0, 30.857142857142858)","(26.0, 60.0, 57.9)","(16.0, 28.0, 25.29032258064516)","(3.7, 4.5, 4.421052631578948)","(2.35, 2.68, 2.6433333333333335)","(10.0, 22.0, 21.804347826086957)"
15-12-2022 15:41:08.326133,"(3.3, 4.7, 4.522222222222222)","(61.0, 110.0, 88.33333333333334)","(17.0, 32.0, 30.857142857142858)","(26.0, 60.0, 57.9)","(16.0, 28.0, 25.29032258064516)","(3.7, 4.5, 4.421052631578948)","(2.35, 2.68, 2.6433333333333335)","(10.0, 22.0, 21.804347826086957)"
15-12-2022 15:41:09.422012,"(3.3, 4.7, 4.5285714285714285)","(61.0, 110.0, 88.33333333333334)","(17.0, 32.0, 30.857142857142858)","(26.0, 60.0, 57.9)","(16.0, 28.0, 25.29032258064516)","(3.7, 4.5, 4.421052631578948)","(2.35, 2.68, 2.6433333333333335)","(10.0, 22.0, 21.8125)"
15-12-2022 15:41:10.596396,"(3.3, 4.7, 4.5285714285714285)","(61.0, 110.0, 84.6875)","(17.0, 32.0, 30.857142857142858)","(26.0, 60.0, 57.9)","(16.0, 28.0, 25.4)","(3.7, 4.5, 4.421052631578948)","(2.35, 2.68, 2.5014173228346457)","(10.0, 22.0, 18.5)"
15-12-2022 15:41:11.699683,"(3.3, 4.7, 4.5962962962962965)","(61.0, 110.0, 79.4)","(17.0, 32.0, 30.857142857142858)","(26.0, 60.0, 57.9)","(16.0, 28.0, 25.4)","(3.7, 4.5, 4.421052631578948)","(2.35, 2.56, 2.5014173228346457)","(10.0, 23.0, 19.0)"
15-12-2022 15:41:12.862136,"(3.3, 4.8, 4.618181818181818)","(61.0, 110.0, 78.84615384615384)","(17.0, 32.0, 24.82758620689655)","(26.0, 60.0, 57.9)","(16.0, 28.0, 25.4)","(3.7, 4.5, 4.421052631578948)","(2.3, 2.56, 2.4854135338345866)","(10.0, 23.0, 22.181818181818183)"
15-12-2022 15:41:14.118993,"(3.3, 4.8, 4.583783783783783)","(61.0, 110.0, 78.84615384615384)","(17.0, 32.0, 26.25)","(26.0, 60.0, 57.9)","(16.0, 28.0, 25.29032258064516)","(3.7, 4.5, 4.421052631578948)","(2.3, 2.56, 2.4854135338345866)","(10.0, 23.0, 22.804347826086957)"
15-12-2022 15:41:15.159324,"(3.3, 4.8, 4.583783783783783)","(61.0, 110.0, 78.84615384615384)","(17.0, 30.0, 26.25)","(26.0, 60.0, 57.9)","(16.0, 28.0, 25.29032258064516)","(3.7, 4.5, 4.421052631578948)","(2.3, 2.56, 2.4854135338345866)","(10.0, 23.0, 22.804347826086957)"
15-12-2022 15:41:16.269642,"(3.3, 4.8, 4.714285714285714)","(61.0, 110.0, 79.4)","(17.0, 30.0, 25.41176470588235)","(26.0, 60.0, 58.6)","(16.0, 28.0, 25.5625)","(3.7, 4.9, 4.3374999999999995)","(2.3, 2.44, 2.381176470588235)","(10.0, 24.0, 19.641025641025642)"
15-12-2022 15:41:17.352768,"(3.3, 5.0, 4.7727272727272725)","(61.0, 110.0, 83.62068965517241)","(17.0, 30.0, 27.428571428571427)","(26.0, 80.0, 51.55555555555556)","(16.0, 28.0, 25.771428571428572)","(3.7, 4.9, 4.3315789473684205)","(2.3, 2.44, 2.381176470588235)","(10.0, 24.0, 20.354166666666668)"
15-12-2022 15:41:18.416213,"(3.3, 5.0, 4.8088235294117645)","(61.0, 100.0, 95.0)","(17.0, 30.0, 26.526315789473685)","(26.0, 80.0, 68.36363636363636)","(16.0, 28.0, 25.771428571428572)","(3.7, 4.9, 4.45)","(2.3, 2.44, 2.382307692307692)","(10.0, 24.0, 20.354166666666668)"
15-12-2022 15:41:19.450792,"(3.3, 5.0, 4.8088235294117645)","(61.0, 100.0, 89.70588235294117)","(17.0, 30.0, 24.90566037735849)","(26.0, 80.0, 68.36363636363636)","(16.0, 28.0, 25.771428571428572)","(3.7, 4.9, 4.7615384615384615)","(2.3, 2.44, 2.340398406374502)","(11.0, 24.0, 20.354166666666668)"
15-12-2022 15:41:20.522148,"(3.3, 5.0, 4.8088235294117645)","(61.0, 100.0, 89.70588235294117)","(17.0, 29.0, 26.22222222222222)","(26.0, 80.0, 68.36363636363636)","(16.0, 28.0, 25.771428571428572)","(3.7, 4.9, 4.7)","(2.3, 2.44, 2.3513475177304963)","(11.0, 24.0, 20.020408163265305)"
15-12-2022 15:41:21.540025,"(3.3, 5.0, 4.857142857142857)","(61.0, 100.0, 89.70588235294117)","(17.0, 28.0, 25.77777777777778)","(26.0, 80.0, 68.36363636363636)","(16.0, 28.0, 25.771428571428572)","(3.7, 4.9, 4.7)","(2.3, 2.44, 2.3513475177304963)","(11.0, 24.0, 20.020408163265305)"
15-12-2022 15:41:22.550742,"(3.4, 5.0, 4.717391304347826)","(61.0, 100.0, 89.70588235294117)","(18.0, 28.0, 26.46153846153846)","(31.0, 80.0, 68.36363636363636)","(17.0, 28.0, 25.771428571428572)","(3.7, 4.9, 4.771428571428571)","(2.25, 2.44, 2.4104761904761904)","(11.0, 24.0, 20.694915254237287)"
15-12-2022 15:41:23.682457,"(3.4, 5.0, 4.717391304347826)","(61.0, 100.0, 89.70588235294117)","(18.0, 28.0, 25.77777777777778)","(31.0, 80.0, 59.2)","(17.0, 28.0, 25.771428571428572)","(3.7, 4.9, 4.771428571428571)","(2.25, 2.42, 2.4036363636363633)","(11.0, 24.0, 20.694915254237287)"
15-12-2022 15:41:24.739633,"(3.4, 5.0, 4.717391304347826)","(61.0, 100.0, 89.70588235294117)","(18.0, 28.0, 25.77777777777778)","(31.0, 60.0, 59.2)","(17.0, 28.0, 25.771428571428572)","(3.7, 4.9, 4.771428571428571)","(2.25, 2.42, 2.4032558139534883)","(11.0, 24.0, 22.2)"
15-12-2022 15:41:25.854994,"(3.4, 5.0, 4.717391304347826)","(61.0, 100.0, 89.70588235294117)","(18.0, 28.0, 26.285714285714285)","(31.0, 60.0, 59.2)","(17.0, 28.0, 25.77777777777778)","(3.7, 4.9, 4.771428571428571)","(2.25, 2.42, 2.353235294117647)","(11.0, 23.0, 21.857142857142858)"
15-12-2022 15:41:27.019646,"(3.4, 5.1, 4.693548387096774)","(61.0, 100.0, 89.70588235294117)","(18.0, 28.0, 25.391304347826086)","(31.0, 60.0, 59.0)","(17.0, 28.0, 25.77777777777778)","(3.7, 4.9, 4.800000000000001)","(2.25, 2.44, 2.353235294117647)","(11.0, 23.0, 21.857142857142858)"
15-12-2022 15:41:28.144670,"(3.4, 5.0, 4.6923076923076925)","(61.0, 100.0, 89.70588235294117)","(18.0, 28.0, 25.391304347826086)","(31.0, 60.0, 59.0)","(17.0, 28.0, 25.77777777777778)","(3.7, 4.9, 4.800000000000001)","(2.15, 2.44, 2.3548014440433214)","(11.0, 23.0, 21.857142857142858)"
15-12-2022 15:41:29.331739,"(3.4, 5.0, 4.7272727272727275)","(61.0, 100.0, 89.70588235294117)","(18.0, 27.0, 24.52173913043478)","(31.0, 60.0, 59.0)","(17.0, 28.0, 25.77777777777778)","(3.7, 4.9, 4.800000000000001)","(2.15, 2.44, 2.3544927536231883)","(11.0, 23.0, 21.857142857142858)"
15-12-2022 15:41:30.490893,"(3.4, 5.0, 4.7272727272727275)","(61.0, 100.0, 89.70588235294117)","(18.0, 27.0, 24.52173913043478)","(31.0, 60.0, 60.913043478260875)","(17.0, 28.0, 25.77777777777778)","(3.7, 4.9, 4.800000000000001)","(2.15, 2.44, 2.3545985401459855)","(11.0, 23.0, 22.416666666666668)"
15-12-2022 15:41:31.643707,"(3.6, 5.0, 4.806451612903226)","(61.0, 100.0, 89.70588235294117)","(18.0, 27.0, 24.52173913043478)","(31.0, 75.0, 60.913043478260875)","(17.0, 28.0, 25.77777777777778)","(3.7, 4.9, 4.800000000000001)","(2.15, 2.44, 2.3545985401459855)","(11.0, 23.0, 22.44736842105263)"
15-12-2022 15:41:32.787003,"(3.6, 5.0, 4.806451612903226)","(61.0, 100.0, 89.70588235294117)","(18.0, 27.0, 24.585365853658537)","(31.0, 75.0, 60.913043478260875)","(17.0, 28.0, 25.77777777777778)","(3.7, 4.9, 4.865909090909091)","(2.15, 2.44, 2.3545985401459855)","(11.0, 23.0, 22.44736842105263)"
15-12-2022 15:41:33.897853,"(3.6, 5.0, 4.806451612903226)","(61.0, 100.0, 89.70588235294117)","(18.0, 27.0, 24.585365853658537)","(31.0, 75.0, 70.84615384615384)","(17.0, 28.0, 25.77777777777778)","(3.7, 4.9, 4.865909090909091)","(2.15, 2.44, 2.3545985401459855)","(11.0, 23.0, 22.526315789473685)"
15-12-2022 15:41:35.032416,"(3.6, 5.0, 4.806451612903226)","(61.0, 100.0, 89.70588235294117)","(18.0, 26.0, 25.23076923076923)","(31.0, 60.0, 58.15384615384615)","(17.0, 28.0, 25.77777777777778)","(3.7, 4.9, 4.865909090909091)","(2.15, 2.44, 2.3545985401459855)","(11.0, 23.0, 22.526315789473685)"
15-12-2022 15:41:36.093286,"(3.6, 5.0, 4.8)","(61.0, 100.0, 89.70588235294117)","(18.0, 26.0, 24.88888888888889)","(31.0, 60.0, 58.15384615384615)","(17.0, 28.0, 25.77777777777778)","(3.7, 4.9, 4.865909090909091)","(2.15, 2.44, 2.3545985401459855)","(11.0, 23.0, 22.526315789473685)"
15-12-2022 15:41:37.123319,"(3.6, 5.0, 4.8)","(61.0, 100.0, 89.70588235294117)","(18.0, 26.0, 24.88888888888889)","(31.0, 60.0, 58.15384615384615)","(17.0, 28.0, 25.77777777777778)","(3.7, 4.9, 4.865909090909091)","(2.15, 2.44, 2.3545985401459855)","(11.0, 23.0, 22.625)"
15-12-2022 15:41:38.282630,"(3.6, 5.0, 4.8)","(61.0, 100.0, 89.70588235294117)","(18.0, 26.0, 25.083333333333332)","(31.0, 60.0, 58.15384615384615)","(17.0, 28.0, 25.77777777777778)","(3.7, 4.9, 4.666666666666667)","(2.15, 2.44, 2.3545985401459855)","(11.0, 23.0, 22.4)"
15-12-2022 15:41:39.489570,"(3.6, 5.0, 4.684210526315789)","(61.0, 100.0, 89.70588235294117)","(18.0, 26.0, 25.083333333333332)","(31.0, 75.0, 63.631578947368425)","(17.0, 28.0, 26.235294117647058)","(3.7, 4.9, 4.6454545454545455)","(2.15, 2.44, 2.3609401709401707)","(11.0, 23.0, 22.526315789473685)"
15-12-2022 15:41:40.582865,"(3.6, 4.9, 4.728571428571429)","(61.0, 100.0, 86.53846153846155)","(18.0, 26.0, 25.083333333333332)","(31.0, 75.0, 60.913043478260875)","(17.0, 28.0, 26.235294117647058)","(3.7, 4.9, 4.76)","(2.15, 2.44, 2.3606015037593986)","(11.0, 23.0, 22.625)"
15-12-2022 15:41:41.794185,"(3.6, 4.9, 4.576190476190476)","(61.0, 100.0, 86.53846153846155)","(18.0, 26.0, 25.083333333333332)","(31.0, 75.0, 58.15384615384615)","(17.0, 28.0, 26.235294117647058)","(3.7, 4.9, 4.76)","(2.15, 2.44, 2.3606015037593986)","(11.0, 23.0, 22.625)"
