,Alberio,King Kulafu,Justrollingaround,Charlotte Caslick,Arena Queen,Delight To Watch,Roll Play,Bated Breath
06-01-2023 13:26:45.221385,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 142.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 56.0)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:26:46.352948,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 142.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 56.0)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:26:47.487373,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 142.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 56.0)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:26:48.660045,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 142.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 56.0)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:26:49.823622,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 142.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 56.0)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:26:51.317686,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 56.0)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:26:52.843586,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 56.0)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:26:54.262691,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 56.0)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:26:55.527271,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 88.28571428571429)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:26:56.624626,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 88.28571428571429)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:26:57.845060,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 88.28571428571429)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:26:59.040563,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 88.28571428571429)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:00.184769,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 88.28571428571429)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:01.411253,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 88.28571428571429)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:02.593434,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 88.28571428571429)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:03.836673,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 88.28571428571429)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:05.130259,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 88.28571428571429)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:06.454942,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 88.28571428571429)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:07.748368,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 8.566666666666666)","(7.0, 13.5, 9.166666666666666)","(31.0, 110.0, 88.28571428571429)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:08.961184,"(1.65, 3.35, 3.0700000000000003)","(41.0, 130.0, 79.0)","(81.0, 220.0, 147.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 7.779999999999999)","(7.0, 13.5, 8.3)","(31.0, 110.0, 76.22222222222223)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:10.095560,"(1.65, 2.88, 2.77)","(41.0, 120.0, 97.0)","(81.0, 210.0, 187.5)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 7.779999999999999)","(7.0, 13.5, 8.3)","(31.0, 110.0, 76.22222222222223)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:11.202053,"(1.65, 2.88, 2.77)","(41.0, 120.0, 97.0)","(81.0, 200.0, 170.83333333333334)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 7.779999999999999)","(7.0, 13.5, 8.3)","(31.0, 110.0, 76.22222222222223)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:12.377267,"(1.65, 2.88, 2.77)","(41.0, 120.0, 97.0)","(81.0, 190.0, 170.83333333333334)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 7.779999999999999)","(7.0, 13.5, 8.3)","(31.0, 110.0, 76.22222222222223)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:13.557017,"(1.65, 2.88, 2.77)","(41.0, 120.0, 97.0)","(81.0, 190.0, 150.0)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 7.779999999999999)","(7.0, 13.5, 8.3)","(31.0, 110.0, 76.22222222222223)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:14.726757,"(1.65, 2.88, 2.77)","(41.0, 120.0, 97.0)","(81.0, 180.0, 150.0)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 7.779999999999999)","(7.0, 13.5, 8.3)","(31.0, 110.0, 76.22222222222223)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:15.856019,"(1.65, 2.88, 2.77)","(41.0, 120.0, 97.0)","(81.0, 180.0, 150.0)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 7.779999999999999)","(7.0, 13.5, 8.3)","(31.0, 110.0, 76.22222222222223)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:17.106504,"(1.65, 2.88, 2.77)","(41.0, 120.0, 97.0)","(81.0, 180.0, 150.0)","(19.0, 50.0, 39.857142857142854)","(6.5, 12.5, 7.779999999999999)","(7.0, 13.5, 8.3)","(31.0, 110.0, 76.22222222222223)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:18.321429,"(1.65, 2.88, 2.77)","(41.0, 120.0, 97.0)","(81.0, 180.0, 154.16666666666669)","(19.0, 50.0, 42.416666666666664)","(6.5, 12.5, 7.779999999999999)","(7.0, 13.5, 8.3)","(31.0, 110.0, 57.75)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:19.733869,"(1.65, 2.88, 2.77)","(41.0, 120.0, 97.0)","(81.0, 170.0, 154.16666666666669)","(19.0, 48.0, 42.416666666666664)","(6.5, 12.5, 7.779999999999999)","(7.0, 13.5, 8.3)","(31.0, 110.0, 63.230769230769226)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:21.054624,"(1.65, 2.88, 2.77)","(41.0, 120.0, 97.0)","(81.0, 170.0, 154.16666666666669)","(19.0, 48.0, 37.0)","(6.5, 12.5, 8.033333333333333)","(7.0, 13.5, 10.344444444444445)","(31.0, 110.0, 63.230769230769226)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:22.353407,"(1.65, 2.88, 2.77)","(41.0, 120.0, 114.5)","(81.0, 170.0, 154.16666666666669)","(19.0, 46.0, 44.09375)","(6.5, 12.5, 10.100000000000001)","(7.0, 13.5, 10.344444444444445)","(31.0, 110.0, 63.230769230769226)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:23.884452,"(1.65, 2.88, 2.77)","(41.0, 120.0, 114.5)","(81.0, 170.0, 154.16666666666669)","(19.0, 46.0, 43.08064516129032)","(6.5, 12.5, 10.100000000000001)","(7.0, 13.5, 10.344444444444445)","(31.0, 110.0, 109.71428571428571)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:25.159894,"(1.65, 2.88, 2.77)","(41.0, 120.0, 114.5)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 43.08064516129032)","(6.5, 12.5, 10.100000000000001)","(7.0, 13.5, 10.344444444444445)","(31.0, 140.0, 102.57142857142857)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:26.432340,"(1.65, 3.15, 2.9033333333333333)","(41.0, 120.0, 114.5)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 43.08064516129032)","(6.5, 12.5, 10.100000000000001)","(7.0, 13.5, 10.344444444444445)","(31.0, 130.0, 102.57142857142857)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:27.559786,"(1.65, 3.15, 2.9033333333333333)","(41.0, 120.0, 114.5)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 43.08064516129032)","(6.5, 12.5, 10.100000000000001)","(7.0, 13.5, 10.344444444444445)","(31.0, 130.0, 82.0)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:28.826736,"(1.65, 3.15, 2.9033333333333333)","(41.0, 120.0, 114.5)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 43.20833333333333)","(6.5, 12.5, 10.100000000000001)","(7.0, 13.5, 10.344444444444445)","(31.0, 130.0, 105.66666666666667)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:30.029633,"(1.65, 3.15, 2.9033333333333333)","(41.0, 120.0, 114.5)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 42.45945945945946)","(6.5, 12.5, 8.67142857142857)","(7.0, 13.5, 10.344444444444445)","(31.0, 120.0, 105.66666666666667)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:31.215471,"(1.65, 3.15, 2.9033333333333333)","(41.0, 120.0, 114.5)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 42.45945945945946)","(6.5, 12.5, 10.614285714285714)","(7.0, 13.5, 10.344444444444445)","(31.0, 120.0, 89.0)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:32.399713,"(1.65, 3.15, 2.9033333333333333)","(41.0, 120.0, 114.5)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 42.45945945945946)","(6.5, 12.5, 10.614285714285714)","(7.0, 13.5, 10.344444444444445)","(31.0, 100.0, 89.0)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:33.558340,"(1.65, 3.15, 2.9033333333333333)","(41.0, 120.0, 98.85714285714286)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 42.45945945945946)","(6.5, 12.5, 10.614285714285714)","(7.0, 13.5, 10.344444444444445)","(31.0, 100.0, 77.57142857142857)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:34.735642,"(1.65, 3.15, 2.9033333333333333)","(41.0, 110.0, 97.80645161290322)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 42.45945945945946)","(6.5, 12.5, 10.614285714285714)","(7.0, 13.5, 10.344444444444445)","(31.0, 95.0, 80.66666666666667)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:35.954921,"(1.65, 3.15, 2.9033333333333333)","(41.0, 100.0, 97.80645161290322)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 42.45945945945946)","(6.5, 12.5, 10.614285714285714)","(7.0, 13.5, 10.344444444444445)","(31.0, 90.0, 80.66666666666667)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:37.105705,"(1.65, 3.15, 2.9033333333333333)","(41.0, 100.0, 97.80645161290322)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 42.45945945945946)","(6.5, 12.5, 10.614285714285714)","(7.0, 13.5, 10.344444444444445)","(31.0, 90.0, 80.66666666666667)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:38.220131,"(1.65, 3.15, 2.9033333333333333)","(41.0, 95.0, 91.0625)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 32.6)","(6.5, 12.5, 10.614285714285714)","(7.0, 13.5, 10.344444444444445)","(31.0, 90.0, 80.66666666666667)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:39.414422,"(1.65, 3.15, 2.9033333333333333)","(41.0, 95.0, 91.0625)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 32.8)","(6.5, 12.5, 10.614285714285714)","(7.0, 13.5, 10.344444444444445)","(31.0, 90.0, 80.66666666666667)","(3.4, 6.8, 5.766666666666667)"
06-01-2023 13:27:40.613684,"(1.65, 3.15, 2.9033333333333333)","(41.0, 95.0, 88.12903225806451)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 32.8)","(6.5, 12.5, 10.614285714285714)","(7.0, 13.5, 10.344444444444445)","(31.0, 90.0, 80.66666666666667)","(3.4, 6.8, 6.111111111111111)"
06-01-2023 13:27:41.827451,"(1.65, 3.15, 2.9033333333333333)","(41.0, 90.0, 84.72727272727272)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 34.66666666666667)","(6.5, 12.5, 10.74)","(7.0, 13.5, 11.471428571428572)","(31.0, 90.0, 82.0)","(3.4, 6.8, 6.111111111111111)"
06-01-2023 13:27:43.055323,"(1.65, 3.15, 2.9033333333333333)","(41.0, 90.0, 48.0)","(81.0, 170.0, 154.16666666666669)","(19.0, 44.0, 34.66666666666667)","(6.5, 12.5, 11.484615384615385)","(7.0, 13.5, 11.471428571428572)","(31.0, 90.0, 82.0)","(3.4, 6.8, 4.98)"
06-01-2023 13:27:44.290336,"(1.65, 2.88, 2.77)","(41.0, 85.0, 59.5)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 35.2)","(6.5, 12.5, 11.484615384615385)","(7.0, 13.5, 13.5125)","(31.0, 90.0, 82.0)","(3.4, 5.3, 4.98)"
06-01-2023 13:27:45.389969,"(1.65, 2.88, 2.77)","(41.0, 85.0, 59.5)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 35.2)","(6.5, 12.5, 11.484615384615385)","(7.0, 14.5, 13.5125)","(31.0, 90.0, 82.0)","(3.4, 5.3, 4.7)"
06-01-2023 13:27:46.478717,"(1.65, 2.88, 2.77)","(41.0, 85.0, 59.5)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 35.2)","(6.5, 12.5, 11.484615384615385)","(7.0, 14.5, 13.5125)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:27:47.667253,"(1.65, 2.88, 2.77)","(41.0, 85.0, 52.4)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 35.2)","(6.5, 12.5, 11.484615384615385)","(7.0, 14.5, 13.5125)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:27:48.856734,"(1.65, 2.88, 2.77)","(41.0, 80.0, 52.4)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 35.2)","(6.5, 12.5, 11.484615384615385)","(7.0, 14.5, 13.5125)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:27:49.994468,"(1.65, 2.88, 2.77)","(41.0, 80.0, 52.4)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 35.2)","(6.5, 12.5, 11.484615384615385)","(7.0, 14.5, 13.5125)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:27:51.093874,"(1.65, 2.88, 2.77)","(41.0, 80.0, 52.4)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 35.2)","(6.5, 12.5, 11.484615384615385)","(7.0, 14.5, 13.5125)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:27:52.179675,"(1.65, 2.88, 2.77)","(41.0, 80.0, 52.4)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 35.2)","(6.5, 12.5, 11.484615384615385)","(7.0, 14.5, 13.5125)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:27:53.280617,"(1.65, 2.88, 2.77)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 35.2)","(6.5, 12.5, 11.484615384615385)","(7.0, 14.5, 13.5125)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:27:54.411997,"(1.65, 2.88, 2.77)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 35.2)","(6.5, 12.5, 11.484615384615385)","(7.0, 14.5, 13.5125)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:27:55.587907,"(1.65, 2.88, 2.77)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 35.2)","(6.5, 12.5, 11.484615384615385)","(7.0, 14.5, 13.5125)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:27:56.754850,"(1.65, 2.88, 2.77)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 35.2)","(6.5, 12.5, 11.484615384615385)","(7.0, 14.5, 13.5125)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:27:57.832927,"(1.65, 2.88, 2.77)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 35.2)","(6.5, 12.5, 11.484615384615385)","(7.0, 14.5, 14.68888888888889)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:27:58.932498,"(1.65, 2.88, 2.77)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 35.2)","(6.5, 12.5, 11.484615384615385)","(7.0, 17.0, 14.68888888888889)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:00.018743,"(1.65, 2.88, 2.77)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 17.0, 13.266666666666666)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:01.114091,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 13.266666666666666)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:02.149669,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 13.266666666666666)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:03.190765,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 13.266666666666666)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:04.337720,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 13.266666666666666)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:05.574182,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 13.266666666666666)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:06.816959,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 13.266666666666666)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:08.090439,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 13.975)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:09.400460,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 15.51)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:10.628732,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 15.51)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:11.774623,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 15.51)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:12.931046,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 15.51)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:14.131878,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 66.19999999999999)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 15.51)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:15.227393,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 58.0)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 15.51)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:16.264726,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 61.14285714285714)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 15.51)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:17.350196,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 61.14285714285714)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 15.51)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:18.519204,"(1.65, 3.15, 2.9033333333333333)","(41.0, 80.0, 61.14285714285714)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 15.51)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:19.728067,"(1.65, 3.15, 3.0154545454545456)","(41.0, 80.0, 47.0)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 15.51)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:20.960999,"(1.65, 2.88, 2.7993333333333332)","(41.0, 80.0, 47.0)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 15.51)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:22.261843,"(1.65, 2.88, 2.804375)","(41.0, 80.0, 47.0)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 15.51)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:23.508014,"(1.65, 2.88, 2.804375)","(41.0, 80.0, 47.0)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 15.51)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
06-01-2023 13:28:24.707061,"(1.65, 2.88, 2.804375)","(41.0, 80.0, 47.0)","(81.0, 170.0, 154.16666666666669)","(19.0, 40.0, 32.0)","(6.5, 12.5, 11.484615384615385)","(7.0, 16.5, 15.51)","(31.0, 90.0, 82.0)","(3.4, 5.2, 4.7)"
