,Born A Diamond,Sketchy Deliver,Toppers The One,Lucky Bundy,Perjury,Hooked On Jack,Stuck In Mud,Cosmologist
14-12-2022 12:52:48.214658,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:52:49.542873,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:52:50.849424,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:52:51.981744,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:52:53.122612,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:52:54.214456,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:52:55.454743,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:52:56.577562,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:52:57.728521,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:52:58.760714,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:52:59.775327,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:00.806295,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:01.941388,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.6626086956521737)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:03.188133,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:04.201549,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:05.311617,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:06.314565,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:07.554310,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:08.843268,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:10.007017,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:11.020037,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:11.974186,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:12.969266,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:13.975808,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:15.048887,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:16.102963,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:17.253680,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:18.309826,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:19.328750,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:20.372840,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:21.396111,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:22.429855,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:23.443000,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:24.496067,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:25.551954,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:26.625878,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:27.798000,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:28.982855,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:30.107600,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:31.445574,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:32.901831,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:33.990343,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:35.059525,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:36.133349,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:37.168999,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:38.192264,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:39.196772,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:40.190433,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:41.207553,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 22.333333333333336)","(9.0, 22.0, 19.48)"
14-12-2022 12:53:42.204277,"(6.5, 13.0, 9.693333333333333)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 31.333333333333336)","(11.0, 24.0, 21.0)","(3.4, 6.4, 4.04)","(31.0, 130.0, 67.23076923076923)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:53:43.172594,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:53:44.155696,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:53:45.258885,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:53:46.280505,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:53:47.271206,"(6.5, 13.0, 10.952)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 4.04)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:53:48.284479,"(6.5, 12.5, 12.17222222222222)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.4, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 21.14666666666667)"
14-12-2022 12:53:49.673037,"(6.5, 12.5, 12.17222222222222)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 20.4)"
14-12-2022 12:53:51.063150,"(6.5, 12.5, 12.17222222222222)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 20.4)"
14-12-2022 12:53:52.316409,"(6.5, 12.5, 12.17222222222222)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 20.4)"
14-12-2022 12:53:54.122179,"(6.5, 12.5, 12.17222222222222)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 20.4)"
14-12-2022 12:53:55.694177,"(6.5, 12.5, 12.17222222222222)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 20.4)"
14-12-2022 12:53:56.914510,"(6.5, 12.5, 12.17222222222222)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 20.4)"
14-12-2022 12:53:58.233172,"(6.5, 12.5, 12.17222222222222)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 20.4)"
14-12-2022 12:53:59.300993,"(6.5, 12.5, 12.17222222222222)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 20.4)"
14-12-2022 12:54:00.341947,"(6.5, 12.5, 12.17222222222222)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 20.4)"
14-12-2022 12:54:01.373184,"(6.5, 12.5, 12.17222222222222)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 20.4)"
14-12-2022 12:54:02.471980,"(6.5, 12.5, 12.17222222222222)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 20.4)"
14-12-2022 12:54:03.660807,"(6.5, 12.5, 12.17222222222222)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 20.4)"
14-12-2022 12:54:04.728409,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 17.8)"
14-12-2022 12:54:05.893393,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 17.8)"
14-12-2022 12:54:07.052892,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 17.8)"
14-12-2022 12:54:08.151506,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 17.8)"
14-12-2022 12:54:09.215050,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 17.8)"
14-12-2022 12:54:10.231055,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 17.8)"
14-12-2022 12:54:11.339504,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 17.8)"
14-12-2022 12:54:12.408615,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 17.8)"
14-12-2022 12:54:13.554027,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 17.8)"
14-12-2022 12:54:15.104807,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 17.8)"
14-12-2022 12:54:16.248570,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 17.8)"
14-12-2022 12:54:17.344200,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 38.63636363636364)","(11.0, 25.0, 19.75)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 17.8)"
14-12-2022 12:54:18.466426,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 25.416666666666668)","(11.0, 25.0, 13.625)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 17.8)"
14-12-2022 12:54:19.534407,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 25.416666666666668)","(11.0, 25.0, 13.625)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 26.833333333333336)","(9.0, 22.0, 18.9)"
14-12-2022 12:54:20.614887,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 25.416666666666668)","(11.0, 25.0, 19.235294117647058)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 16.916666666666668)","(9.0, 22.0, 17.8)"
14-12-2022 12:54:21.723254,"(6.5, 12.5, 11.075)","(2.0, 3.05, 2.507096774193548)","(19.0, 55.0, 25.416666666666668)","(11.0, 25.0, 13.1875)","(3.4, 6.2, 5.414285714285715)","(31.0, 130.0, 79.0)","(12.0, 34.0, 16.916666666666668)","(9.0, 22.0, 17.8)"
