,Aston Malle,Slick Lass,Arkansas,Zippy Audi,Flying Jelly,Ruff Shot,Neptune Town
11-01-2023 20:06:26.904650,"(2.1, 3.0, 2.3210526315789473)","(3.2, 5.1, 3.56875)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.200000000000001)","(91.0, 650.0, 370.0)","(3.0, 4.4, 3.566666666666667)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:28.115579,"(2.1, 3.0, 2.355)","(3.2, 5.1, 3.56875)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.200000000000001)","(91.0, 650.0, 370.0)","(3.0, 4.4, 3.566666666666667)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:29.317691,"(2.1, 3.0, 2.355)","(3.2, 5.1, 3.56875)","(31.0, 310.0, 70.0)","(8.5, 21.0, 9.72)","(91.0, 650.0, 210.0)","(3.0, 4.4, 3.566666666666667)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:30.431671,"(2.1, 2.78, 2.2680000000000002)","(3.2, 5.1, 3.56875)","(31.0, 310.0, 70.0)","(8.5, 15.0, 9.72)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.566666666666667)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:31.423086,"(2.1, 2.78, 2.2733333333333334)","(3.2, 5.1, 3.56875)","(31.0, 310.0, 70.0)","(8.5, 15.0, 9.72)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:32.506403,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 3.56875)","(31.0, 310.0, 70.0)","(8.5, 15.0, 11.733333333333333)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.5153846153846153)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:33.637297,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 4.079166666666667)","(31.0, 310.0, 70.0)","(8.5, 18.0, 11.866666666666667)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.5153846153846153)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:34.768502,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 4.079166666666667)","(31.0, 310.0, 70.0)","(8.5, 18.0, 13.65)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.2636363636363637)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:35.729182,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 4.079166666666667)","(31.0, 310.0, 70.0)","(8.5, 18.5, 13.65)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.2636363636363637)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:36.861120,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 4.079166666666667)","(31.0, 310.0, 70.0)","(8.5, 18.5, 13.65)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.61875)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:38.025782,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 4.018181818181818)","(31.0, 310.0, 70.0)","(8.5, 18.5, 13.65)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 154.16666666666669)"
11-01-2023 20:06:39.232169,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 4.018181818181818)","(31.0, 310.0, 70.0)","(8.5, 18.5, 13.65)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 154.16666666666669)"
11-01-2023 20:06:40.329405,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 3.9450000000000003)","(31.0, 310.0, 70.0)","(8.5, 18.5, 13.65)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 154.16666666666669)"
11-01-2023 20:06:41.335133,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 3.9450000000000003)","(31.0, 310.0, 70.0)","(8.5, 18.5, 13.65)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 154.16666666666669)"
11-01-2023 20:06:42.397443,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 3.56875)","(31.0, 310.0, 70.0)","(8.5, 18.5, 13.65)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:43.535820,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 3.56875)","(31.0, 310.0, 70.0)","(8.5, 18.5, 13.75)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:44.578594,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 3.56875)","(31.0, 310.0, 70.0)","(8.5, 18.5, 13.75)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.5785714285714287)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:45.528633,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 3.56875)","(31.0, 310.0, 70.0)","(8.5, 18.5, 13.75)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:46.595785,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 4.079166666666667)","(31.0, 310.0, 70.0)","(8.5, 18.5, 13.75)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:47.702132,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 4.079166666666667)","(31.0, 310.0, 70.0)","(8.5, 18.5, 13.75)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:48.797749,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 4.079166666666667)","(31.0, 310.0, 70.0)","(8.5, 18.5, 14.0)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:49.813778,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 4.079166666666667)","(31.0, 310.0, 70.0)","(8.5, 19.0, 14.0)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:50.789013,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 4.079166666666667)","(31.0, 310.0, 70.0)","(8.5, 19.0, 14.0)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:51.876130,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 4.018181818181818)","(31.0, 310.0, 70.0)","(8.5, 19.0, 14.0)","(91.0, 650.0, 375.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:53.069221,"(2.1, 2.74, 2.2704761904761908)","(3.2, 5.1, 3.9450000000000003)","(31.0, 310.0, 70.0)","(8.5, 19.0, 14.0)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:54.170322,"(2.1, 2.72, 2.234666666666667)","(3.2, 5.1, 3.9450000000000003)","(31.0, 310.0, 70.0)","(8.5, 19.0, 14.0)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:55.279537,"(2.1, 2.72, 2.234666666666667)","(3.2, 5.1, 3.830769230769231)","(31.0, 310.0, 70.0)","(8.5, 19.0, 14.0)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:56.312743,"(2.1, 2.72, 2.265)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 19.0, 14.0)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 292.5)"
11-01-2023 20:06:57.414508,"(2.1, 2.72, 2.265)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 19.0, 14.0)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.5785714285714287)","(61.0, 500.0, 431.66666666666663)"
11-01-2023 20:06:58.528279,"(2.1, 2.72, 2.265)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 19.0, 14.0)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 297.5)"
11-01-2023 20:06:59.574082,"(2.1, 2.72, 2.265)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 19.0, 14.0)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 297.5)"
11-01-2023 20:07:00.689660,"(2.1, 2.72, 2.265)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 19.0, 14.0)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 297.5)"
11-01-2023 20:07:01.753969,"(2.1, 2.72, 2.265)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 19.0, 14.0)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 297.5)"
11-01-2023 20:07:02.873756,"(2.1, 2.78, 2.2552380952380955)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 19.0, 15.4)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 419.0)"
11-01-2023 20:07:04.024940,"(2.1, 2.78, 2.2552380952380955)","(3.2, 5.2, 3.914285714285714)","(31.0, 310.0, 70.0)","(8.5, 21.0, 15.4)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 432.5)"
11-01-2023 20:07:05.144632,"(2.1, 2.78, 2.23741935483871)","(3.2, 5.2, 3.853846153846154)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.885714285714284)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 432.5)"
11-01-2023 20:07:06.143466,"(2.1, 2.78, 2.23741935483871)","(3.2, 5.2, 3.853846153846154)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.885714285714284)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 432.5)"
11-01-2023 20:07:07.279061,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.853846153846154)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.885714285714284)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 432.5)"
11-01-2023 20:07:08.407631,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.853846153846154)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.885714285714284)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 432.5)"
11-01-2023 20:07:09.510797,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.885714285714284)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 432.5)"
11-01-2023 20:07:10.579960,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.885714285714284)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 432.5)"
11-01-2023 20:07:11.602446,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.885714285714284)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 432.5)"
11-01-2023 20:07:12.728606,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.885714285714284)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 432.5)"
11-01-2023 20:07:13.884823,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.885714285714284)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 432.5)"
11-01-2023 20:07:14.905081,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.885714285714284)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 432.5)"
11-01-2023 20:07:15.979925,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.885714285714284)","(91.0, 650.0, 380.0)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 432.5)"
11-01-2023 20:07:17.106936,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.885714285714284)","(91.0, 650.0, 365.0)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 419.0)"
11-01-2023 20:07:18.213319,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.853846153846154)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.714285714285714)","(91.0, 650.0, 385.0)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:19.482499,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.853846153846154)","(31.0, 310.0, 70.0)","(8.5, 21.0, 15.461538461538462)","(91.0, 650.0, 385.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:20.654257,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.853846153846154)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.714285714285714)","(91.0, 650.0, 365.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:21.790009,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.714285714285714)","(91.0, 650.0, 365.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:23.026055,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.714285714285714)","(91.0, 650.0, 365.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:24.301199,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.714285714285714)","(91.0, 650.0, 365.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:25.586327,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.714285714285714)","(91.0, 650.0, 365.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:26.702977,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.714285714285714)","(91.0, 650.0, 365.0)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:27.817690,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.714285714285714)","(91.0, 650.0, 365.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:29.068235,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.714285714285714)","(91.0, 650.0, 365.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:30.292322,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 13.133333333333333)","(91.0, 650.0, 365.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:31.455638,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 14.563636363636363)","(91.0, 650.0, 365.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:32.581977,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 14.563636363636363)","(91.0, 650.0, 365.0)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:33.771255,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 14.563636363636363)","(91.0, 650.0, 365.0)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:34.967085,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 15.646153846153846)","(91.0, 650.0, 365.0)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:36.194604,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.914285714285714)","(31.0, 310.0, 70.0)","(8.5, 21.0, 15.646153846153846)","(91.0, 650.0, 553.3333333333334)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:37.282015,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.914285714285714)","(31.0, 310.0, 70.0)","(8.5, 21.0, 15.646153846153846)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:38.471433,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.853846153846154)","(31.0, 310.0, 70.0)","(8.5, 21.0, 15.646153846153846)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:39.668647,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.853846153846154)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.200000000000001)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:40.881341,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.200000000000001)","(91.0, 650.0, 553.3333333333334)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:41.906647,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 21.0, 10.200000000000001)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:43.095428,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 14.345454545454547)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:44.251528,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 14.345454545454547)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:45.416338,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 14.345454545454547)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:46.421175,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 14.345454545454547)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:47.458899,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.966666666666667)","(31.0, 310.0, 70.0)","(8.5, 21.0, 15.857142857142858)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.5538461538461537)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:48.634763,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.815384615384615)","(31.0, 310.0, 70.0)","(8.5, 21.0, 15.857142857142858)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:49.859140,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.853846153846154)","(31.0, 310.0, 70.0)","(8.5, 21.0, 15.4)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.309090909090909)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:50.985836,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.853846153846154)","(31.0, 310.0, 70.0)","(8.5, 21.0, 13.618181818181817)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:52.019562,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 21.0, 13.618181818181817)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.542857142857143)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:53.233377,"(2.1, 2.78, 2.312777777777778)","(3.2, 5.2, 3.518181818181818)","(31.0, 310.0, 70.0)","(8.5, 21.0, 17.992592592592594)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.6)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:54.412878,"(2.1, 2.78, 2.3230303030303032)","(3.2, 5.2, 4.226315789473684)","(31.0, 310.0, 215.39130434782606)","(8.5, 21.0, 17.992592592592594)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.6)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:55.470785,"(2.1, 2.74, 2.498421052631579)","(3.2, 5.2, 4.226315789473684)","(31.0, 310.0, 215.39130434782606)","(8.5, 21.0, 13.745454545454546)","(91.0, 650.0, 362.5)","(3.0, 4.4, 3.631818181818182)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:56.585920,"(2.1, 2.74, 2.461818181818182)","(3.2, 5.2, 4.226315789473684)","(31.0, 310.0, 215.39130434782606)","(8.5, 21.0, 16.1)","(91.0, 650.0, 362.5)","(3.0, 4.3, 3.840625)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:57.778224,"(2.1, 2.74, 2.461818181818182)","(3.2, 5.2, 4.226315789473684)","(31.0, 310.0, 215.39130434782606)","(8.5, 21.0, 15.866666666666667)","(91.0, 650.0, 362.5)","(3.0, 4.3, 3.46875)","(61.0, 500.0, 459.0)"
11-01-2023 20:07:58.992469,"(2.1, 2.74, 2.461818181818182)","(3.2, 5.2, 4.252631578947368)","(31.0, 310.0, 215.39130434782606)","(8.5, 21.0, 15.615384615384617)","(91.0, 650.0, 362.5)","(3.0, 4.3, 3.4545454545454546)","(61.0, 500.0, 459.0)"
11-01-2023 20:08:00.202189,"(2.1, 2.74, 2.376326530612245)","(3.2, 5.2, 4.252631578947368)","(31.0, 310.0, 215.39130434782606)","(8.5, 21.0, 16.25)","(91.0, 650.0, 362.5)","(3.0, 4.5, 3.4075)","(61.0, 500.0, 459.0)"
11-01-2023 20:08:01.390724,"(2.1, 2.74, 2.3393548387096774)","(3.2, 5.2, 4.10625)","(31.0, 310.0, 215.39130434782606)","(8.5, 21.0, 15.0)","(91.0, 650.0, 362.5)","(3.0, 4.5, 3.4075)","(61.0, 500.0, 459.0)"
11-01-2023 20:08:02.469566,"(2.1, 2.7, 2.45)","(3.2, 5.2, 4.10625)","(31.0, 310.0, 215.39130434782606)","(8.5, 21.0, 16.46666666666667)","(91.0, 650.0, 362.5)","(3.0, 4.5, 3.4075)","(61.0, 500.0, 459.0)"
11-01-2023 20:08:03.583311,"(2.1, 2.7, 2.3785714285714286)","(3.2, 5.2, 4.10625)","(31.0, 310.0, 215.39130434782606)","(8.5, 21.0, 15.181818181818182)","(91.0, 650.0, 362.5)","(3.0, 4.5, 3.4075)","(61.0, 500.0, 459.0)"
11-01-2023 20:08:04.765257,"(2.1, 2.7, 2.3785714285714286)","(3.2, 5.2, 3.8875)","(31.0, 310.0, 215.39130434782606)","(8.5, 21.0, 17.0)","(91.0, 650.0, 362.5)","(3.0, 4.5, 3.682894736842105)","(61.0, 500.0, 459.0)"
11-01-2023 20:08:05.863066,"(2.1, 2.7, 2.3785714285714286)","(3.2, 5.2, 3.9625)","(31.0, 310.0, 215.39130434782606)","(8.5, 21.0, 17.8)","(91.0, 650.0, 362.5)","(3.0, 4.5, 3.6076923076923078)","(61.0, 500.0, 472.66666666666663)"
11-01-2023 20:08:06.926924,"(2.1, 2.66, 2.3829166666666666)","(3.2, 5.1, 4.7124999999999995)","(31.0, 300.0, 216.63636363636363)","(8.5, 20.0, 18.625)","(91.0, 650.0, 362.5)","(3.0, 4.3, 3.7555555555555555)","(61.0, 500.0, 472.66666666666663)"
11-01-2023 20:08:07.965401,"(2.1, 2.62, 2.4273333333333333)","(3.2, 5.1, 4.7124999999999995)","(31.0, 290.0, 251.52941176470586)","(8.5, 20.0, 20.07142857142857)","(91.0, 650.0, 362.5)","(3.0, 4.2, 3.7555555555555555)","(61.0, 500.0, 472.66666666666663)"
11-01-2023 20:08:09.001489,"(2.1, 2.6, 2.4690909090909092)","(3.2, 5.1, 4.7124999999999995)","(31.0, 280.0, 251.52941176470586)","(8.5, 21.0, 20.142857142857142)","(91.0, 650.0, 365.0)","(3.0, 4.2, 3.7555555555555555)","(61.0, 500.0, 472.66666666666663)"
11-01-2023 20:08:10.223909,"(2.1, 2.6, 2.4608695652173913)","(3.2, 5.1, 4.933333333333334)","(31.0, 280.0, 251.52941176470586)","(8.5, 21.0, 20.454545454545453)","(91.0, 650.0, 365.0)","(3.0, 4.2, 3.7555555555555555)","(61.0, 500.0, 472.66666666666663)"
11-01-2023 20:08:11.313137,"(2.1, 2.6, 2.4608695652173913)","(3.2, 5.1, 4.933333333333334)","(31.0, 280.0, 251.52941176470586)","(8.5, 21.0, 21.46153846153846)","(91.0, 650.0, 365.0)","(3.0, 4.2, 3.7555555555555555)","(61.0, 500.0, 472.66666666666663)"
11-01-2023 20:08:12.380614,"(2.1, 2.6, 2.4608695652173913)","(3.2, 5.1, 4.933333333333334)","(31.0, 280.0, 251.52941176470586)","(8.5, 22.0, 21.0)","(91.0, 650.0, 365.0)","(3.0, 4.2, 3.7555555555555555)","(61.0, 500.0, 462.72727272727275)"
