,Carpe Eros,Trade Deadline,Serendip Ruler,Bluegrass Breeze,Sr Bi Bi,Bayron,Love My Ride,Name Rejected
15-12-2022 11:59:29.822572,"(7.0, 9.0, 8.733333333333333)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.0)","(13.0, 24.0, 20.5)","(8.5, 99999, 99990)","(1.8, 2.06, 1.98)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:30.975086,"(7.0, 9.0, 8.733333333333333)","(31.0, 130.0, 100.0)","(16.0, 30.0, 27.0)","(13.0, 25.0, 20.333333333333332)","(8.5, 99999, 99990)","(1.8, 2.06, 1.98)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:32.130537,"(7.0, 9.0, 8.733333333333333)","(31.0, 130.0, 103.33333333333334)","(16.0, 30.0, 27.0)","(13.0, 27.0, 20.4)","(8.5, 99999, 99990)","(1.8, 2.06, 2.011111111111111)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:33.262413,"(7.0, 9.0, 8.733333333333333)","(31.0, 120.0, 103.33333333333334)","(16.0, 30.0, 27.0)","(13.0, 26.0, 20.4)","(8.5, 99999, 99990)","(1.8, 2.06, 2.011111111111111)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:34.418295,"(7.0, 9.0, 8.733333333333333)","(31.0, 120.0, 103.33333333333334)","(16.0, 30.0, 27.333333333333332)","(13.0, 26.0, 20.4)","(8.5, 99999, 99990)","(1.8, 2.06, 1.9814814814814814)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:35.542783,"(7.0, 9.0, 8.733333333333333)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 27.333333333333332)","(13.0, 26.0, 20.4)","(8.5, 99999, 99990)","(1.8, 2.12, 2.033333333333333)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:36.682963,"(7.0, 9.0, 8.733333333333333)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.375)","(13.0, 27.0, 20.6)","(8.5, 99999, 99990)","(1.8, 2.1, 2.0176470588235293)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:37.795424,"(7.0, 9.0, 8.733333333333333)","(31.0, 130.0, 125.33333333333334)","(16.0, 29.0, 28.375)","(13.0, 27.0, 20.6)","(8.5, 99999, 99990)","(1.8, 2.1, 2.0176470588235293)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:38.852493,"(7.0, 9.0, 8.733333333333333)","(31.0, 130.0, 125.33333333333334)","(16.0, 29.0, 28.375)","(13.0, 27.0, 20.6)","(8.5, 99999, 99990)","(1.8, 2.1, 2.0176470588235293)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:39.906401,"(7.0, 9.0, 8.733333333333333)","(31.0, 130.0, 125.33333333333334)","(16.0, 29.0, 28.375)","(13.0, 27.0, 20.6)","(8.5, 99999, 99990)","(1.8, 2.1, 2.0176470588235293)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:40.887048,"(7.0, 9.0, 8.733333333333333)","(31.0, 130.0, 125.33333333333334)","(16.0, 29.0, 28.375)","(13.0, 27.0, 20.6)","(8.5, 99999, 99990)","(1.8, 2.1, 1.9636363636363636)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:42.018054,"(7.0, 9.0, 8.733333333333333)","(31.0, 130.0, 125.33333333333334)","(16.0, 29.0, 28.375)","(13.0, 27.0, 20.6)","(8.5, 99999, 99990)","(1.8, 2.1, 2.0)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:43.120794,"(7.0, 9.0, 8.733333333333333)","(31.0, 130.0, 125.33333333333334)","(16.0, 29.0, 28.375)","(13.0, 27.0, 20.6)","(8.5, 99999, 99990)","(1.8, 2.1, 2.025)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:44.234355,"(7.0, 9.0, 8.733333333333333)","(31.0, 130.0, 125.33333333333334)","(16.0, 29.0, 28.375)","(13.0, 27.0, 20.6)","(8.5, 99999, 99990)","(1.8, 2.1, 2.0208333333333335)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:45.385230,"(7.0, 9.0, 8.733333333333333)","(31.0, 130.0, 125.33333333333334)","(16.0, 29.0, 28.615384615384617)","(13.0, 27.0, 21.666666666666668)","(8.5, 99999, 99990)","(1.8, 2.12, 2.033333333333333)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:46.445235,"(7.0, 9.0, 8.733333333333333)","(31.0, 130.0, 125.33333333333334)","(16.0, 29.0, 28.615384615384617)","(13.0, 27.0, 21.333333333333332)","(8.5, 99999, 99990)","(1.8, 2.1, 2.033333333333333)","(7.0, 8.6, 8.28)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:47.540818,"(7.0, 9.0, 8.733333333333333)","(31.0, 130.0, 125.33333333333334)","(16.0, 29.0, 28.615384615384617)","(13.0, 26.0, 21.57142857142857)","(8.5, 99999, 99990)","(1.8, 2.1, 1.988)","(7.0, 8.6, 8.4)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:48.653782,"(7.0, 9.0, 8.733333333333333)","(31.0, 130.0, 97.5)","(16.0, 29.0, 28.615384615384617)","(13.0, 25.0, 21.57142857142857)","(8.5, 99999, 99990)","(1.8, 2.1, 2.02)","(7.0, 9.0, 8.7)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:49.748282,"(7.0, 9.0, 8.733333333333333)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.615384615384617)","(13.0, 25.0, 22.857142857142858)","(8.5, 99999, 99990)","(1.8, 2.08, 1.98)","(7.0, 9.0, 8.7)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:50.814371,"(7.0, 9.0, 8.733333333333333)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.583333333333336)","(13.0, 28.0, 22.857142857142858)","(8.5, 99999, 99990)","(1.8, 2.08, 1.98)","(7.0, 9.0, 8.7)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:51.943135,"(7.0, 9.0, 8.733333333333333)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.0)","(14.0, 26.0, 20.6)","(8.5, 99999, 99990)","(1.8, 2.08, 1.98)","(7.0, 9.0, 8.7)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:52.979410,"(7.0, 9.0, 8.733333333333333)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.0)","(14.0, 25.0, 20.6)","(8.5, 99999, 99990)","(1.8, 2.08, 1.98)","(7.0, 9.0, 8.7)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:54.027400,"(7.0, 9.0, 8.733333333333333)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.0)","(14.0, 27.0, 20.75)","(8.5, 99999, 99990)","(1.8, 2.08, 1.98)","(7.0, 9.0, 8.7)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:55.119037,"(7.0, 9.2, 8.75)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.0)","(14.0, 27.0, 20.75)","(8.5, 99999, 99990)","(1.8, 2.08, 1.98)","(7.0, 9.0, 8.89090909090909)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:56.204028,"(7.0, 9.2, 8.75)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.333333333333332)","(14.0, 27.0, 20.75)","(8.5, 99999, 99990)","(1.8, 2.08, 1.98)","(7.0, 9.0, 8.89090909090909)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:57.269027,"(7.0, 9.2, 8.75)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.333333333333332)","(14.0, 27.0, 20.75)","(8.5, 99999, 99990)","(1.8, 2.08, 1.98)","(7.0, 9.0, 8.89090909090909)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:58.400712,"(7.0, 9.2, 8.75)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.333333333333332)","(14.0, 27.0, 20.75)","(8.5, 99999, 99990)","(1.8, 2.08, 2.0700000000000003)","(7.0, 9.0, 8.89090909090909)","(10.0, 14.5, 13.25)"
15-12-2022 11:59:59.531647,"(7.0, 9.2, 8.75)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.333333333333332)","(14.0, 27.0, 20.75)","(8.5, 99999, 99990)","(1.75, 2.08, 2.0700000000000003)","(7.0, 9.0, 8.89090909090909)","(10.0, 14.5, 13.25)"
15-12-2022 12:00:00.655292,"(7.0, 9.2, 8.75)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.333333333333332)","(14.0, 27.0, 20.75)","(8.5, 99999, 99990)","(1.75, 2.08, 2.0700000000000003)","(7.0, 9.0, 8.89090909090909)","(10.0, 14.5, 13.25)"
15-12-2022 12:00:01.718729,"(7.0, 9.2, 8.75)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.333333333333332)","(14.0, 27.0, 20.4375)","(8.5, 99999, 99990)","(1.75, 2.08, 2.0700000000000003)","(7.0, 9.0, 8.89090909090909)","(10.0, 14.5, 14.023809523809524)"
15-12-2022 12:00:02.751284,"(7.0, 9.2, 8.75)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.333333333333332)","(14.0, 27.0, 20.4375)","(8.5, 99999, 99990)","(1.75, 2.08, 2.06625)","(7.0, 9.0, 8.89090909090909)","(10.0, 14.5, 14.023809523809524)"
15-12-2022 12:00:03.779035,"(7.0, 9.2, 8.75)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.333333333333332)","(14.0, 26.0, 21.666666666666668)","(8.5, 99999, 99990)","(1.75, 2.08, 2.0252631578947367)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 13.25)"
15-12-2022 12:00:04.781189,"(7.0, 9.2, 8.75)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.333333333333332)","(14.0, 26.0, 22.0)","(8.5, 99999, 99990)","(1.75, 2.12, 2.0252631578947367)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 13.5)"
15-12-2022 12:00:05.785626,"(7.0, 9.2, 8.75)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.333333333333332)","(14.0, 26.0, 22.0)","(8.5, 99999, 99990)","(1.75, 2.12, 2.0252631578947367)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 13.5)"
15-12-2022 12:00:06.895378,"(7.0, 9.2, 8.75)","(31.0, 120.0, 103.33333333333334)","(16.0, 29.0, 28.555555555555557)","(14.0, 27.0, 22.333333333333332)","(8.5, 99999, 99990)","(1.75, 2.12, 2.0357142857142856)","(7.0, 9.0, 8.666666666666666)","(10.0, 14.5, 13.5)"
15-12-2022 12:00:08.032107,"(7.0, 9.2, 8.75)","(31.0, 120.0, 117.85714285714286)","(18.0, 29.0, 28.555555555555557)","(14.0, 27.0, 22.333333333333332)","(8.5, 99999, 99990)","(1.75, 2.1, 2.0314285714285716)","(7.0, 9.0, 8.666666666666666)","(10.0, 14.5, 13.5)"
15-12-2022 12:00:09.172258,"(7.0, 9.2, 8.75)","(31.0, 130.0, 125.17241379310344)","(18.0, 29.0, 28.555555555555557)","(14.0, 27.0, 20.4)","(8.5, 99999, 99990)","(1.75, 2.1, 2.004516129032258)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 13.5)"
15-12-2022 12:00:10.297320,"(7.0, 9.2, 9.015384615384615)","(31.0, 130.0, 125.17241379310344)","(18.0, 29.0, 28.5)","(14.0, 28.0, 22.75)","(8.5, 99999, 99990)","(1.75, 2.14, 2.00225)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 13.5)"
15-12-2022 12:00:11.379676,"(7.0, 9.2, 9.015384615384615)","(31.0, 130.0, 125.17241379310344)","(18.0, 29.0, 28.5)","(14.0, 27.0, 22.75)","(8.5, 99999, 99990)","(1.75, 2.14, 2.031304347826087)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 14.1)"
15-12-2022 12:00:12.384502,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 125.17241379310344)","(18.0, 29.0, 28.5)","(14.0, 28.0, 23.25)","(8.5, 99999, 99990)","(1.75, 2.12, 2.031304347826087)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 14.1)"
15-12-2022 12:00:13.533336,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 125.17241379310344)","(18.0, 29.0, 28.5)","(14.0, 28.0, 20.4)","(8.5, 99999, 99990)","(1.75, 2.12, 2.046153846153846)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 14.1)"
15-12-2022 12:00:14.656064,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 125.17241379310344)","(18.0, 29.0, 28.5)","(14.0, 28.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.1, 2.046153846153846)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 14.1)"
15-12-2022 12:00:16.038683,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 125.17241379310344)","(18.0, 29.0, 29.375)","(14.0, 26.0, 22.75)","(8.5, 99999, 99990)","(1.75, 2.1, 2.046153846153846)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 14.1)"
15-12-2022 12:00:17.273565,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 125.17241379310344)","(18.0, 30.0, 29.375)","(14.0, 27.0, 20.083333333333332)","(8.5, 99999, 99990)","(1.75, 2.1, 2.0975)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 13.75)"
15-12-2022 12:00:18.374757,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 104.0)","(18.0, 30.0, 29.375)","(14.0, 28.0, 21.333333333333332)","(8.5, 99999, 99990)","(1.75, 2.14, 2.0206451612903225)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 13.75)"
15-12-2022 12:00:19.410964,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 104.0)","(18.0, 30.0, 29.375)","(14.0, 27.0, 21.333333333333332)","(8.5, 99999, 99990)","(1.75, 2.12, 2.0206451612903225)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 13.75)"
15-12-2022 12:00:20.426603,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 104.0)","(18.0, 30.0, 29.375)","(14.0, 26.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.12, 2.0206451612903225)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 13.75)"
15-12-2022 12:00:21.601570,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 108.33333333333334)","(18.0, 30.0, 29.375)","(14.0, 28.0, 20.083333333333332)","(8.5, 99999, 99990)","(1.75, 2.1, 2.07375)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 13.75)"
15-12-2022 12:00:22.654169,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 108.33333333333334)","(18.0, 30.0, 29.375)","(14.0, 28.0, 21.333333333333332)","(8.5, 99999, 99990)","(1.75, 2.1, 2.0714814814814817)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 13.75)"
15-12-2022 12:00:23.812814,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 108.33333333333334)","(18.0, 30.0, 29.375)","(14.0, 27.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.1, 2.0714814814814817)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 13.75)"
15-12-2022 12:00:24.927182,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 108.33333333333334)","(18.0, 30.0, 29.375)","(14.0, 26.0, 21.333333333333332)","(8.5, 99999, 99990)","(1.75, 2.1, 2.070952380952381)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 13.666666666666666)"
15-12-2022 12:00:26.060038,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 108.33333333333334)","(18.0, 30.0, 29.411764705882355)","(14.0, 27.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.14, 2.05)","(7.0, 9.0, 8.866666666666667)","(10.0, 15.0, 13.666666666666666)"
15-12-2022 12:00:27.249606,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 108.33333333333334)","(18.0, 30.0, 28.0)","(15.0, 26.0, 20.083333333333332)","(8.5, 99999, 99990)","(1.75, 2.12, 2.0294117647058822)","(7.0, 9.0, 8.4)","(10.0, 15.0, 13.8)"
15-12-2022 12:00:28.373843,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 100.0)","(18.0, 30.0, 28.0)","(15.0, 28.0, 21.333333333333332)","(8.5, 99999, 99990)","(1.75, 2.12, 1.9784615384615385)","(7.0, 8.8, 8.4)","(10.0, 15.0, 13.8)"
15-12-2022 12:00:29.653706,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 100.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.5)","(8.5, 99999, 99990)","(1.75, 2.08, 1.9784615384615385)","(7.0, 8.8, 8.4)","(10.0, 15.0, 13.8)"
15-12-2022 12:00:30.799913,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 100.0)","(18.0, 30.0, 28.0)","(15.0, 26.0, 22.72222222222222)","(8.5, 99999, 99990)","(1.75, 2.08, 1.9784615384615385)","(7.0, 8.8, 8.4)","(10.0, 15.0, 13.8)"
15-12-2022 12:00:31.915094,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 100.0)","(18.0, 30.0, 28.0)","(15.0, 28.0, 24.166666666666668)","(8.5, 99999, 99990)","(1.75, 2.08, 1.9784615384615385)","(7.0, 8.8, 8.4)","(10.0, 15.0, 13.8)"
15-12-2022 12:00:33.053052,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 100.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.5)","(8.5, 99999, 99990)","(1.75, 2.08, 2.015)","(7.0, 8.8, 8.4)","(10.0, 15.0, 13.8)"
15-12-2022 12:00:34.384787,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 100.0)","(18.0, 30.0, 28.0)","(15.0, 26.0, 25.3)","(8.5, 99999, 99990)","(1.75, 2.08, 2.015)","(7.0, 8.8, 8.4)","(10.0, 15.0, 13.8)"
15-12-2022 12:00:35.600130,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 100.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 23.5)","(8.5, 99999, 99990)","(1.75, 2.08, 1.9933333333333334)","(7.0, 8.8, 8.4)","(10.0, 15.0, 13.9)"
15-12-2022 12:00:36.828182,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 100.0)","(18.0, 30.0, 28.0)","(15.0, 26.0, 23.5)","(8.5, 99999, 99990)","(1.75, 2.08, 1.9933333333333334)","(7.0, 8.8, 8.4)","(10.0, 15.5, 13.9)"
15-12-2022 12:00:38.089150,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 100.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 25.3)","(8.5, 99999, 99990)","(1.75, 2.08, 2.01)","(7.0, 8.8, 8.4)","(10.0, 15.5, 13.9)"
15-12-2022 12:00:39.210871,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 100.0)","(18.0, 30.0, 28.0)","(15.0, 26.0, 23.5)","(8.5, 99999, 99990)","(1.75, 2.08, 2.01)","(7.0, 8.8, 8.16)","(10.0, 15.5, 13.9)"
15-12-2022 12:00:40.358557,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 100.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 25.3)","(8.5, 99999, 99990)","(1.75, 2.08, 1.9845454545454546)","(7.0, 8.8, 8.16)","(10.0, 15.5, 13.9)"
15-12-2022 12:00:41.543112,"(7.0, 8.8, 8.763636363636364)","(31.0, 130.0, 100.0)","(18.0, 30.0, 28.0)","(15.0, 26.0, 23.5)","(8.5, 99999, 99990)","(1.75, 2.08, 1.975)","(7.0, 8.8, 8.16)","(10.0, 15.5, 13.9)"
15-12-2022 12:00:42.712920,"(7.0, 8.8, 8.763636363636364)","(31.0, 200.0, 113.33333333333334)","(18.0, 30.0, 28.0)","(15.0, 26.0, 25.3)","(8.5, 99999, 99990)","(1.75, 2.08, 1.975)","(7.0, 8.8, 8.16)","(10.0, 15.5, 13.9)"
15-12-2022 12:00:43.948761,"(7.0, 8.8, 8.763636363636364)","(31.0, 190.0, 150.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 25.3)","(8.5, 99999, 99990)","(1.75, 2.08, 1.975)","(7.0, 8.8, 8.16)","(10.0, 15.5, 13.9)"
15-12-2022 12:00:45.103927,"(7.0, 8.8, 8.763636363636364)","(31.0, 190.0, 150.0)","(16.0, 30.0, 28.0)","(15.0, 27.0, 25.3)","(8.5, 99999, 99990)","(1.75, 2.08, 1.975)","(7.0, 8.8, 8.16)","(11.0, 15.5, 13.9)"
15-12-2022 12:00:46.196290,"(7.0, 8.8, 8.763636363636364)","(31.0, 190.0, 150.0)","(16.0, 30.0, 28.0)","(15.0, 27.0, 25.3)","(8.5, 99999, 99990)","(1.75, 2.08, 1.975)","(7.0, 8.8, 8.16)","(11.0, 15.5, 13.9)"
15-12-2022 12:00:47.287408,"(7.0, 8.8, 8.763636363636364)","(31.0, 190.0, 104.28571428571428)","(16.0, 30.0, 28.0)","(15.0, 28.0, 22.3)","(8.5, 99999, 99990)","(1.75, 2.08, 1.970909090909091)","(7.0, 8.8, 8.4)","(11.0, 15.5, 13.9)"
15-12-2022 12:00:48.420798,"(7.0, 8.8, 8.763636363636364)","(31.0, 190.0, 100.0)","(16.0, 30.0, 28.0)","(15.0, 27.0, 23.0)","(8.5, 99999, 99990)","(1.75, 2.08, 1.970909090909091)","(7.0, 8.8, 8.4)","(11.0, 15.5, 13.9)"
15-12-2022 12:00:49.639879,"(7.0, 8.8, 8.763636363636364)","(31.0, 190.0, 100.0)","(16.0, 30.0, 28.0)","(15.0, 26.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.08, 1.9733333333333334)","(7.0, 8.8, 8.4)","(11.0, 15.5, 13.9)"
15-12-2022 12:00:50.763058,"(7.0, 8.8, 8.763636363636364)","(31.0, 190.0, 100.0)","(16.0, 30.0, 28.0)","(15.0, 25.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.06, 1.9733333333333334)","(7.0, 8.8, 8.4)","(11.0, 15.5, 13.9)"
15-12-2022 12:00:51.869517,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 148.57142857142856)","(16.0, 30.0, 28.0)","(15.0, 25.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.06, 1.9733333333333334)","(7.0, 8.8, 8.75)","(11.0, 15.5, 13.9)"
15-12-2022 12:00:53.021322,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 120.0)","(16.0, 29.0, 26.0)","(15.0, 25.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.06, 1.9733333333333334)","(7.0, 9.0, 8.75)","(11.0, 15.5, 13.9)"
15-12-2022 12:00:54.186194,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 120.0)","(16.0, 29.0, 26.0)","(15.0, 25.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.06, 1.9733333333333334)","(7.0, 9.0, 8.75)","(11.0, 15.5, 13.9)"
15-12-2022 12:00:55.459117,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 120.0)","(16.0, 29.0, 25.0)","(15.0, 25.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.06, 1.9733333333333334)","(7.0, 9.0, 8.833333333333334)","(11.0, 15.5, 13.9)"
15-12-2022 12:00:56.558359,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 120.0)","(16.0, 29.0, 25.0)","(15.0, 25.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.06, 2.02)","(7.0, 9.0, 8.833333333333334)","(11.0, 15.5, 13.9)"
15-12-2022 12:00:57.720905,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 120.0)","(16.0, 29.0, 25.0)","(15.0, 25.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.08, 2.02)","(7.0, 9.0, 8.833333333333334)","(11.0, 15.5, 13.9)"
15-12-2022 12:00:59.104738,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 120.0)","(16.0, 29.0, 25.0)","(15.0, 25.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.08, 2.02)","(7.0, 8.8, 8.571428571428571)","(11.0, 15.5, 13.9)"
15-12-2022 12:01:00.203271,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 120.0)","(16.0, 29.0, 25.0)","(15.0, 25.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.08, 2.02)","(7.0, 8.8, 8.571428571428571)","(11.0, 15.5, 13.9)"
15-12-2022 12:01:01.366339,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 120.0)","(16.0, 29.0, 25.0)","(15.0, 25.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.06, 1.97125)","(7.0, 8.8, 8.571428571428571)","(11.0, 16.0, 14.125)"
15-12-2022 12:01:02.485581,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 120.0)","(16.0, 29.0, 25.0)","(15.0, 25.0, 21.0)","(8.5, 99999, 99990)","(1.75, 2.04, 1.928)","(7.0, 8.8, 8.571428571428571)","(11.0, 16.0, 14.125)"
15-12-2022 12:01:03.608451,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 148.57142857142856)","(18.0, 29.0, 25.0)","(15.0, 25.0, 23.25)","(8.5, 99999, 99990)","(1.75, 2.04, 1.928)","(7.0, 8.8, 8.571428571428571)","(11.0, 16.0, 14.125)"
15-12-2022 12:01:04.825565,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 148.57142857142856)","(18.0, 30.0, 26.5)","(15.0, 25.0, 23.7)","(8.5, 99999, 99990)","(1.75, 2.04, 1.9669565217391305)","(7.0, 8.8, 8.571428571428571)","(11.0, 16.0, 14.125)"
15-12-2022 12:01:05.999546,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 110.0)","(18.0, 30.0, 28.0)","(15.0, 25.0, 25.75)","(8.5, 99999, 99990)","(1.75, 2.04, 1.991875)","(7.0, 8.8, 8.176470588235293)","(11.0, 16.0, 14.125)"
15-12-2022 12:01:07.199270,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 110.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 25.5)","(8.5, 99999, 99990)","(1.75, 2.04, 1.9442857142857142)","(7.0, 8.6, 8.12)","(11.0, 16.0, 14.125)"
15-12-2022 12:01:08.367924,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 110.0)","(18.0, 30.0, 28.0)","(15.0, 27.0, 24.7)","(8.5, 99999, 99990)","(1.75, 1.97, 1.9594117647058824)","(7.0, 8.6, 8.12)","(11.0, 16.0, 14.8)"
15-12-2022 12:01:09.604118,"(7.0, 8.8, 8.763636363636364)","(31.0, 180.0, 110.0)","(18.0, 30.0, 29.333333333333332)","(15.0, 26.0, 24.7)","(8.5, 99999, 99990)","(1.75, 1.97, 1.9594117647058824)","(7.0, 8.6, 8.12)","(11.0, 16.0, 14.8)"
