,Hipster Dufuss,Loubowski Nz,Village Area,Shes Going Places,Schiavone Nz,Yoo Trish,Master Of Illusion,Rocknburn Nz,Need A Penny
06-01-2023 14:40:35.675424,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:37.179882,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:38.468418,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:39.679597,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:40.916338,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:42.112268,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:43.274601,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:44.438659,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:45.669166,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:46.885467,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:48.055229,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:49.290576,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:50.463338,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:51.590307,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:52.835056,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:54.116025,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:55.426597,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:56.619950,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:57.805085,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:40:58.953070,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:00.133896,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 106.0)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:01.362132,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 190.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:02.490454,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:03.683703,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:04.884638,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:06.089903,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:07.280074,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:08.501810,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:09.698239,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:10.876957,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:12.061465,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:13.254316,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:14.420389,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:15.584921,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:16.666060,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:17.821027,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:19.033921,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:20.308562,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 69.66666666666666)"
06-01-2023 14:41:21.550387,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 113.5625)"
06-01-2023 14:41:22.777533,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 113.5625)"
06-01-2023 14:41:23.939965,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 113.5625)"
06-01-2023 14:41:25.152777,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 113.5625)"
06-01-2023 14:41:26.442347,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 113.5625)"
06-01-2023 14:41:27.668992,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 113.5625)"
06-01-2023 14:41:28.846496,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 113.5625)"
06-01-2023 14:41:29.965263,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 113.5625)"
06-01-2023 14:41:31.103678,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:32.422964,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:33.620951,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:34.835966,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:36.100803,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:37.318885,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:38.599767,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:39.787522,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:40.952205,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:42.169119,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:43.324203,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:44.534279,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:45.724332,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:46.910851,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:48.042262,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:49.164612,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:50.338880,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:51.552427,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:52.802732,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:53.998353,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:55.132481,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 9.633333333333333)","(26.0, 180.0, 65.0909090909091)","(101.0, 99999, 99990)","(26.0, 170.0, 77.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 79.7)"
06-01-2023 14:41:56.222332,"(51.0, 170.0, 89.0)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 180.0, 45.83333333333333)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
06-01-2023 14:41:57.377607,"(51.0, 170.0, 107.0)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 180.0, 45.83333333333333)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
06-01-2023 14:41:58.533306,"(51.0, 170.0, 107.0)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 180.0, 45.83333333333333)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
06-01-2023 14:41:59.628492,"(51.0, 170.0, 107.0)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 180.0, 45.83333333333333)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 99.84615384615384)"
06-01-2023 14:42:00.720801,"(51.0, 170.0, 107.0)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 180.0, 45.83333333333333)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 99.84615384615384)"
06-01-2023 14:42:01.948695,"(51.0, 170.0, 107.0)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 180.0, 107.27272727272727)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
06-01-2023 14:42:03.172736,"(51.0, 170.0, 70.9375)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 180.0, 107.27272727272727)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
06-01-2023 14:42:04.436328,"(51.0, 170.0, 70.9375)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 180.0, 107.27272727272727)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
06-01-2023 14:42:05.607869,"(51.0, 170.0, 70.9375)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 180.0, 107.27272727272727)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
06-01-2023 14:42:06.744411,"(51.0, 170.0, 70.9375)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 180.0, 107.27272727272727)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
06-01-2023 14:42:07.941003,"(51.0, 170.0, 70.9375)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 180.0, 107.27272727272727)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
06-01-2023 14:42:09.160228,"(51.0, 170.0, 70.9375)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 180.0, 107.27272727272727)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
06-01-2023 14:42:10.381662,"(51.0, 170.0, 70.9375)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 180.0, 107.27272727272727)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
06-01-2023 14:42:11.613060,"(51.0, 170.0, 70.9375)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 180.0, 118.18181818181819)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
06-01-2023 14:42:12.741896,"(51.0, 190.0, 78.4375)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 200.0, 147.5)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
06-01-2023 14:42:13.849496,"(51.0, 180.0, 112.60000000000001)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 190.0, 147.5)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
06-01-2023 14:42:15.003460,"(51.0, 180.0, 112.60000000000001)","(1.35, 99999, 99990)","(8.5, 19.5, 10.25)","(26.0, 190.0, 147.5)","(101.0, 99999, 99990)","(26.0, 170.0, 132.375)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 170.0, 40.57142857142857)"
