,Hipster Dufuss,Loubowski Nz,Village Area,Shes Going Places,Schiavone Nz,Yoo Trish,Master Of Illusion,Rocknburn Nz,Need A Penny
06-01-2023 14:42:31.465097,"(51.0, 160.0, 49.0)","(1.35, 99999, 99990)","(8.5, 18.5, 11.766666666666667)","(26.0, 160.0, 98.80000000000001)","(101.0, 99999, 99990)","(26.0, 140.0, 86.80000000000001)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 140.0, 93.16666666666667)"
06-01-2023 14:42:32.599200,"(51.0, 160.0, 49.0)","(1.35, 99999, 99990)","(8.5, 18.5, 11.766666666666667)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 86.80000000000001)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:33.787383,"(51.0, 160.0, 49.0)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:34.980208,"(51.0, 160.0, 49.0)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:36.188575,"(51.0, 160.0, 49.0)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:37.335442,"(51.0, 160.0, 49.0)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:38.511736,"(51.0, 160.0, 49.0)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 71.25)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:39.709129,"(51.0, 160.0, 49.0)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 71.25)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:40.898278,"(51.0, 160.0, 49.0)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:42.050240,"(51.0, 160.0, 49.0)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:43.210968,"(51.0, 160.0, 49.0)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:44.346078,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:45.492385,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:46.621903,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:47.798883,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:48.996647,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:50.106705,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:51.247990,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:52.361799,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:53.468437,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:54.635620,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:55.809990,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:56.924843,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:58.280550,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:42:59.512510,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:43:00.762493,"(51.0, 160.0, 38.90909090909091)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:43:01.814916,"(51.0, 220.0, 81.33333333333333)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:43:02.950285,"(51.0, 210.0, 111.0)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 93.16666666666667)"
06-01-2023 14:43:04.133546,"(51.0, 210.0, 111.0)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 102.75)"
06-01-2023 14:43:05.373901,"(51.0, 210.0, 61.5)","(1.35, 99999, 99990)","(8.5, 18.5, 10.925)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 86.80000000000001)"
06-01-2023 14:43:06.584864,"(51.0, 210.0, 61.5)","(1.35, 99999, 99990)","(8.5, 18.5, 14.7875)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 86.80000000000001)"
06-01-2023 14:43:07.795787,"(51.0, 200.0, 74.66666666666666)","(1.35, 99999, 99990)","(8.5, 18.5, 14.7875)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 86.80000000000001)"
06-01-2023 14:43:08.907885,"(51.0, 190.0, 101.0)","(1.35, 99999, 99990)","(8.5, 18.5, 14.7875)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 86.80000000000001)"
06-01-2023 14:43:10.073517,"(51.0, 190.0, 56.5)","(1.35, 99999, 99990)","(8.5, 18.5, 14.7875)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 86.80000000000001)"
06-01-2023 14:43:11.236847,"(51.0, 180.0, 54.0)","(1.35, 99999, 99990)","(8.5, 18.5, 14.7875)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 86.80000000000001)"
06-01-2023 14:43:12.381159,"(51.0, 170.0, 57.142857142857146)","(1.35, 99999, 99990)","(8.5, 18.5, 14.7875)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 63.75)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 86.80000000000001)"
06-01-2023 14:43:13.646155,"(51.0, 160.0, 71.2)","(1.35, 99999, 99990)","(8.5, 18.5, 14.7875)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 63.75)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 86.80000000000001)"
06-01-2023 14:43:14.753056,"(51.0, 160.0, 49.0)","(1.35, 99999, 99990)","(8.5, 18.5, 14.7875)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 63.75)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 86.80000000000001)"
06-01-2023 14:43:15.838231,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 14.7875)","(26.0, 150.0, 70.0)","(101.0, 99999, 99990)","(26.0, 130.0, 63.75)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 86.80000000000001)"
06-01-2023 14:43:16.946818,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 14.7875)","(26.0, 150.0, 104.28571428571428)","(101.0, 99999, 99990)","(26.0, 130.0, 63.75)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 86.80000000000001)"
06-01-2023 14:43:18.120836,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 14.7875)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 63.75)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 102.5)"
06-01-2023 14:43:19.381990,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 63.75)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 102.5)"
06-01-2023 14:43:20.500910,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 63.75)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 102.5)"
06-01-2023 14:43:21.799995,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 63.75)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 102.5)"
06-01-2023 14:43:23.084519,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 86.4)"
06-01-2023 14:43:24.298636,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 86.4)"
06-01-2023 14:43:25.553817,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 86.4)"
06-01-2023 14:43:26.794175,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:27.988409,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:29.158499,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:30.263145,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:31.371981,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:32.539750,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:33.639180,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:34.729577,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:35.855932,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:37.060888,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:38.178175,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:39.527530,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:40.688252,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:41.895433,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:43.321322,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:44.632575,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:45.804923,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:46.924784,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 78.88888888888889)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:48.061658,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 71.25)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:49.233182,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 71.25)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:50.372937,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 71.25)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:51.515490,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 71.25)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:52.655175,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 71.25)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:53.859862,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 71.25)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:55.075426,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 71.25)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:56.284175,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 71.25)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:57.471858,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 71.25)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:58.630173,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 71.25)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:43:59.820616,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 107.33333333333333)","(101.0, 99999, 99990)","(26.0, 130.0, 62.5)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:44:01.054538,"(51.0, 150.0, 51.42857142857143)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 102.0)","(101.0, 99999, 99990)","(26.0, 130.0, 65.2)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:44:02.395943,"(51.0, 150.0, 90.85714285714286)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 102.0)","(101.0, 99999, 99990)","(26.0, 130.0, 65.2)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 111.58333333333334)"
06-01-2023 14:44:03.653316,"(51.0, 150.0, 90.85714285714286)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 150.0, 102.0)","(101.0, 99999, 99990)","(26.0, 130.0, 87.33333333333333)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 130.0, 103.25)"
06-01-2023 14:44:04.811010,"(51.0, 140.0, 114.4)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 140.0, 95.75)","(101.0, 99999, 99990)","(26.0, 120.0, 87.33333333333333)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 120.0, 103.25)"
06-01-2023 14:44:05.997144,"(51.0, 140.0, 90.76923076923077)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 130.0, 87.33333333333333)","(101.0, 99999, 99990)","(26.0, 120.0, 80.66666666666666)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 120.0, 94.91666666666667)"
06-01-2023 14:44:07.266668,"(51.0, 130.0, 84.61538461538461)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 120.0, 87.33333333333333)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:08.517469,"(51.0, 130.0, 84.61538461538461)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 120.0, 85.0)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:09.666692,"(51.0, 130.0, 84.61538461538461)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 120.0, 88.0)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
06-01-2023 14:44:10.819817,"(51.0, 130.0, 84.61538461538461)","(1.35, 99999, 99990)","(8.5, 18.5, 11.075)","(26.0, 110.0, 66.0)","(101.0, 99999, 99990)","(26.0, 110.0, 61.111111111111114)","(61.0, 99999, 99990)","(3.3, 99999, 99990)","(21.0, 110.0, 94.91666666666667)"
