,Pandoras Art,Ee Jay Why,Allaboutlegs,Adda Stormy Lady,Dazzling Jewel,Maple Maree,Knight Eagle
07-12-2022 13:11:30.038196,"(5.5, 8.4, 8.175)","(6.0, 9.4, 8.7)","(1.8, 2.12, 2.1133333333333333)","(3.5, 4.4, 4.302919708029197)","(13.0, 20.0, 19.166666666666668)","(81.0, 180.0, 171.42857142857144)","(101.0, 330.0, 312.22222222222223)"
07-12-2022 13:11:31.078662,"(5.5, 8.4, 8.175)","(6.0, 9.4, 8.7)","(1.8, 2.12, 2.1133333333333333)","(3.5, 4.4, 4.302919708029197)","(13.0, 20.0, 19.166666666666668)","(81.0, 180.0, 171.42857142857144)","(101.0, 330.0, 328.75)"
07-12-2022 13:11:32.191097,"(5.5, 8.4, 8.175)","(6.0, 9.4, 8.7)","(1.8, 2.12, 2.1152)","(3.5, 4.4, 4.302919708029197)","(13.0, 20.0, 19.166666666666668)","(81.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:33.284686,"(5.5, 8.4, 8.175)","(6.0, 9.4, 8.7)","(1.8, 2.12, 2.1152)","(3.5, 4.4, 4.302919708029197)","(13.0, 20.0, 19.166666666666668)","(81.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:34.333454,"(5.5, 8.4, 8.175)","(6.0, 9.4, 8.7)","(1.8, 2.12, 2.1076923076923078)","(3.5, 4.4, 4.302919708029197)","(13.0, 20.0, 19.166666666666668)","(81.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:35.411069,"(5.5, 8.4, 8.175)","(6.0, 9.4, 8.7)","(1.8, 2.12, 2.1076923076923078)","(3.5, 4.4, 4.302919708029197)","(13.0, 20.0, 19.166666666666668)","(81.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:36.428354,"(5.5, 8.4, 8.175)","(6.0, 9.4, 8.7)","(1.8, 2.12, 2.1076923076923078)","(3.5, 4.4, 4.302919708029197)","(13.0, 20.0, 19.166666666666668)","(81.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:37.586867,"(5.5, 8.4, 8.175)","(6.0, 9.4, 8.7)","(1.8, 2.12, 2.1076923076923078)","(3.5, 4.4, 4.302919708029197)","(13.0, 20.0, 19.166666666666668)","(91.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:38.679020,"(5.5, 8.4, 8.175)","(6.0, 9.2, 8.6)","(1.8, 2.12, 2.1076923076923078)","(3.5, 4.4, 4.302919708029197)","(13.0, 20.0, 19.166666666666668)","(101.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:39.819955,"(5.5, 8.4, 8.175)","(6.0, 9.4, 8.6)","(1.8, 2.14, 2.1228571428571428)","(3.5, 4.4, 4.302816901408451)","(13.0, 20.0, 19.166666666666668)","(101.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:40.994268,"(5.5, 8.4, 8.175)","(6.0, 9.4, 8.6)","(1.8, 2.14, 2.1228571428571428)","(3.5, 4.4, 4.302816901408451)","(13.0, 20.0, 19.166666666666668)","(101.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:42.047392,"(5.5, 8.4, 8.261538461538462)","(6.0, 9.4, 8.6)","(1.8, 2.14, 2.1228571428571428)","(3.5, 4.4, 4.302816901408451)","(13.0, 20.0, 19.166666666666668)","(101.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:43.072833,"(5.5, 8.4, 8.261538461538462)","(6.0, 9.4, 8.7)","(1.8, 2.14, 2.1228571428571428)","(3.5, 4.4, 4.302816901408451)","(13.0, 20.0, 19.166666666666668)","(101.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:44.081796,"(5.5, 8.4, 8.261538461538462)","(6.0, 9.2, 8.5)","(1.8, 2.14, 2.1228571428571428)","(3.5, 4.4, 4.302816901408451)","(13.0, 20.0, 19.166666666666668)","(101.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:45.113549,"(5.5, 8.4, 8.261538461538462)","(6.0, 9.2, 8.5)","(1.8, 2.14, 2.1228571428571428)","(3.5, 4.4, 4.302816901408451)","(13.0, 20.0, 19.166666666666668)","(101.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:46.144756,"(5.5, 8.4, 8.261538461538462)","(6.0, 9.4, 8.7)","(1.8, 2.14, 2.1228571428571428)","(3.5, 4.4, 4.303571428571429)","(13.0, 20.0, 19.333333333333332)","(91.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:47.161160,"(5.5, 8.4, 8.261538461538462)","(6.0, 9.4, 8.7)","(1.8, 2.14, 2.1228571428571428)","(3.5, 4.4, 4.303571428571429)","(13.0, 20.0, 19.142857142857142)","(91.0, 180.0, 171.42857142857144)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:48.191969,"(5.5, 8.4, 8.261538461538462)","(6.0, 9.4, 8.066666666666666)","(1.8, 2.14, 2.121538461538462)","(3.5, 4.4, 4.303571428571429)","(13.0, 23.0, 19.571428571428573)","(91.0, 180.0, 288.33333333333337)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:49.197083,"(5.5, 8.4, 8.2)","(6.0, 9.2, 8.7)","(1.8, 2.08, 2.0615384615384618)","(3.5, 4.4, 4.303571428571429)","(13.0, 23.0, 19.571428571428573)","(91.0, 310.0, 288.33333333333337)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:50.233505,"(5.5, 8.4, 8.2)","(6.0, 9.2, 8.366666666666665)","(1.8, 2.08, 2.0614432989690723)","(3.5, 4.4, 4.209433962264151)","(13.0, 23.0, 19.571428571428573)","(91.0, 290.0, 240.0)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:51.216731,"(6.0, 9.2, 8.6)","(6.0, 9.4, 8.6)","(1.8, 2.08, 2.0614432989690723)","(3.6, 4.4, 4.214678899082569)","(14.0, 23.0, 19.571428571428573)","(91.0, 280.0, 234.54545454545456)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:52.161918,"(6.0, 11.0, 10.0)","(6.0, 9.4, 8.7)","(1.8, 2.14, 2.092857142857143)","(3.6, 4.4, 4.214678899082569)","(14.0, 23.0, 19.571428571428573)","(91.0, 270.0, 220.0)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:53.159382,"(6.0, 9.8, 9.533333333333333)","(6.0, 9.4, 8.6)","(1.8, 2.14, 2.095)","(3.6, 4.0, 3.9627659574468086)","(14.0, 23.0, 19.571428571428573)","(91.0, 260.0, 216.25)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:54.120629,"(6.0, 9.8, 9.2)","(6.0, 9.8, 9.48)","(1.8, 2.14, 2.078823529411765)","(3.6, 4.0, 3.9676470588235295)","(14.0, 23.0, 19.666666666666668)","(91.0, 260.0, 216.25)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:55.111197,"(6.0, 9.8, 9.4)","(6.0, 9.6, 8.96)","(1.8, 2.12, 2.1163636363636367)","(3.6, 4.4, 4.24)","(14.0, 23.0, 19.666666666666668)","(101.0, 260.0, 216.25)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:56.119068,"(6.0, 10.5, 10.257142857142856)","(6.0, 9.6, 8.9)","(1.8, 2.12, 2.1163636363636367)","(3.6, 4.3, 4.087096774193548)","(14.0, 22.0, 20.5)","(101.0, 250.0, 212.5)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:57.028034,"(6.0, 10.5, 10.0)","(6.0, 9.6, 8.9)","(1.8, 2.14, 2.13)","(3.6, 4.3, 4.055555555555555)","(14.0, 21.0, 20.0)","(101.0, 250.0, 212.5)","(101.0, 340.0, 328.75)"
07-12-2022 13:11:57.928500,"(6.0, 10.5, 10.0)","(6.0, 9.6, 8.9)","(1.8, 2.14, 2.1315384615384616)","(3.5, 4.3, 4.055555555555555)","(14.0, 21.0, 19.181818181818183)","(101.0, 250.0, 212.5)","(101.0, 330.0, 312.22222222222223)"
07-12-2022 13:11:58.849942,"(6.0, 10.5, 10.0)","(6.0, 9.6, 8.9)","(1.8, 2.14, 2.1315384615384616)","(3.5, 4.3, 4.055555555555555)","(14.0, 21.0, 19.181818181818183)","(101.0, 240.0, 220.0)","(101.0, 330.0, 312.22222222222223)"
07-12-2022 13:11:59.856585,"(6.0, 10.5, 10.0)","(6.0, 9.6, 8.9)","(1.8, 2.14, 2.1315384615384616)","(3.5, 4.3, 4.11219512195122)","(14.0, 21.0, 19.181818181818183)","(101.0, 240.0, 208.75)","(101.0, 330.0, 312.22222222222223)"
07-12-2022 13:12:00.864097,"(6.0, 10.5, 10.0)","(6.5, 9.6, 8.9)","(1.8, 2.1, 2.087142857142857)","(3.5, 4.3, 4.11219512195122)","(14.0, 21.0, 19.181818181818183)","(101.0, 240.0, 208.75)","(101.0, 330.0, 312.22222222222223)"
07-12-2022 13:12:01.910895,"(6.0, 10.5, 10.0)","(6.5, 10.0, 9.040000000000001)","(1.8, 2.08, 2.0700000000000003)","(3.5, 4.3, 4.11219512195122)","(14.0, 21.0, 20.571428571428573)","(101.0, 240.0, 208.75)","(101.0, 330.0, 312.22222222222223)"
07-12-2022 13:12:02.934941,"(6.0, 11.5, 11.357894736842105)","(6.5, 9.8, 9.527272727272727)","(1.8, 2.08, 2.0661111111111112)","(3.5, 4.2, 4.1207317073170735)","(14.0, 25.0, 21.176470588235293)","(101.0, 240.0, 215.0)","(101.0, 330.0, 312.22222222222223)"
07-12-2022 13:12:03.992208,"(6.0, 12.0, 11.625)","(6.5, 9.8, 9.527272727272727)","(1.8, 2.08, 2.0552380952380953)","(3.5, 4.2, 4.1207317073170735)","(13.0, 24.0, 21.77777777777778)","(101.0, 240.0, 215.0)","(101.0, 330.0, 312.22222222222223)"
07-12-2022 13:12:05.096362,"(6.0, 12.0, 9.666666666666666)","(6.5, 9.8, 9.527272727272727)","(1.8, 2.08, 2.06375)","(3.5, 4.2, 4.1207317073170735)","(13.0, 24.0, 21.77777777777778)","(101.0, 240.0, 215.0)","(101.0, 330.0, 312.22222222222223)"
07-12-2022 13:12:06.134929,"(6.0, 12.0, 10.133333333333333)","(6.5, 9.6, 9.333333333333334)","(1.8, 2.12, 2.0933333333333333)","(3.5, 4.2, 4.0984375)","(13.0, 24.0, 20.5)","(101.0, 240.0, 205.0)","(101.0, 330.0, 328.75)"
07-12-2022 13:12:07.181121,"(6.0, 11.0, 9.35)","(6.5, 9.6, 9.292307692307693)","(1.8, 2.12, 2.073846153846154)","(3.5, 4.2, 4.0984375)","(15.0, 22.0, 19.5)","(101.0, 230.0, 205.0)","(101.0, 340.0, 320.0)"
07-12-2022 13:12:08.201859,"(6.0, 11.0, 9.35)","(6.5, 9.6, 9.44)","(1.8, 2.12, 2.0910344827586207)","(3.5, 4.2, 4.0984375)","(15.0, 22.0, 19.5)","(101.0, 230.0, 205.0)","(101.0, 340.0, 320.0)"
07-12-2022 13:12:09.247657,"(6.0, 11.0, 9.35)","(6.5, 9.6, 9.44)","(1.8, 2.12, 2.105)","(3.5, 4.2, 4.0984375)","(15.0, 22.0, 19.5)","(101.0, 230.0, 205.0)","(101.0, 340.0, 320.0)"
07-12-2022 13:12:10.231935,"(6.0, 11.0, 10.174999999999999)","(6.5, 9.8, 9.371428571428572)","(1.8, 2.12, 2.095492957746479)","(3.5, 4.2, 4.0984375)","(15.0, 22.0, 19.5)","(101.0, 230.0, 205.0)","(101.0, 340.0, 320.0)"
07-12-2022 13:12:11.270043,"(6.0, 11.0, 10.43157894736842)","(6.5, 9.8, 9.270588235294118)","(1.8, 2.12, 2.095492957746479)","(3.5, 4.2, 4.045454545454545)","(15.0, 22.0, 19.5)","(101.0, 230.0, 205.0)","(101.0, 340.0, 328.75)"
07-12-2022 13:12:12.300689,"(6.0, 11.0, 10.568)","(6.5, 9.8, 9.252173913043478)","(1.8, 2.06, 2.047575757575758)","(3.5, 4.1, 4.045454545454545)","(15.0, 22.0, 19.5)","(101.0, 230.0, 205.0)","(101.0, 340.0, 328.75)"
07-12-2022 13:12:13.334016,"(6.0, 11.0, 10.584615384615384)","(6.5, 9.6, 9.388235294117647)","(1.8, 2.06, 2.0517241379310347)","(3.5, 4.1, 3.9399999999999995)","(14.0, 22.0, 19.5)","(101.0, 230.0, 205.0)","(101.0, 340.0, 328.75)"
07-12-2022 13:12:14.379802,"(6.0, 11.0, 10.36)","(6.5, 9.6, 9.0)","(1.8, 2.06, 2.0543529411764707)","(3.5, 4.1, 3.962162162162162)","(14.0, 22.0, 19.5)","(101.0, 230.0, 205.0)","(101.0, 340.0, 364.54545454545456)"
07-12-2022 13:12:15.399776,"(6.0, 11.0, 9.799999999999999)","(6.5, 9.6, 9.4)","(1.8, 2.06, 2.0543529411764707)","(3.5, 4.1, 3.9866666666666664)","(14.0, 22.0, 19.5)","(101.0, 230.0, 210.0)","(101.0, 430.0, 318.57142857142856)"
07-12-2022 13:12:16.393386,"(6.0, 11.0, 10.557894736842105)","(6.5, 9.6, 9.266666666666666)","(1.8, 2.02, 2.008780487804878)","(3.5, 4.1, 3.9365384615384613)","(14.0, 22.0, 19.23076923076923)","(101.0, 230.0, 210.0)","(101.0, 410.0, 315.0)"
07-12-2022 13:12:17.361932,"(6.0, 12.0, 11.333333333333334)","(6.5, 10.0, 9.43)","(1.8, 2.02, 2.0093023255813955)","(3.5, 4.0, 3.92258064516129)","(14.0, 22.0, 19.5)","(101.0, 230.0, 210.0)","(101.0, 450.0, 306.0)"
07-12-2022 13:12:18.333538,"(6.0, 12.5, 11.6)","(6.5, 10.0, 9.2)","(1.8, 2.02, 2.012558139534884)","(3.5, 4.0, 3.890909090909091)","(14.0, 22.0, 20.0)","(101.0, 230.0, 210.0)","(101.0, 450.0, 306.0)"
07-12-2022 13:12:19.317439,"(6.0, 12.5, 11.346153846153847)","(6.5, 10.0, 9.2)","(1.8, 2.02, 2.012558139534884)","(3.5, 4.0, 3.890909090909091)","(14.0, 22.0, 20.0)","(101.0, 230.0, 200.0)","(101.0, 450.0, 348.0)"
07-12-2022 13:12:20.341597,"(6.5, 12.5, 11.38888888888889)","(6.5, 10.0, 9.363636363636363)","(1.8, 2.02, 2.013170731707317)","(3.4, 3.95, 3.944)","(14.0, 22.0, 19.5)","(101.0, 230.0, 200.0)","(101.0, 450.0, 348.0)"
07-12-2022 13:12:21.376041,"(6.5, 12.5, 11.375)","(6.5, 10.0, 9.363636363636363)","(1.8, 2.06, 2.0540000000000003)","(3.4, 3.95, 3.944)","(14.0, 22.0, 20.28125)","(101.0, 230.0, 200.0)","(101.0, 450.0, 348.0)"
07-12-2022 13:12:22.359711,"(6.5, 12.5, 11.537037037037036)","(6.5, 10.0, 9.060869565217391)","(1.8, 2.06, 2.0395454545454546)","(3.4, 3.95, 3.9411764705882355)","(14.0, 21.0, 20.035714285714285)","(101.0, 230.0, 200.0)","(101.0, 450.0, 348.0)"
07-12-2022 13:12:23.328452,"(6.5, 12.5, 11.525)","(6.5, 10.0, 9.060869565217391)","(1.8, 2.04, 2.0342857142857143)","(3.4, 3.95, 3.942857142857143)","(14.0, 20.0, 18.90625)","(101.0, 230.0, 200.0)","(101.0, 450.0, 361.6666666666667)"
07-12-2022 13:12:24.311861,"(6.5, 12.5, 11.525)","(6.5, 9.8, 9.063157894736843)","(1.8, 2.02, 2.012558139534884)","(3.4, 4.0, 3.888888888888889)","(14.0, 20.0, 18.90625)","(101.0, 230.0, 200.0)","(101.0, 720.0, 361.6666666666667)"
07-12-2022 13:12:25.219946,"(6.5, 12.0, 11.777777777777779)","(6.5, 9.6, 9.371428571428572)","(1.8, 2.04, 2.001849315068493)","(3.4, 4.0, 3.908695652173913)","(14.0, 20.0, 18.40909090909091)","(101.0, 230.0, 200.0)","(101.0, 710.0, 430.0)"
07-12-2022 13:12:26.212440,"(6.5, 12.0, 11.90909090909091)","(6.5, 9.6, 9.035294117647059)","(1.8, 2.04, 1.9768711656441718)","(3.4, 4.1, 3.956060606060606)","(14.0, 20.0, 18.40909090909091)","(101.0, 230.0, 200.0)","(101.0, 710.0, 430.0)"
07-12-2022 13:12:27.162427,"(6.5, 12.0, 11.428571428571429)","(6.5, 9.6, 9.035294117647059)","(1.8, 2.04, 1.9832960893854747)","(3.4, 4.1, 3.959375)","(14.0, 20.0, 18.40909090909091)","(101.0, 310.0, 273.0769230769231)","(101.0, 710.0, 430.0)"
07-12-2022 13:12:28.115795,"(6.5, 12.0, 11.428571428571429)","(6.5, 9.6, 9.035294117647059)","(1.8, 2.08, 2.0106521739130434)","(3.4, 4.1, 3.9043478260869566)","(14.0, 20.0, 20.041666666666668)","(101.0, 300.0, 260.0)","(101.0, 710.0, 430.0)"
07-12-2022 13:12:29.041691,"(6.5, 12.0, 11.428571428571429)","(6.5, 9.6, 8.914285714285715)","(1.8, 2.06, 2.036)","(3.4, 4.0, 3.8714285714285714)","(14.0, 25.0, 19.4)","(101.0, 300.0, 260.0)","(101.0, 710.0, 470.0)"
07-12-2022 13:12:29.947604,"(6.5, 12.0, 11.333333333333334)","(6.5, 9.6, 8.914285714285715)","(1.8, 2.06, 2.0474358974358973)","(3.4, 3.95, 3.8576923076923078)","(14.0, 24.0, 22.7)","(101.0, 300.0, 265.0)","(101.0, 650.0, 470.0)"
07-12-2022 13:12:30.865469,"(6.5, 11.5, 11.433333333333334)","(6.5, 9.6, 8.933333333333334)","(1.8, 2.06, 2.0242105263157897)","(3.4, 3.95, 3.8576923076923078)","(14.0, 24.0, 20.666666666666668)","(101.0, 300.0, 265.0)","(101.0, 650.0, 470.0)"
07-12-2022 13:12:31.762633,"(6.5, 11.5, 11.452380952380953)","(6.5, 9.6, 8.933333333333334)","(1.8, 2.06, 2.0248275862068965)","(3.4, 3.95, 3.934615384615385)","(14.0, 24.0, 21.692307692307693)","(101.0, 300.0, 265.0)","(101.0, 640.0, 406.6666666666667)"
07-12-2022 13:12:32.766033,"(6.5, 12.0, 11.73076923076923)","(6.5, 9.6, 8.933333333333334)","(1.8, 2.06, 2.0328)","(3.4, 3.95, 3.852777777777778)","(14.0, 24.0, 22.5)","(101.0, 300.0, 265.0)","(101.0, 640.0, 460.0)"
07-12-2022 13:12:33.683907,"(6.5, 12.0, 11.691176470588236)","(6.5, 9.6, 9.255172413793103)","(1.8, 2.06, 2.0318032786885247)","(3.4, 3.95, 3.8545454545454545)","(14.0, 24.0, 22.5)","(101.0, 300.0, 265.0)","(101.0, 630.0, 460.0)"
07-12-2022 13:12:34.644618,"(6.5, 12.0, 11.857142857142858)","(6.5, 9.6, 9.322222222222221)","(1.8, 2.06, 2.003)","(3.4, 3.85, 3.808333333333333)","(14.0, 25.0, 21.516666666666666)","(101.0, 300.0, 265.0)","(101.0, 630.0, 582.8571428571429)"
07-12-2022 13:12:35.693596,"(6.5, 12.5, 12.115384615384615)","(6.5, 9.6, 9.066666666666666)","(1.8, 2.0, 1.9615702479338843)","(3.4, 3.85, 3.803125)","(14.0, 25.0, 21.516666666666666)","(101.0, 300.0, 265.0)","(101.0, 630.0, 465.0)"
07-12-2022 13:12:36.727725,"(6.5, 13.0, 12.863636363636363)","(6.5, 9.6, 9.4)","(1.8, 2.0, 1.971058091286307)","(3.4, 3.85, 3.830952380952381)","(14.0, 25.0, 21.5)","(101.0, 300.0, 265.0)","(101.0, 630.0, 465.0)"
07-12-2022 13:12:37.789113,"(6.5, 13.0, 12.823529411764707)","(6.5, 9.6, 9.36)","(1.8, 2.0, 1.9820689655172414)","(3.4, 3.85, 3.7914634146341464)","(14.0, 25.0, 22.333333333333332)","(101.0, 300.0, 265.0)","(101.0, 630.0, 465.0)"
07-12-2022 13:12:38.864682,"(6.5, 13.0, 12.823529411764707)","(6.5, 9.6, 9.36)","(1.8, 2.04, 2.028)","(3.4, 3.85, 3.7675)","(14.0, 25.0, 21.363636363636363)","(101.0, 300.0, 265.0)","(101.0, 630.0, 477.6923076923077)"
07-12-2022 13:12:39.892534,"(6.5, 12.5, 12.0)","(6.5, 9.6, 9.28)","(1.8, 2.0, 1.9874213836477987)","(3.4, 3.85, 3.7925)","(14.0, 25.0, 21.266666666666666)","(101.0, 300.0, 265.0)","(101.0, 630.0, 355.7142857142857)"
07-12-2022 13:12:40.874612,"(6.5, 12.5, 11.8125)","(6.5, 9.8, 9.572727272727274)","(1.8, 2.0, 1.987142857142857)","(3.4, 3.85, 3.7925)","(14.0, 25.0, 21.266666666666666)","(101.0, 300.0, 265.0)","(101.0, 630.0, 465.0)"
07-12-2022 13:12:41.862635,"(6.5, 12.5, 12.1875)","(6.5, 10.0, 9.538461538461538)","(1.8, 2.0, 1.9774117647058824)","(3.4, 3.85, 3.772727272727273)","(14.0, 25.0, 21.285714285714285)","(101.0, 300.0, 265.0)","(101.0, 620.0, 465.0)"
07-12-2022 13:12:42.860230,"(7.0, 12.5, 12.222222222222221)","(6.5, 9.8, 9.5)","(1.8, 1.98, 1.9714529914529915)","(3.3, 3.85, 3.776086956521739)","(14.0, 25.0, 21.285714285714285)","(101.0, 300.0, 265.0)","(101.0, 620.0, 465.0)"
07-12-2022 13:12:43.785301,"(7.0, 12.5, 12.1875)","(6.5, 9.8, 9.56)","(1.8, 2.0, 1.990377358490566)","(3.3, 3.85, 3.771621621621622)","(14.0, 25.0, 21.75)","(101.0, 300.0, 265.0)","(101.0, 620.0, 465.0)"
07-12-2022 13:12:44.728219,"(7.0, 12.5, 12.038461538461538)","(6.5, 9.8, 9.707692307692309)","(1.8, 2.0, 1.9948014440433213)","(3.3, 3.85, 3.771621621621622)","(14.0, 25.0, 21.75)","(101.0, 300.0, 288.3333333333333)","(101.0, 620.0, 465.0)"
07-12-2022 13:12:45.630491,"(7.0, 11.5, 11.3375)","(6.5, 9.8, 9.600000000000001)","(1.8, 2.0, 1.9948014440433213)","(3.3, 3.85, 3.7924242424242425)","(14.0, 25.0, 22.523809523809526)","(101.0, 340.0, 321.66666666666663)","(101.0, 620.0, 413.3333333333333)"
07-12-2022 13:12:46.567270,"(7.0, 11.5, 11.3375)","(6.5, 9.8, 9.707692307692309)","(1.8, 2.02, 2.0188888888888887)","(3.3, 3.85, 3.7951219512195125)","(14.0, 25.0, 22.4)","(101.0, 340.0, 321.66666666666663)","(101.0, 620.0, 413.3333333333333)"
07-12-2022 13:12:47.550396,"(7.0, 11.5, 11.290322580645162)","(6.5, 9.8, 9.75)","(1.8, 2.04, 2.0098159509202453)","(3.3, 3.85, 3.7866666666666666)","(14.0, 23.0, 22.0)","(101.0, 330.0, 275.0)","(101.0, 610.0, 432.0)"
07-12-2022 13:12:48.506019,"(7.5, 11.5, 11.11111111111111)","(7.0, 10.0, 9.68)","(1.75, 2.0, 1.9923232323232323)","(3.2, 3.85, 3.807777777777778)","(14.0, 23.0, 22.5)","(101.0, 320.0, 280.0)","(101.0, 600.0, 432.0)"
07-12-2022 13:12:49.455693,"(7.5, 11.5, 11.142857142857142)","(7.0, 10.0, 9.781818181818181)","(1.75, 2.04, 2.003969465648855)","(3.2, 3.85, 3.8364864864864865)","(14.0, 25.0, 22.45)","(101.0, 310.0, 300.0)","(101.0, 600.0, 545.0)"
07-12-2022 13:12:50.451069,"(7.5, 11.5, 11.142857142857142)","(7.0, 10.0, 9.8)","(1.75, 2.04, 2.0053125)","(3.2, 3.85, 3.8193877551020408)","(14.0, 25.0, 23.6)","(101.0, 310.0, 300.0)","(101.0, 590.0, 500.0)"
07-12-2022 13:12:51.484537,"(7.5, 11.5, 11.142857142857142)","(7.0, 10.0, 9.736)","(1.75, 2.04, 2.02)","(3.2, 3.85, 3.8071428571428574)","(14.0, 24.0, 23.6)","(101.0, 310.0, 300.0)","(101.0, 590.0, 460.0)"
07-12-2022 13:12:52.425649,"(7.5, 11.5, 11.181818181818182)","(7.0, 10.0, 9.736)","(1.75, 2.04, 2.0239662447257385)","(3.2, 3.85, 3.8071428571428574)","(14.0, 24.0, 23.6)","(101.0, 310.0, 285.7142857142857)","(101.0, 590.0, 373.3333333333333)"
07-12-2022 13:12:53.401384,"(7.5, 11.5, 11.0625)","(7.0, 10.0, 9.748571428571429)","(1.75, 2.04, 2.022075471698113)","(3.2, 3.85, 3.792307692307692)","(14.0, 24.0, 23.77777777777778)","(101.0, 320.0, 285.7142857142857)","(101.0, 590.0, 373.3333333333333)"
07-12-2022 13:12:54.378374,"(7.5, 11.5, 11.266666666666667)","(7.0, 10.0, 9.7)","(1.75, 2.04, 2.03824)","(3.2, 3.75, 3.678600405679513)","(14.0, 24.0, 23.77777777777778)","(101.0, 320.0, 280.0)","(101.0, 590.0, 416.6666666666667)"
07-12-2022 13:12:55.351467,"(7.5, 11.5, 11.208333333333334)","(7.0, 10.0, 9.772413793103448)","(1.75, 2.06, 2.057731958762887)","(3.2, 3.7, 3.6195876288659794)","(14.0, 24.0, 23.6)","(101.0, 320.0, 280.0)","(101.0, 590.0, 416.6666666666667)"
07-12-2022 13:12:56.330329,"(7.5, 11.5, 11.283333333333333)","(7.0, 10.0, 9.785714285714286)","(1.75, 2.08, 2.0611009174311925)","(3.2, 3.7, 3.619387755102041)","(14.0, 24.0, 23.428571428571427)","(101.0, 320.0, 285.0)","(101.0, 590.0, 416.6666666666667)"
07-12-2022 13:12:57.355664,"(7.5, 11.5, 11.479166666666666)","(7.0, 10.0, 9.805405405405406)","(1.75, 2.08, 2.0415094339622644)","(3.2, 3.65, 3.5666666666666664)","(14.0, 24.0, 23.636363636363637)","(101.0, 320.0, 285.0)","(101.0, 590.0, 373.3333333333333)"
07-12-2022 13:12:58.381329,"(7.5, 11.5, 11.466666666666667)","(7.0, 10.0, 9.894736842105264)","(1.75, 2.08, 2.0535064935064935)","(3.2, 3.6, 3.671276595744681)","(14.0, 24.0, 23.5)","(101.0, 320.0, 221.11111111111111)","(101.0, 590.0, 413.3333333333333)"
07-12-2022 13:12:59.407034,"(7.5, 11.5, 11.073770491803279)","(7.0, 10.5, 9.424528301886792)","(1.75, 2.06, 2.0536)","(3.2, 3.7, 3.690909090909091)","(14.0, 25.0, 23.714285714285715)","(101.0, 230.0, 221.11111111111111)","(101.0, 580.0, 450.0)"
07-12-2022 13:13:00.433090,"(7.5, 11.5, 11.066666666666666)","(7.0, 10.5, 9.457894736842105)","(1.75, 2.06, 2.0536)","(3.2, 3.7, 3.606)","(14.0, 25.0, 22.5)","(101.0, 230.0, 221.11111111111111)","(101.0, 570.0, 450.0)"
07-12-2022 13:13:01.405256,"(7.0, 11.5, 11.009615384615385)","(7.0, 9.8, 9.762962962962963)","(1.75, 2.08, 2.0654814814814815)","(3.2, 3.7, 3.606)","(14.0, 24.0, 22.666666666666668)","(101.0, 230.0, 221.11111111111111)","(101.0, 570.0, 510.0)"
07-12-2022 13:13:02.422192,"(7.0, 11.5, 11.333333333333334)","(7.0, 9.8, 9.762962962962963)","(1.75, 2.08, 2.0635151515151517)","(3.2, 3.6, 3.573983739837398)","(14.0, 24.0, 23.142857142857142)","(101.0, 230.0, 221.11111111111111)","(101.0, 570.0, 540.0)"
07-12-2022 13:13:03.408088,"(7.0, 11.5, 11.407407407407407)","(7.0, 10.5, 9.9375)","(1.75, 2.08, 2.063566878980892)","(3.2, 3.6, 3.573983739837398)","(14.0, 24.0, 22.153846153846153)","(101.0, 230.0, 221.11111111111111)","(101.0, 570.0, 540.0)"
