,Squillions,Birdie Curdy,Silverscape,Colors Of The Wind,Optimistic Cowgirl,Street Tapper,Sea Level
08-12-2022 14:09:05.903257,"(3.2, 3.9, 3.78)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.7)","(11.0, 11.5, 9.966666666666667)","(3.2, 8.4, 5.316666666666666)","(10.0, 12.5, 11.5)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:07.432091,"(3.2, 3.9, 3.8633333333333333)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.7)","(11.0, 11.5, 9.966666666666667)","(3.2, 8.4, 7.114285714285714)","(10.0, 12.5, 11.5)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:08.826306,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.7)","(11.0, 11.5, 9.966666666666667)","(3.2, 8.4, 5.316666666666666)","(10.0, 12.5, 11.5)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:10.079208,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.7468749999999997)","(11.0, 11.5, 9.966666666666667)","(3.2, 8.4, 5.316666666666666)","(10.0, 12.5, 11.5)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:11.354752,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.7468749999999997)","(11.0, 11.5, 9.966666666666667)","(3.2, 8.4, 6.858333333333333)","(10.0, 12.5, 11.5)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:12.692363,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.7468749999999997)","(11.0, 11.5, 9.966666666666667)","(3.2, 8.4, 7.114285714285714)","(10.0, 12.5, 11.5)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:14.032252,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.7468749999999997)","(11.0, 11.5, 9.966666666666667)","(3.2, 8.4, 7.114285714285714)","(10.0, 12.5, 11.5)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:15.294622,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.8125)","(11.0, 11.5, 9.966666666666667)","(3.2, 8.4, 7.114285714285714)","(10.0, 12.5, 11.5)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:16.559563,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.8125)","(11.0, 11.5, 9.966666666666667)","(3.2, 8.4, 7.114285714285714)","(10.0, 12.5, 11.5)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:17.851478,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.8125)","(11.0, 11.5, 9.966666666666667)","(3.2, 8.4, 7.114285714285714)","(10.0, 12.5, 11.5)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:19.077304,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.8125)","(11.0, 11.5, 9.966666666666667)","(3.2, 8.4, 7.114285714285714)","(10.0, 12.5, 11.5)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:20.309677,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.8125)","(11.0, 11.5, 9.966666666666667)","(3.2, 8.4, 7.114285714285714)","(10.0, 12.5, 11.5)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:21.557030,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.8125)","(11.0, 11.5, 9.966666666666667)","(3.2, 8.4, 7.114285714285714)","(10.0, 12.5, 11.5)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:22.744824,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.8649999999999998)","(11.0, 11.5, 10.1)","(3.2, 8.4, 7.114285714285714)","(10.0, 12.5, 12.25)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:23.890239,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.8649999999999998)","(11.0, 11.0, 10.1)","(3.2, 8.4, 6.455555555555556)","(10.0, 13.0, 12.25)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:25.054235,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.9, 3.735294117647059)","(11.0, 11.0, 10.1)","(3.2, 8.4, 7.185714285714286)","(10.0, 13.0, 11.285714285714285)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:26.452186,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.95, 3.761764705882353)","(11.0, 11.0, 10.1)","(3.2, 8.4, 6.75)","(10.0, 13.0, 11.285714285714285)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:27.786649,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.95, 3.761764705882353)","(11.0, 11.0, 10.1)","(3.2, 8.4, 6.75)","(10.0, 13.0, 11.285714285714285)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:29.172169,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.95, 3.761764705882353)","(11.0, 11.0, 10.1)","(3.2, 8.4, 6.75)","(10.0, 13.0, 11.285714285714285)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:30.495078,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.95, 3.761764705882353)","(11.0, 11.0, 10.1)","(3.2, 8.4, 6.75)","(10.0, 13.0, 11.285714285714285)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:31.731155,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.95, 3.761764705882353)","(11.0, 11.0, 10.1)","(3.2, 8.4, 6.75)","(10.0, 13.0, 11.285714285714285)","(26.0, 34.0, 29.5)"
08-12-2022 14:09:32.855955,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.6)","(4.0, 3.95, 3.761764705882353)","(11.0, 11.0, 10.1)","(3.2, 8.4, 6.75)","(10.0, 13.0, 11.80952380952381)","(26.0, 34.0, 27.0)"
08-12-2022 14:09:34.016525,"(3.2, 3.9, 3.8)","(9.0, 15.5, 11.803448275862069)","(4.0, 3.95, 3.594444444444444)","(11.0, 11.0, 9.92)","(3.2, 8.4, 7.828571428571429)","(10.0, 13.0, 10.857142857142858)","(26.0, 29.0, 27.0)"
08-12-2022 14:09:35.173966,"(3.2, 3.9, 3.8)","(9.0, 15.5, 11.913793103448276)","(4.0, 3.95, 3.594444444444444)","(11.0, 11.0, 9.92)","(3.2, 8.4, 6.75)","(10.0, 13.0, 10.857142857142858)","(26.0, 29.0, 27.0)"
08-12-2022 14:09:36.364401,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.0)","(4.0, 3.95, 3.6199999999999997)","(11.0, 11.0, 9.92)","(3.2, 8.4, 5.233333333333333)","(10.0, 13.0, 10.857142857142858)","(26.0, 29.0, 27.0)"
08-12-2022 14:09:37.578032,"(3.2, 3.9, 3.8)","(9.0, 16.0, 14.114285714285714)","(4.0, 3.9, 3.594444444444444)","(11.0, 11.0, 8.15)","(3.2, 8.4, 6.6)","(10.0, 13.0, 10.857142857142858)","(26.0, 29.0, 25.8)"
08-12-2022 14:09:38.601014,"(3.0, 3.9, 3.8)","(9.0, 16.0, 13.52)","(3.9, 3.95, 3.594444444444444)","(7.5, 11.0, 7.833333333333334)","(5.0, 8.4, 7.885714285714286)","(8.5, 13.0, 10.857142857142858)","(17.0, 29.0, 27.0)"
08-12-2022 14:09:39.674303,"(3.0, 3.9, 3.8)","(9.0, 16.0, 14.285714285714285)","(3.9, 3.95, 3.594444444444444)","(7.5, 11.0, 10.238095238095237)","(5.0, 8.4, 7.796551724137931)","(8.5, 13.0, 10.857142857142858)","(17.0, 29.0, 27.0)"
08-12-2022 14:09:40.806144,"(3.0, 3.9, 3.8)","(9.0, 16.0, 15.153846153846153)","(3.9, 3.95, 3.594444444444444)","(7.5, 11.0, 8.333333333333334)","(5.0, 8.4, 7.185714285714286)","(8.5, 13.0, 10.857142857142858)","(17.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:41.973059,"(3.0, 3.9, 3.8)","(9.0, 16.0, 14.333333333333334)","(3.9, 3.95, 3.75)","(7.5, 11.0, 8.333333333333334)","(5.0, 8.4, 7.257142857142858)","(8.5, 13.0, 10.857142857142858)","(17.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:43.105008,"(3.0, 3.9, 3.8)","(9.0, 16.0, 15.25)","(3.9, 3.9, 3.6374999999999997)","(7.5, 11.0, 8.333333333333334)","(5.0, 8.4, 7.257142857142858)","(8.5, 13.0, 10.857142857142858)","(17.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:44.223617,"(3.0, 3.9, 3.8)","(9.0, 16.0, 12.333333333333334)","(3.9, 3.9, 3.6374999999999997)","(7.5, 11.0, 8.333333333333334)","(5.0, 8.4, 5.233333333333333)","(8.5, 13.0, 10.692307692307692)","(17.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:45.283841,"(3.0, 3.9, 3.8)","(9.0, 16.0, 12.0)","(3.9, 3.9, 3.75)","(7.5, 11.0, 8.333333333333334)","(5.0, 8.4, 5.233333333333333)","(8.5, 13.0, 10.692307692307692)","(17.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:46.447988,"(3.0, 3.9, 3.8)","(9.0, 16.0, 14.0)","(3.9, 3.9, 3.6374999999999997)","(7.5, 11.0, 8.333333333333334)","(5.0, 8.4, 7.15)","(8.5, 13.0, 10.692307692307692)","(17.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:47.501890,"(3.0, 3.9, 3.8)","(9.0, 16.0, 14.4)","(3.9, 3.9, 3.8125)","(7.5, 11.0, 8.333333333333334)","(5.0, 8.4, 7.15)","(8.5, 13.0, 10.692307692307692)","(17.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:48.600188,"(3.0, 3.9, 3.8)","(9.0, 16.0, 14.0)","(3.9, 3.9, 3.8125)","(7.5, 11.0, 8.6)","(5.0, 8.4, 7.207692307692308)","(8.5, 12.5, 11.5)","(17.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:49.673124,"(3.0, 3.9, 3.8)","(9.0, 16.0, 14.4)","(3.9, 3.9, 3.8125)","(7.0, 10.5, 8.7)","(6.0, 8.4, 7.207692307692308)","(7.5, 12.5, 11.5)","(14.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:50.774709,"(3.0, 3.9, 3.8)","(9.0, 16.0, 14.46875)","(3.9, 3.9, 3.8125)","(7.0, 10.5, 10.205882352941178)","(6.0, 8.4, 7.969444444444445)","(7.5, 12.5, 11.5)","(14.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:51.898885,"(3.0, 3.9, 3.8)","(9.0, 16.0, 14.46875)","(3.9, 3.9, 3.8543478260869564)","(7.0, 10.5, 10.205882352941178)","(6.0, 8.4, 7.207692307692308)","(7.5, 12.5, 11.5)","(14.0, 29.0, 26.625)"
08-12-2022 14:09:52.983242,"(3.0, 3.9, 3.8)","(9.0, 16.0, 12.88888888888889)","(3.9, 3.9, 3.8543478260869564)","(7.0, 10.5, 8.7)","(6.0, 8.4, 7.207692307692308)","(7.5, 12.5, 11.5)","(14.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:54.062377,"(3.0, 3.9, 3.8)","(9.0, 16.0, 12.88888888888889)","(3.9, 3.9, 3.8543478260869564)","(7.0, 10.5, 8.7)","(6.0, 8.4, 7.207692307692308)","(7.5, 12.5, 11.5)","(14.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:54.993855,"(3.0, 3.9, 3.8)","(9.0, 16.0, 14.46875)","(3.9, 3.9, 3.8543478260869564)","(7.0, 10.5, 10.205882352941178)","(6.0, 8.4, 7.93125)","(7.5, 12.5, 11.5)","(14.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:55.994846,"(3.0, 3.9, 3.8)","(9.0, 16.0, 13.2)","(3.9, 3.95, 3.75)","(7.0, 10.5, 8.7)","(6.0, 8.4, 7.284615384615385)","(7.5, 12.5, 11.5)","(14.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:57.009979,"(3.0, 3.9, 3.8)","(9.0, 16.0, 10.575000000000001)","(3.9, 3.95, 3.75)","(7.0, 10.5, 8.7)","(6.0, 8.4, 7.985714285714286)","(7.5, 12.5, 11.5)","(14.0, 29.0, 22.333333333333332)"
08-12-2022 14:09:58.047638,"(3.0, 3.9, 3.8)","(9.0, 15.5, 13.882352941176471)","(3.9, 3.95, 3.75)","(7.0, 10.5, 10.205882352941178)","(6.0, 8.4, 6.65)","(7.5, 12.5, 11.5)","(14.0, 29.0, 26.625)"
08-12-2022 14:09:59.096307,"(3.0, 3.9, 3.8)","(9.0, 15.5, 10.116666666666667)","(3.9, 3.95, 3.75)","(7.0, 10.5, 8.7)","(6.0, 8.4, 7.861538461538462)","(7.5, 12.5, 11.5)","(14.0, 29.0, 26.625)"
08-12-2022 14:10:00.239737,"(3.0, 3.9, 3.8)","(9.0, 15.0, 11.533333333333333)","(3.9, 3.95, 3.75)","(7.0, 10.5, 10.205882352941178)","(6.0, 8.4, 7.0)","(7.5, 12.5, 11.5)","(14.0, 29.0, 22.333333333333332)"
08-12-2022 14:10:01.287821,"(3.0, 3.9, 3.8)","(9.0, 15.0, 14.285714285714285)","(3.9, 3.95, 3.75)","(7.0, 10.5, 10.205882352941178)","(6.0, 8.4, 6.316666666666667)","(7.5, 12.5, 11.5)","(14.0, 29.0, 23.0)"
08-12-2022 14:10:02.262964,"(3.0, 3.9, 3.8)","(9.0, 15.0, 14.285714285714285)","(3.9, 3.95, 3.75)","(7.0, 10.5, 10.205882352941178)","(6.0, 8.4, 7.844444444444445)","(7.5, 12.5, 11.5)","(14.0, 29.0, 21.285714285714285)"
08-12-2022 14:10:03.298925,"(3.0, 3.9, 3.675)","(9.0, 15.0, 11.100000000000001)","(3.9, 3.95, 3.75)","(7.0, 10.5, 8.7)","(6.0, 8.4, 7.292307692307693)","(7.5, 12.5, 11.5)","(14.0, 29.0, 21.285714285714285)"
08-12-2022 14:10:04.373211,"(3.0, 3.9, 3.675)","(9.0, 15.0, 11.100000000000001)","(3.9, 3.95, 3.75)","(7.0, 10.5, 10.205882352941178)","(6.0, 8.4, 7.963636363636364)","(7.5, 12.5, 11.5)","(14.0, 29.0, 24.636363636363637)"
08-12-2022 14:10:05.478847,"(3.0, 3.9, 3.675)","(9.0, 15.0, 14.0)","(3.9, 3.95, 3.75)","(7.0, 10.5, 10.205882352941178)","(6.0, 8.4, 7.963636363636364)","(7.5, 12.5, 11.5)","(14.0, 29.0, 24.636363636363637)"
08-12-2022 14:10:06.565861,"(3.0, 3.9, 3.675)","(9.0, 15.0, 14.0)","(3.9, 3.95, 3.75)","(7.0, 10.5, 10.205882352941178)","(6.0, 8.4, 7.963636363636364)","(7.5, 12.5, 11.5)","(14.0, 29.0, 24.636363636363637)"
08-12-2022 14:10:07.618770,"(3.0, 3.9, 3.675)","(9.0, 15.0, 13.071428571428571)","(3.9, 3.95, 3.75)","(7.0, 10.5, 8.7)","(6.0, 8.4, 6.933333333333334)","(7.5, 12.5, 11.5)","(14.0, 29.0, 21.285714285714285)"
08-12-2022 14:10:08.671056,"(3.0, 3.9, 3.675)","(9.0, 15.0, 14.052631578947368)","(3.9, 3.95, 3.75)","(7.0, 10.5, 8.7)","(6.0, 8.4, 7.872)","(7.5, 12.5, 11.5)","(14.0, 29.0, 21.285714285714285)"
08-12-2022 14:10:09.687862,"(3.0, 3.9, 3.675)","(9.0, 15.0, 13.933333333333334)","(3.9, 3.95, 3.75)","(7.0, 10.5, 8.25)","(6.0, 8.4, 7.852173913043478)","(7.5, 12.5, 10.9375)","(14.0, 29.0, 24.636363636363637)"
08-12-2022 14:10:10.726106,"(3.0, 3.9, 3.675)","(9.0, 15.0, 14.3)","(3.9, 3.95, 3.75)","(7.0, 10.5, 9.875)","(6.0, 8.2, 6.36)","(7.5, 12.5, 10.9375)","(14.0, 29.0, 26.833333333333336)"
08-12-2022 14:10:11.640091,"(3.0, 3.9, 3.675)","(9.0, 15.0, 14.727272727272727)","(3.9, 3.95, 3.75)","(7.0, 10.5, 9.875)","(6.0, 8.2, 6.36)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 24.0)"
08-12-2022 14:10:12.619623,"(3.0, 3.9, 3.675)","(9.0, 15.0, 14.727272727272727)","(3.9, 3.95, 3.75)","(7.0, 10.0, 8.533333333333333)","(6.0, 8.2, 6.48)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 24.0)"
08-12-2022 14:10:13.650489,"(3.0, 3.9, 3.675)","(9.0, 15.0, 12.75)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.733333333333334)","(6.0, 8.4, 7.6000000000000005)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 26.833333333333336)"
08-12-2022 14:10:14.672915,"(3.0, 3.9, 3.675)","(9.0, 15.0, 12.75)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.733333333333334)","(6.0, 8.4, 6.4)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 24.0)"
08-12-2022 14:10:15.667048,"(3.0, 3.9, 3.675)","(9.0, 15.0, 12.75)","(3.9, 3.95, 3.75)","(7.0, 10.0, 8.96)","(6.0, 8.4, 6.4)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 24.0)"
08-12-2022 14:10:16.663502,"(3.0, 3.9, 3.675)","(9.0, 15.0, 14.666666666666666)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.633333333333333)","(6.0, 8.4, 6.4)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 26.666666666666664)"
08-12-2022 14:10:17.646075,"(3.0, 3.9, 3.675)","(9.0, 15.0, 12.75)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.764705882352942)","(6.0, 8.4, 6.4)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 26.833333333333336)"
08-12-2022 14:10:18.618020,"(3.0, 3.9, 3.75)","(9.0, 15.5, 10.916666666666666)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.485714285714286)","(6.0, 8.4, 6.525)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 26.833333333333336)"
08-12-2022 14:10:19.658837,"(3.0, 3.9, 3.75)","(9.0, 15.5, 13.9375)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.811764705882354)","(6.0, 8.4, 6.525)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 24.0)"
08-12-2022 14:10:20.837257,"(3.0, 3.9, 3.75)","(9.0, 15.5, 12.75)","(3.9, 3.95, 3.75)","(7.0, 10.0, 8.666666666666666)","(6.0, 8.4, 7.175000000000001)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 26.833333333333336)"
08-12-2022 14:10:22.197901,"(3.0, 3.9, 3.75)","(9.0, 15.5, 10.666666666666668)","(3.9, 3.95, 3.75)","(7.0, 10.0, 8.666666666666666)","(6.0, 11.0, 7.433333333333334)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 26.833333333333336)"
08-12-2022 14:10:23.272725,"(3.0, 3.9, 3.75)","(9.0, 15.0, 10.666666666666668)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.3)","(6.0, 10.5, 7.433333333333334)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 24.0)"
08-12-2022 14:10:24.369736,"(3.0, 3.9, 3.5785714285714287)","(9.0, 15.0, 10.666666666666668)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.3)","(6.0, 10.5, 7.433333333333334)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 24.0)"
08-12-2022 14:10:25.472465,"(3.0, 3.9, 3.5785714285714287)","(9.0, 15.0, 10.666666666666668)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.3)","(6.0, 10.5, 7.433333333333334)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 24.0)"
08-12-2022 14:10:26.506921,"(3.0, 3.85, 3.5300000000000002)","(9.0, 15.0, 10.666666666666668)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.3)","(6.0, 10.5, 7.433333333333334)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 24.0)"
08-12-2022 14:10:27.430489,"(3.0, 3.85, 3.5300000000000002)","(9.0, 15.0, 12.636363636363637)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.3)","(6.0, 10.5, 7.433333333333334)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 24.0)"
08-12-2022 14:10:28.512695,"(3.0, 3.85, 3.5300000000000002)","(9.0, 15.0, 12.5)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.3)","(6.0, 10.5, 7.433333333333334)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 24.0)"
08-12-2022 14:10:29.577321,"(3.0, 3.85, 3.5300000000000002)","(9.0, 14.0, 12.833333333333334)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.3)","(6.0, 10.5, 7.433333333333334)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 24.0)"
08-12-2022 14:10:30.539831,"(3.0, 3.85, 3.5300000000000002)","(9.0, 14.5, 12.785714285714285)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.3)","(6.0, 10.5, 7.433333333333334)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 24.0)"
08-12-2022 14:10:31.496884,"(3.0, 3.85, 3.5300000000000002)","(9.0, 14.5, 10.975000000000001)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.3)","(6.0, 10.5, 7.433333333333334)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 24.0)"
08-12-2022 14:10:32.555420,"(3.0, 3.85, 3.5300000000000002)","(9.0, 14.5, 10.975000000000001)","(3.9, 3.95, 3.75)","(7.0, 10.0, 9.3)","(6.0, 10.5, 10.15625)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 23.5)"
08-12-2022 14:10:33.569512,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.5, 13.6)","(3.9, 3.95, 3.7633333333333336)","(7.0, 10.0, 9.3)","(6.0, 10.5, 9.379999999999999)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 26.785714285714285)"
08-12-2022 14:10:34.578085,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.5, 10.975000000000001)","(3.9, 3.95, 3.7633333333333336)","(7.0, 10.0, 8.942857142857143)","(6.0, 10.5, 10.076923076923077)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 26.333333333333332)"
08-12-2022 14:10:35.585649,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.5, 13.61875)","(3.9, 3.95, 3.7633333333333336)","(7.0, 9.8, 8.942857142857143)","(6.0, 10.5, 10.076923076923077)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 26.333333333333332)"
08-12-2022 14:10:36.659862,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.5, 12.785714285714285)","(3.9, 3.95, 3.75)","(7.0, 9.8, 9.3)","(6.0, 10.5, 9.1)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 26.333333333333332)"
08-12-2022 14:10:37.765735,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.5, 13.75)","(3.9, 3.95, 3.7633333333333336)","(7.0, 9.8, 7.800000000000001)","(6.0, 10.5, 8.957142857142857)","(7.5, 12.5, 10.9375)","(14.0, 28.0, 26.333333333333332)"
08-12-2022 14:10:38.882869,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.5, 13.75)","(3.9, 3.95, 3.7633333333333336)","(7.0, 9.8, 7.800000000000001)","(6.0, 10.5, 8.957142857142857)","(7.5, 12.5, 10.833333333333334)","(14.0, 28.0, 26.333333333333332)"
08-12-2022 14:10:39.918434,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.5, 13.7)","(3.9, 3.95, 3.7633333333333336)","(7.0, 9.8, 8.815384615384616)","(6.0, 10.5, 10.1625)","(7.5, 12.5, 10.833333333333334)","(14.0, 28.0, 26.333333333333332)"
08-12-2022 14:10:41.140228,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.5, 12.666666666666666)","(3.9, 3.95, 3.75)","(7.0, 9.6, 7.55)","(6.0, 10.5, 9.15)","(7.5, 12.5, 10.833333333333334)","(14.0, 28.0, 26.333333333333332)"
08-12-2022 14:10:42.358029,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.0, 12.666666666666666)","(3.9, 3.95, 3.75)","(7.0, 9.8, 7.55)","(6.0, 10.5, 10.084)","(7.5, 12.5, 10.833333333333334)","(14.0, 28.0, 26.333333333333332)"
08-12-2022 14:10:43.551092,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.0, 12.8)","(3.9, 3.95, 3.7633333333333336)","(7.0, 9.8, 9.280000000000001)","(6.0, 10.5, 8.46)","(7.5, 12.5, 10.833333333333334)","(14.0, 28.0, 26.333333333333332)"
08-12-2022 14:10:44.734696,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.0, 12.8)","(3.9, 3.95, 3.7633333333333336)","(7.0, 9.8, 9.173913043478262)","(6.0, 10.5, 8.46)","(7.5, 12.5, 10.833333333333334)","(14.0, 28.0, 26.333333333333332)"
08-12-2022 14:10:45.801978,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.0, 12.8)","(3.9, 3.95, 3.7633333333333336)","(7.0, 9.8, 7.571428571428572)","(6.0, 10.5, 6.8999999999999995)","(7.5, 12.5, 10.833333333333334)","(14.0, 28.0, 26.333333333333332)"
08-12-2022 14:10:46.998292,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.0, 12.8)","(3.9, 3.95, 3.7633333333333336)","(7.0, 9.8, 9.15)","(6.0, 10.5, 6.8999999999999995)","(7.5, 12.5, 10.833333333333334)","(14.0, 28.0, 26.333333333333332)"
08-12-2022 14:10:48.446290,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.0, 13.625)","(3.9, 3.95, 3.7633333333333336)","(7.0, 9.8, 9.17142857142857)","(6.0, 10.5, 9.3)","(7.5, 12.5, 10.833333333333334)","(13.0, 28.0, 26.333333333333332)"
08-12-2022 14:10:49.832022,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.0, 12.8)","(3.8, 3.95, 3.7633333333333336)","(6.5, 9.8, 7.742857142857143)","(6.5, 10.5, 10.076)","(7.5, 12.5, 10.833333333333334)","(13.0, 28.0, 26.0)"
08-12-2022 14:10:51.118577,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.0, 13.625)","(3.8, 3.95, 3.7633333333333336)","(6.5, 9.8, 9.15)","(6.5, 10.5, 10.233333333333334)","(7.5, 12.5, 10.833333333333334)","(13.0, 29.0, 25.5)"
08-12-2022 14:10:52.274932,"(3.0, 3.85, 3.6277777777777778)","(9.0, 14.0, 13.625)","(3.8, 3.95, 3.638888888888889)","(6.5, 9.8, 9.145454545454546)","(6.5, 10.5, 10.075)","(7.5, 12.5, 10.833333333333334)","(13.0, 28.0, 25.5)"
08-12-2022 14:10:53.337331,"(3.0, 3.85, 3.4099999999999997)","(9.0, 14.0, 12.8)","(3.8, 3.95, 3.638888888888889)","(6.5, 9.8, 7.571428571428572)","(6.5, 10.5, 10.075)","(7.5, 12.5, 10.833333333333334)","(13.0, 28.0, 25.5)"
08-12-2022 14:10:54.433095,"(3.0, 3.85, 3.8000000000000003)","(9.0, 14.0, 13.625)","(3.8, 3.95, 3.7346153846153847)","(6.5, 9.8, 7.571428571428572)","(6.5, 10.5, 10.221052631578946)","(7.5, 12.5, 10.833333333333334)","(13.0, 28.0, 25.5)"
