,Exciting Times,Holdingno Currency,Voodoo Fella,Malinjang,Shakalakaboomboom,Dollarbill,Peppa Bliss,Slingin A Gun,Studleigh Mark
06-01-2023 14:24:22.489886,"(2.0, 2.42, 2.27)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 100.0, 66.66666666666667)","(5.0, 8.4, 7.3875)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:23.938872,"(2.0, 2.42, 2.27)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 100.0, 66.66666666666667)","(5.0, 8.4, 7.3875)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:25.459212,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 100.0, 66.66666666666667)","(5.0, 8.4, 7.3875)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:27.061121,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 100.0, 66.66666666666667)","(5.0, 8.4, 7.3875)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:28.588089,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 100.0, 66.66666666666667)","(5.0, 8.4, 7.3875)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:30.175456,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 100.0, 66.66666666666667)","(5.0, 8.4, 7.3875)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:31.768474,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 100.0, 66.66666666666667)","(5.0, 8.4, 7.3875)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:33.415703,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 100.0, 66.66666666666667)","(5.0, 8.4, 7.3875)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:34.953379,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 100.0, 66.66666666666667)","(5.0, 8.4, 7.3875)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:36.286789,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 100.0, 65.0)","(5.0, 8.4, 7.3875)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:37.716677,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.3875)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:39.112323,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.3875)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:40.547767,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.3875)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:41.882110,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.3875)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:43.275139,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 6.741666666666666)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:44.666104,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.2, 6.741666666666666)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:46.169705,"(2.0, 2.42, 2.285)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.2, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:47.581891,"(2.0, 2.42, 2.285)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:49.148688,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:50.715520,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:52.270780,"(2.0, 2.42, 2.2563636363636363)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:53.684185,"(2.0, 2.42, 2.2800000000000002)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:55.082905,"(2.0, 2.4, 2.2800000000000002)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:56.446759,"(2.0, 2.4, 2.2800000000000002)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:57.833682,"(2.0, 2.4, 2.2800000000000002)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.921875)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:24:59.337216,"(2.0, 2.4, 2.25)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.5)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:00.853149,"(2.0, 2.34, 2.25)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.5)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:02.327302,"(2.0, 2.34, 2.25)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.5)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:03.812082,"(2.0, 2.34, 2.25)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.5)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:05.302905,"(2.0, 2.34, 2.25)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.111111111111111)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:06.770138,"(2.0, 2.34, 2.25)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.111111111111111)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:08.210483,"(2.0, 2.34, 2.241818181818182)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.111111111111111)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:09.605495,"(2.0, 2.34, 2.2533333333333334)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.181818181818182)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:11.066697,"(2.0, 2.32, 2.2533333333333334)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.181818181818182)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:12.440693,"(2.0, 2.32, 2.2533333333333334)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.181818181818182)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:13.752561,"(2.0, 2.32, 2.2533333333333334)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.181818181818182)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:15.127884,"(2.0, 2.32, 2.2533333333333334)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.181818181818182)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:16.539312,"(2.0, 2.32, 2.2533333333333334)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.181818181818182)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:18.272206,"(2.0, 2.32, 2.2533333333333334)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.181818181818182)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:19.921120,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:21.470120,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:22.996133,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:24.470400,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:25.969906,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:27.476207,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:28.803158,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:30.196069,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:31.509152,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:32.889422,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:34.405262,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:35.794403,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:37.177027,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:38.584109,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:40.061567,"(2.0, 2.32, 2.2342857142857144)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.28125)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:41.522724,"(2.0, 2.32, 2.231764705882353)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.305555555555555)","(21.0, 48.0, 26.857142857142858)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:43.011694,"(2.0, 2.32, 2.231764705882353)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.305555555555555)","(21.0, 50.0, 26.857142857142858)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:44.486501,"(2.0, 2.32, 2.231764705882353)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.305555555555555)","(21.0, 50.0, 26.857142857142858)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:45.872941,"(2.0, 2.32, 2.231764705882353)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.305555555555555)","(21.0, 50.0, 26.857142857142858)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:47.407518,"(2.0, 2.32, 2.231764705882353)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.305555555555555)","(21.0, 50.0, 26.857142857142858)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:49.044958,"(2.0, 2.32, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.933333333333334)","(21.0, 50.0, 26.857142857142858)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:50.596107,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.933333333333334)","(21.0, 50.0, 26.857142857142858)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:52.225356,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.555555555555555)","(21.0, 50.0, 26.857142857142858)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:53.860045,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 4.8125)","(21.0, 50.0, 26.857142857142858)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:55.391913,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.133333333333333)","(21.0, 50.0, 26.857142857142858)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:56.903650,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.133333333333333)","(21.0, 50.0, 26.857142857142858)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:25:58.820932,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.133333333333333)","(21.0, 50.0, 26.857142857142858)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:00.537622,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.133333333333333)","(21.0, 50.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:02.004680,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.133333333333333)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:03.427837,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.133333333333333)","(21.0, 48.0, 35.5)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:04.843351,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.133333333333333)","(21.0, 48.0, 44.875)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:06.289808,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.133333333333333)","(21.0, 48.0, 44.875)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:07.791820,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.133333333333333)","(21.0, 48.0, 44.875)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:09.243702,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.133333333333333)","(21.0, 48.0, 44.875)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:10.668101,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.133333333333333)","(21.0, 48.0, 44.875)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:12.088848,"(2.0, 2.3, 2.237777777777778)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.133333333333333)","(21.0, 48.0, 44.875)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:13.848561,"(2.0, 2.3, 2.2333333333333334)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.246153846153846)","(21.0, 48.0, 44.875)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:16.008934,"(2.0, 2.28, 2.2333333333333334)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.246153846153846)","(21.0, 48.0, 44.875)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:17.850853,"(2.0, 2.28, 2.2333333333333334)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.246153846153846)","(21.0, 48.0, 44.875)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:19.393899,"(2.0, 2.28, 2.2333333333333334)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.246153846153846)","(21.0, 48.0, 44.875)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:21.143245,"(2.0, 2.28, 2.2333333333333334)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.246153846153846)","(21.0, 48.0, 44.875)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:22.701412,"(2.0, 2.28, 2.2275)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.246153846153846)","(21.0, 48.0, 44.875)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
06-01-2023 14:26:24.476556,"(2.0, 2.28, 2.304)","(14.0, 25.0, 19.25)","(8.0, 13.0, 10.5)","(3.5, 5.5, 5.0875)","(21.0, 48.0, 44.875)","(31.0, 95.0, 65.0)","(5.0, 8.4, 7.2)","(61.0, 110.0, 85.0)","(19.0, 38.0, 27.75)"
