,Miss Indi,Eker The Wrecker,Tilly Devine,Sublime Dallas,Mighty Kristy,Early Sunset,Sirius Thinking,Speedy Sunny
14-12-2022 13:40:42.268924,"(7.5, 18.0, 13.4)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:40:43.395484,"(7.5, 18.0, 13.4)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:40:44.492735,"(7.5, 18.0, 13.4)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:40:45.592895,"(7.5, 18.0, 13.4)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:40:46.683621,"(7.5, 18.0, 13.4)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:40:47.824739,"(7.5, 18.0, 13.4)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:40:49.039513,"(7.5, 18.0, 13.4)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:40:50.228577,"(7.5, 18.0, 13.4)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:40:51.412334,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:40:52.600838,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:40:53.769359,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:40:54.957651,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:40:56.519660,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:40:57.782325,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:40:58.851855,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:00.320454,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:01.857800,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:03.133015,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:04.576247,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:06.120032,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:07.267676,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:08.660715,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:09.968294,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:11.625882,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:12.973004,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:14.478156,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:16.132981,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:17.744352,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:19.211521,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:20.615865,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:21.997056,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:23.299074,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:24.816747,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:26.208641,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:27.727703,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:29.178829,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:30.561028,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:31.852427,"(7.5, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(5.0, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:33.138512,"(7.0, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(4.8, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:34.505809,"(7.0, 18.0, 10.0)","(2.5, 3.45, 2.7975000000000003)","(4.8, 7.6, 6.753846153846154)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 38.2)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.550000000000001)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:35.838706,"(7.0, 18.0, 10.0)","(2.5, 3.45, 2.7640350877192983)","(4.8, 7.6, 7.076190476190476)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.615384615384616)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:37.142429,"(7.0, 18.0, 10.0)","(2.5, 3.45, 2.7640350877192983)","(4.8, 7.6, 7.076190476190476)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.615384615384616)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:38.410489,"(7.0, 18.0, 13.4)","(2.5, 3.4, 3.075)","(4.8, 7.6, 7.076190476190476)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.615384615384616)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:39.722094,"(7.0, 18.0, 10.177777777777777)","(2.5, 3.4, 3.075)","(4.8, 7.6, 7.076190476190476)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.615384615384616)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:41.061605,"(7.0, 18.0, 10.177777777777777)","(2.5, 3.4, 3.075)","(4.8, 7.6, 7.076190476190476)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.615384615384616)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:42.384165,"(7.0, 18.0, 10.177777777777777)","(2.5, 3.4, 3.075)","(4.8, 7.6, 7.076190476190476)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.615384615384616)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:43.781791,"(7.0, 18.0, 10.177777777777777)","(2.5, 3.4, 3.075)","(4.8, 7.6, 7.076190476190476)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.615384615384616)","(26.0, 65.0, 35.75)"
14-12-2022 13:41:45.122395,"(7.0, 18.0, 10.177777777777777)","(2.5, 3.4, 3.075)","(4.8, 7.6, 7.076190476190476)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.615384615384616)","(26.0, 65.0, 34.21052631578947)"
14-12-2022 13:41:46.595314,"(7.0, 18.0, 10.177777777777777)","(2.5, 3.4, 3.075)","(4.8, 7.6, 7.076190476190476)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.615384615384616)","(26.0, 65.0, 34.21052631578947)"
14-12-2022 13:41:48.049486,"(7.0, 18.0, 10.177777777777777)","(2.5, 3.4, 3.075)","(4.8, 7.6, 7.076190476190476)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.615384615384616)","(26.0, 65.0, 34.21052631578947)"
14-12-2022 13:41:49.530114,"(7.0, 18.0, 14.32)","(2.5, 3.4, 3.075)","(4.8, 7.6, 7.076190476190476)","(7.5, 13.0, 12.100000000000001)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 13.583333333333334)","(3.7, 6.4, 5.615384615384616)","(26.0, 65.0, 34.21052631578947)"
14-12-2022 13:41:50.915621,"(7.0, 18.0, 14.32)","(2.5, 3.4, 2.9233333333333333)","(4.8, 7.6, 7.076190476190476)","(7.5, 13.0, 12.321739130434782)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 18.545454545454547)","(3.7, 6.4, 6.0)","(26.0, 65.0, 34.21052631578947)"
14-12-2022 13:41:52.572261,"(7.0, 18.0, 10.355555555555556)","(2.5, 3.4, 3.0458333333333334)","(4.8, 7.6, 7.076190476190476)","(7.5, 13.0, 11.75)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 18.545454545454547)","(3.7, 6.4, 6.0)","(26.0, 65.0, 34.21052631578947)"
14-12-2022 13:41:54.049902,"(7.0, 18.0, 10.355555555555556)","(2.5, 3.35, 3.0458333333333334)","(4.8, 7.6, 7.076190476190476)","(7.5, 13.0, 11.4)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 18.772727272727273)","(3.7, 6.4, 5.42)","(26.0, 65.0, 34.21052631578947)"
14-12-2022 13:41:55.481599,"(7.0, 18.0, 10.355555555555556)","(2.5, 3.35, 3.0458333333333334)","(4.8, 7.6, 7.0)","(7.5, 13.0, 11.971428571428572)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 19.0)","(3.7, 6.4, 5.75)","(26.0, 65.0, 34.21052631578947)"
14-12-2022 13:41:57.029342,"(7.0, 18.0, 13.52)","(2.5, 3.35, 3.0458333333333334)","(4.8, 7.4, 6.866666666666667)","(7.5, 13.0, 11.971428571428572)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 19.0)","(3.7, 6.2, 5.75)","(26.0, 65.0, 34.21052631578947)"
14-12-2022 13:41:58.529442,"(7.0, 18.0, 13.52)","(2.5, 3.35, 3.0458333333333334)","(4.8, 7.4, 6.866666666666667)","(7.5, 13.0, 11.466666666666667)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 19.0)","(3.7, 6.2, 5.32)","(26.0, 65.0, 34.21052631578947)"
14-12-2022 13:41:59.971852,"(7.0, 18.0, 13.52)","(2.5, 3.35, 3.0458333333333334)","(4.8, 7.4, 6.866666666666667)","(7.5, 13.0, 12.014285714285714)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 19.0)","(3.7, 6.2, 5.613333333333333)","(26.0, 65.0, 34.21052631578947)"
14-12-2022 13:42:01.245723,"(7.0, 18.0, 13.52)","(2.5, 3.35, 3.0458333333333334)","(4.8, 7.4, 6.866666666666667)","(7.5, 13.0, 12.014285714285714)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 19.0)","(3.7, 6.2, 5.613333333333333)","(26.0, 65.0, 34.21052631578947)"
14-12-2022 13:42:02.685945,"(7.0, 18.0, 13.52)","(2.5, 3.35, 2.939375)","(4.8, 7.4, 6.35)","(7.5, 13.0, 12.014285714285714)","(21.0, 95.0, 47.66666666666667)","(11.0, 24.0, 19.0)","(3.7, 6.2, 5.211764705882353)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:04.000595,"(7.0, 18.0, 13.52)","(2.5, 3.35, 2.939375)","(4.8, 7.6, 6.35)","(7.5, 13.0, 12.014285714285714)","(21.0, 95.0, 45.588235294117645)","(11.0, 24.0, 19.0)","(3.7, 6.2, 5.211764705882353)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:05.528569,"(7.0, 18.0, 13.8)","(2.5, 3.35, 2.939375)","(4.8, 7.6, 6.35)","(7.5, 13.0, 12.014285714285714)","(21.0, 95.0, 45.588235294117645)","(11.0, 24.0, 19.0)","(3.7, 6.2, 5.211764705882353)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:06.912802,"(7.0, 18.0, 13.8)","(2.5, 3.35, 2.939375)","(4.8, 7.6, 6.35)","(7.5, 13.0, 12.014285714285714)","(21.0, 95.0, 45.588235294117645)","(11.0, 24.0, 25.75)","(3.7, 6.2, 5.094736842105263)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:08.059917,"(7.0, 20.0, 16.88)","(2.5, 3.35, 2.939375)","(4.8, 7.6, 6.35)","(7.5, 13.0, 12.014285714285714)","(21.0, 95.0, 45.588235294117645)","(11.0, 30.0, 25.75)","(3.7, 6.2, 5.094736842105263)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:09.409492,"(7.0, 20.0, 16.88)","(2.5, 3.35, 2.939375)","(4.8, 7.6, 6.35)","(7.5, 13.0, 12.014285714285714)","(21.0, 95.0, 45.588235294117645)","(11.0, 30.0, 25.75)","(3.7, 6.2, 5.094736842105263)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:10.856093,"(7.0, 20.0, 16.88)","(2.5, 3.35, 2.939375)","(4.8, 7.6, 6.35)","(7.5, 13.0, 12.014285714285714)","(21.0, 95.0, 45.588235294117645)","(11.0, 30.0, 25.75)","(3.7, 6.2, 5.094736842105263)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:12.265037,"(7.0, 20.0, 16.88)","(2.5, 3.35, 3.0845454545454545)","(4.8, 7.6, 6.35)","(7.5, 13.0, 11.275)","(21.0, 95.0, 45.588235294117645)","(11.0, 30.0, 25.75)","(3.7, 6.2, 4.7)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:13.624763,"(7.0, 20.0, 16.88)","(2.5, 3.35, 3.0845454545454545)","(4.8, 7.6, 6.6)","(7.5, 13.0, 11.275)","(21.0, 95.0, 45.588235294117645)","(11.0, 30.0, 26.0)","(3.7, 6.2, 4.7)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:14.884020,"(7.0, 20.0, 17.814285714285717)","(2.5, 3.5, 2.976521739130435)","(4.8, 7.6, 6.35)","(7.5, 13.0, 11.275)","(21.0, 95.0, 45.588235294117645)","(11.0, 30.0, 26.0)","(3.7, 6.2, 4.944444444444445)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:16.149075,"(7.0, 20.0, 17.814285714285717)","(2.5, 3.45, 3.1208333333333336)","(4.8, 7.6, 6.4125)","(7.5, 13.0, 11.275)","(21.0, 95.0, 45.588235294117645)","(11.0, 30.0, 26.0)","(3.7, 6.0, 5.0)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:17.577609,"(7.0, 20.0, 17.814285714285717)","(2.5, 3.45, 3.1208333333333336)","(4.8, 7.6, 7.077272727272727)","(7.5, 13.0, 11.275)","(21.0, 95.0, 45.588235294117645)","(11.0, 30.0, 26.125)","(3.7, 5.9, 5.0)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:18.849722,"(7.0, 20.0, 17.857142857142858)","(2.5, 3.45, 3.1208333333333336)","(4.8, 7.6, 7.066666666666666)","(7.5, 13.0, 11.275)","(21.0, 95.0, 45.588235294117645)","(11.0, 30.0, 28.333333333333336)","(3.7, 5.9, 5.0)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:19.999642,"(7.0, 20.0, 17.40909090909091)","(2.5, 3.45, 3.1375)","(4.8, 7.4, 7.066666666666666)","(7.5, 13.0, 11.275)","(21.0, 95.0, 45.588235294117645)","(11.0, 30.0, 27.0)","(3.7, 5.9, 5.0)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:21.358938,"(7.0, 20.0, 17.40909090909091)","(2.5, 3.45, 3.1375)","(4.8, 7.4, 7.066666666666666)","(7.5, 13.0, 11.275)","(21.0, 95.0, 45.588235294117645)","(11.0, 30.0, 27.0)","(3.7, 5.9, 5.0)","(26.0, 65.0, 37.14285714285714)"
14-12-2022 13:42:22.722834,"(7.0, 20.0, 17.40909090909091)","(2.5, 3.45, 3.1375)","(4.8, 7.4, 6.9789473684210535)","(7.5, 13.0, 11.275)","(21.0, 95.0, 71.33333333333334)","(11.0, 30.0, 24.23076923076923)","(3.7, 5.9, 5.0)","(26.0, 65.0, 39.76470588235294)"
14-12-2022 13:42:24.231686,"(7.0, 20.0, 18.071428571428573)","(2.5, 3.45, 3.154166666666667)","(4.8, 7.4, 6.371428571428571)","(7.5, 13.0, 11.275)","(21.0, 95.0, 52.4)","(11.0, 30.0, 24.166666666666668)","(3.7, 5.9, 5.0)","(26.0, 65.0, 39.76470588235294)"
14-12-2022 13:42:25.617411,"(7.0, 20.0, 18.071428571428573)","(2.5, 3.45, 3.00625)","(4.8, 7.4, 6.55)","(7.5, 13.0, 11.275)","(21.0, 95.0, 52.4)","(11.0, 30.0, 25.0)","(3.7, 5.9, 5.0)","(26.0, 65.0, 39.76470588235294)"
14-12-2022 13:42:26.968126,"(7.0, 20.0, 18.071428571428573)","(2.5, 3.45, 3.00625)","(4.8, 7.6, 6.9125)","(7.5, 13.0, 11.275)","(21.0, 95.0, 52.4)","(11.0, 30.0, 25.0)","(3.7, 5.9, 5.0)","(26.0, 65.0, 39.76470588235294)"
14-12-2022 13:42:28.186418,"(7.0, 20.0, 18.071428571428573)","(2.5, 3.45, 3.2035714285714287)","(4.8, 7.6, 6.6)","(7.5, 13.0, 11.275)","(21.0, 95.0, 52.4)","(11.0, 30.0, 25.0)","(3.7, 5.9, 5.0)","(26.0, 65.0, 39.76470588235294)"
14-12-2022 13:42:29.516689,"(7.0, 21.0, 17.875)","(2.5, 3.45, 3.2035714285714287)","(4.8, 7.4, 6.6)","(7.5, 13.0, 11.275)","(21.0, 95.0, 52.4)","(11.0, 30.0, 25.0)","(3.7, 5.9, 5.0)","(26.0, 65.0, 39.76470588235294)"
14-12-2022 13:42:30.996386,"(7.0, 21.0, 17.875)","(2.5, 3.45, 3.1714285714285713)","(4.8, 7.6, 6.6)","(7.5, 13.0, 11.533333333333333)","(21.0, 95.0, 50.4)","(11.0, 30.0, 25.0)","(3.7, 5.9, 4.7)","(26.0, 65.0, 39.76470588235294)"
14-12-2022 13:42:32.326685,"(7.0, 21.0, 17.875)","(2.5, 3.4, 3.1714285714285713)","(4.8, 7.6, 6.9125)","(7.5, 13.0, 12.057142857142857)","(21.0, 90.0, 50.4)","(11.0, 30.0, 25.0)","(3.7, 5.9, 4.7)","(26.0, 65.0, 39.76470588235294)"
14-12-2022 13:42:33.733313,"(7.0, 21.0, 17.875)","(2.5, 3.4, 3.1464285714285714)","(4.8, 7.6, 6.555555555555555)","(7.5, 13.0, 12.057142857142857)","(21.0, 90.0, 50.4)","(11.0, 30.0, 25.0)","(3.7, 5.9, 4.7)","(26.0, 65.0, 39.76470588235294)"
