,Atomic Julia,Cheers Poverty,Chemical Reactor,Makaila,Orator,Supercharged,Spearhead,Whodat Boodat
09-01-2023 15:37:45.695131,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 174.28571428571428)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.8606666666666667)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:37:46.902926,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 174.28571428571428)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.8606666666666667)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:37:48.055069,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 174.28571428571428)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.8868749999999999)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:37:49.228273,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 174.28571428571428)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.8868749999999999)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:37:50.437584,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 174.28571428571428)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.8868749999999999)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:37:51.669457,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 174.28571428571428)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.8868749999999999)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:37:52.903380,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 174.28571428571428)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.8868749999999999)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:37:54.052712,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 174.28571428571428)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.8868749999999999)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:37:55.260449,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 174.28571428571428)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.8868749999999999)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:37:56.378412,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 174.28571428571428)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.8868749999999999)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:37:57.483485,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 174.28571428571428)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.8868749999999999)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:37:58.594864,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.8868749999999999)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:37:59.677996,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.8868749999999999)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:00.761036,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.8868749999999999)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:01.878390,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:03.007214,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 46.142857142857146)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:04.217938,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:05.296353,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:06.411925,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:07.554677,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:08.649670,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:09.842009,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:11.037219,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:12.242701,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:13.440559,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:14.643331,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:15.797302,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:16.902415,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:18.093030,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:19.262121,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:20.412896,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:21.519757,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:22.620399,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:23.723444,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:24.778949,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:26.195926,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:27.345740,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:28.576882,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:29.661739,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:30.749405,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:31.945112,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:33.073117,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:34.123774,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:35.165607,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:36.217298,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:37.308495,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:38.314172,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:39.375190,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:40.417050,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:41.459430,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:42.540323,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:43.594728,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:44.658337,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:45.855007,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:47.036128,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:48.071063,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:49.245633,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:50.586639,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:51.692759,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:52.785364,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:53.885752,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:55.020376,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:56.277650,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:57.322764,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:58.368150,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:38:59.591570,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:00.714937,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:01.831495,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:02.955050,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:04.171411,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:05.404180,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:06.628739,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:07.795882,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:09.036838,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:10.470819,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:11.750813,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:13.037508,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:14.313097,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:15.635916,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:17.041759,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:18.407995,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:19.715685,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:39:21.051806,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 47.25)","(9.0, 16.5, 14.0)","(1.45, 1.91, 1.9039344262295081)","(3.2, 5.1, 4.275)","(10.0, 18.5, 15.333333333333332)","(61.0, 200.0, 157.14285714285714)"
