,Atomic Julia,Cheers Poverty,Chemical Reactor,Makaila,Orator,Supercharged,Spearhead,Whodat Boodat
09-01-2023 15:41:59.327886,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:00.519195,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:01.652537,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:02.800249,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:03.963508,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:05.118479,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:06.192743,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:07.258910,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:08.346455,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:09.484323,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:10.647990,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:11.774262,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:12.938824,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:14.120120,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:15.317295,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:16.519242,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:17.729292,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:18.963202,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:20.362270,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:21.677315,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:23.030904,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:24.322917,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:25.636752,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:26.898281,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 167.14285714285714)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.3999999999999995)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:28.155244,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 110.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 15.120000000000001)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.3, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:29.365476,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 15.120000000000001)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:30.612572,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 15.120000000000001)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:31.918252,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 15.120000000000001)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:33.115467,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 15.120000000000001)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:34.370013,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:35.530996,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:36.682762,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:37.886078,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:39.129257,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:40.386727,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:41.605281,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:42.780014,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:44.015702,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 15.383333333333333)","(1.45, 1.63, 1.6277931034482758)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:45.226767,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 15.383333333333333)","(1.45, 1.63, 1.6277931034482758)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:46.463042,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 15.383333333333333)","(1.45, 1.63, 1.6277931034482758)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:47.713145,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 15.383333333333333)","(1.45, 1.63, 1.6277931034482758)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:48.986282,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 15.383333333333333)","(1.45, 1.63, 1.6277931034482758)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:50.207194,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 15.6625)","(1.45, 1.63, 1.6277931034482758)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:51.432638,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 14.266666666666666)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:52.648099,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:53.839100,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:55.054953,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:56.568711,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:57.863537,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:42:59.339450,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:00.757733,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:02.110858,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 12.033333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:03.545780,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 14.133333333333333)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 16.64)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:05.011105,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 113.33333333333334)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:06.329446,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:07.603680,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:08.870204,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:10.046498,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:11.235072,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:12.403301,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:13.652207,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:14.901802,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:16.335485,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:17.688545,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:18.993451,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:20.469278,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:21.999091,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:23.479803,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:25.010721,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:26.293892,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:27.536653,"(101.0, 210.0, 168.57142857142858)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:28.735038,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:30.010646,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:31.261755,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:32.548198,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:33.821347,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:34.957396,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:36.124473,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:37.382499,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
09-01-2023 15:43:38.631514,"(101.0, 210.0, 178.57142857142856)","(71.0, 210.0, 170.0)","(21.0, 55.0, 33.666666666666664)","(9.0, 16.5, 11.9)","(1.45, 1.63, 1.6053846153846154)","(3.2, 5.2, 4.191666666666666)","(10.0, 18.5, 13.95)","(61.0, 200.0, 157.14285714285714)"
