,Mr Bean,Jayville Crew,Pretty Reef,No More Issues,Call Me John,Winged Dominance,Fernbank Flyer
08-01-2023 17:08:35.567220,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:36.575524,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:37.573231,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 22.923076923076923)"
08-01-2023 17:08:38.530317,"(7.0, 15.0, 7.545454545454545)","(26.0, 110.0, 89.28571428571429)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 22.0)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:39.452819,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:40.498190,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:41.468017,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:42.529183,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:43.507831,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:44.485547,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:45.507785,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:46.531600,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:47.567251,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:48.548744,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:49.721089,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:50.759882,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:51.786051,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:52.737704,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:53.684481,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:54.671655,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:55.680212,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:56.680920,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:57.676002,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:58.736933,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:08:59.805385,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:00.904128,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:01.860301,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:02.795107,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:03.743144,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:04.704181,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:05.620241,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:06.514173,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:07.551847,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:08.661623,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:09.721345,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:10.782043,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:11.832553,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:12.855313,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:13.837394,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:14.831933,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:15.749264,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 24.0, 21.3)"
08-01-2023 17:09:16.729509,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.25)","(10.0, 23.0, 20.7)","(10.0, 24.0, 20.5)"
08-01-2023 17:09:17.717855,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.0, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:18.683648,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:19.668795,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:20.639506,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:21.696263,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:22.686210,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:23.664698,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:24.598174,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:25.567507,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:26.612792,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:27.536657,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:28.716684,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:29.675115,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:30.693546,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:31.663144,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:32.749035,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:33.858714,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:34.897528,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:36.006953,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:37.029142,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:38.113112,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:39.157837,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:40.155886,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.1, 1.981923076923077)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:41.174394,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.1, 1.981923076923077)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:42.247658,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.1, 1.981923076923077)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:43.240660,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.1, 1.981923076923077)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:44.163678,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.1, 1.981923076923077)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:45.177793,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.1, 1.981923076923077)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:46.209599,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.1, 1.981923076923077)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:47.234692,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.1, 1.981923076923077)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:48.276980,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.1, 1.981923076923077)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:49.344172,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.1, 1.981923076923077)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:50.394637,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.1, 1.981923076923077)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:51.474201,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.1, 1.981923076923077)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:52.522571,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.1, 1.981923076923077)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:53.532062,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:54.475918,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:55.375478,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:56.377150,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:57.421717,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:58.503480,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.064)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:09:59.577228,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:10:00.684650,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:10:01.746510,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:10:02.848634,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:10:03.844708,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:10:04.757921,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:10:05.690140,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:10:06.625975,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:10:07.614154,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:10:08.630475,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:10:09.711984,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:10:10.821662,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:10:11.919737,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:10:13.011646,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
08-01-2023 17:10:14.020348,"(7.0, 15.0, 10.176470588235293)","(26.0, 110.0, 56.25)","(4.2, 7.2, 5.875581395348837)","(2.0, 3.0, 2.017777777777778)","(5.0, 9.6, 8.7375)","(10.0, 23.0, 20.7)","(10.0, 23.0, 20.5)"
