,Tranquil Coco,Clover Door,Little Gomez,Velocity Shinae,Colonel Angus,Bugatti Spiral,Smooth Grace,Ember Lad
15-12-2022 12:30:47.218676,"(21.0, 80.0, 45.285714285714285)","(19.0, 85.0, 53.0)","(1.6, 1.71, 1.69)","(3.1, 5.7, 5.0)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 307.5)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:30:48.347226,"(21.0, 80.0, 45.285714285714285)","(19.0, 85.0, 53.0)","(1.6, 1.71, 1.69)","(3.1, 5.7, 5.0)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 307.5)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:30:49.444858,"(21.0, 80.0, 45.285714285714285)","(19.0, 85.0, 53.0)","(1.6, 1.71, 1.701111111111111)","(3.1, 5.7, 5.28)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 307.5)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:30:50.643450,"(21.0, 80.0, 45.285714285714285)","(19.0, 85.0, 53.0)","(1.6, 1.71, 1.701111111111111)","(3.1, 5.7, 5.28)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 244.54545454545453)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:30:51.895563,"(21.0, 80.0, 45.285714285714285)","(19.0, 85.0, 72.2)","(1.6, 1.71, 1.69)","(3.1, 5.7, 5.07)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 326.0)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:30:53.225123,"(21.0, 80.0, 45.285714285714285)","(19.0, 75.0, 64.2)","(1.6, 1.71, 1.69)","(3.1, 5.7, 5.07)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 326.0)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:30:54.489554,"(21.0, 80.0, 45.285714285714285)","(19.0, 75.0, 64.2)","(1.6, 1.71, 1.69)","(3.1, 5.7, 5.233333333333333)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 326.0)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:30:55.741592,"(21.0, 80.0, 45.285714285714285)","(19.0, 75.0, 64.2)","(1.6, 1.71, 1.701111111111111)","(3.1, 5.7, 5.233333333333333)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 326.0)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:30:57.080400,"(21.0, 80.0, 45.285714285714285)","(19.0, 75.0, 64.2)","(1.6, 1.71, 1.701111111111111)","(3.1, 5.7, 5.233333333333333)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 326.0)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:30:58.308363,"(21.0, 80.0, 45.285714285714285)","(19.0, 75.0, 64.2)","(1.6, 1.71, 1.69)","(3.1, 5.7, 5.07)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 326.0)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:30:59.619937,"(21.0, 80.0, 45.285714285714285)","(19.0, 75.0, 64.2)","(1.6, 1.71, 1.701111111111111)","(3.1, 5.7, 5.233333333333333)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 326.0)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:00.847621,"(21.0, 80.0, 45.285714285714285)","(19.0, 75.0, 64.2)","(1.6, 1.71, 1.701111111111111)","(3.1, 5.7, 5.233333333333333)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 326.0)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:02.056949,"(21.0, 80.0, 45.285714285714285)","(19.0, 75.0, 64.2)","(1.6, 1.71, 1.701111111111111)","(3.1, 5.7, 5.233333333333333)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 326.0)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:03.230256,"(21.0, 80.0, 45.285714285714285)","(19.0, 75.0, 64.2)","(1.6, 1.71, 1.701111111111111)","(3.1, 5.7, 5.233333333333333)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 326.0)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:04.472872,"(21.0, 80.0, 45.285714285714285)","(19.0, 75.0, 64.2)","(1.6, 1.71, 1.701111111111111)","(3.1, 5.7, 5.07)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:05.828859,"(21.0, 80.0, 45.285714285714285)","(19.0, 75.0, 64.2)","(1.6, 1.71, 1.69)","(3.1, 5.7, 5.07)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:07.037548,"(21.0, 80.0, 45.285714285714285)","(19.0, 75.0, 64.2)","(1.6, 1.71, 1.69)","(3.1, 5.7, 5.233333333333333)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:08.203443,"(21.0, 80.0, 45.285714285714285)","(19.0, 75.0, 64.2)","(1.6, 1.71, 1.6155555555555556)","(3.1, 5.7, 5.233333333333333)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:09.312321,"(21.0, 80.0, 45.285714285714285)","(19.0, 75.0, 61.5)","(1.6, 1.71, 1.6484615384615384)","(3.1, 5.7, 5.127272727272727)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:10.428164,"(21.0, 85.0, 58.77777777777778)","(19.0, 70.0, 34.36363636363636)","(1.6, 1.7, 1.6446153846153846)","(3.1, 5.7, 5.127272727272727)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:11.701938,"(21.0, 80.0, 64.57142857142857)","(19.0, 70.0, 34.36363636363636)","(1.6, 1.7, 1.6446153846153846)","(3.1, 5.7, 5.127272727272727)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:12.967556,"(21.0, 80.0, 64.57142857142857)","(19.0, 70.0, 34.36363636363636)","(1.6, 1.7, 1.6446153846153846)","(3.1, 5.7, 5.127272727272727)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:14.271256,"(21.0, 80.0, 64.57142857142857)","(19.0, 70.0, 38.0)","(1.6, 1.7, 1.6623529411764706)","(3.1, 5.7, 5.291666666666667)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:15.599446,"(21.0, 80.0, 64.57142857142857)","(19.0, 70.0, 38.0)","(1.6, 1.7, 1.6360000000000001)","(3.1, 5.7, 5.291666666666667)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:16.785861,"(21.0, 80.0, 64.57142857142857)","(19.0, 70.0, 38.0)","(1.6, 1.7, 1.6360000000000001)","(3.1, 5.7, 5.127272727272727)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 56.14285714285714)"
15-12-2022 12:31:18.059630,"(21.0, 80.0, 64.57142857142857)","(19.0, 70.0, 35.81818181818181)","(1.6, 1.7, 1.6360000000000001)","(3.1, 5.7, 5.127272727272727)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 49.666666666666664)"
15-12-2022 12:31:19.572058,"(21.0, 80.0, 64.57142857142857)","(19.0, 70.0, 35.81818181818181)","(1.6, 1.7, 1.665)","(3.1, 5.7, 5.233333333333333)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 81.0)"
15-12-2022 12:31:20.919121,"(21.0, 80.0, 64.57142857142857)","(19.0, 70.0, 35.81818181818181)","(1.6, 1.7, 1.665)","(3.1, 5.7, 5.233333333333333)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:22.114716,"(21.0, 80.0, 64.57142857142857)","(19.0, 65.0, 38.75)","(1.6, 1.7, 1.665)","(3.1, 5.7, 5.127272727272727)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:23.456924,"(21.0, 80.0, 64.57142857142857)","(19.0, 60.0, 34.1)","(1.6, 1.7, 1.649090909090909)","(3.1, 5.7, 5.127272727272727)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:24.805881,"(21.0, 80.0, 64.57142857142857)","(19.0, 60.0, 34.1)","(1.6, 1.7, 1.649090909090909)","(3.1, 5.7, 5.127272727272727)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:26.172106,"(21.0, 80.0, 62.666666666666664)","(19.0, 60.0, 34.1)","(1.6, 1.7, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:27.445644,"(21.0, 70.0, 62.666666666666664)","(19.0, 60.0, 34.1)","(1.6, 1.7, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:28.678278,"(21.0, 90.0, 68.14285714285714)","(19.0, 60.0, 34.1)","(1.6, 1.7, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:29.949000,"(21.0, 85.0, 68.14285714285714)","(19.0, 60.0, 34.1)","(1.6, 1.7, 1.6563636363636363)","(3.1, 5.7, 5.127272727272727)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:31.206829,"(21.0, 85.0, 68.14285714285714)","(19.0, 60.0, 34.1)","(1.6, 1.7, 1.6563636363636363)","(3.1, 5.7, 5.127272727272727)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:32.451446,"(21.0, 85.0, 68.14285714285714)","(19.0, 60.0, 34.1)","(1.6, 1.7, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:33.683810,"(21.0, 85.0, 68.14285714285714)","(19.0, 50.0, 30.363636363636363)","(1.6, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:34.954314,"(21.0, 85.0, 68.14285714285714)","(19.0, 50.0, 30.363636363636363)","(1.6, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 18.0, 12.75)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:36.231832,"(21.0, 85.0, 68.14285714285714)","(19.0, 50.0, 30.363636363636363)","(1.6, 1.69, 1.67)","(3.1, 5.7, 5.127272727272727)","(9.0, 18.0, 13.2)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:37.471552,"(21.0, 85.0, 68.14285714285714)","(19.0, 50.0, 30.363636363636363)","(1.6, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.5, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:38.720850,"(21.0, 85.0, 68.14285714285714)","(19.0, 50.0, 30.363636363636363)","(1.6, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:39.939162,"(21.0, 85.0, 68.14285714285714)","(19.0, 50.0, 30.363636363636363)","(1.6, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:41.458398,"(21.0, 85.0, 68.14285714285714)","(19.0, 50.0, 30.363636363636363)","(1.6, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:42.604745,"(21.0, 85.0, 68.14285714285714)","(19.0, 50.0, 30.363636363636363)","(1.6, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:43.894865,"(21.0, 85.0, 68.14285714285714)","(19.0, 50.0, 30.363636363636363)","(1.6, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 48.473684210526315)"
15-12-2022 12:31:45.073761,"(21.0, 85.0, 68.14285714285714)","(19.0, 50.0, 30.363636363636363)","(1.6, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 48.473684210526315)"
15-12-2022 12:31:46.330876,"(21.0, 85.0, 68.14285714285714)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 48.473684210526315)"
15-12-2022 12:31:47.663836,"(21.0, 85.0, 68.14285714285714)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 48.473684210526315)"
15-12-2022 12:31:48.945821,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 48.473684210526315)"
15-12-2022 12:31:50.239598,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 95.0, 85.28571428571428)"
15-12-2022 12:31:51.407468,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:52.604065,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.665)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:53.835005,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:55.116278,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:56.333914,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 295.88235294117646)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:57.572815,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 295.88235294117646)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:58.804366,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 295.88235294117646)","(21.0, 90.0, 81.0)"
15-12-2022 12:31:59.960629,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:01.153065,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:02.506552,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:03.800395,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:05.312529,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:06.794756,"(21.0, 75.0, 61.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:08.119623,"(21.0, 70.0, 42.92307692307692)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:09.397712,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:10.780887,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:12.101329,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:13.558556,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:15.055779,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:16.421997,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:17.882271,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:19.209027,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:20.496404,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:21.814215,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:23.122754,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6542857142857141)","(3.1, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:24.449800,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:25.748114,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.1, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:27.056571,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.2, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:28.464731,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.6614285714285713)","(3.2, 5.7, 5.127272727272727)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 295.88235294117646)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:29.724014,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.2, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 295.88235294117646)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:30.954091,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.2, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 295.88235294117646)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:32.199693,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.2, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
15-12-2022 12:32:33.456753,"(21.0, 70.0, 46.0)","(20.0, 50.0, 33.125)","(1.55, 1.69, 1.67)","(3.2, 5.7, 5.291666666666667)","(9.0, 19.0, 16.875)","(13.0, 34.0, 19.416666666666668)","(61.0, 550.0, 272.10526315789474)","(21.0, 90.0, 81.0)"
