,Young Mase,Lonely Gemma,Goldstar Butters,Opawa Solomon,Homebush Thaw,Six Pack Nugget,Mysterious Lady,Sozins Prince
05-01-2023 15:18:20.959893,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 13.044444444444444)","(4.4, 8.2, 7.6482758620689655)","(9.0, 19.5, 18.490909090909092)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:22.059392,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 13.044444444444444)","(4.4, 8.2, 7.6482758620689655)","(9.0, 19.5, 18.490909090909092)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:23.295814,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 13.044444444444444)","(4.4, 8.2, 7.6482758620689655)","(9.0, 19.5, 18.490909090909092)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:24.442321,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 13.044444444444444)","(4.4, 8.2, 7.6482758620689655)","(9.0, 19.5, 18.945454545454545)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:25.650710,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 13.044444444444444)","(4.4, 8.2, 7.6482758620689655)","(9.0, 20.0, 18.945454545454545)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:26.909975,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 13.044444444444444)","(4.4, 8.2, 7.6482758620689655)","(9.0, 20.0, 18.945454545454545)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:28.176528,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 13.044444444444444)","(4.4, 8.2, 7.6482758620689655)","(9.0, 20.0, 18.945454545454545)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:29.352003,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 13.044444444444444)","(4.4, 8.2, 7.6482758620689655)","(9.0, 20.0, 18.490909090909092)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:30.397124,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 12.11111111111111)","(4.4, 8.2, 7.6482758620689655)","(9.0, 19.5, 18.490909090909092)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:31.481824,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 12.11111111111111)","(4.4, 8.2, 7.6482758620689655)","(9.0, 19.5, 18.490909090909092)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:32.805566,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 12.11111111111111)","(4.4, 8.2, 7.6482758620689655)","(9.0, 19.5, 18.490909090909092)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:34.038443,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 12.11111111111111)","(4.4, 8.2, 7.6482758620689655)","(9.0, 19.5, 18.490909090909092)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:35.192236,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 12.11111111111111)","(4.4, 8.2, 7.6482758620689655)","(9.0, 19.5, 18.945454545454545)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:36.237495,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 12.11111111111111)","(4.4, 8.2, 7.6482758620689655)","(9.0, 20.0, 18.945454545454545)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:37.331687,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 12.11111111111111)","(4.4, 8.2, 7.6482758620689655)","(9.0, 20.0, 18.945454545454545)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:38.427570,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 12.11111111111111)","(4.4, 8.2, 7.6482758620689655)","(9.0, 20.0, 18.945454545454545)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:39.688579,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 12.11111111111111)","(4.4, 8.2, 7.6482758620689655)","(9.0, 20.0, 18.490909090909092)","(10.0, 27.0, 25.309090909090912)"
05-01-2023 15:18:40.935118,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 12.11111111111111)","(4.4, 8.2, 7.6482758620689655)","(9.0, 19.5, 18.945454545454545)","(10.0, 27.0, 24.4)"
05-01-2023 15:18:42.244729,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 14.0, 11.722222222222221)","(4.4, 8.2, 7.993103448275861)","(9.0, 20.0, 18.945454545454545)","(10.0, 26.0, 19.854545454545455)"
05-01-2023 15:18:43.569007,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.722222222222221)","(4.4, 8.6, 7.993103448275861)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:18:44.872906,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.242857142857142)","(4.4, 8.6, 7.993103448275861)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:18:46.054201,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.242857142857142)","(4.4, 8.6, 7.993103448275861)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:18:47.293355,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.242857142857142)","(4.4, 8.6, 7.993103448275861)","(9.0, 20.0, 19.854545454545455)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:18:48.614504,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.242857142857142)","(4.4, 8.6, 7.993103448275861)","(9.0, 21.0, 19.854545454545455)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:18:49.887334,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.242857142857142)","(4.4, 8.6, 7.993103448275861)","(9.0, 21.0, 19.854545454545455)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:18:51.110457,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.242857142857142)","(4.4, 8.6, 7.993103448275861)","(9.0, 21.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:18:52.353875,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.242857142857142)","(4.4, 8.6, 7.993103448275861)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:18:53.565047,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.242857142857142)","(4.4, 8.6, 7.993103448275861)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:18:54.878921,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.242857142857142)","(4.4, 8.6, 7.993103448275861)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:18:56.186333,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.242857142857142)","(4.4, 8.6, 7.993103448275861)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:18:57.517738,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.242857142857142)","(4.4, 8.6, 7.993103448275861)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:18:58.767010,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.242857142857142)","(4.4, 8.6, 7.993103448275861)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:00.082473,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.242857142857142)","(4.4, 8.6, 7.993103448275861)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:01.391367,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 12.816666666666666)","(4.4, 8.6, 7.8181818181818175)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:02.684886,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 12.816666666666666)","(4.4, 8.6, 7.8181818181818175)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:03.946181,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 12.816666666666666)","(4.4, 8.6, 7.8181818181818175)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:05.161182,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 12.816666666666666)","(4.4, 8.6, 7.8181818181818175)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:06.500830,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 12.816666666666666)","(4.4, 8.6, 7.8181818181818175)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:07.791870,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 12.816666666666666)","(4.4, 8.6, 7.066666666666666)","(9.0, 20.0, 19.854545454545455)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:09.273233,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.879999999999999)","(4.4, 8.4, 7.066666666666666)","(9.0, 21.0, 19.854545454545455)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:10.803243,"(3.4, 4.8, 3.95625)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 24.0, 22.37777777777778)","(5.5, 13.5, 11.879999999999999)","(4.4, 8.4, 7.066666666666666)","(9.0, 21.0, 19.854545454545455)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:12.363819,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 11.879999999999999)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:13.687320,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 11.879999999999999)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:15.032236,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 11.879999999999999)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:16.458878,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 11.879999999999999)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:18.000762,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 11.879999999999999)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:19.541059,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 11.879999999999999)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:20.878071,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 11.879999999999999)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:22.216020,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 11.5)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:23.563075,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:24.838724,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:26.158449,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:27.493731,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:28.793052,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:30.105760,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 19.854545454545455)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:31.392645,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 21.0, 19.854545454545455)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:32.709249,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 21.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:34.038045,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:35.443361,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:36.859534,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:38.399977,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:39.935785,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:41.557189,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:43.207926,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:44.702725,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:46.041884,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:47.299383,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 21.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:48.548435,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 21.488888888888887)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:49.764609,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.933333333333334)","(4.6, 7.0, 6.5)","(10.0, 23.0, 20.28)","(5.5, 13.5, 12.357142857142858)","(4.4, 8.4, 7.066666666666666)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 19.854545454545455)"
05-01-2023 15:19:51.003185,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.08)","(4.6, 7.0, 6.5)","(10.0, 23.0, 20.28)","(5.5, 13.5, 12.423076923076923)","(4.4, 8.4, 7.3999999999999995)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 18.9)"
05-01-2023 15:19:52.249355,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.08)","(4.6, 7.0, 6.5)","(10.0, 23.0, 20.28)","(5.5, 13.0, 12.423076923076923)","(4.4, 8.6, 6.752941176470589)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 18.9)"
05-01-2023 15:19:53.630872,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.08)","(4.6, 7.0, 6.5)","(10.0, 23.0, 20.28)","(5.5, 13.0, 12.423076923076923)","(4.4, 8.4, 6.752941176470589)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 18.9)"
05-01-2023 15:19:55.176422,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.08)","(4.6, 7.0, 6.5)","(10.0, 23.0, 20.28)","(5.5, 13.0, 12.423076923076923)","(4.4, 8.4, 6.752941176470589)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 18.9)"
05-01-2023 15:19:56.484980,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.08)","(4.6, 7.0, 6.5)","(10.0, 23.0, 20.28)","(5.5, 13.0, 12.423076923076923)","(4.4, 8.4, 6.752941176470589)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 18.9)"
05-01-2023 15:19:57.651421,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.08)","(4.6, 7.0, 6.5)","(10.0, 23.0, 20.28)","(5.5, 13.0, 12.423076923076923)","(4.4, 8.4, 6.752941176470589)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 18.9)"
05-01-2023 15:19:58.907763,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.08)","(4.6, 7.0, 6.5)","(10.0, 23.0, 20.28)","(5.5, 13.0, 12.423076923076923)","(4.4, 8.4, 6.752941176470589)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 18.9)"
05-01-2023 15:20:00.308920,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.08)","(4.6, 7.0, 6.5)","(10.0, 23.0, 20.28)","(5.5, 13.0, 12.423076923076923)","(4.4, 8.4, 6.752941176470589)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 18.9)"
05-01-2023 15:20:01.510883,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.08)","(4.6, 7.0, 6.5)","(10.0, 23.0, 20.28)","(5.5, 13.0, 12.423076923076923)","(4.4, 8.4, 6.752941176470589)","(9.0, 20.0, 19.854545454545455)","(10.0, 21.0, 18.9)"
05-01-2023 15:20:02.827675,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.08)","(4.6, 7.0, 6.5)","(10.0, 23.0, 20.28)","(5.5, 13.0, 12.423076923076923)","(4.4, 8.4, 6.752941176470589)","(9.0, 21.0, 19.854545454545455)","(10.0, 21.0, 18.9)"
05-01-2023 15:20:04.178086,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.08)","(4.6, 7.0, 6.5)","(10.0, 23.0, 20.28)","(5.5, 13.0, 12.423076923076923)","(4.4, 8.4, 6.752941176470589)","(9.0, 21.0, 19.854545454545455)","(10.0, 21.0, 18.9)"
05-01-2023 15:20:05.427589,"(3.4, 5.0, 4.093333333333334)","(10.0, 19.0, 17.08)","(4.6, 7.0, 6.5)","(10.0, 23.0, 20.28)","(5.5, 13.0, 12.423076923076923)","(4.4, 8.4, 6.752941176470589)","(9.0, 20.0, 18.945454545454545)","(10.0, 21.0, 18.9)"
