,Atlantic Way,Coronel,Doctor Jack,Martini Dancer,Casrock,Stars N Riches,Alexandra Road,Zeeluck
07-12-2022 17:45:17.178021,"(3.0, 4.4, 4.381818181818182)","(31.0, 48.0, 45.77777777777778)","(10.0, 12.5, 12.078947368421053)","(5.0, 8.4, 8.305263157894737)","(2.7, 2.56, 2.5415450643776825)","(6.5, 7.6, 7.454545454545455)","(71.0, 170.0, 159.28571428571428)","(51.0, 90.0, 76.9047619047619)"
07-12-2022 17:45:18.328338,"(3.0, 4.4, 4.381818181818182)","(31.0, 48.0, 45.77777777777778)","(10.0, 12.5, 12.078947368421053)","(5.0, 8.4, 8.305263157894737)","(2.7, 2.56, 2.5415450643776825)","(6.5, 7.6, 7.454545454545455)","(71.0, 170.0, 159.28571428571428)","(51.0, 90.0, 76.9047619047619)"
07-12-2022 17:45:19.615130,"(3.0, 4.6, 4.419512195121952)","(31.0, 48.0, 44.95238095238095)","(10.0, 13.0, 12.363636363636363)","(5.0, 8.6, 8.441379310344828)","(2.7, 2.48, 2.470344827586207)","(6.5, 7.6, 7.45625)","(71.0, 170.0, 165.55555555555554)","(51.0, 75.0, 74.0)"
07-12-2022 17:45:20.746630,"(3.0, 4.6, 4.419512195121952)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.0, 12.363636363636363)","(5.0, 8.6, 8.441379310344828)","(2.7, 2.54, 2.4715555555555557)","(6.5, 7.6, 7.45625)","(71.0, 170.0, 165.55555555555554)","(51.0, 75.0, 74.0)"
07-12-2022 17:45:21.841877,"(3.0, 4.6, 4.419512195121952)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.0, 12.363636363636363)","(5.0, 8.6, 8.441379310344828)","(2.7, 2.54, 2.472530120481928)","(6.5, 7.6, 7.45625)","(71.0, 170.0, 160.0)","(51.0, 75.0, 74.0)"
07-12-2022 17:45:22.995024,"(3.0, 4.6, 4.473913043478261)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.0, 12.363636363636363)","(5.0, 8.6, 8.48)","(2.7, 2.5, 2.482222222222222)","(6.5, 7.6, 7.449180327868852)","(71.0, 170.0, 160.0)","(51.0, 55.0, 50.43478260869565)"
07-12-2022 17:45:24.072299,"(3.0, 4.6, 4.535294117647059)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.0, 12.481481481481481)","(5.0, 8.6, 8.48)","(2.7, 2.5, 2.48)","(6.5, 7.6, 7.451724137931035)","(71.0, 170.0, 160.0)","(51.0, 60.0, 55.0)"
07-12-2022 17:45:25.217165,"(3.0, 4.6, 4.535294117647059)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.0, 12.481481481481481)","(5.0, 8.6, 8.436363636363637)","(2.7, 2.5, 2.48)","(6.5, 7.6, 7.451724137931035)","(71.0, 170.0, 160.0)","(51.0, 60.0, 51.71052631578947)"
07-12-2022 17:45:26.288821,"(3.0, 4.6, 4.54)","(31.0, 48.0, 44.333333333333336)","(10.0, 13.0, 12.481481481481481)","(5.0, 8.6, 8.461538461538462)","(2.7, 2.5, 2.48)","(6.5, 7.6, 7.451724137931035)","(71.0, 170.0, 160.0)","(51.0, 55.0, 51.71052631578947)"
07-12-2022 17:45:27.398015,"(3.0, 4.6, 4.573170731707317)","(31.0, 46.0, 45.2)","(10.0, 13.0, 13.083333333333334)","(5.0, 8.6, 8.494117647058824)","(2.7, 2.5, 2.48)","(6.5, 7.6, 7.502272727272727)","(71.0, 170.0, 165.0)","(51.0, 55.0, 52.5)"
07-12-2022 17:45:28.582578,"(3.0, 4.6, 4.684210526315789)","(31.0, 46.0, 45.2)","(10.0, 14.0, 13.96)","(5.0, 8.6, 8.45)","(2.7, 2.5, 2.48)","(6.5, 7.6, 7.502272727272727)","(71.0, 170.0, 165.0)","(51.0, 55.0, 52.916666666666664)"
07-12-2022 17:45:29.863010,"(3.0, 4.7, 4.672549019607843)","(31.0, 46.0, 45.2)","(10.0, 14.0, 13.947368421052632)","(5.0, 8.4, 8.45)","(2.7, 2.48, 2.4570212765957447)","(6.5, 7.6, 7.502272727272727)","(71.0, 170.0, 165.0)","(51.0, 55.0, 56.25)"
07-12-2022 17:45:31.216073,"(3.0, 4.7, 4.672549019607843)","(31.0, 46.0, 45.2)","(10.0, 14.0, 13.947368421052632)","(5.0, 8.6, 8.487499999999999)","(2.7, 2.48, 2.461505376344086)","(6.5, 7.6, 7.502272727272727)","(71.0, 170.0, 165.0)","(51.0, 60.0, 54.54545454545455)"
07-12-2022 17:45:32.585236,"(3.0, 4.7, 4.672549019607843)","(31.0, 46.0, 45.2)","(10.0, 14.0, 13.95)","(5.0, 8.6, 8.483870967741936)","(2.7, 2.48, 2.4783333333333335)","(6.5, 7.6, 7.502272727272727)","(71.0, 170.0, 165.0)","(51.0, 55.0, 55.88235294117647)"
07-12-2022 17:45:33.888507,"(3.0, 4.7, 4.658823529411765)","(31.0, 46.0, 45.2)","(10.0, 14.0, 13.958333333333334)","(5.0, 8.4, 8.368421052631579)","(2.7, 2.48, 2.472)","(6.5, 7.6, 7.505154639175258)","(71.0, 170.0, 165.0)","(51.0, 60.0, 55.2)"
07-12-2022 17:45:35.284993,"(3.0, 4.7, 4.6695652173913045)","(31.0, 46.0, 45.2)","(10.0, 14.5, 13.966666666666667)","(5.0, 8.6, 8.475)","(2.7, 2.44, 2.429759036144578)","(6.5, 7.6, 7.508510638297873)","(71.0, 170.0, 162.5)","(51.0, 55.0, 52.77272727272727)"
07-12-2022 17:45:37.114421,"(3.0, 4.7, 4.491666666666667)","(31.0, 46.0, 45.2)","(10.0, 14.5, 13.868421052631579)","(5.0, 8.4, 8.341935483870968)","(2.7, 2.5, 2.4676923076923076)","(6.5, 7.6, 7.509677419354839)","(71.0, 170.0, 162.5)","(51.0, 55.0, 52.77272727272727)"
07-12-2022 17:45:38.682260,"(3.1, 4.6, 4.52)","(31.0, 46.0, 45.2)","(9.0, 14.5, 13.966666666666667)","(5.5, 8.4, 8.362962962962962)","(2.6, 2.46, 2.429682151589242)","(6.5, 7.6, 7.52)","(71.0, 170.0, 162.5)","(51.0, 55.0, 52.77272727272727)"
07-12-2022 17:45:40.083686,"(3.1, 4.6, 4.538461538461538)","(31.0, 46.0, 45.2)","(9.0, 14.5, 14.271428571428572)","(5.5, 8.4, 8.475)","(2.6, 2.46, 2.4347899159663866)","(6.5, 7.6, 7.509677419354839)","(71.0, 170.0, 162.5)","(51.0, 55.0, 52.77272727272727)"
07-12-2022 17:45:41.530848,"(3.1, 4.6, 4.511111111111111)","(31.0, 46.0, 45.2)","(9.0, 14.5, 14.214285714285714)","(5.5, 8.6, 8.433333333333334)","(2.6, 2.44, 2.4188888888888886)","(6.5, 7.6, 7.666666666666666)","(71.0, 170.0, 162.5)","(51.0, 55.0, 52.77272727272727)"
07-12-2022 17:45:43.075951,"(3.2, 4.6, 4.511111111111111)","(31.0, 46.0, 45.666666666666664)","(9.0, 14.5, 14.977272727272727)","(6.0, 8.6, 8.533333333333333)","(2.45, 2.42, 2.372577319587629)","(6.5, 7.8, 7.655555555555555)","(81.0, 170.0, 162.5)","(51.0, 55.0, 50.833333333333336)"
07-12-2022 17:45:44.531349,"(3.2, 4.7, 4.63125)","(31.0, 46.0, 45.666666666666664)","(9.0, 15.0, 14.977272727272727)","(6.0, 8.6, 8.622222222222224)","(2.45, 2.38, 2.391278195488722)","(6.5, 7.8, 7.71578947368421)","(81.0, 170.0, 174.28571428571428)","(51.0, 55.0, 52.30769230769231)"
07-12-2022 17:45:45.923970,"(3.2, 4.7, 4.633333333333333)","(31.0, 46.0, 45.666666666666664)","(9.0, 13.0, 12.931818181818182)","(6.0, 8.8, 8.600000000000001)","(2.4, 2.44, 2.424248704663212)","(6.0, 7.8, 7.588571428571428)","(81.0, 180.0, 174.28571428571428)","(41.0, 55.0, 51.76470588235294)"
07-12-2022 17:45:47.143630,"(3.3, 4.7, 4.633333333333333)","(31.0, 46.0, 45.666666666666664)","(9.0, 13.0, 12.875)","(6.0, 8.8, 8.600000000000001)","(2.4, 2.44, 2.424248704663212)","(6.0, 7.6, 7.578378378378378)","(81.0, 180.0, 174.28571428571428)","(41.0, 55.0, 52.30769230769231)"
07-12-2022 17:45:48.471224,"(3.3, 4.7, 4.668421052631579)","(31.0, 46.0, 45.368421052631575)","(9.0, 13.0, 12.560975609756097)","(6.0, 8.8, 8.600000000000001)","(2.4, 2.44, 2.4317333333333333)","(6.0, 7.8, 7.723809523809524)","(81.0, 180.0, 174.28571428571428)","(41.0, 55.0, 52.30769230769231)"
07-12-2022 17:45:49.690539,"(3.3, 4.7, 4.668421052631579)","(31.0, 46.0, 45.368421052631575)","(9.0, 13.0, 12.522727272727273)","(6.0, 8.8, 8.68)","(2.4, 2.44, 2.439381443298969)","(6.0, 7.8, 7.723809523809524)","(81.0, 180.0, 174.28571428571428)","(41.0, 55.0, 52.142857142857146)"
07-12-2022 17:45:50.812088,"(3.3, 4.7, 4.668421052631579)","(31.0, 46.0, 45.368421052631575)","(9.0, 13.0, 12.522727272727273)","(6.0, 8.6, 8.54)","(2.4, 2.44, 2.439381443298969)","(6.0, 7.8, 7.723809523809524)","(81.0, 180.0, 174.28571428571428)","(41.0, 55.0, 52.142857142857146)"
07-12-2022 17:45:51.959706,"(3.3, 4.7, 4.682352941176471)","(31.0, 46.0, 45.368421052631575)","(9.0, 13.0, 12.676470588235293)","(6.0, 8.6, 8.54)","(2.35, 2.44, 2.4413440860215054)","(6.0, 7.8, 7.723809523809524)","(81.0, 180.0, 174.28571428571428)","(41.0, 55.0, 54.375)"
07-12-2022 17:45:53.209153,"(3.3, 4.7, 4.682352941176471)","(31.0, 46.0, 43.916666666666664)","(9.0, 13.0, 12.605263157894736)","(6.0, 8.6, 8.525)","(2.35, 2.46, 2.442205513784461)","(6.0, 7.8, 7.723809523809524)","(81.0, 180.0, 174.28571428571428)","(41.0, 55.0, 54.76190476190476)"
07-12-2022 17:45:54.459552,"(3.3, 4.7, 4.679310344827586)","(31.0, 46.0, 43.916666666666664)","(9.0, 13.0, 12.605263157894736)","(6.0, 8.6, 8.525)","(2.35, 2.46, 2.442205513784461)","(6.0, 7.8, 7.723809523809524)","(81.0, 180.0, 174.28571428571428)","(41.0, 55.0, 54.166666666666664)"
07-12-2022 17:45:55.832164,"(3.3, 4.7, 4.6567567567567565)","(31.0, 46.0, 43.916666666666664)","(9.0, 13.0, 12.534883720930232)","(6.0, 8.6, 8.525)","(2.35, 2.46, 2.3903092783505153)","(6.0, 7.8, 7.685714285714285)","(81.0, 180.0, 175.0)","(41.0, 55.0, 54.166666666666664)"
07-12-2022 17:45:57.097473,"(3.3, 4.7, 4.658974358974359)","(31.0, 46.0, 44.07692307692308)","(9.0, 13.0, 12.591836734693878)","(6.0, 8.6, 8.525)","(2.35, 2.4, 2.3903092783505153)","(6.0, 7.8, 7.685714285714285)","(81.0, 180.0, 170.0)","(41.0, 55.0, 55.55555555555556)"
07-12-2022 17:45:58.382696,"(3.3, 4.7, 4.689655172413794)","(31.0, 46.0, 40.285714285714285)","(9.0, 13.0, 12.575)","(6.0, 8.6, 8.466666666666667)","(2.35, 2.42, 2.4118072289156625)","(6.0, 8.0, 7.858064516129033)","(81.0, 180.0, 170.0)","(41.0, 60.0, 55.55555555555556)"
07-12-2022 17:45:59.630515,"(3.3, 4.7, 4.663414634146341)","(31.0, 46.0, 44.214285714285715)","(9.0, 13.0, 12.575)","(6.0, 8.8, 8.466666666666667)","(2.35, 2.42, 2.4118072289156625)","(6.0, 8.0, 7.878260869565217)","(81.0, 190.0, 176.66666666666666)","(41.0, 60.0, 54.166666666666664)"
07-12-2022 17:46:01.499006,"(3.3, 4.7, 4.663414634146341)","(31.0, 46.0, 44.214285714285715)","(9.0, 13.0, 12.604651162790697)","(6.0, 8.6, 8.56734693877551)","(2.35, 2.42, 2.4051851851851853)","(6.0, 8.0, 7.894736842105263)","(81.0, 190.0, 176.66666666666666)","(41.0, 55.0, 54.166666666666664)"
07-12-2022 17:46:02.861313,"(3.3, 4.7, 4.663414634146341)","(31.0, 46.0, 44.214285714285715)","(10.0, 13.0, 12.604651162790697)","(6.0, 8.6, 8.700000000000001)","(2.35, 2.42, 2.3694699646643107)","(6.0, 8.0, 7.983333333333333)","(81.0, 190.0, 166.0)","(41.0, 55.0, 50.5)"
07-12-2022 17:46:04.011607,"(3.3, 4.9, 4.812359550561798)","(31.0, 46.0, 43.027027027027025)","(10.0, 12.5, 12.32258064516129)","(6.0, 8.8, 8.656)","(2.35, 2.38, 2.3694699646643107)","(6.0, 8.0, 7.983333333333333)","(81.0, 190.0, 176.66666666666666)","(41.0, 55.0, 50.90909090909091)"
07-12-2022 17:46:05.125652,"(3.4, 4.9, 4.844444444444444)","(31.0, 46.0, 40.5)","(10.0, 12.5, 12.285714285714286)","(6.0, 8.8, 8.675862068965518)","(2.3, 2.38, 2.367518796992481)","(6.0, 8.0, 7.983333333333333)","(81.0, 190.0, 176.66666666666666)","(41.0, 55.0, 50.90909090909091)"
07-12-2022 17:46:06.323372,"(3.4, 5.0, 4.92)","(31.0, 46.0, 41.111111111111114)","(10.0, 12.5, 12.328125)","(6.0, 8.8, 8.72)","(2.3, 2.36, 2.3449999999999998)","(6.0, 8.0, 7.983333333333333)","(81.0, 190.0, 187.0)","(41.0, 50.0, 48.25)"
07-12-2022 17:46:07.623499,"(3.4, 5.0, 4.957142857142857)","(31.0, 46.0, 41.111111111111114)","(10.0, 12.5, 12.328125)","(6.0, 8.8, 8.675862068965518)","(2.3, 2.36, 2.3446808510638295)","(6.0, 8.0, 7.902127659574468)","(81.0, 190.0, 187.27272727272728)","(41.0, 50.0, 48.5)"
07-12-2022 17:46:08.834364,"(3.4, 5.0, 4.995)","(31.0, 46.0, 41.111111111111114)","(10.0, 12.5, 12.291666666666666)","(6.0, 8.8, 8.675862068965518)","(2.3, 2.36, 2.3446808510638295)","(6.0, 8.0, 7.902127659574468)","(81.0, 190.0, 187.27272727272728)","(41.0, 50.0, 48.666666666666664)"
07-12-2022 17:46:10.101715,"(3.4, 5.1, 5.0323529411764705)","(31.0, 46.0, 41.111111111111114)","(10.0, 12.5, 12.192307692307692)","(6.0, 8.8, 8.675862068965518)","(2.3, 2.36, 2.346938775510204)","(6.0, 8.0, 7.893877551020408)","(81.0, 190.0, 187.27272727272728)","(41.0, 50.0, 48.15384615384615)"
07-12-2022 17:46:11.424637,"(3.4, 5.2, 5.11923076923077)","(31.0, 46.0, 41.111111111111114)","(10.0, 12.0, 11.75)","(6.0, 8.8, 8.675862068965518)","(2.3, 2.36, 2.346938775510204)","(6.0, 8.0, 7.893877551020408)","(81.0, 190.0, 187.27272727272728)","(41.0, 50.0, 48.15384615384615)"
07-12-2022 17:46:12.761120,"(3.4, 5.2, 5.115625)","(31.0, 46.0, 42.96551724137931)","(10.0, 12.0, 11.805194805194805)","(6.0, 8.8, 8.675862068965518)","(2.3, 2.36, 2.347070707070707)","(6.0, 8.0, 7.893877551020408)","(81.0, 190.0, 187.27272727272728)","(41.0, 50.0, 47.86666666666667)"
07-12-2022 17:46:13.986615,"(3.4, 5.2, 5.125)","(31.0, 46.0, 42.96551724137931)","(10.0, 12.0, 11.825581395348838)","(6.0, 8.8, 8.74871794871795)","(2.3, 2.36, 2.347070707070707)","(6.0, 8.0, 7.893877551020408)","(81.0, 190.0, 187.27272727272728)","(41.0, 50.0, 47.86666666666667)"
07-12-2022 17:46:15.406557,"(3.4, 5.2, 5.125)","(31.0, 46.0, 42.96551724137931)","(10.0, 12.0, 11.673913043478262)","(6.0, 8.8, 8.742857142857144)","(2.3, 2.36, 2.3324285714285713)","(6.0, 7.8, 7.748837209302326)","(81.0, 190.0, 187.27272727272728)","(41.0, 50.0, 47.86666666666667)"
07-12-2022 17:46:16.671172,"(3.4, 5.3, 5.112903225806451)","(31.0, 46.0, 42.96551724137931)","(10.0, 12.0, 11.710526315789474)","(6.0, 8.8, 8.742857142857144)","(2.3, 2.34, 2.3324285714285713)","(6.0, 7.8, 7.73972602739726)","(81.0, 190.0, 187.27272727272728)","(41.0, 50.0, 48.4)"
07-12-2022 17:46:17.857471,"(3.4, 5.2, 5.150877192982456)","(31.0, 46.0, 42.96551724137931)","(10.0, 12.0, 11.710526315789474)","(6.0, 8.8, 8.74871794871795)","(2.3, 2.36, 2.345607476635514)","(6.0, 7.8, 7.73972602739726)","(81.0, 190.0, 187.27272727272728)","(41.0, 50.0, 48.333333333333336)"
07-12-2022 17:46:18.992060,"(3.4, 5.1, 5.081818181818181)","(31.0, 46.0, 42.96551724137931)","(10.0, 13.0, 11.961538461538462)","(6.0, 8.8, 8.74871794871795)","(2.3, 2.36, 2.351694915254237)","(6.0, 7.8, 7.738028169014084)","(81.0, 190.0, 187.27272727272728)","(41.0, 50.0, 48.333333333333336)"
07-12-2022 17:46:20.142625,"(3.4, 5.1, 5.078571428571428)","(31.0, 46.0, 42.96551724137931)","(10.0, 12.5, 12.261904761904763)","(6.0, 8.8, 8.74871794871795)","(2.3, 2.36, 2.351694915254237)","(6.0, 7.8, 7.738028169014084)","(81.0, 190.0, 187.27272727272728)","(41.0, 50.0, 48.333333333333336)"
07-12-2022 17:46:21.371930,"(3.4, 5.1, 5.078571428571428)","(31.0, 46.0, 42.96551724137931)","(10.0, 12.5, 12.210526315789474)","(6.0, 8.6, 8.392207792207792)","(2.3, 2.36, 2.337209302325581)","(6.0, 7.8, 7.738028169014084)","(81.0, 190.0, 187.27272727272728)","(41.0, 50.0, 48.54545454545455)"
07-12-2022 17:46:22.542583,"(3.4, 5.2, 5.180645161290323)","(31.0, 46.0, 42.96551724137931)","(10.0, 12.5, 12.210526315789474)","(6.0, 8.6, 8.392207792207792)","(2.3, 2.34, 2.337222222222222)","(6.0, 7.8, 7.738028169014084)","(81.0, 190.0, 187.27272727272728)","(41.0, 50.0, 48.8)"
07-12-2022 17:46:23.811228,"(3.4, 5.3, 5.18)","(31.0, 46.0, 42.857142857142854)","(10.0, 12.5, 12.183673469387756)","(6.0, 8.6, 8.392207792207792)","(2.3, 2.34, 2.3443835616438355)","(6.0, 7.8, 7.738028169014084)","(81.0, 190.0, 187.27272727272728)","(41.0, 50.0, 48.8)"
07-12-2022 17:46:25.122605,"(3.4, 5.2, 5.14)","(31.0, 46.0, 40.8)","(10.0, 12.5, 12.064102564102564)","(6.0, 8.6, 8.418181818181818)","(2.3, 2.36, 2.3478260869565215)","(6.0, 7.8, 7.745679012345679)","(81.0, 190.0, 183.52941176470588)","(41.0, 50.0, 48.4)"
07-12-2022 17:46:26.461744,"(3.4, 5.2, 5.155555555555556)","(31.0, 44.0, 40.8)","(10.0, 12.5, 12.833333333333334)","(6.0, 8.6, 8.729411764705883)","(2.3, 2.36, 2.3674725274725272)","(6.0, 7.8, 7.7595238095238095)","(81.0, 200.0, 156.0)","(41.0, 50.0, 53.75)"
07-12-2022 17:46:27.895999,"(3.4, 4.9, 4.83)","(31.0, 44.0, 40.75)","(10.0, 13.0, 13.03448275862069)","(6.0, 8.8, 8.821052631578947)","(2.3, 2.38, 2.3607692307692307)","(6.0, 7.8, 7.7521126760563375)","(81.0, 160.0, 152.85714285714286)","(41.0, 60.0, 55.55555555555556)"
07-12-2022 17:46:29.151074,"(3.4, 4.8, 4.7981132075471695)","(31.0, 44.0, 40.75)","(10.0, 13.5, 13.03448275862069)","(6.0, 9.0, 8.821052631578947)","(2.3, 2.38, 2.370234375)","(6.0, 7.8, 7.758823529411765)","(81.0, 160.0, 152.85714285714286)","(41.0, 60.0, 55.55555555555556)"
07-12-2022 17:46:30.424996,"(3.4, 4.9, 4.857575757575757)","(31.0, 44.0, 40.92307692307692)","(10.0, 13.5, 13.029850746268657)","(6.0, 9.0, 8.83921568627451)","(2.3, 2.38, 2.36046875)","(6.0, 7.8, 7.758823529411765)","(81.0, 160.0, 152.85714285714286)","(41.0, 60.0, 55.55555555555556)"
07-12-2022 17:46:31.687470,"(3.4, 4.9, 4.864556962025317)","(31.0, 44.0, 41.241379310344826)","(10.0, 13.5, 13.041666666666666)","(6.0, 9.0, 8.916883116883117)","(2.3, 2.38, 2.36046875)","(6.0, 7.8, 7.758823529411765)","(81.0, 160.0, 152.85714285714286)","(41.0, 60.0, 56.25)"
07-12-2022 17:46:33.255207,"(3.4, 4.9, 4.883098591549296)","(31.0, 44.0, 41.241379310344826)","(10.0, 13.5, 13.041666666666666)","(6.0, 9.0, 8.916883116883117)","(2.3, 2.38, 2.3594615384615385)","(6.0, 7.8, 7.771428571428571)","(81.0, 160.0, 143.33333333333334)","(41.0, 60.0, 59.44444444444444)"
07-12-2022 17:46:34.485228,"(3.4, 4.8, 4.7534246575342465)","(31.0, 44.0, 41.333333333333336)","(10.0, 13.5, 13.068965517241379)","(6.0, 9.2, 8.925217391304349)","(2.3, 2.36, 2.3594615384615385)","(6.0, 7.8, 7.755844155844156)","(81.0, 150.0, 137.27272727272728)","(41.0, 60.0, 48.41860465116279)"
07-12-2022 17:46:35.865257,"(3.6, 4.8, 4.740625)","(31.0, 44.0, 41.241379310344826)","(10.0, 13.5, 13.097560975609756)","(6.0, 9.2, 9.0432)","(2.3, 2.38, 2.3685714285714283)","(6.0, 7.8, 7.911827956989248)","(81.0, 150.0, 143.33333333333334)","(41.0, 50.0, 51.111111111111114)"
07-12-2022 17:46:37.207433,"(3.6, 4.7, 4.6828125)","(31.0, 44.0, 41.241379310344826)","(10.0, 13.5, 13.44)","(6.0, 9.2, 9.163636363636362)","(2.3, 2.38, 2.3714285714285714)","(6.0, 8.0, 7.922)","(81.0, 150.0, 143.33333333333334)","(41.0, 55.0, 49.90909090909091)"
07-12-2022 17:46:38.574613,"(3.6, 4.7, 4.645098039215686)","(31.0, 44.0, 41.241379310344826)","(10.0, 13.5, 13.44)","(6.0, 9.2, 9.163636363636362)","(2.3, 2.38, 2.371794871794872)","(6.0, 8.0, 7.922)","(81.0, 150.0, 163.33333333333334)","(41.0, 55.0, 49.90909090909091)"
07-12-2022 17:46:40.167096,"(3.8, 4.7, 4.653846153846154)","(31.0, 44.0, 41.03703703703704)","(10.0, 13.5, 13.458333333333334)","(6.5, 9.2, 9.163636363636362)","(2.25, 2.38, 2.371794871794872)","(6.5, 8.0, 7.920408163265306)","(81.0, 170.0, 156.66666666666666)","(41.0, 55.0, 49.90909090909091)"
07-12-2022 17:46:41.615252,"(3.8, 4.7, 4.65483870967742)","(31.0, 44.0, 41.03703703703704)","(10.0, 13.5, 13.458333333333334)","(6.5, 9.2, 9.163636363636362)","(2.25, 2.38, 2.371794871794872)","(6.5, 8.0, 7.916831683168317)","(81.0, 170.0, 171.11111111111111)","(41.0, 55.0, 49.90909090909091)"
07-12-2022 17:46:43.019204,"(3.8, 4.7, 4.65483870967742)","(31.0, 44.0, 41.0)","(10.0, 14.0, 13.636363636363637)","(6.5, 9.2, 9.135849056603773)","(2.25, 2.38, 2.356938775510204)","(6.5, 8.0, 7.916831683168317)","(81.0, 180.0, 172.0)","(41.0, 55.0, 49.61538461538461)"
07-12-2022 17:46:44.473460,"(3.8, 4.7, 4.602272727272727)","(31.0, 44.0, 41.729729729729726)","(10.0, 14.0, 13.546762589928058)","(6.5, 9.2, 9.144)","(2.25, 2.36, 2.371881918819188)","(6.5, 8.0, 7.481159420289855)","(81.0, 180.0, 162.85714285714286)","(41.0, 55.0, 49.61538461538461)"
07-12-2022 17:46:46.025828,"(3.8, 4.8, 4.723880597014926)","(31.0, 44.0, 42.146341463414636)","(10.0, 14.5, 13.69277108433735)","(6.5, 9.4, 9.193939393939393)","(2.25, 2.38, 2.34695652173913)","(6.5, 7.6, 7.490666666666667)","(81.0, 180.0, 164.6153846153846)","(41.0, 55.0, 49.61538461538461)"
07-12-2022 17:46:47.542698,"(3.8, 4.8, 4.741025641025641)","(31.0, 44.0, 42.146341463414636)","(10.0, 14.5, 13.716374269005849)","(6.5, 9.4, 9.26206896551724)","(2.25, 2.36, 2.3466666666666667)","(6.5, 7.6, 7.481159420289855)","(81.0, 180.0, 157.77777777777777)","(41.0, 55.0, 51.733333333333334)"
07-12-2022 17:46:48.965406,"(3.8, 4.8, 4.747727272727273)","(31.0, 44.0, 42.146341463414636)","(10.0, 14.5, 13.796703296703297)","(6.5, 9.4, 9.285714285714285)","(2.2, 2.36, 2.351168831168831)","(6.5, 7.6, 7.489032258064516)","(81.0, 180.0, 152.0)","(41.0, 55.0, 52.958333333333336)"
07-12-2022 17:46:50.539655,"(3.8, 4.8, 4.727142857142857)","(31.0, 44.0, 42.146341463414636)","(10.0, 14.0, 13.743055555555555)","(6.5, 9.4, 9.290909090909091)","(2.2, 2.36, 2.351168831168831)","(6.5, 7.6, 7.489032258064516)","(81.0, 180.0, 157.89473684210526)","(41.0, 55.0, 52.958333333333336)"
07-12-2022 17:46:52.019496,"(3.8, 4.8, 4.727142857142857)","(31.0, 44.0, 42.146341463414636)","(10.0, 14.0, 13.743055555555555)","(6.5, 9.4, 9.290909090909091)","(2.2, 2.36, 2.352405063291139)","(6.5, 7.6, 7.489032258064516)","(81.0, 180.0, 156.66666666666666)","(41.0, 55.0, 52.958333333333336)"
07-12-2022 17:46:53.483177,"(3.8, 4.8, 4.748717948717949)","(31.0, 42.0, 41.45454545454545)","(10.0, 14.0, 13.816831683168317)","(6.5, 9.4, 9.40625)","(2.2, 2.36, 2.371235059760956)","(6.5, 7.6, 7.369411764705883)","(81.0, 180.0, 156.66666666666666)","(41.0, 55.0, 52.23076923076923)"
07-12-2022 17:46:54.826198,"(3.8, 4.8, 4.734545454545454)","(31.0, 42.0, 41.05882352941177)","(10.0, 14.0, 13.816831683168317)","(6.5, 9.6, 9.496774193548386)","(2.2, 2.38, 2.368)","(6.5, 7.4, 7.36578947368421)","(81.0, 180.0, 156.42857142857142)","(41.0, 55.0, 49.25)"
07-12-2022 17:46:56.158730,"(3.8, 4.8, 4.744186046511628)","(31.0, 42.0, 41.05882352941177)","(10.0, 14.0, 13.522222222222222)","(6.5, 9.6, 9.543750000000001)","(2.2, 2.38, 2.367027027027027)","(6.5, 7.4, 7.353571428571429)","(81.0, 180.0, 156.42857142857142)","(41.0, 50.0, 49.25)"
07-12-2022 17:46:57.566629,"(3.8, 4.8, 4.752380952380952)","(31.0, 42.0, 41.05882352941177)","(10.0, 14.0, 13.522222222222222)","(6.5, 9.8, 9.543750000000001)","(2.2, 2.38, 2.376111111111111)","(6.5, 7.4, 7.353571428571429)","(81.0, 180.0, 156.66666666666666)","(41.0, 50.0, 44.10526315789474)"
07-12-2022 17:46:58.979562,"(3.9, 4.8, 4.720661157024793)","(31.0, 42.0, 40.4)","(10.0, 14.0, 13.652777777777779)","(6.5, 9.8, 9.97037037037037)","(2.2, 2.38, 2.3693548387096772)","(6.5, 7.4, 7.29948717948718)","(81.0, 180.0, 156.66666666666666)","(41.0, 46.0, 44.04347826086956)"
07-12-2022 17:47:00.386278,"(3.9, 4.8, 4.71864406779661)","(31.0, 42.0, 40.8)","(10.0, 14.0, 13.652777777777779)","(6.5, 10.0, 9.97037037037037)","(2.2, 2.38, 2.3693548387096772)","(6.5, 7.4, 7.307547169811321)","(81.0, 180.0, 156.66666666666666)","(41.0, 46.0, 44.04347826086956)"
07-12-2022 17:47:01.828050,"(3.9, 4.8, 4.728205128205128)","(31.0, 42.0, 41.0)","(10.0, 14.0, 13.494736842105263)","(7.0, 10.5, 10.179487179487179)","(2.15, 2.36, 2.355695067264574)","(6.5, 7.4, 7.301851851851852)","(81.0, 180.0, 145.2941176470588)","(41.0, 46.0, 44.04347826086956)"
