,Dr Earnie,Little Amelia,Bombers Reward,Slingshot Queen,Dr Audrey,Dr Boone,Dr Cinny,Good Chat Sam
07-12-2022 18:42:43.441865,"(16.0, 22.0, 20.428571428571427)","(5.5, 8.6, 8.613793103448277)","(17.0, 20.0, 19.625)","(2.3, 2.74, 2.690967741935484)","(21.0, 38.0, 34.246153846153845)","(2.25, 2.76, 2.752727272727273)","(41.0, 55.0, 50.90909090909091)","(101.0, 360.0, 327.5)"
07-12-2022 18:42:44.716148,"(16.0, 22.0, 20.379746835443036)","(5.5, 8.8, 8.613793103448277)","(17.0, 20.0, 19.557692307692307)","(2.3, 2.7, 2.6900000000000004)","(21.0, 38.0, 34.57971014492754)","(2.25, 2.78, 2.756470588235294)","(41.0, 55.0, 50.90909090909091)","(101.0, 360.0, 327.5)"
07-12-2022 18:42:45.932952,"(16.0, 22.0, 20.36144578313253)","(5.5, 8.8, 8.53103448275862)","(17.0, 21.0, 19.557692307692307)","(2.3, 2.72, 2.6844444444444444)","(21.0, 38.0, 38.0)","(2.25, 2.78, 2.755135135135135)","(41.0, 55.0, 50.90909090909091)","(101.0, 360.0, 316.6666666666667)"
07-12-2022 18:42:47.135246,"(16.0, 22.0, 20.352941176470587)","(5.5, 8.8, 8.52)","(17.0, 21.0, 19.557692307692307)","(2.3, 2.7, 2.6817021276595745)","(21.0, 42.0, 37.333333333333336)","(2.25, 2.78, 2.755135135135135)","(41.0, 55.0, 50.76923076923077)","(101.0, 360.0, 316.6666666666667)"
07-12-2022 18:42:48.327187,"(16.0, 22.0, 20.36144578313253)","(5.5, 8.6, 8.49090909090909)","(17.0, 21.0, 19.551724137931036)","(2.3, 2.72, 2.705)","(21.0, 38.0, 36.57142857142857)","(2.25, 2.78, 2.7474074074074073)","(41.0, 55.0, 50.76923076923077)","(101.0, 360.0, 327.5)"
07-12-2022 18:42:49.606962,"(16.0, 22.0, 20.293333333333333)","(5.5, 8.6, 8.422222222222222)","(17.0, 21.0, 19.533333333333335)","(2.3, 2.72, 2.7064000000000004)","(21.0, 38.0, 36.44444444444444)","(2.25, 2.76, 2.7728571428571427)","(41.0, 55.0, 48.583333333333336)","(101.0, 360.0, 327.5)"
07-12-2022 18:42:50.881377,"(16.0, 22.0, 20.28205128205128)","(5.5, 8.6, 8.44)","(17.0, 20.0, 19.5625)","(2.3, 2.72, 2.7058823529411766)","(21.0, 40.0, 36.44444444444444)","(2.25, 2.78, 2.7717647058823527)","(41.0, 55.0, 53.125)","(101.0, 360.0, 327.5)"
07-12-2022 18:42:52.126446,"(16.0, 22.0, 20.325)","(5.5, 8.6, 8.49090909090909)","(17.0, 20.0, 19.23076923076923)","(2.3, 2.72, 2.7032000000000003)","(21.0, 40.0, 37.333333333333336)","(2.25, 2.78, 2.773170731707317)","(41.0, 55.0, 53.125)","(101.0, 360.0, 312.5)"
07-12-2022 18:42:53.323660,"(16.0, 22.0, 20.25974025974026)","(5.5, 8.6, 8.49090909090909)","(17.0, 20.0, 19.23076923076923)","(2.3, 2.72, 2.681777777777778)","(21.0, 38.0, 36.57142857142857)","(2.25, 2.78, 2.775)","(41.0, 55.0, 53.04347826086956)","(101.0, 340.0, 215.0)"
07-12-2022 18:42:54.535616,"(16.0, 22.0, 20.236842105263158)","(5.5, 8.6, 8.548936170212766)","(17.0, 20.0, 19.23076923076923)","(2.3, 2.72, 2.698297872340426)","(21.0, 38.0, 36.166666666666664)","(2.25, 2.78, 2.746666666666667)","(41.0, 55.0, 53.80952380952381)","(101.0, 340.0, 248.33333333333334)"
07-12-2022 18:42:55.892419,"(16.0, 22.0, 20.25974025974026)","(5.5, 8.6, 8.020689655172413)","(17.0, 20.0, 19.23076923076923)","(2.3, 2.72, 2.7020512820512823)","(21.0, 38.0, 36.30769230769231)","(2.25, 2.78, 2.763529411764706)","(41.0, 55.0, 53.333333333333336)","(101.0, 340.0, 220.83333333333334)"
07-12-2022 18:42:57.261647,"(16.0, 22.0, 20.2972972972973)","(5.5, 8.2, 7.771428571428571)","(17.0, 20.0, 19.25)","(2.3, 2.72, 2.7293333333333334)","(21.0, 38.0, 38.76923076923077)","(2.25, 2.78, 2.7822727272727272)","(41.0, 55.0, 54.0)","(101.0, 340.0, 252.0)"
07-12-2022 18:42:58.590205,"(14.0, 22.0, 20.384615384615383)","(5.5, 8.0, 7.751898734177215)","(17.0, 19.5, 18.7)","(2.3, 2.74, 2.7586046511627904)","(21.0, 40.0, 37.857142857142854)","(2.25, 2.8, 2.783255813953488)","(41.0, 55.0, 54.0)","(101.0, 340.0, 305.0)"
07-12-2022 18:42:59.900236,"(14.0, 22.0, 20.292134831460675)","(5.5, 8.0, 7.699999999999999)","(17.0, 19.5, 19.1)","(2.3, 2.76, 2.666086956521739)","(21.0, 38.0, 37.368421052631575)","(2.25, 2.8, 2.812)","(41.0, 55.0, 53.333333333333336)","(101.0, 330.0, 296.6666666666667)"
07-12-2022 18:43:01.497826,"(14.0, 22.0, 20.29268292682927)","(5.5, 8.0, 7.826086956521739)","(17.0, 19.5, 19.060606060606062)","(2.3, 2.72, 2.675882352941177)","(21.0, 38.0, 37.368421052631575)","(2.25, 2.82, 2.824)","(41.0, 55.0, 53.421052631578945)","(101.0, 330.0, 260.0)"
07-12-2022 18:43:03.161083,"(14.0, 22.0, 20.29268292682927)","(5.5, 8.0, 7.826086956521739)","(17.0, 20.0, 19.057142857142857)","(2.3, 2.68, 2.6964444444444444)","(21.0, 38.0, 39.09090909090909)","(2.25, 2.84, 2.82125)","(41.0, 55.0, 54.333333333333336)","(101.0, 330.0, 280.0)"
07-12-2022 18:43:04.624363,"(14.0, 22.0, 20.25)","(5.5, 8.0, 7.826086956521739)","(17.0, 20.0, 19.057142857142857)","(2.3, 2.7, 2.6433333333333335)","(21.0, 40.0, 39.23809523809524)","(2.3, 2.84, 2.83)","(41.0, 55.0, 54.333333333333336)","(101.0, 330.0, 260.0)"
07-12-2022 18:43:06.129643,"(14.0, 22.0, 20.229885057471265)","(5.5, 8.2, 7.88)","(17.0, 20.0, 18.886363636363637)","(2.3, 2.68, 2.6525000000000003)","(21.0, 40.0, 38.61538461538461)","(2.3, 2.86, 2.837142857142857)","(41.0, 55.0, 52.6)","(101.0, 330.0, 260.0)"
07-12-2022 18:43:07.619423,"(14.0, 22.0, 20.229885057471265)","(5.5, 8.2, 7.866666666666666)","(17.0, 20.0, 18.835526315789473)","(2.3, 2.68, 2.6562962962962966)","(21.0, 40.0, 38.285714285714285)","(2.3, 2.86, 2.8424)","(41.0, 55.0, 52.6)","(101.0, 330.0, 324.0)"
07-12-2022 18:43:09.015753,"(14.0, 22.0, 20.229885057471265)","(5.5, 8.2, 7.850909090909091)","(17.0, 20.0, 18.8)","(2.3, 2.68, 2.6683333333333334)","(21.0, 40.0, 37.75)","(2.3, 2.86, 2.842631578947368)","(41.0, 55.0, 52.6)","(101.0, 330.0, 322.5)"
07-12-2022 18:43:10.358050,"(14.0, 22.0, 20.188235294117646)","(5.5, 8.2, 7.857142857142857)","(17.0, 20.0, 18.72)","(2.25, 2.68, 2.670909090909091)","(21.0, 38.0, 37.5)","(2.3, 2.86, 2.833333333333333)","(41.0, 55.0, 52.6)","(101.0, 330.0, 327.5)"
07-12-2022 18:43:11.640498,"(14.0, 22.0, 20.19753086419753)","(5.5, 8.2, 7.857142857142857)","(17.0, 20.0, 18.663366336633665)","(2.25, 2.68, 2.670909090909091)","(21.0, 38.0, 37.5)","(2.3, 2.84, 2.8339999999999996)","(41.0, 55.0, 52.708333333333336)","(101.0, 330.0, 342.10526315789474)"
07-12-2022 18:43:12.863125,"(14.0, 22.0, 20.19753086419753)","(5.5, 8.2, 7.857142857142857)","(17.0, 20.0, 18.663366336633665)","(2.25, 2.68, 2.6775)","(21.0, 38.0, 37.945945945945944)","(2.3, 2.84, 2.820952380952381)","(41.0, 55.0, 52.58064516129032)","(101.0, 380.0, 332.0)"
07-12-2022 18:43:14.236376,"(14.0, 21.0, 20.90909090909091)","(5.5, 8.2, 7.85)","(17.0, 19.5, 18.75)","(2.25, 2.68, 2.6682352941176473)","(21.0, 38.0, 39.08771929824562)","(2.3, 2.84, 2.8258823529411763)","(41.0, 55.0, 52.96296296296296)","(101.0, 380.0, 332.0)"
07-12-2022 18:43:15.518153,"(14.0, 21.0, 20.9)","(5.5, 8.2, 7.850909090909091)","(17.0, 19.5, 18.73076923076923)","(2.25, 2.68, 2.6662500000000002)","(21.0, 40.0, 39.08771929824562)","(2.3, 2.84, 2.8105882352941176)","(41.0, 55.0, 52.96296296296296)","(101.0, 380.0, 345.7142857142857)"
07-12-2022 18:43:16.757716,"(14.0, 21.0, 20.9)","(5.5, 8.2, 7.850909090909091)","(17.0, 19.5, 18.73076923076923)","(2.25, 2.68, 2.666666666666667)","(21.0, 40.0, 39.08771929824562)","(2.3, 2.82, 2.822222222222222)","(41.0, 55.0, 52.96296296296296)","(101.0, 380.0, 345.3333333333333)"
07-12-2022 18:43:18.056371,"(14.0, 21.0, 20.9)","(5.5, 8.2, 7.844444444444444)","(17.0, 19.5, 18.73076923076923)","(2.25, 2.68, 2.668)","(21.0, 40.0, 39.08771929824562)","(2.3, 2.84, 2.8307692307692305)","(41.0, 55.0, 52.96296296296296)","(101.0, 380.0, 345.3333333333333)"
07-12-2022 18:43:19.254591,"(14.0, 21.0, 20.9)","(5.5, 8.2, 7.850909090909091)","(17.0, 19.5, 18.73076923076923)","(2.25, 2.68, 2.668)","(21.0, 40.0, 38.84444444444444)","(2.3, 2.84, 2.833333333333333)","(41.0, 55.0, 52.96296296296296)","(101.0, 380.0, 345.3333333333333)"
07-12-2022 18:43:20.611620,"(14.0, 21.0, 20.875)","(5.5, 8.2, 7.813793103448275)","(17.0, 19.5, 18.875)","(2.25, 2.68, 2.6504761904761907)","(21.0, 40.0, 38.84444444444444)","(2.3, 2.84, 2.8517647058823528)","(41.0, 55.0, 52.58064516129032)","(101.0, 380.0, 345.3333333333333)"
07-12-2022 18:43:21.936509,"(14.0, 21.0, 20.875)","(5.5, 8.2, 7.88)","(17.0, 19.5, 18.676470588235293)","(2.25, 2.66, 2.663030303030303)","(21.0, 40.0, 38.84444444444444)","(2.3, 2.86, 2.8515151515151516)","(41.0, 55.0, 52.58064516129032)","(101.0, 380.0, 342.85714285714283)"
07-12-2022 18:43:23.265857,"(14.0, 21.0, 20.875)","(5.5, 8.0, 7.948148148148148)","(17.0, 19.5, 18.875)","(2.25, 2.7, 2.6477142857142857)","(21.0, 40.0, 38.84444444444444)","(2.3, 2.86, 2.8515151515151516)","(41.0, 55.0, 52.5)","(101.0, 380.0, 342.22222222222223)"
07-12-2022 18:43:24.650730,"(14.0, 21.0, 20.875)","(5.5, 8.0, 7.97)","(17.0, 19.0, 18.7)","(2.25, 2.7, 2.678)","(21.0, 40.0, 38.84444444444444)","(2.3, 2.86, 2.8454545454545452)","(41.0, 55.0, 52.5)","(101.0, 380.0, 342.22222222222223)"
07-12-2022 18:43:26.591437,"(14.0, 21.0, 20.875)","(5.5, 8.0, 7.97)","(17.0, 19.5, 18.125)","(2.25, 2.68, 2.67)","(21.0, 40.0, 38.84444444444444)","(2.3, 2.86, 2.8499999999999996)","(41.0, 55.0, 52.5)","(101.0, 380.0, 342.22222222222223)"
07-12-2022 18:43:28.134221,"(14.0, 21.0, 20.75)","(5.5, 8.0, 7.942857142857143)","(17.0, 18.0, 18.370967741935484)","(2.25, 2.7, 2.669)","(21.0, 40.0, 38.84444444444444)","(2.3, 2.88, 2.8654545454545453)","(41.0, 55.0, 52.5)","(101.0, 380.0, 342.22222222222223)"
07-12-2022 18:43:29.826674,"(14.0, 21.0, 20.06122448979592)","(5.5, 8.0, 7.851851851851852)","(17.0, 19.0, 18.583333333333332)","(2.25, 2.7, 2.6871428571428573)","(21.0, 40.0, 38.84444444444444)","(2.3, 2.88, 2.8634482758620687)","(41.0, 55.0, 52.5)","(101.0, 380.0, 342.22222222222223)"
07-12-2022 18:43:31.365915,"(14.0, 22.0, 20.06122448979592)","(5.5, 8.0, 7.859649122807017)","(17.0, 19.0, 18.363636363636363)","(2.25, 2.7, 2.690526315789474)","(21.0, 40.0, 38.84444444444444)","(2.3, 2.88, 2.8433333333333333)","(41.0, 55.0, 52.5)","(101.0, 380.0, 342.22222222222223)"
07-12-2022 18:43:33.012722,"(14.0, 22.0, 20.135922330097088)","(5.5, 8.0, 7.845714285714285)","(17.0, 18.5, 18.323529411764707)","(2.25, 2.72, 2.7617391304347825)","(21.0, 40.0, 38.84444444444444)","(2.35, 2.86, 2.778064516129032)","(41.0, 55.0, 52.5)","(101.0, 370.0, 266.0)"
07-12-2022 18:43:34.521675,"(14.0, 22.0, 20.132075471698112)","(5.5, 8.0, 7.847619047619047)","(17.0, 18.5, 18.2)","(2.25, 2.78, 2.7755555555555556)","(21.0, 40.0, 38.84444444444444)","(2.35, 2.78, 2.7685714285714282)","(41.0, 55.0, 52.5)","(101.0, 370.0, 298.5)"
07-12-2022 18:43:36.003715,"(14.0, 22.0, 20.132075471698112)","(5.5, 8.0, 7.856716417910448)","(14.0, 18.5, 17.23913043478261)","(2.25, 2.8, 2.809285714285714)","(21.0, 40.0, 38.7906976744186)","(2.35, 2.78, 2.7636363636363632)","(41.0, 55.0, 53.333333333333336)","(101.0, 370.0, 311.3333333333333)"
07-12-2022 18:43:37.505017,"(14.0, 21.0, 20.875)","(5.5, 8.0, 7.83013698630137)","(14.0, 17.5, 17.152173913043477)","(2.25, 2.82, 2.72159509202454)","(21.0, 40.0, 38.8936170212766)","(2.35, 2.78, 2.781917808219178)","(41.0, 55.0, 54.166666666666664)","(101.0, 370.0, 311.3333333333333)"
07-12-2022 18:43:39.062933,"(13.0, 21.0, 20.875)","(5.5, 8.0, 7.845714285714285)","(14.0, 17.5, 17.18421052631579)","(2.3, 2.74, 2.700993788819876)","(26.0, 40.0, 38.61538461538461)","(2.4, 2.82, 2.7966666666666664)","(41.0, 55.0, 64.16666666666667)","(101.0, 370.0, 274.0)"
07-12-2022 18:43:40.588232,"(13.0, 22.0, 19.779661016949152)","(5.5, 8.0, 7.911538461538462)","(14.0, 17.5, 17.25)","(2.3, 2.74, 2.713636363636364)","(26.0, 40.0, 38.833333333333336)","(2.4, 2.8, 2.808275862068965)","(41.0, 65.0, 69.16666666666667)","(101.0, 370.0, 337.27272727272725)"
07-12-2022 18:43:42.405540,"(13.0, 21.0, 19.779661016949152)","(5.5, 8.0, 7.911538461538462)","(14.0, 17.5, 17.033333333333335)","(2.3, 2.72, 2.683555555555556)","(26.0, 40.0, 38.833333333333336)","(2.4, 2.84, 2.8593103448275863)","(41.0, 70.0, 64.375)","(101.0, 370.0, 287.5)"
07-12-2022 18:43:44.266372,"(13.0, 21.0, 19.764705882352942)","(5.5, 8.0, 7.925581395348837)","(14.0, 17.5, 17.033333333333335)","(2.3, 2.72, 2.6938461538461542)","(26.0, 40.0, 38.833333333333336)","(2.4, 2.88, 2.849655172413793)","(41.0, 70.0, 65.5)","(101.0, 370.0, 287.5)"
07-12-2022 18:43:45.979681,"(13.0, 21.0, 9998.5)","(5.5, 8.0, 9998.5)","(14.0, 17.5, 9998.5)","(2.3, 2.72, 9998.5)","(26.0, 40.0, 9998.5)","(2.4, 2.88, 9998.5)","(41.0, 70.0, 9998.5)","(101.0, 370.0, 9998.5)"
07-12-2022 18:43:47.708316,"(13.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.3, 99998, 9998.5)","(26.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(41.0, 99998, 9998.5)","(101.0, 99998, 9998.5)"
07-12-2022 18:43:49.209620,"(13.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.3, 99998, 9998.5)","(26.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(41.0, 99998, 9998.5)","(101.0, 99998, 9998.5)"
07-12-2022 18:43:51.151488,"(13.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.3, 99998, 9998.5)","(26.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(41.0, 99998, 9998.5)","(101.0, 99998, 9998.5)"
07-12-2022 18:43:52.629431,"(13.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.3, 99998, 9998.5)","(26.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(41.0, 99998, 9998.5)","(101.0, 99998, 9998.5)"
07-12-2022 18:43:54.081296,"(13.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.3, 99998, 9998.5)","(26.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(41.0, 99998, 9998.5)","(101.0, 99998, 9998.5)"
07-12-2022 18:43:55.468516,"(13.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.3, 99998, 9998.5)","(26.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(41.0, 99998, 9998.5)","(101.0, 99998, 9998.5)"
07-12-2022 18:43:57.021694,"(13.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.3, 99998, 9998.5)","(26.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(41.0, 99998, 9998.5)","(101.0, 99998, 9998.5)"
07-12-2022 18:43:58.470188,"(13.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(14.0, 99998, 9998.5)","(2.3, 99998, 9998.5)","(26.0, 99998, 9998.5)","(2.4, 99998, 9998.5)","(41.0, 99998, 9998.5)","(101.0, 99998, 9998.5)"
