,My Girl Mandy,Shakatie,Our Ruby Rose,Crossed Legs,Beyonski,Jet Force,Wild About Town,Jelignite Jack,Teachers Pet
12-01-2023 15:30:35.208723,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:36.449047,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:37.807325,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:39.142482,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:40.473864,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:41.949952,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:43.321482,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:44.578330,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:45.832463,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:47.086118,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:48.320242,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:49.527653,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:50.728408,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:51.944530,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:53.129905,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:54.303195,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:55.509531,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:56.774972,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:58.097260,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:30:59.259801,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:00.353504,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:01.486322,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:02.687091,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:04.014264,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:05.185314,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:06.245999,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:07.315200,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:08.438551,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:09.601372,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:10.819655,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:11.957153,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:13.042638,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:14.123357,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:15.260955,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:16.395484,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:17.563931,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:18.668793,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:19.789264,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:20.933718,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:22.103641,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:23.229320,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:24.313964,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:25.396337,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:26.563823,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:27.746228,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:28.888538,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:29.956685,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:31.032335,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:32.169251,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:33.291852,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:34.437427,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:35.572605,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:36.641765,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:37.718331,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:38.807782,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:39.949167,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:41.072816,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:42.171805,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:43.295804,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:44.367281,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:45.505234,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:46.648129,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:47.742706,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:48.881186,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:50.009666,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:51.127543,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:52.317511,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:53.519748,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:54.584472,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:55.705946,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:56.871521,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 66.33333333333334)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:58.149312,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 77.14285714285714)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:31:59.370605,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 77.14285714285714)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:32:00.503802,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 77.14285714285714)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:32:01.591289,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 77.14285714285714)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
12-01-2023 15:32:02.723969,"(14.0, 30.0, 27.57142857142857)","(3.1, 4.6, 4.555)","(11.0, 19.5, 15.25)","(8.0, 13.5, 10.55)","(21.0, 48.0, 40.375)","(6.0, 10.5, 9.066666666666666)","(31.0, 85.0, 77.14285714285714)","(7.0, 11.5, 9.933333333333334)","(3.2, 4.9, 4.875352112676056)"
