,Maxs Magic,Super Keen,Winlock Apples,Monkey Paw,Als Holiday,Skylah,Winlock One Out
05-01-2023 15:12:10.627557,"(3.2, 4.5, 3.678571428571429)","(2.7, 4.4, 3.42)","(10.0, 28.0, 22.31818181818182)","(3.0, 4.1, 3.2291666666666665)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 14.375)"
05-01-2023 15:12:12.002651,"(3.2, 4.5, 3.678571428571429)","(2.7, 4.4, 3.42)","(10.0, 28.0, 22.31818181818182)","(3.0, 4.1, 3.2291666666666665)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 14.375)"
05-01-2023 15:12:13.235678,"(3.2, 4.5, 3.678571428571429)","(2.7, 4.4, 3.42)","(10.0, 28.0, 19.785714285714285)","(3.0, 4.1, 3.2291666666666665)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:14.438016,"(3.2, 4.5, 3.678571428571429)","(2.7, 4.4, 3.42)","(10.0, 28.0, 19.785714285714285)","(3.0, 4.1, 3.2291666666666665)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:15.617601,"(3.2, 4.5, 3.678571428571429)","(2.7, 4.4, 3.42)","(10.0, 28.0, 19.785714285714285)","(3.0, 4.1, 3.2291666666666665)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:16.888019,"(3.2, 4.5, 3.559090909090909)","(2.7, 4.4, 3.42)","(10.0, 28.0, 22.772727272727273)","(3.0, 4.1, 3.2291666666666665)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:18.135867,"(3.2, 4.5, 3.559090909090909)","(2.7, 4.4, 3.42)","(10.0, 28.0, 22.772727272727273)","(3.0, 4.1, 3.2291666666666665)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:19.230297,"(3.2, 4.5, 3.559090909090909)","(2.7, 4.4, 3.42)","(10.0, 28.0, 22.772727272727273)","(3.0, 4.1, 3.2291666666666665)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:20.368471,"(3.2, 4.5, 3.559090909090909)","(2.7, 4.4, 3.42)","(10.0, 28.0, 22.772727272727273)","(3.0, 4.1, 3.2291666666666665)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:21.477717,"(3.2, 4.5, 3.557142857142857)","(2.7, 4.4, 3.3360000000000003)","(10.0, 28.0, 20.5)","(3.0, 4.1, 3.2291666666666665)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:22.595702,"(3.2, 4.5, 3.557142857142857)","(2.7, 4.4, 3.3360000000000003)","(10.0, 28.0, 20.5)","(3.0, 4.1, 3.2291666666666665)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:23.682148,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.455)","(10.0, 28.0, 20.5)","(3.0, 4.1, 3.2291666666666665)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:24.762658,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.3945454545454545)","(10.0, 28.0, 20.5)","(3.0, 4.1, 3.25625)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:25.993875,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 4.0, 3.216666666666667)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:27.138214,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.308)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:28.205075,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.308)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:29.259133,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.308)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:30.339406,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.2800000000000002)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:31.474992,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.2800000000000002)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:32.542378,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.3945454545454545)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:33.630341,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.308)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:34.609353,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.308)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:35.782227,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:37.027489,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:38.619216,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:40.043018,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:41.285645,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:42.462645,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.2800000000000002)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:43.607299,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.3945454545454545)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:44.575134,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.308)","(10.0, 28.0, 20.5)","(3.0, 3.95, 3.216666666666667)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:45.696703,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.308)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:46.878849,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.2800000000000002)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:47.982858,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.3945454545454545)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:49.081702,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.308)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:50.158760,"(3.2, 4.5, 3.518181818181818)","(2.7, 4.4, 3.308)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:51.123413,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.308)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:52.082344,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.308)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:53.183750,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.42)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:54.273322,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.3360000000000003)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:55.308341,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.3360000000000003)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:56.396413,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:57.425157,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:58.423756,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.381818181818182)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 138.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:12:59.659038,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:13:00.765511,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:13:01.814297,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:13:03.045765,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.2800000000000002)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:13:04.223991,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:13:05.396089,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:13:06.392073,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:13:07.515995,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:13:08.675031,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.381818181818182)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:13:09.667794,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:13:10.627349,"(3.2, 4.5, 3.518181818181818)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:13:11.708629,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:13:12.818694,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.381818181818182)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:13:13.880066,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 22.8)","(9.0, 22.0, 15.333333333333332)"
05-01-2023 15:13:15.050284,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 143.55555555555554)","(16.0, 44.0, 22.8)","(9.0, 22.0, 16.0)"
05-01-2023 15:13:16.060171,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.1555555555555554)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 220.0, 143.55555555555554)","(16.0, 44.0, 24.727272727272727)","(9.0, 22.0, 16.0)"
05-01-2023 15:13:16.994856,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.1555555555555554)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 220.0, 143.55555555555554)","(16.0, 44.0, 24.727272727272727)","(9.0, 22.0, 16.0)"
05-01-2023 15:13:18.007171,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 220.0, 143.55555555555554)","(16.0, 44.0, 24.727272727272727)","(9.0, 22.0, 16.0)"
05-01-2023 15:13:19.033352,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 220.0, 143.55555555555554)","(16.0, 44.0, 24.727272727272727)","(9.0, 22.0, 16.0)"
05-01-2023 15:13:20.066676,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 220.0, 143.55555555555554)","(16.0, 44.0, 24.727272727272727)","(9.0, 22.0, 16.0)"
05-01-2023 15:13:20.972604,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.1555555555555554)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 220.0, 143.55555555555554)","(16.0, 44.0, 24.727272727272727)","(9.0, 22.0, 16.0)"
05-01-2023 15:13:21.896414,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.6)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 220.0, 143.55555555555554)","(16.0, 44.0, 31.0)","(9.0, 22.0, 12.833333333333334)"
05-01-2023 15:13:22.929292,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 220.0, 143.55555555555554)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:23.954499,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 220.0, 143.55555555555554)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:24.957645,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 220.0, 143.55555555555554)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:26.193876,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 220.0, 143.55555555555554)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:27.128302,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.381818181818182)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 220.0, 143.55555555555554)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:28.176985,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 220.0, 143.55555555555554)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:29.269181,"(3.2, 4.5, 3.518181818181818)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 220.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:30.388466,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:31.336212,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.381818181818182)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:32.327385,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:33.464558,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:34.517935,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:35.647726,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:36.654563,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:37.623461,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:38.543806,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 4.004137931034483)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:39.585930,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:40.556944,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:41.606064,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.381818181818182)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:42.557864,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:43.557495,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:44.598237,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:45.742747,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:46.757880,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.381818181818182)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:48.007652,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:49.017424,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:50.023354,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:51.010955,"(3.2, 4.5, 3.5142857142857142)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:51.957164,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:53.099522,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.294)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:54.184801,"(3.2, 4.5, 3.3157894736842106)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:55.235234,"(3.2, 4.5, 3.5217391304347827)","(2.7, 4.4, 3.266)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
05-01-2023 15:13:56.235103,"(3.2, 4.5, 3.518181818181818)","(2.7, 4.4, 3.381818181818182)","(10.0, 28.0, 20.5)","(3.0, 3.9, 3.24375)","(51.0, 230.0, 178.0)","(16.0, 44.0, 31.0)","(9.0, 22.0, 16.25)"
