,Freddy Mac,Vested Interest,Shalily,Son Of Bielski,Red Stiletto,Langworthy,Five Ounce,Ruby Edition,Barossa Kiss,Keck,Sarwatte
10-01-2023 14:27:45.570911,"(4.8, 6.0, 5.944444444444445)","(3.3, 3.6, 3.576771653543307)","(6.5, 8.6, 8.46896551724138)","(7.0, 8.4, 8.24885496183206)","(10.0, 13.0, 12.508928571428571)","(16.0, 21.0, 20.470588235294116)","(5.5, 7.0, 6.915415019762846)","(61.0, 100.0, 98.06451612903226)","(81.0, 150.0, 144.28571428571428)","(31.0, 46.0, 43.353846153846156)","(101.0, 850.0, 795.7142857142858)"
10-01-2023 14:27:47.062033,"(4.8, 6.0, 5.9411764705882355)","(3.3, 3.6, 3.5736641221374046)","(6.5, 8.6, 8.46896551724138)","(7.0, 8.4, 8.24885496183206)","(10.0, 13.0, 12.508928571428571)","(16.0, 21.0, 20.357142857142858)","(5.5, 7.0, 6.915415019762846)","(61.0, 100.0, 98.06451612903226)","(81.0, 150.0, 145.0)","(31.0, 46.0, 43.45945945945946)","(101.0, 850.0, 793.3333333333334)"
10-01-2023 14:27:48.517877,"(4.8, 6.0, 5.9411764705882355)","(3.3, 3.6, 3.5736641221374046)","(6.5, 8.6, 8.463063063063062)","(7.0, 8.4, 8.24885496183206)","(10.0, 13.0, 12.491379310344827)","(16.0, 21.0, 20.294117647058822)","(5.5, 7.0, 6.918218623481781)","(61.0, 100.0, 98.06451612903226)","(81.0, 150.0, 145.86206896551724)","(31.0, 46.0, 43.45945945945946)","(101.0, 850.0, 801.4285714285714)"
10-01-2023 14:27:50.036773,"(4.8, 6.0, 5.947916666666667)","(3.3, 3.6, 3.572093023255814)","(6.5, 8.6, 8.40759493670886)","(7.0, 8.4, 8.24885496183206)","(10.0, 13.0, 12.448818897637794)","(16.0, 21.0, 20.025)","(5.5, 7.0, 6.905607476635514)","(61.0, 100.0, 98.06451612903226)","(81.0, 150.0, 145.71428571428572)","(31.0, 46.0, 43.38095238095238)","(101.0, 850.0, 801.4285714285714)"
10-01-2023 14:27:51.528651,"(4.8, 6.0, 6.027814569536424)","(3.3, 3.65, 3.548473282442748)","(6.5, 8.6, 8.412345679012345)","(7.0, 8.4, 8.256521739130434)","(10.0, 13.0, 12.448818897637794)","(16.0, 21.0, 20.025)","(5.5, 7.0, 6.903809523809524)","(61.0, 100.0, 98.06451612903226)","(81.0, 150.0, 145.71428571428572)","(31.0, 44.0, 43.38095238095238)","(101.0, 850.0, 801.4285714285714)"
10-01-2023 14:27:52.946223,"(4.8, 6.2, 6.035593220338983)","(3.3, 3.55, 3.543647058823529)","(6.5, 8.6, 8.408484848484848)","(7.0, 8.4, 8.256521739130434)","(10.0, 13.0, 12.403846153846153)","(16.0, 21.0, 20.025)","(5.5, 7.0, 6.847349823321554)","(61.0, 100.0, 98.06451612903226)","(81.0, 150.0, 145.71428571428572)","(31.0, 44.0, 44.326530612244895)","(101.0, 850.0, 801.4285714285714)"
10-01-2023 14:27:54.518788,"(4.8, 6.2, 6.035593220338983)","(3.3, 3.55, 3.543647058823529)","(6.5, 8.6, 8.408484848484848)","(7.0, 8.4, 8.256521739130434)","(10.0, 13.0, 12.403846153846153)","(16.0, 21.0, 20.025)","(5.5, 7.0, 6.847517730496453)","(61.0, 100.0, 98.06451612903226)","(81.0, 150.0, 145.71428571428572)","(31.0, 46.0, 44.326530612244895)","(101.0, 850.0, 801.4285714285714)"
10-01-2023 14:27:56.100720,"(4.8, 6.2, 6.052238805970149)","(3.3, 3.55, 3.536024844720497)","(6.5, 8.6, 8.403726708074533)","(7.0, 8.4, 8.256521739130434)","(10.0, 13.0, 12.352941176470589)","(16.0, 21.0, 20.1875)","(5.5, 7.0, 6.847517730496453)","(61.0, 100.0, 98.06451612903226)","(81.0, 140.0, 134.0)","(31.0, 46.0, 44.38461538461539)","(101.0, 850.0, 801.4285714285714)"
10-01-2023 14:27:57.586999,"(4.8, 6.2, 6.052238805970149)","(3.3, 3.55, 3.5277439024390245)","(6.5, 8.6, 8.403726708074533)","(7.0, 8.4, 8.4425)","(10.0, 12.5, 12.205882352941176)","(16.0, 21.0, 20.1875)","(5.5, 7.0, 6.847517730496453)","(61.0, 100.0, 97.85714285714286)","(81.0, 140.0, 136.25)","(31.0, 46.0, 44.35294117647059)","(101.0, 850.0, 801.4285714285714)"
10-01-2023 14:27:59.080375,"(4.8, 6.2, 6.047692307692308)","(3.3, 3.55, 3.5327338129496404)","(6.5, 8.6, 8.36318407960199)","(7.0, 8.6, 8.501098901098901)","(10.0, 12.5, 12.147058823529411)","(16.0, 21.0, 20.1875)","(5.5, 7.0, 6.774386920980926)","(61.0, 100.0, 97.85714285714286)","(81.0, 140.0, 135.55555555555554)","(31.0, 46.0, 44.09090909090909)","(101.0, 850.0, 795.7142857142858)"
10-01-2023 14:28:00.939823,"(4.8, 6.2, 6.168)","(3.3, 3.55, 3.5314754098360654)","(6.5, 8.6, 8.37224880382775)","(7.0, 8.6, 8.596428571428572)","(10.0, 12.5, 11.963963963963964)","(16.0, 21.0, 20.1875)","(5.5, 6.8, 6.75)","(61.0, 100.0, 98.33333333333333)","(81.0, 150.0, 136.31578947368422)","(31.0, 46.0, 43.666666666666664)","(101.0, 850.0, 795.7142857142858)"
10-01-2023 14:28:02.730872,"(4.8, 6.2, 6.1758139534883725)","(3.3, 3.55, 3.5342261904761902)","(6.5, 8.6, 8.366666666666665)","(7.0, 8.8, 8.82857142857143)","(10.0, 12.0, 12.1)","(16.0, 21.0, 20.0625)","(5.5, 6.8, 6.750146627565982)","(61.0, 100.0, 97.85714285714286)","(81.0, 150.0, 136.31578947368422)","(31.0, 46.0, 43.666666666666664)","(101.0, 850.0, 795.7142857142858)"
10-01-2023 14:28:04.309998,"(4.8, 6.2, 6.285283018867925)","(3.3, 3.55, 3.5125)","(6.5, 8.6, 8.366666666666665)","(7.0, 9.0, 8.951219512195122)","(10.0, 12.5, 12.1)","(16.0, 21.0, 20.28125)","(5.5, 6.8, 6.747904191616766)","(61.0, 100.0, 98.63636363636364)","(81.0, 150.0, 136.31578947368422)","(31.0, 46.0, 43.666666666666664)","(101.0, 850.0, 795.7142857142858)"
10-01-2023 14:28:05.869216,"(4.8, 6.4, 6.285283018867925)","(3.3, 3.55, 3.49377990430622)","(6.5, 8.6, 8.36)","(7.0, 9.0, 8.951219512195122)","(10.0, 12.5, 12.033333333333333)","(16.0, 21.0, 20.448275862068964)","(5.5, 6.8, 6.747904191616766)","(61.0, 100.0, 99.56521739130434)","(81.0, 150.0, 136.31578947368422)","(31.0, 46.0, 43.666666666666664)","(101.0, 850.0, 795.7142857142858)"
10-01-2023 14:28:07.561998,"(4.8, 6.4, 6.340425531914894)","(3.2, 3.5, 3.4956375838926173)","(6.5, 8.4, 8.36638655462185)","(7.5, 9.0, 8.977777777777778)","(10.0, 12.5, 12.033333333333333)","(16.0, 21.0, 20.448275862068964)","(6.0, 6.8, 6.747904191616766)","(61.0, 100.0, 98.46153846153847)","(81.0, 150.0, 136.31578947368422)","(31.0, 44.0, 43.666666666666664)","(101.0, 850.0, 795.7142857142858)"
10-01-2023 14:28:08.954765,"(4.8, 6.4, 6.340425531914894)","(3.2, 3.5, 3.4956375838926173)","(6.5, 8.4, 8.36638655462185)","(7.5, 9.0, 8.977777777777778)","(10.0, 12.5, 12.033333333333333)","(16.0, 21.0, 20.448275862068964)","(6.0, 6.8, 6.747904191616766)","(61.0, 100.0, 98.46153846153847)","(81.0, 150.0, 136.31578947368422)","(31.0, 44.0, 43.666666666666664)","(101.0, 850.0, 795.7142857142858)"
10-01-2023 14:28:10.382460,"(4.8, 6.6, 6.36231884057971)","(3.2, 3.55, 3.5144549763033175)","(6.5, 8.4, 8.371014492753623)","(7.5, 9.0, 8.977777777777778)","(10.0, 12.5, 12.142553191489363)","(16.0, 21.0, 20.448275862068964)","(5.5, 6.8, 6.747904191616766)","(61.0, 100.0, 99.56521739130434)","(81.0, 150.0, 136.31578947368422)","(31.0, 44.0, 43.4375)","(101.0, 850.0, 795.7142857142858)"
10-01-2023 14:28:11.777349,"(5.0, 6.6, 6.431666666666667)","(3.2, 3.5, 3.479166666666667)","(6.5, 8.4, 8.371014492753623)","(7.5, 9.0, 8.977777777777778)","(10.0, 12.0, 11.85781990521327)","(16.0, 21.0, 20.448275862068964)","(5.5, 6.8, 6.746153846153846)","(61.0, 100.0, 98.46153846153847)","(81.0, 150.0, 136.31578947368422)","(31.0, 44.0, 43.4375)","(101.0, 850.0, 795.7142857142858)"
10-01-2023 14:28:13.179677,"(5.0, 6.6, 6.403891050583658)","(3.2, 3.5, 3.478896103896104)","(6.5, 8.6, 8.399999999999999)","(7.5, 9.0, 8.977777777777778)","(10.0, 12.0, 11.8125)","(16.0, 21.0, 20.448275862068964)","(5.5, 6.8, 6.746153846153846)","(61.0, 100.0, 99.56521739130434)","(81.0, 150.0, 136.31578947368422)","(31.0, 44.0, 43.4)","(101.0, 850.0, 795.7142857142858)"
10-01-2023 14:28:14.784255,"(5.0, 6.6, 6.425850340136054)","(3.2, 3.5, 3.4917127071823204)","(6.5, 8.6, 8.404329004329004)","(7.5, 9.0, 8.977777777777778)","(10.0, 12.0, 11.736363636363636)","(16.0, 21.0, 20.529411764705884)","(5.5, 6.8, 6.744477611940298)","(61.0, 100.0, 101.7948717948718)","(81.0, 150.0, 135.71428571428572)","(31.0, 44.0, 43.4)","(101.0, 850.0, 795.7142857142858)"
10-01-2023 14:28:16.466209,"(5.0, 6.6, 6.471351351351352)","(3.2, 3.45, 3.4252403846153845)","(6.5, 8.6, 8.448684210526316)","(7.5, 9.0, 8.976470588235294)","(10.0, 12.0, 11.736363636363636)","(16.0, 21.0, 20.529411764705884)","(5.5, 6.8, 6.744477611940298)","(61.0, 100.0, 93.27272727272727)","(81.0, 150.0, 135.71428571428572)","(31.0, 44.0, 43.4)","(101.0, 850.0, 795.7142857142858)"
10-01-2023 14:28:18.148318,"(5.0, 6.6, 6.496069868995633)","(3.2, 3.45, 3.422975929978118)","(6.5, 8.6, 8.360544217687075)","(7.5, 9.2, 9.01)","(10.0, 12.0, 11.76388888888889)","(16.0, 21.0, 20.529411764705884)","(5.5, 6.8, 6.744477611940298)","(61.0, 100.0, 93.52941176470588)","(81.0, 150.0, 135.71428571428572)","(31.0, 44.0, 43.4)","(101.0, 850.0, 770.0)"
10-01-2023 14:28:20.068141,"(5.0, 6.6, 6.515789473684211)","(3.2, 3.45, 3.395862068965517)","(6.5, 8.4, 8.36547619047619)","(7.5, 9.2, 9.01)","(10.0, 12.0, 11.755747126436782)","(16.0, 21.0, 20.529411764705884)","(6.0, 6.8, 6.746587537091988)","(61.0, 100.0, 93.52941176470588)","(81.0, 150.0, 135.71428571428572)","(31.0, 44.0, 43.4)","(101.0, 850.0, 776.6666666666666)"
10-01-2023 14:28:21.724702,"(5.0, 6.6, 6.454430379746835)","(3.2, 3.4, 3.4085)","(6.5, 8.4, 8.357037037037037)","(7.5, 9.2, 9.132307692307691)","(10.0, 12.0, 11.755747126436782)","(16.0, 21.0, 19.666666666666668)","(6.0, 6.8, 6.745619335347432)","(61.0, 100.0, 93.46153846153847)","(81.0, 150.0, 135.0)","(31.0, 44.0, 43.4)","(101.0, 850.0, 787.1428571428571)"
10-01-2023 14:28:23.257445,"(5.0, 6.6, 6.496396396396396)","(3.2, 3.45, 3.401851851851852)","(7.0, 8.4, 8.368421052631579)","(7.5, 9.2, 9.145762711864407)","(10.0, 12.0, 11.757142857142856)","(16.0, 20.0, 19.666666666666668)","(6.0, 6.8, 6.746428571428571)","(61.0, 100.0, 93.58490566037736)","(81.0, 150.0, 135.71428571428572)","(31.0, 44.0, 43.4)","(101.0, 850.0, 787.1428571428571)"
10-01-2023 14:28:24.687588,"(5.0, 6.6, 6.496396396396396)","(3.2, 3.45, 3.4)","(7.0, 8.6, 8.348223350253807)","(7.5, 9.2, 9.23448275862069)","(10.0, 12.0, 11.748520710059172)","(16.0, 20.0, 19.666666666666668)","(6.0, 6.8, 6.746428571428571)","(61.0, 100.0, 93.58490566037736)","(81.0, 150.0, 135.71428571428572)","(31.0, 44.0, 43.37931034482759)","(101.0, 850.0, 815.0)"
10-01-2023 14:28:26.211966,"(5.0, 6.6, 6.4731707317073175)","(3.2, 3.4, 3.383093525179856)","(7.0, 8.6, 8.348223350253807)","(7.5, 9.4, 9.396363636363636)","(10.0, 12.0, 11.748520710059172)","(16.0, 20.0, 19.441860465116278)","(6.0, 6.8, 6.746428571428571)","(61.0, 100.0, 93.58490566037736)","(81.0, 150.0, 135.71428571428572)","(31.0, 44.0, 43.37931034482759)","(101.0, 970.0, 815.0)"
10-01-2023 14:28:27.717274,"(5.0, 6.6, 6.5908713692946055)","(3.2, 3.4, 3.4033333333333333)","(7.0, 8.6, 8.341025641025642)","(7.5, 9.6, 9.384615384615383)","(10.0, 12.0, 11.730538922155688)","(16.0, 20.0, 19.375)","(6.0, 6.8, 6.764548494983277)","(61.0, 100.0, 94.03508771929825)","(81.0, 150.0, 132.35294117647058)","(31.0, 44.0, 43.37931034482759)","(101.0, 970.0, 841.4285714285714)"
10-01-2023 14:28:29.191267,"(5.0, 6.8, 6.5908713692946055)","(3.2, 3.45, 3.4)","(7.0, 8.4, 8.318279569892473)","(7.5, 9.6, 9.384615384615383)","(10.0, 12.0, 11.72752808988764)","(16.0, 19.5, 18.84)","(6.0, 6.8, 6.75859375)","(61.0, 100.0, 94.03508771929825)","(81.0, 150.0, 134.0)","(31.0, 44.0, 43.214285714285715)","(101.0, 970.0, 841.4285714285714)"
10-01-2023 14:28:30.717905,"(5.0, 6.8, 6.5246231155778895)","(3.2, 3.4, 3.3692307692307693)","(7.0, 8.4, 8.289855072463768)","(7.5, 9.6, 9.535922330097089)","(10.0, 12.0, 11.718918918918918)","(16.0, 19.0, 18.954545454545453)","(6.0, 6.8, 6.75859375)","(61.0, 100.0, 94.64285714285714)","(81.0, 140.0, 127.4074074074074)","(31.0, 44.0, 43.357142857142854)","(101.0, 970.0, 841.4285714285714)"
10-01-2023 14:28:32.236180,"(5.0, 6.6, 6.5246231155778895)","(3.2, 3.4, 3.398076923076923)","(7.0, 8.4, 8.19190031152648)","(7.5, 9.8, 9.6525)","(10.0, 12.0, 11.707885304659499)","(16.0, 19.0, 18.954545454545453)","(6.0, 6.8, 6.772033898305085)","(61.0, 95.0, 94.64285714285714)","(81.0, 130.0, 128.8235294117647)","(31.0, 44.0, 43.52)","(101.0, 970.0, 807.7777777777778)"
10-01-2023 14:28:34.023810,"(5.5, 6.8, 6.66524064171123)","(3.2, 3.4, 3.4182926829268294)","(7.0, 8.4, 8.171986970684038)","(7.5, 9.8, 9.662745098039215)","(10.0, 12.0, 11.703508771929824)","(16.0, 19.0, 18.954545454545453)","(6.0, 6.8, 6.772033898305085)","(61.0, 95.0, 94.5)","(81.0, 130.0, 128.8235294117647)","(31.0, 44.0, 43.52)","(101.0, 970.0, 870.0)"
10-01-2023 14:28:35.595013,"(5.5, 6.8, 6.660215053763441)","(3.2, 3.45, 3.406782334384858)","(7.0, 8.4, 8.090821256038646)","(7.5, 9.8, 9.677192982456141)","(10.0, 12.0, 11.760663507109005)","(16.0, 19.0, 19.316326530612244)","(6.0, 6.8, 6.691612903225806)","(61.0, 95.0, 94.5)","(81.0, 130.0, 127.5)","(31.0, 44.0, 43.52)","(101.0, 970.0, 870.0)"
10-01-2023 14:28:37.542999,"(5.5, 6.8, 6.673786407766991)","(3.2, 3.45, 3.4024922118380063)","(7.0, 8.2, 8.057142857142857)","(7.5, 9.8, 9.677192982456141)","(10.0, 12.0, 11.760663507109005)","(16.0, 19.5, 19.316326530612244)","(6.0, 6.8, 6.691612903225806)","(61.0, 95.0, 94.5)","(81.0, 130.0, 126.52173913043478)","(31.0, 44.0, 43.333333333333336)","(101.0, 970.0, 858.0)"
10-01-2023 14:28:39.314668,"(5.5, 6.8, 6.3971631205673765)","(3.2, 3.45, 3.703125)","(7.0, 8.2, 7.953293413173653)","(7.5, 9.8, 9.35)","(10.0, 12.0, 11.452702702702704)","(16.0, 19.5, 18.807692307692307)","(6.0, 6.8, 6.546946564885496)","(61.0, 95.0, 94.58333333333333)","(81.0, 130.0, 119.23076923076923)","(31.0, 44.0, 42.8)","(101.0, 970.0, 862.0)"
10-01-2023 14:28:41.011028,"(5.0, 6.4, 6.3326086956521745)","(3.2, 3.75, 3.781612903225806)","(7.0, 8.0, 7.890163934426229)","(7.5, 9.4, 9.252173913043478)","(10.0, 11.5, 11.378698224852071)","(16.0, 19.0, 18.807692307692307)","(6.0, 6.6, 6.543149284253579)","(61.0, 95.0, 94.58333333333333)","(81.0, 130.0, 119.23076923076923)","(31.0, 44.0, 42.8)","(101.0, 970.0, 801.25)"
10-01-2023 14:28:42.536692,"(5.0, 6.4, 6.310144927536232)","(3.2, 3.8, 3.7111111111111112)","(7.0, 8.0, 7.8522727272727275)","(7.5, 9.4, 9.302857142857142)","(10.0, 11.5, 11.421641791044776)","(16.0, 19.0, 18.818181818181817)","(6.0, 6.6, 6.543149284253579)","(61.0, 95.0, 94.58333333333333)","(81.0, 130.0, 119.23076923076923)","(31.0, 44.0, 42.96551724137931)","(101.0, 970.0, 801.25)"
10-01-2023 14:28:44.009346,"(5.0, 6.4, 6.316129032258065)","(3.3, 3.75, 3.72921568627451)","(7.0, 8.0, 7.854901960784313)","(8.0, 9.4, 9.235294117647058)","(10.0, 11.5, 11.4)","(16.0, 19.0, 18.7625)","(6.0, 6.6, 6.544510978043912)","(61.0, 95.0, 94.58333333333333)","(81.0, 130.0, 120.0)","(31.0, 44.0, 42.96551724137931)","(101.0, 690.0, 663.75)"
10-01-2023 14:28:45.353172,"(5.0, 6.4, 6.291358024691358)","(3.3, 3.75, 3.7307860262008736)","(7.0, 8.0, 7.8538461538461535)","(8.0, 9.4, 9.233333333333333)","(10.0, 11.5, 11.4)","(16.0, 19.0, 18.11904761904762)","(6.0, 6.6, 6.544510978043912)","(61.0, 95.0, 94.58333333333333)","(81.0, 130.0, 120.0)","(31.0, 44.0, 42.96551724137931)","(101.0, 690.0, 663.75)"
10-01-2023 14:28:46.964278,"(5.0, 6.4, 6.353926701570681)","(3.3, 3.75, 3.7351931330472103)","(7.0, 8.0, 7.903597122302158)","(8.0, 9.4, 9.284848484848485)","(10.0, 11.5, 11.402597402597403)","(16.0, 18.5, 16.80075187969925)","(6.0, 6.6, 6.533670886075949)","(61.0, 95.0, 94.72222222222223)","(81.0, 130.0, 118.42105263157895)","(31.0, 44.0, 43.0)","(101.0, 690.0, 663.75)"
10-01-2023 14:28:48.654946,"(5.0, 6.4, 6.353926701570681)","(3.3, 3.75, 3.7)","(7.0, 8.0, 8.044444444444444)","(8.0, 9.4, 9.312408759124088)","(10.0, 11.5, 11.343243243243244)","(16.0, 17.5, 18.1875)","(6.0, 6.6, 6.637623762376237)","(61.0, 95.0, 94.73684210526315)","(81.0, 130.0, 120.0)","(31.0, 44.0, 44.30434782608695)","(101.0, 690.0, 697.5)"
10-01-2023 14:28:50.285485,"(5.0, 6.4, 6.229230769230769)","(3.3, 3.7, 3.6644444444444444)","(7.0, 8.2, 8.06)","(8.0, 9.4, 9.256)","(10.0, 11.5, 11.248387096774193)","(16.0, 19.0, 17.933333333333334)","(6.0, 6.8, 6.633529411764705)","(61.0, 95.0, 94.72222222222223)","(81.0, 130.0, 123.33333333333333)","(31.0, 46.0, 44.52307692307692)","(101.0, 720.0, 697.5)"
10-01-2023 14:28:51.912901,"(5.0, 6.4, 6.265454545454546)","(3.3, 3.7, 3.664772727272727)","(7.0, 8.2, 8.06)","(8.0, 9.4, 9.191071428571428)","(10.0, 11.5, 11.264102564102565)","(16.0, 18.0, 17.933333333333334)","(6.0, 6.8, 6.633529411764705)","(61.0, 95.0, 94.78260869565217)","(81.0, 130.0, 123.33333333333333)","(31.0, 46.0, 45.096774193548384)","(101.0, 720.0, 642.5)"
10-01-2023 14:28:53.474204,"(5.0, 6.4, 6.273142857142857)","(3.2, 3.7, 3.6730569948186527)","(7.0, 8.2, 8.053333333333333)","(8.0, 9.2, 9.158518518518518)","(10.0, 11.5, 11.275943396226415)","(16.0, 18.0, 18.4390243902439)","(6.0, 6.8, 6.62776025236593)","(61.0, 95.0, 94.78260869565217)","(81.0, 130.0, 107.77777777777777)","(31.0, 46.0, 45.096774193548384)","(101.0, 710.0, 642.5)"
10-01-2023 14:28:55.046093,"(5.0, 6.4, 6.273142857142857)","(3.2, 3.7, 3.6662337662337663)","(7.0, 8.2, 8.053333333333333)","(8.0, 9.2, 9.158518518518518)","(10.0, 11.5, 11.275943396226415)","(16.0, 18.5, 18.558139534883722)","(6.0, 6.8, 6.633633633633633)","(61.0, 95.0, 94.78260869565217)","(81.0, 110.0, 105.26315789473684)","(31.0, 46.0, 45.096774193548384)","(101.0, 710.0, 642.5)"
10-01-2023 14:28:56.521861,"(5.5, 6.4, 6.281914893617022)","(3.2, 3.7, 3.6662337662337663)","(7.0, 8.2, 8.053333333333333)","(8.0, 9.2, 9.158518518518518)","(10.0, 11.5, 11.275943396226415)","(16.0, 19.0, 18.558139534883722)","(6.0, 6.8, 6.633633633633633)","(61.0, 95.0, 94.78260869565217)","(71.0, 110.0, 105.26315789473684)","(31.0, 46.0, 45.096774193548384)","(101.0, 710.0, 642.5)"
10-01-2023 14:28:58.177148,"(5.5, 6.4, 6.172830188679246)","(3.2, 3.7, 3.677064220183486)","(7.0, 8.2, 8.03916083916084)","(8.0, 9.2, 9.281927710843373)","(10.0, 11.5, 11.278571428571428)","(16.0, 19.0, 18.558139534883722)","(6.0, 6.8, 6.635897435897435)","(61.0, 95.0, 94.8076923076923)","(71.0, 110.0, 105.26315789473684)","(31.0, 46.0, 45.25925925925926)","(101.0, 700.0, 637.5)"
10-01-2023 14:28:59.603204,"(5.5, 6.2, 6.172727272727273)","(3.1, 3.7, 3.689234449760766)","(7.0, 8.2, 8.06015037593985)","(8.0, 9.4, 9.328301886792453)","(10.0, 11.5, 11.278571428571428)","(16.0, 19.0, 18.558139534883722)","(6.0, 6.8, 6.560661764705882)","(61.0, 95.0, 94.8076923076923)","(71.0, 110.0, 104.76190476190476)","(31.0, 46.0, 44.96)","(101.0, 690.0, 637.5)"
10-01-2023 14:29:01.053661,"(5.5, 6.2, 6.172727272727273)","(3.1, 3.7, 3.689234449760766)","(7.0, 8.2, 8.06015037593985)","(8.0, 9.4, 9.322147651006711)","(10.0, 11.5, 11.297826086956523)","(16.0, 19.0, 18.654545454545456)","(6.0, 6.6, 6.5682281059063135)","(61.0, 95.0, 94.59016393442623)","(71.0, 110.0, 105.21739130434783)","(31.0, 46.0, 45.1875)","(101.0, 690.0, 648.0)"
10-01-2023 14:29:02.531346,"(5.5, 6.2, 6.196444444444444)","(3.1, 3.75, 3.6839622641509435)","(7.0, 8.2, 8.08)","(8.0, 9.4, 9.31830985915493)","(10.0, 11.5, 11.299568965517242)","(16.0, 19.0, 18.660377358490567)","(6.0, 6.6, 6.572307692307692)","(61.0, 100.0, 94.59016393442623)","(71.0, 110.0, 105.41666666666667)","(31.0, 46.0, 45.666666666666664)","(101.0, 690.0, 637.5)"
10-01-2023 14:29:03.998061,"(5.5, 6.2, 6.190794979079498)","(3.1, 3.7, 3.6798850574712643)","(7.0, 8.2, 7.961842105263158)","(8.0, 9.4, 9.332530120481927)","(10.0, 11.5, 11.321917808219178)","(16.0, 19.0, 18.71153846153846)","(6.0, 6.6, 6.570172084130019)","(61.0, 100.0, 94.60317460317461)","(71.0, 110.0, 106.66666666666667)","(31.0, 46.0, 45.6875)","(101.0, 690.0, 650.0)"
10-01-2023 14:29:05.480363,"(5.5, 6.2, 6.297247706422018)","(3.2, 3.7, 3.69475138121547)","(7.0, 8.0, 7.969934640522876)","(8.0, 9.4, 9.325827814569536)","(10.0, 11.5, 11.265079365079366)","(16.0, 19.0, 18.6864406779661)","(6.0, 6.6, 6.567901234567901)","(61.0, 100.0, 94.23728813559322)","(71.0, 110.0, 105.0)","(31.0, 46.0, 45.45945945945946)","(101.0, 680.0, 507.5)"
10-01-2023 14:29:06.943191,"(5.5, 6.4, 6.297247706422018)","(3.2, 3.7, 3.687440758293839)","(7.0, 8.0, 7.965413533834586)","(8.0, 9.4, 9.338613861386138)","(10.0, 11.5, 11.250809061488674)","(16.0, 19.0, 18.6864406779661)","(6.0, 6.6, 6.567901234567901)","(61.0, 100.0, 94.03508771929825)","(71.0, 110.0, 102.63157894736842)","(31.0, 46.0, 45.45945945945946)","(101.0, 620.0, 606.6666666666666)"
10-01-2023 14:29:08.521859,"(5.5, 6.4, 6.328037383177571)","(3.2, 3.7, 3.682539682539683)","(7.0, 8.0, 7.995959595959596)","(8.0, 9.4, 9.371014492753623)","(10.0, 11.5, 11.255555555555556)","(16.0, 19.0, 18.627450980392158)","(6.0, 6.6, 6.567768595041322)","(61.0, 100.0, 94.5)","(71.0, 110.0, 104.32432432432432)","(31.0, 46.0, 45.4)","(101.0, 680.0, 615.0)"
10-01-2023 14:29:10.074647,"(5.5, 6.4, 6.328037383177571)","(3.2, 3.7, 3.6755760368663597)","(7.0, 8.0, 7.98796992481203)","(8.0, 9.4, 9.371014492753623)","(10.0, 11.5, 11.255555555555556)","(16.0, 19.0, 18.627450980392158)","(6.0, 6.6, 6.566055045871559)","(61.0, 95.0, 94.11764705882354)","(71.0, 110.0, 105.0)","(31.0, 46.0, 44.22222222222222)","(101.0, 680.0, 615.0)"
10-01-2023 14:29:11.633760,"(5.5, 6.4, 6.328037383177571)","(3.2, 3.7, 3.6686666666666667)","(7.0, 8.0, 7.970833333333333)","(8.0, 9.4, 9.325581395348838)","(10.0, 11.5, 11.327433628318584)","(16.0, 19.0, 18.551724137931036)","(6.0, 6.6, 6.543083003952569)","(61.0, 95.0, 93.06122448979592)","(71.0, 110.0, 97.6086956521739)","(31.0, 46.0, 43.69230769230769)","(101.0, 680.0, 615.0)"
10-01-2023 14:29:13.467968,"(5.5, 6.4, 6.318947368421053)","(3.2, 3.7, 3.669612068965517)","(7.0, 8.0, 7.9706293706293705)","(8.0, 9.4, 9.317903930131004)","(10.0, 11.5, 11.457692307692307)","(16.0, 19.0, 18.580645161290324)","(6.0, 6.6, 6.543083003952569)","(61.0, 100.0, 92.63157894736842)","(71.0, 110.0, 98.125)","(31.0, 46.0, 43.46666666666667)","(101.0, 680.0, 615.0)"
10-01-2023 14:29:15.248497,"(5.5, 6.4, 6.318947368421053)","(3.2, 3.7, 3.672779922779923)","(7.0, 8.0, 8.155400696864112)","(8.0, 9.4, 9.322950819672132)","(10.0, 11.5, 11.287292817679559)","(16.0, 19.0, 18.580645161290324)","(6.0, 6.6, 6.533178654292343)","(61.0, 100.0, 92.63157894736842)","(71.0, 110.0, 96.42857142857143)","(31.0, 44.0, 43.46666666666667)","(101.0, 680.0, 615.0)"
10-01-2023 14:29:16.940628,"(5.5, 6.4, 6.404484304932736)","(3.2, 3.7, 3.641115702479339)","(7.0, 8.2, 8.17546468401487)","(8.0, 9.4, 9.338728323699423)","(10.0, 11.5, 11.3)","(16.0, 19.0, 18.580645161290324)","(6.0, 6.6, 6.542786069651741)","(61.0, 100.0, 92.36363636363636)","(71.0, 110.0, 93.33333333333333)","(31.0, 44.0, 43.36)","(101.0, 680.0, 615.0)"
10-01-2023 14:29:18.441435,"(5.5, 6.6, 6.396323529411765)","(3.2, 3.65, 3.6423076923076922)","(7.0, 8.2, 8.184)","(8.0, 9.4, 9.434693877551021)","(10.0, 11.5, 11.308370044052863)","(16.0, 19.0, 18.7)","(6.0, 6.6, 6.546759259259259)","(61.0, 100.0, 92.5)","(71.0, 95.0, 92.61904761904762)","(31.0, 44.0, 42.97435897435897)","(101.0, 670.0, 570.0)"
