,Mr Blitz,Filorga Bale,Im Indigo,Pablos Star,Clever Trevor,Gypsy Warrior,Mrs Watson
09-01-2023 17:43:21.520121,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:22.630160,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:23.777389,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:24.870469,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:26.029034,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:27.186015,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:28.282058,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:29.473956,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:30.616958,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:31.568725,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:32.585665,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:33.664581,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:34.665033,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:35.642001,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:36.707688,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:37.832468,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:38.791790,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:39.897765,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:40.862313,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:42.058660,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:43.420843,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:44.800852,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:46.058728,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:47.250142,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:48.526361,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:49.784545,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:50.983262,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 17.0, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:52.059441,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:53.135409,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:54.170708,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:55.408394,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:56.631010,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:57.956306,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:43:59.176486,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:00.461952,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:01.614433,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:02.862937,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:04.117460,"(2.35, 2.38, 2.3670588235294114)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:05.511418,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:06.655764,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:07.874097,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:09.090911,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 7.39)","(8.5, 16.5, 10.575)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:10.164933,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 9.169230769230769)","(8.5, 16.5, 13.866666666666667)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:11.344002,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.5, 10.914285714285715)","(8.5, 16.5, 13.866666666666667)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:12.445721,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:13.623534,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:14.720364,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:15.889438,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:17.102107,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:18.322073,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:19.453764,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:20.612927,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:21.733468,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:22.911441,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:24.079615,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:25.221873,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:26.614096,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:27.744535,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:28.862195,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:29.977424,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:31.079091,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:32.163392,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:33.350493,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:34.500476,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:35.652240,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:36.826202,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:38.015232,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:39.265337,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:40.440621,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:41.655323,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:42.780462,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:43.936069,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:45.140116,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:46.473063,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:47.670572,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:49.108352,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:50.715203,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:51.964914,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:53.285826,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:54.407466,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:55.596105,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:56.729070,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:57.893069,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 13.2)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:44:59.028565,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 16.5, 12.444444444444445)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:45:00.141662,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 17.0, 12.444444444444445)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:45:01.226153,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 17.0, 12.444444444444445)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:45:02.353806,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 17.0, 12.444444444444445)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:45:03.401608,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 17.0, 12.444444444444445)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:45:04.466986,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 17.0, 12.444444444444445)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:45:05.539323,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 17.0, 12.444444444444445)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
09-01-2023 17:45:06.697304,"(2.35, 2.38, 2.366461538461538)","(26.0, 260.0, 93.57142857142857)","(3.1, 5.2, 3.4233333333333333)","(7.0, 14.0, 11.0)","(8.5, 17.0, 12.0)","(31.0, 340.0, 88.33333333333334)","(4.4, 8.2, 4.906666666666667)"
