,Sirius Thinking,Garside To Excel,Blinks Princess,Leonidas,Mighty Kristy,Crab,Sublime Dallas,Tanyas Babe
07-12-2022 13:34:11.617545,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:12.676753,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:13.681028,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:14.790468,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:15.876117,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:16.968229,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:18.049840,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:19.092996,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:20.234464,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:21.309518,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:22.399067,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:23.446007,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:24.506819,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:25.589828,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:26.698432,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:27.821752,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:28.956623,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:30.069179,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:31.284999,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:32.485694,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:33.695804,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:34.899705,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:36.140799,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:37.208565,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:38.288750,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:39.381648,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:40.598875,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:41.686741,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:42.773036,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:43.946801,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:45.074698,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:46.203398,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:47.312901,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:48.414293,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:49.526556,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:50.608733,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:51.684494,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:52.872223,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:54.126301,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:55.380480,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:56.562059,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:57.736567,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:58.756161,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:34:59.978626,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:01.081758,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:02.236261,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:03.289142,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:04.344692,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:05.448628,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:06.609201,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:07.910216,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:09.162112,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:10.301476,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:11.380587,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 41.647058823529406)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:12.470397,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:13.593955,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:14.712641,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 344.44444444444446)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:15.847153,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 344.44444444444446)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:16.935140,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 344.44444444444446)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:18.002347,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 344.44444444444446)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:19.087334,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 344.44444444444446)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:20.207021,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 344.44444444444446)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:21.379143,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 344.44444444444446)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:22.428125,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:23.447339,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:24.496281,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:25.550128,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:26.632125,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:27.758149,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:28.859786,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:30.023296,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:31.133409,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:32.191982,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:33.271175,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:34.377844,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:35.508779,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:36.519931,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:37.545571,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:38.578141,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:39.614084,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:40.639706,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:41.729998,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:42.782423,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:43.796912,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:44.776117,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
07-12-2022 13:35:45.779651,"(8.0, 25.0, 14.777777777777779)","(2.2, 2.74, 2.58)","(61.0, 350.0, 112.5)","(1.6, 1.92, 1.8218918918918918)","(71.0, 560.0, 168.0)","(41.0, 300.0, 172.0)","(21.0, 60.0, 40.5)","(19.0, 70.0, 26.444444444444443)"
