,Torque To The Max,The Crom,Risky Buziness,Furiosa,Perfect Feeling,Fly Cheval,La Pistola,Eagles Response,Mister Woodport,Bee Gees Best
10-01-2023 14:31:58.117714,"(10.0, 13.0, 12.0625)","(21.0, 36.0, 33.083333333333336)","(8.0, 9.2, 9.142857142857142)","(11.0, 15.5, 15.066666666666666)","(21.0, 40.0, 39.0)","(15.0, 29.0, 25.823529411764707)","(61.0, 230.0, 215.0)","(12.0, 17.0, 16.7)","(3.8, 4.1, 4.095121951219513)","(2.35, 2.98, 2.9225)"
10-01-2023 14:31:59.386544,"(10.0, 13.0, 12.011363636363637)","(21.0, 36.0, 33.083333333333336)","(8.0, 9.2, 9.142857142857142)","(11.0, 16.0, 15.066666666666666)","(21.0, 40.0, 39.05882352941177)","(15.0, 29.0, 26.076923076923077)","(61.0, 230.0, 215.0)","(12.0, 17.0, 16.5)","(3.8, 4.2, 4.096202531645569)","(2.35, 2.98, 2.9405714285714284)"
10-01-2023 14:32:00.714959,"(10.0, 13.0, 12.011363636363637)","(21.0, 36.0, 31.0)","(8.0, 9.2, 9.054545454545455)","(11.0, 16.0, 14.73076923076923)","(21.0, 40.0, 39.05882352941177)","(16.0, 28.0, 24.444444444444443)","(81.0, 230.0, 215.0)","(12.0, 17.0, 16.5)","(3.7, 4.1, 4.070833333333333)","(2.4, 2.98, 2.9405714285714284)"
10-01-2023 14:32:02.060304,"(10.0, 13.0, 12.011363636363637)","(21.0, 36.0, 33.0)","(8.0, 9.2, 9.054545454545455)","(11.0, 16.0, 15.175)","(21.0, 40.0, 39.05882352941177)","(16.0, 28.0, 24.444444444444443)","(81.0, 230.0, 215.0)","(12.0, 17.0, 16.88888888888889)","(3.7, 4.1, 4.076923076923077)","(2.4, 2.98, 2.9541379310344826)"
10-01-2023 14:32:03.328851,"(10.0, 13.0, 12.011363636363637)","(21.0, 36.0, 34.0)","(8.0, 9.2, 9.01)","(11.0, 16.0, 15.175)","(21.0, 40.0, 32.30769230769231)","(16.0, 28.0, 24.923076923076923)","(81.0, 230.0, 218.0)","(12.0, 17.0, 16.88888888888889)","(3.7, 4.1, 4.096774193548387)","(2.4, 2.98, 2.953846153846154)"
10-01-2023 14:32:04.569957,"(10.0, 13.0, 12.011363636363637)","(21.0, 36.0, 34.90909090909091)","(8.0, 9.2, 9.01)","(11.0, 16.0, 15.175)","(21.0, 34.0, 32.30769230769231)","(16.0, 28.0, 24.923076923076923)","(81.0, 230.0, 218.0)","(12.0, 17.0, 16.75)","(3.7, 4.1, 4.096774193548387)","(2.4, 2.96, 2.953846153846154)"
10-01-2023 14:32:05.906378,"(10.0, 13.0, 11.824324324324325)","(21.0, 36.0, 35.07692307692308)","(8.0, 9.2, 9.022222222222222)","(11.0, 16.0, 15.921052631578947)","(21.0, 34.0, 30.73913043478261)","(16.0, 28.0, 24.923076923076923)","(81.0, 230.0, 218.0)","(12.0, 17.0, 16.71875)","(3.7, 4.1, 4.079487179487179)","(2.4, 2.96, 2.949333333333333)"
10-01-2023 14:32:07.296809,"(10.0, 13.0, 11.764705882352942)","(21.0, 36.0, 35.666666666666664)","(8.0, 9.2, 9.075)","(11.0, 16.0, 15.5)","(21.0, 34.0, 31.0)","(16.0, 28.0, 25.2)","(81.0, 230.0, 218.0)","(12.0, 17.5, 16.71875)","(3.7, 4.1, 4.12156862745098)","(2.4, 2.98, 2.935)"
10-01-2023 14:32:08.472184,"(10.0, 13.0, 12.176470588235293)","(21.0, 38.0, 35.666666666666664)","(8.0, 9.2, 9.075)","(11.0, 16.5, 15.423076923076923)","(21.0, 34.0, 30.470588235294116)","(16.0, 28.0, 25.2)","(81.0, 230.0, 218.0)","(12.0, 17.5, 16.71875)","(3.7, 4.2, 4.13103448275862)","(2.4, 2.96, 2.9318367346938774)"
10-01-2023 14:32:09.631987,"(10.0, 13.0, 12.206896551724139)","(21.0, 38.0, 36.35294117647059)","(8.0, 9.2, 9.075)","(11.0, 16.5, 15.423076923076923)","(21.0, 34.0, 30.470588235294116)","(16.0, 28.0, 25.2)","(81.0, 230.0, 218.0)","(12.0, 17.5, 16.71875)","(3.7, 4.2, 4.114893617021276)","(2.4, 2.94, 2.9085714285714284)"
10-01-2023 14:32:11.010631,"(10.0, 13.0, 12.166666666666666)","(21.0, 38.0, 36.35294117647059)","(8.0, 9.2, 9.0125)","(11.0, 16.5, 15.566666666666666)","(21.0, 34.0, 31.142857142857142)","(16.0, 28.0, 25.2)","(81.0, 230.0, 205.0)","(12.0, 17.5, 16.71875)","(3.7, 4.2, 4.114893617021276)","(2.4, 2.94, 2.9085714285714284)"
10-01-2023 14:32:12.395135,"(10.0, 13.0, 12.166666666666666)","(21.0, 38.0, 31.7)","(8.0, 9.2, 9.075)","(11.0, 16.5, 15.859375)","(21.0, 32.0, 31.333333333333332)","(16.0, 28.0, 25.454545454545453)","(81.0, 230.0, 205.0)","(12.0, 17.5, 16.805555555555557)","(3.7, 4.2, 4.136507936507936)","(2.4, 2.94, 2.92)"
10-01-2023 14:32:13.723586,"(10.0, 13.0, 12.285714285714286)","(21.0, 38.0, 29.529411764705884)","(8.0, 9.2, 9.133333333333333)","(11.0, 16.0, 15.7)","(21.0, 32.0, 30.75)","(16.0, 28.0, 25.454545454545453)","(81.0, 230.0, 205.0)","(12.0, 17.5, 16.90909090909091)","(3.7, 4.2, 4.1523076923076925)","(2.4, 2.94, 2.9175999999999997)"
10-01-2023 14:32:15.024453,"(10.0, 13.0, 12.285714285714286)","(21.0, 38.0, 30.210526315789473)","(8.0, 9.2, 9.133333333333333)","(11.0, 16.0, 15.617647058823529)","(21.0, 34.0, 30.458333333333332)","(16.0, 28.0, 25.454545454545453)","(81.0, 230.0, 205.0)","(12.0, 17.5, 16.90909090909091)","(3.7, 4.2, 4.1523076923076925)","(2.4, 2.94, 2.9175999999999997)"
10-01-2023 14:32:16.474462,"(10.0, 13.0, 12.333333333333334)","(21.0, 36.0, 30.210526315789473)","(8.0, 9.2, 9.133333333333333)","(11.0, 16.5, 15.617647058823529)","(21.0, 34.0, 30.458333333333332)","(16.0, 28.0, 25.454545454545453)","(81.0, 230.0, 205.0)","(12.0, 17.5, 16.90909090909091)","(3.7, 4.2, 4.17037037037037)","(2.4, 2.94, 2.9175999999999997)"
10-01-2023 14:32:17.791908,"(10.0, 13.0, 12.333333333333334)","(21.0, 34.0, 30.11111111111111)","(8.0, 9.2, 9.133333333333333)","(11.0, 16.5, 15.617647058823529)","(21.0, 34.0, 30.458333333333332)","(16.0, 28.0, 25.789473684210527)","(81.0, 230.0, 205.0)","(12.0, 17.5, 16.90909090909091)","(3.7, 4.2, 4.17037037037037)","(2.4, 2.94, 2.9252631578947366)"
10-01-2023 14:32:19.013281,"(10.0, 13.0, 12.333333333333334)","(21.0, 34.0, 30.11111111111111)","(8.0, 9.2, 9.133333333333333)","(11.0, 16.5, 15.6)","(21.0, 34.0, 31.428571428571427)","(16.0, 28.0, 25.789473684210527)","(81.0, 230.0, 205.0)","(12.0, 17.5, 16.90909090909091)","(3.7, 4.2, 4.17037037037037)","(2.4, 2.94, 2.951290322580645)"
10-01-2023 14:32:20.293126,"(10.0, 13.0, 12.333333333333334)","(21.0, 34.0, 28.866666666666667)","(8.0, 9.2, 9.133333333333333)","(11.0, 16.5, 15.617647058823529)","(21.0, 32.0, 31.428571428571427)","(16.0, 28.0, 25.789473684210527)","(81.0, 230.0, 205.0)","(12.0, 17.5, 16.90909090909091)","(3.7, 4.2, 4.17037037037037)","(2.4, 2.96, 2.951290322580645)"
10-01-2023 14:32:21.454027,"(10.0, 13.0, 12.333333333333334)","(21.0, 34.0, 28.866666666666667)","(8.0, 9.2, 9.133333333333333)","(11.0, 16.5, 16.192307692307693)","(21.0, 32.0, 31.428571428571427)","(16.0, 28.0, 25.789473684210527)","(81.0, 230.0, 205.0)","(12.0, 17.5, 15.9)","(3.7, 4.2, 4.17037037037037)","(2.4, 2.96, 2.91375)"
10-01-2023 14:32:22.691873,"(10.0, 13.0, 12.394736842105264)","(21.0, 34.0, 28.866666666666667)","(8.0, 9.2, 9.133333333333333)","(11.0, 16.5, 16.192307692307693)","(21.0, 32.0, 31.428571428571427)","(16.0, 28.0, 25.789473684210527)","(81.0, 230.0, 205.0)","(12.0, 16.5, 15.714285714285714)","(3.7, 4.2, 4.18936170212766)","(2.4, 2.94, 2.91375)"
10-01-2023 14:32:23.980417,"(10.0, 13.0, 12.428571428571429)","(21.0, 34.0, 28.866666666666667)","(8.0, 9.2, 9.133333333333333)","(11.0, 16.5, 16.192307692307693)","(21.0, 32.0, 31.428571428571427)","(16.0, 28.0, 25.789473684210527)","(81.0, 230.0, 205.0)","(12.0, 16.5, 15.75)","(3.7, 4.2, 4.18936170212766)","(2.4, 2.94, 2.91375)"
10-01-2023 14:32:25.592321,"(10.0, 13.0, 12.576923076923077)","(21.0, 34.0, 28.866666666666667)","(8.0, 9.2, 9.133333333333333)","(11.0, 16.5, 16.192307692307693)","(21.0, 32.0, 31.428571428571427)","(16.0, 28.0, 25.789473684210527)","(81.0, 230.0, 205.0)","(12.0, 16.5, 15.75)","(3.7, 4.2, 4.18936170212766)","(2.4, 2.94, 2.9035714285714285)"
10-01-2023 14:32:27.057318,"(10.0, 13.0, 12.576923076923077)","(21.0, 34.0, 28.866666666666667)","(8.0, 9.2, 9.133333333333333)","(11.0, 16.5, 16.192307692307693)","(21.0, 32.0, 31.5)","(16.0, 28.0, 25.5)","(81.0, 230.0, 205.0)","(12.0, 16.5, 15.75)","(3.7, 4.2, 4.190740740740741)","(2.4, 2.94, 2.9035714285714285)"
10-01-2023 14:32:28.591965,"(10.0, 13.0, 12.541666666666666)","(21.0, 34.0, 28.866666666666667)","(8.0, 9.2, 9.133333333333333)","(11.0, 16.5, 16.192307692307693)","(21.0, 32.0, 29.083333333333332)","(16.0, 28.0, 25.375)","(81.0, 230.0, 205.0)","(12.0, 16.5, 15.88888888888889)","(3.7, 4.2, 4.185217391304348)","(2.4, 2.94, 2.9139999999999997)"
10-01-2023 14:32:30.029919,"(10.0, 13.0, 13.012195121951219)","(21.0, 34.0, 28.5)","(8.0, 9.2, 9.271428571428572)","(11.0, 16.5, 16.333333333333332)","(21.0, 30.0, 29.153846153846153)","(16.0, 28.0, 26.133333333333333)","(81.0, 230.0, 205.0)","(12.0, 16.5, 16.02173913043478)","(3.7, 4.2, 4.185294117647059)","(2.4, 2.92, 2.913684210526316)"
10-01-2023 14:32:31.538043,"(10.0, 13.5, 13.224137931034482)","(21.0, 34.0, 28.5)","(7.5, 9.4, 9.271428571428572)","(11.0, 17.0, 16.142857142857142)","(21.0, 30.0, 29.153846153846153)","(17.0, 28.0, 26.133333333333333)","(81.0, 230.0, 205.0)","(12.0, 16.5, 16.02173913043478)","(3.7, 4.2, 4.17872340425532)","(2.4, 2.92, 2.8902325581395347)"
10-01-2023 14:32:33.017028,"(10.0, 16.5, 15.576923076923077)","(21.0, 34.0, 28.5)","(7.5, 9.4, 9.15)","(11.0, 17.0, 16.583333333333332)","(21.0, 30.0, 29.133333333333333)","(17.0, 28.0, 26.22222222222222)","(81.0, 230.0, 205.0)","(12.0, 16.5, 16.02173913043478)","(3.7, 4.2, 4.17872340425532)","(2.4, 2.92, 2.8649999999999998)"
10-01-2023 14:32:34.379803,"(10.0, 16.0, 15.423076923076923)","(21.0, 34.0, 28.5)","(7.5, 9.4, 9.114285714285714)","(11.0, 17.0, 17.0)","(21.0, 30.0, 29.071428571428573)","(17.0, 28.0, 26.22222222222222)","(81.0, 230.0, 205.0)","(12.0, 16.5, 16.02173913043478)","(3.7, 4.2, 4.17872340425532)","(2.4, 2.88, 2.868169014084507)"
10-01-2023 14:32:35.639281,"(10.0, 16.0, 14.75)","(21.0, 34.0, 28.5)","(7.5, 9.4, 9.114285714285714)","(11.0, 17.5, 17.0)","(21.0, 30.0, 28.38095238095238)","(17.0, 28.0, 26.22222222222222)","(81.0, 230.0, 205.0)","(12.0, 16.5, 15.95)","(3.7, 4.2, 4.17872340425532)","(2.4, 2.88, 2.868169014084507)"
10-01-2023 14:32:36.949725,"(10.0, 16.0, 14.75)","(21.0, 34.0, 28.5)","(7.5, 9.4, 9.193103448275863)","(11.0, 17.5, 17.0)","(21.0, 30.0, 27.916666666666668)","(17.0, 28.0, 26.22222222222222)","(81.0, 230.0, 205.0)","(12.0, 16.5, 15.95)","(3.7, 4.2, 4.154411764705882)","(2.4, 2.88, 2.868169014084507)"
10-01-2023 14:32:38.224874,"(10.0, 16.0, 14.75)","(21.0, 34.0, 28.5)","(7.5, 9.4, 9.185714285714287)","(11.0, 17.5, 17.0)","(21.0, 30.0, 27.22222222222222)","(17.0, 28.0, 26.22222222222222)","(81.0, 230.0, 205.0)","(12.0, 16.5, 15.95)","(3.7, 4.2, 4.154411764705882)","(2.4, 2.88, 2.8685294117647056)"
10-01-2023 14:32:39.501049,"(10.0, 16.0, 15.054054054054054)","(21.0, 34.0, 28.5)","(7.5, 9.4, 9.185714285714287)","(11.0, 17.5, 17.0)","(21.0, 30.0, 27.181818181818183)","(17.0, 28.0, 26.22222222222222)","(81.0, 230.0, 205.0)","(12.0, 16.5, 16.357142857142858)","(3.7, 4.2, 4.157894736842105)","(2.4, 2.88, 2.8680645161290323)"
10-01-2023 14:32:40.880343,"(10.0, 16.0, 14.526315789473685)","(21.0, 34.0, 28.5)","(7.5, 9.4, 9.076923076923077)","(11.0, 17.5, 17.4)","(21.0, 29.0, 26.24137931034483)","(17.0, 28.0, 26.22222222222222)","(81.0, 230.0, 205.0)","(12.0, 17.0, 16.045454545454547)","(3.7, 4.2, 4.157894736842105)","(2.4, 2.88, 2.841904761904762)"
10-01-2023 14:32:42.260648,"(10.0, 16.0, 15.066666666666666)","(21.0, 34.0, 30.526315789473685)","(7.5, 9.4, 9.323076923076924)","(11.0, 17.5, 17.416666666666668)","(21.0, 29.0, 25.8)","(17.0, 28.0, 25.75)","(81.0, 230.0, 220.0)","(12.0, 17.0, 16.3)","(3.7, 4.2, 4.046)","(2.4, 2.88, 2.9056410256410254)"
10-01-2023 14:32:43.550019,"(10.0, 16.0, 15.066666666666666)","(21.0, 34.0, 31.22222222222222)","(7.5, 9.6, 9.348837209302326)","(11.0, 17.5, 17.666666666666668)","(21.0, 29.0, 25.058823529411764)","(17.0, 28.0, 28.2)","(81.0, 230.0, 220.0)","(12.0, 17.0, 16.5)","(3.7, 4.1, 3.8098039215686272)","(2.4, 2.92, 2.905)"
10-01-2023 14:32:44.918039,"(10.0, 16.0, 15.71875)","(21.0, 34.0, 31.22222222222222)","(7.5, 9.6, 9.333333333333332)","(11.0, 18.0, 17.53846153846154)","(21.0, 26.0, 25.058823529411764)","(17.0, 29.0, 28.0)","(81.0, 230.0, 220.0)","(12.0, 17.0, 16.142857142857142)","(3.7, 3.85, 3.8425925925925926)","(2.4, 2.92, 2.92375)"
10-01-2023 14:32:46.347140,"(10.0, 16.0, 15.71875)","(21.0, 34.0, 31.77777777777778)","(7.5, 9.6, 9.415384615384616)","(11.0, 18.0, 17.88888888888889)","(21.0, 26.0, 24.94736842105263)","(17.0, 29.0, 28.57142857142857)","(81.0, 230.0, 220.0)","(12.0, 17.0, 16.142857142857142)","(3.7, 3.85, 3.731521739130435)","(2.4, 2.96, 2.9406451612903224)"
10-01-2023 14:32:47.632921,"(10.0, 16.0, 15.71875)","(21.0, 34.0, 31.77777777777778)","(7.5, 9.6, 9.399999999999999)","(11.0, 18.0, 17.88888888888889)","(21.0, 26.0, 24.823529411764707)","(17.0, 29.0, 28.57142857142857)","(81.0, 230.0, 220.0)","(12.0, 17.0, 16.846153846153847)","(3.7, 3.75, 3.776923076923077)","(2.4, 2.96, 2.941333333333333)"
10-01-2023 14:32:49.001894,"(10.0, 16.0, 15.775)","(21.0, 34.0, 31.77777777777778)","(7.5, 9.6, 9.333333333333332)","(11.0, 18.0, 17.88888888888889)","(21.0, 26.0, 24.823529411764707)","(17.0, 29.0, 28.57142857142857)","(81.0, 230.0, 220.0)","(12.0, 17.0, 16.846153846153847)","(3.7, 3.9, 3.764102564102564)","(2.4, 2.96, 2.941333333333333)"
10-01-2023 14:32:50.514768,"(10.0, 16.0, 15.842105263157894)","(21.0, 34.0, 32.857142857142854)","(7.5, 9.6, 9.428571428571429)","(12.0, 18.0, 17.916666666666668)","(21.0, 26.0, 21.81818181818182)","(17.0, 29.0, 28.57142857142857)","(81.0, 230.0, 220.0)","(12.0, 17.0, 16.916666666666668)","(3.7, 3.8, 3.832608695652174)","(2.4, 2.96, 2.9576470588235293)"
10-01-2023 14:32:51.894077,"(10.0, 16.0, 15.195652173913043)","(21.0, 34.0, 32.857142857142854)","(7.5, 9.6, 9.346153846153847)","(12.0, 18.5, 17.40740740740741)","(21.0, 24.0, 21.142857142857142)","(17.0, 29.0, 28.714285714285715)","(81.0, 230.0, 206.66666666666666)","(12.0, 17.0, 16.923076923076923)","(3.7, 3.85, 3.784375)","(2.4, 2.96, 2.9358181818181817)"
10-01-2023 14:32:53.220959,"(11.0, 16.5, 15.75)","(21.0, 34.0, 29.6)","(7.5, 9.6, 9.296551724137931)","(13.0, 18.0, 17.464285714285715)","(21.0, 24.0, 20.363636363636363)","(18.0, 29.0, 31.57142857142857)","(81.0, 260.0, 206.66666666666666)","(12.0, 17.0, 16.923076923076923)","(3.6, 3.8, 3.7136690647482014)","(2.4, 2.98, 3.0028301886792454)"
10-01-2023 14:32:54.697111,"(11.0, 16.5, 15.9)","(21.0, 30.0, 30.0)","(7.5, 9.6, 9.355555555555554)","(13.0, 17.5, 17.416666666666668)","(21.0, 24.0, 21.193548387096776)","(18.0, 32.0, 31.57142857142857)","(81.0, 260.0, 206.66666666666666)","(12.0, 17.0, 16.923076923076923)","(3.6, 3.75, 3.6885714285714286)","(2.4, 3.05, 3.1392857142857142)"
10-01-2023 14:32:55.945800,"(11.0, 16.5, 15.9)","(21.0, 32.0, 30.0)","(7.5, 9.6, 9.355555555555554)","(13.0, 17.5, 17.416666666666668)","(19.0, 23.0, 21.193548387096776)","(18.0, 32.0, 31.57142857142857)","(81.0, 260.0, 206.66666666666666)","(12.0, 17.0, 16.923076923076923)","(3.6, 3.7, 3.6885714285714286)","(2.4, 3.15, 3.1392857142857142)"
10-01-2023 14:32:57.229178,"(11.0, 16.5, 15.75)","(21.0, 30.0, 29.666666666666668)","(7.5, 9.6, 9.444444444444445)","(13.0, 17.5, 17.416666666666668)","(19.0, 23.0, 21.193548387096776)","(18.0, 32.0, 31.76923076923077)","(81.0, 250.0, 215.0)","(12.0, 17.0, 16.9)","(3.6, 3.7, 3.666086956521739)","(2.4, 3.15, 3.106818181818182)"
10-01-2023 14:32:58.649512,"(11.0, 16.0, 15.916666666666666)","(21.0, 30.0, 29.25)","(7.5, 9.4, 9.376)","(13.0, 17.0, 16.958333333333332)","(19.0, 22.0, 21.333333333333332)","(18.0, 32.0, 31.76923076923077)","(81.0, 250.0, 215.0)","(12.0, 17.0, 16.516129032258064)","(3.6, 3.7, 3.6535714285714285)","(2.4, 3.15, 3.106818181818182)"
10-01-2023 14:33:00.019675,"(11.0, 15.5, 15.375)","(21.0, 30.0, 29.25)","(7.5, 9.6, 9.39090909090909)","(13.0, 17.5, 17.07894736842105)","(19.0, 22.0, 20.571428571428573)","(18.0, 32.0, 31.57142857142857)","(81.0, 250.0, 215.0)","(12.0, 17.0, 16.27777777777778)","(3.6, 3.7, 3.6485042735042734)","(2.4, 3.2, 3.2431034482758623)"
10-01-2023 14:33:01.470041,"(11.0, 15.5, 15.3)","(21.0, 30.0, 28.88888888888889)","(7.5, 9.6, 9.515151515151516)","(13.0, 16.5, 16.346153846153847)","(19.0, 22.0, 20.80952380952381)","(18.0, 32.0, 31.7)","(81.0, 250.0, 215.0)","(12.0, 17.0, 16.5)","(3.6, 3.65, 3.648086124401914)","(2.4, 3.3, 3.2720338983050845)"
10-01-2023 14:33:02.872402,"(11.0, 15.5, 15.3)","(21.0, 30.0, 29.0)","(7.5, 9.6, 9.53015873015873)","(13.0, 16.5, 16.333333333333332)","(19.0, 22.0, 21.32)","(19.0, 32.0, 31.7)","(81.0, 250.0, 215.0)","(12.0, 17.0, 16.5)","(3.5, 3.65, 3.6525)","(2.4, 3.3, 3.26375)"
10-01-2023 14:33:04.300861,"(11.0, 15.5, 15.305555555555555)","(21.0, 30.0, 29.0)","(7.5, 9.6, 9.529411764705882)","(13.0, 16.5, 16.3)","(19.0, 23.0, 21.107142857142858)","(19.0, 32.0, 31.57142857142857)","(81.0, 250.0, 215.0)","(12.0, 17.0, 16.567307692307693)","(3.5, 3.7, 3.59625)","(2.4, 3.3, 3.2864285714285715)"
10-01-2023 14:33:05.760805,"(11.0, 15.5, 15.294117647058824)","(21.0, 30.0, 28.58823529411765)","(7.5, 9.6, 8.272)","(13.0, 16.5, 16.375)","(19.0, 22.0, 21.107142857142858)","(19.0, 32.0, 31.57142857142857)","(81.0, 250.0, 215.0)","(12.0, 17.0, 16.59090909090909)","(3.5, 3.6, 3.5705555555555555)","(2.4, 3.3, 3.4699999999999998)"
10-01-2023 14:33:07.222532,"(11.0, 15.5, 15.337209302325581)","(21.0, 30.0, 28.153846153846153)","(7.5, 8.4, 8.254545454545454)","(13.0, 16.5, 16.375)","(19.0, 22.0, 21.107142857142858)","(19.0, 32.0, 31.57142857142857)","(81.0, 250.0, 215.0)","(12.0, 17.0, 16.804347826086957)","(3.5, 3.6, 3.5710526315789473)","(2.4, 3.5, 3.4699999999999998)"
10-01-2023 14:33:08.549320,"(11.0, 15.5, 15.337209302325581)","(21.0, 30.0, 28.153846153846153)","(7.5, 8.4, 8.174999999999999)","(13.0, 16.5, 16.375)","(19.0, 22.0, 21.107142857142858)","(19.0, 32.0, 31.57142857142857)","(81.0, 250.0, 215.0)","(12.0, 17.0, 16.804347826086957)","(3.5, 3.6, 3.632191780821918)","(2.4, 3.5, 3.4699999999999998)"
10-01-2023 14:33:10.346772,"(11.0, 15.5, 15.320512820512821)","(21.0, 30.0, 28.153846153846153)","(7.5, 8.2, 8.155555555555555)","(13.0, 16.5, 16.375)","(19.0, 22.0, 21.107142857142858)","(19.0, 32.0, 31.57142857142857)","(81.0, 250.0, 215.0)","(12.0, 17.0, 16.804347826086957)","(3.5, 3.7, 3.6029411764705883)","(2.4, 3.5, 3.4952380952380953)"
10-01-2023 14:33:12.171973,"(11.0, 15.5, 15.469696969696969)","(21.0, 30.0, 28.11764705882353)","(7.0, 8.2, 8.215384615384616)","(13.0, 16.5, 16.375)","(19.0, 22.0, 21.107142857142858)","(19.0, 32.0, 31.57142857142857)","(81.0, 250.0, 215.0)","(12.0, 17.0, 15.988095238095237)","(3.4, 3.7, 3.602702702702703)","(2.5, 3.55, 3.5428571428571427)"
10-01-2023 14:33:13.564231,"(11.0, 15.5, 15.469696969696969)","(21.0, 30.0, 28.11764705882353)","(7.0, 8.4, 8.215384615384616)","(13.0, 16.5, 14.64)","(19.0, 22.0, 21.107142857142858)","(19.0, 32.0, 31.57142857142857)","(81.0, 250.0, 215.0)","(12.0, 16.0, 15.988095238095237)","(3.4, 3.7, 3.6342105263157896)","(2.5, 3.55, 3.53695652173913)"
10-01-2023 14:33:14.984577,"(11.0, 15.5, 15.469696969696969)","(21.0, 30.0, 28.11764705882353)","(7.0, 8.4, 8.215384615384616)","(13.0, 15.0, 14.4)","(19.0, 22.0, 20.863636363636363)","(19.0, 32.0, 30.0)","(81.0, 250.0, 215.0)","(12.0, 16.0, 15.988095238095237)","(3.4, 3.65, 3.582142857142857)","(2.5, 3.55, 3.4749999999999996)"
10-01-2023 14:33:16.407857,"(11.0, 15.5, 15.469696969696969)","(21.0, 30.0, 28.11764705882353)","(7.0, 8.4, 8.215384615384616)","(13.0, 16.0, 14.4)","(19.0, 22.0, 20.863636363636363)","(19.0, 32.0, 30.0)","(81.0, 250.0, 215.0)","(12.0, 16.0, 15.986486486486486)","(3.4, 3.7, 3.645)","(2.5, 3.55, 3.4520408163265306)"
10-01-2023 14:33:17.773008,"(11.0, 15.5, 15.469696969696969)","(21.0, 30.0, 28.11764705882353)","(7.0, 8.4, 8.215384615384616)","(13.0, 16.0, 14.333333333333334)","(19.0, 22.0, 21.939393939393938)","(19.0, 32.0, 30.0)","(81.0, 250.0, 215.0)","(12.0, 16.0, 15.986486486486486)","(3.4, 3.7, 3.658673469387755)","(2.5, 3.55, 3.49)"
10-01-2023 14:33:19.073423,"(11.0, 15.5, 15.45)","(21.0, 30.0, 27.818181818181817)","(7.0, 8.4, 8.22857142857143)","(13.0, 15.5, 14.333333333333334)","(19.0, 22.0, 21.933333333333334)","(19.0, 32.0, 30.0)","(81.0, 250.0, 215.0)","(12.0, 16.0, 15.986486486486486)","(3.4, 3.7, 3.659090909090909)","(2.5, 3.55, 3.4782608695652173)"
10-01-2023 14:33:20.430237,"(11.0, 15.5, 15.45)","(21.0, 30.0, 27.857142857142858)","(7.0, 8.4, 8.28235294117647)","(13.0, 15.5, 13.775)","(19.0, 22.0, 21.571428571428573)","(19.0, 32.0, 30.5)","(81.0, 250.0, 215.0)","(12.0, 16.0, 15.986486486486486)","(3.4, 3.7, 3.6035714285714286)","(2.5, 3.5, 3.525806451612903)"
10-01-2023 14:33:21.812863,"(11.0, 16.0, 15.11111111111111)","(21.0, 30.0, 27.857142857142858)","(7.0, 8.6, 8.28235294117647)","(13.0, 14.0, 13.944444444444445)","(19.0, 23.0, 21.823529411764707)","(19.0, 32.0, 30.5)","(81.0, 250.0, 215.0)","(12.0, 16.0, 15.986486486486486)","(3.4, 3.7, 3.6055555555555556)","(2.5, 3.55, 3.525806451612903)"
10-01-2023 14:33:23.227963,"(11.0, 16.0, 15.25)","(21.0, 30.0, 27.857142857142858)","(7.0, 8.6, 8.252631578947367)","(13.0, 14.0, 13.928571428571429)","(19.0, 23.0, 21.22222222222222)","(19.0, 32.0, 30.5)","(81.0, 250.0, 253.33333333333334)","(12.0, 16.0, 16.3)","(3.4, 3.65, 3.6055555555555556)","(2.5, 3.55, 3.528260869565217)"
10-01-2023 14:33:24.538801,"(11.0, 15.5, 15.235294117647058)","(21.0, 30.0, 27.857142857142858)","(7.0, 8.6, 8.155555555555555)","(12.0, 14.0, 13.928571428571429)","(18.0, 23.0, 21.22222222222222)","(20.0, 32.0, 30.5)","(81.0, 270.0, 253.33333333333334)","(12.0, 16.5, 16.3)","(3.3, 3.65, 3.6125)","(2.6, 3.55, 3.5277777777777777)"
10-01-2023 14:33:25.855392,"(11.0, 15.5, 15.235294117647058)","(21.0, 30.0, 28.058823529411764)","(7.0, 8.6, 8.266666666666667)","(12.0, 14.0, 14.625)","(18.0, 23.0, 21.22222222222222)","(20.0, 32.0, 31.4)","(81.0, 270.0, 253.33333333333334)","(12.0, 16.5, 16.3)","(3.3, 3.65, 3.601818181818182)","(2.6, 3.55, 3.5041666666666664)"
10-01-2023 14:33:27.208207,"(11.0, 15.5, 15.235294117647058)","(21.0, 30.0, 28.35)","(7.0, 8.4, 8.266666666666667)","(12.0, 15.0, 14.625)","(18.0, 23.0, 21.22222222222222)","(20.0, 32.0, 31.4)","(81.0, 270.0, 253.33333333333334)","(12.0, 16.5, 16.3)","(3.3, 3.7, 3.6205882352941177)","(2.6, 3.55, 3.56875)"
10-01-2023 14:33:28.561525,"(11.0, 15.5, 15.235294117647058)","(21.0, 30.0, 28.35)","(7.0, 8.4, 8.17142857142857)","(12.0, 15.0, 14.625)","(18.0, 23.0, 21.22222222222222)","(20.0, 32.0, 31.4)","(81.0, 270.0, 253.33333333333334)","(12.0, 16.5, 16.95945945945946)","(3.3, 3.7, 3.472297297297297)","(2.6, 3.6, 3.584375)"
