,Stoker Ace,Mister Hart,Onlysbest,Quick Step Nz,Magicol Ideal Nz,Arts Peregrine,Gabbys Sportstar,October Racketeer,Watchful Lady,Mighty George Nz
06-01-2023 15:36:46.816834,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:36:48.294022,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:36:49.724359,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:36:51.128957,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:36:52.590151,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:36:54.008131,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:36:55.420565,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:36:56.835403,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:36:58.338211,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:36:59.713515,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:01.053381,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:02.493092,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:03.970021,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:05.437594,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:06.681816,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:08.296893,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:09.616437,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:11.014932,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:12.493448,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:13.912508,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:15.291017,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:16.647350,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:18.078118,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:19.403866,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:20.789119,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:22.118766,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:23.598317,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.3)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.0)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.16)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:25.033597,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.9)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.485714285714286)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:26.513016,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.9)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.485714285714286)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:27.866558,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.9)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.485714285714286)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:29.208460,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.9)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.485714285714286)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:30.704238,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.9)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.485714285714286)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:32.161812,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.9)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.485714285714286)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:33.492101,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.9)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.485714285714286)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:34.836893,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.9)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.485714285714286)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:36.218582,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.9)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.485714285714286)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:37.586210,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.4)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:39.073038,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.4)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:40.520792,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.4)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:41.914149,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.4)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:43.303757,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 6.525)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:44.725685,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.35)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:46.149880,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.35)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:47.826979,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.35)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:49.520524,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 50.0)","(5.5, 9.0, 7.35)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:51.461726,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 60.66666666666667)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:53.594472,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 60.66666666666667)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:55.237851,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 60.66666666666667)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:57.015697,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 60.66666666666667)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:37:58.765843,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 60.66666666666667)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:00.319152,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 60.66666666666667)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:01.885767,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 64.54545454545455)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:03.398182,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 64.54545454545455)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:05.083135,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 64.54545454545455)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:06.584608,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 64.54545454545455)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:08.054294,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 64.54545454545455)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:09.551026,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:10.997730,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:12.505564,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:13.980187,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:15.477385,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:16.910503,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:18.356974,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:19.808996,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:21.317669,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:22.820622,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:24.250314,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:25.762619,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:27.303509,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:28.855326,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:31.188155,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 13.7)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:33.760869,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.933333333333334)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 14.56)","(17.0, 34.0, 23.2)","(5.5, 9.2, 8.514285714285714)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:35.761156,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.140000000000001)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 14.56)","(17.0, 34.0, 23.2)","(5.5, 9.2, 7.733333333333333)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:37.265113,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.140000000000001)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.2)","(17.0, 34.0, 23.2)","(5.5, 9.2, 7.733333333333333)","(7.5, 16.0, 12.6)","(6.0, 99999, 99990)"
06-01-2023 15:38:39.121913,"(2.6, 3.2, 2.8550000000000004)","(31.0, 70.0, 51.333333333333336)","(5.5, 9.0, 7.3500000000000005)","(14.0, 99999, 99990)","(19.0, 99999, 99990)","(9.0, 18.0, 15.92)","(17.0, 34.0, 24.0)","(5.5, 9.2, 8.0)","(7.5, 16.0, 12.35)","(6.0, 99999, 99990)"
