,Fast Liar,Kingsbrae Bear,Clover Athena,Integrity Angel,Liar For Hire,Backcreek Bingo,Fernando Diva
12-01-2023 13:18:35.027469,"(6.0, 9.0, 8.2)","(9.0, 15.5, 14.1875)","(21.0, 95.0, 78.75)","(10.0, 18.0, 15.833333333333332)","(4.0, 4.4, 4.261111111111111)","(5.0, 7.4, 7.050000000000001)","(2.4, 2.92, 2.64)"
12-01-2023 13:18:36.080651,"(6.0, 9.0, 8.2)","(9.0, 15.5, 12.8)","(21.0, 95.0, 78.75)","(10.0, 18.0, 15.833333333333332)","(4.0, 4.4, 4.261111111111111)","(5.0, 7.4, 7.050000000000001)","(2.4, 2.9, 2.7133333333333334)"
12-01-2023 13:18:37.114397,"(6.0, 9.0, 8.2)","(9.0, 15.5, 13.863636363636363)","(21.0, 95.0, 78.75)","(10.0, 18.0, 15.833333333333332)","(4.0, 4.4, 4.261111111111111)","(5.0, 7.4, 7.050000000000001)","(2.4, 2.9, 2.7133333333333334)"
12-01-2023 13:18:38.239035,"(6.0, 9.0, 7.285714285714286)","(9.0, 15.5, 13.5)","(21.0, 95.0, 78.75)","(10.0, 18.0, 15.833333333333332)","(4.0, 4.4, 4.261111111111111)","(5.0, 7.4, 7.050000000000001)","(2.4, 2.9, 2.7133333333333334)"
12-01-2023 13:18:39.379120,"(6.0, 9.0, 8.1)","(9.0, 15.5, 13.5)","(21.0, 95.0, 78.75)","(10.0, 18.0, 15.833333333333332)","(4.0, 4.4, 4.261111111111111)","(5.0, 7.4, 7.2)","(2.4, 2.9, 2.76)"
12-01-2023 13:18:40.442087,"(6.0, 9.0, 8.047058823529412)","(9.0, 15.5, 13.25)","(21.0, 95.0, 78.75)","(10.0, 18.0, 15.833333333333332)","(4.0, 4.4, 4.286363636363637)","(5.0, 7.4, 7.2)","(2.4, 2.9, 2.76)"
12-01-2023 13:18:41.431047,"(6.0, 9.0, 8.047058823529412)","(9.0, 15.5, 13.25)","(21.0, 100.0, 65.0)","(10.0, 18.0, 15.833333333333332)","(4.0, 4.4, 4.286363636363637)","(5.0, 7.4, 7.2)","(2.4, 2.9, 2.76)"
12-01-2023 13:18:42.495953,"(6.0, 9.0, 8.047058823529412)","(9.0, 15.5, 13.25)","(21.0, 100.0, 60.0)","(10.0, 18.0, 15.833333333333332)","(4.0, 4.4, 4.025)","(5.0, 7.4, 7.2)","(2.4, 2.9, 2.76)"
12-01-2023 13:18:43.589756,"(6.0, 9.0, 8.047058823529412)","(9.0, 15.5, 13.25)","(21.0, 100.0, 60.0)","(10.0, 18.0, 15.833333333333332)","(4.0, 4.4, 4.166666666666667)","(5.0, 7.4, 7.2)","(2.4, 2.9, 2.76)"
12-01-2023 13:18:44.732822,"(6.0, 9.0, 8.4)","(9.0, 15.5, 13.25)","(21.0, 100.0, 53.33333333333333)","(10.0, 18.0, 15.833333333333332)","(4.0, 4.6, 4.491666666666666)","(5.0, 7.4, 7.2)","(2.4, 2.9, 2.922222222222222)"
12-01-2023 13:18:45.928128,"(6.0, 9.0, 8.228571428571428)","(9.0, 14.5, 12.458333333333334)","(21.0, 100.0, 58.0)","(10.0, 18.0, 15.833333333333332)","(4.0, 4.6, 4.535)","(5.0, 7.4, 7.2)","(2.4, 2.96, 2.98)"
12-01-2023 13:18:47.111185,"(6.0, 9.0, 8.228571428571428)","(9.0, 14.5, 12.346153846153847)","(21.0, 100.0, 64.28571428571428)","(10.0, 18.0, 15.833333333333332)","(4.0, 4.6, 4.535)","(5.0, 7.4, 7.2)","(2.4, 3.0, 3.052)"
12-01-2023 13:18:48.212101,"(6.0, 9.0, 8.228571428571428)","(9.0, 14.5, 12.346153846153847)","(21.0, 90.0, 64.28571428571428)","(10.0, 18.0, 15.833333333333332)","(4.0, 4.6, 4.535)","(5.0, 7.4, 7.2)","(2.4, 3.1, 3.0536363636363637)"
12-01-2023 13:18:49.276693,"(6.0, 9.0, 8.228571428571428)","(9.0, 14.5, 12.346153846153847)","(21.0, 95.0, 50.0)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.6, 4.535)","(5.0, 7.4, 7.2)","(2.45, 3.15, 3.0536363636363637)"
12-01-2023 13:18:50.510499,"(6.0, 9.0, 8.228571428571428)","(9.0, 14.5, 12.346153846153847)","(21.0, 95.0, 50.0)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.6, 4.535)","(5.0, 7.4, 7.2)","(2.45, 3.15, 2.9080000000000004)"
12-01-2023 13:18:51.654756,"(6.0, 9.0, 8.228571428571428)","(9.0, 14.5, 12.346153846153847)","(21.0, 95.0, 50.0)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.6, 4.535)","(5.0, 7.4, 7.2)","(2.45, 3.1, 2.9080000000000004)"
12-01-2023 13:18:52.725660,"(6.0, 9.0, 7.8)","(9.0, 14.5, 12.346153846153847)","(21.0, 95.0, 50.0)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.6, 4.535)","(5.0, 7.4, 7.2)","(2.45, 3.1, 2.8741176470588234)"
12-01-2023 13:18:53.909122,"(6.0, 9.0, 7.8)","(9.0, 14.5, 12.346153846153847)","(21.0, 95.0, 50.0)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.6, 4.535)","(5.0, 7.4, 7.2)","(2.45, 3.1, 2.9402127659574466)"
12-01-2023 13:18:55.035923,"(6.0, 9.0, 7.8)","(9.0, 14.5, 12.346153846153847)","(21.0, 95.0, 50.0)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.6, 4.535)","(5.0, 7.4, 7.2)","(2.45, 3.05, 2.8004347826086957)"
12-01-2023 13:18:56.072249,"(6.0, 9.0, 7.8)","(9.0, 14.5, 12.346153846153847)","(21.0, 95.0, 50.0)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.6, 4.535)","(5.0, 7.4, 7.2)","(2.45, 3.05, 2.894)"
12-01-2023 13:18:57.156966,"(6.0, 9.0, 7.8)","(9.0, 14.5, 12.346153846153847)","(21.0, 95.0, 51.92857142857143)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.6, 4.535)","(5.0, 7.4, 7.2)","(2.45, 3.05, 2.8341666666666665)"
12-01-2023 13:18:58.320941,"(6.0, 9.0, 7.8)","(9.0, 14.5, 12.75)","(21.0, 95.0, 68.0)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.6, 4.535)","(5.0, 7.4, 7.2)","(2.45, 3.05, 2.742)"
12-01-2023 13:18:59.440509,"(6.0, 9.0, 7.8)","(9.0, 14.5, 12.75)","(21.0, 100.0, 69.875)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.6, 4.535)","(5.0, 7.4, 7.2)","(2.45, 3.05, 2.7933333333333334)"
12-01-2023 13:19:00.567734,"(6.0, 9.0, 7.8)","(9.0, 14.5, 12.346153846153847)","(21.0, 95.0, 69.875)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.6, 4.535)","(5.0, 7.4, 7.2)","(2.45, 3.05, 2.8723076923076922)"
12-01-2023 13:19:01.684887,"(6.0, 9.0, 7.8)","(9.0, 14.5, 12.346153846153847)","(21.0, 95.0, 69.875)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.6, 4.28)","(5.0, 7.4, 7.2)","(2.45, 3.05, 2.8723076923076922)"
12-01-2023 13:19:02.839864,"(6.0, 9.0, 7.8)","(9.0, 14.5, 12.346153846153847)","(21.0, 95.0, 69.875)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.5, 4.28)","(5.0, 7.4, 7.2)","(2.45, 3.05, 2.8723076923076922)"
12-01-2023 13:19:03.950090,"(6.0, 9.0, 7.8)","(9.0, 14.5, 12.75)","(21.0, 100.0, 55.0)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.5, 4.28)","(5.0, 7.4, 7.2)","(2.45, 3.05, 2.8723076923076922)"
12-01-2023 13:19:05.004627,"(6.0, 9.0, 7.8)","(9.0, 14.5, 12.75)","(21.0, 100.0, 55.0)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.5, 4.28)","(5.0, 7.4, 7.2)","(2.45, 3.05, 2.8723076923076922)"
12-01-2023 13:19:06.193614,"(6.0, 9.0, 7.8)","(9.0, 14.5, 12.75)","(21.0, 100.0, 55.0)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.5, 4.28)","(5.0, 7.4, 7.2)","(2.45, 3.05, 2.8723076923076922)"
12-01-2023 13:19:07.262152,"(6.0, 9.0, 6.866666666666666)","(9.0, 14.5, 12.75)","(21.0, 100.0, 55.0)","(10.0, 18.0, 15.833333333333332)","(3.9, 4.5, 4.28)","(5.0, 7.4, 7.08)","(2.45, 3.05, 2.8723076923076922)"
12-01-2023 13:19:08.325372,"(6.0, 8.8, 7.647619047619048)","(9.0, 14.5, 14.75)","(21.0, 100.0, 68.23529411764706)","(10.0, 18.0, 16.973684210526315)","(3.9, 4.5, 4.28)","(5.0, 7.8, 7.08)","(2.45, 3.05, 3.0028571428571427)"
12-01-2023 13:19:09.464350,"(6.0, 8.8, 7.86923076923077)","(9.0, 15.0, 14.75)","(21.0, 100.0, 61.111111111111114)","(10.0, 18.0, 16.973684210526315)","(3.9, 4.5, 4.28)","(5.0, 7.8, 7.08)","(2.45, 3.05, 3.0028571428571427)"
12-01-2023 13:19:10.583697,"(6.0, 8.6, 8.36470588235294)","(9.0, 15.0, 14.75)","(21.0, 100.0, 61.111111111111114)","(10.0, 18.0, 16.973684210526315)","(3.7, 4.5, 4.28)","(5.0, 7.8, 7.4399999999999995)","(2.45, 3.05, 2.885)"
12-01-2023 13:19:11.563031,"(6.0, 8.6, 8.1)","(9.0, 15.0, 14.75)","(21.0, 100.0, 45.0)","(10.0, 18.0, 16.973684210526315)","(3.7, 4.5, 4.28)","(5.0, 7.8, 6.8)","(2.45, 3.05, 2.885)"
12-01-2023 13:19:12.613426,"(6.0, 8.6, 8.123809523809523)","(9.0, 15.0, 14.027777777777779)","(21.0, 100.0, 59.565217391304344)","(10.0, 18.0, 13.5)","(3.7, 4.5, 4.28)","(5.0, 8.0, 6.989473684210527)","(2.45, 3.05, 2.885)"
12-01-2023 13:19:13.784428,"(6.0, 8.6, 7.178947368421053)","(9.0, 15.0, 14.125)","(21.0, 100.0, 59.565217391304344)","(10.0, 18.0, 13.5)","(3.7, 4.5, 4.28)","(5.0, 8.0, 7.216666666666667)","(2.45, 3.05, 2.885)"
12-01-2023 13:19:14.937079,"(6.0, 8.6, 7.178947368421053)","(9.0, 15.0, 13.0)","(21.0, 100.0, 59.565217391304344)","(10.0, 18.0, 13.5)","(3.7, 4.5, 4.28)","(5.0, 7.8, 7.216666666666667)","(2.45, 3.05, 2.885)"
12-01-2023 13:19:16.008610,"(6.0, 8.4, 7.226666666666667)","(9.0, 15.0, 13.8)","(21.0, 100.0, 59.565217391304344)","(10.0, 18.0, 13.5)","(3.7, 4.5, 4.071428571428571)","(5.0, 7.8, 7.216666666666667)","(2.45, 3.05, 2.885)"
12-01-2023 13:19:17.189709,"(6.0, 8.4, 7.226666666666667)","(9.0, 15.0, 13.285714285714285)","(21.0, 100.0, 59.565217391304344)","(10.0, 18.0, 13.5)","(3.7, 4.5, 4.071428571428571)","(5.0, 7.8, 6.942857142857142)","(2.45, 3.05, 2.836470588235294)"
12-01-2023 13:19:18.481259,"(6.0, 8.4, 7.056)","(9.0, 15.0, 14.294117647058824)","(21.0, 100.0, 59.565217391304344)","(10.0, 18.0, 13.5)","(3.7, 4.5, 4.071428571428571)","(5.0, 7.8, 7.094117647058823)","(2.45, 3.05, 2.9066666666666667)"
12-01-2023 13:19:19.709056,"(6.0, 8.4, 7.056)","(9.0, 15.0, 14.527777777777779)","(21.0, 100.0, 59.565217391304344)","(10.0, 18.0, 16.714285714285715)","(3.7, 4.5, 4.071428571428571)","(5.0, 7.8, 7.199999999999999)","(2.45, 3.0, 2.9066666666666667)"
12-01-2023 13:19:21.106951,"(6.0, 8.4, 7.309090909090909)","(9.0, 15.5, 14.068181818181818)","(21.0, 100.0, 59.565217391304344)","(10.0, 18.0, 14.7)","(3.7, 4.5, 4.3)","(5.0, 7.8, 7.199999999999999)","(2.45, 3.0, 2.9066666666666667)"
12-01-2023 13:19:22.429141,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.5, 14.068181818181818)","(21.0, 100.0, 88.66666666666666)","(10.0, 18.0, 14.7)","(3.7, 4.5, 4.157142857142857)","(5.0, 7.8, 7.3999999999999995)","(2.45, 3.0, 2.9066666666666667)"
12-01-2023 13:19:23.632077,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.5, 14.068181818181818)","(21.0, 95.0, 88.66666666666666)","(10.0, 18.0, 16.166666666666668)","(3.7, 4.5, 4.183333333333333)","(5.5, 7.8, 7.523076923076923)","(2.4, 3.0, 2.9066666666666667)"
12-01-2023 13:19:24.758485,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.5, 13.25)","(21.0, 95.0, 88.66666666666666)","(10.0, 18.0, 16.166666666666668)","(3.7, 4.6, 4.183333333333333)","(5.5, 7.8, 7.527272727272727)","(2.4, 3.0, 2.9066666666666667)"
12-01-2023 13:19:25.928504,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.5, 13.25)","(21.0, 95.0, 88.66666666666666)","(10.0, 18.0, 16.166666666666668)","(3.6, 4.6, 4.183333333333333)","(5.5, 7.8, 7.527272727272727)","(2.4, 3.0, 2.8400000000000003)"
12-01-2023 13:19:27.074571,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.5, 13.25)","(21.0, 95.0, 88.66666666666666)","(10.0, 18.0, 17.13157894736842)","(3.6, 4.6, 4.183333333333333)","(5.5, 7.8, 7.527272727272727)","(2.4, 3.0, 2.8400000000000003)"
12-01-2023 13:19:28.081692,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.5, 13.25)","(21.0, 95.0, 88.66666666666666)","(10.0, 18.0, 17.13157894736842)","(3.6, 4.6, 4.407692307692307)","(5.5, 7.8, 7.527272727272727)","(2.4, 3.0, 2.8400000000000003)"
12-01-2023 13:19:29.121642,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.5, 13.25)","(21.0, 95.0, 88.66666666666666)","(10.0, 18.0, 17.13157894736842)","(3.6, 4.6, 4.4529411764705875)","(5.5, 7.8, 7.527272727272727)","(2.4, 3.0, 2.7922580645161292)"
12-01-2023 13:19:30.190554,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.5, 13.25)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 17.13157894736842)","(3.6, 4.6, 4.4529411764705875)","(5.5, 7.8, 7.527272727272727)","(2.45, 3.0, 2.7922580645161292)"
12-01-2023 13:19:31.363630,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.5, 13.25)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 17.13157894736842)","(3.6, 4.6, 4.4529411764705875)","(5.5, 7.8, 7.527272727272727)","(2.45, 3.0, 2.7746341463414637)"
12-01-2023 13:19:32.501446,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.5, 14.272727272727273)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 17.13157894736842)","(3.6, 4.6, 4.4529411764705875)","(5.5, 7.8, 7.527272727272727)","(2.45, 3.0, 2.7746341463414637)"
12-01-2023 13:19:33.652750,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.5, 14.078947368421053)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 17.43103448275862)","(3.6, 4.6, 4.4529411764705875)","(5.5, 7.8, 7.527272727272727)","(2.45, 3.0, 2.7746341463414637)"
12-01-2023 13:19:34.763127,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.0, 13.660714285714286)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 14.25)","(3.6, 4.6, 4.4529411764705875)","(5.5, 7.8, 7.527272727272727)","(2.45, 3.0, 2.7933333333333334)"
12-01-2023 13:19:35.829232,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.0, 13.660714285714286)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 14.25)","(3.6, 4.6, 4.387096774193548)","(5.5, 7.8, 7.657142857142857)","(2.45, 2.98, 2.7933333333333334)"
12-01-2023 13:19:37.018908,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.0, 13.75)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 14.25)","(3.6, 4.6, 4.636363636363637)","(5.5, 7.8, 7.657142857142857)","(2.45, 2.98, 2.7933333333333334)"
12-01-2023 13:19:38.212060,"(6.0, 8.2, 7.309090909090909)","(9.0, 15.0, 14.423076923076923)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 14.25)","(3.6, 4.7, 4.482352941176471)","(5.5, 7.8, 7.32)","(2.45, 2.98, 2.7933333333333334)"
12-01-2023 13:19:39.347076,"(6.0, 8.2, 7.309090909090909)","(9.0, 14.5, 14.423076923076923)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 16.92857142857143)","(3.6, 4.6, 4.5)","(5.5, 7.8, 7.32)","(2.45, 2.98, 2.7373333333333334)"
12-01-2023 13:19:40.411407,"(6.0, 8.2, 7.879999999999999)","(9.0, 14.5, 14.423076923076923)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 15.0)","(3.6, 4.6, 4.5)","(5.5, 7.8, 7.32)","(2.45, 2.98, 2.7373333333333334)"
12-01-2023 13:19:41.506775,"(6.0, 8.2, 7.8999999999999995)","(9.0, 14.5, 14.423076923076923)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 15.3)","(3.6, 4.6, 4.5)","(5.5, 7.8, 7.4)","(2.45, 2.98, 2.7373333333333334)"
12-01-2023 13:19:42.603733,"(6.0, 8.2, 7.823529411764706)","(9.0, 14.5, 14.423076923076923)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 15.3)","(3.6, 4.6, 4.28)","(5.5, 7.8, 7.4)","(2.45, 2.98, 2.7224000000000004)"
12-01-2023 13:19:43.535071,"(6.0, 8.0, 7.634782608695652)","(9.0, 14.5, 14.40909090909091)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 15.3)","(3.6, 4.6, 4.28)","(5.5, 7.8, 7.4)","(2.45, 2.98, 2.7224000000000004)"
12-01-2023 13:19:44.617208,"(6.0, 8.0, 7.65)","(9.0, 14.5, 14.40909090909091)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 16.8)","(3.6, 4.5, 4.26)","(5.5, 7.8, 7.32)","(2.45, 2.98, 2.7224000000000004)"
12-01-2023 13:19:45.695224,"(6.0, 8.0, 7.85)","(9.0, 14.5, 14.40909090909091)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 16.25)","(3.6, 4.5, 4.26)","(5.5, 7.8, 7.64)","(2.45, 2.98, 2.757777777777778)"
12-01-2023 13:19:46.715621,"(6.0, 8.2, 7.92)","(9.0, 14.5, 14.40909090909091)","(26.0, 95.0, 88.66666666666666)","(10.0, 18.0, 16.25)","(3.6, 4.5, 4.58)","(5.5, 7.8, 7.64)","(2.45, 2.96, 2.8040000000000003)"
12-01-2023 13:19:47.810327,"(6.0, 8.2, 7.92)","(9.0, 14.5, 14.40909090909091)","(26.0, 95.0, 70.88888888888889)","(10.0, 18.0, 16.25)","(3.6, 4.6, 4.58)","(5.5, 7.8, 7.64)","(2.45, 2.96, 2.8040000000000003)"
12-01-2023 13:19:48.955464,"(6.0, 8.2, 7.699999999999999)","(9.0, 14.5, 14.40909090909091)","(26.0, 75.0, 70.88888888888889)","(10.0, 18.0, 17.192307692307693)","(3.6, 4.6, 4.576190476190476)","(5.5, 7.8, 7.64)","(2.45, 2.96, 2.7433333333333336)"
12-01-2023 13:19:50.062017,"(6.0, 8.2, 7.7384615384615385)","(9.0, 14.5, 14.40909090909091)","(26.0, 75.0, 70.88888888888889)","(10.0, 18.0, 17.192307692307693)","(3.6, 4.6, 4.475)","(5.5, 7.8, 7.704)","(2.45, 2.96, 2.7433333333333336)"
12-01-2023 13:19:51.148045,"(6.0, 8.2, 7.7384615384615385)","(9.0, 14.5, 14.40909090909091)","(26.0, 75.0, 70.88888888888889)","(10.0, 18.0, 17.34375)","(3.6, 4.6, 4.385714285714285)","(5.5, 7.8, 7.704)","(2.45, 2.96, 2.7236363636363636)"
12-01-2023 13:19:52.211978,"(6.0, 8.2, 7.771428571428571)","(9.0, 14.5, 14.40909090909091)","(26.0, 75.0, 67.6)","(10.0, 18.0, 16.5)","(3.6, 4.6, 4.409523809523809)","(5.5, 7.8, 7.704)","(2.45, 2.96, 2.7590909090909093)"
12-01-2023 13:19:53.287349,"(6.0, 8.2, 7.771428571428571)","(9.0, 14.5, 14.40909090909091)","(26.0, 75.0, 67.6)","(10.0, 18.0, 16.5)","(3.6, 4.6, 4.409523809523809)","(5.5, 7.8, 7.704)","(2.45, 2.96, 2.7590909090909093)"
12-01-2023 13:19:54.364059,"(6.0, 8.2, 7.7384615384615385)","(9.0, 14.5, 14.40909090909091)","(26.0, 75.0, 57.5)","(10.0, 18.0, 17.4375)","(3.6, 4.6, 4.409523809523809)","(5.5, 7.8, 7.704)","(2.45, 2.96, 2.7590909090909093)"
12-01-2023 13:19:55.382705,"(6.0, 8.2, 7.7384615384615385)","(9.0, 14.5, 14.40909090909091)","(26.0, 75.0, 57.5)","(10.0, 18.0, 17.4375)","(3.6, 4.6, 4.366666666666666)","(5.5, 7.8, 7.704)","(2.45, 2.96, 2.740625)"
12-01-2023 13:19:56.509041,"(6.0, 8.2, 7.7384615384615385)","(9.0, 14.5, 14.366666666666667)","(26.0, 75.0, 57.5)","(10.0, 18.0, 17.05263157894737)","(3.6, 4.5, 4.3133333333333335)","(5.5, 7.8, 7.704)","(2.45, 2.96, 2.740625)"
12-01-2023 13:19:57.711727,"(6.0, 8.2, 7.824999999999999)","(9.0, 14.5, 14.366666666666667)","(26.0, 75.0, 57.5)","(10.0, 18.0, 17.379310344827587)","(3.6, 4.5, 4.3133333333333335)","(5.5, 7.8, 7.704)","(2.45, 2.96, 2.740625)"
12-01-2023 13:19:58.763817,"(6.0, 8.2, 7.7384615384615385)","(9.0, 14.5, 14.366666666666667)","(26.0, 75.0, 57.5)","(10.0, 18.0, 17.379310344827587)","(3.6, 4.5, 4.3133333333333335)","(5.5, 7.8, 7.704)","(2.45, 2.96, 2.7800000000000002)"
12-01-2023 13:19:59.727179,"(6.0, 8.2, 7.7384615384615385)","(9.0, 14.5, 14.366666666666667)","(26.0, 75.0, 57.5)","(10.0, 18.0, 17.379310344827587)","(3.6, 4.5, 4.4)","(5.5, 7.8, 7.704)","(2.45, 2.94, 2.7800000000000002)"
12-01-2023 13:20:00.738706,"(6.0, 8.2, 7.7384615384615385)","(9.0, 14.5, 14.366666666666667)","(26.0, 75.0, 57.5)","(10.0, 18.0, 17.307692307692307)","(3.6, 4.5, 4.4)","(5.5, 7.8, 7.704)","(2.45, 2.94, 2.7800000000000002)"
12-01-2023 13:20:01.753489,"(6.0, 8.2, 7.7384615384615385)","(9.0, 14.5, 14.366666666666667)","(26.0, 75.0, 57.5)","(10.0, 18.0, 17.307692307692307)","(3.6, 4.5, 4.25)","(5.5, 7.8, 7.704)","(2.45, 2.94, 2.748)"
12-01-2023 13:20:02.760717,"(6.0, 8.2, 7.7384615384615385)","(9.0, 14.5, 14.366666666666667)","(26.0, 75.0, 57.5)","(10.0, 18.0, 17.307692307692307)","(3.6, 4.4, 4.25)","(5.5, 7.8, 7.704)","(2.45, 2.94, 2.748)"
12-01-2023 13:20:03.775315,"(6.0, 8.2, 7.7384615384615385)","(9.0, 14.5, 14.366666666666667)","(26.0, 75.0, 57.5)","(10.0, 18.0, 17.307692307692307)","(3.6, 4.4, 4.25)","(5.5, 7.8, 7.704)","(2.45, 2.94, 2.748)"
12-01-2023 13:20:04.805384,"(6.0, 8.2, 7.7384615384615385)","(9.0, 14.5, 14.366666666666667)","(26.0, 75.0, 57.5)","(10.0, 18.0, 17.307692307692307)","(3.6, 4.4, 4.455555555555556)","(5.5, 7.8, 7.704)","(2.45, 2.94, 2.7342857142857144)"
12-01-2023 13:20:05.780121,"(6.0, 8.2, 7.7384615384615385)","(10.0, 15.0, 13.56060606060606)","(26.0, 75.0, 57.5)","(11.0, 18.0, 17.307692307692307)","(3.5, 4.5, 4.469230769230769)","(6.0, 7.8, 7.704)","(2.35, 2.94, 2.7342857142857144)"
12-01-2023 13:20:06.820131,"(6.0, 8.2, 7.866666666666666)","(10.0, 15.0, 13.56060606060606)","(26.0, 75.0, 57.5)","(11.0, 18.0, 17.307692307692307)","(3.5, 4.5, 4.455555555555556)","(6.0, 7.8, 7.704)","(2.35, 2.94, 2.7342857142857144)"
12-01-2023 13:20:07.944222,"(6.0, 8.2, 7.884210526315789)","(10.0, 15.0, 13.56060606060606)","(26.0, 75.0, 57.5)","(11.0, 18.0, 17.307692307692307)","(3.5, 4.5, 4.3)","(6.0, 7.8, 7.704)","(2.35, 2.94, 2.7342857142857144)"
12-01-2023 13:20:09.107997,"(6.0, 8.2, 7.884210526315789)","(10.0, 15.0, 13.56060606060606)","(26.0, 75.0, 57.5)","(11.0, 18.0, 17.307692307692307)","(3.5, 4.5, 4.311764705882353)","(6.0, 7.8, 7.704)","(2.35, 2.94, 2.7342857142857144)"
12-01-2023 13:20:10.139026,"(6.0, 8.2, 7.884210526315789)","(10.0, 15.0, 13.56060606060606)","(26.0, 75.0, 57.5)","(11.0, 18.0, 17.307692307692307)","(3.5, 4.5, 4.3769230769230765)","(6.0, 7.8, 7.704)","(2.35, 2.94, 2.7342857142857144)"
12-01-2023 13:20:11.248073,"(6.0, 8.2, 7.884210526315789)","(10.0, 15.0, 13.56060606060606)","(26.0, 75.0, 57.5)","(11.0, 18.0, 17.307692307692307)","(3.5, 4.5, 4.405882352941177)","(6.0, 7.8, 7.704)","(2.35, 2.94, 2.7342857142857144)"
12-01-2023 13:20:12.316111,"(6.0, 8.2, 7.884210526315789)","(10.0, 15.0, 13.56060606060606)","(26.0, 75.0, 57.5)","(11.0, 18.0, 17.181818181818183)","(3.5, 4.5, 4.405882352941177)","(6.0, 7.8, 7.704)","(2.35, 2.94, 2.7342857142857144)"
12-01-2023 13:20:13.418047,"(6.0, 8.2, 7.699999999999999)","(10.0, 15.0, 13.56060606060606)","(26.0, 75.0, 57.5)","(11.0, 18.0, 17.181818181818183)","(3.5, 4.5, 4.258823529411765)","(6.0, 7.8, 7.673684210526316)","(2.35, 2.94, 2.7342857142857144)"
12-01-2023 13:20:14.383582,"(6.0, 8.2, 7.622222222222223)","(10.0, 15.0, 13.56060606060606)","(26.0, 75.0, 57.5)","(11.0, 18.0, 17.181818181818183)","(3.5, 4.4, 4.258823529411765)","(6.0, 7.8, 7.673684210526316)","(2.35, 2.94, 2.7333333333333334)"
12-01-2023 13:20:15.645685,"(6.0, 8.2, 7.8769230769230765)","(10.0, 15.0, 13.56060606060606)","(26.0, 75.0, 57.5)","(11.0, 18.0, 17.571428571428573)","(3.5, 4.4, 4.258823529411765)","(6.0, 7.8, 7.673684210526316)","(2.35, 2.94, 2.7333333333333334)"
12-01-2023 13:20:16.883073,"(6.0, 8.2, 7.937499999999999)","(10.0, 15.0, 13.56060606060606)","(26.0, 75.0, 57.5)","(11.0, 18.0, 17.70967741935484)","(3.5, 4.4, 4.455555555555556)","(6.0, 7.8, 7.673684210526316)","(2.35, 2.94, 2.7333333333333334)"
12-01-2023 13:20:17.923586,"(6.0, 8.2, 7.884210526315789)","(10.0, 15.0, 13.56060606060606)","(26.0, 75.0, 57.5)","(11.0, 18.0, 17.70967741935484)","(3.5, 4.5, 4.45)","(6.0, 7.8, 7.673684210526316)","(2.35, 2.94, 2.7333333333333334)"
