,Not Today,Turbo Worm,Wonder Woolly,Japanese Black,Stay Humble,Kitty Keen
12-01-2023 15:32:49.995952,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.906842105263158)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:32:51.006699,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.906842105263158)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:32:52.057122,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.906842105263158)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:32:53.098850,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.906842105263158)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:32:54.192517,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.906842105263158)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:32:55.378541,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8896)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:32:56.580066,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:32:57.606400,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:32:58.650238,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:32:59.761631,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:00.787031,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:01.759038,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:02.802489,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:03.817738,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:04.851122,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:05.986768,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:06.955390,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:07.957531,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:08.894891,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:09.969920,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:10.874138,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:11.849737,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:12.818259,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:13.791440,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:14.745324,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:15.602602,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:16.524275,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:17.888153,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:18.916394,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:19.780653,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:20.824001,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:21.783060,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:22.765640,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:23.757978,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:24.852062,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8912499999999999)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:25.850647,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8896)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:26.874438,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.895)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:27.826188,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.895)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:28.751315,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.895)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:29.717536,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.895)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:30.736103,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.895)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:31.750166,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.895)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:32.719050,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.895)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:33.650252,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.895)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:34.529744,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.895)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:35.528014,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.895)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:36.560505,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.895)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:37.695570,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.895)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:38.652267,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.895)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:39.647018,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:40.633192,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:41.737850,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:42.739191,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:43.669677,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:44.779841,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:45.880267,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:47.127906,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:48.217430,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:49.348872,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:50.441091,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:51.468576,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:52.611651,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:53.742619,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:54.825476,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:55.936934,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9146153846153846)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:57.098409,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:58.159561,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:33:59.254097,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:00.397084,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:01.520697,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:02.623442,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:03.792916,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:05.016326,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:06.210489,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:07.409202,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:08.519872,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:09.663451,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:10.766228,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:11.914004,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:13.027743,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:14.087010,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:15.092372,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:16.194907,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:17.300072,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:18.244434,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:19.358054,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:20.371894,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:21.453694,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:22.656597,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:23.613200,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:24.690607,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:25.818024,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.9025)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:26.834609,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.8757142857142857)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:27.790762,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:28.806973,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:29.878805,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:30.945389,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:31.971599,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:32.994229,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:34.183136,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:35.258041,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:36.409902,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:37.503700,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:38.739841,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:39.846698,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:41.144453,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:42.199596,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:43.303580,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:44.443708,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:45.482932,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
12-01-2023 15:34:46.545245,"(10.0, 25.0, 15.625)","(1.7, 1.94, 1.90625)","(18.0, 70.0, 33.25)","(13.0, 34.0, 24.25)","(15.0, 46.0, 35.45454545454545)","(2.6, 2.94, 2.6672727272727275)"
