,The Cunning Fox,Deficit,Akihiro,Military Gambler,Ashgrove,Kiplings Journey,Mr Dudwey,Head Of State,Bulloo,Mishani Spartan,Tyresa,Gracie Blue,Circling
07-01-2023 17:04:53.356023,"(3.8, 4.5, 4.433150684931507)","(7.5, 8.8, 8.75114503816794)","(8.5, 10.5, 10.029411764705882)","(21.0, 26.0, 25.1)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.608979591836734)","(26.0, 32.0, 30.62686567164179)","(19.0, 27.0, 25.04)","(8.0, 9.0, 8.804551920341394)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.57471264367816)"
07-01-2023 17:04:54.798423,"(3.8, 4.5, 4.433150684931507)","(7.5, 8.8, 8.708724832214767)","(8.5, 10.5, 10.029411764705882)","(21.0, 26.0, 25.1)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.608979591836734)","(26.0, 32.0, 30.62686567164179)","(19.0, 27.0, 25.04)","(8.0, 9.0, 8.804551920341394)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.57471264367816)"
07-01-2023 17:04:56.286248,"(3.8, 4.5, 4.433150684931507)","(7.5, 8.8, 8.625490196078433)","(8.5, 10.5, 10.029411764705882)","(21.0, 26.0, 25.1)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.608979591836734)","(26.0, 32.0, 30.62686567164179)","(19.0, 27.0, 25.04)","(8.0, 9.0, 8.804819277108434)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.57471264367816)"
07-01-2023 17:04:57.635287,"(3.8, 4.5, 4.433150684931507)","(7.5, 8.8, 8.582539682539682)","(8.5, 10.5, 10.029411764705882)","(21.0, 26.0, 25.1)","(5.0, 5.7, 5.6064236111111105)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.608979591836734)","(26.0, 32.0, 30.62686567164179)","(19.0, 27.0, 24.958333333333332)","(8.0, 9.0, 8.733834586466166)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.57471264367816)"
07-01-2023 17:04:58.912649,"(3.8, 4.5, 4.433150684931507)","(7.5, 8.8, 8.582539682539682)","(8.5, 10.5, 10.030864197530864)","(20.0, 26.0, 25.1)","(5.0, 5.7, 5.606860321384425)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.8, 9.487671232876712)","(26.0, 32.0, 30.62686567164179)","(19.0, 27.0, 24.958333333333332)","(8.0, 8.8, 8.729133858267717)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.65217391304348)"
07-01-2023 17:05:00.199175,"(3.8, 4.5, 4.433425414364641)","(7.5, 8.8, 8.582539682539682)","(8.5, 10.5, 10.030864197530864)","(20.0, 26.0, 25.1)","(5.0, 5.7, 5.606860321384425)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.6, 9.487671232876712)","(26.0, 32.0, 30.62686567164179)","(19.0, 27.0, 24.958333333333332)","(8.0, 8.8, 8.729133858267717)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.65217391304348)"
07-01-2023 17:05:01.577102,"(3.8, 4.5, 4.440198511166253)","(7.5, 8.8, 8.57991967871486)","(8.5, 10.5, 10.030864197530864)","(20.0, 26.0, 25.1)","(5.0, 5.7, 5.606860321384425)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.6, 9.487671232876712)","(26.0, 32.0, 30.62686567164179)","(19.0, 27.0, 24.958333333333332)","(8.0, 8.8, 8.760784313725491)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.65217391304348)"
07-01-2023 17:05:03.015386,"(3.8, 4.5, 4.440198511166253)","(7.5, 8.8, 8.57991967871486)","(8.5, 10.5, 10.030864197530864)","(20.0, 26.0, 25.1)","(5.0, 5.7, 5.605988771054273)","(41.0, 60.0, 56.13636363636363)","(91.0, 180.0, 162.6086956521739)","(8.0, 9.6, 9.446376811594202)","(26.0, 32.0, 30.62686567164179)","(19.0, 27.0, 24.958333333333332)","(8.0, 8.8, 8.809726443768998)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.65217391304348)"
07-01-2023 17:05:04.598342,"(3.8, 4.5, 4.440198511166253)","(7.5, 8.8, 8.57991967871486)","(8.5, 10.5, 10.13768115942029)","(20.0, 26.0, 25.037037037037038)","(5.0, 5.7, 5.605988771054273)","(41.0, 60.0, 57.375)","(91.0, 180.0, 172.0)","(8.0, 9.6, 9.446376811594202)","(26.0, 32.0, 30.403846153846153)","(19.0, 27.0, 24.958333333333332)","(8.0, 9.0, 8.807488299531983)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.72164948453608)"
07-01-2023 17:05:06.092575,"(3.8, 4.5, 4.427931034482759)","(7.5, 8.8, 8.57991967871486)","(8.5, 10.5, 10.13768115942029)","(20.0, 26.0, 25.037037037037038)","(5.0, 5.7, 5.604680581910183)","(41.0, 60.0, 57.638888888888886)","(91.0, 180.0, 172.0)","(8.0, 9.6, 9.454237288135593)","(26.0, 32.0, 30.403846153846153)","(19.0, 27.0, 24.958333333333332)","(8.0, 9.0, 8.816369047619048)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.73118279569893)"
07-01-2023 17:05:07.620716,"(3.8, 4.5, 4.427931034482759)","(7.5, 8.8, 8.57991967871486)","(8.5, 10.5, 10.143939393939394)","(20.0, 26.0, 25.037037037037038)","(5.0, 5.7, 5.604680581910183)","(41.0, 60.0, 57.638888888888886)","(91.0, 180.0, 172.0)","(8.0, 9.6, 9.434408602150539)","(26.0, 32.0, 30.403846153846153)","(19.0, 27.0, 24.958333333333332)","(8.0, 9.0, 8.817377567140602)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.708333333333336)"
07-01-2023 17:05:09.082231,"(3.8, 4.5, 4.427504244482173)","(7.5, 8.8, 8.57991967871486)","(8.5, 10.5, 10.143939393939394)","(20.0, 26.0, 25.037037037037038)","(5.0, 5.7, 5.604680581910183)","(41.0, 60.0, 57.638888888888886)","(91.0, 180.0, 172.08333333333334)","(8.0, 9.6, 9.434408602150539)","(26.0, 32.0, 30.4468085106383)","(19.0, 27.0, 24.958333333333332)","(8.0, 9.0, 8.815726495726496)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.708333333333336)"
07-01-2023 17:05:10.647891,"(3.8, 4.5, 4.408369098712447)","(7.5, 8.8, 8.57991967871486)","(8.5, 10.5, 10.143939393939394)","(20.0, 26.0, 25.037037037037038)","(5.0, 5.7, 5.604680581910183)","(41.0, 60.0, 57.638888888888886)","(91.0, 180.0, 172.08333333333334)","(8.0, 9.6, 9.45607476635514)","(26.0, 32.0, 30.918518518518518)","(19.0, 27.0, 24.958333333333332)","(8.0, 9.0, 8.815726495726496)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.708333333333336)"
07-01-2023 17:05:12.197476,"(3.8, 4.5, 4.408369098712447)","(7.5, 8.8, 8.57991967871486)","(8.5, 10.5, 10.143939393939394)","(20.0, 26.0, 25.037037037037038)","(5.0, 5.7, 5.604680581910183)","(41.0, 60.0, 57.638888888888886)","(91.0, 180.0, 172.08333333333334)","(8.0, 9.6, 9.45607476635514)","(26.0, 32.0, 30.918518518518518)","(19.0, 27.0, 24.958333333333332)","(8.0, 9.0, 8.815726495726496)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.708333333333336)"
07-01-2023 17:05:13.677608,"(3.8, 4.5, 4.408369098712447)","(7.5, 8.8, 8.57991967871486)","(8.5, 10.5, 10.143939393939394)","(20.0, 26.0, 25.037037037037038)","(5.0, 5.7, 5.604680581910183)","(41.0, 60.0, 57.638888888888886)","(91.0, 180.0, 172.08333333333334)","(8.0, 9.6, 9.45607476635514)","(26.0, 32.0, 30.918518518518518)","(19.0, 27.0, 24.958333333333332)","(8.0, 9.0, 8.815726495726496)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.708333333333336)"
07-01-2023 17:05:15.099459,"(3.8, 4.5, 4.406430155210644)","(7.5, 8.8, 8.57991967871486)","(8.5, 10.5, 10.143939393939394)","(20.0, 26.0, 25.037037037037038)","(5.0, 5.7, 5.60427568602425)","(41.0, 60.0, 57.638888888888886)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.441237113402062)","(26.0, 32.0, 30.876923076923077)","(19.0, 27.0, 24.958333333333332)","(8.0, 9.0, 8.815726495726496)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 36.708333333333336)"
07-01-2023 17:05:16.618716,"(3.8, 4.5, 4.406430155210644)","(7.5, 8.8, 8.5792)","(8.5, 10.5, 10.143939393939394)","(20.0, 26.0, 25.037037037037038)","(5.0, 5.7, 5.60427568602425)","(41.0, 60.0, 57.926829268292686)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.428888888888888)","(26.0, 32.0, 30.876923076923077)","(19.0, 27.0, 24.93877551020408)","(8.0, 9.0, 8.815726495726496)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.220338983050844)"
07-01-2023 17:05:18.057752,"(3.8, 4.5, 4.39907192575406)","(7.5, 8.8, 8.5900826446281)","(8.5, 10.5, 10.154411764705882)","(20.0, 26.0, 25.318181818181817)","(5.0, 5.7, 5.604580152671756)","(41.0, 60.0, 57.926829268292686)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.416666666666668)","(26.0, 32.0, 30.885496183206108)","(19.0, 26.0, 24.96)","(8.0, 9.0, 8.816666666666666)","(101.0, 180.0, 168.4848484848485)","(31.0, 38.0, 37.233333333333334)"
07-01-2023 17:05:19.516279,"(3.8, 4.4, 4.39907192575406)","(7.5, 8.8, 8.431884057971015)","(8.5, 10.5, 10.198717948717949)","(20.0, 26.0, 25.285714285714285)","(5.0, 5.7, 5.6056603773584905)","(41.0, 60.0, 58.02325581395349)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.437894736842106)","(26.0, 32.0, 30.91044776119403)","(19.0, 26.0, 25.133333333333333)","(8.0, 9.0, 8.8315625)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.26984126984127)"
07-01-2023 17:05:20.950583,"(3.8, 4.5, 4.406435643564357)","(7.5, 8.8, 8.616176470588234)","(8.5, 10.5, 9.92)","(20.0, 26.0, 25.285714285714285)","(5.0, 5.7, 5.6056603773584905)","(41.0, 60.0, 58.02325581395349)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.437894736842106)","(26.0, 32.0, 30.91044776119403)","(19.0, 26.0, 25.133333333333333)","(8.0, 9.0, 8.830503144654088)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.26984126984127)"
07-01-2023 17:05:22.333387,"(3.8, 4.5, 4.406435643564357)","(7.5, 8.8, 8.616176470588234)","(8.5, 10.0, 9.918604651162791)","(20.0, 26.0, 25.285714285714285)","(5.0, 5.7, 5.6056603773584905)","(41.0, 60.0, 58.02325581395349)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.437894736842106)","(26.0, 32.0, 30.91044776119403)","(19.0, 26.0, 25.133333333333333)","(8.0, 9.0, 8.830503144654088)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.26984126984127)"
07-01-2023 17:05:24.240137,"(3.8, 4.5, 4.406896551724138)","(7.5, 8.8, 8.616176470588234)","(8.5, 10.0, 9.918604651162791)","(20.0, 26.0, 25.285714285714285)","(5.0, 5.7, 5.6051233396584434)","(41.0, 60.0, 58.02325581395349)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.437894736842106)","(26.0, 32.0, 30.918518518518518)","(19.0, 26.0, 25.133333333333333)","(8.0, 9.0, 8.830503144654088)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.26984126984127)"
07-01-2023 17:05:25.821162,"(3.8, 4.5, 4.406896551724138)","(7.5, 8.8, 8.64472049689441)","(8.5, 10.0, 9.961904761904762)","(20.0, 26.0, 25.125)","(5.0, 5.7, 5.6051233396584434)","(41.0, 60.0, 58.02325581395349)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.458715596330276)","(26.0, 32.0, 30.91044776119403)","(19.0, 26.0, 25.105263157894736)","(8.0, 9.0, 8.830503144654088)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.26984126984127)"
07-01-2023 17:05:27.228850,"(3.8, 4.5, 4.406896551724138)","(7.5, 8.8, 8.64472049689441)","(8.5, 10.0, 9.961904761904762)","(20.0, 26.0, 25.125)","(5.0, 5.7, 5.6051233396584434)","(41.0, 60.0, 58.02325581395349)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.458715596330276)","(26.0, 32.0, 30.91044776119403)","(19.0, 26.0, 25.105263157894736)","(8.0, 9.0, 8.830503144654088)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.26984126984127)"
07-01-2023 17:05:28.667751,"(3.8, 4.5, 4.406896551724138)","(7.5, 8.8, 8.64472049689441)","(8.5, 10.0, 9.961904761904762)","(20.0, 26.0, 25.125)","(5.0, 5.7, 5.6051233396584434)","(41.0, 60.0, 58.02325581395349)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.458715596330276)","(26.0, 32.0, 30.91044776119403)","(19.0, 26.0, 25.105263157894736)","(8.0, 9.0, 8.830503144654088)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.26984126984127)"
07-01-2023 17:05:30.130433,"(3.8, 4.5, 4.41931696905016)","(7.5, 8.8, 8.64472049689441)","(8.5, 10.0, 9.946666666666667)","(20.0, 26.0, 25.13953488372093)","(5.0, 5.7, 5.605103969754253)","(41.0, 60.0, 58.02325581395349)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.453333333333333)","(26.0, 32.0, 30.91044776119403)","(19.0, 26.0, 25.055555555555557)","(8.0, 9.0, 8.829430379746835)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.26984126984127)"
07-01-2023 17:05:31.658234,"(3.8, 4.5, 4.419628099173553)","(7.5, 8.8, 8.64390243902439)","(8.5, 10.0, 9.9375)","(20.0, 26.0, 25.13953488372093)","(5.0, 5.7, 5.605103969754253)","(41.0, 60.0, 58.02325581395349)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.453333333333333)","(26.0, 32.0, 30.91044776119403)","(19.0, 26.0, 24.666666666666668)","(8.0, 9.0, 8.829430379746835)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.206896551724135)"
07-01-2023 17:05:33.047315,"(3.8, 4.5, 4.419628099173553)","(7.5, 8.8, 8.64390243902439)","(8.5, 10.0, 9.9375)","(20.0, 26.0, 25.13953488372093)","(5.0, 5.7, 5.605103969754253)","(41.0, 60.0, 58.02325581395349)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.453333333333333)","(26.0, 32.0, 30.91044776119403)","(19.0, 25.0, 24.666666666666668)","(8.0, 9.0, 8.831365935919056)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.206896551724135)"
07-01-2023 17:05:34.502291,"(3.8, 4.5, 4.4210416666666665)","(7.5, 8.8, 8.64390243902439)","(8.5, 10.0, 9.9375)","(20.0, 26.0, 25.13953488372093)","(5.0, 5.7, 5.605103969754253)","(41.0, 60.0, 58.02325581395349)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.441237113402062)","(26.0, 32.0, 30.91044776119403)","(19.0, 25.0, 24.612903225806452)","(8.0, 9.0, 8.82905982905983)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.206896551724135)"
07-01-2023 17:05:35.967892,"(3.8, 4.5, 4.4210416666666665)","(7.5, 8.8, 8.64390243902439)","(8.5, 10.0, 9.948275862068966)","(20.0, 26.0, 25.12)","(5.0, 5.7, 5.605103969754253)","(41.0, 60.0, 57.875)","(91.0, 180.0, 177.5)","(8.0, 9.6, 9.441237113402062)","(26.0, 32.0, 30.91044776119403)","(19.0, 25.0, 24.612903225806452)","(8.0, 9.0, 8.82905982905983)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.206896551724135)"
07-01-2023 17:05:37.374162,"(3.8, 4.5, 4.4210416666666665)","(7.5, 8.8, 8.64390243902439)","(8.5, 10.0, 9.95)","(20.0, 26.0, 25.137254901960784)","(5.0, 5.7, 5.6053425518541795)","(41.0, 60.0, 57.926829268292686)","(91.0, 180.0, 177.77777777777777)","(8.0, 9.6, 9.446)","(26.0, 32.0, 30.918518518518518)","(19.0, 25.0, 24.625)","(8.0, 9.0, 8.829642248722317)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.148148148148145)"
07-01-2023 17:05:38.770030,"(3.8, 4.5, 4.401302083333333)","(7.5, 8.6, 8.583561643835615)","(8.5, 10.0, 9.95)","(20.0, 26.0, 25.137254901960784)","(5.0, 5.7, 5.605103969754253)","(41.0, 60.0, 57.926829268292686)","(91.0, 180.0, 177.77777777777777)","(8.0, 9.6, 9.446)","(26.0, 32.0, 31.47126436781609)","(19.0, 25.0, 24.625)","(8.0, 9.0, 8.826989619377164)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.148148148148145)"
07-01-2023 17:05:40.183941,"(3.8, 4.5, 4.422574055158325)","(7.5, 8.6, 8.582608695652173)","(8.5, 10.0, 9.95)","(20.0, 26.0, 25.137254901960784)","(5.0, 5.7, 5.605103969754253)","(41.0, 60.0, 57.926829268292686)","(91.0, 180.0, 177.77777777777777)","(8.0, 9.6, 9.446)","(26.0, 32.0, 31.47126436781609)","(19.0, 25.0, 24.5)","(8.0, 9.0, 8.82618595825427)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.148148148148145)"
07-01-2023 17:05:41.594959,"(3.8, 4.5, 4.4210416666666665)","(7.5, 8.6, 8.582608695652173)","(8.5, 10.0, 9.95)","(20.0, 26.0, 25.137254901960784)","(5.0, 5.7, 5.605103969754253)","(41.0, 60.0, 57.926829268292686)","(91.0, 180.0, 177.14285714285714)","(8.0, 9.6, 9.446)","(26.0, 32.0, 31.47126436781609)","(19.0, 25.0, 24.5)","(8.0, 9.0, 8.82618595825427)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.148148148148145)"
07-01-2023 17:05:43.273810,"(3.8, 4.5, 4.420289855072464)","(7.5, 8.6, 8.532631578947369)","(8.5, 10.0, 9.95)","(20.0, 26.0, 25.137254901960784)","(5.0, 5.7, 5.605103969754253)","(41.0, 60.0, 57.926829268292686)","(91.0, 180.0, 177.14285714285714)","(8.0, 9.6, 9.446)","(26.0, 32.0, 31.47126436781609)","(19.0, 25.0, 24.5)","(8.0, 9.0, 8.82618595825427)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.148148148148145)"
07-01-2023 17:05:44.735205,"(3.8, 4.5, 4.420289855072464)","(7.5, 8.6, 8.532631578947369)","(8.5, 10.0, 9.95)","(20.0, 26.0, 25.137254901960784)","(5.0, 5.7, 5.605103969754253)","(41.0, 60.0, 57.926829268292686)","(91.0, 180.0, 177.14285714285714)","(8.0, 9.6, 9.446)","(26.0, 32.0, 31.391304347826086)","(19.0, 25.0, 24.5)","(8.0, 9.0, 8.823166023166024)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.148148148148145)"
07-01-2023 17:05:47.498508,"(3.8, 4.5, 4.408114558472554)","(7.5, 8.6, 8.514583333333333)","(8.5, 10.0, 9.95)","(20.0, 26.0, 25.137254901960784)","(5.0, 5.7, 5.605103969754253)","(41.0, 60.0, 57.926829268292686)","(91.0, 180.0, 177.14285714285714)","(8.0, 9.6, 9.33953488372093)","(26.0, 32.0, 31.391304347826086)","(19.0, 25.0, 24.5)","(8.0, 9.0, 8.825052192066806)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.148148148148145)"
07-01-2023 17:05:49.482074,"(3.8, 4.5, 4.408114558472554)","(7.5, 8.6, 8.514583333333333)","(8.5, 10.0, 9.95)","(20.0, 26.0, 25.137254901960784)","(5.0, 5.7, 5.605103969754253)","(41.0, 60.0, 57.926829268292686)","(91.0, 180.0, 177.14285714285714)","(8.0, 9.4, 9.305882352941175)","(26.0, 32.0, 31.253333333333334)","(19.0, 25.0, 24.5)","(8.0, 9.0, 8.823665893271462)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.220338983050844)"
07-01-2023 17:05:51.220741,"(3.8, 4.5, 4.4277673545966225)","(7.5, 8.6, 8.514583333333333)","(8.5, 10.0, 9.953846153846154)","(20.0, 26.0, 25.137254901960784)","(5.0, 5.7, 5.60480404551201)","(41.0, 60.0, 57.926829268292686)","(91.0, 180.0, 177.14285714285714)","(8.0, 9.6, 9.305882352941175)","(26.0, 32.0, 31.253333333333334)","(19.0, 25.0, 24.5)","(8.0, 9.0, 8.823665893271462)","(101.0, 180.0, 170.5)","(31.0, 38.0, 37.220338983050844)"
07-01-2023 17:05:52.900849,"(3.8, 4.5, 4.398305084745763)","(7.5, 8.6, 8.51881188118812)","(8.5, 10.0, 9.957142857142857)","(20.0, 26.0, 25.166666666666668)","(5.0, 5.7, 5.605283018867924)","(41.0, 60.0, 57.166666666666664)","(91.0, 180.0, 173.33333333333334)","(8.0, 9.6, 9.410126582278481)","(26.0, 32.0, 31.818181818181817)","(19.0, 25.0, 24.5)","(8.0, 9.0, 8.825688073394495)","(101.0, 180.0, 166.89655172413794)","(31.0, 38.0, 37.220338983050844)"
07-01-2023 17:05:54.526020,"(3.8, 4.4, 4.398305084745763)","(7.5, 8.6, 8.51881188118812)","(8.5, 10.0, 9.957142857142857)","(20.0, 26.0, 25.166666666666668)","(5.0, 5.7, 5.604683544303797)","(41.0, 60.0, 57.166666666666664)","(91.0, 180.0, 173.33333333333334)","(8.0, 9.6, 9.410126582278481)","(26.0, 32.0, 31.818181818181817)","(19.0, 25.0, 24.5)","(8.0, 9.0, 8.828282828282829)","(101.0, 180.0, 166.89655172413794)","(31.0, 38.0, 37.220338983050844)"
07-01-2023 17:05:56.152430,"(3.8, 4.4, 4.398305084745763)","(7.5, 8.6, 8.494117647058824)","(8.5, 10.0, 9.957142857142857)","(20.0, 26.0, 25.28125)","(5.0, 5.7, 5.604683544303797)","(41.0, 60.0, 57.166666666666664)","(91.0, 180.0, 173.33333333333334)","(8.0, 9.6, 9.410126582278481)","(26.0, 32.0, 31.818181818181817)","(19.0, 25.0, 24.5)","(8.0, 9.0, 8.828282828282829)","(101.0, 180.0, 166.89655172413794)","(31.0, 38.0, 37.220338983050844)"
07-01-2023 17:05:57.696434,"(3.8, 4.4, 4.398272884283247)","(7.5, 8.6, 8.491566265060241)","(8.5, 10.0, 9.955882352941178)","(20.0, 26.0, 27.04)","(5.0, 5.7, 5.604502219403932)","(41.0, 60.0, 57.166666666666664)","(91.0, 180.0, 175.0)","(8.0, 9.6, 9.314285714285713)","(26.0, 32.0, 31.814814814814813)","(19.0, 25.0, 24.51219512195122)","(8.0, 9.0, 8.827411167512691)","(101.0, 180.0, 166.89655172413794)","(31.0, 38.0, 37.19298245614035)"
07-01-2023 17:05:59.117647,"(3.8, 4.4, 4.398272884283247)","(7.5, 8.6, 8.491566265060241)","(8.5, 10.0, 9.955882352941178)","(20.0, 28.0, 27.304347826086957)","(5.0, 5.7, 5.602775984506133)","(41.0, 60.0, 56.964285714285715)","(91.0, 180.0, 175.0)","(8.0, 9.6, 9.277922077922078)","(26.0, 32.0, 31.83050847457627)","(19.0, 25.0, 24.51219512195122)","(8.0, 9.0, 8.836144578313254)","(101.0, 180.0, 166.89655172413794)","(31.0, 38.0, 37.0625)"
07-01-2023 17:06:00.539796,"(3.8, 4.4, 4.398272884283247)","(7.5, 8.6, 8.473239436619718)","(8.5, 10.0, 9.957142857142857)","(20.0, 28.0, 27.304347826086957)","(5.0, 5.7, 5.603026400515132)","(41.0, 60.0, 56.964285714285715)","(91.0, 180.0, 175.0)","(8.0, 9.4, 9.281012658227848)","(26.0, 32.0, 31.833333333333332)","(19.0, 25.0, 24.523809523809526)","(8.0, 9.0, 8.841489361702129)","(101.0, 180.0, 166.89655172413794)","(31.0, 38.0, 37.0625)"
07-01-2023 17:06:02.124909,"(3.8, 4.4, 4.398287671232877)","(7.5, 8.6, 8.473239436619718)","(8.5, 10.0, 9.957142857142857)","(20.0, 28.0, 27.304347826086957)","(5.0, 5.7, 5.603026400515132)","(41.0, 60.0, 56.964285714285715)","(91.0, 180.0, 175.0)","(8.0, 9.4, 9.281012658227848)","(26.0, 32.0, 31.833333333333332)","(19.0, 25.0, 24.45945945945946)","(8.0, 9.0, 8.854450261780105)","(101.0, 180.0, 166.89655172413794)","(31.0, 38.0, 37.0625)"
07-01-2023 17:06:03.700704,"(3.8, 4.4, 4.398287671232877)","(7.5, 8.6, 8.473239436619718)","(8.5, 10.0, 9.957142857142857)","(20.0, 28.0, 27.304347826086957)","(5.0, 5.7, 5.603026400515132)","(41.0, 60.0, 56.964285714285715)","(91.0, 180.0, 175.0)","(8.0, 9.4, 9.281012658227848)","(26.0, 32.0, 31.666666666666668)","(19.0, 25.0, 24.45945945945946)","(8.0, 9.0, 8.854450261780105)","(101.0, 180.0, 166.89655172413794)","(31.0, 38.0, 37.0625)"
07-01-2023 17:06:05.903325,"(3.8, 4.4, 4.398287671232877)","(7.5, 8.6, 8.518181818181818)","(8.5, 10.0, 9.957142857142857)","(20.0, 28.0, 27.304347826086957)","(5.0, 5.7, 5.603026400515132)","(41.0, 60.0, 56.964285714285715)","(91.0, 180.0, 175.0)","(8.0, 9.4, 9.281012658227848)","(26.0, 32.0, 31.666666666666668)","(19.0, 25.0, 24.45945945945946)","(8.0, 9.0, 8.854450261780105)","(101.0, 180.0, 166.89655172413794)","(31.0, 38.0, 37.0625)"
07-01-2023 17:06:07.876960,"(3.8, 4.4, 4.398087954110899)","(7.5, 8.6, 8.514285714285714)","(8.5, 10.0, 10.333333333333334)","(20.0, 28.0, 26.933333333333334)","(5.0, 5.7, 5.6025242718446595)","(41.0, 60.0, 56.964285714285715)","(91.0, 180.0, 175.0)","(8.0, 9.6, 9.384)","(26.0, 32.0, 31.264367816091955)","(19.0, 25.0, 24.45945945945946)","(8.0, 9.0, 8.852519893899204)","(101.0, 180.0, 167.33333333333334)","(31.0, 38.0, 37.0625)"
07-01-2023 17:06:09.523310,"(3.8, 4.4, 4.398087954110899)","(7.5, 8.6, 8.449586776859505)","(8.5, 10.5, 10.404255319148936)","(20.0, 28.0, 26.4)","(5.0, 5.7, 5.6025242718446595)","(41.0, 60.0, 56.964285714285715)","(91.0, 180.0, 175.0)","(8.0, 9.4, 9.212807881773399)","(26.0, 32.0, 31.264367816091955)","(19.0, 25.0, 24.45945945945946)","(8.0, 9.0, 8.851733333333334)","(101.0, 180.0, 167.33333333333334)","(31.0, 38.0, 36.888888888888886)"
07-01-2023 17:06:11.226211,"(3.8, 4.5, 4.410153846153847)","(7.5, 8.6, 8.44109589041096)","(8.5, 10.5, 10.404255319148936)","(20.0, 28.0, 25.678571428571427)","(5.0, 5.7, 5.6025242718446595)","(41.0, 60.0, 56.964285714285715)","(91.0, 180.0, 175.0)","(8.0, 9.4, 9.212807881773399)","(26.0, 32.0, 31.24705882352941)","(19.0, 25.0, 24.45945945945946)","(8.0, 9.0, 8.842937853107346)","(101.0, 180.0, 167.33333333333334)","(31.0, 38.0, 36.888888888888886)"
