,The Cunning Fox,Deficit,Akihiro,Military Gambler,Ashgrove,Kiplings Journey,Mr Dudwey,Head Of State,Bulloo,Mishani Spartan,Tyresa,Gracie Blue,Circling
07-01-2023 17:01:17.164555,"(3.9, 4.5, 4.436148648648649)","(7.0, 9.0, 8.709236947791164)","(8.5, 11.0, 10.54054054054054)","(20.0, 25.0, 23.923076923076923)","(5.0, 5.7, 5.60367803837953)","(31.0, 48.0, 47.833333333333336)","(71.0, 160.0, 157.10526315789474)","(8.0, 9.8, 9.611320754716981)","(21.0, 30.0, 29.223214285714285)","(17.0, 24.0, 23.0)","(7.5, 8.8, 8.674285714285714)","(91.0, 170.0, 140.0)","(31.0, 36.0, 35.87155963302752)"
07-01-2023 17:01:18.599594,"(3.9, 4.5, 4.437)","(7.0, 9.0, 8.71828793774319)","(8.5, 11.0, 10.54054054054054)","(20.0, 25.0, 23.923076923076923)","(5.0, 5.7, 5.60367803837953)","(31.0, 48.0, 47.833333333333336)","(71.0, 160.0, 157.10526315789474)","(8.0, 9.8, 9.60392156862745)","(21.0, 30.0, 29.223214285714285)","(17.0, 24.0, 22.5)","(7.5, 8.8, 8.667532467532467)","(91.0, 170.0, 140.0)","(31.0, 36.0, 35.86138613861386)"
07-01-2023 17:01:20.013331,"(3.9, 4.5, 4.437828947368422)","(7.0, 9.0, 8.684552845528454)","(8.5, 11.0, 10.54516129032258)","(20.0, 25.0, 23.923076923076923)","(5.0, 5.7, 5.60367803837953)","(31.0, 48.0, 47.833333333333336)","(71.0, 160.0, 157.10526315789474)","(8.0, 9.8, 9.507692307692308)","(21.0, 30.0, 29.138613861386137)","(17.0, 24.0, 22.5)","(7.5, 8.8, 8.67123287671233)","(91.0, 170.0, 145.0)","(31.0, 36.0, 35.64912280701754)"
07-01-2023 17:01:21.592855,"(3.9, 4.5, 4.437828947368422)","(7.0, 9.0, 8.684552845528454)","(8.5, 11.0, 10.54516129032258)","(20.0, 25.0, 23.923076923076923)","(5.0, 5.7, 5.60367803837953)","(31.0, 48.0, 47.833333333333336)","(71.0, 160.0, 157.10526315789474)","(8.0, 9.6, 9.507692307692308)","(21.0, 30.0, 29.138613861386137)","(17.0, 24.0, 22.666666666666668)","(7.5, 8.8, 8.682539682539682)","(91.0, 160.0, 140.0)","(31.0, 36.0, 35.64912280701754)"
07-01-2023 17:01:23.182403,"(3.9, 4.5, 4.438834951456311)","(7.0, 9.0, 8.687096774193549)","(8.5, 11.0, 10.550955414012739)","(20.0, 25.0, 23.923076923076923)","(5.0, 5.7, 5.60367803837953)","(31.0, 48.0, 47.833333333333336)","(71.0, 160.0, 157.10526315789474)","(8.0, 9.6, 9.507692307692308)","(21.0, 30.0, 29.138613861386137)","(17.0, 23.0, 22.666666666666668)","(7.5, 8.8, 8.682539682539682)","(91.0, 160.0, 140.0)","(31.0, 36.0, 35.64912280701754)"
07-01-2023 17:01:24.998359,"(3.9, 4.5, 4.438834951456311)","(7.0, 9.0, 8.687096774193549)","(8.5, 11.0, 10.550955414012739)","(20.0, 25.0, 23.923076923076923)","(5.0, 5.7, 5.603882978723404)","(31.0, 48.0, 47.833333333333336)","(71.0, 160.0, 157.10526315789474)","(8.0, 9.6, 9.483870967741936)","(21.0, 30.0, 29.155555555555555)","(17.0, 23.0, 22.8)","(7.5, 8.8, 8.682539682539682)","(91.0, 160.0, 140.0)","(31.0, 36.0, 35.6)"
07-01-2023 17:01:26.702435,"(3.9, 4.5, 4.432520325203252)","(7.0, 9.0, 8.687887323943661)","(8.5, 11.0, 10.60909090909091)","(20.0, 25.0, 24.016393442622952)","(5.0, 5.7, 5.603827493261456)","(31.0, 48.0, 46.333333333333336)","(71.0, 160.0, 157.2972972972973)","(8.0, 9.6, 9.466666666666667)","(21.0, 30.0, 29.162790697674417)","(17.0, 23.0, 22.4)","(7.5, 8.8, 8.621686746987953)","(91.0, 160.0, 140.9090909090909)","(31.0, 36.0, 35.649484536082475)"
07-01-2023 17:01:28.219277,"(3.9, 4.5, 4.431120331950208)","(7.0, 9.0, 8.68611898016997)","(8.5, 11.0, 10.604294478527608)","(20.0, 25.0, 24.0)","(5.0, 5.7, 5.603827493261456)","(31.0, 50.0, 46.333333333333336)","(71.0, 160.0, 157.2972972972973)","(8.0, 9.6, 9.466666666666667)","(21.0, 30.0, 29.162790697674417)","(17.0, 23.0, 21.615384615384617)","(7.5, 8.8, 8.607058823529412)","(91.0, 160.0, 140.9090909090909)","(31.0, 36.0, 35.649484536082475)"
07-01-2023 17:01:29.692437,"(3.9, 4.5, 4.443150684931507)","(7.0, 9.0, 8.707651715039578)","(8.5, 11.0, 10.64945652173913)","(20.0, 25.0, 24.34246575342466)","(5.0, 5.7, 5.605857519788918)","(31.0, 50.0, 46.61538461538461)","(71.0, 160.0, 157.3684210526316)","(8.0, 9.6, 9.56543209876543)","(21.0, 30.0, 29.23404255319149)","(17.0, 23.0, 22.1)","(7.5, 8.8, 8.759493670886076)","(91.0, 160.0, 150.0)","(31.0, 36.0, 35.67307692307692)"
07-01-2023 17:01:31.245141,"(3.9, 4.5, 4.403488372093023)","(7.0, 9.0, 8.707651715039578)","(8.5, 11.0, 10.654494382022472)","(20.0, 25.0, 24.34246575342466)","(5.0, 5.7, 5.605857519788918)","(31.0, 50.0, 46.69230769230769)","(71.0, 160.0, 157.3684210526316)","(8.0, 9.6, 9.56543209876543)","(21.0, 30.0, 29.23404255319149)","(17.0, 23.0, 22.217391304347828)","(7.5, 8.8, 8.727272727272728)","(91.0, 160.0, 143.84615384615384)","(31.0, 36.0, 35.656565656565654)"
07-01-2023 17:01:36.763558,"(3.9, 4.5, 4.397979797979798)","(7.0, 9.0, 8.712207792207792)","(8.5, 11.0, 10.658333333333333)","(20.0, 25.0, 24.35135135135135)","(5.0, 5.7, 5.606055818852027)","(31.0, 55.0, 48.53846153846154)","(71.0, 160.0, 157.3684210526316)","(8.0, 9.6, 9.566265060240964)","(21.0, 30.0, 29.23404255319149)","(17.0, 23.0, 22.357142857142858)","(7.5, 9.0, 8.803627569528416)","(91.0, 160.0, 150.0)","(31.0, 36.0, 35.656565656565654)"
07-01-2023 17:01:38.205116,"(3.9, 4.4, 4.392380952380953)","(7.0, 9.0, 8.846753246753247)","(8.5, 11.0, 10.627272727272727)","(20.0, 25.0, 24.36)","(5.0, 5.7, 5.601917808219178)","(31.0, 55.0, 48.53846153846154)","(71.0, 160.0, 157.43589743589743)","(8.0, 9.6, 9.516666666666666)","(21.0, 30.0, 29.242105263157896)","(17.0, 23.0, 21.8)","(7.5, 9.0, 8.80433734939759)","(91.0, 160.0, 150.0)","(31.0, 36.0, 35.66)"
07-01-2023 17:01:39.647112,"(3.9, 4.4, 4.392)","(7.0, 9.0, 8.8375)","(8.5, 11.0, 10.627272727272727)","(20.0, 25.0, 24.36)","(5.0, 5.7, 5.601917808219178)","(31.0, 55.0, 48.53846153846154)","(71.0, 160.0, 157.43589743589743)","(8.0, 9.6, 9.555056179775281)","(21.0, 30.0, 29.242105263157896)","(17.0, 23.0, 21.42105263157895)","(7.5, 9.0, 8.80433734939759)","(91.0, 160.0, 150.0)","(31.0, 36.0, 35.66)"
07-01-2023 17:01:41.116792,"(3.9, 4.4, 4.397209302325582)","(7.0, 9.0, 8.848)","(8.5, 11.0, 10.635542168674698)","(20.0, 25.0, 24.076923076923077)","(5.0, 5.7, 5.573271889400921)","(31.0, 55.0, 50.38461538461539)","(71.0, 160.0, 157.43589743589743)","(8.0, 9.6, 9.476923076923077)","(21.0, 30.0, 29.242105263157896)","(17.0, 23.0, 22.285714285714285)","(7.5, 9.0, 8.805755395683454)","(91.0, 160.0, 150.0)","(31.0, 36.0, 35.68)"
07-01-2023 17:01:42.489724,"(3.9, 4.4, 4.397209302325582)","(7.0, 9.0, 8.848)","(8.5, 11.0, 10.635542168674698)","(20.0, 25.0, 24.076923076923077)","(5.0, 5.6, 5.529281767955801)","(31.0, 55.0, 49.55555555555556)","(71.0, 160.0, 157.43589743589743)","(8.0, 9.6, 9.580487804878048)","(21.0, 30.0, 29.247311827956988)","(17.0, 23.0, 22.6)","(7.5, 9.0, 8.682051282051281)","(91.0, 160.0, 150.0)","(31.0, 36.0, 35.67741935483871)"
07-01-2023 17:01:43.948860,"(3.9, 4.4, 4.399546485260771)","(7.0, 9.0, 8.84)","(8.5, 11.0, 10.654970760233919)","(20.0, 25.0, 24.397260273972602)","(5.0, 5.6, 5.526641651031895)","(31.0, 55.0, 49.55555555555556)","(71.0, 160.0, 157.43589743589743)","(8.0, 9.6, 9.581395348837209)","(21.0, 30.0, 29.247311827956988)","(17.0, 25.0, 22.6)","(7.5, 8.8, 8.682051282051281)","(91.0, 160.0, 150.0)","(31.0, 36.0, 35.67741935483871)"
07-01-2023 17:01:45.326651,"(3.9, 4.4, 4.399546485260771)","(7.0, 9.0, 8.84)","(8.5, 11.0, 10.562962962962963)","(20.0, 25.0, 24.38888888888889)","(5.0, 5.6, 5.5263653483992465)","(31.0, 55.0, 49.55555555555556)","(71.0, 160.0, 157.43589743589743)","(8.0, 9.6, 9.581176470588234)","(21.0, 30.0, 29.247311827956988)","(17.0, 25.0, 22.23076923076923)","(7.5, 8.8, 8.608282582216809)","(91.0, 160.0, 150.0)","(31.0, 36.0, 35.67741935483871)"
07-01-2023 17:01:46.664574,"(3.9, 4.4, 4.398704663212436)","(7.0, 9.0, 8.84)","(8.5, 11.0, 10.562962962962963)","(20.0, 25.0, 24.785714285714285)","(5.0, 5.6, 5.5263653483992465)","(31.0, 55.0, 49.55555555555556)","(71.0, 160.0, 159.66666666666666)","(8.0, 9.6, 9.581176470588234)","(21.0, 30.0, 29.433962264150942)","(17.0, 25.0, 22.75)","(7.5, 9.0, 8.608282582216809)","(91.0, 160.0, 150.0)","(31.0, 36.0, 35.67741935483871)"
07-01-2023 17:01:48.014763,"(3.9, 4.4, 4.398704663212436)","(7.0, 9.0, 8.84)","(8.5, 11.0, 10.549618320610687)","(20.0, 25.0, 24.789473684210527)","(5.0, 5.6, 5.526915887850468)","(31.0, 55.0, 49.55555555555556)","(71.0, 160.0, 159.66666666666666)","(8.0, 9.6, 9.581609195402299)","(21.0, 30.0, 29.433962264150942)","(17.0, 25.0, 22.75)","(7.5, 9.0, 8.72)","(91.0, 160.0, 145.0)","(31.0, 36.0, 35.67741935483871)"
07-01-2023 17:01:49.425867,"(3.9, 4.4, 4.398708010335918)","(7.0, 9.0, 8.84)","(8.5, 11.0, 10.549618320610687)","(20.0, 25.0, 24.789473684210527)","(5.0, 5.6, 5.526915887850468)","(31.0, 55.0, 49.55555555555556)","(71.0, 160.0, 159.66666666666666)","(8.0, 9.6, 9.581609195402299)","(21.0, 30.0, 29.433962264150942)","(17.0, 25.0, 23.5)","(7.5, 8.8, 8.72)","(91.0, 160.0, 150.0)","(31.0, 36.0, 35.67741935483871)"
07-01-2023 17:01:50.778643,"(3.9, 4.4, 4.398708010335918)","(7.0, 9.0, 8.84)","(8.5, 11.0, 10.542635658914728)","(20.0, 25.0, 24.785714285714285)","(5.0, 5.6, 5.5263653483992465)","(31.0, 55.0, 49.55555555555556)","(71.0, 160.0, 159.66666666666666)","(8.0, 9.6, 9.581176470588234)","(21.0, 30.0, 29.433962264150942)","(17.0, 25.0, 24.0)","(7.5, 8.8, 8.709090909090909)","(91.0, 160.0, 150.0)","(31.0, 36.0, 35.67741935483871)"
07-01-2023 17:01:52.164462,"(3.9, 4.5, 4.427038626609442)","(7.0, 9.0, 8.84)","(8.5, 11.0, 10.542635658914728)","(20.0, 25.0, 24.785714285714285)","(5.0, 5.6, 5.5263653483992465)","(31.0, 55.0, 50.26315789473684)","(71.0, 160.0, 159.66666666666666)","(8.0, 9.6, 9.577464788732394)","(21.0, 30.0, 29.433962264150942)","(17.0, 25.0, 24.2)","(7.5, 8.8, 8.709090909090909)","(91.0, 160.0, 150.0)","(31.0, 36.0, 35.67741935483871)"
07-01-2023 17:01:53.508681,"(3.9, 4.5, 4.428630705394191)","(7.0, 9.0, 8.845161290322581)","(8.5, 11.0, 10.553030303030303)","(20.0, 25.0, 24.789473684210527)","(5.0, 5.6, 5.526915887850468)","(31.0, 55.0, 49.857142857142854)","(71.0, 160.0, 159.66666666666666)","(8.0, 9.6, 9.57808219178082)","(21.0, 30.0, 29.444444444444443)","(17.0, 25.0, 23.2)","(7.5, 8.8, 8.607326007326007)","(91.0, 160.0, 145.0)","(31.0, 36.0, 35.67741935483871)"
07-01-2023 17:01:54.834661,"(3.9, 4.5, 4.428630705394191)","(7.0, 9.0, 8.845161290322581)","(8.5, 11.0, 10.553030303030303)","(20.0, 25.0, 24.789473684210527)","(5.0, 5.6, 5.526915887850468)","(41.0, 55.0, 50.09090909090909)","(81.0, 160.0, 159.66666666666666)","(8.5, 9.6, 9.57808219178082)","(26.0, 30.0, 29.444444444444443)","(17.0, 25.0, 23.2)","(8.0, 9.0, 8.607326007326007)","(91.0, 160.0, 145.0)","(31.0, 36.0, 35.67741935483871)"
07-01-2023 17:01:56.230053,"(3.9, 4.5, 4.416451612903226)","(7.0, 9.0, 8.845161290322581)","(8.5, 11.0, 10.553030303030303)","(20.0, 25.0, 24.789473684210527)","(5.0, 5.6, 5.526915887850468)","(41.0, 55.0, 50.09090909090909)","(81.0, 160.0, 159.66666666666666)","(8.5, 9.6, 9.57808219178082)","(26.0, 30.0, 29.444444444444443)","(17.0, 25.0, 23.90909090909091)","(8.0, 9.0, 8.607326007326007)","(91.0, 160.0, 145.0)","(31.0, 36.0, 35.67741935483871)"
07-01-2023 17:01:57.591878,"(3.9, 4.5, 4.407969151670952)","(7.0, 9.0, 8.845161290322581)","(8.5, 11.0, 10.553030303030303)","(20.0, 25.0, 24.789473684210527)","(5.0, 5.6, 5.526915887850468)","(41.0, 55.0, 50.09090909090909)","(81.0, 160.0, 159.66666666666666)","(8.5, 9.6, 9.57808219178082)","(26.0, 30.0, 29.444444444444443)","(17.0, 25.0, 23.90909090909091)","(8.0, 9.0, 8.607326007326007)","(91.0, 160.0, 145.0)","(31.0, 36.0, 35.67741935483871)"
07-01-2023 17:01:59.027759,"(3.9, 4.5, 4.404863221884499)","(7.0, 9.0, 8.845161290322581)","(8.5, 11.0, 10.553030303030303)","(20.0, 25.0, 24.636363636363637)","(5.0, 5.6, 5.526641651031895)","(41.0, 55.0, 50.09090909090909)","(81.0, 160.0, 159.66666666666666)","(8.5, 9.6, 9.405970149253731)","(26.0, 30.0, 29.444444444444443)","(17.0, 25.0, 23.2)","(8.0, 9.0, 8.606364749082006)","(91.0, 160.0, 145.0)","(31.0, 36.0, 35.67032967032967)"
07-01-2023 17:02:00.485787,"(3.9, 4.4, 4.382744282744283)","(7.0, 9.0, 8.846153846153847)","(8.5, 11.0, 10.29203539823009)","(20.0, 25.0, 24.785714285714285)","(5.0, 5.6, 5.527746741154562)","(41.0, 55.0, 50.38461538461539)","(81.0, 160.0, 159.66666666666666)","(8.5, 9.6, 9.42)","(26.0, 30.0, 29.464285714285715)","(17.0, 25.0, 24.666666666666668)","(8.0, 9.0, 8.802706027060271)","(91.0, 160.0, 146.15384615384616)","(31.0, 36.0, 35.69565217391305)"
07-01-2023 17:02:01.823246,"(3.9, 4.4, 4.384418145956608)","(7.0, 9.0, 8.848387096774195)","(8.5, 10.5, 10.298469387755102)","(20.0, 25.0, 24.528301886792452)","(5.0, 5.6, 5.534729493891797)","(41.0, 55.0, 49.07692307692308)","(81.0, 160.0, 159.66666666666666)","(8.5, 9.6, 9.456842105263158)","(26.0, 30.0, 29.470588235294116)","(17.0, 25.0, 24.6)","(8.0, 9.0, 8.801977750309025)","(91.0, 160.0, 146.66666666666666)","(31.0, 36.0, 35.76699029126213)"
07-01-2023 17:02:03.164636,"(3.9, 4.4, 4.386147186147187)","(7.0, 9.0, 8.848387096774195)","(8.5, 10.5, 10.298469387755102)","(20.0, 26.0, 24.528301886792452)","(5.0, 5.6, 5.534729493891797)","(41.0, 55.0, 49.07692307692308)","(81.0, 160.0, 159.6969696969697)","(8.5, 9.6, 9.456842105263158)","(26.0, 30.0, 29.470588235294116)","(17.0, 25.0, 24.4)","(8.0, 9.0, 8.80203821656051)","(91.0, 160.0, 146.66666666666666)","(31.0, 36.0, 35.915789473684214)"
07-01-2023 17:02:04.493179,"(3.9, 4.4, 4.386117136659436)","(7.0, 9.0, 8.848387096774195)","(8.5, 10.5, 10.298469387755102)","(20.0, 26.0, 24.528301886792452)","(5.0, 5.6, 5.534729493891797)","(41.0, 55.0, 49.07692307692308)","(81.0, 160.0, 159.66666666666666)","(8.5, 9.6, 9.456842105263158)","(26.0, 30.0, 29.470588235294116)","(17.0, 25.0, 24.4)","(8.0, 9.0, 8.80203821656051)","(91.0, 160.0, 146.66666666666666)","(31.0, 36.0, 35.915789473684214)"
07-01-2023 17:02:05.950913,"(3.9, 4.4, 4.386117136659436)","(7.0, 9.0, 8.84625850340136)","(8.5, 10.5, 10.305418719211822)","(20.0, 26.0, 24.581818181818182)","(5.0, 5.6, 5.535849056603773)","(41.0, 55.0, 49.86666666666667)","(81.0, 160.0, 159.3548387096774)","(8.5, 9.6, 9.465346534653465)","(26.0, 30.0, 29.444444444444443)","(17.0, 25.0, 24.166666666666668)","(8.0, 9.0, 8.80372340425532)","(91.0, 160.0, 146.66666666666666)","(31.0, 36.0, 35.916666666666664)"
07-01-2023 17:02:07.491468,"(3.9, 4.4, 4.386117136659436)","(7.0, 9.0, 8.84625850340136)","(8.5, 10.5, 10.0)","(20.0, 26.0, 24.545454545454547)","(5.0, 5.6, 5.535338345864662)","(41.0, 55.0, 48.875)","(91.0, 160.0, 181.0)","(8.5, 9.6, 9.411111111111111)","(26.0, 30.0, 29.5)","(17.0, 25.0, 25.57894736842105)","(8.0, 9.0, 8.800277777777778)","(91.0, 160.0, 144.0)","(31.0, 36.0, 36.83076923076923)"
07-01-2023 17:02:08.823151,"(3.9, 4.4, 4.409027777777778)","(7.0, 9.0, 8.851923076923077)","(8.5, 10.0, 9.846511627906978)","(20.0, 26.0, 24.7)","(5.0, 5.6, 5.434408602150538)","(41.0, 55.0, 52.666666666666664)","(91.0, 190.0, 179.7872340425532)","(8.5, 9.6, 9.592592592592592)","(26.0, 30.0, 29.558139534883722)","(17.0, 26.0, 25.333333333333332)","(8.0, 9.0, 8.696774193548388)","(91.0, 160.0, 145.0)","(31.0, 38.0, 36.92913385826772)"
07-01-2023 17:02:10.131465,"(3.8, 4.5, 4.409027777777778)","(7.0, 9.0, 8.851923076923077)","(8.5, 10.0, 9.846511627906978)","(20.0, 26.0, 24.7)","(5.0, 5.5, 5.4295081967213115)","(41.0, 55.0, 53.833333333333336)","(91.0, 190.0, 179.7872340425532)","(8.5, 9.6, 9.592592592592592)","(26.0, 30.0, 29.558139534883722)","(17.0, 26.0, 25.333333333333332)","(8.0, 8.8, 8.696774193548388)","(91.0, 160.0, 145.0)","(31.0, 38.0, 36.92913385826772)"
07-01-2023 17:02:11.448725,"(3.8, 4.5, 4.409774436090226)","(7.0, 9.0, 8.851923076923077)","(8.5, 10.0, 9.846511627906978)","(20.0, 26.0, 24.7)","(5.0, 5.5, 5.4295081967213115)","(41.0, 55.0, 53.833333333333336)","(91.0, 190.0, 179.7872340425532)","(8.5, 9.6, 9.592592592592592)","(26.0, 30.0, 29.558139534883722)","(17.0, 26.0, 25.333333333333332)","(8.0, 8.8, 8.696774193548388)","(91.0, 160.0, 145.0)","(31.0, 38.0, 36.86153846153846)"
07-01-2023 17:02:12.876809,"(3.8, 4.5, 4.4119804400978)","(7.0, 9.0, 8.851923076923077)","(8.5, 10.0, 9.846511627906978)","(20.0, 26.0, 24.844444444444445)","(5.0, 5.5, 5.4295081967213115)","(41.0, 55.0, 53.833333333333336)","(91.0, 190.0, 178.8372093023256)","(8.5, 9.6, 9.592592592592592)","(26.0, 30.0, 29.558139534883722)","(17.0, 26.0, 25.333333333333332)","(8.0, 8.8, 8.722448979591837)","(91.0, 160.0, 148.0)","(31.0, 38.0, 36.333333333333336)"
07-01-2023 17:02:14.316043,"(3.8, 4.5, 4.420704845814979)","(7.0, 9.0, 8.85607476635514)","(8.5, 10.0, 9.856521739130436)","(20.0, 26.0, 24.869565217391305)","(5.0, 5.5, 5.441258741258742)","(41.0, 55.0, 54.0)","(91.0, 190.0, 179.7872340425532)","(8.5, 9.6, 9.593333333333334)","(26.0, 30.0, 29.568181818181817)","(17.0, 26.0, 25.333333333333332)","(8.0, 8.8, 8.726923076923077)","(91.0, 160.0, 148.0)","(31.0, 38.0, 36.40909090909091)"
07-01-2023 17:02:15.689011,"(3.8, 4.5, 4.420704845814979)","(7.0, 9.0, 8.85607476635514)","(8.5, 10.0, 9.856521739130436)","(20.0, 26.0, 24.869565217391305)","(5.0, 5.5, 5.441258741258742)","(41.0, 55.0, 54.0)","(91.0, 190.0, 179.7872340425532)","(8.5, 9.6, 9.593333333333334)","(26.0, 30.0, 29.568181818181817)","(17.0, 26.0, 25.333333333333332)","(8.0, 8.8, 8.726923076923077)","(91.0, 160.0, 148.0)","(31.0, 38.0, 36.4390243902439)"
07-01-2023 17:02:16.967900,"(3.8, 4.5, 4.420704845814979)","(7.0, 9.0, 8.85607476635514)","(8.5, 10.0, 9.856521739130436)","(20.0, 26.0, 24.869565217391305)","(5.0, 5.5, 5.441258741258742)","(41.0, 55.0, 54.0)","(91.0, 190.0, 179.7872340425532)","(8.5, 9.6, 9.593333333333334)","(26.0, 30.0, 29.568181818181817)","(17.0, 26.0, 25.333333333333332)","(8.0, 8.8, 8.726923076923077)","(91.0, 160.0, 148.0)","(31.0, 38.0, 36.4390243902439)"
07-01-2023 17:02:18.425518,"(3.8, 4.5, 4.4259259259259265)","(7.0, 9.0, 8.86608695652174)","(8.5, 10.0, 9.870588235294118)","(20.0, 26.0, 24.615384615384617)","(5.0, 5.5, 5.441129032258065)","(41.0, 55.0, 50.3448275862069)","(91.0, 190.0, 179.7872340425532)","(8.5, 9.6, 9.525)","(26.0, 30.0, 29.595238095238095)","(17.0, 26.0, 24.327272727272728)","(8.0, 8.8, 8.677272727272728)","(91.0, 160.0, 148.0)","(31.0, 38.0, 36.666666666666664)"
07-01-2023 17:02:19.762301,"(3.8, 4.5, 4.424070021881838)","(7.0, 9.0, 8.86078431372549)","(8.5, 10.0, 9.859574468085107)","(20.0, 26.0, 24.615384615384617)","(5.0, 5.5, 5.441129032258065)","(41.0, 60.0, 50.303030303030305)","(91.0, 190.0, 179.7872340425532)","(8.5, 9.6, 9.525)","(26.0, 30.0, 29.595238095238095)","(17.0, 27.0, 24.327272727272728)","(8.0, 8.8, 8.66813186813187)","(91.0, 160.0, 148.0)","(31.0, 38.0, 36.666666666666664)"
07-01-2023 17:02:21.146815,"(3.8, 4.5, 4.424070021881838)","(7.0, 9.0, 8.869724770642202)","(8.5, 10.0, 9.875471698113207)","(20.0, 26.0, 25.06896551724138)","(5.0, 5.5, 5.445925925925926)","(41.0, 60.0, 55.15151515151515)","(91.0, 190.0, 179.33333333333334)","(8.5, 9.6, 9.383333333333333)","(26.0, 30.0, 29.595238095238095)","(17.0, 27.0, 25.07843137254902)","(8.0, 8.8, 8.705555555555556)","(91.0, 160.0, 148.0)","(31.0, 38.0, 36.666666666666664)"
07-01-2023 17:02:22.609183,"(3.8, 4.5, 4.397303370786517)","(7.0, 9.0, 8.874725274725275)","(8.5, 10.0, 9.923529411764706)","(20.0, 26.0, 25.083333333333332)","(5.0, 5.5, 5.453703703703704)","(41.0, 60.0, 50.625)","(91.0, 190.0, 162.5)","(8.5, 9.4, 9.476923076923077)","(26.0, 30.0, 29.666666666666668)","(17.0, 27.0, 26.04255319148936)","(8.0, 8.8, 8.801628222523746)","(91.0, 160.0, 150.0)","(31.0, 38.0, 36.74418604651163)"
07-01-2023 17:02:24.070892,"(3.8, 4.4, 4.396674584323041)","(7.0, 9.0, 8.876086956521739)","(8.5, 10.0, 9.9625)","(20.0, 26.0, 24.77777777777778)","(5.0, 5.5, 5.452830188679245)","(41.0, 60.0, 50.625)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.493333333333334)","(26.0, 30.0, 29.675)","(17.0, 27.0, 25.085106382978722)","(8.0, 9.0, 8.801897018970191)","(91.0, 160.0, 144.28571428571428)","(31.0, 38.0, 36.714285714285715)"
07-01-2023 17:02:25.462025,"(3.8, 4.4, 4.353764861294584)","(7.0, 9.0, 8.866666666666667)","(8.5, 10.0, 10.004545454545454)","(20.0, 26.0, 24.88235294117647)","(5.0, 5.5, 5.453012048192771)","(41.0, 60.0, 50.333333333333336)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.58)","(26.0, 30.0, 29.7027027027027)","(17.0, 27.0, 23.64)","(8.0, 9.0, 8.733333333333334)","(91.0, 170.0, 144.6153846153846)","(31.0, 38.0, 36.75)"
07-01-2023 17:02:27.072712,"(3.8, 4.5, 4.408256880733945)","(7.0, 9.0, 8.866666666666667)","(8.5, 10.5, 10.004716981132075)","(20.0, 26.0, 25.025641025641026)","(5.0, 5.5, 5.453012048192771)","(41.0, 60.0, 50.333333333333336)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.571428571428571)","(26.0, 30.0, 29.7027027027027)","(17.0, 27.0, 23.64)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 144.6153846153846)","(31.0, 38.0, 36.75)"
07-01-2023 17:02:28.535111,"(3.8, 4.5, 4.406417112299466)","(7.0, 9.0, 8.866666666666667)","(8.5, 10.5, 10.004716981132075)","(20.0, 26.0, 25.025641025641026)","(5.0, 5.5, 5.453012048192771)","(41.0, 60.0, 50.38461538461539)","(91.0, 190.0, 162.5)","(8.5, 9.6, 9.39622641509434)","(26.0, 30.0, 29.7027027027027)","(17.0, 27.0, 23.64)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 144.6153846153846)","(31.0, 38.0, 36.638297872340424)"
07-01-2023 17:02:29.847741,"(3.9, 4.5, 4.406417112299466)","(7.0, 9.0, 8.866666666666667)","(8.5, 10.5, 10.004716981132075)","(20.0, 26.0, 25.025641025641026)","(5.0, 5.5, 5.453012048192771)","(41.0, 60.0, 51.666666666666664)","(91.0, 190.0, 180.0)","(8.5, 9.4, 9.39622641509434)","(26.0, 30.0, 29.7027027027027)","(17.0, 27.0, 23.627450980392158)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 144.6153846153846)","(31.0, 38.0, 36.638297872340424)"
07-01-2023 17:02:31.300117,"(3.9, 4.5, 4.4064690026954185)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.5, 10.004716981132075)","(20.0, 26.0, 25.025641025641026)","(5.0, 5.5, 5.453012048192771)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.4, 9.39622641509434)","(26.0, 30.0, 29.7027027027027)","(17.0, 27.0, 23.627450980392158)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 146.42857142857142)","(31.0, 38.0, 36.745098039215684)"
07-01-2023 17:02:32.630918,"(3.9, 4.5, 4.4064690026954185)","(7.0, 9.0, 8.858823529411765)","(8.5, 10.5, 10.004716981132075)","(20.0, 26.0, 25.025641025641026)","(5.0, 5.5, 5.453012048192771)","(41.0, 60.0, 52.1875)","(91.0, 190.0, 162.5)","(8.5, 9.4, 9.39622641509434)","(26.0, 30.0, 29.7027027027027)","(17.0, 27.0, 23.627450980392158)","(8.0, 8.8, 8.757142857142858)","(91.0, 170.0, 146.42857142857142)","(31.0, 38.0, 36.745098039215684)"
