,Aston Harrison,Exclusively Mine,Low Planes,Way Up North,Jupiter Town,Flying Bella,Birdbrook
09-01-2023 12:02:50.361453,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:02:51.447264,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:02:52.593258,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:02:53.760120,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:02:54.935776,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:02:56.021376,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:02:57.003256,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:02:57.890274,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:02:58.904688,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:02:59.977640,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:01.150742,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:02.271865,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:03.431963,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:04.527088,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:05.579413,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:06.494017,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:07.492431,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:08.520108,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:09.570228,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:10.687745,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:11.772579,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:12.916064,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:14.008726,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:15.056629,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:16.091331,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:17.000087,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:17.908099,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.2, 4.171428571428572)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:18.948916,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:20.035185,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:21.130243,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:22.255713,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:23.337340,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:24.368925,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:25.252961,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:26.291404,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:27.262599,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:28.288900,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:29.391059,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:30.499807,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:31.608661,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:32.702013,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:33.706819,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:34.649912,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:35.569413,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:36.578687,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:37.614001,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:38.738103,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:39.831730,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:40.904497,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:41.904034,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:42.823382,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:43.742805,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:44.817072,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:45.907098,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:46.993057,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:48.102373,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:49.151524,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:50.120194,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:51.006445,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:52.005788,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:53.070380,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:54.205300,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:55.326257,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:56.413211,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:57.455875,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:58.506698,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:03:59.449107,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:00.368369,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:01.298912,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:02.316391,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:03.382835,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:04.554720,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:05.737267,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:06.828232,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:07.900325,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:08.931515,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:09.846315,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:10.820499,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:11.823063,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:12.881039,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:13.960475,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:15.051588,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:16.183680,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:17.298554,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:18.334119,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:19.300611,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:20.230409,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:21.124925,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:22.256973,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:23.303446,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:24.385134,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:25.520755,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:26.658001,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:27.697392,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
09-01-2023 12:04:28.896619,"(4.2, 8.2, 6.6)","(5.5, 11.5, 7.84)","(12.0, 30.0, 19.72222222222222)","(19.0, 48.0, 30.77777777777778)","(3.6, 5.3, 3.716666666666667)","(17.0, 70.0, 48.54166666666667)","(2.4, 3.2, 2.52)"
