,Entry Time,Donnie B,Red Hot Toddy,Icing,Hillbilly Rock,Mr Chance Romance
12-01-2023 12:08:01.017135,"(3.2, 6.6, 5.0)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:01.986241,"(3.2, 6.6, 5.0)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:02.964884,"(3.2, 6.6, 5.0)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:03.897096,"(3.2, 6.6, 5.0)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:04.812155,"(3.2, 6.6, 5.0)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:05.753962,"(3.2, 6.6, 5.0)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:06.613732,"(3.2, 6.6, 5.0)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:07.537707,"(3.2, 6.6, 5.0)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:08.442944,"(3.2, 6.6, 5.0)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:09.308574,"(3.2, 6.6, 5.0)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:10.277299,"(3.2, 6.6, 5.0)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:11.301515,"(3.2, 6.6, 5.0)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:12.401042,"(3.2, 6.6, 5.0)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:13.434240,"(3.2, 6.6, 5.0)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:14.411040,"(3.2, 6.6, 5.666666666666666)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:15.271153,"(3.2, 6.6, 5.666666666666666)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:16.261008,"(3.2, 6.6, 5.666666666666666)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:17.276011,"(3.2, 6.6, 5.666666666666666)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:18.387430,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:19.459817,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:20.487597,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:21.561415,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:22.578876,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:23.552573,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:24.566645,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:25.549525,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:26.513111,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:27.513214,"(3.2, 6.8, 4.44)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:28.503192,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 147.5)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:29.489108,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:30.425492,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:31.436582,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:32.432489,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:33.400015,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:34.304572,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:35.371039,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:36.460742,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:37.556527,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:38.602194,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:39.611429,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:40.601477,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:41.570286,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:42.645687,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:43.732903,"(3.2, 6.6, 5.225)","(6.0, 23.0, 14.700000000000001)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:44.829874,"(3.2, 6.6, 5.225)","(6.0, 23.0, 13.16)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:45.840565,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:46.808521,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:47.852009,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:48.845773,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:49.887763,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:50.919711,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:51.912455,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:52.896356,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:53.888071,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:54.971320,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:56.012110,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:57.123931,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:58.183216,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:08:59.214474,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:00.193189,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:01.256429,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:02.369369,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:03.415946,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:04.449529,"(3.2, 6.6, 5.225)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:05.471561,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:06.465479,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:07.485868,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:08.542079,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:09.619078,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:10.665966,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:11.665119,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:12.721770,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:13.818695,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:14.928675,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:16.032712,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:16.986697,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:18.030224,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:19.076836,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:20.184706,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:21.296256,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:22.361664,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:23.384675,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:24.401060,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:25.429405,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:26.506145,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:27.697928,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:29.390816,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:30.643123,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:31.868555,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:33.015935,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:34.118323,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:35.135276,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:36.366985,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:37.560163,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:38.713434,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:39.771154,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:40.802914,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:41.861039,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:42.970069,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:44.088295,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:45.163094,"(3.2, 6.6, 5.753846153846154)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 117.66666666666667)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:46.151378,"(3.2, 6.8, 4.798214285714286)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 147.5)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:47.144841,"(3.2, 6.6, 5.396875)","(6.0, 23.0, 16.057142857142857)","(19.0, 170.0, 147.5)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:48.232914,"(3.2, 6.6, 5.396875)","(6.0, 23.0, 16.057142857142857)","(19.0, 170.0, 147.5)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:49.366088,"(3.2, 6.6, 5.396875)","(6.0, 23.0, 16.057142857142857)","(19.0, 170.0, 147.5)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:50.466544,"(3.2, 6.4, 5.615384615384616)","(6.0, 23.0, 16.057142857142857)","(19.0, 170.0, 147.5)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:51.530586,"(3.2, 6.4, 5.615384615384616)","(6.0, 23.0, 16.057142857142857)","(19.0, 170.0, 147.5)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:52.671096,"(3.2, 6.4, 5.615384615384616)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 147.5)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:53.764592,"(3.2, 6.4, 5.615384615384616)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 147.5)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:54.844602,"(3.2, 6.4, 5.615384615384616)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 147.5)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:55.959845,"(3.2, 6.4, 5.615384615384616)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 147.5)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
12-01-2023 12:09:57.136899,"(3.2, 6.4, 5.615384615384616)","(6.0, 23.0, 15.97142857142857)","(19.0, 170.0, 147.5)","(2.05, 2.68, 2.5344)","(41.0, 230.0, 129.5)","(5.5, 8.2, 7.05)"
