,Remedy,Showtime Lydia,Fully Blessed,Joni Rudderless,Young Yank,Secret Hustle,Big Ram,Showtime Hannah
10-01-2023 18:45:33.064574,"(2.4, 3.15, 2.5908333333333333)","(5.0, 7.8, 6.081818181818182)","(12.0, 32.0, 24.894736842105264)","(51.0, 290.0, 86.66666666666666)","(4.2, 8.8, 7.300000000000001)","(6.5, 16.0, 9.866666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 23.1)"
10-01-2023 18:45:34.242686,"(2.4, 3.15, 2.5908333333333333)","(5.0, 7.8, 6.081818181818182)","(12.0, 32.0, 24.894736842105264)","(51.0, 290.0, 86.66666666666666)","(4.2, 8.8, 7.300000000000001)","(6.5, 16.0, 9.866666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 23.1)"
10-01-2023 18:45:35.410601,"(2.4, 3.15, 2.5908333333333333)","(5.0, 7.8, 6.081818181818182)","(12.0, 32.0, 24.894736842105264)","(51.0, 290.0, 86.66666666666666)","(4.2, 8.8, 7.300000000000001)","(6.5, 16.0, 9.866666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 23.1)"
10-01-2023 18:45:36.569071,"(2.4, 3.15, 2.5908333333333333)","(5.0, 7.8, 6.081818181818182)","(12.0, 32.0, 24.894736842105264)","(51.0, 290.0, 86.66666666666666)","(4.2, 8.8, 7.300000000000001)","(6.5, 16.0, 9.866666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 23.1)"
10-01-2023 18:45:37.686977,"(2.4, 3.15, 2.5908333333333333)","(5.0, 7.8, 5.98)","(12.0, 32.0, 24.894736842105264)","(51.0, 290.0, 86.66666666666666)","(4.2, 8.8, 7.300000000000001)","(6.5, 16.0, 10.366666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 23.1)"
10-01-2023 18:45:38.909235,"(2.4, 3.15, 2.5908333333333333)","(5.0, 7.8, 5.98)","(12.0, 32.0, 24.894736842105264)","(51.0, 290.0, 86.66666666666666)","(4.2, 8.8, 7.300000000000001)","(6.5, 17.5, 10.366666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 23.1)"
10-01-2023 18:45:40.025334,"(2.4, 3.15, 2.5908333333333333)","(5.0, 7.8, 6.018181818181818)","(12.0, 32.0, 24.894736842105264)","(51.0, 290.0, 86.66666666666666)","(4.2, 8.8, 7.300000000000001)","(6.5, 17.5, 10.366666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 23.1)"
10-01-2023 18:45:41.069501,"(2.4, 3.15, 2.5908333333333333)","(5.0, 7.8, 6.081818181818182)","(12.0, 27.0, 26.09090909090909)","(51.0, 290.0, 86.66666666666666)","(4.2, 8.8, 7.300000000000001)","(6.5, 17.5, 10.366666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 23.1)"
10-01-2023 18:45:42.203297,"(2.4, 3.15, 2.5908333333333333)","(5.0, 7.8, 5.98)","(12.0, 27.0, 26.09090909090909)","(51.0, 290.0, 86.66666666666666)","(4.2, 8.8, 7.300000000000001)","(6.5, 17.5, 10.366666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 23.1)"
10-01-2023 18:45:43.620940,"(2.4, 3.15, 2.5625925925925928)","(5.0, 7.8, 6.018181818181818)","(12.0, 27.0, 26.09090909090909)","(51.0, 290.0, 86.66666666666666)","(4.2, 8.8, 7.74)","(6.5, 17.5, 10.366666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:45:45.082508,"(2.4, 3.15, 2.7218181818181817)","(5.0, 7.8, 6.018181818181818)","(12.0, 27.0, 26.09090909090909)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.74)","(6.5, 17.5, 10.366666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:45:46.293146,"(2.4, 3.1, 2.7218181818181817)","(5.0, 7.8, 6.018181818181818)","(12.0, 27.0, 26.09090909090909)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.74)","(6.5, 17.5, 10.366666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:45:47.533337,"(2.4, 3.1, 2.7218181818181817)","(5.0, 7.8, 5.98)","(12.0, 27.0, 26.09090909090909)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.74)","(6.5, 17.5, 10.366666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:45:48.834397,"(2.4, 3.15, 2.675)","(5.0, 7.8, 5.98)","(12.0, 27.0, 24.0)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.74)","(6.5, 17.5, 10.366666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:45:49.961959,"(2.4, 3.2, 2.584)","(5.0, 7.8, 5.98)","(12.0, 27.0, 24.0)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.74)","(6.5, 17.5, 10.366666666666667)","(10.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:45:51.107377,"(2.4, 3.2, 2.584)","(5.0, 7.8, 6.209090909090909)","(12.0, 27.0, 24.0)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.74)","(6.5, 17.5, 10.366666666666667)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:45:52.326161,"(2.4, 3.15, 2.5908333333333333)","(5.0, 7.8, 6.12)","(12.0, 27.0, 24.0)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.74)","(6.5, 17.5, 10.366666666666667)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:45:53.456135,"(2.4, 3.2, 2.584)","(5.0, 7.8, 6.12)","(12.0, 27.0, 24.0)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.74)","(6.5, 17.5, 10.366666666666667)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:45:54.562968,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 6.018181818181818)","(12.0, 27.0, 24.0)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.74)","(6.5, 17.5, 10.366666666666667)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:45:55.684831,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 6.081818181818182)","(12.0, 27.0, 25.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.74)","(6.5, 17.5, 10.366666666666667)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:45:56.856729,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 5.98)","(12.0, 27.0, 25.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.74)","(6.5, 17.5, 10.366666666666667)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:45:57.935876,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 5.98)","(12.0, 27.0, 24.333333333333332)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 10.915384615384614)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:45:59.002471,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 6.018181818181818)","(12.0, 27.0, 24.333333333333332)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 10.915384615384614)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:46:00.109299,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 6.225)","(12.0, 27.0, 24.333333333333332)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 11.899999999999999)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:46:01.290604,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 6.1454545454545455)","(12.0, 27.0, 25.857142857142858)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 11.899999999999999)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:46:02.431207,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 6.1454545454545455)","(12.0, 27.0, 25.857142857142858)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 11.899999999999999)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:46:03.573279,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 6.1454545454545455)","(12.0, 27.0, 25.125)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 10.633333333333333)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:46:04.718907,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 6.12)","(12.0, 27.0, 28.57142857142857)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 10.633333333333333)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:46:05.838821,"(2.4, 3.15, 2.691666666666667)","(5.0, 7.8, 6.12)","(12.0, 30.0, 28.57142857142857)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 10.633333333333333)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:46:06.977558,"(2.4, 3.15, 2.6863636363636365)","(5.0, 7.8, 6.12)","(12.0, 30.0, 28.57142857142857)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 10.633333333333333)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:46:08.125939,"(2.4, 3.15, 2.6863636363636365)","(5.0, 7.8, 6.018181818181818)","(12.0, 30.0, 28.57142857142857)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 10.633333333333333)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:46:09.259566,"(2.4, 3.15, 2.6863636363636365)","(5.0, 7.8, 6.225)","(12.0, 30.0, 28.57142857142857)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 10.633333333333333)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:46:10.373212,"(2.4, 3.15, 2.6863636363636365)","(5.0, 7.8, 6.1454545454545455)","(12.0, 30.0, 28.57142857142857)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 10.633333333333333)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:46:11.445771,"(2.4, 3.15, 2.6863636363636365)","(5.0, 7.8, 6.1454545454545455)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 10.633333333333333)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:46:12.524477,"(2.4, 3.15, 2.6863636363636365)","(5.0, 7.8, 6.1454545454545455)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 10.633333333333333)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:46:13.653946,"(2.4, 3.15, 2.6863636363636365)","(5.0, 7.8, 6.12)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 8.41)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:14.783806,"(2.4, 3.15, 2.6863636363636365)","(5.0, 7.8, 6.12)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.5, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:15.891546,"(2.4, 3.15, 2.6863636363636365)","(5.0, 7.8, 6.12)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 86.66666666666666)","(4.2, 8.6, 6.5)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:17.049153,"(2.4, 3.15, 2.6863636363636365)","(5.0, 7.8, 6.225)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:18.178937,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 6.225)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:19.324886,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 6.1454545454545455)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:20.418131,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 6.1454545454545455)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:21.528526,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 6.1454545454545455)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:22.690708,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 6.12)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:23.767715,"(2.4, 3.15, 2.5954545454545457)","(5.0, 7.8, 6.12)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:24.780277,"(2.4, 3.1, 2.9142857142857146)","(5.0, 7.8, 6.12)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.5)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:25.902875,"(2.4, 3.1, 2.7153846153846155)","(5.0, 7.8, 6.018181818181818)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.76)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:26.967065,"(2.4, 3.1, 2.914814814814815)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.76)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:28.119639,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.76)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:29.282172,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.76)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:30.374520,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.76)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:31.438584,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.779999999999999)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:32.469474,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.6)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:33.516670,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 7.6)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:34.612697,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.314285714285714)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:35.745025,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.314285714285714)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:36.895194,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 5.24)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:37.978130,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.257142857142857)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:39.128010,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.257142857142857)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:40.247942,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.257142857142857)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:41.355508,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.257142857142857)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:42.399765,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.257142857142857)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:43.394742,"(2.4, 3.1, 2.590909090909091)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.257142857142857)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 16.666666666666668)"
10-01-2023 18:46:44.478816,"(2.4, 3.1, 2.9761904761904763)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.257142857142857)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 21.166666666666664)"
10-01-2023 18:46:45.704866,"(2.4, 3.1, 2.9761904761904763)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.257142857142857)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:46:46.848785,"(2.4, 3.1, 2.9761904761904763)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.257142857142857)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:46:47.999141,"(2.4, 3.1, 2.681818181818182)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 86.66666666666666)","(4.2, 8.6, 6.257142857142857)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:46:49.262035,"(2.4, 3.2, 2.6773333333333333)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.257142857142857)","(6.5, 17.0, 12.2)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:46:50.461181,"(2.4, 3.2, 2.6773333333333333)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 5.3999999999999995)","(6.5, 17.0, 13.8)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:46:51.565331,"(2.4, 3.2, 2.9561290322580644)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 5.3999999999999995)","(6.5, 17.0, 13.8)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:46:52.614823,"(2.4, 3.2, 2.7955555555555556)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.6)","(6.5, 17.0, 13.8)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:46:53.770399,"(2.4, 3.2, 2.7955555555555556)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.6)","(6.5, 17.0, 13.8)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:46:54.892970,"(2.4, 3.2, 2.7955555555555556)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.6)","(6.5, 17.0, 13.8)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:46:56.028243,"(2.4, 3.2, 2.7955555555555556)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.6)","(6.5, 17.0, 13.8)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:46:57.138230,"(2.4, 3.2, 2.7955555555555556)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.6)","(6.5, 17.0, 13.8)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:46:58.265248,"(2.4, 3.2, 2.7955555555555556)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.6)","(6.5, 17.0, 13.8)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:46:59.328156,"(2.4, 3.2, 2.7955555555555556)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.6)","(6.5, 17.0, 13.8)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:47:00.382499,"(2.4, 3.2, 2.7955555555555556)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.6)","(6.5, 17.0, 13.8)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:47:01.433267,"(2.4, 3.2, 2.7955555555555556)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.6)","(6.5, 17.0, 13.8)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:47:02.529139,"(2.4, 3.2, 2.7955555555555556)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.6)","(6.5, 17.0, 13.8)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:47:03.620646,"(2.4, 3.2, 2.983225806451613)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.6)","(6.5, 17.0, 13.8)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
10-01-2023 18:47:04.734114,"(2.4, 3.2, 2.983225806451613)","(5.0, 7.8, 6.575)","(12.0, 30.0, 28.714285714285715)","(51.0, 290.0, 80.85714285714286)","(4.2, 8.6, 6.6)","(6.5, 17.0, 13.8)","(9.0, 10.5, 9.957142857142857)","(12.0, 26.0, 17.0)"
