,Class Of Twenty,Rosdue Swagman,Roulette,Miners Light,Sweet Babe,Diaz Herrera,Rocking The Ares,Worthy Explosion
09-01-2023 13:11:58.071223,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.585714285714285)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 240.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:11:59.376836,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.585714285714285)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 240.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:12:00.701137,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.585714285714285)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 240.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:12:02.249848,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.585714285714285)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 240.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:12:03.691725,"(8.0, 17.5, 14.785714285714286)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.585714285714285)","(6.5, 13.5, 11.528571428571428)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 240.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:12:05.108650,"(8.0, 17.5, 14.399999999999999)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.333333333333332)","(6.5, 13.5, 11.585714285714285)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 112.0)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:06.446540,"(8.0, 17.5, 14.399999999999999)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.333333333333332)","(6.5, 13.5, 11.585714285714285)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 112.0)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:07.782460,"(8.0, 17.5, 14.399999999999999)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.333333333333332)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 112.0)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:09.058451,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 112.0)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:10.382753,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 176.0)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:11.696027,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 176.0)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:12.953037,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 130.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:14.281504,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 130.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:15.556588,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:16.832531,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:18.240184,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:19.603253,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:20.970759,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:22.472359,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:23.856285,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:25.345423,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:26.661096,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:27.952090,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:29.234956,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:30.391120,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:31.595075,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:32.874235,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:34.211533,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:35.505590,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:36.722113,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:37.921761,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:39.095641,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 168.53333333333333)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:40.356629,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 146.46153846153845)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:41.649851,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 146.46153846153845)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:42.887032,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 146.46153846153845)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:44.044837,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 146.46153846153845)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:45.129893,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 146.46153846153845)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:46.300182,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 146.46153846153845)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:47.525373,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 146.46153846153845)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:48.776811,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 146.46153846153845)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:50.022138,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:51.299973,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:52.473281,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:53.576119,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:54.743948,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:55.855666,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:57.063835,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:58.288954,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:12:59.514588,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:00.696908,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:01.851143,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:02.974590,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:04.040173,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:05.182916,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:06.346747,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:07.527603,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:08.736405,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:09.920358,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:11.057827,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:12.084362,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:13.143145,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:14.357588,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:15.630600,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:16.817230,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:18.001104,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:19.085680,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 170.66666666666669)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:20.185140,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 148.9230769230769)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:21.367149,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 148.9230769230769)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:22.569315,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 148.9230769230769)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:24.077761,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 11.333333333333332)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 148.9230769230769)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:25.453697,"(8.0, 17.5, 14.466666666666667)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 9.3)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 148.9230769230769)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:26.656686,"(8.0, 17.5, 11.566666666666666)","(41.0, 220.0, 86.5)","(7.0, 13.5, 11.4)","(6.5, 13.5, 9.3)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 148.9230769230769)","(26.0, 90.0, 52.85714285714286)"
09-01-2023 13:13:27.981122,"(8.0, 17.5, 11.566666666666666)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.4)","(6.5, 13.5, 9.3)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 181.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:13:29.325685,"(8.0, 17.5, 11.566666666666666)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.4)","(6.5, 13.5, 9.3)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 181.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:13:30.640904,"(8.0, 17.5, 11.566666666666666)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.4)","(6.5, 13.5, 9.3)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:13:31.825088,"(8.0, 17.5, 11.566666666666666)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.4)","(6.5, 13.5, 9.3)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:13:32.975396,"(8.0, 17.5, 11.566666666666666)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.4)","(6.5, 13.5, 9.3)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:13:34.056121,"(8.0, 17.5, 11.566666666666666)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.4)","(6.5, 13.5, 9.3)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:13:35.129127,"(8.0, 17.5, 11.566666666666666)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.4)","(6.5, 13.5, 9.3)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:13:36.267315,"(8.0, 17.5, 11.566666666666666)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.4)","(6.5, 13.5, 9.3)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:13:37.583731,"(8.0, 17.5, 11.566666666666666)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.4)","(6.5, 13.5, 9.3)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:13:38.827351,"(8.0, 17.5, 11.566666666666666)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.4)","(6.5, 13.5, 9.3)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.6114285714285714)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:13:40.003100,"(8.0, 17.5, 11.566666666666666)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.4)","(6.5, 13.5, 9.3)","(12.0, 32.0, 28.2)","(1.35, 1.92, 1.4257758620689653)","(31.0, 320.0, 176.0)","(26.0, 90.0, 49.375)"
09-01-2023 13:13:41.152370,"(8.0, 17.5, 11.566666666666666)","(41.0, 220.0, 70.0)","(7.0, 13.5, 11.4)","(6.5, 13.5, 9.3)","(12.0, 32.0, 28.2)","(1.35, 1.97, 1.4257758620689653)","(31.0, 320.0, 176.0)","(26.0, 90.0, 52.85714285714286)"
